"","PARAM","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","FE","model","CAT"
"49","Tot.Gravity x Restricted gears","b_logbiomassarea_log_grav_total:ClassRestricted",0.9,0.5,"median",0.0618243638632647,0.166682906203051,0.241419226108249,0.310585883527197,0.415870066652114,"PARENTAL","Biomass","Human/Env."
"50","Tot.Gravity x Netflow","b_logbiomassarea_log_grav_total:Netflow",0.9,0.5,"median",-0.0666020606790125,0.0698135874029133,0.167782362199037,0.265520291590355,0.407315060559683,"PARENTAL","Biomass","Intrinsic Connect."
"51","No-Take x Netflow","b_logbiomassarea_ClassClosed:Netflow",0.9,0.5,"median",-0.57618224390101,-0.0828235328465951,0.274920588938447,0.64050249178359,1.15331291862869,"PARENTAL","Biomass","Intrinsic Connect."
"52","Restricted gears x Netflow","b_logbiomassarea_ClassRestricted:Netflow",0.9,0.5,"median",-0.554930425735449,-0.0806847544866489,0.278105668029667,0.622602756786858,1.14618485963229,"PARENTAL","Biomass","Intrinsic Connect."
"53","Tot.Gravity x No-Take x Netflow","b_logbiomassarea_log_grav_total:ClassClosed:Netflow",0.9,0.5,"median",-0.479790838526949,-0.26554538857427,-0.109762928801236,0.0407637820289365,0.258162169585974,"PARENTAL","Biomass","Intrinsic Connect."
"54","Tot.Gravity x Restricted gears x Netflow","b_logbiomassarea_log_grav_total:ClassRestricted:Netflow",0.9,0.5,"median",-0.371257303436931,-0.166728787126626,-0.021813399068714,0.119690414210649,0.318145313590571,"PARENTAL","Biomass","Intrinsic Connect."
"55","Intercept","b_logbiomassarea_Intercept",0.9,0.5,"median",5.59178704729034,5.84089983997477,6.0110050601829,6.18060174847355,6.4342829860312,"CRYPTIC","Biomass","Intercept"
"56","Richness","b_logbiomassarea_Richness",0.9,0.5,"median",0.367124056592907,0.439968445204172,0.4915042723288,0.542558778699164,0.612848934203772,"CRYPTIC","Biomass","Richness"
"57","Temperature","b_logbiomassarea_temp",0.9,0.5,"median",0.0421418506793733,0.125268831784693,0.180112454248229,0.237017485213741,0.320457399376899,"CRYPTIC","Biomass","Human/Env."
"58","Tot.Gravity","b_logbiomassarea_log_grav_total",0.9,0.5,"median",-0.335548776416418,-0.24499566508335,-0.184188221774141,-0.123358163264147,-0.0172432576796494,"CRYPTIC","Biomass","Human/Env."
"59","No-Take","b_logbiomassarea_ClassClosed",0.9,0.5,"median",-0.483759765898667,-0.257004634471807,-0.109141065817579,0.0403605484920576,0.245360985705585,"CRYPTIC","Biomass","Human/Env."
"60","Restricted gears","b_logbiomassarea_ClassRestricted",0.9,0.5,"median",-0.310651305036704,-0.100880680286225,0.0409707152108511,0.184000771285281,0.39243050720898,"CRYPTIC","Biomass","Human/Env."
"61","Netflow","b_logbiomassarea_Netflow",0.9,0.5,"median",-1.83109982850916,-1.31393643701999,-0.98027421408929,-0.659636991394806,-0.195205557445109,"CRYPTIC","Biomass","Intrinsic Connect."
