ID,region,locality,sites,Age_MPA,Class,lat,lon,biomassarea,biomassarea1,biomassarea2,grav_total,ModelMode,FE_Fish,Larval_behaviour,LocalRet,Indegree,Outdegree,Btw
V6909,polynesian,french_polynesia,french_polynesia_14,0,Fished,-16.6195,-143.563,991.3342686,871.809567,950.8877663,6.006074206,crypto ,crypto ,passive,0,88,3,139.9264045
V6929,polynesian,french_polynesia,french_polynesia_1,0,Fished,-17.4833,-143.45,97.46942948,94.59353939,94.59353939,0.166375248,crypto ,crypto ,passive,5,2,35,8
V6932,polynesian,french_polynesia,french_polynesia_7,0,Fished,-15.7236,-144.6465,63.96313339,61.49251332,61.49251332,0.043211967,crypto ,crypto ,passive,0,9,22,50.87531075
V6941,polynesian,french_polynesia,french_polynesia_12,0,Fished,-23.1525,-135.0374,918.0383131,741.8444765,741.8444765,5.432876153,crypto ,crypto ,passive,0,18,8,721.4477448
V6945,polynesian,french_polynesia,french_polynesia_11,0,Fished,-23.1293,-134.8742,786.201535,498.9137263,542.8996305,0.701231716,crypto ,crypto ,passive,15,16,21,236.6034214
V6991,polynesian,pitcairn,pitcairn_4,3,Restricted,-23.943,-130.727,175.0487401,127.596246,127.596246,0.00037993,crypto ,crypto ,passive,0,50,9,798.0267662
V6994,polynesian,pitcairn,pitcairn_2,0,Fished,-24.6743,-124.7917,141.8461047,78.26097399,78.26097399,0,crypto ,crypto ,passive,15,70,24,1079.027394
V6995,polynesian,pitcairn,pitcairn_3,31,Closed,-24.344,-128.3376,819.6681651,102.3020572,102.3020572,7.04E-05,crypto ,crypto ,passive,0,45,19,1000.641187
V7013,polynesian,society_islands,society_islands_6,0,Fished,-16.7152,-151.0184,389.9612496,339.3628568,339.3628568,5.642162935,crypto ,crypto ,passive,5,57,6,320.4442775
V7029,polynesian,society_islands,society_islands_4,0,Fished,-17.4845,-149.8628,1195.753033,365.619897,365.619897,472.559687,crypto ,crypto ,passive,0,102,26,684.489564
V7077,polynesian,austral_islands,austral_islands_1,0,Fished,-21.802,-154.718,50.80442346,34.471528,34.471528,0.005855667,crypto ,crypto ,passive,5,9,13,2774.808008
V7090,polynesian,cook_islands,cook_islands_3,2,Restricted,-18.0302,-163.1862,638.2158113,511.7065534,511.7065534,0.000854855,crypto ,crypto ,passive,0,11,6,697.3033874
V7096,polynesian,cook_islands,cook_islands_2,2,Restricted,-21.1984,-159.7807,176.9748178,176.3104123,176.3104123,889.7110954,crypto ,crypto ,passive,0,16,2,25.56157439
V7101,polynesian,cook_islands,cook_islands_1,2,Restricted,-18.8734,-159.7969,601.06432,594.7565472,594.7565472,617.3800144,crypto ,crypto ,passive,5,12,3,0
V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,0,Fished,11.3644,-86.0139,137.4726155,118.328091,128.2111704,311.4635742,crypto ,crypto ,passive,140,3,3,0
V7479,continental_tep,nicaragua_tep,nicaragua_tep_5,28,Restricted,11.5144,-86.1883,62.62613142,60.73783931,60.73783931,563.3702232,crypto ,crypto ,passive,5,4,3,2
V7481,offshore_tep,clipperton,clipperton_1,3,Closed,10.3171,-109.2167,381.5852009,285.4827992,285.4827992,0,crypto ,crypto ,passive,5,3,5,74
V7483,offshore_tep,cocos,cocos_1,37,Closed,5.5382,-87.0606,1527.403106,683.1800463,769.2691768,3.38E-05,crypto ,crypto ,passive,1095,6,4,72
V7484,continental_tep,machalilla,machalilla_2,25,Restricted,-1.2716,-81.0616,215.9826074,136.19115,136.19115,134.0911271,crypto ,crypto ,passive,30,3,6,7
V7485,continental_tep,machalilla,machalilla_4,25,Restricted,-1.4921,-80.8001,131.2523373,88.83655541,88.83655541,260.6405492,crypto ,crypto ,passive,0,13,7,6.933333333
V7489,continental_tep,costa_rica,costa_rica_6,0,Fished,9.7744,-85.2875,51.02933705,47.32052887,47.32052887,263.1759317,crypto ,crypto ,passive,0,11,8,0.833333333
V7490,continental_tep,coiba,coiba_2,14,Restricted,7.8637,-81.7952,794.4157221,463.0738335,481.1081928,44.39592055,crypto ,crypto ,passive,5,11,9,109.1
V7491,continental_tep,coiba,coiba_3,14,Restricted,7.6943,-81.6245,400.6795086,294.6761583,317.3498978,31.97957784,crypto ,crypto ,passive,1210,16,13,144.6818182
V7492,continental_tep,coiba,coiba_13,14,Restricted,7.4705,-82.2471,66.79299745,55.27128578,55.27128578,20.71879792,crypto ,crypto ,passive,100,17,9,104.4242424
V7493,continental_tep,coiba,coiba_14,14,Restricted,7.5028,-81.8921,193.0493982,32.89618335,32.89618335,23.24708309,crypto ,crypto ,passive,5,17,7,64.03333333
V7493,continental_tep,coiba,coiba_8,14,Restricted,7.565,-81.8503,595.3965309,326.7690637,326.7690637,26.37138404,crypto ,crypto ,passive,5,17,7,64.03333333
V7494,continental_tep,costa_rica,costa_rica_4,0,Fished,9.8599,-85.4875,41.18453308,36.23562013,36.23562013,256.2000447,crypto ,crypto ,passive,115,16,15,96.55
V7502,continental_tep,coiba,coiba_6,0,Fished,8.1065,-82.2867,78.08527053,66.66640071,66.66640071,72.80714911,crypto ,crypto ,passive,0,0,0,0
V7509,continental_tep,coiba,coiba_5,0,Fished,7.8702,-82.4402,176.8294654,106.4122476,106.4122476,37.61185284,crypto ,crypto ,passive,0,6,8,20.09090909
V7517,offshore_tep,malpelo,malpelo_1,13,Restricted,4.002,-81.6065,2017.573141,1469.477995,1499.333294,1.466270214,crypto ,crypto ,passive,0,0,0,0
V7519,continental_tep,panama_pacific,panama_pacific_1,0,Fished,8.7717,-79.5391,373.2701236,298.0582981,298.0582981,345.2090455,crypto ,crypto ,passive,0,60,136,18777.06084
V7523,continental_tep,las_perlas,las_perlas_3,12,Restricted,8.4159,-79.0989,428.3247678,349.1803303,349.1803303,80.64003922,crypto ,crypto ,passive,5,58,83,1287.582222
V7526,continental_tep,las_perlas,las_perlas_1,12,Restricted,8.6598,-79.0538,2992.6268,2160.611023,2160.611023,58.48961726,crypto ,crypto ,passive,25,28,63,1837.551251
V7530,offshore_tep,revillagigedo,revillagigedo_2,2,Restricted,19.3336,-110.8029,122.7184268,76.02174675,76.02174675,0.082400503,crypto ,crypto ,passive,0,19,45,2759.145705
V7531,offshore_tep,revillagigedo,revillagigedo_3,2,Restricted,18.9927,-112.0843,538.0926626,170.4505946,170.4505946,0.00298335,crypto ,crypto ,passive,0,10,49,496.6409198
V8009,caribbean,florida_keys,florida_keys_4,29,Closed,24.618,-82.8937,768.9980716,684.6758914,684.6758914,30.33921774,crypto ,crypto ,passive,0,17,40,85.57174594
V8012,caribbean,florida_keys,florida_keys_1,29,Closed,24.6263,-81.1068,1128.447249,1107.517461,1107.517461,112.4084654,crypto ,crypto ,passive,30,38,43,411.7873309
V8015,caribbean,florida_keys,florida_keys_3,29,Closed,24.5444,-81.4089,706.9936577,690.6206456,690.6206456,90.59050737,crypto ,crypto ,passive,5,25,42,3575.145127
V8030,caribbean,florida_keys,florida_keys_2,29,Closed,24.6906,-81.0061,723.1632542,711.8605473,711.8605473,152.4117696,crypto ,crypto ,passive,0,73,1,0
V8057,caribbean,curacao,curacao_3,0,Fished,12.06,-68.845,192.7986101,179.4782453,179.4782453,107.5464134,crypto ,crypto ,passive,0,0,24,0
V8057,caribbean,curacao,curacao_1,0,Fished,12.125,-68.975,142.8385039,134.7818248,134.7818248,2086.800403,crypto ,crypto ,passive,0,0,24,0
V8093,caribbean,bonaire,bonaire_2,27,Restricted,12.1126,-68.2877,294.0054834,289.7148989,289.7148989,53.52726759,crypto ,crypto ,passive,0,5,5,749.7828325
V8093,caribbean,bonaire,bonaire_3,27,Restricted,12.2084,-68.3237,315.2466745,274.9593321,274.9593321,159.6667909,crypto ,crypto ,passive,0,5,5,749.7828325
V8094,caribbean,curacao,curacao_4,0,Fished,12.38,-69.16,235.7604455,225.6181667,225.6181667,117.5835715,crypto ,crypto ,passive,235,17,4,12.34374543
V8096,caribbean,curacao,curacao_2,0,Fished,12.23,-69.095,169.7965271,166.5572277,166.5572277,116.4168043,crypto ,crypto ,passive,0,11,7,1564.552704
V8175,caribbean,san_blas,san_blas_1,0,Fished,9.5717,-78.915,256.3275794,235.2121237,235.2121237,83.39860752,crypto ,crypto ,passive,360,21,17,226.415833
V8181,caribbean,bocas_del_toro,bocas_del_toro_1,0,Fished,9.2597,-82.1108,33.32948271,33.07927582,33.07927582,64.90122141,crypto ,crypto ,passive,80,22,29,764.9797714
V8219,caribbean,southwestern_caribbean,southwestern_caribbean_2,14,Restricted,14.3594,-80.2402,569.381773,454.7860281,539.0705298,0.472886429,crypto ,crypto ,passive,0,6,23,387.1460684
V8226,caribbean,southwestern_caribbean,southwestern_caribbean_3,14,Restricted,14.4444,-80.2298,441.9500646,380.1907767,380.1907767,0.478113344,crypto ,crypto ,passive,0,15,28,11931.91858
V8237,caribbean,seaflower_marine_reserve,seaflower_marine_reserve_1,14,Closed,13.4083,-81.367,281.6971043,258.3627293,258.3627293,7.147167721,crypto ,crypto ,passive,0,23,70,5161.360937
V8259,caribbean,seaflower_marine_reserve,seaflower_marine_reserve_3,14,Closed,12.5719,-81.7014,398.6168849,371.6934358,371.6934358,12719.2482,crypto ,crypto ,passive,0,10,67,2957.384942
V8406,caribbean,belize,belize_3,23,Restricted,16.8683,-88.0662,150.3753962,141.208764,141.208764,100.5459794,crypto ,crypto ,passive,0,54,16,4359.359659
V8474,caribbean,mexico_caribbean,mexico_caribbean_13,3,Restricted,20.6048,-87.0712,1774.87194,1620.039372,1620.039372,261.775681,crypto ,crypto ,passive,0,29,7,0
V8490,caribbean,mexico_caribbean,mexico_caribbean_12,0,Fished,20.6403,-84.3079,183.9976883,168.266968,168.266968,10.28978407,crypto ,crypto ,passive,35,18,5,0
V8691,caribbean,grand_cayman,grand_cayman_1,33,Restricted,19.3066,-81.387,412.3462055,353.036567,353.036567,3981.11194,crypto ,crypto ,passive,35,45,15,1093.960006
V8803,caribbean,cuba,cuba_1,9,Restricted,20.7621,-78.8615,429.4145375,99.63773697,99.63773697,29.65107863,crypto ,crypto ,passive,25,55,61,2489.121245
V9294,central_iwp,palau,palau_1,15,Closed,2.89,131.86,582.9888029,453.1977904,499.100874,0.356749738,crypto ,crypto ,passive,0,31,34,31418.0803
V9387,sw_atlantic,abrolhos,abrolhos_1,36,Restricted,-17.9649,-38.6928,135.1024104,129.2454912,129.2454912,24.5418829,crypto ,crypto ,passive,0,3,0,0
V9387,sw_atlantic,neb,neb_1,36,Restricted,-17.9716,-38.6798,451.2548357,430.2367896,430.2367896,23.12337527,crypto ,crypto ,passive,0,3,0,0
V9388,sw_atlantic,neb,neb_3,36,Restricted,-17.4784,-39.0281,199.5990041,198.9719174,198.9719174,58.58279555,crypto ,crypto ,passive,0,5,4,30.66666667
V9391,sw_atlantic,neb,neb_2,26,Restricted,-17.677,-38.9794,231.4949371,229.5946345,229.5946345,46.43862614,crypto ,crypto ,passive,0,3,0,0
V9399,offshore_sw_atlantic,noronha,noronha_1,30,Restricted,-3.8385,-32.4135,250.6303193,220.2895794,220.2895794,853.0534328,crypto ,crypto ,passive,205,6,16,0
V9427,offshore_sw_atlantic,stpauls_rocks,stpauls_rocks_1,1,Closed,0.9181,-29.3446,566.0491056,533.6256031,533.6256031,0,crypto ,crypto ,passive,0,0,0,0
V9428,offshore_sw_atlantic,trindade,trindade_2,1,Closed,-20.4741,-28.8568,1503.478157,1330.12691,1475.593258,0,crypto ,crypto ,passive,0,0,0,0
V9429,sw_pacific,southern_coral_sea,southern_coral_sea_7,7,Closed,-21.2321,155.763,126.6724849,111.7900726,111.7900726,9.30E-05,crypto ,crypto ,passive,0,0,0,0
V9446,sw_pacific,central_coral_sea,central_coral_sea_19,7,Closed,-16.5689,150.3072,572.3520499,283.8299502,283.8299502,0.181255823,crypto ,crypto ,passive,0,0,0,0
V9463,sw_pacific,central_coral_sea,central_coral_sea_21,7,Closed,-16.4949,147.8493,597.6573167,474.8821846,474.8821846,0.599937535,crypto ,crypto ,passive,0,26,232,39124.5975
V9482,sw_pacific,central_coral_sea,central_coral_sea_4,7,Closed,-16.9329,149.195,559.127459,241.726872,306.034072,0.326855143,crypto ,crypto ,passive,0,25,262,9770.280193
V9485,sw_pacific,central_coral_sea,central_coral_sea_5,7,Closed,-16.9304,149.9993,309.0218023,262.9439183,262.9439183,0.228821343,crypto ,crypto ,passive,0,74,382,46103.58921
V9496,sw_pacific,central_coral_sea,central_coral_sea_17,7,Closed,-17.8513,148.4922,466.0899903,392.3837395,392.3837395,0.730447591,crypto ,crypto ,passive,0,32,272,111016.0435
V9499,sw_pacific,central_coral_sea,central_coral_sea_18,7,Closed,-17.7109,148.4486,569.2466998,308.597585,338.9264917,0.703473762,crypto ,crypto ,passive,5,48,307,26695.40264
V9523,sw_pacific,central_coral_sea,central_coral_sea_8,7,Closed,-17.1215,152.0767,658.0751778,386.8520941,386.8520941,0.000344196,crypto ,crypto ,passive,0,41,340,2590.098792
V9539,sw_pacific,central_coral_sea,central_coral_sea_10,7,Closed,-17.1141,151.8413,639.4450865,484.892859,484.892859,0.005860597,crypto ,crypto ,passive,0,58,211,26055.43912
V9547,sw_pacific,central_coral_sea,central_coral_sea_13,7,Closed,-17.4516,150.952,489.7260227,462.6031983,462.6031983,0.14848753,crypto ,crypto ,passive,0,17,224,6325.132399
V9565,sw_pacific,central_coral_sea,central_coral_sea_12,7,Closed,-17.4272,151.0713,622.1930672,323.2553283,323.2553283,0.13898351,crypto ,crypto ,passive,0,14,221,42816.15323
V9571,sw_pacific,central_coral_sea,central_coral_sea_15,7,Closed,-17.7737,150.6335,327.7067155,221.0375059,221.0375059,0.247770716,crypto ,crypto ,passive,15,38,219,16841.607
V9578,sw_pacific,central_coral_sea,central_coral_sea_23,7,Closed,-18.9861,152.3431,174.0602302,161.4558966,161.4558966,0.081743892,crypto ,crypto ,passive,5,77,236,30912.50676
V9590,sw_pacific,central_coral_sea,central_coral_sea_14,7,Closed,-17.6788,150.789,400.6575578,245.0714168,303.3324119,0.21864636,crypto ,crypto ,passive,0,65,219,41820.01638
V9598,sw_pacific,central_coral_sea,central_coral_sea_2,7,Closed,-19.2461,152.3429,237.6715265,227.4405194,227.4405194,0.095627052,crypto ,crypto ,passive,0,14,271,21586.66313
V9601,sw_pacific,southern_coral_sea,southern_coral_sea_8,7,Closed,-20.9915,154.3797,223.643918,183.0578774,183.0578774,0.087271449,crypto ,crypto ,passive,0,52,283,791773.2075
V9605,sw_pacific,central_coral_sea,central_coral_sea_3,7,Closed,-19.1104,152.3876,509.4689175,352.6465003,406.4975003,0.083861723,crypto ,crypto ,passive,10,61,308,411838.6026
V9609,sw_pacific,central_coral_sea,central_coral_sea_1,7,Closed,-19.2887,152.2226,293.3167588,242.0754041,242.0754041,0.105308823,crypto ,crypto ,passive,20,38,262,113474.8546
V9614,sw_pacific,southern_coral_sea,southern_coral_sea_5,7,Closed,-22.1816,155.1722,50.42824075,30.33354761,30.33354761,0.141334445,crypto ,crypto ,passive,0,105,181,313706.0926
V9615,sw_pacific,southern_coral_sea,southern_coral_sea_3,7,Closed,-22.1699,155.4647,197.7869023,158.8652081,158.8652081,0.120199672,crypto ,crypto ,passive,0,118,151,392219.2193
V9615,sw_pacific,southern_coral_sea,southern_coral_sea_4,7,Closed,-22.1904,155.339,808.9246598,411.8099375,411.8099375,0.132255008,crypto ,crypto ,passive,0,118,151,392219.2193
V9616,sw_pacific,northern_coral_sea,northern_coral_sea_1,7,Closed,-13.8679,146.5762,877.5948676,439.5361666,449.877418,0.210041059,crypto ,crypto ,passive,0,168,150,332805.2457
V9634,sw_pacific,northern_coral_sea,northern_coral_sea_2,7,Closed,-13.9776,146.6811,973.2752715,531.4516314,547.1560797,0.209354671,crypto ,crypto ,passive,0,14,284,680.3032816
V9644,sw_pacific,central_coral_sea,central_coral_sea_22,7,Closed,-15.4857,147.0995,1458.30433,938.5630612,1071.25906,0.558261139,crypto ,crypto ,passive,0,78,35,23264.35485
V9646,sw_pacific,central_coral_sea,central_coral_sea_20,7,Closed,-16.2939,149.9609,219.2209549,189.8539924,189.8539924,0.184343605,crypto ,crypto ,passive,0,71,22,1711.576747
V9660,sw_pacific,central_coral_sea,central_coral_sea_7,7,Closed,-17.4032,155.8579,526.4463592,386.382277,435.4103773,0,crypto ,crypto ,passive,0,42,27,10487.95298
V9663,sw_pacific,southern_coral_sea,southern_coral_sea_2,7,Closed,-23.2465,155.5534,212.2252174,206.94561,206.94561,0.32951139,crypto ,crypto ,passive,5,40,30,40749.56353
V9673,central_pacific,minerva_reefs,minerva_reefs_1,0,Fished,-23.6318,-178.9265,370.7778572,307.0266041,307.0266041,3.06E-05,crypto ,crypto ,passive,20,99,29,7623.845235
V9713,central_pacific,fiji,fiji_3,0,Fished,-18.18,-178.8101,66.69631367,61.96094022,61.96094022,0.001065712,crypto ,crypto ,passive,0,48,40,5124.55782
V9779,central_pacific,fiji,fiji_1,15,Restricted,-18.0048,178.6834,48.87220219,44.79233009,44.79233009,0.254019425,crypto ,crypto ,passive,0,3,29,111070.1728
V10025,sw_pacific,new_caledonia,new_caledonia_7,0,Fished,-21.0572,165.9494,87.31950327,48.58066279,48.58066279,2.801571902,crypto5 ,crypto ,active,230,36,74,4582.653964
V10026,sw_pacific,new_caledonia,new_caledonia_9,0,Fished,-21.6264,166.6661,96.65362346,64.00851649,64.00851649,3.647123986,crypto5 ,crypto ,active,104,45,90,15522.55614
V10094,sw_pacific,new_caledonia,new_caledonia_12,0,Fished,-21.9672,165.8847,130.1032208,107.1845271,107.1845271,12.56664162,crypto5 ,crypto ,active,16,124,104,33998.34663
V10463,sw_pacific,new_caledonia,new_caledonia_5,11,Restricted,-20,164,44.03433603,38.41327332,38.41327332,2.780672141,crypto5 ,crypto ,active,514,101,65,7218.219113
V10478,sw_pacific,new_caledonia,new_caledonia_2,5,Restricted,-19.8943,165.8284,376.7199286,311.634362,311.634362,0.629343304,crypto5 ,crypto ,active,0,150,111,204579.9723
V10513,sw_pacific,new_caledonia,new_caledonia_1,11,Restricted,-20.3981,166.1606,341.7255425,307.5213714,307.5213714,1.020673114,crypto5 ,crypto ,active,479,75,35,6841.465726
V10543,sw_pacific,new_caledonia,new_caledonia_6,0,Fished,-20.8296,167.1718,33.58945648,31.1682725,31.1682725,5.978511005,crypto5 ,crypto ,active,3,46,103,3459.007558
V10549,central_pacific,niue,niue_1,0,Fished,-19.0935,-169.9222,406.7498465,404.6782482,404.6782482,35.29592494,crypto5 ,crypto ,active,1,38,103,204.8944575
V10587,central_pacific,tonga,tonga_2,0,Fished,-19.9368,-174.7209,218.5295082,215.0916064,215.0916064,0.723435024,crypto5 ,crypto ,active,78,57,80,1280.935651
V10598,central_pacific,tonga,tonga_7,0,Fished,-19.9616,-174.4924,239.529753,205.3941372,205.3941372,7.603968166,crypto5 ,crypto ,active,56,104,58,3538.968881
V10609,central_pacific,tonga,tonga_8,0,Fished,-20.5031,-174.7436,296.8368272,226.4487803,226.4487803,43.37380658,crypto5 ,crypto ,active,24,55,76,406.6194024
V10619,central_pacific,tonga,tonga_3,0,Fished,-20.0798,-174.704,494.4993921,430.1842233,430.1842233,0.912890815,crypto5 ,crypto ,active,49,72,53,12385.48279
V10642,central_pacific,tonga,tonga_4,0,Fished,-18.7054,-174.115,346.0138509,325.8606815,325.8606815,9.637179249,crypto5 ,crypto ,active,143,77,29,1208.096554
V10644,central_pacific,tonga,tonga_11,0,Fished,-18.7197,-173.94,53.58457127,50.39981213,50.39981213,13.96639455,crypto5 ,crypto ,active,96,64,30,2544.426577
V10842,sw_atlantic,santa_catarina,santa_catarina_1,19,Restricted,-27.281,-48.3575,124.2741355,88.83822906,88.83822906,269.533681,crypto5 ,crypto ,active,615,28,40,9285.14334
V10843,sw_atlantic,santa_catarina,santa_catarina_3,19,Restricted,-27.1746,-48.3991,119.9051968,107.4861895,107.4861895,326.1445974,crypto5 ,crypto ,active,180,36,17,10942.48139
V10844,sw_atlantic,santa_catarina,santa_catarina_4,19,Restricted,-27.8455,-48.432,46.89495772,31.69254448,31.69254448,253.218654,crypto5 ,crypto ,active,9,40,24,2035.341575
V10845,eastern_atlantic,cverde,cverde_1,0,Fished,16.7764,-24.7669,361.8642708,275.8589295,275.8589295,10.60280489,crypto5 ,crypto ,active,109,26,22,62267.03495
V1130,polynesian,cook_islands_sp,cook_islands_sp_1,2,Restricted,-13.249,-163.1124,484.1209638,358.8420184,358.8420184,0.000161209,crypto5 ,crypto ,active,2,6,10,10.83333333
V11490,central_iwp,pulau_naira,pulau_naira_1,0,Fished,-4.5154,129.8903,571.1377174,519.5839125,519.5839125,132.9532289,crypto5 ,crypto ,active,103,35,25,30709.10949
V1170,central_pacific,samoa,samoa_4,0,Fished,-14.2167,-169.4833,59.17000672,54.29437089,54.29437089,4.900748768,crypto5 ,crypto ,active,87,24,39,295520.5098
V1173,central_pacific,rose_atoll,rose_atoll_1,10,Restricted,-14.5399,-168.1586,278.9518412,271.1308743,271.1308743,0.240674063,crypto5 ,crypto ,active,0,30,39,522.291854
V1174,central_pacific,samoa,samoa_2,0,Fished,-14.2836,-170.5517,67.93082241,52.92180559,52.92180559,9.619699536,crypto5 ,crypto ,active,13,31,55,104368.4384
V1175,central_pacific,samoa,samoa_8,0,Fished,-14.2836,-170.67,75.44798207,75.44278217,75.44278217,1211.681489,crypto5 ,crypto ,active,96,33,37,41072.05036
V1176,central_pacific,samoa,samoa_3,0,Fished,-14.1675,-169.6752,239.7472953,225.0891548,225.0891548,1.221461016,crypto5 ,crypto ,active,96,37,39,88589.97958
V1177,central_pacific,samoa,samoa_1,0,Fished,-14.2853,-170.8014,46.53816183,42.78363041,42.78363041,10.47139258,crypto5 ,crypto ,active,37,32,47,28601.28337
V1182,central_pacific,samoa,samoa_7,0,Fished,-13.8093,-171.7858,89.0388161,75.35971589,75.35971589,980.1064202,crypto5 ,crypto ,active,14,65,57,9792.446594
V12232,central_iwp,flores,flores_1,0,Fished,-8.3333,122.3333,220.955281,172.8366949,172.8366949,35.68614418,crypto5 ,crypto ,active,73,115,136,39557.70175
V1271,easter,salaz_y_gomez,salaz_y_gomez_1,9,Closed,-26.4706,-105.362,291.1882405,189.613369,189.613369,0.002425095,crypto5 ,crypto ,active,5,198,137,260464.2392
V1272,easter,rapa_nui,rapa_nui_4,1,Restricted,-27.1608,-109.3511,25.74939811,24.00467111,24.00467111,53.25406974,crypto5 ,crypto ,active,3,185,167,104676.9618
V1272,easter,rapa_nui,rapa_nui_1,1,Restricted,-27.1,-109.4173,65.65899244,61.09723571,61.09723571,102.6973812,crypto5 ,crypto ,active,3,185,167,104676.9618
V1273,easter,rapa_nui,rapa_nui_2,1,Restricted,-27.0754,-109.2828,62.55013264,62.23944474,62.23944474,7.845622948,crypto5 ,crypto ,active,0,159,134,64000.1763
V1274,easter,rapa_nui,rapa_nui_3,1,Restricted,-27.1587,-109.4407,63.38777848,56.36786252,56.36786252,2484.81206,crypto5 ,crypto ,active,0,171,124,255912.3598
V13472,central_iwp,raja_ampat,raja_ampat_9,10,Restricted,-2.0056,130.7869,198.4503695,180.3951412,180.3951412,3.609582136,crypto5 ,crypto ,active,61,150,221,91520.41362
V13486,central_iwp,raja_ampat,raja_ampat_3,10,Restricted,-1.9995,130.5943,85.45405025,81.94873486,81.94873486,4.84776921,crypto5 ,crypto ,active,181,121,152,28855.60401
V13486,central_iwp,raja_ampat,raja_ampat_3,10,Restricted,-1.9995,130.5943,85.45405025,81.94873486,81.94873486,4.84776921,crypto5 ,crypto ,active,181,121,152,28855.60401
V13492,central_iwp,raja_ampat,raja_ampat_8,6,Closed,-2.1554,130.9127,117.1199578,115.099702,115.099702,6.321245119,crypto5 ,crypto ,active,44,131,199,10968.71391
V13496,central_iwp,raja_ampat,raja_ampat_6,6,Closed,-2.222,130.5616,141.1980362,124.9156004,124.9156004,3.97345994,crypto5 ,crypto ,active,124,82,135,10519.89264
V13529,central_iwp,raja_ampat,raja_ampat_13,10,Restricted,-0.5844,130.5671,751.6754087,588.3195333,646.5345555,5.034816616,crypto5 ,crypto ,active,27,148,109,29747.15527
V13531,central_iwp,raja_ampat,raja_ampat_16,10,Restricted,-0.6996,130.7139,1609.082934,952.2913082,952.2913082,5.211632757,crypto5 ,crypto ,active,0,92,184,1046160.5
V13536,central_iwp,raja_ampat,raja_ampat_14,10,Restricted,-0.5751,130.2878,691.8643105,588.0802831,588.0802831,3.346761432,crypto5 ,crypto ,active,1,162,110,1247115.148
V14065,western_indian,mozambique,mozambique_1,0,Fished,-23.929,35.5716,247.9443998,238.6262525,238.6262525,95.9123637,crypto5 ,crypto ,active,0,0,0,0
V14066,western_indian,mozambique,mozambique_4,0,Fished,-24.4679,35.2891,770.286083,736.84401,736.84401,71.41592245,crypto5 ,crypto ,active,34,6,13,10
V14070,western_indian,Bazaruto,Santa Carolina,19,Closed,-21.6275,35.3362,60.05433743,55.0636799,55.0636799,28,crypto5 ,crypto ,active,140,22,16,17.33333333
V14076,western_indian,Bazaruto,Baluba,19,Closed,-22.0433,35.5268,125.5061168,120.4016967,120.4016967,36,crypto5 ,crypto ,active,29,12,15,1
V14110,western_indian,seychelles,seychelles_5,1,Closed,-10.0797,47.7694,450.2021229,346.0214262,346.0214262,1.394087107,crypto5 ,crypto ,active,32,40,40,13.73873255
V14115,western_indian,seychelles,seychelles_3,1,Closed,-9.7336,46.5329,349.8225218,247.2018351,247.2018351,1.330337611,crypto5 ,crypto ,active,3,32,47,458971.8271
V14159,western_indian,seychelles,seychelles_2,0,Fished,-4.6528,55.3775,615.6778131,356.4425464,356.4425464,193.9620366,crypto5 ,crypto ,active,0,20,67,44479.9177
V14354,western_indian,tanzania,tanzania_1,0,Fished,-10.2357,40.1703,109.3998002,82.05010158,82.05010158,323.1467077,crypto5 ,crypto ,active,81,19,63,9753.263091
V1623,central_iwp,solomon,solomon_15,21,Closed,-7.4144,157.4174,236.9317274,223.0013971,223.0013971,1.002338702,crypto5 ,crypto ,active,21,161,156,23156.48581
V1651,central_iwp,solomon,solomon_6,0,Fished,-8.2051,159.2306,39.88586408,39.40542105,39.40542105,5.888259532,crypto5 ,crypto ,active,33,142,191,20498.13383
V1653,central_iwp,solomon,solomon_5,0,Fished,-8.3517,159.441,286.405309,274.5734278,274.5734278,2.497625831,crypto5 ,crypto ,active,295,110,134,2238.624928
V1663,central_iwp,solomon,solomon_1,0,Fished,-9.0667,160.1488,145.7937671,90.60664678,90.60664678,5.436542038,crypto5 ,crypto ,active,316,25,111,2098.996412
V1670,central_iwp,solomon,solomon_37,0,Fished,-9.4466,161.2209,103.4506157,99.99455815,99.99455815,5.760687038,crypto5 ,crypto ,active,80,43,162,14934.62377
V1675,central_iwp,solomon,solomon_30,0,Fished,-9.8262,160.8836,374.2386671,193.4754165,370.4037903,10.4780996,crypto5 ,crypto ,active,4,73,116,82110.07312
V1729,central_iwp,solomon,solomon_42,0,Fished,-9.2885,160.3372,54.55509338,49.06125629,49.06125629,14.62806253,crypto5 ,crypto ,active,0,0,0,0
V1735,central_iwp,solomon,solomon_41,0,Fished,-8.8271,160.636,49.97462807,47.10497694,47.10497694,12.24440375,crypto5 ,crypto ,active,6,116,123,48287.07199
V1747,central_iwp,solomon,solomon_17,0,Fished,-6.6937,156.3959,231.9524245,214.771615,214.771615,20.50000068,crypto5 ,crypto ,active,28,73,135,591.4815432
V1782,central_iwp,solomon,solomon_31,0,Fished,-10.3518,161.3583,150.3946071,146.1456516,146.1456516,8.85182226,crypto5 ,crypto ,active,0,78,92,69179.67448
V1822,central_iwp,solomon,solomon_18,0,Fished,-6.6269,156.5717,102.5609808,100.681213,100.681213,3.813107818,crypto5 ,crypto ,active,119,164,118,80652.12291
