ID,region,locality,sites,Age_MPA,Class,lat,lon,biomassarea,biomassarea1,biomassarea2,grav_total,ModelMode,FE_Fish,Larval_behaviour,LocalRet,Indegree,Outdegree,Btw
V14159,western_indian,seychelles,seychelles_2,0,Fished,-4.6528,55.3775,615.6778131,356.4425464,356.4425464,193.9620366,resid5 ,resid ,active,4,21,80,310260.7676
V14354,western_indian,tanzania,tanzania_1,0,Fished,-10.2357,40.1703,109.3998002,82.05010158,82.05010158,323.1467077,resid5 ,resid ,active,91,21,63,1637.01195
V1623,central_iwp,solomon,solomon_15,21,Closed,-7.4144,157.4174,236.9317274,223.0013971,223.0013971,1.002338702,resid5 ,resid ,active,26,154,170,37037.11835
V1651,central_iwp,solomon,solomon_6,0,Fished,-8.2051,159.2306,39.88586408,39.40542105,39.40542105,5.888259532,resid5 ,resid ,active,26,130,210,8552.266791
V1653,central_iwp,solomon,solomon_5,0,Fished,-8.3517,159.441,286.405309,274.5734278,274.5734278,2.497625831,resid5 ,resid ,active,323,118,138,16249.99471
V1663,central_iwp,solomon,solomon_1,0,Fished,-9.0667,160.1488,145.7937671,90.60664678,90.60664678,5.436542038,resid5 ,resid ,active,338,24,120,204.0570367
V1670,central_iwp,solomon,solomon_37,0,Fished,-9.4466,161.2209,103.4506157,99.99455815,99.99455815,5.760687038,resid5 ,resid ,active,95,46,191,7821.290036
V1675,central_iwp,solomon,solomon_30,0,Fished,-9.8262,160.8836,374.2386671,193.4754165,370.4037903,10.4780996,resid5 ,resid ,active,6,75,118,18188.51583
V1729,central_iwp,solomon,solomon_42,0,Fished,-9.2885,160.3372,54.55509338,49.06125629,49.06125629,14.62806253,resid5 ,resid ,active,0,0,0,0
V1735,central_iwp,solomon,solomon_41,0,Fished,-8.8271,160.636,49.97462807,47.10497694,47.10497694,12.24440375,resid5 ,resid ,active,16,126,151,177495.7973
V1747,central_iwp,solomon,solomon_17,0,Fished,-6.6937,156.3959,231.9524245,214.771615,214.771615,20.50000068,resid5 ,resid ,active,17,81,154,56596.90822
V1782,central_iwp,solomon,solomon_31,0,Fished,-10.3518,161.3583,150.3946071,146.1456516,146.1456516,8.85182226,resid5 ,resid ,active,0,88,102,91398.66218
V1822,central_iwp,solomon,solomon_18,0,Fished,-6.6269,156.5717,102.5609808,100.681213,100.681213,3.813107818,resid5 ,resid ,active,120,174,135,41268.72542
V1823,central_iwp,solomon,solomon_7,0,Fished,-8.0062,158.9126,272.9295613,261.5467082,261.5467082,19.26737234,resid5 ,resid ,active,124,198,137,25817.93027
V1864,central_iwp,solomon,solomon_11,0,Fished,-7.3743,158.0932,350.8337732,344.8031119,344.8031119,1.39290354,resid5 ,resid ,active,2,95,139,15609.08011
V1875,central_iwp,solomon,solomon_12,24,Closed,-7.4678,158.0456,365.6127501,334.787737,334.787737,12.81812821,resid5 ,resid ,active,3,125,148,7934.011647
V1880,central_iwp,solomon,solomon_10,12,Fished,-7.4068,158.226,55.06765897,50.45989006,50.45989006,4.580460162,resid5 ,resid ,active,91,139,146,39673.02385
V190,central_iwp,aceh,aceh_2,0,Fished,5.6286,95.1565,110.0393068,86.56011682,86.56011682,450.3657373,resid5 ,resid ,active,1111,36,38,0.311111111
V1901,central_iwp,solomon,solomon_8,0,Fished,-7.8465,158.722,64.82671902,64.80812435,64.80812435,1.644818785,resid5 ,resid ,active,96,70,151,5001.431875
V1917,central_iwp,solomon,solomon_21,21,Closed,-8.0173,156.7709,630.9444787,529.2527502,529.2527502,4.114091201,resid5 ,resid ,active,829,74,116,6255.450827
V1919,central_iwp,solomon,solomon_3,0,Fished,-8.1455,159.6348,59.12498344,59.0050427,59.0050427,3.753540451,resid5 ,resid ,active,495,123,67,628.2763079
V1929,central_iwp,solomon,solomon_25,0,Fished,-8.426,157.9521,250.054646,145.7012041,145.7012041,35.56657712,resid5 ,resid ,active,607,73,74,788.3795444
V193,central_iwp,aceh,aceh_5,0,Fished,5.7889,95.3417,147.1494285,126.9153394,126.9153394,379.9162581,resid5 ,resid ,active,229,48,74,41589.08223
V1938,central_iwp,solomon,solomon_39,0,Fished,-8.7613,161.0117,125.117861,116.2858683,116.2858683,72.61468967,resid5 ,resid ,active,499,71,54,1417.179181
V194,central_iwp,aceh,aceh_1,36,Closed,5.8791,95.26,510.6010796,453.732283,453.732283,131.2382199,resid5 ,resid ,active,122,35,83,87616.3606
V2718,offshore_tep,galapagos,galapagos_6,21,Restricted,-0.2603,-90.5679,304.9209437,183.7046932,183.7046932,0.268098073,resid5 ,resid ,active,23,5,14,15
V2720,offshore_tep,galapagos,galapagos_7,21,Restricted,-1.2359,-90.4003,1343.405534,552.266912,552.266912,0.251718396,resid5 ,resid ,active,0,1,4,2
V2725,offshore_tep,galapagos,galapagos_8,21,Restricted,-1.25,-90.4803,609.826519,203.1917289,203.1917289,0.196488391,resid5 ,resid ,active,208,1,1,0
V2729,offshore_tep,galapagos,galapagos_9,21,Restricted,-1.3541,-89.645,672.3331489,303.9409176,303.9409176,0.548783763,resid5 ,resid ,active,152,14,39,146.0948933
V2732,offshore_tep,galapagos,galapagos_10,21,Restricted,1.3832,-91.8156,484.5391323,258.5368862,258.5368862,0.014319231,resid5 ,resid ,active,2,45,30,183.8156935
V2733,offshore_tep,galapagos,galapagos_11,21,Restricted,1.6773,-91.998,565.7277048,381.9061842,381.9061842,0.011239473,resid5 ,resid ,active,32,52,18,42.43390197
V2734,offshore_tep,galapagos,galapagos_5,21,Restricted,-0.0473,-91.5431,364.3896144,159.5632964,159.5632964,0.040760519,resid5 ,resid ,active,14,28,32,40.71507082
V2735,eastern_atlantic,stome,stome_3,0,Fished,7.00E-04,6.5247,71.70147738,55.67507126,55.67507126,50.98759892,resid5 ,resid ,active,13,32,31,128.7545006
V2738,hawaiian,hawaii,hawaii_6,0,Fished,20.7346,-156.9341,72.11970034,68.25257835,68.25257835,18.57116427,resid5 ,resid ,active,27,39,23,5.568881208
V2877,hawaiian,hawaii,hawaii_12,0,Fished,21.2775,-157.8484,84.17488887,84.16284667,84.16284667,8140.402653,resid5 ,resid ,active,33,9,29,77.64210298
V2887,hawaiian,hawaii,hawaii_7,0,Fished,20.9998,-156.6668,71.98328708,68.83592228,68.83592228,1355.044583,resid5 ,resid ,active,1,11,35,91.14761339
V2895,hawaiian,hawaii,hawaii_11,36,Restricted,21.648,-158.0658,91.28665594,88.68727268,88.68727268,557.5603609,resid5 ,resid ,active,0,7,2,0
V2909,central_iwp,christmas_island,christmas_island_2,39,Restricted,-10.4617,105.5969,359.7594441,298.9445391,298.9445391,10.22965783,resid5 ,resid ,active,25,75,50,7304.395474
V2985,sw_pacific,lord_howe_island,lord_howe_island_2,20,Closed,-31.7634,159.2528,2149.189184,493.6841296,927.294102,0.010341511,resid5 ,resid ,active,19,15,9,1
V2986,sw_pacific,norfolk_island,norfolk_island_2,7,Restricted,-29.0018,167.9238,137.6921843,64.85770094,64.85770094,2.400597482,resid5 ,resid ,active,30,14,9,0
V2987,sw_pacific,elizabeth_and_middleton_reefs,elizabeth_and_middleton_reefs_1,7,Closed,-29.444,159.0867,832.237416,324.4118249,351.423686,0.000199943,resid5 ,resid ,active,64,18,9,8
V2988,sw_pacific,elizabeth_and_middleton_reefs,elizabeth_and_middleton_reefs_2,7,Closed,-29.9327,159.0675,632.1537174,334.29606,357.6605944,0.000333726,resid5 ,resid ,active,0,0,8,0
V2989,sw_pacific,lord_howe_island,lord_howe_island_1,20,Closed,-31.5321,159.06,382.4309993,191.0996738,214.9651106,0.087158128,resid5 ,resid ,active,0,35,44,385326.2194
V2995,polynesian,marquesas_islands,marquesas_islands_2,0,Fished,-9.4013,-140.1293,1191.637933,641.3419127,653.9444148,0.356121627,resid5 ,resid ,active,5,28,48,63740.20037
V3226,central_pacific,ailuk_atoll,ailuk_atoll_3,9,Closed,10.387,169.9125,606.5092474,451.9924885,451.9924885,0.916308183,resid5 ,resid ,active,0,0,15,0
V3392,sw_pacific,queensland_(other),queensland_(other)_9,7,Closed,-10.5005,141.228,846.4936434,562.2602086,562.2602086,0.651674955,resid5 ,resid ,active,0,141,71,4298.545118
V3439,sw_pacific,queensland_(other),queensland_(other)_15,0,Fished,-9.8557,143.5945,660.6005283,643.8923576,643.8923576,1.284305843,resid5 ,resid ,active,36,159,140,1856.526865
V3448,sw_pacific,central_gbr,central_gbr_26,15,Closed,-16.3883,145.5731,562.7273777,434.2453149,539.349418,13.60789281,resid5 ,resid ,active,4,97,70,2933.564292
V3648,sw_pacific,northern_gbr,northern_gbr_8,15,Closed,-12.2842,143.4054,785.9994513,660.6724257,725.505664,0.168680305,resid5 ,resid ,active,40,44,115,18985.63903
V3681,sw_pacific,northern_gbr,northern_gbr_13,15,Restricted,-12.3831,143.7636,731.199697,659.6762411,659.6762411,0.280553342,resid5 ,resid ,active,0,76,102,18299.88856
V3707,sw_pacific,northern_gbr,northern_gbr_12,15,Restricted,-12.6264,143.5831,336.0051977,262.7460206,262.7460206,0.202880157,resid5 ,resid ,active,0,160,125,168116.5453
V3771,sw_pacific,northern_gbr,northern_gbr_2,15,Restricted,-13.9599,143.8372,459.1180133,407.6343242,407.6343242,0.553697966,resid5 ,resid ,active,0,145,102,17696.88588
V3773,sw_pacific,northern_gbr,northern_gbr_6,15,Restricted,-13.9771,144.5006,962.9780544,783.3204859,783.3204859,0.511824979,resid5 ,resid ,active,0,93,65,1446.241389
V3773,sw_pacific,northern_gbr,northern_gbr_7,15,Restricted,-13.9587,144.3818,498.9447672,462.3644274,462.3644274,0.521713361,resid5 ,resid ,active,0,93,65,1446.241389
V3831,sw_pacific,northern_gbr,northern_gbr_1,19,Restricted,-14.6691,145.4528,549.6290997,384.2680544,384.2680544,0.66171948,resid5 ,resid ,active,0,179,169,14252.64724
V3922,sw_pacific,central_gbr,central_gbr_27,15,Restricted,-16.2122,145.785,215.0552843,213.4556524,213.4556524,4.321748627,resid5 ,resid ,active,35,96,105,1108.540632
V3928,sw_pacific,central_gbr,central_gbr_7,15,Closed,-15.9682,145.8175,150.5250485,146.3016712,146.3016712,2.628967975,resid5 ,resid ,active,34,311,122,65024.57406
V3971,sw_pacific,queensland_(other),queensland_(other)_19,0,Fished,-10.5209,143.0928,899.420226,815.8474078,815.8474078,0.847466041,resid5 ,resid ,active,0,43,106,2138.290053
V3976,sw_pacific,northern_coral_sea,northern_coral_sea_4,7,Restricted,-10.3577,144.5305,1128.91385,811.7306375,964.4712278,0.994734012,resid5 ,resid ,active,1,78,94,15767.2107
V3979,sw_pacific,northern_coral_sea,northern_coral_sea_10,7,Restricted,-10.2241,144.4123,2287.821939,946.8460724,1511.511439,1.037367592,resid5 ,resid ,active,5,118,113,25620.60973
V3979,sw_pacific,northern_coral_sea,northern_coral_sea_7,7,Restricted,-10.1294,144.4492,1002.1677,624.3607264,624.3607264,1.163168594,resid5 ,resid ,active,5,118,113,25620.60973
V3980,sw_pacific,northern_coral_sea,northern_coral_sea_3,7,Restricted,-10.4418,144.4436,1093.677136,600.6081732,959.564147,0.930257788,resid5 ,resid ,active,3,100,79,4000.589219
V3981,sw_pacific,northern_coral_sea,northern_coral_sea_6,7,Restricted,-10.185,144.5828,1816.999773,939.4397659,1311.323451,1.159310673,resid5 ,resid ,active,3,144,119,19640.69109
V4043,sw_pacific,queensland_(other),queensland_(other)_17,0,Fished,-9.9467,144.0261,908.0844418,560.0045611,560.0045611,1.226788768,resid5 ,resid ,active,7,92,98,7576.190204
V4044,sw_pacific,queensland_(other),queensland_(other)_18,0,Fished,-10.063,143.8639,896.6307084,613.000814,613.000814,1.04806209,resid5 ,resid ,active,1,66,113,21001.42636
V4049,sw_pacific,queensland_(other),queensland_(other)_16,0,Fished,-9.9628,144.1534,1539.778863,1003.516175,1036.22683,1.247758104,resid5 ,resid ,active,9,70,96,356.6574498
V4181,sw_pacific,central_gbr,central_gbr_20,15,Restricted,-18.6505,147.403,154.3649673,153.1607444,153.1607444,2.843159731,resid5 ,resid ,active,0,184,130,2160.421892
V4342,sw_pacific,whitsundays,whitsundays_2,15,Closed,-19.8131,149.1345,562.500567,423.0430407,423.0430407,2.346484256,resid5 ,resid ,active,49,333,206,54502.2122
V4343,sw_pacific,central_gbr,central_gbr_21,15,Closed,-19.7987,149.0719,989.3920578,894.643504,894.643504,2.434943659,resid5 ,resid ,active,0,61,171,2464.404405
V4488,sw_pacific,central_gbr,central_gbr_9,15,Closed,-18.1358,146.2799,867.8087509,148.176814,148.176814,6.667953172,resid5 ,resid ,active,7,47,153,2348.132457
V4552,sw_pacific,queensland_(other),queensland_(other)_1,15,Restricted,-22.3794,152.54,380.6582295,225.7904506,330.1771285,0.762055417,resid5 ,resid ,active,29,193,79,9778.813708
V4579,sw_pacific,capricorn_group,capricorn_group_8,15,Closed,-23.2148,151.9286,761.8801232,540.8430757,713.8596924,3.261797926,resid5 ,resid ,active,56,75,78,1827.413786
V4582,sw_pacific,capricorn_group,capricorn_group_6,15,Restricted,-23.2781,151.727,368.3250452,312.677658,312.677658,4.218634727,resid5 ,resid ,active,205,81,56,627.7663645
V4594,sw_pacific,capricorn_group,capricorn_group_4,15,Restricted,-23.5191,151.7587,354.3719501,268.5863302,268.5863302,6.779172882,resid5 ,resid ,active,35,181,98,14647.81846
V4620,sw_pacific,capricorn_group,capricorn_group_2,15,Closed,-23.8806,152.3847,257.4690763,241.3003285,241.3003285,7.461503311,resid5 ,resid ,active,0,150,140,9215.233222
V4912,sw_pacific,central_gbr,central_gbr_2,15,Closed,-16.566,145.9812,361.0823777,337.0801062,337.0801062,7.410903311,resid5 ,resid ,active,14,262,169,21565.09676
V4918,sw_pacific,central_gbr,central_gbr_3,15,Restricted,-16.8886,146.1918,492.7696994,440.9014478,440.9014478,6.858620512,resid5 ,resid ,active,0,149,157,77390.99922
V4921,sw_pacific,central_gbr,central_gbr_5,15,Restricted,-16.7592,146.2678,943.5466871,803.1217673,803.1217673,5.027961459,resid5 ,resid ,active,32,242,202,29450.27639
V4922,sw_pacific,central_gbr,central_gbr_24,15,Closed,-17.5199,146.5018,1418.726831,1250.382857,1250.382857,5.169381462,resid5 ,resid ,active,0,206,137,376126.3275
V4957,sw_pacific,central_gbr,central_gbr_11,15,Restricted,-17.7721,146.4497,888.5685044,734.7927889,857.4129712,5.584992654,resid5 ,resid ,active,13,263,170,22052.68336
V4994,sw_pacific,central_gbr,central_gbr_18,15,Closed,-18.4048,147.447,836.7006672,85.84672413,85.84672413,1.947964267,resid5 ,resid ,active,0,199,189,9751.551099
V5037,sw_pacific,central_gbr,central_gbr_19,15,Closed,-18.2662,147.38,173.5811921,91.16645409,91.16645409,1.770948976,resid5 ,resid ,active,95,489,96,97393.67137
V5064,sw_pacific,central_gbr,central_gbr_13,15,Restricted,-20.0661,148.9025,541.5278457,452.9310057,452.9310057,19.4375289,resid5 ,resid ,active,0,222,151,28195.65647
V5074,sw_pacific,central_gbr,central_gbr_1,15,Restricted,-16.945,145.9921,160.8062968,158.5178339,158.5178339,12.60558979,resid5 ,resid ,active,0,0,0,0
V5088,sw_pacific,southern_coral_sea,southern_coral_sea_6,7,Closed,-21.8959,153.5603,423.9418597,239.8638264,385.2850764,0.294881999,resid5 ,resid ,active,23,68,67,101310.3599
V5092,central_iwp,north_west_shelf,north_west_shelf_14,0,Fished,-19.5835,119.1098,836.7968793,756.0893979,811.4158054,0.232631494,resid5 ,resid ,active,24,88,64,20171.3947
V5093,central_iwp,north_west_shelf,north_west_shelf_15,0,Fished,-20.2514,118.5037,238.9128228,151.6270856,151.6270856,2.403824183,resid5 ,resid ,active,83,69,52,12110.86777
V5094,central_iwp,north_west_shelf,north_west_shelf_29,8,Restricted,-20.9485,115.4645,1225.79162,1026.654349,1026.654349,0.46444822,resid5 ,resid ,active,23,63,41,363066.0921
V5096,central_iwp,north_west_shelf,north_west_shelf_3,0,Fished,-11.9749,123.355,508.0055613,279.2302203,291.083762,3.418996678,resid5 ,resid ,active,35,98,31,31314.22687
V5113,central_iwp,north_west_shelf,north_west_shelf_4,15,Closed,-12.2368,122.9918,358.4254893,244.1789467,272.1475219,2.633623586,resid5 ,resid ,active,302,98,41,218883.8785
V5125,central_iwp,north_west_shelf,north_west_shelf_7,0,Fished,-14.0764,121.7593,2584.122501,1120.488696,2381.405902,0.083356792,resid5 ,resid ,active,76,86,31,41829.00025
V5133,central_iwp,north_west_shelf,north_west_shelf_6,0,Fished,-14.1017,121.956,1155.659419,883.4687268,905.621734,0.085699037,resid5 ,resid ,active,69,110,62,113044.1046
V5170,central_iwp,north_west_shelf,north_west_shelf_12,8,Closed,-17.2478,119.3529,1449.465548,1135.330832,1255.958742,0.033512591,resid5 ,resid ,active,116,6,25,23469.38971
V5172,central_iwp,north_west_shelf,north_west_shelf_13,8,Closed,-17.3025,119.369,745.6782958,718.5532704,718.5532704,0.03318512,resid5 ,resid ,active,77,18,14,404.6429474
V5176,central_iwp,north_west_shelf,north_west_shelf_9,8,Closed,-17.5047,118.9646,718.5141115,657.5056165,657.5056165,0.033225845,resid5 ,resid ,active,8,11,21,20.81904762
V5177,central_iwp,north_west_shelf,north_west_shelf_8,8,Closed,-17.5755,118.9652,775.717854,681.0409077,710.8852986,0.034434825,resid5 ,resid ,active,43,25,8,23349.01647
V5178,central_iwp,north_west_shelf,north_west_shelf_11,7,Restricted,-17.0688,119.6395,985.0307788,825.9482923,888.0273337,0.028153337,resid5 ,resid ,active,25,28,3,9.51462929
V5179,central_iwp,north_west_shelf,north_west_shelf_10,7,Restricted,-17.1415,119.6319,509.6405955,416.0426107,416.0426107,0.029268342,resid5 ,resid ,active,53,3,28,18.40396825
V5181,central_iwp,north_west_shelf,north_west_shelf_25,8,Closed,-20.3852,115.537,693.9723971,539.5973887,560.843341,0.168201547,resid5 ,resid ,active,51,6,22,24.22572137
V5192,central_iwp,north_west_shelf,north_west_shelf_27,8,Restricted,-20.5791,115.5766,851.4529731,710.9825378,710.9825378,0.287284105,resid5 ,resid ,active,111,10,13,479.8642857
V5195,central_iwp,north_west_shelf,north_west_shelf_31,0,Fished,-21.321,115.1727,740.0527824,660.8353122,660.8353122,0.239803797,resid5 ,resid ,active,13,20,12,515.0087302
V5197,central_iwp,ningaloo_marine_park,ningaloo_marine_park_6,14,Closed,-21.6542,114.3452,1311.533728,1013.202175,1013.202175,0.425913702,resid5 ,resid ,active,85,10,18,196837.8303
V5208,central_iwp,ningaloo_marine_park,ningaloo_marine_park_1,14,Closed,-21.933,113.9391,284.3157945,220.3541817,283.5940086,1.401245511,resid5 ,resid ,active,11,14,39,1039.877201
V5210,central_iwp,ningaloo_marine_park,ningaloo_marine_park_3,14,Closed,-23.1219,113.7572,415.6775372,376.3201712,393.096918,0.435877297,resid5 ,resid ,active,192,21,41,5712.566475
V5211,central_iwp,ningaloo_marine_park,ningaloo_marine_park_8,14,Closed,-22.8989,113.7719,399.8134586,356.3856899,373.7294084,0.460141554,resid5 ,resid ,active,182,15,25,15218.71171
V5217,central_iwp,ningaloo_marine_park,ningaloo_marine_park_4,14,Closed,-23.1875,113.7602,431.7023888,356.9137785,366.3476286,0.350636172,resid5 ,resid ,active,213,11,17,0
V5409,nw_indian,red_sea,red_sea_2,24,Restricted,23.4073,35.8861,675.9582661,637.5681168,637.5681168,20.54806121,resid5 ,resid ,active,53,90,55,1959.636868
V5692,central_iwp,northern_territory_(other),northern_territory_(other)_8,7,Restricted,-11.4338,134.1355,364.9166797,335.962163,335.962163,0.260945837,resid5 ,resid ,active,27,8,24,940674.0388
V5694,central_iwp,mornington_island,mornington_island_4,7,Fished,-16.2872,139.4244,1010.774246,820.1030754,820.1030754,0.070860711,resid5 ,resid ,active,207,11,10,152680.4086
V5695,central_iwp,mornington_island,mornington_island_5,7,Fished,-16.2337,139.2515,1332.193775,1046.718623,1114.878345,0.065993185,resid5 ,resid ,active,97,13,13,34440.21805
V5696,central_iwp,northern_territory_(other),northern_territory_(other)_3,7,Restricted,-10.3252,132.7083,420.1175615,399.3058778,399.3058778,0.206297319,resid5 ,resid ,active,171,12,11,22952.66667
V5697,central_iwp,northern_territory_(other),northern_territory_(other)_6,7,Restricted,-11.2953,133.7982,1014.62908,964.6663913,964.6663913,0.217901404,resid5 ,resid ,active,327,9,10,0
V5698,central_iwp,northern_territory_(other),northern_territory_(other)_11,7,Restricted,-11.6269,136.9002,1158.935071,1022.950661,1022.950661,0.079158209,resid5 ,resid ,active,320,5,9,63188.31076
V5699,sw_pacific,queensland_(other),queensland_(other)_7,7,Restricted,-15.4886,140.1492,4155.653564,1942.652461,2551.167732,0.036680504,resid5 ,resid ,active,457,17,11,72.44444444
V5714,central_iwp,northern_territory_(other),northern_territory_(other)_2,0,Fished,-11.2275,136.6854,205.4709603,184.1976305,184.1976305,0.054567666,resid5 ,resid ,active,21,92,39,1997.37019
V5746,central_iwp,offshore_shoals,offshore_shoals_3,7,Restricted,-11.1349,129.9128,2303.429595,2056.704848,2056.704848,0.585523105,resid5 ,resid ,active,45,44,26,46059.63332
V5747,central_iwp,offshore_shoals,offshore_shoals_4,7,Restricted,-10.9008,130.0991,101.6663714,90.8275952,90.8275952,0.565093024,resid5 ,resid ,active,6,40,34,45115.20651
V5748,central_iwp,offshore_shoals,offshore_shoals_5,0,Fished,-9.5276,129.1722,443.2071236,363.3207902,363.3207902,1.725607131,resid5 ,resid ,active,0,56,33,168590.153
V5853,sw_pacific,northern_coral_sea,northern_coral_sea_5,7,Restricted,-10.0684,144.6897,2020.586292,672.1719977,798.3023521,1.320566488,resid5 ,resid ,active,54,168,117,13605.68509
V5853,sw_pacific,northern_coral_sea,northern_coral_sea_9,7,Restricted,-9.978,144.6895,2401.648598,1432.005407,1662.3292,1.40162691,resid5 ,resid ,active,54,168,117,13605.68509
V6483,central_iwp,okinawa,okinawa_2,0,Fished,26.6371,127.8655,158.6607374,154.6092662,154.6092662,1854.451392,resid5 ,resid ,active,49,53,75,6530.686539
V6583,polynesian,french_polynesia,french_polynesia_6,0,Fished,-16.7226,-142.8835,44.88352433,43.04500342,43.04500342,3.470567723,resid5 ,resid ,active,5,75,85,13569.83206
V6588,polynesian,french_polynesia,french_polynesia_4,0,Fished,-15.9678,-145.1189,95.86441658,85.79922232,85.79922232,0.263461038,resid5 ,resid ,active,50,56,72,531.9654789
V6589,polynesian,french_polynesia,french_polynesia_20,0,Fished,-16.0763,-145.7016,2098.345983,1372.443745,1372.443745,0.508200566,resid5 ,resid ,active,18,87,80,3926.600912
V6589,polynesian,society_islands,society_islands_2,0,Fished,-16.0754,-145.6981,589.9347656,434.6057356,434.6057356,0.678771699,resid5 ,resid ,active,18,87,80,3926.600912
V6641,polynesian,french_polynesia,french_polynesia_19,0,Fished,-16.5128,-145.4598,2560.922963,1133.882809,1133.882809,0.225795399,resid5 ,resid ,active,54,46,95,18039.65584
V6763,polynesian,french_polynesia,french_polynesia_21,0,Fished,-15.937,-145.8939,1672.043606,1013.362056,1013.362056,0.522462543,resid5 ,resid ,active,18,54,13,205.1354482
V6763,polynesian,society_islands,society_islands_1,0,Fished,-15.9377,-145.8957,2401.965271,574.6965118,574.6965118,0.748946292,resid5 ,resid ,active,18,54,13,205.1354482
V6853,polynesian,french_polynesia,french_polynesia_2,0,Fished,-17.6183,-142.5681,100.1671378,93.220904,93.220904,0.37221638,resid5 ,resid ,active,49,67,89,60666.37623
V6860,polynesian,french_polynesia,french_polynesia_5,0,Fished,-18.1353,-142.2189,83.48329852,81.50211739,81.50211739,2.482728866,resid5 ,resid ,active,56,81,77,2143.062137
V6870,polynesian,french_polynesia,french_polynesia_8,0,Fished,-17.3178,-142.5667,48.96387528,29.37979827,29.37979827,0.109777044,resid5 ,resid ,active,1,55,88,6288.937255
V6877,polynesian,french_polynesia,french_polynesia_15,0,Fished,-16.4462,-143.9618,1228.43744,847.0103063,847.0103063,0.435574981,resid5 ,resid ,active,62,27,29,28550.08562
V6909,polynesian,french_polynesia,french_polynesia_14,0,Fished,-16.6195,-143.563,991.3342686,871.809567,950.8877663,6.006074206,resid5 ,resid ,active,200,126,14,2288.856814
V6929,polynesian,french_polynesia,french_polynesia_1,0,Fished,-17.4833,-143.45,97.46942948,94.59353939,94.59353939,0.166375248,resid5 ,resid ,active,121,7,65,11785.28811
V6932,polynesian,french_polynesia,french_polynesia_7,0,Fished,-15.7236,-144.6465,63.96313339,61.49251332,61.49251332,0.043211967,resid5 ,resid ,active,21,25,48,727.601268
V6941,polynesian,french_polynesia,french_polynesia_12,0,Fished,-23.1525,-135.0374,918.0383131,741.8444765,741.8444765,5.432876153,resid5 ,resid ,active,51,36,23,9362.290044
V6945,polynesian,french_polynesia,french_polynesia_11,0,Fished,-23.1293,-134.8742,786.201535,498.9137263,542.8996305,0.701231716,resid5 ,resid ,active,86,29,22,0.5
V6991,polynesian,pitcairn,pitcairn_4,3,Restricted,-23.943,-130.727,175.0487401,127.596246,127.596246,0.00037993,resid5 ,resid ,active,74,107,48,1580.388537
V6994,polynesian,pitcairn,pitcairn_2,0,Fished,-24.6743,-124.7917,141.8461047,78.26097399,78.26097399,0,resid5 ,resid ,active,100,133,47,971.1027807
V6995,polynesian,pitcairn,pitcairn_3,31,Closed,-24.344,-128.3376,819.6681651,102.3020572,102.3020572,7.04E-05,resid5 ,resid ,active,87,67,41,12345.19444
V7013,polynesian,society_islands,society_islands_6,0,Fished,-16.7152,-151.0184,389.9612496,339.3628568,339.3628568,5.642162935,resid5 ,resid ,active,88,123,18,3383.839671
V7029,polynesian,society_islands,society_islands_4,0,Fished,-17.4845,-149.8628,1195.753033,365.619897,365.619897,472.559687,resid5 ,resid ,active,145,172,33,2245.606309
V7077,polynesian,austral_islands,austral_islands_1,0,Fished,-21.802,-154.718,50.80442346,34.471528,34.471528,0.005855667,resid5 ,resid ,active,4,15,25,17874.44862
V7090,polynesian,cook_islands,cook_islands_3,2,Restricted,-18.0302,-163.1862,638.2158113,511.7065534,511.7065534,0.000854855,resid5 ,resid ,active,93,23,11,548.6103327
V7096,polynesian,cook_islands,cook_islands_2,2,Restricted,-21.1984,-159.7807,176.9748178,176.3104123,176.3104123,889.7110954,resid5 ,resid ,active,19,26,12,11580.48993
V7101,polynesian,cook_islands,cook_islands_1,2,Restricted,-18.8734,-159.7969,601.06432,594.7565472,594.7565472,617.3800144,resid5 ,resid ,active,3,21,8,6.5
V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,0,Fished,11.3644,-86.0139,137.4726155,118.328091,128.2111704,311.4635742,resid5 ,resid ,active,1421,3,3,4
V7479,continental_tep,nicaragua_tep,nicaragua_tep_5,28,Restricted,11.5144,-86.1883,62.62613142,60.73783931,60.73783931,563.3702232,resid5 ,resid ,active,30,4,4,1
V7481,offshore_tep,clipperton,clipperton_1,3,Closed,10.3171,-109.2167,381.5852009,285.4827992,285.4827992,0,resid5 ,resid ,active,532,5,4,51
V7483,offshore_tep,cocos,cocos_1,37,Closed,5.5382,-87.0606,1527.403106,683.1800463,769.2691768,3.38E-05,resid5 ,resid ,active,2350,5,4,81
V7484,continental_tep,machalilla,machalilla_2,25,Restricted,-1.2716,-81.0616,215.9826074,136.19115,136.19115,134.0911271,resid5 ,resid ,active,421,5,5,17
V7485,continental_tep,machalilla,machalilla_4,25,Restricted,-1.4921,-80.8001,131.2523373,88.83655541,88.83655541,260.6405492,resid5 ,resid ,active,189,15,12,31.91666667
V7489,continental_tep,costa_rica,costa_rica_6,0,Fished,9.7744,-85.2875,51.02933705,47.32052887,47.32052887,263.1759317,resid5 ,resid ,active,99,21,11,25.86666667
V7490,continental_tep,coiba,coiba_2,14,Restricted,7.8637,-81.7952,794.4157221,463.0738335,481.1081928,44.39592055,resid5 ,resid ,active,176,21,18,93.2452381
