"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(Richness)","cond(SelfR)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(InflowBR)","cond(IndegreeBR)","cond(CorridorIndegreeBR)","cond(InflowMPABR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"7424",4.28624432567002,"+",NA,NA,NA,NA,NA,0.0151672911132914,NA,NA,NA,0.985353508271125,NA,NA,NA,-0.00264637909019561,NA,NA,NA,NA,24551.2105742939,24606.125674021,0.733549188411557,0.957649941917507,"Gamma(log)",9,-12266.6052871469,24551.2652855401,NA,NA
"7425",4.28678525456821,"+",NA,NA,NA,NA,NA,0.0151907286857955,NA,NA,NA,0.984588245515757,NA,NA,NA,NA,0.00367322629709099,NA,NA,NA,24550.9060671143,24605.8211668414,0.73427190879296,0.957686296069215,"Gamma(log)",9,-12266.4530335572,24550.9607783605,NA,NA
"7426",4.28672493122858,"+",NA,NA,NA,NA,NA,0.0151814369779528,NA,NA,NA,0.984784350853017,NA,NA,NA,NA,NA,0.00199847854603834,NA,NA,24551.408407458,24606.3235071851,0.733952658655881,0.957681680207705,"Gamma(log)",9,-12266.704203729,24551.4631187042,NA,NA
"7427",4.28683200294335,"+",NA,NA,NA,NA,-0.00362686163178164,0.0152037756870155,NA,NA,NA,0.985741240926629,NA,NA,NA,NA,NA,NA,NA,NA,24550.9141760606,24605.8292757877,0.733564929516619,0.95770842914302,"Gamma(log)",9,-12266.4570880303,24550.9688873068,NA,NA
"7428",4.28681281499697,"+",NA,NA,NA,NA,NA,0.0152147280085544,0.00463267888759313,NA,NA,0.984738745506006,NA,NA,NA,NA,NA,NA,NA,NA,24550.5620866978,24605.4771864249,0.734124604294309,0.957710845298384,"Gamma(log)",9,-12266.2810433489,24550.616797944,NA,NA
"7429",4.28659131167134,"+",NA,NA,NA,NA,NA,0.0152120802716342,NA,NA,NA,0.984772258872494,NA,NA,NA,NA,NA,NA,0.00309689005425765,NA,24551.0962084281,24606.0113081552,0.733821976492028,0.95767790882425,"Gamma(log)",9,-12266.5481042141,24551.1509196743,NA,NA
"7430",4.28589050135983,"+",NA,NA,NA,NA,NA,0.0150967891028979,NA,NA,NA,0.985533059130822,NA,-0.00445212154520273,NA,NA,NA,NA,NA,NA,24550.6657556308,24605.5808553579,0.733141418209678,0.957615494821142,"Gamma(log)",9,-12266.3328778154,24550.720466877,NA,NA
"7431",4.2859821843775,"+",NA,NA,NA,NA,NA,0.0151057161692236,NA,-0.00496929964078196,NA,0.985723500330085,NA,NA,NA,NA,NA,NA,NA,NA,24550.3620499384,24605.2771496654,0.733189784785754,0.957638480915976,"Gamma(log)",9,-12266.1810249692,24550.4167611846,NA,NA
"7432",4.28631653147466,"+",NA,NA,NA,NA,NA,0.0151683385109875,NA,NA,NA,0.985196449194536,NA,NA,NA,NA,NA,NA,NA,-0.00156680846833434,24551.4601022763,24606.3752020034,0.733614265644148,0.957650676151216,"Gamma(log)",9,-12266.7300511382,24551.5148135225,NA,NA
"7433",4.28913190831142,"+",NA,NA,NA,NA,NA,0.0146759349506497,NA,NA,0.0207707983368719,0.983665995419964,NA,NA,NA,NA,NA,NA,NA,NA,24531.7203919816,24586.6354917087,0.736246952843324,0.958204423447252,"Gamma(log)",9,-12256.8601959908,24531.7751032278,NA,NA
"7434",4.32316696878247,"+",NA,NA,"+",NA,NA,0.0134650556005934,NA,NA,NA,0.983217127610696,NA,NA,NA,NA,NA,NA,NA,NA,24468.9431441686,24529.9599216431,0.733305952957051,0.959388938517716,"Gamma(log)",10,-12224.4715720843,24469.0100338007,NA,NA
"7435",4.28639756957391,"+",NA,NA,NA,"+",NA,0.0151737162719134,NA,NA,NA,0.984976744891163,NA,NA,NA,NA,NA,NA,NA,NA,24555.5961565583,24622.7146117803,0.733668212884455,0.957653193105259,"Gamma(log)",11,-12266.7980782792,24555.6764485291,NA,NA
"7436",4.28327020229547,"+",0.0413580397097811,0.00106340123488209,NA,NA,NA,NA,NA,NA,NA,0.982239837872467,NA,NA,NA,NA,NA,NA,NA,NA,24493.8712038744,24548.7863036015,0.727560167419598,0.958325774652488,"Gamma(log)",9,-12237.9356019372,24493.9259151206,NA,NA
"7437",4.28290780701558,"+",0.0418290310713857,NA,NA,NA,NA,NA,NA,NA,NA,0.98331406059348,NA,NA,-0.00698687213290234,NA,NA,NA,NA,NA,24491.2091632853,24546.1242630124,0.727627045570995,0.95831553077913,"Gamma(log)",9,-12236.6045816427,24491.2638745315,NA,NA
"7438",4.28307222537923,"+",0.040749568331885,NA,NA,NA,NA,NA,NA,NA,NA,0.982115604144297,0.00951194403603004,NA,NA,NA,NA,NA,NA,NA,24488.7300507062,24543.6451504332,0.726675482749104,0.958355093221219,"Gamma(log)",9,-12235.3650253531,24488.7847619524,NA,NA
"7439",4.28289006606196,"+",0.0418065947079159,NA,NA,NA,NA,NA,NA,NA,NA,0.983009224364472,NA,NA,NA,-0.00523341762241197,NA,NA,NA,NA,24492.4091498653,24547.3242495924,0.727299770309791,0.958318993472469,"Gamma(log)",9,-12237.2045749327,24492.4638611115,NA,NA
"7440",4.28322517176538,"+",0.0413928216602978,NA,NA,NA,NA,NA,NA,NA,NA,0.982322444746887,NA,NA,NA,NA,-0.000192573393405506,NA,NA,NA,24493.9349022145,24548.8500019415,0.727566742987095,0.958317784806666,"Gamma(log)",9,-12237.9674511072,24493.9896134607,NA,NA
"7441",4.28307938716109,"+",0.0414603618603255,NA,NA,NA,NA,NA,NA,NA,NA,0.982397699417861,NA,NA,NA,NA,NA,-0.00105792915577457,NA,NA,24493.8836747712,24548.7987744983,0.727453073659157,0.958304654120764,"Gamma(log)",9,-12237.9418373856,24493.9383860174,NA,NA
"7442",4.28404668303675,"+",0.0421580076500151,NA,NA,NA,-0.00719408933358859,NA,NA,NA,NA,0.983758837844936,NA,NA,NA,NA,NA,NA,NA,NA,24491.2287948367,24546.1438945638,0.727385359401753,0.958433934576853,"Gamma(log)",9,-12236.6143974184,24491.2835060829,NA,NA
"7443",4.28315067575256,"+",0.0415097399748524,NA,NA,NA,NA,NA,-0.00089172731512158,NA,NA,0.982337666933762,NA,NA,NA,NA,NA,NA,NA,NA,24493.8985325369,24548.813632264,0.727491089478051,0.958310206930092,"Gamma(log)",9,-12237.9492662684,24493.9532437831,NA,NA
"7444",4.28310472902843,"+",0.0416780997658162,NA,NA,NA,NA,NA,NA,NA,NA,0.982409528959845,NA,NA,NA,NA,NA,NA,-0.00200412308276,NA,24493.7266932501,24548.6417929772,0.727444345706388,0.958308356030523,"Gamma(log)",9,-12237.8633466251,24493.7814044963,NA,NA
