"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(Richness)","cond(SelfR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowNeiBR)","cond(CorridorIndegreeBR)","cond(InflowMPABR)","cond(IndegreeMPABR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"772",5.57738238350577,"+",NA,NA,"+",NA,-0.124360910464147,-0.0701244111306399,NA,NA,0.531453927547863,-0.0481473645489398,NA,NA,NA,-0.260049637805862,0.10419204587503,NA,NA,45648.284401624,45733.7078900884,0.108009770366812,0.443987997866675,"Gamma(log)",14,-22810.142200812,45648.4122555053,0,0.0640274666534703
"209",5.59314951520029,"+",0.0546091212365898,NA,"+",NA,-0.129498616644287,-0.0679395882150743,NA,NA,0.532467473943694,-0.0516101708617798,NA,NA,NA,-0.261264205810814,0.0993672120959472,NA,NA,45648.9564091047,45740.4815753165,0.107701104021811,0.445514537458458,"Gamma(log)",15,-22809.4782045523,45649.1025723203,0.690316814994731,0.0453383725579705
"558",5.59908334596531,"+",0.0675121396011236,NA,"+",NA,-0.134152908495666,-0.0687740350382821,NA,-0.0863503191977431,0.533840666014513,NA,NA,NA,NA,-0.182661812315569,NA,NA,NA,45649.0305654479,45734.4540539123,0.102139275769577,0.442527536486359,"Gamma(log)",14,-22810.5152827239,45649.1584193292,0.746163823881943,0.0440898785958717
"1586",5.57955187948926,"+",NA,NA,"+",NA,-0.128402645505472,-0.0716325275411176,NA,-0.083153584777183,0.532193094155022,NA,NA,NA,NA,-0.179732878999855,NA,NA,NA,45649.1053321089,45728.4271428258,0.102291740643477,0.440745430660023,"Gamma(log)",13,-22811.5526660545,45649.2161050852,0.803849579919188,0.0428363639900189
"628",5.59814648730523,"+",0.0710413349638636,NA,"+",NA,-0.133938701439028,-0.0687207434821776,NA,NA,0.5319584445095,NA,NA,NA,NA,-0.183209789070534,NA,NA,-0.0855714573976481,45649.1084094686,45734.531897933,0.101967531586569,0.444436439241157,"Gamma(log)",14,-22810.5542047343,45649.2362633499,0.824007844588778,0.042406779166513
"613",5.59760648013664,"+",0.0696522532682357,NA,"+",NA,-0.13420048874794,-0.0686688551385004,NA,NA,0.532276124058405,NA,-0.0856545814691953,NA,NA,-0.181889653231804,NA,NA,NA,45649.2582607997,45734.6817492641,0.101868627664878,0.444211898473666,"Gamma(log)",14,-22810.6291303999,45649.386114681,0.973859175705002,0.0393455377677952
"293",5.57879445760014,"+",NA,NA,"+","+",-0.126962811824612,-0.069937757380598,NA,NA,0.534673768434579,-0.0480722281899122,NA,NA,NA,-0.278870953135336,0.112774231918431,NA,NA,45649.2302142155,45752.9587359222,0.108578518297428,0.444671875380178,"Gamma(log)",17,-22807.6151071078,45649.4166858791,1.00443037384684,0.0387486908545964
"1652",5.5757608932965,"+",NA,NA,"+",NA,-0.128777163624822,-0.0696318809122528,NA,NA,0.532792998249632,NA,NA,NA,NA,-0.252668317362784,0.0874973876377028,NA,NA,45649.3482413291,45728.670052046,0.106400780003706,0.44169069053363,"Gamma(log)",13,-22811.6741206645,45649.4590143054,1.04675880007562,0.0379372226360451
"1656",5.57763948805268,"+",NA,NA,"+",NA,-0.128091554044669,-0.0717064463266734,NA,NA,0.530277568009366,NA,NA,NA,NA,-0.180746712638032,NA,NA,-0.0807140538699106,45649.3952112001,45728.717021917,0.102120751963864,0.442482400849373,"Gamma(log)",13,-22811.6976056,45649.5059841764,1.09372867107595,0.0370566499777993
"1641",5.57751014050757,"+",NA,NA,"+",NA,-0.128377790886876,-0.0716066457959837,NA,NA,0.530615840251443,NA,-0.0813889923562072,NA,NA,-0.179331739033251,NA,NA,NA,45649.4591959673,45728.7810066843,0.102025881001584,0.442305788917177,"Gamma(log)",13,-22811.7295979837,45649.5699689436,1.15771343832603,0.0358898827630671
"60",5.59539357364887,"+",0.0564712289743675,NA,"+","+",-0.132246005169822,-0.0676739798416443,NA,NA,0.535731911382767,-0.051667383604846,NA,NA,NA,-0.280271880266389,0.107783400509247,NA,NA,45649.8086188582,45759.6388183124,0.108269905152153,0.446282556557299,"Gamma(log)",18,-22806.9043094291,45650.0170918847,1.60483637943253,0.0286999094594699
"256",5.57794482397462,"+",NA,0.00926842529977781,"+",NA,-0.125249696192873,-0.0701049659969707,NA,NA,0.530600307367354,-0.0480798854350394,NA,NA,NA,-0.261295836343825,0.104954633884395,NA,NA,45650.1784924864,45741.7036586982,0.107897242237419,0.444390070242322,"Gamma(log)",15,-22810.0892462432,45650.324655702,1.91240019672841,0.0246089958091278
"797",5.57459541060082,"+",NA,NA,"+","+",-0.131583734620725,-0.0694414391604485,NA,NA,0.536044590131368,NA,NA,NA,NA,-0.271553753992532,0.0963512523403537,NA,NA,45650.2591466579,45747.8859906172,0.106980217757731,0.442407510625729,"Gamma(log)",16,-22809.129573329,45650.4248487597,2.01259325438878,0.0234065414059442
"624",5.58878575763012,"+",0.0452417156952295,NA,"+",NA,-0.13345704402689,-0.0677750458501366,NA,NA,0.533762990486755,NA,NA,NA,NA,-0.253250540115048,0.082714551362012,NA,NA,45650.4298816184,45735.8533700827,0.106081662649535,0.442915263242482,"Gamma(log)",14,-22811.2149408092,45650.5577354996,2.14547999436763,0.0219018730501815
"24",5.5939933716407,"+",0.0554168422555988,0.0107489275700084,"+",NA,-0.130682102507814,-0.0678801775002044,NA,NA,0.531562515241353,-0.0516616413341661,NA,NA,NA,-0.263188579608983,0.100432879184965,NA,NA,45650.8154015869,45748.4422455462,0.107599714653739,0.446038916795844,"Gamma(log)",16,-22809.4077007935,45650.9811036887,2.56884818338585,0.0177234401559691
"192",5.59990501740921,"+",0.0700372268258983,NA,"+",NA,-0.133772209920356,-0.0688589301483923,NA,-0.0808431355811779,0.533158574330984,-0.0123938052293542,NA,NA,NA,-0.185308382591209,NA,NA,NA,45650.8403640409,45742.3655302528,0.102297444370508,0.443018197327275,"Gamma(log)",15,-22810.4201820205,45650.9865272565,2.57427175124758,0.0176754431239579
"755",5.57961124411034,"+",NA,NA,"+",NA,-0.12808026085191,-0.0717393517917524,NA,-0.0799008092017442,0.531769623430849,-0.00713789219316253,NA,NA,NA,-0.181193968120524,NA,NA,NA,45651.0408627868,45736.4643512512,0.102384748498192,0.441003035654909,"Gamma(log)",14,-22811.5204313934,45651.1687166681,2.75646116280404,0.016136464331386
"99",5.59911157371496,"+",0.0675434231165808,0.000413149261411273,"+",NA,-0.134197529175267,-0.0687701516621254,NA,-0.0863062928808374,0.533799371004523,NA,NA,NA,NA,-0.18272381275288,NA,NA,NA,45651.0303537663,45742.5555199781,0.102132019960903,0.442543394622394,"Gamma(log)",15,-22810.5151768831,45651.1765169819,2.76426147660823,0.0160736521569373
"659",5.57947629374246,"+",NA,-0.00129693404218975,"+",NA,-0.128269820342331,-0.0716330849204615,NA,-0.0833005180868367,0.532325738674578,NA,NA,NA,NA,-0.17954603249227,NA,NA,NA,45651.1032106716,45736.5266991359,0.102314447022394,0.440690296865892,"Gamma(log)",14,-22811.5516053358,45651.2310645528,2.81880904754507,0.0156411871032957
"169",5.59816029472093,"+",0.0710529478563786,0.000187914912478433,"+",NA,-0.133959464701711,-0.0687200805568422,NA,NA,0.531939932955717,NA,NA,NA,NA,-0.183237839554287,NA,NA,-0.0855497316673926,45651.1083631108,45742.6335293226,0.101964298807186,0.444443753547172,"Gamma(log)",15,-22810.5541815554,45651.2545263263,2.84227082106372,0.0154587741334243
"68",5.57931267514655,"+",NA,0.0120462469352146,"+","+",-0.128159162173912,-0.0699107238741291,NA,NA,0.533579703419977,-0.0479504299230733,NA,NA,NA,-0.280655782289854,0.113876169757455,NA,NA,45651.0507597277,45760.8809591819,0.108441790941035,0.445192574508997,"Gamma(log)",18,-22807.5253798639,45651.2592327543,2.84697724896978,0.0154224390992589
"725",5.57635634215408,"+",NA,0.00971971218172987,"+",NA,-0.129715901643741,-0.0696134053069156,NA,NA,0.531890516803726,NA,NA,NA,NA,-0.253990877215454,0.088327160506012,NA,NA,45651.2318083755,45736.6552968399,0.10628257408091,0.442119741711411,"Gamma(log)",14,-22811.6159041877,45651.3596622568,2.94740675148205,0.0146671277464437
"154",5.59762354674003,"+",0.0696628580215678,0.000121611403210446,"+",NA,-0.134214291109346,-0.0686677163505109,NA,NA,0.532264562585755,NA,-0.0856409323372868,NA,NA,-0.181908141077255,NA,NA,NA,45651.2582431732,45742.783409385,0.101866183656017,0.44421857817476,"Gamma(log)",15,-22810.6291215866,45651.4044063888,2.99215088353958,0.0143426370933107
"234",5.5882271537925,"+",0.0471521721618536,NA,"+","+",-0.136457328082061,-0.067500517997124,NA,NA,0.537067737793995,NA,NA,NA,NA,-0.272287063303609,0.0913780249079765,NA,NA,45651.2605178988,45754.9890396055,0.106658331301158,0.443712059768681,"Gamma(log)",17,-22808.6302589494,45651.4469895624,3.03473405713157,0.0140404876259669
"729",5.57755778115799,"+",NA,-0.00145904745332718,"+",NA,-0.127939887947823,-0.0717085819441802,NA,NA,0.530423242063452,NA,NA,NA,NA,-0.180534833998415,NA,NA,-0.0808839423256653,45651.3925263615,45736.8160148259,0.10214500869498,0.442425073814212,"Gamma(log)",14,-22811.6962631808,45651.5203802428,3.10812473749684,0.0135346056762404
"714",5.57742364381724,"+",NA,-0.00153700931152316,"+",NA,-0.12821821259471,-0.071608463349496,NA,NA,0.530769842401013,NA,-0.0815735285897137,NA,NA,-0.179103682139531,NA,NA,NA,45651.4562193556,45736.8797078199,0.102051239795691,0.442244781872051,"Gamma(log)",14,-22811.7281096778,45651.5840732368,3.17181773155608,0.013110367009111
"199",5.60103104191277,"+",0.0696989003072162,NA,"+","+",-0.136471417990318,-0.0686125726028689,NA,-0.0825402801238753,0.536015388734543,NA,NA,NA,NA,-0.196578852086767,NA,NA,NA,45651.6176215043,45755.346143211,0.102119978089919,0.442864319924267,"Gamma(log)",17,-22808.8088107522,45651.8040931679,3.39183766264614,0.0117445972511311
"4",5.5962536423851,"+",0.0574343874357442,0.0135572408238168,"+","+",-0.133685459586364,-0.067601539518171,NA,NA,0.534514149688294,-0.0515842981290174,NA,NA,NA,-0.282320671806001,0.108943870501655,NA,NA,45651.5822835936,45767.5141607952,0.108105759775993,0.446881934818927,"Gamma(log)",19,-22806.7911417968,45651.8139909107,3.40173540537216,0.011686618333559
"236",5.60025020615111,"+",0.0729261700821682,NA,"+","+",-0.136357041268541,-0.068563802686243,NA,NA,0.534195186532789,NA,NA,NA,NA,-0.197286270199019,NA,NA,-0.0809865406863394,45651.7932403096,45755.5217620163,0.101962451734984,0.444658835625338,"Gamma(log)",17,-22808.8966201548,45651.9797119732,3.5674564679066,0.0107572927917906
"762",5.5807517685265,"+",NA,NA,"+","+",-0.130506549338846,-0.0715655333502788,NA,-0.0793389580257817,0.534287909614348,NA,NA,NA,NA,-0.193277328043428,NA,NA,NA,45651.8296852429,45749.4565292022,0.102257280351801,0.440973334590072,"Gamma(log)",16,-22809.9148426215,45651.9953873447,3.58313183938299,0.0106733100565543
"231",5.59939835573305,"+",0.0715891846716334,NA,"+","+",-0.136640671118055,-0.0685144484518851,NA,NA,0.534489951637372,NA,-0.0808346809389573,NA,NA,-0.196122279758693,NA,NA,NA,45651.9553735253,45755.683895232,0.101870432810864,0.444443409467343,"Gamma(log)",17,-22808.9776867626,45652.1418451889,3.7295896836149,0.00991964680121916
"281",5.57515081603954,"+",NA,0.0126384182785276,"+","+",-0.132844319992997,-0.0694156248619079,NA,NA,0.534890492939524,NA,NA,NA,NA,-0.273454285731431,0.0975589318659922,NA,NA,45652.0618133113,45755.790335018,0.106838167828846,0.442968546627846,"Gamma(log)",17,-22809.0309066557,45652.2482849749,3.83602946965402,0.00940552632016804
"799",5.57902378114069,"+",NA,NA,"+","+",-0.130335010013742,-0.0716334233942047,NA,NA,0.532443435383382,NA,NA,NA,NA,-0.194520354809821,NA,NA,-0.0760717805031687,45652.2041786652,45749.8310226245,0.102099095320946,0.442606427364154,"Gamma(log)",16,-22810.1020893326,45652.3698807669,3.95762526165345,0.0088507263307896
"165",5.58968686739723,"+",0.0460373813015067,0.0109628668834148,"+",NA,-0.134601538547761,-0.067720231290435,NA,NA,0.532759521225371,NA,NA,NA,NA,-0.25476450157583,0.0835729292750605,NA,NA,45652.282394172,45743.8075603839,0.105941028059278,0.4434069596714,"Gamma(log)",15,-22811.141197086,45652.4285573876,4.01630188235868,0.00859483306729994
"794",5.57860492490429,"+",NA,NA,"+","+",-0.130627364025383,-0.071538435089701,NA,NA,0.53275506133238,NA,-0.0765406049547861,NA,NA,-0.19324104298418,NA,NA,NA,45652.2815460401,45749.9083899993,0.102010799502673,0.442436948544741,"Gamma(log)",16,-22810.14077302,45652.4472481418,4.03499263651611,0.0085148852643995
"2009",5.56996125255051,"+",NA,NA,"+",NA,-0.123717492005657,NA,NA,NA,0.530402539264504,-0.0475804780139233,NA,NA,NA,-0.261055798337501,0.106059044102897,NA,NA,45652.4871325399,45731.8089432568,0.103263762835649,0.451668538062933,"Gamma(log)",13,-22813.2435662699,45652.5979055162,4.18565001088427,0.00789703326063079
"923",5.5880652668856,"+",0.061858417986423,NA,"+",NA,-0.129581768969,NA,NA,NA,0.531613366536969,-0.0515243673339972,NA,NA,NA,-0.262590812224547,0.100635469709974,NA,NA,45652.7743753316,45738.197863796,0.103208162290422,0.453462364517803,"Gamma(log)",14,-22812.3871876658,45652.9022292129,4.48997370759025,0.00678236122067537
"1795",5.5940024951866,"+",0.0750096807832337,NA,"+",NA,-0.134330888263317,NA,NA,-0.0863519797493946,0.532866291044072,NA,NA,NA,NA,-0.183353936568338,NA,NA,NA,45652.9686237853,45732.2904345022,0.0975764524782978,0.45066713483496,"Gamma(log)",13,-22813.4843118927,45653.0793967616,4.66714125630097,0.00620739628101468
"1865",5.5930559431216,"+",0.0785065176497471,NA,"+",NA,-0.134115571923689,NA,NA,NA,0.530986613316878,NA,NA,NA,NA,-0.183870053621446,NA,NA,-0.0856399933701241,45653.0355101398,45732.3573208567,0.0974333147523734,0.452525064303241,"Gamma(log)",13,-22813.5177550699,45653.1462831161,4.73402761077887,0.00600323417016405
"49",5.58915317766127,"+",0.0481964910382783,0.0139783176736856,"+","+",-0.13796369529579,-0.0674296359768745,NA,NA,0.535809963500601,NA,NA,NA,NA,-0.274423080768576,0.0926132127853543,NA,NA,45653.0201833911,45762.8503828452,0.106492068383655,0.444344034806707,"Gamma(log)",18,-22808.5100916955,45653.2286564176,4.81640091229929,0.00576100363435491
"2847",5.57519243296827,"+",NA,NA,"+",NA,-0.134754129139629,-0.0712398945802506,NA,NA,0.528859549867181,NA,NA,NA,NA,-0.213948645542887,NA,NA,NA,45653.1407541015,45726.3608870709,0.102173283280809,0.440030439094156,"Gamma(log)",12,-22814.5703770507,45653.2356734808,4.82341797556001,0.00574082638783312
"1850",5.59252598800791,"+",0.0771335372932339,NA,"+",NA,-0.13436780065902,NA,NA,NA,0.531305222914851,NA,-0.0857778295906949,NA,NA,-0.182527311213545,NA,NA,NA,45653.1774214917,45732.4992322086,0.0973358927880042,0.452287399768087,"Gamma(log)",13,-22813.5887107459,45653.288194468,4.87593896270118,0.00559203171496393
"3227",5.56838324032759,"+",NA,NA,"+",NA,-0.128007392815736,NA,NA,NA,0.531708886329617,NA,NA,NA,NA,-0.2537727441425,0.089504295415429,NA,NA,45653.4712273047,45726.6913602742,0.101708217551671,0.449331194546753,"Gamma(log)",12,-22814.7356136523,45653.5661466841,5.15389117878658,0.00486645900223083
"1007",5.57131334292028,"+",NA,NA,"+","+",-0.126387642344806,NA,NA,NA,0.533638800092297,-0.0474941690028885,NA,NA,NA,-0.279915320500282,0.11467699090941,NA,NA,45653.408984856,45751.0358288153,0.10386862633962,0.45236148050923,"Gamma(log)",16,-22810.704492428,45653.5746869577,5.16243145245244,0.00484572286098839
"56",5.6025316667619,"+",0.0724007574034946,NA,"+","+",-0.13605159969846,-0.0687029068953498,NA,-0.0766743318572556,0.535296248939717,-0.0132344968364593,NA,NA,NA,-0.19943950039951,NA,NA,NA,45653.4016540453,45763.2318534995,0.102288084659656,0.443383771739629,"Gamma(log)",18,-22808.7008270227,45653.6101270719,5.19787156657549,0.00476061268105089
"1433",5.59232812442651,"+",0.0594943445988941,NA,"+",NA,-0.140522114743433,-0.0686975676705844,NA,NA,0.530355397690033,NA,NA,NA,NA,-0.217504379580467,NA,NA,NA,45653.5263972156,45732.8482079325,0.102103363375294,0.44172656427453,"Gamma(log)",13,-22813.7631986078,45653.6371701919,5.224914686587,0.00469667501367736
"3161",5.57195509050821,"+",NA,NA,"+",NA,-0.127931161940228,NA,NA,-0.0828053101686706,0.53099255900786,NA,NA,NA,NA,-0.180096927445049,NA,NA,NA,45653.5446904353,45726.7648234047,0.0973869156973575,0.448639361897722,"Gamma(log)",12,-22814.7723452176,45653.6396098147,5.22735430936882,0.00469094944876086
"349",5.59030454018977,"+",0.0636835310517489,NA,"+","+",-0.132356385568542,NA,NA,NA,0.534866641279373,-0.0515387096361916,NA,NA,NA,-0.281473728745964,0.108990556211418,NA,NA,45653.5904491929,45757.3189708996,0.103805912948054,0.454227323048312,"Gamma(log)",17,-22809.7952245964,45653.7769208565,5.36466535121872,0.00437969672947467
"14",5.60115810850711,"+",0.0698639881719994,0.00231463674509648,"+","+",-0.136740673451341,-0.0686010977164972,NA,-0.0822530386503294,0.535784307223652,NA,NA,NA,NA,-0.196956388445615,NA,NA,NA,45653.6108951029,45763.4410945571,0.102080057634502,0.442957566838009,"Gamma(log)",18,-22808.8054475514,45653.8193681294,5.4071126241106,0.00428772309818009
"3231",5.57003792756542,"+",NA,NA,"+",NA,-0.127638795381596,NA,NA,NA,0.529083747163626,NA,NA,NA,NA,-0.181144922265007,NA,NA,-0.0802812647069229,45653.8445870966,45727.0647200661,0.0972296840931792,0.450316677861299,"Gamma(log)",12,-22814.9222935483,45653.939506476,5.52725097068469,0.00403774622985659
"289",5.58118004072567,"+",NA,NA,"+","+",-0.130147437114238,-0.0716825786042536,NA,-0.0758105613134721,0.533827552867231,-0.00776330801822279,NA,NA,NA,-0.194880610147695,NA,NA,NA,45653.753740057,45757.4822617638,0.102355076025077,0.441255535400507,"Gamma(log)",17,-22809.8768700285,45653.9402117207,5.52795621538098,0.00403632268130207
"579",5.59585354937416,"+",0.0680390766613399,NA,"+",NA,-0.138783558269127,-0.0689428456058348,NA,NA,0.529042460650473,-0.0347355197170691,NA,NA,NA,-0.218363933956408,NA,NA,NA,45653.8239898058,45739.2474782702,0.102573583864441,0.443297359380218,"Gamma(log)",14,-22812.9119949029,45653.9518436871,5.53958818179672,0.00401291562985504
"3216",5.56992054449768,"+",NA,NA,"+",NA,-0.12790637406651,NA,NA,NA,0.529421985610702,NA,-0.0810656756963089,NA,NA,-0.179689498361969,NA,NA,NA,45653.8923716784,45727.1125046479,0.0971427468344463,0.450128540397538,"Gamma(log)",12,-22814.9461858392,45653.9872910578,5.57503555253788,0.00394241855521975
"51",5.60037151383895,"+",0.0730682948763106,0.00216224078941207,"+","+",-0.136610293359977,-0.0685542350449872,NA,NA,0.533984705368257,NA,NA,NA,NA,-0.197643450224068,NA,NA,-0.0807095606104491,45653.7873818153,45763.6175812695,0.101925971747648,0.444744691075979,"Gamma(log)",18,-22808.8936909076,45653.9958548418,5.58359933652537,0.00392557363457466
"1607",5.57614885495701,"+",NA,NA,"+",NA,-0.132733181767267,-0.0717406923849247,NA,NA,0.527616011552835,-0.029283018658136,NA,NA,NA,-0.214195113757411,NA,NA,NA,45653.9001800317,45733.2219907486,0.102581022436267,0.441229875460915,"Gamma(log)",13,-22813.9500900158,45654.0109530079,5.5986975026608,0.00389605072875879
"246",5.58077589145578,"+",NA,0.000476929870485712,"+","+",-0.130556290819706,-0.0715654733869543,NA,-0.0792759794571682,0.534239839385139,NA,NA,NA,NA,-0.193358373605977,NA,NA,NA,45653.8293939561,45757.5579156628,0.102250340614877,0.440988258019797,"Gamma(log)",17,-22809.914696978,45654.0158656197,5.60361011441273,0.0038864925801347
"46",5.59951658699558,"+",0.0717332489843881,0.00212760108570308,"+","+",-0.136888669007424,-0.0685057147168422,NA,NA,0.534281530181017,NA,-0.0805537437323175,NA,NA,-0.196481994592881,NA,NA,NA,45653.949696081,45763.7798955352,0.101835026422161,0.444526673444993,"Gamma(log)",18,-22808.9748480405,45654.1581691075,5.74591360220802,0.00361957044303068
"1861",5.58376715653606,"+",0.0526005856735689,NA,"+",NA,-0.133453148574008,NA,NA,NA,0.532863372990354,NA,NA,NA,NA,-0.254431544466433,0.0838945832481035,NA,NA,45654.2224174193,45733.5442281362,0.101578146929534,0.45079901751371,"Gamma(log)",13,-22814.1112087097,45654.3331903956,5.92093489029503,0.00331628344832128
"283",5.57904160057681,"+",NA,0.000412149079235369,"+","+",-0.130379568085658,-0.0716331647726602,NA,NA,0.532402651465292,NA,NA,NA,NA,-0.19458615638141,NA,NA,-0.0760196810586696,45654.2039655672,45757.9324872739,0.102092494477816,0.442619345186831,"Gamma(log)",17,-22810.1019827836,45654.3904372308,5.97818172549887,0.00322270572830465
"278",5.57861910293579,"+",NA,0.000358509938727056,"+","+",-0.130666341313254,-0.0715378304188211,NA,NA,0.532720600359916,NA,-0.0764918879603824,NA,NA,-0.193300342461722,NA,NA,NA,45654.2813825542,45758.0099042609,0.102005023912259,0.442451207758023,"Gamma(log)",17,-22810.1406912771,45654.4678542178,6.05559871249716,0.00310034315803786
"2034",5.56718801935553,"+",NA,NA,"+","+",-0.130879302256715,NA,NA,NA,0.534979056657933,NA,NA,NA,NA,-0.272699358037681,0.0983991660667056,NA,NA,45654.3578203239,45745.8829865357,0.102324262882541,0.450059616007559,"Gamma(log)",15,-22812.178910162,45654.5039835395,6.09172803421825,0.00304483934846555
"970",5.5705324365613,"+",NA,0.00943929861564017,"+",NA,-0.124630111647216,NA,NA,NA,0.529531821989919,-0.0475122052331878,NA,NA,NA,-0.262322913005983,0.10683396560659,NA,NA,45654.3774362337,45739.8009246981,0.10315386810277,0.452065836515845,"Gamma(log)",14,-22813.1887181169,45654.505290115,6.09303460973024,0.00304285084180448
"313",5.58894564184006,"+",0.0626991076284339,0.0111410266276055,"+",NA,-0.130828091014729,NA,NA,NA,0.530684807768486,-0.0515966988882051,NA,NA,NA,-0.264666437004421,0.101783965081467,NA,NA,45654.6231903731,45746.148356585,0.10311829439271,0.453999492914797,"Gamma(log)",15,-22812.3115951866,45654.7693535887,6.35709808345564,0.00266649030720538
"906",5.59478355797939,"+",0.0774315756704909,NA,"+",NA,-0.133971072427531,NA,NA,-0.081023160868496,0.532210062074759,-0.0119872324679662,NA,NA,NA,-0.185911696277411,NA,NA,NA,45654.7910841481,45740.2145726125,0.0977292152896821,0.45116272053879,"Gamma(log)",14,-22813.3955420741,45654.9189380294,6.50668252410105,0.00247433307658844
"813",5.59405394112081,"+",0.0750577463503484,0.000710991846370319,"+",NA,-0.134409496568129,NA,NA,-0.0862738701700542,0.532794882898997,NA,NA,NA,NA,-0.183458460453935,NA,NA,NA,45654.9679890022,45740.3914774666,0.0975642117855323,0.450696697073019,"Gamma(log)",14,-22813.4839945011,45655.0958428835,6.68358737818926,0.00226487250611534
"883",5.59309163119361,"+",0.0785364843976005,0.000479027089200706,"+",NA,-0.134168624185258,NA,NA,NA,0.530939946466608,NA,NA,NA,NA,-0.18394180130677,NA,NA,-0.0855855790616702,45655.0352224993,45740.4587109637,0.097425560994233,0.452543284732907,"Gamma(log)",14,-22813.5176112497,45655.1630763806,6.75082087530609,0.00219000038603814
"948",5.58320263542421,"+",0.0545000428178034,NA,"+","+",-0.136515064241134,NA,NA,NA,0.536190551811063,NA,NA,NA,NA,-0.273530618521217,0.0926002788882511,NA,NA,45655.0158793621,45752.6427233213,0.102203234169554,0.45160029818997,"Gamma(log)",16,-22811.507939681,45655.1815814638,6.76932595851395,0.00216983077035024
"1537",5.57550325566779,"+",NA,0.00514975417048771,"+",NA,-0.135266082524151,-0.0712377144785464,NA,NA,0.528356310561895,NA,NA,NA,NA,-0.214454531514609,NA,NA,NA,45655.1075654424,45734.4293761593,0.102089114722709,0.440252747371718,"Gamma(log)",13,-22814.5537827212,45655.2183384187,6.80608291341923,0.00213031679997616
"1654",5.57509795321142,"+",NA,NA,"+",NA,-0.134842150711816,-0.0711990867940166,NA,NA,0.528660092800832,NA,NA,NA,0.00215157021612653,-0.214784482385148,NA,NA,NA,45655.1361342844,45734.4579450013,0.102252677961436,0.440019166093039,"Gamma(log)",13,-22814.5680671422,45655.2469072606,6.83465175535821,0.00210010276674121
"1658",5.57445297859285,"+",NA,NA,"+","+",-0.137525094682995,-0.0712071897343945,NA,NA,0.531416443582764,NA,NA,NA,NA,-0.227206503110613,NA,NA,NA,45655.1442628388,45746.6694290507,0.102209904218456,0.440426089639209,"Gamma(log)",15,-22812.5721314194,45655.2904260544,6.87817054914922,0.00205489937986469
"868",5.59255602305516,"+",0.0771596830201579,0.000406208750940716,"+",NA,-0.13441301526234,NA,NA,NA,0.531264885085373,NA,-0.0857299634975542,NA,NA,-0.1825891552903,NA,NA,NA,45655.1772154299,45740.6007038943,0.0973292885357761,0.452302851141496,"Gamma(log)",14,-22813.588607715,45655.3050693112,6.89281380592001,0.00203990911377904
"357",5.57183377671915,"+",NA,0.0122321410208149,"+","+",-0.127611214979869,NA,NA,NA,0.532529066603188,-0.0473742959826146,NA,NA,NA,-0.281727286176227,0.115796916209754,NA,NA,45655.2242630709,45758.9527847777,0.103736950312306,0.452875118725281,"Gamma(log)",17,-22810.6121315355,45655.4107347346,6.99847922928166,0.00193493269535344
"1962",5.56898492552577,"+",NA,0.0098694800511105,"+",NA,-0.128967205013236,NA,NA,NA,0.530793127536071,NA,NA,NA,NA,-0.255113544015863,0.0903468524108531,NA,NA,45655.3513407297,45734.6731514466,0.101593486116069,0.449754948073416,"Gamma(log)",13,-22814.6756703649,45655.462113706,7.04985820070578,0.00188585831615929
"630",5.59249036349609,"+",0.0625104951686423,NA,"+","+",-0.143630719155654,-0.0685334753367206,NA,NA,0.533020439385507,NA,NA,NA,NA,-0.231218907700221,NA,NA,NA,45655.3617571287,45752.988601088,0.1021598327074,0.442249895207135,"Gamma(log)",16,-22811.6808785644,45655.5274592305,7.11520372520317,0.00182523782781141
"76",5.59117018589556,"+",0.0646604886315514,0.0139378302644668,"+","+",-0.133848545795496,NA,NA,NA,0.53361582768384,-0.0514554594165255,NA,NA,NA,-0.283578755329758,0.110183553126062,NA,NA,45655.351792253,45765.1819917072,0.103651200234451,0.45482015046298,"Gamma(log)",18,-22809.6758961265,45655.5602652795,7.14800977420964,0.00179554261843228
"512",5.592917938186,"+",0.0600820101142647,0.00701470539046086,"+",NA,-0.141281277903985,-0.0686698452542888,NA,NA,0.529681643640795,NA,NA,NA,NA,-0.218235769056521,NA,NA,NA,45655.4652011875,45740.8886896519,0.10198607881482,0.442034685424313,"Gamma(log)",14,-22813.7326005937,45655.5930550688,7.18079956348811,0.00176634488725418
"1992",5.57200281976513,"+",NA,NA,"+",NA,-0.127657964050425,NA,NA,-0.0799888694641045,0.530627233004094,-0.00617615184324409,NA,NA,NA,-0.181360934169835,NA,NA,NA,45655.4965145711,45734.818325288,0.0974612512865442,0.448872847019397,"Gamma(log)",13,-22814.7482572855,45655.6072875473,7.19503204204375,0.00175381977310081
