"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(Richness)","cond(SelfR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowNeiBR)","cond(CorridorIndegreeBR)","cond(InflowMPABR)","cond(IndegreeMPABR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"3108",5.58025587095779,"+",NA,-0.02382131907856,"+","+",NA,NA,NA,NA,0.488193509076354,NA,NA,-0.146782826327693,NA,NA,NA,NA,NA,45719.5360331731,45804.9595216375,0.0879551089759716,0.430996485450492,"Gamma(log)",14,-22845.7680165865,45719.6638870544,71.2516315490939,2.15909183197721e-17
"3004",5.59067344070578,"+",0.0327514714408159,NA,"+","+",NA,NA,NA,NA,0.485649967287241,NA,NA,-0.150677744233595,NA,NA,NA,NA,NA,45719.8510804604,45805.2745689248,0.0872616996336896,0.432283228392087,"Gamma(log)",14,-22845.9255402302,45719.9789343417,71.5666788364251,1.8444184811802e-17
"1914",5.58320658372339,"+",NA,-0.0243849212657561,"+","+",NA,NA,NA,NA,0.486976848346475,-0.0330259153571417,NA,-0.146121470219788,NA,NA,NA,NA,NA,45719.9919527645,45811.5171189763,0.0883851355723762,0.432666871266985,"Gamma(log)",15,-22844.9959763822,45720.1381159801,71.7258604747694,1.70330966864312e-17
"2008",5.58758516348691,"+",NA,NA,"+","+",NA,NA,NA,NA,0.487617050295307,-0.0295148668634074,NA,-0.131662276539892,-0.0315982743106921,NA,NA,NA,NA,45720.0312389676,45811.5564051794,0.0869329177350615,0.433224803798333,"Gamma(log)",15,-22845.0156194838,45720.1774021832,71.7651466779062,1.67017785493349e-17
"1813",5.59666476791205,"+",0.0424962887516435,NA,"+","+",NA,NA,NA,NA,0.48434785388967,-0.0363025364537807,NA,-0.150960744134968,NA,NA,NA,NA,NA,45720.0350979546,45811.5602641664,0.0876818813681725,0.434275755079197,"Gamma(log)",15,-22845.0175489773,45720.1812611702,71.7690056649371,1.66695836458439e-17
"1961",5.58435455179836,"+",NA,-0.024536795939625,"+","+",NA,NA,NA,NA,0.492495411310631,NA,NA,-0.128827269099653,-0.0374313659563002,NA,NA,NA,NA,45720.405388841,45811.9305550528,0.086939858946726,0.431042296094017,"Gamma(log)",15,-22845.2026944205,45720.5515520566,72.139296551286,1.38521475312636e-17
"1860",5.59784720255796,"+",0.0417754059597671,NA,"+","+",NA,NA,NA,NA,0.490468701754297,NA,NA,-0.13165608611398,-0.0416212054405089,NA,NA,NA,NA,45720.4861438216,45812.0113100334,0.0860858160425295,0.43251809263003,"Gamma(log)",15,-22845.2430719108,45720.6323070372,72.2200515318764,1.33039739885293e-17
"922",5.60256772551368,"+",0.0497301349054738,NA,"+","+",NA,NA,NA,NA,0.488730359640398,-0.0333034022612347,NA,-0.134071357001535,-0.0369663646483357,NA,NA,NA,NA,45720.9737515735,45818.6005955328,0.0866090216774452,0.434323317043163,"Gamma(log)",16,-22844.4868757868,45721.1394536753,72.727198169996,1.03241877520189e-17
"4117",5.59552101054866,"+",NA,NA,"+",NA,NA,-0.0715403210165683,-0.101791328776041,NA,0.486600561713012,NA,NA,NA,NA,NA,NA,NA,NA,45721.1235984204,45788.2420536424,0.0918031237170686,0.417009286607485,"Gamma(log)",11,-22849.5617992102,45721.2038903912,72.7916348859071,9.99686066005235e-18
"1745",5.58927551993569,"+",0.0318134165113849,-0.0234214880051412,"+","+",NA,NA,NA,NA,0.488582443073308,NA,NA,-0.150016160094037,NA,NA,NA,NA,NA,45721.0855887352,45812.610754947,0.0877966834915827,0.431640253918681,"Gamma(log)",15,-22845.5427943676,45721.2317519508,72.8194964454742,9.85856213540273e-18
"969",5.58648182146004,"+",NA,-0.024948180954582,"+","+",NA,NA,NA,NA,0.490809290653929,-0.0298505360755436,NA,-0.130681504636665,-0.0323598235481739,NA,NA,NA,NA,45721.1631456029,45818.7899895621,0.0874672071048909,0.432556430720467,"Gamma(log)",16,-22844.5815728014,45721.3288477046,72.916592199319,9.39138193206653e-18
"2822",5.59670361158182,"+",NA,NA,"+",NA,NA,-0.0722553557779579,-0.101832079011337,NA,0.48529199049721,-0.0358866207529854,NA,NA,NA,NA,NA,NA,NA,45721.2828303111,45794.5029632806,0.0923172735143177,0.418836477653772,"Gamma(log)",12,-22848.6414151556,45721.3777496905,72.965494185235,9.16453790094934e-18
"831",5.59531253711503,"+",0.0416403665255905,-0.0239264913836433,"+","+",NA,NA,NA,NA,0.487330564768387,-0.0366209742467274,NA,-0.150290394609823,NA,NA,NA,NA,NA,45721.2360972423,45818.8629412016,0.0882270878691325,0.433643939622684,"Gamma(log)",16,-22844.6180486212,45721.4017993441,72.9895438387903,9.05499585221997e-18
"878",5.5965413012232,"+",0.0409778985040731,-0.0241217630440292,"+","+",NA,NA,NA,NA,0.493561186396307,NA,NA,-0.130641395805964,-0.0423309611076176,NA,NA,NA,NA,45721.6758115716,45819.3026555308,0.0866195116307056,0.431870207128873,"Gamma(log)",16,-22844.8379057858,45721.8415136733,73.4292581680202,7.26784241781349e-18
"4120",5.59833733059256,"+",NA,NA,"+",NA,NA,-0.0714279538589188,NA,NA,0.485007478224749,NA,NA,NA,-0.0928374549928068,NA,NA,NA,NA,45722.1957462997,45789.3142015217,0.0923232045075457,0.421241485269643,"Gamma(log)",11,-22850.0978731498,45722.2760382705,73.863782765191,5.84856990146237e-18
"2772",5.59388241055048,"+",NA,-0.0256360501841557,"+",NA,NA,-0.0715773450824757,-0.101349271545251,NA,0.489768493686848,NA,NA,NA,NA,NA,NA,NA,NA,45722.2044361518,45795.4245691212,0.0924279530469633,0.416313739407037,"Gamma(log)",12,-22849.1022180759,45722.2993555311,73.8871000258587,5.78077952631951e-18
"312",5.60128272873426,"+",0.0489980416436903,-0.0245074741597044,"+","+",NA,NA,NA,NA,0.491856812855244,-0.0335784247943307,NA,-0.133066883634728,-0.0376455261810126,NA,NA,NA,NA,45722.13702006,45825.8655417667,0.087151593337419,0.4336847305602,"Gamma(log)",17,-22844.06851003,45722.3234917236,73.9112362183077,5.71143578779132e-18
"1512",5.5950461435017,"+",NA,-0.0261610921114632,"+",NA,NA,-0.0723026772216268,-0.101384201680235,NA,0.488505843112069,-0.0362402793053068,NA,NA,NA,NA,NA,NA,NA,45722.325536646,45801.6473473629,0.0929526590603207,0.418139386284077,"Gamma(log)",13,-22848.162768323,45722.4363096222,74.0240541169405,5.39817802681191e-18
"1408",5.60407394709857,"+",0.0259996172896783,NA,"+",NA,NA,-0.0712023147790082,-0.10480141679916,NA,0.485823041562591,-0.0381538062215936,NA,NA,NA,NA,NA,NA,NA,45722.9912420916,45802.3130528085,0.0920382532818782,0.419261584197212,"Gamma(log)",13,-22848.4956210458,45723.1020150679,74.6897595625705,3.86982300703663e-18
"2718",5.599866141258,"+",0.015433270760384,NA,"+",NA,NA,-0.070882668287791,-0.10355195051357,NA,0.4869745961409,NA,NA,NA,NA,NA,NA,NA,NA,45723.0186528582,45796.2387858277,0.0916157082011816,0.417211540702602,"Gamma(log)",12,-22849.5093264291,45723.1135722376,74.7013167323239,3.84752539270809e-18
"2875",5.59531566177263,"+",NA,NA,"+",NA,NA,-0.0715711220966503,-0.100789894271953,NA,0.486481980676902,NA,NA,NA,NA,NA,-0.00288919264152034,NA,NA,45723.1165295816,45796.3366625511,0.091721324619385,0.417003905101605,"Gamma(log)",12,-22849.5582647908,45723.211448961,74.7991934557067,3.66376689640738e-18
"2775",5.59656588434437,"+",NA,-0.0272443982760411,"+",NA,NA,-0.0714788323588273,NA,NA,0.488456280563418,NA,NA,NA,-0.0930302180968899,NA,NA,NA,NA,45723.1476544552,45796.3677874246,0.092937217086615,0.420478617354868,"Gamma(log)",12,-22849.5738272276,45723.2425738345,74.8303183292519,3.60719112599072e-18
"1631",5.59734803718019,"+",NA,NA,"+",NA,NA,-0.0721933998368414,-0.104751636519762,NA,0.485582324821793,-0.0374487282820186,NA,NA,NA,NA,0.00848732302506483,NA,NA,45723.2258283816,45802.5476390985,0.0925899530315554,0.41893307737439,"Gamma(log)",13,-22848.6129141908,45723.3366013579,74.9243458526107,3.44152823247347e-18
"2824",5.59917883931679,"+",NA,NA,"+",NA,NA,-0.0718542971461046,NA,NA,0.4834130680846,-0.0246257911919771,NA,NA,-0.0891981381482867,NA,NA,NA,NA,45723.3431749803,45796.5633079498,0.0928268151287582,0.422493514914911,"Gamma(log)",12,-22849.6715874902,45723.4380943597,75.0258388544098,3.27124002465931e-18
"2872",5.6015871420241,"+",NA,NA,"+",NA,NA,-0.0713000657345366,NA,NA,0.486590896046872,NA,NA,NA,-0.103944541814761,NA,NA,0.0270366298023713,NA,45723.5756417338,45796.7957747033,0.093560772265658,0.422331782509625,"Gamma(log)",12,-22849.7878208669,45723.6705611132,75.2583056079238,2.91227845400266e-18
"2877",5.59970966328773,"+",NA,NA,"+",NA,NA,-0.0712888150886252,NA,NA,0.486099985618728,NA,NA,NA,-0.100818495679956,NA,0.01653860040905,NA,NA,45724.001433216,45797.2215661854,0.0927364886534379,0.421570548164396,"Gamma(log)",12,-22850.000716608,45724.0963525953,75.6840970900666,2.35382109995909e-18
"2720",5.60378455430295,"+",0.0191228000013476,NA,"+",NA,NA,-0.0706348532762513,NA,NA,0.485513202073727,NA,NA,NA,-0.0952863594075815,NA,NA,NA,NA,45724.0356547256,45797.2557876951,0.0920442940542565,0.421484216925612,"Gamma(log)",12,-22850.0178273628,45724.130574105,75.7183185997201,2.31388806072164e-18
"487",5.60219714014195,"+",0.0251123192430523,-0.025902976292406,"+",NA,NA,-0.0712860250906291,-0.104256732281409,NA,0.48898995302367,-0.0384296170286472,NA,NA,NA,NA,NA,NA,NA,45724.0536527863,45809.4771412507,0.0926840046064303,0.418576832133368,"Gamma(log)",14,-22848.0268263932,45724.1815066676,75.7692511622954,2.2557059222299e-18
"1359",5.59797227312296,"+",0.0144684642812749,-0.0254684296263545,"+",NA,NA,-0.0709610124606768,-0.103002361355761,NA,0.490099295076586,NA,NA,NA,NA,NA,NA,NA,NA,45724.1122462277,45803.4340569446,0.0922523951009283,0.416518965323993,"Gamma(log)",13,-22849.0561231138,45724.223019204,75.8107636986751,2.20936844529092e-18
"1565",5.59363798301763,"+",NA,-0.0256792376910125,"+",NA,NA,-0.0716139742834841,-0.100162548089229,NA,0.48963392288052,NA,NA,NA,NA,NA,-0.00342318514592121,NA,NA,45724.1945152638,45803.5163259807,0.0923310451098571,0.416303907413945,"Gamma(log)",13,-22849.0972576319,45724.3052882401,75.8930327347989,2.12033095058302e-18
"1514",5.59739038732916,"+",NA,-0.0275771718599139,"+",NA,NA,-0.0719133947640079,NA,NA,0.486875532915067,-0.0249907650525751,NA,NA,-0.089335425524569,NA,NA,NA,NA,45724.2688526377,45803.5906633546,0.0934507798828845,0.421733802912453,"Gamma(log)",13,-22849.1344263188,45724.379625614,75.9673701086795,2.0429676850827e-18
"704",5.59566247134037,"+",NA,-0.0260843407801356,"+",NA,NA,-0.0722434955885467,-0.104153325834539,NA,0.488769641564259,-0.0377226648503781,NA,NA,NA,NA,0.008045016918094,NA,NA,45724.2743428075,45809.6978312718,0.0932117424359073,0.418234667565022,"Gamma(log)",14,-22848.1371714037,45724.4021966888,75.9899411834704,2.02004130844661e-18
"1562",5.59981940822199,"+",NA,-0.0273298449023388,"+",NA,NA,-0.0713499218994341,NA,NA,0.490050098159457,NA,NA,NA,-0.104232650815782,NA,NA,0.0272376029238263,NA,45724.5189369711,45803.840747688,0.0941924278084248,0.421581522461761,"Gamma(log)",13,-22849.2594684855,45724.6297099473,76.2174544420413,1.80283663292605e-18
"1628",5.60208574637601,"+",NA,NA,"+",NA,NA,-0.0717120182255839,NA,NA,0.484949427154467,-0.023143308652794,NA,NA,-0.0995806401156375,NA,NA,0.0247333760225845,NA,45724.8270818034,45804.1488925204,0.0939320129877639,0.423417567814711,"Gamma(log)",13,-22849.4135409017,45724.9378547797,76.5255992744278,1.54540948713772e-18
"1567",5.59790432847363,"+",NA,-0.027157379553339,"+",NA,NA,-0.0713421804815116,NA,NA,0.489513356878353,NA,NA,NA,-0.100883791362686,NA,0.0162606545956361,NA,NA,45724.9599354164,45804.2817461333,0.0933465825052484,0.420805568448137,"Gamma(log)",13,-22849.4799677082,45725.0707083926,76.6584528873427,1.44608818737111e-18
"603",5.60441849103694,"+",0.0252900565714754,NA,"+",NA,NA,-0.0711790696535602,-0.107169618831003,NA,0.48605572523046,-0.0393998321770777,NA,NA,NA,NA,0.00711717929605425,NA,NA,45724.9513465041,45810.3748349684,0.0922731388765382,0.419327269622663,"Gamma(log)",14,-22848.475673252,45725.0792003853,76.6669448800676,1.4399611191476e-18
"1633",5.60116818976774,"+",NA,NA,"+",NA,NA,-0.0717037814067304,NA,NA,0.484749777356346,-0.0275335993057149,NA,NA,-0.0999428919733717,NA,0.0232379204861622,NA,NA,45724.9738434013,45804.2956541182,0.0934860717636989,0.423098861627575,"Gamma(log)",13,-22849.4869217006,45725.0846163776,76.6723608722823,1.4360669850719e-18
"1361",5.60178658723908,"+",0.0183051572607897,-0.0270766932838365,"+",NA,NA,-0.070720048773943,NA,NA,0.488919508538152,NA,NA,NA,-0.0953757638163562,NA,NA,NA,NA,45725.0010334168,45804.3228441337,0.0926724294766303,0.420729195727186,"Gamma(log)",13,-22849.5005167084,45725.111806393,76.6995508877662,1.41667575392385e-18
"1460",5.59974021139787,"+",0.0160189562071778,NA,"+",NA,NA,-0.0709015335113195,-0.102202708691047,NA,0.486819466780106,NA,NA,NA,NA,NA,-0.00408383342059912,NA,NA,45725.0046703469,45804.3264810638,0.0914936936157507,0.417211817156615,"Gamma(log)",13,-22849.5023351735,45725.1154433232,76.7031878179187,1.41410191946433e-18
"1410",5.6064015344993,"+",0.0252484171674664,NA,"+",NA,NA,-0.0708457988346329,NA,NA,0.483951659460085,-0.0264746764263699,NA,NA,-0.0921760257125402,NA,NA,NA,NA,45725.0683688758,45804.3901795928,0.0924974982060937,0.422883284119518,"Gamma(log)",13,-22849.5341844379,45725.1791418521,76.766886346828,1.36977347472308e-18
"2882",5.59945106984185,"+",NA,NA,"+","+",NA,-0.0718383721358722,-0.11920524053453,NA,0.489427669256812,NA,NA,NA,NA,NA,NA,NA,NA,45725.2019540952,45810.6254425596,0.0910429298683734,0.416419521944597,"Gamma(log)",14,-22848.6009770476,45725.3298079765,76.9175524712118,1.27037523449034e-18
"1638",5.60270763927772,"+",NA,NA,"+","+",NA,-0.0725525683858399,-0.119126704056824,NA,0.48811292928964,-0.0359517483153389,NA,NA,NA,NA,NA,NA,NA,45725.3694101227,45816.8945763345,0.0915598635051081,0.418250139430994,"Gamma(log)",15,-22847.6847050613,45725.5155733383,77.1033178329817,1.15769346821118e-18
"1457",5.60621456656053,"+",0.0166146162170866,NA,"+",NA,NA,-0.0706155009990478,NA,NA,0.486989890015563,NA,NA,NA,-0.105738198870351,NA,NA,0.0262217298782321,NA,45725.4551068109,45804.7769175279,0.0932714465639708,0.422490026715023,"Gamma(log)",13,-22849.7275534055,45725.5658797872,77.1536242819275,1.12893692061911e-18
"5083",5.58822405197168,"+",NA,NA,"+",NA,NA,NA,-0.100379705235944,NA,0.485302203233033,NA,NA,NA,NA,NA,NA,NA,NA,45725.5262072124,45786.542984687,0.0871166875297441,0.425262673303192,"Gamma(log)",10,-22852.7631036062,45725.5930968445,77.1808413392355,1.1136778126782e-18
"701",5.6003007561364,"+",NA,-0.0276356482767053,"+",NA,NA,-0.0717703729459295,NA,NA,0.48841838070399,-0.0235002956758518,NA,NA,-0.0997980352961143,NA,NA,0.0248952200105504,NA,45725.7464114554,45811.1698999197,0.0945710067383436,0.422669920961517,"Gamma(log)",14,-22848.8732057277,45725.8742653367,77.4620098313753,9.67619484973981e-19
"4289",5.58931120909589,"+",NA,NA,"+",NA,NA,NA,-0.1004124742179,NA,0.484027357507033,-0.0347831515110178,NA,NA,NA,NA,NA,NA,NA,45725.8004789342,45792.9189341562,0.0875588797316807,0.427107462354883,"Gamma(log)",11,-22851.9002394671,45725.880770905,77.4685153997489,9.64477141068387e-19
"1462",5.60472308143427,"+",0.0178761247882214,NA,"+",NA,NA,-0.0705551183518543,NA,NA,0.486519811072972,NA,NA,NA,-0.102683267630309,NA,0.0156589870387538,NA,NA,45725.8619765971,45805.183787314,0.0924508808743644,0.421772681913284,"Gamma(log)",13,-22849.9309882986,45725.9727495734,77.560494068086,9.21125965815942e-19
"706",5.5993626582632,"+",NA,-0.0274950197511725,"+",NA,NA,-0.0717651130926615,NA,NA,0.488182787013581,-0.0278772430559485,NA,NA,-0.100005063425491,NA,0.023053483354316,NA,NA,45725.9056263965,45811.3291148609,0.0941094104407637,0.422340620089535,"Gamma(log)",14,-22848.9528131983,45726.0334802778,77.6212247725416,8.93576049715614e-19
"489",5.60441893713529,"+",0.0245025374203078,-0.0273776910469448,"+",NA,NA,-0.0709352565019085,NA,NA,0.4873739987605,-0.0267830247017447,NA,NA,-0.0922291404952225,NA,NA,NA,NA,45726.0101583157,45811.43364678,0.0931338435766579,0.422138359995096,"Gamma(log)",14,-22849.0050791578,45726.1380121969,77.7257566916451,8.48071955880622e-19
"144",5.60251973765437,"+",0.0244425504726711,-0.0258457530228474,"+",NA,NA,-0.0712637315334853,-0.106494213509459,NA,0.489199443362918,-0.0396064857941752,NA,NA,NA,NA,0.00672224812927517,NA,NA,45726.0180748025,45817.5432410143,0.0929062012306009,0.418642566219713,"Gamma(log)",15,-22848.0090374012,45726.1642380181,77.7519825127747,8.37023858832999e-19
"539",5.59783096352333,"+",0.0151212235009308,-0.0255181086816457,"+",NA,NA,-0.0709820095366669,-0.101498127960488,NA,0.48993407145159,NA,NA,NA,NA,NA,-0.00454950218885406,NA,NA,45726.0949059613,45811.5183944256,0.0921163033120306,0.416517269621926,"Gamma(log)",14,-22849.0474529806,45726.2227598425,77.8105043372634,8.12886637873537e-19
"1572",5.59815795224965,"+",NA,-0.0251413209123587,"+","+",NA,-0.0718725786728673,-0.118623493249595,NA,0.49252416756097,NA,NA,NA,NA,NA,NA,NA,NA,45726.3145760748,45817.8397422866,0.0916633564643836,0.415751498496278,"Gamma(log)",15,-22848.1572880374,45726.4607392903,78.0484837850672,7.21694514404801e-19
"536",5.60422087966296,"+",0.0157748831156355,-0.0271851675479944,"+",NA,NA,-0.0707016807984696,NA,NA,0.490411234419694,NA,NA,NA,-0.105935032761801,NA,NA,0.0264622870490976,NA,45726.4103144574,45811.8338029218,0.0939201912574034,0.42174424773386,"Gamma(log)",14,-22849.2051572287,45726.5381683387,78.1259128333913,6.94288385286093e-19
"711",5.6014288418763,"+",NA,-0.0257522054116021,"+","+",NA,-0.0725971113503113,-0.118532917016177,NA,0.491264572863662,-0.0363647981060121,NA,NA,NA,NA,NA,NA,NA,45726.4382911477,45824.065135107,0.092193960312843,0.417582210023885,"Gamma(log)",16,-22847.2191455738,45726.6039932494,78.1917377441423,6.71809594983522e-19
"5086",5.59101959820703,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.483768831428186,NA,NA,NA,-0.0917180821168779,NA,NA,NA,NA,45726.5462209263,45787.5629984008,0.0876026905231226,0.429319898364082,"Gamma(log)",10,-22853.2731104631,45726.6131105584,78.20085505311,6.68754017114517e-19
"4239",5.58659434323632,"+",NA,-0.0255444894206045,"+",NA,NA,NA,-0.0999385797081793,NA,0.488459361727436,NA,NA,NA,NA,NA,NA,NA,NA,45726.614459004,45793.732914226,0.0877237799216324,0.424599441816861,"Gamma(log)",11,-22852.307229502,45726.6947509748,78.2824954695243,6.42005003250862e-19
"600",5.60841079821566,"+",0.0226380185808376,NA,"+",NA,NA,-0.0708154282209178,NA,NA,0.485362111040688,-0.0248789009283704,NA,NA,-0.101713941823409,NA,NA,0.0234540798003391,NA,45726.6071699637,45812.0306584281,0.0935678697611171,0.423697629510794,"Gamma(log)",14,-22849.3035849818,45726.735023845,78.3227683396835,6.29206600733666e-19
"605",5.60797531439547,"+",0.0240197124338006,NA,"+",NA,NA,-0.0707507164847382,NA,NA,0.485223661248598,-0.0291838094392241,NA,NA,-0.102393600429604,NA,0.0224068234982847,NA,NA,45726.7252449055,45812.1487333699,0.0931436046353295,0.423434510294053,"Gamma(log)",14,-22849.3626224527,45726.8530987868,78.4408432814889,5.93135095986083e-19
"3087",5.58766819405004,"+",NA,-0.0260477929602494,"+",NA,NA,NA,-0.0999649324091496,NA,0.487228836847167,-0.0351348114103774,NA,NA,NA,NA,NA,NA,NA,45726.8523015751,45800.0724345446,0.0881747718414397,0.426447108490431,"Gamma(log)",12,-22851.4261507876,45726.9472209545,78.534965449202,5.65868153684044e-19
"541",5.6027111810462,"+",0.017080476997475,-0.0270051237872101,"+",NA,NA,-0.0706414261917063,NA,NA,0.489897158231061,NA,NA,NA,-0.102668172358567,NA,0.0154215048721823,NA,NA,45726.8326776465,45812.2561661109,0.0930753163372168,0.421018749826813,"Gamma(log)",14,-22849.4163388233,45726.9605315278,78.5482760225132,5.62114643110884e-19
"610",5.61182597139825,"+",0.0309970439662003,NA,"+","+",NA,-0.0713080291353817,-0.123233187137379,NA,0.488829258730388,-0.038672307311078,NA,NA,NA,NA,NA,NA,NA,45726.9570921046,45824.5839360639,0.091224965344064,0.418770968488999,"Gamma(log)",16,-22847.4785460523,45727.1227942064,78.7105387010743,5.18310498746864e-19
"1467",5.60525994811174,"+",0.0202645140604804,NA,"+","+",NA,-0.0709817524511298,-0.121892428170101,NA,0.489974858108239,NA,NA,NA,NA,NA,NA,NA,NA,45727.0218748627,45818.5470410745,0.0907956173694465,0.416695386350825,"Gamma(log)",15,-22848.5109374313,45727.1680380782,78.7557825729673,5.06716940623089e-19
"2885",5.60734104298713,"+",NA,NA,"+","+",NA,-0.0715858437751492,NA,NA,0.486694321106141,NA,NA,NA,-0.102917159846704,NA,NA,NA,NA,45727.0764261963,45812.4999146607,0.0918881730435103,0.421332701653404,"Gamma(log)",14,-22849.5382130981,45727.2042800776,78.7920245722853,4.97617418334945e-19
"1678",5.5996816512967,"+",NA,NA,"+","+",NA,-0.0718086331681687,-0.120411502101319,NA,0.489575540136047,NA,NA,NA,NA,NA,0.00307001246991348,NA,NA,45727.1941599507,45818.7193261625,0.091124335470422,0.416420722129341,"Gamma(log)",15,-22848.5970799753,45727.3403231663,78.9280676609924,4.64894268959493e-19
"4185",5.5949193220428,"+",0.0233983219712708,NA,"+",NA,NA,NA,-0.103068555043147,NA,0.485885440026668,NA,NA,NA,NA,NA,NA,NA,NA,45727.2836153749,45794.4020705969,0.0869539164429771,0.42560609301408,"Gamma(log)",11,-22852.6418076875,45727.3639073457,78.9516518404271,4.59444389914031e-19
"791",5.60404267567478,"+",NA,NA,"+","+",NA,-0.0724616998588467,-0.124861568881693,NA,0.488720942274686,-0.0386088086876353,NA,NA,NA,NA,0.0147368927250497,NA,NA,45727.2013506875,45824.8281946468,0.0920063512162462,0.418394509029872,"Gamma(log)",16,-22847.6006753438,45727.3670527893,78.9547972839864,4.58722379624942e-19
"2983",5.59902956218624,"+",0.0337422310574201,NA,"+",NA,NA,NA,-0.104292807467301,NA,0.484739373228286,-0.0377217425089705,NA,NA,NA,NA,NA,NA,NA,45727.3065544772,45800.5266874467,0.0873652720597317,0.427718129052508,"Gamma(log)",12,-22851.6532772386,45727.4014738566,78.9892183513002,4.50895071947048e-19
"4242",5.58924768279495,"+",NA,-0.0271311528395863,"+",NA,NA,NA,NA,NA,0.487203501767148,NA,NA,NA,-0.0919060543059433,NA,NA,NA,NA,45727.5079514266,45794.6264066486,0.088198885529774,0.428593308312433,"Gamma(log)",11,-22852.7539757133,45727.5882433974,79.1759878921366,4.10694605333452e-19
"4342",5.58808943034158,"+",NA,NA,"+",NA,NA,NA,-0.0997266547365993,NA,0.485224763002902,NA,NA,NA,NA,NA,-0.00188718774122661,NA,NA,45727.5231995982,45794.6416548202,0.087063191250617,0.425260869384695,"Gamma(log)",11,-22852.7615997991,45727.603491569,79.1912360636998,4.07575340313767e-19
"141",5.60643440855351,"+",0.0218707376791525,-0.0274559841554531,"+",NA,NA,-0.0709055231261159,NA,NA,0.488796455474882,-0.0251749796928811,NA,NA,-0.101861812479867,NA,NA,0.0236591678226333,NA,45727.541231172,45819.0663973838,0.0942212633909413,0.422964050729946,"Gamma(log)",15,-22848.770615586,45727.6873943875,79.2751388822653,3.90830667414481e-19
"146",5.60598040661545,"+",0.0232860172535409,-0.0273083915666135,"+",NA,NA,-0.0708411033365696,NA,NA,0.488621898339617,-0.0294749614323159,NA,NA,-0.102385165199754,NA,0.022249868752724,NA,NA,45727.6720812201,45819.1972474319,0.0937800556846786,0.422693406903279,"Gamma(log)",15,-22848.83604061,45727.8182444356,79.4059889303608,3.660790766433e-19
"3206",5.59002259730808,"+",NA,NA,"+",NA,NA,NA,-0.103585945383839,NA,0.484343282772932,-0.0364860813448976,NA,NA,NA,NA,0.00923623211624297,NA,NA,45727.7331652592,45800.9532982286,0.0878538485752128,0.427202156388394,"Gamma(log)",12,-22851.8665826296,45727.8280846385,79.4158291332496,3.64282354102608e-19
"4291",5.59177977685276,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.482235679890415,-0.0236533989405832,NA,NA,-0.0882169273831137,NA,NA,NA,NA,45727.7612923014,45794.8797475234,0.0880480510143449,0.430554376613149,"Gamma(log)",11,-22852.8806461507,45727.8415842722,79.4293287668843,3.61831794660257e-19
"4339",5.59434123945909,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.485385341255776,NA,NA,NA,-0.103061400772465,NA,NA,0.0275968971672972,NA,45727.901965548,45795.02042077,0.0888410889085368,0.430390338773951,"Gamma(log)",11,-22852.950982774,45727.9822575188,79.5700020134973,3.37256181785372e-19
"1575",5.60593455661385,"+",NA,-0.0278306873591041,"+","+",NA,-0.0716410239844469,NA,NA,0.490250190806065,NA,NA,NA,-0.103320475225643,NA,NA,NA,NA,45727.9826967385,45819.5078629503,0.0925035069367559,0.420552497901873,"Gamma(log)",15,-22848.9913483692,45728.128859954,79.7166044487603,3.13419204908422e-19
"151",5.61030646717195,"+",0.0300872293001296,-0.0254299625607182,"+","+",NA,-0.0713895887213851,-0.122524525835415,NA,0.49192213314158,-0.039001347458867,NA,NA,NA,NA,NA,NA,NA,45728.0500184232,45831.7785401299,0.0918690124806726,0.41811989989324,"Gamma(log)",17,-22847.0250092116,45728.2364900868,79.8242345814942,2.9699833742763e-19
"1639",5.609385700786,"+",NA,NA,"+","+",NA,-0.0720319870290549,NA,NA,0.485100471911721,-0.0255631465246743,NA,NA,-0.0994369407453106,NA,NA,NA,NA,45728.1605595903,45819.6857258021,0.0923985462492383,0.42263079982469,"Gamma(log)",15,-22849.0802797951,45728.3067228058,79.8944673005681,2.86749835220269e-19
"4187",5.59878006327617,"+",0.0268783154936766,NA,"+",NA,NA,NA,NA,NA,0.484491781229086,NA,NA,NA,-0.0951567166510187,NA,NA,NA,NA,45728.2280591618,45795.3465143838,0.0873477325957365,0.429703734029762,"Gamma(log)",11,-22853.1140295809,45728.3083511326,79.8960956273295,2.86516469017008e-19
"546",5.60370815862252,"+",0.0192693977282045,-0.0249047945190408,"+","+",NA,-0.0710584043008596,-0.121183237435259,NA,0.493017413191325,NA,NA,NA,NA,NA,NA,NA,NA,45728.1518900415,45825.7787340007,0.091427795277041,0.416034838824803,"Gamma(log)",16,-22848.0759450207,45728.3175921432,79.905336637923,2.85195671879203e-19
