"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(grav_nei)","cond(grav_total)","cond(InflowMPA)","cond(InflowNei)","cond(Netflow)","cond(Outdegree)","cond(SelfR)","cond(temp)","cond(CorridorIndegree)","cond(Inflow)","cond(OutFlow)","cond(IndegreeNei)","cond(Indegree)","cond(IndegreeMPA)","cond(FE)","AIC","BIC","R2.R2m","R2.R2c","df","logLik","AICc","delta","weight"
"2134",3.99941016305763,"+",0.03789998827378,NA,"+",0.0916456641752592,NA,NA,0.0480869617704326,-0.0523706728059475,NA,NA,0.176377023911467,NA,NA,NA,NA,NA,-0.0218332356273264,NA,29210.4606617336,29294.7168076728,0.0279111018817877,0.7474817281201,14,-14591.2303308668,29210.5996885459,0,0.0301470969204346
"2136",4.00069318341479,"+",0.0373213573514048,NA,"+",0.0913164251779201,NA,-0.0209213735689027,0.0493620631891047,-0.053076473417223,NA,NA,0.176817126892249,NA,NA,NA,NA,NA,NA,NA,29210.5518219145,29294.8079678537,0.0279511842308765,0.74669409005293,14,-14591.2759109573,29210.6908487268,0.0911601808838896,0.0288038350638487
"915",4.00556759035979,"+",0.0384437733262125,NA,"+",0.0884554848793531,NA,-0.0244454919872827,0.0457525089745725,-0.0514893279073934,NA,NA,0.172711321103201,0.0206367330806143,NA,NA,NA,NA,NA,NA,29210.5807522477,29300.8551943255,0.0283982993181614,0.746009854500801,15,-14590.2903761239,29210.7396926451,0.140004099132057,0.0281089092455944
"900",4.00155223890976,"+",0.0383118224015506,0.0157328108369527,"+",0.0906402912953117,NA,NA,0.0484398793373799,-0.0524400055376169,NA,NA,0.174393618647199,NA,NA,NA,NA,NA,-0.0219128307167736,NA,29210.6887097999,29300.9631518777,0.0281352620605238,0.747359912405386,15,-14590.3443549,29210.8476501973,0.247961651348305,0.0266318483234925
"902",4.0028272838007,"+",0.0377206810956124,0.0156473401978588,"+",0.0903182563263134,NA,-0.0209202303837381,0.0496859756182521,-0.0531313853623843,NA,NA,0.174845228714929,NA,NA,NA,NA,NA,NA,NA,29210.7982664897,29301.0727085675,0.0281764496743764,0.746566908202351,15,-14590.3991332449,29210.9572068871,0.357518341133982,0.0252122367024583
"2084",4.00388273914786,"+",0.0357717626734766,0.0156529242972461,"+",0.0909100593206565,NA,NA,0.0412451348667488,-0.0489139938414147,NA,NA,0.174520080866867,NA,NA,NA,NA,NA,NA,NA,29211.0471921552,29295.3033380945,0.0277356349162096,0.745956244714617,14,-14591.5235960776,29211.1862189675,0.58653042160222,0.022484437873797
"264",4.00704357416996,"+",0.0386950667112307,0.013986849581063,"+",0.0878312142614929,NA,-0.0241361217010432,0.0463586298361067,-0.0516778993038502,NA,NA,0.171296916350736,0.0188235026802718,NA,NA,NA,NA,NA,NA,29211.1759676449,29307.4687058612,0.0285706600081028,0.745965020011314,16,-14589.5879838225,29211.3561597615,0.756471215558122,0.0206528437724841
"615",4.00002701787831,"+",0.0399967969399021,NA,"+",0.0921656513680599,-0.0126594983897315,NA,0.0485569745997208,-0.0532620159635925,NA,NA,0.176468991592404,NA,NA,NA,NA,NA,-0.0225003531249578,NA,29211.5111510937,29301.7855931715,0.0278452421994895,0.747946335389914,15,-14590.7555755469,29211.6700914911,1.07040294515537,0.0176526719656977
"2132",4.00570220370278,"+",0.0360012828649897,NA,"+",0.0897402923102296,NA,NA,0.0370065859137235,-0.0470705781298552,NA,NA,0.173236907110084,0.0161043384258303,NA,NA,NA,NA,NA,NA,29211.5583823789,29295.8145283182,0.0278027970849471,0.745466820990151,14,-14591.7791911895,29211.6974091912,1.09772064530262,0.0174131959723892
"617",4.00134745835573,"+",0.0394061118228924,NA,"+",0.0918256652506345,-0.0126747486902313,-0.0215937437859742,0.0498850058826769,-0.0539972121462869,NA,NA,0.176922207159344,NA,NA,NA,NA,NA,NA,NA,29211.60002406,29301.8744661377,0.0278896103870999,0.747139094654107,15,-14590.80001203,29211.7589644573,1.15927591139916,0.0168854224869078
"193",4.00610043240981,"+",0.0404313981795329,NA,"+",0.0889931758473558,-0.0121583789794088,-0.0250255173274475,0.0463237269124102,-0.0524048256897914,NA,NA,0.172889099222222,0.0202498174645161,NA,NA,NA,NA,NA,NA,29211.7032945875,29307.9960328037,0.028343120791078,0.746455927845677,16,-14589.8516472937,29211.8834867041,1.28379815810695,0.0158661760616075
"6119",3.99189083212059,"+",NA,NA,"+",0.0939063046921677,NA,NA,0.0449476090940332,-0.0506663613162922,NA,NA,0.174738611625753,NA,NA,NA,NA,NA,NA,NA,29211.8216270259,29284.0411806881,0.0274353366505646,0.742318901713063,12,-14593.9108135129,29211.9248357589,1.32514721297048,0.0155415180094191
"178",4.00215258295364,"+",0.0403908797439674,0.0156701743642004,"+",0.0911597036704168,-0.012565073916958,NA,0.0489055009385113,-0.0533254740691142,NA,NA,0.174491596327749,NA,NA,NA,NA,NA,-0.0225748271975197,NA,29211.7523487005,29308.0450869167,0.0280733756964788,0.747823069001548,16,-14589.8761743502,29211.9325408171,1.33285227113083,0.0154817590448239
"180",4.00346857613502,"+",0.0397871472816897,0.0155826287757966,"+",0.0908273819833651,-0.0125771289013603,-0.0215874707816145,0.0502036094517047,-0.054046130152227,NA,NA,0.174955595722355,NA,NA,NA,NA,NA,NA,NA,29211.8601135155,29308.1528517318,0.0281185770704758,0.747012226730778,16,-14589.9300567578,29212.0403056321,1.4406170861912,0.0146696405220293
"1546",4.00237696821884,"+",0.037241971401482,NA,"+",0.0923978463960517,-0.0116466217380715,NA,0.0411538027562143,-0.049581542807553,NA,NA,0.176579410798966,NA,NA,NA,NA,NA,NA,NA,29211.9915372321,29296.2476831713,0.0274497151689144,0.746476169630314,14,-14591.9957686161,29212.1305640444,1.53087549848351,0.014022327510508
"912",4.0007914677151,"+",0.0388901619772376,NA,"+",0.0920392476721803,NA,NA,0.0492490082374695,-0.0531142609276484,NA,-0.00803345573406572,0.177419343012251,NA,NA,NA,NA,NA,-0.0225133298794447,NA,29212.0365500979,29302.3109921757,0.028127500668324,0.746643312598196,15,-14591.018275049,29212.1954904953,1.59580194935188,0.0135744270135398
"898",4.00721961916613,"+",0.0362928944556414,0.0143854871383116,"+",0.0890773583225562,NA,NA,0.037745044364564,-0.0473233467130376,NA,NA,0.171784008336948,0.0142999928794606,NA,NA,NA,NA,NA,NA,29212.0785957449,29302.3530378226,0.0279790161216552,0.745423325669509,15,-14591.0392978725,29212.2375361423,1.63784759631017,0.0132920329909224
"2285",3.99475855381204,"+",NA,NA,"+",0.0907956637308022,NA,-0.0226356301383346,0.0496428613791708,-0.0531933244422388,NA,NA,0.171049482386133,0.0195521442043615,NA,NA,NA,NA,NA,NA,29212.1353049932,29296.3914509325,0.0282899715658529,0.741936374958596,14,-14592.0676524966,29212.2743318056,1.67464325961555,0.0130497242183249
"853",3.99939035270813,"+",0.0365822280333938,NA,"+",0.0919871934795472,NA,-0.0202302956679541,0.0509092595037344,-0.0510284198610116,-0.00908268965255708,NA,0.178879084372994,NA,NA,NA,NA,NA,NA,NA,29212.1835429049,29302.4579849827,0.0281506307209116,0.746904126542147,15,-14591.0917714525,29212.3424833023,1.74279475633011,0.0126125361577306
"2270",3.99112871291336,"+",NA,0.0153676776502338,"+",0.0928298762581418,NA,NA,0.0520624473114037,-0.0540438620785738,NA,NA,0.172564984523488,NA,NA,NA,NA,NA,-0.0197732382779622,NA,29212.2110260078,29296.4671719471,0.0279471517092216,0.743184777409391,14,-14592.1055130039,29212.3500528202,1.75036427420491,0.0125648909684364
"2272",3.99241136133825,"+",NA,0.0152960463550822,"+",0.0924972383624413,NA,-0.0193134683406563,0.0533072592781395,-0.0547266231423497,NA,NA,0.173019535746512,NA,NA,NA,NA,NA,NA,NA,29212.223338424,29296.4794843632,0.0280335952877405,0.742528866267981,14,-14592.111669212,29212.3623652363,1.76267669036315,0.0124877764950613
"1998",4.00013535357722,"+",0.0345674819087849,NA,"+",0.0926917782361598,NA,NA,0.0430894817387363,-0.0465709573213864,-0.0108692888161426,NA,0.178972507748125,NA,NA,NA,NA,NA,NA,NA,29212.2683379865,29296.5244839257,0.0277606717799324,0.746358777931843,14,-14592.1341689933,29212.4073647988,1.80767625288354,0.01220994158864
"565",4.00450072556163,"+",0.0376247989942702,0.0155928965892076,"+",0.0913972954735762,-0.0115495430045101,NA,0.0414778914394261,-0.0496339165305424,NA,NA,0.174616947924011,NA,NA,NA,NA,NA,NA,NA,29212.2515371168,29302.5259791946,0.0276715986253773,0.746346115017796,15,-14591.1257685584,29212.4104775142,1.81078896824692,0.0121909533323476
"261",4.00282420703449,"+",0.0392403186516933,0.0155284120425799,"+",0.0910262353683267,NA,NA,0.0495331873452372,-0.053141630578119,NA,-0.00758634616153067,0.17540313075773,NA,NA,NA,NA,NA,-0.0225544419384142,NA,29212.3107017838,29308.6034400001,0.0283398483200996,0.746569100154869,16,-14590.1553508919,29212.4908939004,1.89120535446273,0.011710500915528
"36",4.00757221683227,"+",0.040674321048575,0.0139587732168044,"+",0.088368035058841,-0.0121177858343103,-0.0247148625076676,0.0469266931492439,-0.0525904731241739,NA,NA,0.1714758293011,0.0184424512955524,NA,NA,NA,NA,NA,NA,29212.3037389582,29314.614773313,0.0285179347306997,0.746410130100652,17,-14589.1518694791,29212.5065222584,1.9068337124736,0.0116193495654324
"250",4.0014739870885,"+",0.0369436567111985,0.0158865502473751,"+",0.0910125094112776,NA,-0.0201862743953361,0.0513345226180717,-0.0509594364405493,-0.00965379878492719,NA,0.17700785971715,NA,NA,NA,NA,NA,NA,NA,29212.382239512,29308.6749777282,0.0283912230251358,0.746788230631789,16,-14590.191119756,29212.5624316286,1.96274308262582,0.0112990323504138
"914",4.00155449392391,"+",0.0377945925505108,NA,"+",0.0915595445404577,NA,-0.0203513323382324,0.0496616947986082,-0.0533202139589329,NA,-0.00457658981130258,0.177409502833101,NA,NA,NA,NA,NA,NA,NA,29212.4144606384,29302.6889027161,0.028059305232473,0.746172747986345,15,-14591.2072303192,29212.5734010357,1.9737124897656,0.0112372301456593
"843",4.0022320075981,"+",0.0349362390169602,0.0159355748373001,"+",0.0917100743730309,NA,NA,0.0435340028844132,-0.0465149381862947,-0.0114368547697485,NA,0.177102335720073,NA,NA,NA,NA,NA,NA,NA,29212.4588531929,29302.7332952706,0.027995612700105,0.746240304143812,15,-14591.2294265965,29212.6177935903,2.01810504431705,0.0109905532514453
"2121",4.00294342962567,"+",0.0361226641167388,NA,"+",0.092242333151323,NA,NA,0.0416923374229639,-0.049380130603293,NA,-0.00661623317989242,0.17735246459434,NA,NA,NA,NA,NA,NA,NA,29212.5108056163,29296.7669515555,0.0276924202153857,0.745353521942396,14,-14592.2554028081,29212.6498324286,2.05014388266136,0.010815893679529
"265",4.00609565969881,"+",0.0387588635650316,NA,"+",0.088666382772044,NA,-0.0239963219979432,0.0460145181423693,-0.0516835297322994,NA,-0.00319602749761355,0.173187279613786,0.0203293678910157,NA,NA,NA,NA,NA,NA,29212.514051274,29308.8067894902,0.028471159566723,0.745654897409403,16,-14590.257025637,29212.6942433906,2.09455484461432,0.0105783684985252
"263",4.00358878711126,"+",0.0381432604703385,0.0155354558098487,"+",0.0905453179904798,NA,-0.0204073341029102,0.0499533951692988,-0.0533512661727823,NA,-0.00412258779057265,0.17539217847263,NA,NA,NA,NA,NA,NA,NA,29212.6868670765,29308.9796052928,0.0282733736960042,0.74609980921593,16,-14590.3434335383,29212.8670591931,2.26737064716508,0.0097026913624929
"2127",4.0015644390056,"+",0.035552412638175,NA,"+",0.0920007342490933,NA,NA,0.0416862535436589,-0.0493686151991544,NA,NA,0.176674721344072,NA,NA,NA,NA,-0.00205542118400971,NA,NA,29212.7811403653,29297.0372863046,0.0275154321996392,0.746234515683708,14,-14592.3905701827,29212.9201671777,2.32047863170374,0.00944843684698456
"950",3.99614221675718,"+",NA,0.0137322958716167,"+",0.09019557325604,NA,-0.0223201719153178,0.0502618470555342,-0.0533880633581507,NA,NA,0.169649726894978,0.0177698157652348,NA,NA,NA,NA,NA,NA,29212.780075223,29303.0545173007,0.0284656465708782,0.741872989804712,15,-14591.3900376115,29212.9390156203,2.33932707436907,0.00935981095783683
"887",4.00497548279327,"+",0.0364668525711753,0.0154843620048816,"+",0.0912317722725383,NA,NA,0.0419631014783545,-0.0494018691509947,NA,-0.00616654921175387,0.175346349621439,NA,NA,NA,NA,NA,NA,NA,29212.7962853795,29303.0707274572,0.0278987567448313,0.745276055617868,15,-14591.3981426898,29212.9552257769,2.35553723091653,0.00928425556221084
"613",4.00619149830759,"+",0.0377763849111055,NA,"+",0.0902646365290681,-0.0111193433355757,NA,0.0373443277125101,-0.0478155985248743,NA,NA,0.173416555914662,0.0156477032609519,NA,NA,NA,NA,NA,NA,29212.8208351766,29303.0952772543,0.0277387974058224,0.745862162200208,15,-14591.4104175883,29212.979775574,2.38008702800653,0.00917098885795435
"893",4.00367697787946,"+",0.0359820490007258,0.015685899080219,"+",0.0910122698212411,NA,NA,0.0421350138066354,-0.0495072636794233,NA,NA,0.174731837815032,NA,NA,NA,NA,-0.00237976424458239,NA,NA,29213.0221616715,29303.2966037492,0.0277334932332383,0.7461287494652,15,-14591.5110808357,29213.1811020688,2.58141352290113,0.0082927519081514
"190",4.00147981579597,"+",0.0410728367871825,NA,"+",0.0925901713322754,-0.0129183188083581,NA,0.0497790320046122,-0.0540557418055739,NA,-0.00838814624827986,0.177556878231108,NA,NA,NA,NA,NA,-0.0232232771652545,NA,29213.0491910471,29309.3419292634,0.0280680631065992,0.747081636979082,16,-14590.5245955236,29213.2293831637,2.6296946177572,0.00809495737710052
"41",4.00751839983927,"+",0.0389809374884724,0.0139322614298349,"+",0.0880257000647883,NA,-0.0237290041628332,0.0465949841967486,-0.0518540884900351,NA,-0.00290811341639204,0.171735676863003,0.0185512142901983,NA,NA,NA,NA,NA,NA,29213.1207601525,29315.4317945073,0.0286368090468287,0.745642137310833,17,-14589.5603800762,29213.3235434527,2.72385490675151,0.00772267786258621
"2268",3.99691587511856,"+",NA,0.0141151736342473,"+",0.0912286316504793,NA,NA,0.0420358473936297,-0.0492459175121397,NA,NA,0.170180645283472,0.0136201202537295,NA,NA,NA,NA,NA,NA,29213.2639188437,29297.5200647829,0.0279422799434574,0.741611302053346,14,-14592.6319594219,29213.402945656,2.80325711008845,0.00742208544979337
"131",4.00006162980333,"+",0.0386654893771829,NA,"+",0.0924789403428707,-0.012568600014466,-0.0209137486955393,0.0513951243702749,-0.0519863324610789,-0.00888418808408057,NA,0.178937154486743,NA,NA,NA,NA,NA,NA,NA,29213.247534982,29309.5402731983,0.0280794040647051,0.747337791019251,16,-14590.623767491,29213.4277270986,2.82803855265593,0.00733068786797477
"1842",3.99049416130186,"+",NA,NA,"+",0.093951309154891,-0.0100128951328024,-0.019803665918344,0.0535377848573385,-0.0554696823651397,NA,NA,0.174981524705645,NA,NA,NA,NA,NA,NA,NA,29213.2951225001,29297.5512684393,0.0277699205900401,0.742867950426427,14,-14592.6475612501,29213.4341493124,2.83446076649489,0.00730718599913857
"1840",3.98918301460647,"+",NA,NA,"+",0.094295604008077,-0.00994815921567909,NA,0.0522172698800794,-0.0547450185269821,NA,NA,0.17452607201086,NA,NA,NA,NA,NA,-0.0201612587859106,NA,29213.3055861941,29297.5617321333,0.0276793597296882,0.743533246438803,14,-14592.652793097,29213.4446130064,2.8449244604235,0.00726905575303328
"910",4.00665826246878,"+",0.0366482463534927,NA,"+",0.0900861144412764,NA,NA,0.0377845028757753,-0.0475768171851031,NA,-0.00583269878656258,0.174080642101812,0.0157044366937139,NA,NA,NA,NA,NA,NA,29213.3343354835,29303.6087775613,0.0279561533754782,0.744835289977809,15,-14591.6671677418,29213.4932758809,2.89358733494737,0.00709432354224867
"176",4.00770529586658,"+",0.0380625395438423,0.0143689393147874,"+",0.0896006268991929,-0.0110911480235767,NA,0.0380808258053426,-0.0480666862588393,NA,NA,0.17196365458425,0.0138472065398686,NA,NA,NA,NA,NA,NA,29213.3442711664,29309.6370093826,0.0279171384299487,0.745818203839245,16,-14590.6721355832,29213.524463283,2.92477473704639,0.00698455485612295
"2223",3.98912422769381,"+",NA,NA,"+",0.0941911314721325,NA,-0.0185549951386361,0.0546989277432645,-0.0522109054249216,-0.0107097144633238,NA,0.17743252339088,NA,NA,NA,NA,NA,NA,NA,29213.3889533519,29297.6450992911,0.0280079693261201,0.743022051082137,14,-14592.694476676,29213.5279801642,2.9282916182965,0.00697228372330724
"2213",3.99228650565476,"+",NA,0.0156387136168516,"+",0.0937904340521424,NA,NA,0.0477802090115159,-0.0480066217919211,-0.0128341785005579,NA,0.175732213484941,NA,NA,NA,NA,NA,NA,NA,29213.3992497532,29297.6553956924,0.0279198869358336,0.742573260257452,14,-14592.6996248766,29213.5382765655,2.93858801955139,0.00693648124611157
"33",4.00349434967405,"+",0.041403082606858,0.0154543464509722,"+",0.0915766803717618,-0.0128108594887679,NA,0.0500571085921496,-0.0540762511545806,NA,-0.00793913555691506,0.17554823297821,NA,NA,NA,NA,NA,-0.0232582571975395,NA,29213.3387162498,29315.6497506046,0.0282843168175243,0.747007175583642,17,-14589.6693581249,29213.54149955,2.94181100404239,0.00692531216223551
"192",4.00225293861155,"+",0.0399219793150152,NA,"+",0.0920872925288378,-0.0127773488241372,-0.0210005415905865,0.0502052629899295,-0.0542612237433666,NA,-0.00481897732277559,0.177545703957584,NA,NA,NA,NA,NA,NA,NA,29213.4477658855,29309.7405041017,0.0280022512708657,0.746594101135611,16,-14590.7238829427,29213.6279580021,3.02826945611741,0.00663231492644562
"479",4.00077730666269,"+",0.0364319727714661,NA,"+",0.0931683176792419,-0.0115572532204523,NA,0.0432968986562053,-0.0473176225275568,-0.0107417292400088,NA,0.179033761529003,NA,NA,NA,NA,NA,NA,NA,29213.4723095032,29303.746751581,0.0276833381052598,0.746744510809185,15,-14591.7361547516,29213.6312499006,3.03156135465179,0.00662140745159031
"22",4.00213561673125,"+",0.0390078936636893,0.0158166363860343,"+",0.0915036845046877,-0.0124624443517562,-0.0208638622487632,0.0518139967830362,-0.0519108041929778,-0.00945415292610967,NA,0.177074054306769,NA,NA,NA,NA,NA,NA,NA,29213.4609947012,29315.7720290559,0.028323755568648,0.747221138538486,17,-14589.7304973506,29213.6637780014,3.06408945543808,0.00651458756379324
"2083",4.00657231790497,"+",0.0400278596571046,0.0150687306618594,"+",0.0907071977482998,NA,NA,NA,-0.0496851210487426,NA,NA,0.176369967377463,NA,NA,NA,0.0374763762681285,NA,NA,NA,29213.5672674732,29297.8234134124,0.0271590718148036,0.745545934775824,14,-14592.7836337366,29213.7062942855,3.10660573955101,0.00637756115955164
"766",3.99473934140916,"+",NA,NA,"+",0.0913121105028528,-0.00945351242585132,-0.0230225500341978,0.0502569762327508,-0.0539882161038682,NA,NA,0.171136013138641,0.0191994030863954,NA,NA,NA,NA,NA,NA,29213.5936599297,29303.8681020075,0.0282645515897165,0.742127177967549,15,-14591.7968299649,29213.7526003271,3.15291178114421,0.0062315976222059
"1790",3.99395896380834,"+",NA,0.0152560021730845,"+",0.0934176929995711,-0.00907847168288909,NA,0.045667628270595,-0.0513918912789619,NA,NA,0.172813754197674,NA,NA,NA,NA,NA,NA,NA,29213.6392279378,29297.895373877,0.0276309975412672,0.742317586362573,14,-14592.8196139689,29213.7782547501,3.17856620412567,0.006152174081864
"2282",3.99002201905185,"+",NA,NA,"+",0.0941374851982338,NA,NA,0.05266538997437,-0.0545744789949594,NA,-0.00627531119964414,0.17531727003614,NA,NA,NA,NA,NA,-0.0202076723432201,NA,29213.643863149,29297.9000090882,0.0279011558441344,0.742585155848605,14,-14592.8219315745,29213.7828899613,3.18320141538788,0.00613793227838505
"751",3.9911574563551,"+",NA,0.0153028481117261,"+",0.0933325218700777,-0.00983030973430485,NA,0.0525926986412461,-0.054819117239001,NA,NA,0.172578957684911,NA,NA,NA,NA,NA,-0.0202110333422613,NA,29213.6255626388,29303.9000047165,0.0279148875318192,0.743379228305249,15,-14591.8127813194,29213.7845030361,3.1848144901669,0.00613298380234199
"753",3.99246836732453,"+",NA,0.0152295462695783,"+",0.0929942854129965,-0.00989255676611657,-0.0197804116130653,0.0538838584372189,-0.0555293451504165,NA,NA,0.173043905695944,NA,NA,NA,NA,NA,NA,NA,29213.6306071632,29303.9050492409,0.0280067805164273,0.74271289546551,15,-14591.8153035816,29213.7895475605,3.18985901455744,0.00611753430119004
"936",3.99107437428442,"+",NA,0.0155796766050533,"+",0.0932542295550798,NA,-0.0184955175389754,0.0551518048522683,-0.0521552974440975,-0.0112808476940994,NA,0.17558662933785,NA,NA,NA,NA,NA,NA,NA,29213.6546146092,29303.9290566869,0.0282556858836226,0.742878006793523,15,-14591.8273073046,29213.8135550065,3.21386646057363,0.00604454009155489
"37",4.00667610745892,"+",0.0407858402615464,NA,"+",0.0892261432064938,-0.0122403371964321,-0.024544229208321,0.046610797515299,-0.0526204806157278,NA,-0.00345620018028311,0.173404559574545,0.01991496187063,NA,NA,NA,NA,NA,NA,29213.6253203183,29315.936354673,0.0284207440156808,0.7460758359772,17,-14589.8126601591,29213.8281036185,3.22841507253906,0.00600072979534094
"602",4.00363520367316,"+",0.038055141400624,NA,"+",0.0927547559312091,-0.0118329260726363,NA,0.0419646225289977,-0.0501389710523024,NA,-0.00690130506076697,0.177480436722733,NA,NA,NA,NA,NA,NA,NA,29213.6773381138,29303.9517801915,0.0276300870703572,0.745720504601159,15,-14591.8386690569,29213.8362785111,3.23658996517042,0.00597625219396773
"121",4.00286362201518,"+",0.0367828721176016,0.0158725869115371,"+",0.0921853801788809,-0.0114535984187041,NA,0.0437381608830381,-0.0472559310005854,-0.0113068105244813,NA,0.177169020302578,NA,NA,NA,NA,NA,NA,NA,29213.6762272658,29309.968965482,0.0279220293658499,0.74662003701593,16,-14590.8381136329,29213.8564193824,3.25673083643778,0.00591637075308135
"35",4.00427439796879,"+",0.0402510690977014,0.0154630004795986,"+",0.0910727336151011,-0.0126703807946368,-0.0210507429030074,0.0504911155565436,-0.0542853115350548,NA,-0.00436427446870754,0.17553548583139,NA,NA,NA,NA,NA,NA,NA,29213.7352967409,29316.0463310957,0.0282203333646736,0.746520270235869,17,-14589.8676483705,29213.9380800411,3.33839149517735,0.0056796685835778
"2284",3.99093320473841,"+",NA,NA,"+",0.0936352232505529,NA,-0.0189212731656323,0.0531896368494804,-0.054837347546002,NA,-0.00313471958937471,0.175364608204897,NA,NA,NA,NA,NA,NA,NA,29213.8369293025,29298.0930752417,0.0278844466347592,0.742285994628137,14,-14592.9184646513,29213.9759561148,3.37626756888858,0.00557311891585884
"259",4.00810953090063,"+",0.0369008672920389,0.0142683862238284,"+",0.0894097539286945,NA,NA,0.0384732041731304,-0.0477992334416839,NA,-0.00550532096458795,0.172591690983337,0.013937515056103,NA,NA,NA,NA,NA,NA,29213.8790727394,29310.1718109557,0.0281233381720337,0.744828026124594,16,-14590.9395363697,29214.059264856,3.45957631009151,0.00534574263850323
"851",4.00135445751055,"+",0.0353360945929157,NA,"+",0.0930778443152313,NA,NA,0.0440047381540323,-0.0470412377617344,-0.0112955863519939,-0.0070805398607966,0.179994253424559,NA,NA,NA,NA,NA,NA,NA,29213.9382429757,29304.2126850535,0.0279544085594633,0.745587876871803,15,-14591.9691214879,29214.0971833731,3.49749482713378,0.00524534605156284
"608",4.00214200604415,"+",0.0375051985127899,NA,"+",0.092525883940308,-0.011774210160592,NA,0.0421911739619855,-0.0502798815161153,NA,NA,0.176831220197524,NA,NA,NA,NA,-0.00277144148138991,NA,NA,29213.9576934906,29304.2321355684,0.0274455789141485,0.746681529488405,15,-14591.9788467453,29214.116633888,3.51694534202761,0.00519458096270799
"2257",3.99456163423414,"+",NA,0.0151853405092612,"+",0.0932184445141563,NA,NA,0.0459162825892254,-0.0511355645618203,NA,-0.00465113006658381,0.173407614194033,NA,NA,NA,NA,NA,NA,NA,29213.9969822888,29298.2531282281,0.0277996637746374,0.741583362699099,14,-14592.9984911444,29214.1360091012,3.53632055520939,0.00514450087569352
"947",3.99192140296333,"+",NA,0.0152042398945408,"+",0.0931627452824204,NA,NA,0.0529733594527934,-0.0546124245860975,NA,-0.00582123832953052,0.173325066219813,NA,NA,NA,NA,NA,-0.0202277039836235,NA,29213.9868135379,29304.2612556156,0.0281198462278001,0.742486826010174,15,-14591.9934067689,29214.1457539352,3.54606538926237,0.00511949568935134
"165",4.00565143903423,"+",0.0383797104397259,0.0154154964751956,"+",0.0917432794155261,-0.0117241860543916,NA,0.0422319986357895,-0.050154584071823,NA,-0.00645028109906737,0.175481056379894,NA,NA,NA,NA,NA,NA,NA,29213.9772129038,29310.26995112,0.0278401195934907,0.745641741311011,16,-14590.9886064519,29214.1574050204,3.55771647441361,0.00508975855082951
"251",4.000279402764,"+",0.0370716362458837,NA,"+",0.0922826369782824,NA,-0.0195741179311212,0.0513028378854151,-0.0512141189445567,-0.00944789127687857,-0.00504393881397454,0.17961349690012,NA,NA,NA,NA,NA,NA,NA,29214.0173539855,29310.3100922017,0.0282756800998054,0.746338381181541,16,-14591.0086769927,29214.1975461021,3.59785755613484,0.00498862266482672
"951",3.99500628050095,"+",NA,NA,"+",0.0909231078549491,NA,-0.0223732245089668,0.0498066669589536,-0.0533085780534569,NA,-0.00178011460343059,0.17131282271246,0.0193746251815828,NA,NA,NA,NA,NA,NA,29214.1145211389,29304.3889632166,0.0283358963363532,0.741716265214748,15,-14592.0572605694,29214.2734615362,3.67377299028885,0.00480281466940136
"2263",3.99380116845604,"+",NA,0.0153255310504718,"+",0.0929809383617966,NA,NA,0.0455695278210411,-0.0509114784051026,NA,NA,0.172851513800674,NA,NA,NA,NA,-0.000670271680167875,NA,NA,29214.1386463168,29298.394792256,0.0276592339496629,0.742202877912046,14,-14593.0693231584,29214.2776731291,3.67798458316975,0.00479271156064506
"949",3.99283325387121,"+",NA,0.0152205492853377,"+",0.0926589958935021,NA,-0.0189636366678201,0.0535073703606075,-0.054879860560344,NA,-0.00267636621598038,0.173370628583808,NA,NA,NA,NA,NA,NA,NA,29214.1761556513,29304.450597729,0.0281054076424994,0.742188852025805,15,-14592.0880778256,29214.3350960486,3.73540750268512,0.00465706247554088
"248",4.00335071131436,"+",0.0356531790641377,0.0157634977978456,"+",0.0920841342558426,NA,NA,0.0443880935283041,-0.0469572064573851,-0.0118308742967446,-0.00664565758910091,0.178081604873732,NA,NA,NA,NA,NA,NA,NA,29214.1681993852,29310.4609376015,0.028177655379921,0.745516113098879,16,-14591.0840996926,29214.3483915018,3.74870295588698,0.00462620627287338
"1838",3.99549720884642,"+",NA,NA,"+",0.0923580085613121,-0.00865496106006973,NA,0.0417143529436204,-0.0496480940461856,NA,NA,0.171711259262812,0.0150002920555765,NA,NA,NA,NA,NA,NA,29214.2345227037,29298.4906686429,0.0277303190815736,0.741845710260841,14,-14593.1172613518,29214.373549516,3.77386097006092,0.00456837766712508
"171",4.00424122743297,"+",0.0379195990897058,0.0156349573703516,"+",0.0915358991843265,-0.0116911631683892,NA,0.0426354384585242,-0.0504123124492167,NA,NA,0.174892574951069,NA,NA,NA,NA,-0.00308944744749725,NA,NA,29214.2094435776,29310.5021817938,0.0276672007205298,0.7465746274624,16,-14591.1047217888,29214.3896356942,3.78994714823057,0.00453178117030664
"228",3.9961188936252,"+",NA,0.0137005121692189,"+",0.0907100552825431,-0.00939822379956815,-0.0227056050914715,0.0508707976954625,-0.0541784249478465,NA,NA,0.169739030133535,0.0174237797213301,NA,NA,NA,NA,NA,NA,29214.2443456028,29310.537083819,0.0284425038611285,0.742064006692202,16,-14591.1221728014,29214.4245377194,3.82484917344482,0.00445338305282849
