"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(Richness)","cond(SelfR)","cond(temp)","cond(grav_neiBR.1)","cond(IndegreeBR)","cond(InflowBR)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"126",5.9954135713302,"+",NA,-0.0489354444845522,"+",NA,-0.143897864922843,0.167656135507972,-0.105579357209719,-0.459174280442736,0.532729879770253,-0.0410014414419252,0.330004789899899,NA,NA,NA,NA,NA,NA,NA,45074.0233859045,45171.6502298638,0.176374709314822,0.240579738612593,"Gamma(log)",16,-22521.0116929523,45074.1890880062,0,0.074032929327445
"237",5.99541368198618,"+",NA,-0.048935402293393,"+",NA,NA,0.167655777992155,-0.10557978882378,-0.459174923971583,0.532730361394192,-0.0410014771390046,0.330005142435164,-0.143898012650881,NA,NA,NA,NA,NA,NA,45074.0233864074,45171.6502303666,0.176374908786621,0.240579768663711,"Gamma(log)",16,-22521.0116932037,45074.1890885091,5.02863258589059e-07,0.0740329107132273
"804",5.98938040843064,"+",NA,-0.0477871004437502,"+",NA,NA,0.170567336863632,-0.113195626235704,-0.454096960247229,0.538559315339209,NA,0.321278223658629,-0.145237974511734,NA,NA,NA,NA,NA,NA,45074.160472978,45165.6856391898,0.174996233104085,0.239822343880698,"Gamma(log)",15,-22522.080236489,45074.3066361936,0.117548187321518,0.0698071117054473
"509",5.98937847097426,"+",NA,-0.047787224935346,"+",NA,-0.145237795025043,0.170567702551104,-0.113195034069788,-0.45409528608656,0.538556286263866,NA,0.321277881864013,NA,NA,NA,NA,NA,NA,NA,45074.1604739715,45165.6856401833,0.174995371355365,0.239822150696773,"Gamma(log)",15,-22522.0802369857,45074.306637187,0.117549180795322,0.0698070770296875
"1588",5.98707523628379,"+",NA,NA,"+",NA,-0.150060006372972,0.171274577238494,-0.112579476743933,-0.461265142761669,0.535983334287158,NA,0.317654939286201,NA,NA,NA,NA,NA,NA,NA,45074.9405889778,45160.3640774422,0.173951305537594,0.241607949539248,"Gamma(log)",14,-22523.4702944889,45075.0684428591,0.879354852819233,0.0476952856047015
"2050",5.98707560724918,"+",NA,NA,"+",NA,NA,0.17127477900747,-0.112579522018389,-0.461265762409823,0.535983050082,NA,0.317655180817952,-0.150059902825265,NA,NA,NA,NA,NA,NA,45074.9405892451,45160.3640777095,0.173951359971109,0.241608007434907,"Gamma(log)",14,-22523.4702946226,45075.0684431264,0.87935512013064,0.047695279229955
"542",5.99288526192309,"+",NA,NA,"+",NA,-0.148775024396586,0.168487001833495,-0.105209835514912,-0.466356335238684,0.53032070607294,-0.039737628017455,0.326056467287806,NA,NA,NA,NA,NA,NA,NA,45074.9377377119,45166.4629039238,0.175274430997938,0.242364803510142,"Gamma(log)",15,-22522.468868856,45075.0839009275,0.894812921280391,0.0473280680561942
"846",5.99288553101993,"+",NA,NA,"+",NA,NA,0.16848721669189,-0.105209938764216,-0.466356471013119,0.530320813557658,-0.03973757563595,0.326056491156531,-0.148775028262654,NA,NA,NA,NA,NA,NA,45074.9377377765,45166.4629039883,0.175274509578331,0.242364789792445,"Gamma(log)",15,-22522.4688688883,45075.0839009921,0.894812985869066,0.0473280665277656
"76",6.00038809090784,"+",-0.0293093594618387,-0.0487786128195901,"+",NA,-0.140783951241822,0.172258105424808,-0.107603820802932,-0.456570433890938,0.535993806637634,NA,0.320046045011794,NA,NA,NA,NA,NA,NA,NA,45075.7098708704,45173.3367148297,0.175261078520598,0.238304481530155,"Gamma(log)",16,-22521.8549354352,45075.8755729722,1.68648496591049,0.0318573301705716
"177",6.00038796709883,"+",-0.029309471028332,-0.048778574416548,"+",NA,NA,0.172258995966996,-0.107604474084927,-0.456570438580911,0.535994412550063,NA,0.320046284403442,-0.140783017800534,NA,NA,NA,NA,NA,NA,45075.7098710492,45173.3367150085,0.175261163746489,0.238304556913465,"Gamma(log)",16,-22521.8549355246,45075.875573151,1.68648514472443,0.0318573273223045
"27",6.00256124400283,"+",-0.0197460325050333,-0.0495354200403309,"+",NA,NA,0.168925878132554,-0.102149584317603,-0.460609443546327,0.531278157962339,-0.0389654254115494,0.328775840462347,-0.141055931131822,NA,NA,NA,NA,NA,NA,45075.822997469,45179.5515191757,0.176470178430225,0.239548901216729,"Gamma(log)",17,-22520.9114987345,45076.0094691326,1.82038112638838,0.0297943691792914
"8",6.00255973741783,"+",-0.0197464774705834,-0.0495353964169636,"+",NA,-0.141055208609146,0.168926275204289,-0.102150249510495,-0.46060926558286,0.531278068326133,-0.0389651578824031,0.32877599462231,NA,NA,NA,NA,NA,NA,NA,45075.8229989364,45179.5515206431,0.176470094587668,0.239548894255193,"Gamma(log)",17,-22520.9114994682,45076.0094706,1.82038259372348,0.0297943473201376
"21",6.02256061329581,"+",NA,-0.0494911384236566,"+","+",-0.145048571301131,0.170038018496942,-0.108324666312023,-0.468100158875523,0.532650840525601,-0.041290766711603,0.336928224947892,NA,NA,NA,NA,NA,NA,NA,45076.2607253228,45192.1926025245,0.175728508288615,0.23229787663459,"Gamma(log)",19,-22519.1303626614,45076.4924326399,2.30334463364852,0.023402378636084
"41",6.02255910836581,"+",NA,-0.049491174736109,"+","+",NA,0.170036716633593,-0.108324834150579,-0.468099485154194,0.532649064036183,-0.0412918771447127,0.336927524800308,-0.145046325979436,NA,NA,NA,NA,NA,NA,45076.2607255001,45192.1926027018,0.175727932457959,0.232296845385757,"Gamma(log)",19,-22519.1303627501,45076.4924328172,2.30334481094178,0.0234023765615421
"244",6.01465974853188,"+",NA,-0.0483008984533362,"+","+",NA,0.172859189855315,-0.115726005850274,-0.463081274817238,0.538587822600068,NA,0.328175678474855,-0.146447637941357,NA,NA,NA,NA,NA,NA,45076.4288276462,45186.2590271004,0.174355775757564,0.231589959567839,"Gamma(log)",18,-22520.2144138231,45076.6373006727,2.44821266645886,0.0217671869896587
"131",6.01466036956065,"+",NA,-0.0483007559676127,"+","+",-0.146447970078998,0.172859614027163,-0.115726522778277,-0.463081899889106,0.538588962440208,NA,0.328175772076321,NA,NA,NA,NA,NA,NA,NA,45076.4288276476,45186.2590271018,0.174356252152581,0.231590615699741,"Gamma(log)",18,-22520.2144138238,45076.6373006741,2.44821266785584,0.0217671869744545
"725",5.99655395014153,"+",-0.0253445397289355,NA,"+",NA,NA,0.172757470322171,-0.107742712515934,-0.463506177676086,0.53377287371745,NA,0.316487066246124,-0.14631475001284,NA,NA,NA,NA,NA,NA,45076.6035536133,45168.1287198251,0.174165126379025,0.240326208804434,"Gamma(log)",15,-22523.3017768066,45076.7497168289,2.56062882261904,0.020577445016218
"451",5.996553940927,"+",-0.0253445310264427,NA,"+",NA,-0.146314752033495,0.172757478426589,-0.107742708948925,-0.46350618001795,0.533772864921432,NA,0.316487062246312,NA,NA,NA,NA,NA,NA,NA,45076.6035536781,45168.1287198899,0.174165125815642,0.240326207336404,"Gamma(log)",15,-22523.301776839,45076.7497168937,2.56062888742599,0.0205774443494372
"219",5.99866059650896,"+",-0.016023286018815,NA,"+",NA,NA,0.169530200902027,-0.102426245775801,-0.467575614919804,0.529148843356544,-0.0380857272344488,0.324996841092546,-0.146532036510714,NA,NA,NA,NA,NA,NA,45076.8057709719,45174.4326149312,0.175343418075186,0.241546214570323,"Gamma(log)",16,-22522.402885486,45076.9714730737,2.78238506742491,0.0184177974790852
"109",5.99866194073777,"+",-0.0160240649575322,NA,"+",NA,-0.146532172494634,0.169531088473945,-0.10242568165634,-0.467575741472496,0.529149440447332,-0.0380857919964662,0.324997547865014,NA,NA,NA,NA,NA,NA,NA,45076.8057723465,45174.4326163058,0.175343746606512,0.241546760759027,"Gamma(log)",16,-22522.4028861733,45076.9714744482,2.78238644199155,0.0184177848208446
"138",6.01932764165363,"+",NA,NA,"+","+",-0.149978026548796,0.170782833259604,-0.107809962016152,-0.475202580809123,0.53015225591333,-0.0399733274024792,0.332809701871127,NA,NA,NA,NA,NA,NA,NA,45077.2457231752,45187.0759226294,0.174457913082203,0.233937437092561,"Gamma(log)",18,-22520.6228615876,45077.4541962018,3.26510819551913,0.0144682397843044
"251",6.01932724030824,"+",NA,NA,"+","+",NA,0.170782387886101,-0.107809738759631,-0.475201760964036,0.530154841942816,-0.0399730429063071,0.332809424716387,-0.149978868757054,NA,NA,NA,NA,NA,NA,45077.2457246291,45187.0759240833,0.174458627618423,0.233938111207661,"Gamma(log)",18,-22520.6228623146,45077.4541976556,3.26510964937188,0.0144682292669632
"853",6.01174943908885,"+",NA,NA,"+","+",NA,0.173484962544896,-0.114973971121788,-0.470170242393114,0.535918215655328,NA,0.324403454100359,-0.151318181355051,NA,NA,NA,NA,NA,NA,45077.2729105707,45181.0014322774,0.173148271420011,0.233226264421644,"Gamma(log)",17,-22521.6364552854,45077.4593822343,3.27029422807391,0.0144307720013178
"547",6.01174897733719,"+",NA,NA,"+","+",-0.151318378555646,0.173484737863725,-0.114973630616756,-0.470170268755068,0.535918172346056,NA,0.324403961387199,NA,NA,NA,NA,NA,NA,NA,45077.2729107045,45181.0014324112,0.173148367131558,0.233226190099554,"Gamma(log)",17,-22521.6364553522,45077.4593823681,3.27029436186422,0.0144307710359691
"13",6.02530900736634,"+",-0.0298643498397939,-0.0493223828908199,"+","+",-0.141895479049678,0.174550760691338,-0.109940249286819,-0.465723755681134,0.535835363067701,NA,0.327000532997347,NA,NA,NA,NA,NA,NA,NA,45077.9569535628,45193.8888307644,0.17466082956752,0.230069369637241,"Gamma(log)",19,-22519.9784767814,45078.1886608798,3.99957287358848,0.0100214074347458
"33",6.02530738729419,"+",-0.0298669899530586,-0.0493224574329278,"+","+",NA,0.174554335027825,-0.109938956919293,-0.465728028135368,0.53583572020045,NA,0.326998588625287,-0.141894788879863,NA,NA,NA,NA,NA,NA,45077.9569564671,45193.8888336688,0.17466105148821,0.230069266437056,"Gamma(log)",19,-22519.9784782336,45078.1886637842,3.99957577796886,0.0100213928817668
"1",6.02937925454041,"+",-0.0201998195664634,-0.0501089521023307,"+","+",-0.142135811948904,0.171311232688805,-0.104749780511198,-0.469651008076264,0.5310758973508,-0.0391780009053654,0.335710491898045,NA,NA,NA,NA,NA,NA,NA,45078.0492686591,45200.0828236082,0.175845985135398,0.231264490704101,"Gamma(log)",20,-22519.0246343296,45078.3054443224,4.11635631618265,0.00945299693346549
"2",6.0293825764092,"+",-0.0202010791424159,-0.0501093345182689,"+","+",NA,0.171311584983475,-0.104749626588599,-0.469648359697734,0.531076570150408,-0.0391790314282792,0.335710790168201,-0.142135525058638,NA,NA,NA,NA,NA,NA,45078.0492697071,45200.0828246562,0.175846207471186,0.231264240830662,"Gamma(log)",20,-22519.0246348536,45078.3054453704,4.1163573641752,0.00945299198013158
"114",6.02090447114006,"+",-0.0258461528200394,NA,"+","+",-0.147490020469415,0.174968458938309,-0.10995920939229,-0.472554448923837,0.533544038381506,NA,0.32326743615149,NA,NA,NA,NA,NA,NA,NA,45078.9195601876,45188.7497596418,0.173390526231789,0.231937637900553,"Gamma(log)",18,-22521.4597800938,45079.1280332141,4.93894520786853,0.00626536834805957
"225",6.02090334726005,"+",-0.0258439779439882,NA,"+","+",NA,0.174967742862288,-0.109959075383851,-0.472553272779182,0.533542687487525,NA,0.3232665421939,-0.147491186866239,NA,NA,NA,NA,NA,NA,45078.9195615851,45188.7497610393,0.173390055920359,0.231937195661935,"Gamma(log)",18,-22521.4597807926,45079.1280346116,4.93894660537626,0.00626536397011075
"790",6.01366770912691,"+",NA,-0.0484213813329518,"+",NA,NA,0.123307277133278,NA,-0.463374596291762,0.515666304238237,-0.0510373134292014,0.329521547681039,-0.154139082090632,NA,NA,NA,NA,NA,NA,45079.0332268013,45170.5583930131,0.175872318039461,0.234985736713723,"Gamma(log)",15,-22524.5166134007,45079.1793900169,4.99030201064306,0.00610653176723118
"502",6.01366770908824,"+",NA,-0.0484213813383361,"+",NA,-0.154139082100124,0.123307277166883,NA,-0.463374596242108,0.515666304160784,-0.0510373134558909,0.329521547797082,NA,NA,NA,NA,NA,NA,NA,45079.0332268053,45170.5583930171,0.175872318003787,0.234985736665713,"Gamma(log)",15,-22524.5166134026,45079.1793900209,4.99030201461574,0.00610653175510155
"20",6.02484703326661,"+",-0.0164331039611484,NA,"+","+",-0.147677075320497,0.171830440320908,-0.104898587900404,-0.476514369068235,0.52888191505875,-0.038255159023344,0.331752497512565,NA,NA,NA,NA,NA,NA,NA,45079.1057956178,45195.0376728195,0.17454403275745,0.233113639631226,"Gamma(log)",19,-22520.5528978089,45079.3375029349,5.14841492865526,0.00564236058175031
"40",6.02484665697925,"+",-0.0164329645746971,NA,"+","+",NA,0.171830358463969,-0.104899059740313,-0.476513205935662,0.528881208999387,-0.0382548145461352,0.331752227913315,-0.147677120495583,NA,NA,NA,NA,NA,NA,45079.1057959006,45195.0376731022,0.174543759161663,0.233113542724999,"Gamma(log)",19,-22520.5528979503,45079.3375032177,5.14841521142807,0.00564235978399727
"1923",5.98399981278211,"+",NA,-0.0536893726260134,"+",NA,NA,NA,NA,-0.410639658526122,0.530627992323683,NA,0.319905052847124,-0.135076520871706,NA,NA,NA,-0.124998260744657,NA,NA,45079.649898937,45165.0733874014,0.166894536036116,0.237512196794855,"Gamma(log)",14,-22525.8249494685,45079.7777528183,5.58866481205769,0.00452753471850724
"1515",5.98399981287684,"+",NA,-0.0536893726451195,"+",NA,-0.135076520913782,NA,NA,-0.410639658674317,0.530627992452053,NA,0.319905052970235,NA,NA,NA,NA,-0.124998260734055,NA,NA,45079.6498989484,45165.0733874128,0.16689453611021,0.237512196848143,"Gamma(log)",14,-22525.8249494742,45079.7777528297,5.58866482344456,0.00452753469273001
"1581",6.01110802290438,"+",NA,NA,"+",NA,-0.15890382694627,0.124353738729303,NA,-0.470400122340609,0.513368687018378,-0.0497269343872893,0.325511709101996,NA,NA,NA,NA,NA,NA,NA,45079.8851260588,45165.3086145232,0.174779076017884,0.236727166537426,"Gamma(log)",14,-22525.9425630294,45080.0129799401,5.82389193384734,0.00402515741013069
"2036",6.0111082295648,"+",NA,NA,"+",NA,NA,0.124353228819538,NA,-0.470400579398304,0.513368934475098,-0.0497269830991778,0.32551129057722,-0.158904543522867,NA,NA,NA,NA,NA,NA,45079.8851282926,45165.3086167569,0.174779066999587,0.236727168103175,"Gamma(log)",14,-22525.9425641463,45080.0129821739,5.82389416760998,0.00402515291451007
"165",6.02672077077676,"+",-0.0403863106687412,-0.049677384660383,"+",NA,NA,0.128774763529327,NA,-0.466104686281695,0.513701858773576,-0.0462317530415391,0.326901928892267,-0.147622118322011,NA,NA,NA,NA,NA,NA,45080.1613256152,45177.7881695745,0.176090006231662,0.233466472246165,"Gamma(log)",16,-22524.0806628076,45080.3270277169,6.13793971067935,0.00344023619304383
"69",6.02672077089959,"+",-0.0403863085403183,-0.0496773854168209,"+",NA,-0.14762211666708,0.128774762197026,NA,-0.466104685330952,0.513701860205114,-0.0462317529336486,0.326901928866412,NA,NA,NA,NA,NA,NA,NA,45080.1613256529,45177.7881696122,0.176090006220448,0.233466472286431,"Gamma(log)",16,-22524.0806628264,45080.3270277546,6.13793974838336,0.00344023612818848
"1523",6.00785937886761,"+",NA,-0.0468865111603155,"+",NA,-0.156796203425932,0.12288762244742,NA,-0.457531232084749,0.521570447149581,NA,0.318509954116225,NA,NA,NA,NA,NA,NA,NA,45080.3831889293,45165.8066773937,0.174140446040424,0.233729934887146,"Gamma(log)",14,-22526.1915944646,45080.5110428106,6.32195480431983,0.0031378334665722
"1941",6.00785941345492,"+",NA,-0.0468864673799612,"+",NA,NA,0.122887595213363,NA,-0.45753124045147,0.52157040693637,NA,0.318509971085734,-0.156796205826784,NA,NA,NA,NA,NA,NA,45080.3831889381,45165.8066774024,0.174140439878949,0.233729911493593,"Gamma(log)",14,-22526.191594469,45080.5110428194,6.32195481310191,0.00313783345279385
"618",6.02561642773307,"+",-0.0530651275164847,-0.0487630909985345,"+",NA,NA,0.130108731894919,NA,-0.46177333793258,0.518266684844778,NA,0.316304221119676,-0.147624073604041,NA,NA,NA,NA,NA,NA,45080.8382509314,45172.3634171432,0.17468031331584,0.231787310928152,"Gamma(log)",15,-22525.4191254657,45080.984414147,6.79532614076743,0.00247650158918697
"386",6.02561713276361,"+",-0.0530654013184757,-0.0487626258177121,"+",NA,-0.147624147327067,0.130109245569448,NA,-0.461773973698939,0.518266202874223,NA,0.316304158085191,NA,NA,NA,NA,NA,NA,NA,45080.8382532928,45172.3634195047,0.174680358160842,0.23178726975323,"Gamma(log)",15,-22525.4191266464,45080.9844165084,6.79532850217947,0.00247649866516835
"3545",6.00549984778199,"+",NA,NA,"+",NA,-0.161461604928445,0.123912771863121,NA,-0.464472718465469,0.519146260088622,NA,0.314854727403544,NA,NA,NA,NA,NA,NA,NA,45081.0580072237,45160.3798179407,0.173111057322,0.235470041805402,"Gamma(log)",13,-22527.5290036119,45081.1687802,6.97969219376682,0.00225841646446437
"3951",6.00549983827951,"+",NA,NA,"+",NA,NA,0.123912786675016,NA,-0.464472706858315,0.519146246939273,NA,0.314854725960497,-0.161461597521615,NA,NA,NA,NA,NA,NA,45081.0580073047,45160.3798180216,0.173111051389955,0.235470036611647,"Gamma(log)",13,-22527.5290036524,45081.168780281,6.97969227474096,0.00225841637302771
"3537",5.98136373041029,"+",NA,NA,"+",NA,-0.140414123577471,NA,NA,-0.418693824385136,0.527289066277655,NA,0.315588468487256,NA,NA,NA,NA,-0.121895521247536,NA,NA,45081.176165176,45160.4979758929,0.165598645447455,0.239413331524817,"Gamma(log)",13,-22527.588082588,45081.2869381523,7.09785014601948,0.00212885635315886
"3933",5.98136373059634,"+",NA,NA,"+",NA,NA,NA,NA,-0.41869382508135,0.527289066497164,NA,0.315588468796791,-0.140414122894339,NA,NA,NA,-0.121895521678618,NA,NA,45081.1761651766,45160.4979758935,0.165598645705172,0.23941333175698,"Gamma(log)",13,-22527.5880825883,45081.2869381529,7.09785014660156,0.00212885635253928
"444",6.02293857514954,"+",-0.0367331855128733,NA,"+",NA,-0.15312607934913,0.12935848155905,NA,-0.473011512326415,0.511599283639397,-0.0453566612917799,0.322991437276235,NA,NA,NA,NA,NA,NA,NA,45081.1638573592,45172.6890235711,0.174962549849728,0.235385530005816,"Gamma(log)",15,-22525.5819286796,45081.3100205748,7.1209325685777,0.00210442800969386
"713",6.02293857500505,"+",-0.0367331856990881,NA,"+",NA,NA,0.129358481497655,NA,-0.473011511813424,0.511599283145476,-0.045356661328081,0.322991437329357,-0.153126079343304,NA,NA,NA,NA,NA,NA,45081.1638573639,45172.6890235757,0.174962549657574,0.235385529957723,"Gamma(log)",15,-22525.5819286819,45081.3100205795,7.12093257320521,0.00210442800482473
"498",5.98683590288776,"+",NA,-0.0539958927069114,"+",NA,-0.134940091962582,NA,NA,-0.413621677617437,0.528022043929984,-0.0191322064432869,0.323484919252242,NA,NA,NA,NA,-0.117579902760796,NA,NA,45081.2260533766,45172.7512195884,0.167489305555665,0.237727688644193,"Gamma(log)",15,-22525.6130266883,45081.3722165922,7.18312858592981,0.00203999160402083
"785",5.98683615972614,"+",NA,-0.0539957509834655,"+",NA,NA,NA,NA,-0.41362153008719,0.528021777313279,-0.0191324904893967,0.323485010792727,-0.134939725558232,NA,NA,NA,-0.117580360656675,NA,NA,45081.2260534235,45172.7512196353,0.167489232101932,0.237727531581796,"Gamma(log)",15,-22525.6130267118,45081.3722166391,7.18312863284518,0.00203999155616734
"1904",5.98502232802614,"+",NA,-0.0541124146590012,"+",NA,NA,NA,NA,-0.412210148939969,0.529394474236447,NA,0.32118587675462,-0.136044508118017,NA,-0.11592628059611,NA,NA,NA,NA,45081.5361399963,45166.9596284607,0.165788058838871,0.237415448883606,"Gamma(log)",14,-22526.7680699982,45081.6639938776,7.47490587134234,0.00176307077890616
"1504",5.98502155478469,"+",NA,-0.0541127709335558,"+",NA,-0.136044390320701,NA,NA,-0.412209925109917,0.529394423877919,NA,0.321184950930774,NA,NA,-0.11592537936752,NA,NA,NA,NA,45081.5361401478,45166.9596286122,0.165787941006256,0.237415111414111,"Gamma(log)",14,-22526.7680700739,45081.6639940291,7.47490602284233,0.00176307064535357
"128",6.03166105032677,"+",NA,-0.0488165015113729,"+","+",-0.155767169068267,0.124408309659409,NA,-0.472693024267086,0.515046539106641,-0.0510636376997231,0.336382312299722,NA,NA,NA,NA,NA,NA,NA,45081.5289460605,45191.3591455147,0.175429403699938,0.226913656086155,"Gamma(log)",18,-22522.7644730302,45081.737419087,7.54833108073944,0.00169951759775546
"239",6.03166106520082,"+",NA,-0.048816173766197,"+","+",NA,0.124408359267937,NA,-0.472692743430859,0.515046299055103,-0.0510638988826791,0.336382412463474,-0.155767939402735,NA,NA,NA,NA,NA,NA,45081.5289493391,45191.3591487933,0.175429465972336,0.226913383232953,"Gamma(log)",18,-22522.7644746696,45081.7374223656,7.54833435937326,0.00169951481170981
"601",5.98657558887045,"+",-0.0075634826843491,-0.0539315473729161,"+",NA,NA,NA,NA,-0.410925006411076,0.530211355121985,NA,0.319474827273747,-0.134003573499268,NA,NA,NA,-0.124279184307645,NA,NA,45081.6186913955,45173.1438576073,0.166877555216436,0.237123897020827,"Gamma(log)",15,-22525.8093456978,45081.7648546111,7.57576660487393,0.00167636319609939
"378",5.98657669449415,"+",-0.00756389042677891,-0.0539317582662393,"+",NA,-0.134002989978698,NA,NA,-0.410924137794756,0.530210703789871,NA,0.319473924913769,NA,NA,NA,NA,-0.124278312598287,NA,NA,45081.6186926487,45173.1438588605,0.166877376990004,0.237123448359174,"Gamma(log)",15,-22525.8093463244,45081.7648558643,7.57576785805577,0.00167636214570577
"1441",6.02187777301276,"+",-0.0491394808861725,NA,"+",NA,-0.153181323417583,0.130644918098973,NA,-0.468606764143369,0.51610070583798,NA,0.31261716410771,NA,NA,NA,NA,NA,NA,NA,45081.7330482916,45167.156536756,0.173585149464097,0.233729076370586,"Gamma(log)",14,-22526.8665241458,45081.8609021729,7.67181416663516,0.00159776040501433
"1796",6.02187777860932,"+",-0.0491394543101073,NA,"+",NA,NA,0.130644921779069,NA,-0.468606769473085,0.516100704793292,NA,0.312617188423424,-0.153181330005926,NA,NA,NA,NA,NA,NA,45081.7330485425,45167.1565370069,0.173585153309824,0.233729072057019,"Gamma(log)",14,-22526.8665242713,45081.8609024238,7.67181441757566,0.00159776020454294
"848",6.02845521204892,"+",NA,NA,"+","+",NA,0.12544028573607,NA,-0.479590735315092,0.512694500033167,-0.0497040940006552,0.332224190171798,-0.16054508937467,NA,NA,NA,NA,NA,NA,45082.4319201483,45186.1604418551,0.174165823512165,0.22848464801162,"Gamma(log)",17,-22524.2159600742,45082.618391812,8.42930380571488,0.00109401901200271
"544",6.02845742648654,"+",NA,NA,"+","+",-0.160547805551817,0.12544012121874,NA,-0.479590364584904,0.512693546269101,-0.0497041936422662,0.332222692832046,NA,NA,NA,NA,NA,NA,NA,45082.4319218275,45186.1604435342,0.174165267485836,0.228484358636492,"Gamma(log)",17,-22524.2159609137,45082.6183934911,8.42930548486765,0.00109401809349057
"788",6.00230294333477,"+",NA,-0.0540026749867842,"+","+",NA,NA,NA,-0.418477333589954,0.530921987287669,NA,0.324984237015237,-0.136919385195758,NA,NA,NA,-0.124290620517754,NA,NA,45082.5518969667,45186.2804186734,0.165658273025144,0.230116715516398,"Gamma(log)",17,-22524.2759484833,45082.7383686303,8.54928062402905,0.00103032024678196
"500",6.00230354962784,"+",NA,-0.0540026347866899,"+","+",-0.136919197727879,NA,NA,-0.41847807572566,0.530920948696065,NA,0.32498464183666,NA,NA,NA,NA,-0.124289445463859,NA,NA,45082.5518979857,45186.2804196925,0.165658153812218,0.230116255748619,"Gamma(log)",17,-22524.2759489929,45082.7383696494,8.54928164310695,0.00103031972179379
"29",6.04460613902135,"+",-0.041301705763078,-0.0501190147357915,"+","+",NA,0.130001537828984,NA,-0.475634420145213,0.512860238458253,-0.0460989015412008,0.333791605930736,-0.14906367550968,NA,NA,NA,NA,NA,NA,45082.6086354806,45198.5405126822,0.17565759803261,0.22536192112324,"Gamma(log)",19,-22522.3043177403,45082.8403427977,8.65125479143171,0.00097910400065263
"10",6.04460660441647,"+",-0.0413031894246516,-0.0501190646919338,"+","+",-0.14906441287111,0.130003905040928,NA,-0.475635078949847,0.512860190123691,-0.0460991344618055,0.333790104100583,NA,NA,NA,NA,NA,NA,NA,45082.6086369562,45198.5405141578,0.175657127521705,0.2253630840066,"Gamma(log)",19,-22522.3043184781,45082.8403442733,8.65125626702502,0.000979103278273241
"2031",5.984060232318,"+",NA,NA,"+",NA,NA,NA,NA,-0.421581721359703,0.524808381547566,-0.0182663608685969,0.318984783362854,-0.140292314189958,NA,NA,NA,-0.114789133919739,NA,NA,45082.7913514302,45168.2148398946,0.166162775684972,0.239623759385285,"Gamma(log)",14,-22527.3956757151,45082.9192053115,8.73011730526196,0.000941247959723816
"1577",5.98405969947766,"+",NA,NA,"+",NA,-0.140292452339691,NA,NA,-0.421581927087893,0.524809015573839,-0.0182668553571724,0.318984957663951,NA,NA,NA,NA,-0.114789473483386,NA,NA,45082.7913523402,45168.2148408046,0.166163073706447,0.239624131196462,"Gamma(log)",14,-22527.3956761701,45082.9192062215,8.7301182152296,0.000941247531471321
"511",6.02280674567563,"+",NA,-0.047244638561116,"+","+",-0.158441030868856,0.124006043520132,NA,-0.466986280492474,0.521047884231229,NA,0.325518158604517,NA,NA,NA,NA,NA,NA,NA,45082.8794079903,45186.607929697,0.173731056641411,0.225639549615863,"Gamma(log)",17,-22524.4397039951,45083.0658796539,8.87679164765723,0.000874689914648366
"806",6.02280543081755,"+",NA,-0.0472456563231165,"+","+",NA,0.124002781738777,NA,-0.466982925004491,0.521048239196711,NA,0.325516276914347,-0.158441694045368,NA,NA,NA,NA,NA,NA,45082.8794082909,45186.6079299976,0.173730318195356,0.225640018370043,"Gamma(log)",17,-22524.4397041454,45083.0658799545,8.87679194825614,0.000874689783182957
"775",5.98820693639763,"+",NA,-0.0543967361199908,"+",NA,NA,NA,NA,-0.415500459242882,0.526510664690319,-0.0214007806105228,0.325061762486068,-0.135966913483022,NA,-0.107530094051012,NA,NA,NA,NA,45083.0073180878,45174.5324842996,0.16652537811332,0.237611246193123,"Gamma(log)",15,-22526.5036590439,45083.1534813034,8.96439329712302,0.000837204709250917
"490",5.98820679837993,"+",NA,-0.0543967845956676,"+",NA,-0.135966915532669,NA,NA,-0.415500424305322,0.52651072084776,-0.021400818923116,0.325061638327358,NA,NA,-0.107530078758488,NA,NA,NA,NA,45083.0073184983,45174.5324847101,0.166525373550529,0.23761125282657,"Gamma(log)",15,-22526.5036592492,45083.1534817139,8.9643937076471,0.000837204537404588
"3914",5.98238148949406,"+",NA,NA,"+",NA,NA,NA,NA,-0.420289765540971,0.526007784158046,NA,0.316665821140408,-0.141574104093438,NA,-0.11230649449711,NA,NA,NA,NA,45083.1155265217,45162.4373372386,0.164514785516575,0.239356037960806,"Gamma(log)",13,-22528.5577632608,45083.2262994979,9.03721149169724,0.000807271076468021
"3526",5.98238151942547,"+",NA,NA,"+",NA,-0.141574123522239,NA,NA,-0.420289737627893,0.526007795235758,NA,0.316665837393515,NA,NA,-0.112306515520825,NA,NA,NA,NA,45083.1155275363,45162.4373382532,0.164514791015581,0.239356054512171,"Gamma(log)",13,-22528.5577637682,45083.2263005126,9.0372125063368,0.000807270666923538
