"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(Richness)","cond(SelfR)","cond(temp)","cond(grav_neiBR.1)","cond(IndegreeBR)","cond(InflowBR)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"10545",5.72020579472487,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.189347658049746,45445.1710350091,45500.0861347362,0.0486498510716116,0.258929814798817,"Gamma(log)",9,-22713.5855175046,45445.2257462553,371.036658249053,1.99451957566707e-82
"7940",5.72706332214586,"+",NA,NA,"+","+",-0.0955125526591255,NA,0.0746702289707808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.199682878429878,45445.1083614851,45530.5318499495,0.0536075865099346,0.26549950624785,"Gamma(log)",14,-22708.5541807425,45445.2362153664,371.047127360114,1.98410643006323e-82
"8438",5.72706331766127,"+",NA,NA,"+","+",NA,NA,0.0746702275677979,NA,NA,NA,NA,-0.0955125545032401,NA,NA,NA,NA,NA,-0.199682874187436,45445.108361507,45530.5318499714,0.0536075865314094,0.265499506953987,"Gamma(log)",14,-22708.5541807535,45445.2362153883,371.047127382066,1.98410640828611e-82
"5863",5.73230914908101,"+",-0.0213913109003814,-0.0189749386820704,"+",NA,NA,NA,NA,NA,NA,-0.0174562412950783,NA,-0.083442519519158,NA,NA,NA,NA,NA,-0.166895230281297,45445.4020048967,45524.7238156136,0.0512027267575403,0.261761121571465,"Gamma(log)",13,-22709.7010024484,45445.512777873,371.323689866738,1.72786647899608e-82
"5591",5.73230896763143,"+",-0.0213911302571633,-0.0189749011143625,"+",NA,-0.0834423899880936,NA,NA,NA,NA,-0.0174562355258213,NA,NA,NA,NA,NA,NA,NA,-0.166895203907025,45445.4020057851,45524.723816502,0.051202711206312,0.261761152675435,"Gamma(log)",13,-22709.7010028925,45445.5127787613,371.323690755082,1.72786571152678e-82
"8780",5.71149861704187,"+",NA,NA,NA,NA,NA,NA,NA,-0.354797424036123,NA,NA,0.35773583803348,-0.0731893575836049,NA,NA,NA,-0.111801889305372,NA,NA,45445.4676081152,45506.4843855897,0.0751384753469863,0.218909090680004,"Gamma(log)",10,-22712.7338040576,45445.5344977473,371.34540974105,1.70920348053839e-82
"8577",5.71149861705881,"+",NA,NA,NA,NA,-0.0731893575533221,NA,NA,-0.354797424107807,NA,NA,0.357735838044745,NA,NA,NA,NA,-0.111801889296709,NA,NA,45445.4676081168,45506.4843855914,0.0751384753639427,0.2189090906667,"Gamma(log)",10,-22712.7338040584,45445.5344977489,371.345409742687,1.70920347913933e-82
"5709",5.72296679846956,"+",NA,-0.0188224128548732,"+",NA,-0.0856015397735204,NA,NA,NA,NA,-0.016921044702971,NA,NA,NA,NA,NA,-0.0112597865591544,NA,-0.163388843615715,45445.5343501551,45524.856160872,0.0517357907183107,0.265531262682078,"Gamma(log)",13,-22709.7671750776,45445.6451231314,371.456035125157,1.61722993513956e-82
"6032",5.7229667992996,"+",NA,-0.0188224143059702,"+",NA,NA,NA,NA,NA,NA,-0.0169210452490197,NA,-0.0856015392142762,NA,NA,NA,-0.0112597863874704,NA,-0.163388842070644,45445.5343501825,45524.8561608994,0.0517357904849701,0.265531262742255,"Gamma(log)",13,-22709.7671750912,45445.6451231587,371.456035152485,1.61722991304133e-82
"5581",5.7320063697935,"+",-0.0248813559695772,-0.0198185577558062,"+",NA,-0.082520074049435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0182253604557951,NA,-0.157691148922952,45445.5701133124,45524.8919240293,0.0509451999354496,0.261121128611921,"Gamma(log)",13,-22709.7850566562,45445.6808862887,371.491798282434,1.58856833194386e-82
"5847",5.73200638378778,"+",-0.0248813742577686,-0.0198185689754785,"+",NA,NA,NA,NA,NA,NA,NA,NA,-0.082520031821378,NA,NA,NA,-0.0182254120872308,NA,-0.157691132938006,45445.5701134238,45524.8919241407,0.0509451988966613,0.261121140027827,"Gamma(log)",13,-22709.7850567119,45445.6808864001,371.491798393807,1.58856824348199e-82
"6492",5.73287276828796,"+",NA,0.00225651972810842,NA,NA,-0.0905948921064469,0.126375680136282,NA,-0.39087702780972,NA,NA,0.353479268085077,NA,NA,NA,NA,NA,NA,NA,45445.6575580681,45512.7760132901,0.0670217030809034,0.194965329507745,"Gamma(log)",11,-22711.8287790341,45445.7378500389,371.548762032689,1.54396119006962e-82
"6841",5.73287276859659,"+",NA,0.0022565201143309,NA,NA,NA,0.12637568042365,NA,-0.390877027781767,NA,NA,0.353479267733848,-0.09059489220247,NA,NA,NA,NA,NA,NA,45445.6575580706,45512.7760132926,0.0670217030164112,0.194965329336587,"Gamma(log)",11,-22711.8287790353,45445.7378500414,371.548762035149,1.54396118817111e-82
"9803",5.73427191412976,"+",NA,NA,"+",NA,NA,NA,0.0691415134388391,NA,NA,-0.0282819378019255,NA,NA,NA,NA,NA,NA,NA,-0.216768462237817,45445.7496645046,45512.8681197266,0.0504686218357596,0.257034554683308,"Gamma(log)",11,-22711.8748322523,45445.8299564754,371.640868469105,1.47446925381122e-82
"5553",5.73210983047108,"+",-0.0255799404722622,-0.0192934198956281,"+",NA,-0.0831218002140326,NA,NA,NA,NA,NA,NA,NA,NA,-0.00930214730790447,NA,NA,NA,-0.161775722948328,45445.7254019286,45525.0472126455,0.051002830439755,0.261545105381484,"Gamma(log)",13,-22709.8627009643,45445.8361749048,371.647086898593,1.46989193189396e-82
"5792",5.7321098299323,"+",-0.0255799383626243,-0.0192934195492233,"+",NA,NA,NA,NA,NA,NA,NA,NA,-0.0831218007146622,NA,-0.00930214607529291,NA,NA,NA,-0.161775724451466,45445.7254019386,45525.0472126555,0.0510028304512014,0.261545105866631,"Gamma(log)",13,-22709.8627009693,45445.8361749149,371.647086908612,1.46989192453054e-82
"6525",5.71382349354885,"+",NA,NA,NA,NA,-0.0751872895872761,NA,NA,-0.361082856172081,NA,-0.0481957066380834,0.363419103986129,NA,NA,-0.0869738166471032,NA,NA,NA,NA,45445.8094089921,45512.9278642141,0.0744185619893789,0.218611845198596,"Gamma(log)",11,-22711.9047044961,45445.8897009629,371.700612956665,1.43107491875943e-82
"6925",5.71382349337542,"+",NA,NA,NA,NA,NA,NA,NA,-0.361082855820195,NA,-0.0481957064790806,0.363419103954648,-0.0751872897851594,NA,-0.0869738168078903,NA,NA,NA,NA,45445.8094089956,45512.9278642176,0.0744185619343112,0.218611845212099,"Gamma(log)",11,-22711.9047044978,45445.8897009664,371.700612960194,1.43107491623441e-82
"5947",5.73062253248609,"+",-0.0190249150061761,NA,"+",NA,NA,NA,NA,NA,NA,-0.0149900518613854,NA,-0.0853260350846036,NA,NA,NA,-0.00813613740987131,NA,-0.166014898975733,45445.7955053952,45525.1173161121,0.0511200236245227,0.262763710727429,"Gamma(log)",13,-22709.8977526976,45445.9062783715,371.717190365242,1.41926218569965e-82
"5645",5.7306225165713,"+",-0.0190249077307668,NA,"+",NA,-0.0853260691271079,NA,NA,NA,NA,-0.0149900392778302,NA,NA,NA,NA,NA,-0.00813614193461391,NA,-0.166014921177804,45445.7955055102,45525.1173162271,0.0511200248260926,0.262763718460635,"Gamma(log)",13,-22709.8977527551,45445.9062784865,371.717190480202,1.41926210412037e-82
"8068",5.76379406614344,"+",-0.0696588424879704,-0.0246148169063277,"+",NA,NA,NA,0.077755237153833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.20822380103065,45446.0040731821,45519.2242061516,0.049504969908318,0.24425905202735,"Gamma(log)",12,-22711.002036591,45446.0989925615,371.909904555221,1.28888828733807e-82
"4740",5.72242902282115,"+",NA,NA,NA,NA,NA,NA,-0.0675899790630081,-0.375605592387371,NA,-0.0881662712254634,0.365305722624606,-0.0782354537605787,NA,NA,NA,NA,0.115158123337878,NA,45446.0905926689,45519.3107256383,0.0731873728040807,0.210219242172481,"Gamma(log)",12,-22711.0452963344,45446.1855120483,371.996424042001,1.23432012283067e-82
"4258",5.72242900321199,"+",NA,NA,NA,NA,-0.078235443420136,NA,-0.0675899976969516,-0.375605606133893,NA,-0.0881662706900748,0.365305680970821,NA,NA,NA,NA,NA,0.115158114198745,NA,45446.090592669,45519.3107256385,0.0731873692503695,0.210219245074904,"Gamma(log)",12,-22711.0452963345,45446.1855120484,371.99642404214,1.23432012274535e-82
"6835",5.73318197074606,"+",NA,-0.00964461080145547,NA,NA,NA,0.123824540705784,NA,-0.402113280229614,NA,-0.0719750402882331,0.355987966822029,NA,NA,NA,NA,NA,NA,NA,45446.1103993718,45513.2288545938,0.0687295694396131,0.193781901701543,"Gamma(log)",11,-22712.0551996859,45446.1906913426,372.001603336314,1.2311278045079e-82
"9695",5.73035559031865,"+",NA,-0.0227496805837578,"+",NA,NA,NA,0.0624104767038777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.210359479538877,45446.118090143,45513.236545365,0.0505049980726751,0.257336181922389,"Gamma(log)",11,-22712.0590450715,45446.1983821138,372.009294107505,1.22640273406309e-82
"8176",5.76280681670057,"+",-0.0613386440038627,NA,"+",NA,NA,NA,0.0815546345099477,NA,NA,-0.0220254789795805,NA,NA,NA,NA,NA,NA,NA,-0.214701587504052,45446.1531641711,45519.3732971406,0.0495375029462771,0.245729944961404,"Gamma(log)",12,-22711.0765820856,45446.2480835505,372.058995544263,1.1963013151411e-82
"10184",5.74048410629595,"+",-0.0455329974279554,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.184140900560311,45446.2041073466,45507.2208848212,0.0475332542325105,0.25058213253688,"Gamma(log)",10,-22713.1020536733,45446.2709969787,372.081908972476,1.18267384506015e-82
"2566",5.74610491773371,"+",NA,-0.000157000954170869,NA,"+",NA,0.126940667808579,NA,-0.400433057784792,NA,-0.0715599216471434,0.366211108600179,-0.091010197554476,NA,NA,NA,NA,NA,NA,45446.1257959559,45537.6509621677,0.0678125609001302,0.194239745017293,"Gamma(log)",15,-22708.0628979779,45446.2719591715,372.082871165207,1.18210500181685e-82
"2253",5.74610491275579,"+",NA,-0.000157003595460911,NA,"+",-0.0910101970866388,0.126940670001492,NA,-0.400433060785118,NA,-0.0715599194370656,0.3662111143046,NA,NA,NA,NA,NA,NA,NA,45446.1257959674,45537.6509621792,0.0678125626198976,0.194239741420468,"Gamma(log)",15,-22708.0628979837,45446.271959183,372.08287117671,1.1821049950178e-82
"5978",5.74847469314011,"+",-0.047679929548347,NA,"+","+",NA,NA,0.0848664937936614,NA,NA,NA,NA,-0.0896640053431808,NA,NA,NA,NA,NA,-0.199639410513327,45446.1276081629,45537.6527743747,0.0527574801142864,0.256451664941794,"Gamma(log)",15,-22708.0638040814,45446.2737713785,372.084683372217,1.18103437745261e-82
"5669",5.74847527290845,"+",-0.0476798806456399,NA,"+","+",-0.0896629746672939,NA,0.0848665511473989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.199640479096252,45446.1276111854,45537.6527773973,0.0527574516711145,0.256451905241756,"Gamma(log)",15,-22708.0638055927,45446.273774401,372.084686394788,1.18103259257381e-82
"6084",5.73207090139291,"+",NA,NA,"+","+",NA,NA,0.0798521827798955,NA,NA,-0.0263819260428351,NA,-0.094468584411242,NA,NA,NA,NA,NA,-0.201934020324034,45446.2372394215,45537.7624056334,0.0538474885011463,0.264783140490892,"Gamma(log)",15,-22708.1186197108,45446.3834026371,372.194314630884,1.11803761181979e-82
"5752",5.73207090477658,"+",NA,NA,"+","+",-0.0944685849337295,NA,0.0798521864284673,NA,NA,-0.0263819277588494,NA,NA,NA,NA,NA,NA,NA,-0.201934018989964,45446.2372394378,45537.7624056496,0.0538474885602615,0.264783135323868,"Gamma(log)",15,-22708.1186197189,45446.3834026534,372.19431464716,1.11803760272102e-82
"9373",5.72234121774714,"+",NA,NA,"+","+",-0.0897325159365537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.171530605339478,45446.3811870217,45525.7029977386,0.0513700866082997,0.266454276965226,"Gamma(log)",13,-22710.1905935109,45446.491959998,372.302871991749,1.05896957449044e-82
"9830",5.7223410551467,"+",NA,NA,"+","+",NA,NA,NA,NA,NA,NA,NA,-0.08973238252472,NA,NA,NA,NA,NA,-0.171530759341697,45446.3811872105,45525.7029979274,0.0513700711957896,0.266454271857659,"Gamma(log)",13,-22710.1905936053,45446.4919601868,372.302872180531,1.05896947453325e-82
"8759",5.71074810009,"+",NA,NA,NA,NA,NA,NA,NA,-0.355339872547856,NA,NA,0.357751762950689,-0.0738042505390765,NA,-0.105786742748133,NA,NA,NA,NA,45446.4296296496,45507.4464071242,0.0737557900712512,0.219057666739341,"Gamma(log)",10,-22713.2148148248,45446.4965192818,372.307431275505,1.05655825262034e-82
"8570",5.71074815229286,"+",NA,NA,NA,NA,-0.0738045452237269,NA,NA,-0.355339866115896,NA,NA,0.357751480114398,NA,NA,-0.105786806896081,NA,NA,NA,NA,45446.4296310035,45507.4464084781,0.0737557337974576,0.219057890384814,"Gamma(log)",10,-22713.2148155018,45446.4965206357,372.307432629408,1.05655753738193e-82
"10256",5.72079073722894,"+",NA,-0.0241996451185646,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.185408050456788,45446.4533634297,45507.4701409042,0.0489027030309096,0.258412875524285,"Gamma(log)",10,-22713.2266817148,45446.5202530618,372.331165055526,1.04409429253602e-82
"10336",5.72291106472032,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,-0.0218660468491437,NA,NA,NA,NA,NA,NA,NA,-0.189373335164266,45446.5597409763,45507.5765184509,0.0486570762474912,0.258424158348629,"Gamma(log)",10,-22713.2798704882,45446.6266306084,372.437542602172,9.90011252832988e-83
"6542",5.72894705484123,"+",NA,NA,NA,NA,-0.0869581058931463,NA,NA,-0.378381449748906,NA,-0.0870924600489589,0.359448367193753,NA,NA,NA,NA,NA,0.0828073252713567,NA,45446.6412153163,45513.7596705383,0.0701796920448127,0.20368708674962,"Gamma(log)",11,-22712.3206076581,45446.7215072871,372.532419280811,9.44143313945268e-83
"6959",5.72894705500865,"+",NA,NA,NA,NA,NA,NA,NA,-0.378381449841749,NA,-0.0870924603054384,0.359448366817899,-0.0869581054321533,NA,NA,NA,NA,0.082807325031884,NA,45446.641215317,45513.759670539,0.0701796919566946,0.20368708701433,"Gamma(log)",11,-22712.3206076585,45446.7215072878,372.532419281568,9.44143313588052e-83
"2261",5.73961650131282,"+",NA,0.00125823279834595,NA,"+",-0.0797787285305151,0.168782342729336,-0.0999481182838482,-0.39517164338074,NA,NA,0.365690446274851,NA,NA,NA,NA,NA,NA,NA,45446.6699961205,45538.1951623323,0.0698336326230245,0.201368529421066,"Gamma(log)",15,-22708.3349980603,45446.8161593361,372.627071329873,9.00501603878266e-83
"2581",5.73961647523034,"+",NA,0.00125825956860704,NA,"+",NA,0.168782404217119,-0.099948063433076,-0.395171701550617,NA,NA,0.365690390684336,-0.079778759902899,NA,NA,NA,NA,NA,NA,45446.6699962406,45538.1951624525,0.0698336273049293,0.201368549203537,"Gamma(log)",15,-22708.3349981203,45446.8161594562,372.627071449991,9.00501549794688e-83
"10320",5.72067938524457,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0250517577977482,NA,-0.177080024879297,45446.7781316773,45507.7949091519,0.0484661363058036,0.258419044613764,"Gamma(log)",10,-22713.3890658387,45446.8450213095,372.655933303206,8.87599794065318e-83
"2568",5.74246117053266,"+",NA,-0.00933628004800317,NA,"+",NA,0.168507786255063,-0.104376778697476,-0.404802153057962,NA,-0.0645464205379954,0.368630281065396,NA,NA,NA,NA,NA,NA,NA,45446.7409338283,45538.2661000401,0.0717667026443215,0.20112260007207,"Gamma(log)",15,-22708.3704669141,45446.8870970439,372.698009037616,8.69121639465888e-83
"6063",5.72750903310388,"+",NA,-0.0151193085126489,"+","+",NA,NA,0.0736581562578068,NA,NA,NA,NA,-0.0938054413161635,NA,NA,NA,NA,NA,-0.197074380779606,45446.8363524795,45538.3615186913,0.053648580247615,0.265000302241334,"Gamma(log)",15,-22708.4181762397,45446.9825156951,372.793427688812,8.28630026189989e-83
"5733",5.72751087880893,"+",NA,-0.0151189135270214,"+","+",-0.0938039619153251,NA,0.073660183954258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.197075710447699,45446.8363525675,45538.3615187793,0.053648328322134,0.264997259488649,"Gamma(log)",15,-22708.4181762837,45446.9825157831,372.793427776822,8.28629989726132e-83
"4186",5.71427370222033,"+",NA,-0.00450721936037996,NA,NA,-0.0738190118233108,NA,NA,-0.359655726473503,NA,-0.0472434539192931,0.363798011640098,NA,NA,NA,NA,-0.0939059089057944,NA,NA,45446.926288996,45520.1464219654,0.0756588870547836,0.218506475058709,"Gamma(log)",12,-22711.463144498,45447.0212083753,372.832120369094,8.12753142843093e-83
"4614",5.71427370275574,"+",NA,-0.00450721951836221,NA,NA,NA,NA,NA,-0.359655726485032,NA,-0.047243454560283,0.363798012549055,-0.0738190123513781,NA,NA,NA,-0.0939059095567789,NA,NA,45446.9262890298,45520.1464219992,0.0756588872385621,0.218506476329467,"Gamma(log)",12,-22711.4631445149,45447.0212084091,372.832120402898,8.12753129105899e-83
"10281",5.72042725639242,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0162053216004135,NA,NA,NA,-0.181169312845434,45447.0081307608,45508.0249082354,0.0485404495559951,0.259145566184876,"Gamma(log)",10,-22713.5040653804,45447.0750203929,372.885932386685,7.91176768333113e-83
"2418",5.73529147669214,"+",0.260183401906438,-0.00608752955796415,NA,NA,NA,NA,NA,NA,NA,-0.122865996474096,0.419863959142366,-0.103521331135748,NA,NA,NA,NA,0.149329867283837,-0.290819258282736,45446.9733736157,45526.2951843326,0.0637482537258776,0.190073629155075,"Gamma(log)",13,-22710.4866868078,45447.084146592,372.895058585702,7.87574774389026e-83
"2147",5.7352914766528,"+",0.260183401891102,-0.00608752956326796,NA,NA,-0.103521331147795,NA,NA,NA,NA,-0.122865996462324,0.419863959163196,NA,NA,NA,NA,NA,0.149329867279674,-0.290819258251335,45446.9733736189,45526.2951843358,0.0637482537248149,0.190073629154811,"Gamma(log)",13,-22710.4866868094,45447.0841465952,372.895058588911,7.87574773125481e-83
"8327",5.73475251005756,"+",NA,-0.0234102126628729,"+",NA,NA,NA,0.0681026955045341,NA,NA,-0.0287909370597444,NA,NA,NA,NA,NA,NA,NA,-0.212546386418173,45447.0808922933,45520.3010252628,0.0506849473662469,0.256539566524334,"Gamma(log)",12,-22711.5404461467,45447.1758116727,372.986723666443,7.52292926051409e-83
"3212",5.73200872799914,"+",-0.0210688484848793,-0.019620159544365,"+",NA,-0.0828047517164542,NA,NA,NA,NA,-0.014671337494132,NA,NA,NA,NA,NA,-0.0107561057956246,NA,-0.161734128549046,45447.3389145852,45532.7624030496,0.0511264161031266,0.261621498760857,"Gamma(log)",14,-22709.6694572926,45447.4667684665,373.277680460276,6.50438909572442e-83
"3332",5.73201004390471,"+",-0.0210659186757854,-0.0196206063727119,"+",NA,NA,NA,NA,NA,NA,-0.0146717850309282,NA,-0.0828030808109759,NA,NA,NA,-0.0107570621503489,NA,-0.161733315634449,45447.3389173367,45532.762405801,0.0511262335271416,0.261620422651996,"Gamma(log)",14,-22709.6694586683,45447.4667712179,373.277683211694,6.50438014758421e-83
"9439",5.74207985053425,"+",-0.0476905034323822,-0.0256922002038764,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.179723160157214,45447.3952484901,45514.5137037121,0.0477409575277267,0.249620267782156,"Gamma(log)",11,-22712.697624245,45447.4755404609,373.286452454617,6.47592333456371e-83
"5867",5.7641751795218,"+",-0.0631374522316859,-0.0249533867239285,"+",NA,NA,NA,0.0808295513182151,NA,NA,-0.0223855734063945,NA,NA,NA,NA,NA,NA,NA,-0.210161645326663,45447.3924837739,45526.7142944908,0.0497300754203982,0.244857768002735,"Gamma(log)",13,-22710.6962418869,45447.5032567501,373.314168743884,6.38679803436583e-83
"6832",5.71150238349964,"+",NA,-0.00347682752456466,NA,NA,NA,NA,NA,-0.354200648328013,NA,NA,0.358026384056275,-0.0726955357773076,NA,NA,NA,-0.112010617615851,NA,NA,45447.4537267424,45514.5721819644,0.0751575433253653,0.218792221745266,"Gamma(log)",11,-22712.7268633712,45447.5340187132,373.344930706924,6.28931443041955e-83
"6490",5.71150238389551,"+",NA,-0.00347682784575227,NA,NA,-0.0726955359694838,NA,NA,-0.354200647813521,NA,NA,0.358026384047555,NA,NA,NA,NA,-0.112010616889281,NA,NA,45447.453726744,45514.572181966,0.0751575431937715,0.21879222151615,"Gamma(log)",11,-22712.726863372,45447.5340187148,373.344930708583,6.28931442520282e-83
"3255",5.75000245301602,"+",-0.0414421191730949,NA,"+","+",-0.0896352439042345,NA,0.0879921838993847,NA,NA,-0.0224021119235527,NA,NA,NA,NA,NA,NA,NA,-0.201563103919076,45447.5141907695,45545.1410347287,0.05307313912441,0.257038191395086,"Gamma(log)",16,-22707.7570953847,45447.6798928712,373.490804864952,5.84691979719555e-83
"3384",5.75000277300263,"+",-0.0414421067567995,NA,"+","+",NA,NA,0.0879920613620964,NA,NA,-0.0224020889943977,NA,-0.0896352049415736,NA,NA,NA,NA,NA,-0.201562977033018,45447.5141917637,45545.141035723,0.0530731198513479,0.257038129077879,"Gamma(log)",16,-22707.7570958818,45447.6798938654,373.490805859183,5.84691689060326e-83
"8779",5.71198047848891,"+",NA,NA,NA,NA,NA,NA,NA,-0.365902237311338,NA,-0.0452207685378192,0.356493399514444,NA,NA,NA,NA,-0.104481794931505,NA,NA,45447.6798501623,45508.6966276368,0.0757026235498519,0.216830270745029,"Gamma(log)",10,-22713.8399250811,45447.7467397944,373.557651788127,5.65472529258836e-83
"4592",5.71382810267573,"+",NA,-0.00491991074017824,NA,NA,NA,NA,NA,-0.360250310987716,NA,-0.0482806940150512,0.363851527719065,-0.0744895047764056,NA,-0.087283586989357,NA,NA,NA,NA,45447.781612101,45521.0017450705,0.0744453706945494,0.218448769268882,"Gamma(log)",12,-22711.8908060505,45447.8765314804,373.687443474162,5.29941102793904e-83
"4173",5.71382810272506,"+",NA,-0.00491991060303658,NA,NA,-0.074489504637763,NA,NA,-0.360250311050542,NA,-0.0482806939695087,0.363851527394434,NA,NA,-0.0872835869493483,NA,NA,NA,NA,45447.7816121017,45521.0017450711,0.0744453706392439,0.218448769287658,"Gamma(log)",12,-22711.8908060508,45447.8765314811,373.687443474802,5.29941102624248e-83
"9667",5.72360117603052,"+",NA,-0.0248170423890577,"+",NA,NA,NA,NA,NA,NA,-0.0225090856191915,NA,NA,NA,NA,NA,NA,NA,-0.185337575204328,45447.8053516058,45514.9238068278,0.0489147853217047,0.257866566189195,"Gamma(log)",11,-22712.9026758029,45447.8856435766,373.696555570328,5.27532157450794e-83
"9523",5.74010785703115,"+",-0.0398631521345758,NA,"+",NA,NA,NA,NA,NA,NA,-0.0170204631411577,NA,NA,NA,NA,NA,NA,NA,-0.184810531128034,45447.8473074087,45514.9657626307,0.0476654281488988,0.251225830043979,"Gamma(log)",11,-22712.9236537043,45447.9275993795,373.738511373245,5.16580908554552e-83
"3236",5.74980786174027,"+",-0.0494918340333201,-0.0169905487420994,"+","+",-0.087525033594931,NA,0.0841292692044288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.196722646192279,45447.7843319904,45545.4111759496,0.0527680161813474,0.255528368368261,"Gamma(log)",16,-22707.8921659952,45447.9500340921,373.760946085858,5.1081861570998e-83
"3363",5.74981019489999,"+",-0.0494897440443961,-0.016992898531784,"+","+",NA,NA,0.0841311825020837,NA,NA,NA,NA,-0.0875241053931016,NA,NA,NA,NA,NA,-0.196723655612435,45447.7843324949,45545.4111764542,0.0527678774998441,0.255529647696518,"Gamma(log)",16,-22707.8921662475,45447.9500345967,373.760946590402,5.10818486844761e-83
"9506",5.73961740254714,"+",-0.0426717191468743,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0206651909214008,NA,-0.174348927904594,45447.9408701557,45515.0593253777,0.0474415876433211,0.250694815728456,"Gamma(log)",11,-22712.9704350778,45448.0211621265,373.832074120241,4.92971099454368e-83
"8424",5.72582107297388,"+",NA,NA,"+","+",NA,NA,NA,NA,NA,-0.019247405549749,NA,-0.0886720643421519,NA,NA,NA,NA,NA,-0.171742527247903,45447.9074514976,45533.330939962,0.0514029495833131,0.265950279309373,"Gamma(log)",14,-22709.9537257488,45448.0353053789,373.846217372644,4.89497289330639e-83
"7930",5.72582082119336,"+",NA,NA,"+","+",-0.0886719696783343,NA,NA,NA,NA,-0.0192475015596662,NA,NA,NA,NA,NA,NA,NA,-0.171742622004975,45447.9074515737,45533.3309400381,0.0514029422994735,0.265950212508593,"Gamma(log)",14,-22709.9537257868,45448.035305455,373.846217448714,4.89497270712576e-83
"9650",5.72135959187375,"+",NA,-0.025878850928523,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0281391616747197,NA,-0.171378613097272,45447.9606098584,45515.0790650804,0.0487225348550299,0.25780884043598,"Gamma(log)",11,-22712.9803049292,45448.0409018292,373.851813822926,4.88129480320316e-83
"9913",5.70936855284792,"+",NA,NA,NA,NA,NA,NA,NA,-0.360461108543947,NA,NA,0.351108576000042,NA,NA,NA,NA,-0.121354715035802,NA,NA,45448.0071954738,45502.9222952009,0.0752903793816152,0.217093785656564,"Gamma(log)",9,-22715.0035977369,45448.06190672,373.872818713782,4.83029753766919e-83
"6973",5.73649138982362,"+",NA,NA,NA,"+",NA,0.172065363506971,-0.113585863741084,-0.400729069925146,NA,NA,0.35869898256828,NA,NA,NA,NA,NA,NA,NA,45447.978119969,45527.2999306859,0.0702002953356268,0.200133937819165,"Gamma(log)",13,-22710.9890599845,45448.0888929452,373.899804938985,4.7655595299124e-83
"3407",5.73263482284077,"+",NA,-0.0158605700888551,"+","+",NA,NA,0.0788743875191335,NA,NA,-0.0267914551562089,NA,-0.0926793741926623,NA,NA,NA,NA,NA,-0.199233091317635,45447.9380012389,45545.5648451981,0.0538925298517514,0.264237312528892,"Gamma(log)",16,-22707.9690006194,45448.1037033406,373.914615334339,4.73039996199668e-83
"3276",5.7326347346207,"+",NA,-0.0158606576990531,"+","+",-0.0926793219872882,NA,0.07887435216535,NA,NA,-0.0267914870381423,NA,NA,NA,NA,NA,NA,NA,-0.199233053557519,45447.9380014735,45545.5648454328,0.0538925239576583,0.264237265519362,"Gamma(log)",16,-22707.9690007367,45448.1037035752,373.914615568974,4.73039940703782e-83
"7880",5.72293484107127,"+",NA,-0.0174656729872986,"+","+",-0.0878642591514512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.168963045141934,45448.0157006753,45533.4391891396,0.0514553563471744,0.265846909592199,"Gamma(log)",14,-22710.0078503376,45448.1435545565,373.954466550298,4.63707671563454e-83
"8354",5.72293484141739,"+",NA,-0.0174656730612931,"+","+",NA,NA,NA,NA,NA,NA,NA,-0.0878642592548625,NA,NA,NA,NA,NA,-0.168963045094129,45448.0157006789,45533.4391891433,0.0514553562994973,0.265846909548746,"Gamma(log)",14,-22710.0078503395,45448.1435545602,373.954466553958,4.63707670714914e-83
