"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(CorridorIndegreeBR)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(InflowLR)","cond(SelfR)","cond(IndegreeNeiBR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowNeiBR)","cond(InflowMPABR)","cond(IndegreeMPABR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"1047",3.99405654203557,"+",0.0610194182241164,0.0201023260579893,NA,NA,NA,0.079202380820091,0.0324190547415031,NA,NA,NA,NA,NA,0.0556337232443413,NA,NA,NA,31546.7321892883,31613.8506445103,0.00884165549323815,0.778039499880161,"Gamma(log)",11,-15762.3660946442,31546.8124812591,0,0.0368865402094964
"464",3.99686165433064,"+",0.0602057912516937,0.018619109794206,NA,0.0179510151914487,NA,0.0764480690748947,0.0324388310245986,NA,NA,NA,NA,NA,0.0494745872883891,NA,NA,NA,31547.268444633,31620.4885776024,0.00899142641298307,0.777405429593829,"Gamma(log)",12,-15761.6342223165,31547.3633640123,0.550882753206679,0.0280056239098591
"402",3.99610191349945,"+",0.0617999562912817,0.0198184595149201,NA,NA,NA,0.073294605464478,0.0325319507275383,0.0310484439559939,NA,0.0418436113424345,NA,NA,NA,NA,NA,NA,31547.4805928318,31620.7007258012,0.00880157384934669,0.778279811891977,"Gamma(log)",12,-15761.7402964159,31547.5755122111,0.763030952006375,0.0251870820124613
"449",3.99486425922526,"+",0.0604003126920608,0.0206726012100279,NA,NA,NA,0.0766571868064139,0.0323799691382504,NA,NA,NA,0.0152538809088223,NA,0.0482415959710561,NA,NA,NA,31547.5793122898,31620.7994452593,0.00890311566603576,0.777939688732357,"Gamma(log)",12,-15761.7896561449,31547.6742316692,0.861750410073,0.0239740384953758
"1845",3.99316748091051,"+",0.0613204649439696,NA,NA,NA,NA,0.080540687032429,0.032296097740316,NA,NA,NA,NA,NA,0.055341439979605,NA,NA,NA,31547.6599336832,31608.6767111577,0.00868515845532724,0.777786098139022,"Gamma(log)",10,-15763.8299668416,31547.7268233153,0.914342056174064,0.0233518379118736
"485",3.99477539842952,"+",0.0603708981829478,0.0206693657813535,NA,NA,NA,0.076716027840021,0.0323965113096772,NA,NA,NA,NA,NA,0.0485496713039475,NA,NA,0.014688417056531,31547.6471276533,31620.8672606228,0.008893444821952,0.777992913067393,"Gamma(log)",12,-15761.8235638267,31547.7420470327,0.929565773552895,0.0231747618156486
"475",3.9930649636141,"+",0.0629216564527518,0.0201217641672523,NA,NA,NA,0.0790945637770291,0.0324237458984792,NA,NA,NA,NA,NA,0.0604602954926814,NA,-0.0137488248248811,NA,31547.7513297698,31620.9714627393,0.00894222544469306,0.778438622011395,"Gamma(log)",12,-15761.8756648849,31547.8462491492,1.03376789009417,0.0219982471566535
"1138",3.99640964022526,"+",0.0603828141758227,NA,NA,0.0202835911821717,NA,0.0772914820229666,0.032328918547934,NA,NA,NA,NA,NA,0.0484032240222796,NA,NA,NA,31547.773233489,31614.891688711,0.00885439874760653,0.777084373647018,"Gamma(log)",11,-15762.8866167445,31547.8535254598,1.04104420065414,0.0219183595275271
"457",3.99534157720381,"+",0.0599693914694759,0.0198790485164215,NA,NA,NA,0.0779346163583095,0.0323743439901787,NA,NA,NA,NA,0.013639052361504,0.0497755896407031,NA,NA,NA,31547.8366730649,31621.0568060344,0.00888938322573399,0.777453471550874,"Gamma(log)",12,-15761.9183365325,31547.9315924443,1.11911118518401,0.0210792918138754
"479",3.99374240953768,"+",0.0621217729105359,0.020003740327821,NA,NA,NA,0.0788714067475691,0.0324027263734763,NA,NA,NA,NA,NA,0.0593239358603593,-0.00870470862433753,NA,NA,31548.3156037044,31621.5357366738,0.00889161493677464,0.778152006160854,"Gamma(log)",12,-15762.1578018522,31548.4105230838,1.59804182463995,0.0165904264350281
"1075",3.99526901617831,"+",0.0621000020427808,NA,NA,NA,NA,0.0746830165936338,0.0324210302364296,0.0301096060633306,NA,0.0424859597981949,NA,NA,NA,NA,NA,NA,31548.3317855483,31615.4502407703,0.00863579131232024,0.777989137937802,"Gamma(log)",11,-15763.1658927742,31548.4120775192,1.59959626002819,0.0165775370716193
"486",3.98444208067144,"+",0.047326648331818,0.0190251084412624,"+",NA,NA,0.0813001024929243,0.0314141226340177,NA,NA,NA,NA,NA,0.0594438694694772,NA,NA,NA,31548.550095322,31627.8719060389,0.00919096542235631,0.777835284307677,"Gamma(log)",13,-15761.275047661,31548.6608682982,1.84838703912101,0.0146384730169604
"1123",3.99389147469692,"+",0.060751813181134,NA,NA,NA,NA,0.0782324137408624,0.032256624375472,NA,NA,NA,0.014139591757583,NA,0.0484774453661018,NA,NA,NA,31548.6682615025,31615.7867167245,0.00873701490492696,0.77768477628939,"Gamma(log)",11,-15763.3341307512,31548.7485534733,1.9360722141646,0.0140105499467584
"1149",3.99217637028843,"+",0.0632203584428775,NA,NA,NA,NA,0.0804355143478369,0.0323006070432894,NA,NA,NA,NA,NA,0.0601668294593905,NA,-0.0137377733999624,NA,31548.6825940747,31615.8010492967,0.00879029866467819,0.778187449016465,"Gamma(log)",11,-15763.3412970373,31548.7628860455,1.95040478634837,0.0139105052401847
"1131",3.99450604109708,"+",0.0602353020432216,NA,NA,NA,NA,0.0792045570701756,0.0322512699020371,NA,NA,NA,NA,0.0140904021528136,0.0492911161122647,NA,NA,NA,31548.7058160747,31615.8242712967,0.00873074743295712,0.777180816622335,"Gamma(log)",11,-15763.3529080374,31548.7861080455,1.97362678641366,0.0137499244194033
"1159",3.99379740687849,"+",0.0607272469603662,NA,NA,NA,NA,0.0782964606214878,0.0322724405929818,NA,NA,NA,NA,NA,0.0487916432111201,NA,NA,0.0135562503152073,31548.7346658856,31615.8531211076,0.00872834569323403,0.777738867470572,"Gamma(log)",11,-15763.3673329428,31548.8149578564,2.0024765972812,0.0135530067339338
"426",3.99403317170075,"+",0.0609693995038378,0.0201266646654394,NA,NA,NA,0.0791235206091045,0.0324292405759286,NA,0.000863730418438929,NA,NA,NA,0.0555077377961261,NA,NA,NA,31548.7269577528,31621.9470907223,0.00883782321129956,0.778073702082209,"Gamma(log)",12,-15762.3634788764,31548.8218771322,2.00939587306493,0.0135061992534419
"176",3.98818001891687,"+",0.0472694260405039,0.0175598039837648,"+",0.0183581406253903,NA,0.0785233591608789,0.0314014696024338,NA,NA,NA,NA,NA,0.0531496165824493,NA,NA,NA,31549.0295258774,31634.4530143417,0.00940637007441435,0.777095998197829,"Gamma(log)",14,-15760.5147629387,31549.1573797586,2.34489849951569,0.0114203570695594
"448",3.99637911898645,"+",0.0615177898731541,0.019876271601644,NA,NA,NA,0.0740801346452079,0.0325077247621791,NA,NA,0.0437776757311486,0.0260717324800498,NA,NA,NA,NA,NA,31549.0790940122,31622.2992269817,0.00869517833207848,0.77761586066171,"Gamma(log)",12,-15762.5395470061,31549.1740133916,2.36153213245416,0.0113257699329376
"482",3.99626311599687,"+",0.0614467656463758,0.0198837429182055,NA,NA,NA,0.074061118037482,0.0325383272390994,NA,NA,0.0441400552549435,NA,NA,NA,NA,NA,0.0256784085545687,31549.1353122229,31622.3554451923,0.00868012306788133,0.777694363434422,"Gamma(log)",12,-15762.5676561114,31549.2302316023,2.41775034314196,0.0110118454111305
"1160",3.98229469248148,"+",0.0460589818094158,NA,"+",NA,NA,0.0826883015242893,0.0312468258520674,NA,NA,NA,NA,NA,0.0594508256051808,NA,NA,NA,31549.1581852071,31622.3783181766,0.00904501911657239,0.777647214152288,"Gamma(log)",12,-15762.5790926036,31549.2531045865,2.44062332736939,0.0108866259285611
"1153",3.99284703353976,"+",0.0624591317992682,NA,NA,NA,NA,0.0801911588128428,0.0322797830613174,NA,NA,NA,NA,NA,0.05916273008691,-0.00900501664062354,NA,NA,31549.2145010472,31616.3329562692,0.00873841768872297,0.777904503335771,"Gamma(log)",11,-15763.6072505236,31549.294793018,2.48231175892579,0.0106620514194333
"590",3.98665243050562,"+",0.0461126189376201,NA,"+",0.0204908106932488,NA,0.0794486586265758,0.0312471599611169,NA,NA,NA,NA,NA,0.0524225332200245,NA,NA,NA,31549.2468364902,31628.5686472071,0.00929032821541858,0.77683044912725,"Gamma(log)",13,-15761.6234182451,31549.3576094664,2.54512820732634,0.010332379621566
"124",3.9968280498445,"+",0.0600980065360782,0.0186576154296456,NA,0.0180838454141022,NA,0.076265448864905,0.0324600810736923,NA,0.00175267408130097,NA,NA,NA,0.0491751011112962,NA,NA,NA,31549.2469585814,31628.5687692983,0.00898343443940369,0.777468727425041,"Gamma(log)",13,-15761.6234792907,31549.3577315577,2.5452502985645,0.0103317488943073
"107",3.99499887594175,"+",0.0609279053514547,0.0196607451456869,NA,NA,"+",0.0740650252127483,0.0326901181031512,0.0286065831123946,NA,0.0544946577771982,NA,NA,NA,NA,NA,NA,31549.2215763415,31640.7467425533,0.00923536227808074,0.777856208203491,"Gamma(log)",15,-15759.6107881708,31549.3677395571,2.55525829797989,0.0102801779639318
"97",3.99619369232378,"+",0.0619484055830318,0.0197786111369237,NA,NA,NA,0.0733906217498252,0.0324933032031814,0.0322092271335611,-0.00280337048766803,0.0414717642432191,NA,NA,NA,NA,NA,NA,31549.4319603243,31628.7537710412,0.00882019745307889,0.778198094649941,"Gamma(log)",13,-15761.7159801621,31549.5427333005,2.73025204141231,0.00941892251950032
"165",3.98490367844897,"+",0.0465206556592029,0.0195648034651253,"+",NA,NA,0.0787977924197192,0.0314106604121565,NA,NA,NA,0.0147981891533965,NA,0.0522224063572979,NA,NA,NA,31549.4710248065,31634.8945132709,0.00925560045825818,0.777805827173024,"Gamma(log)",14,-15760.7355124032,31549.5988786878,2.7863974286447,0.00915818491998662
"184",3.98321252166191,"+",0.0490375783136032,0.0190252336485913,"+",NA,NA,0.0812327791357223,0.0313937197408219,NA,NA,NA,NA,NA,0.0645875204463915,NA,-0.0144253903788733,NA,31549.471469313,31634.8949577773,0.00926287957272503,0.778237885057307,"Gamma(log)",14,-15760.7357346565,31549.5993231943,2.7868419351289,0.0091561497098708
"195",3.98475064647632,"+",0.0464289714729122,0.0195568243817432,"+",NA,NA,0.078856661692723,0.03142912736207,NA,NA,NA,NA,NA,0.0525329781709613,NA,NA,0.0142255447811222,31549.538911759,31634.9624002234,0.00924291121968173,0.777866206880356,"Gamma(log)",14,-15760.7694558795,31549.6667656403,2.85428438115559,0.00885254094248151
"170",3.985634240594,"+",0.0460470565229013,0.0187783717611109,"+",NA,NA,0.0800187665631219,0.0313551395006493,NA,NA,NA,NA,0.0141267626165283,0.0534372486563671,NA,NA,NA,31549.5910859711,31635.0145744355,0.00927967391724512,0.777237246162639,"Gamma(log)",14,-15760.7955429856,31549.7189398524,2.90645859326833,0.00862458998571608
"1100",3.99315846379399,"+",0.0613038913896658,NA,NA,NA,NA,0.0805155042398898,0.0322994734375557,NA,0.00028463935959862,NA,NA,NA,0.0552999487591806,NA,NA,NA,31549.6593656384,31616.7778208604,0.00868397252604266,0.777797065801885,"Gamma(log)",11,-15763.8296828192,31549.7396576092,2.92717635010194,0.00853571004966529
"538",3.99638425251995,"+",0.0603008054996092,NA,NA,0.0203884855402718,NA,0.0771544556447541,0.0323446902965356,NA,0.00133414183725639,NA,NA,NA,0.0481736107295298,NA,NA,NA,31549.7607773921,31622.9809103615,0.0088484545095796,0.777132007428528,"Gamma(log)",12,-15762.880388696,31549.8556967714,3.04321551230896,0.0080545646208947
"132",3.99306237488992,"+",0.0629158710319337,0.0201241282603129,NA,NA,NA,0.0790870223938965,0.0324247127301417,NA,8.39452830635082e-05,NA,NA,NA,0.0604457859374528,NA,-0.0137423221672921,NA,31549.7512820265,31629.0730927434,0.00894185378677804,0.778441762374491,"Gamma(log)",13,-15761.8756410133,31549.8620550028,3.0495737436795,0.00802899888791401
"106",3.98776652514166,"+",0.0500514612524444,0.0188163977361117,"+",NA,NA,0.0750550151863451,0.031676173859394,0.0315566197069861,NA,0.044611119817656,NA,NA,NA,NA,NA,NA,31549.803755956,31635.2272444203,0.00914922993872888,0.778138744713073,"Gamma(log)",14,-15760.901877978,31549.9316098372,3.11912857812058,0.00775457065510723
"117",3.99530626327588,"+",0.0598769082278347,0.0199192181836653,NA,NA,NA,0.0777912156405135,0.0323917004550307,NA,0.00146386378004961,NA,NA,0.0137322443372143,0.0495233137922577,NA,NA,NA,31549.8216701517,31629.1434808687,0.00888234054030968,0.777506173113994,"Gamma(log)",13,-15761.9108350759,31549.932443128,3.11996186888427,0.00775134042203315
"1122",3.995496811593,"+",0.0618545557521858,NA,NA,NA,NA,0.0755089763393021,0.0323977655274416,NA,NA,0.044483523207722,0.0249068123727668,NA,NA,NA,NA,NA,31549.9421441808,31617.0605994028,0.00853067720106038,0.777344288606916,"Gamma(log)",11,-15763.9710720904,31550.0224361516,3.20995489249981,0.00741028777275798
"487",3.98968431813946,"+",0.0602402758476869,0.020703197818512,NA,NA,"+",0.0788151612781941,0.0325125856283473,NA,NA,NA,NA,NA,0.0626012652761744,NA,NA,NA,31549.9119818919,31635.3354703562,0.00911122181820136,0.77785105126664,"Gamma(log)",14,-15760.9559909459,31550.0398357732,3.22735451403059,0.00734609929009486
"1156",3.99539685013808,"+",0.061785673274728,NA,NA,NA,NA,0.0754980980950125,0.0324267942471618,NA,NA,0.0448336762421621,NA,NA,NA,NA,NA,0.0245062181928376,31550.0003676304,31617.1188228524,0.00851627754301337,0.777424542242876,"Gamma(log)",11,-15764.0001838152,31550.0806596013,3.26817834212852,0.00719767134547389
"189",3.98406704617673,"+",0.0484320678188271,0.0188966807625036,"+",NA,NA,0.080989182617506,0.031353991847017,NA,NA,NA,NA,NA,0.0637988154134303,-0.0100200680520606,NA,NA,31550.0020556615,31635.4255441259,0.0092445403340704,0.777923534714067,"Gamma(log)",14,-15761.0010278308,31550.1299095428,3.3174282836917,0.00702259339068221
"519",3.99430281599461,"+",0.0612224595389079,NA,NA,NA,"+",0.0755009695526032,0.0325803156526266,0.0275192457367054,NA,0.055275187485449,NA,NA,NA,NA,NA,NA,31550.0168056145,31635.4402940788,0.00906059588665324,0.777553647747928,"Gamma(log)",14,-15761.0084028072,31550.1446594958,3.3321782366329,0.00697099244143889
"598",3.98106200457878,"+",0.0477717512356843,NA,"+",NA,NA,0.0826218690204749,0.0312267173835134,NA,NA,NA,NA,NA,0.0646059071109458,NA,-0.0144512959134165,NA,31550.0775575958,31629.3993683127,0.00911801617014934,0.778049616261171,"Gamma(log)",13,-15762.0387787979,31550.1883305721,3.37584931293168,0.00682042689224866
"177",3.99343347787961,"+",0.0592656811514483,0.0189158240594275,NA,0.0208351047244147,"+",0.0760244709827882,0.0325250342292651,NA,NA,NA,NA,NA,0.0553028826242995,NA,NA,NA,31550.0534838931,31641.5786501049,0.00932046088696212,0.777120624637276,"Gamma(log)",15,-15760.0267419466,31550.1996471087,3.38716584958092,0.0067819440625641
"584",3.98355787763308,"+",0.0447592634877312,NA,"+",NA,NA,0.0813368810809339,0.0311884219171254,NA,NA,NA,NA,0.0145847978826695,0.053248531851941,NA,NA,NA,31550.1374522362,31629.4592629531,0.00913548681587155,0.777028158101412,"Gamma(log)",13,-15762.0687261181,31550.2482252125,3.435743953356,0.00661920150342321
"579",3.98266430722945,"+",0.0452700389903743,NA,"+",NA,NA,0.0804110559340256,0.0312395151916701,NA,NA,NA,0.0137689827651886,NA,0.0527286676186076,NA,NA,NA,31550.2230851032,31629.5448958201,0.00910161422724918,0.777612134552849,"Gamma(log)",13,-15762.1115425516,31550.3338580795,3.52137682035755,0.00634177254342085
"509",3.99536808234088,"+",0.0622652760293108,NA,NA,NA,NA,0.0747863199152144,0.0323781614487769,0.0314037919649691,-0.0031237897770962,0.0420706216212222,NA,NA,NA,NA,NA,NA,31550.2713771379,31623.4915101073,0.00865573322286103,0.777898544796318,"Gamma(log)",12,-15763.1356885689,31550.3662965173,3.55381525813209,0.00623974359796615
"609",3.98251830344422,"+",0.0451886540226936,NA,"+",NA,NA,0.0804735339394877,0.0312568509792677,NA,NA,NA,NA,NA,0.0530422830784591,NA,NA,0.0131862251639048,31550.2884736178,31629.6102843347,0.00909013605896458,0.777666252,"Gamma(log)",13,-15762.1442368089,31550.3992465941,3.58676533497055,0.006137785768209
"136",3.99367397068981,"+",0.0620453914523593,0.0200548152408529,NA,NA,NA,0.0786873477718295,0.0324252315672994,NA,0.00190200797818622,NA,NA,NA,0.059166085756238,-0.00898261041525533,NA,NA,31550.2905966038,31629.6124073207,0.00888534591039623,0.778229248233589,"Gamma(log)",13,-15762.1452983019,31550.4013695801,3.58888832093726,0.00613127400838784
"518",3.98567815823748,"+",0.0487915423525056,NA,"+",NA,NA,0.0764894582672178,0.0315182164888568,0.0307555366289001,NA,0.0454239204721027,NA,NA,NA,NA,NA,NA,31550.3593730344,31629.6811837513,0.00900451850005672,0.777913528204019,"Gamma(log)",13,-15762.1796865172,31550.4701460107,3.65766475155397,0.00592401450404966
"142",3.98438855821774,"+",0.0472628766542364,0.0190375274880602,"+",NA,NA,0.0812518699144897,0.0314220894825894,NA,0.0005072004220368,NA,NA,NA,0.0593690123491246,NA,NA,NA,31550.5483173275,31635.9718057918,0.00918737704651382,0.777862527007705,"Gamma(log)",14,-15761.2741586637,31550.6761712088,3.8636899496305,0.00534414594387553
"603",3.98193573908688,"+",0.0472096285169804,NA,"+",NA,NA,0.0823581321322728,0.0311853880667929,NA,NA,NA,NA,NA,0.0639475788387878,-0.0103415246615633,NA,NA,31550.5748083665,31629.8966190834,0.00910019600730114,0.777739065654908,"Gamma(log)",13,-15762.2874041833,31550.6855813428,3.87310008365966,0.00531906043984051
"591",3.99317785511764,"+",0.0594529379202579,NA,NA,0.0234433654083877,"+",0.0769565776998993,0.0324073382822511,NA,NA,NA,NA,NA,0.0538598750128466,NA,NA,NA,31550.6264678692,31636.0499563336,0.00917229931800646,0.776787905785973,"Gamma(log)",14,-15761.3132339346,31550.7543217505,3.94184049137402,0.00513934929344298
"546",3.99218929811363,"+",0.0632544898556342,NA,NA,NA,NA,0.0804791059560174,0.0322947022204469,NA,-0.000496366314743441,NA,NA,NA,0.0602525362212739,NA,-0.0137757926158329,NA,31550.6808707684,31623.9010037378,0.00879237424263805,0.778169383319902,"Gamma(log)",12,-15763.3404353842,31550.7757901478,3.96330888864031,0.00508447752637877
"531",3.99448400197632,"+",0.0601778009146821,NA,NA,NA,NA,0.0791176468031741,0.0322612892081698,NA,0.000908459952462627,NA,NA,0.014149500589013,0.049134390274733,NA,NA,NA,31550.7006143903,31623.9207473598,0.00872645428181959,0.777215412571753,"Gamma(log)",12,-15763.3503071952,31550.7955337697,3.98305251056809,0.00503453146006481
"164",3.9954044127227,"+",0.0607003350438082,0.019648726819224,NA,NA,"+",0.0749653937945685,0.0326696851337153,NA,NA,0.0566697714993949,0.0233245006377066,NA,NA,NA,NA,NA,31550.7124680198,31642.2376342316,0.00913606557152723,0.777235350997835,"Gamma(log)",15,-15760.3562340099,31550.8586312354,4.04614997624958,0.00487817772153394
"193",3.99523461086438,"+",0.0606263716728171,0.0196603614500506,NA,NA,"+",0.074935734780575,0.0326972858379734,NA,NA,0.057006020734694,NA,NA,NA,NA,NA,0.0230405393197763,31550.7394023744,31642.2645685863,0.00912256079126691,0.777307463638666,"Gamma(log)",15,-15760.3697011872,31550.88556559,4.07308433091021,0.00481292282299691
"171",3.99155411510312,"+",0.0590319069719351,0.0203841409810374,NA,NA,"+",0.0777171384139817,0.0324512247356678,NA,NA,NA,NA,0.0155588788366521,0.0556509919184408,NA,NA,NA,31550.820812591,31642.3459788028,0.009182546085274,0.777189308211038,"Gamma(log)",15,-15760.4104062955,31550.9669758066,4.15449454749978,0.00462094600344811
"185",3.98827548387987,"+",0.0622057792960509,0.0207753289827723,NA,NA,"+",0.0784644963673936,0.0325264160122276,NA,NA,NA,NA,NA,0.0679019169126036,NA,-0.0142501258345866,NA,31550.8888938779,31642.4140600898,0.00920713831864338,0.778256368204234,"Gamma(log)",15,-15760.444446939,31551.0350570935,4.22257583441751,0.00446629320210851
"166",3.99045475842267,"+",0.0596771109401608,0.0212338557645564,NA,NA,"+",0.0764117105725558,0.0324739701684818,NA,NA,NA,0.0143313861185577,NA,0.0555176717572669,NA,NA,NA,31550.8984805458,31642.4236467577,0.00916540236233695,0.777761003143152,"Gamma(log)",15,-15760.4492402729,31551.0446437614,4.23216250230325,0.00444493599431057
"196",3.99032039218109,"+",0.0596456642389493,0.0212351489737131,NA,NA,"+",0.0764529459250494,0.0324899960214476,NA,NA,NA,NA,NA,0.0558071818225036,NA,NA,0.0138485063919495,31550.9516127387,31642.4767789505,0.00915651359143995,0.777809517113832,"Gamma(log)",15,-15760.4758063694,31551.0977759543,4.28529469517161,0.00432840612136815
"1161",3.9888836198368,"+",0.0605757097905006,NA,NA,NA,"+",0.0802668396436061,0.0323812864466107,NA,NA,NA,NA,NA,0.0620158452433079,NA,NA,NA,31551.0057645096,31630.3275752265,0.00893507955175102,0.777592343867716,"Gamma(log)",13,-15762.5028822548,31551.1165374859,4.30405622677426,0.00428799221033194
"1046",3.99451140512882,"+",0.0632785596787579,0.0186358801354774,NA,NA,NA,0.0790515598424752,0.0325441352886483,NA,NA,0.052080899852801,NA,NA,NA,NA,NA,NA,31551.0424315916,31618.1608868136,0.00841734820184951,0.777845548350886,"Gamma(log)",11,-15764.5212157958,31551.1227235624,4.31024230326875,0.00427474977665583
"30",3.9880572573668,"+",0.0471103213557943,0.017584430829238,"+",0.0184381050094095,NA,0.0783894427862169,0.0314215659152807,NA,0.00127013002638282,NA,NA,NA,0.0529352886267141,NA,NA,NA,31551.0183898984,31642.5435561102,0.00939740160954698,0.777155810290826,"Gamma(log)",15,-15760.5091949492,31551.164553114,4.35207185483523,0.00418627280670918
"111",3.99640905311622,"+",0.0615700631687014,0.0198643599245643,NA,NA,NA,0.0741138609262549,0.0324918068845684,NA,-0.00111805984310655,0.0436367690967846,0.0265401945166373,NA,NA,NA,NA,NA,31551.0714032786,31630.3932139955,0.00870228501812829,0.777567586198088,"Gamma(log)",13,-15762.5357016393,31551.1821762549,4.36969499576662,0.0041495472115947
"139",3.99640939672056,"+",0.0615700587538946,0.0198643664237499,NA,NA,NA,0.0741138743148004,0.032491819720118,NA,-0.00335250540949469,0.0436368016981957,NA,NA,NA,NA,NA,0.0273478090922889,31551.0714045198,31630.3932152368,0.00870229252031237,0.777567528393589,"Gamma(log)",13,-15762.5357022599,31551.1821774961,4.36969623698315,0.00414954463635222
"19",3.9855627959317,"+",0.0475578207521661,0.018507095342409,"+",NA,"+",0.0761381317446631,0.0317166792920638,0.0290043886303101,NA,0.0584622636813922,NA,NA,NA,NA,NA,NA,31551.0416782091,31654.7701999158,0.00973618132788691,0.777671643081593,"Gamma(log)",17,-15758.5208391045,31551.2281498727,4.41566861357205,0.00405525030738602
"556",3.98228578380432,"+",0.0460538404863546,NA,"+",NA,NA,0.0826851476209315,0.0312474942530481,NA,3.27523639584863e-05,NA,NA,NA,0.0594461835666439,NA,NA,NA,31551.1581761875,31630.4799869044,0.00904474878812581,0.777649266401764,"Gamma(log)",13,-15762.5790880937,31551.2689491637,4.4564679046016,0.00397336271728992
"550",3.99279689594407,"+",0.0624050056615948,NA,NA,NA,NA,0.0800641988554092,0.0322955448091406,NA,0.00135167968458644,NA,NA,NA,0.0590505111749488,-0.00920332767802883,NA,NA,31551.2018620681,31624.4219950376,0.00873434570223948,0.777959035849159,"Gamma(log)",12,-15763.6009310341,31551.2967814475,4.48430018838553,0.00391845179816216
"15",3.99515237626143,"+",0.0610335183790823,0.0196309645963324,NA,NA,"+",0.0741361315278381,0.0326628107320656,0.0294064084118016,-0.00195209738681079,0.0542108674688959,NA,NA,NA,NA,NA,NA,31551.1980737271,31648.8249176864,0.00924887727219019,0.777800262444972,"Gamma(log)",16,-15759.5990368636,31551.3637758289,4.55129456973737,0.00378936870138604
"224",3.98656244996022,"+",0.0459951926769979,NA,"+",0.020551361227566,NA,0.0793524808650879,0.0312616622274131,NA,0.000922931544302569,NA,NA,NA,0.0522663932285282,NA,NA,NA,31551.2409554504,31636.6644439147,0.00928380950101709,0.776873590546911,"Gamma(log)",14,-15761.6204777252,31551.3688093316,4.55632807251823,0.0037798437933783
"197",3.978800019252,"+",0.045207082752564,0.0195697283326552,"+",NA,"+",0.0810486747515611,0.0314272820914699,NA,NA,NA,NA,NA,0.0672856497874842,NA,NA,NA,31551.3402953656,31648.9671393249,0.00955370348064017,0.777636183483965,"Gamma(log)",16,-15759.6701476828,31551.5059974674,4.69351620822999,0.00352926140880069
"190",3.98911963163588,"+",0.0614861372724508,0.0206091276568597,NA,NA,"+",0.0783991641420185,0.0324973871385872,NA,NA,NA,NA,NA,0.0670480642850301,-0.010004625579586,NA,NA,31551.3633279009,31642.8884941128,0.00917377106299429,0.777974904647481,"Gamma(log)",15,-15760.6816639505,31551.5094911165,4.69700985740928,0.0035231017896419
"163",3.98803266508124,"+",0.0497817491172032,0.0188817364586602,"+",NA,NA,0.0758186265596089,0.0316598275249398,NA,NA,0.0465324881966975,0.0265752900682323,NA,NA,NA,NA,NA,31551.4294307614,31636.8529192258,0.00903427721480773,0.77746324218769,"Gamma(log)",14,-15761.7147153807,31551.5572846427,4.74480338358262,0.00343990903851077
"57",3.98363799005311,"+",0.0450804285446183,0.0177958088043078,"+",0.0213575342345108,"+",0.0782395499743986,0.0313994194286365,NA,NA,NA,NA,NA,0.0598197347048712,NA,NA,NA,31551.4016183407,31655.1301400474,0.00984956143891468,0.776779507613301,"Gamma(log)",17,-15758.7008091704,31551.5880900043,4.77560874521441,0.00338733117703552
"192",3.98778621460897,"+",0.0495771579490555,0.0188827469099035,"+",NA,NA,0.0757961670630709,0.0316958083245293,NA,NA,0.0468912391478492,NA,NA,NA,NA,NA,0.0261812951781873,31551.4885421893,31636.9120306537,0.00901433960774222,0.777565661729679,"Gamma(log)",14,-15761.7442710947,31551.6163960706,4.80391481150218,0.00333972782712188
"35",3.98324715431426,"+",0.0490831067099522,0.0190170005760042,"+",NA,NA,0.081264747521434,0.0313884489564652,NA,-0.000337143729290669,NA,NA,NA,0.0646468353811068,NA,-0.0144518934868784,NA,31551.4706864379,31642.9958526497,0.00926518154146552,0.778221856078705,"Gamma(log)",15,-15760.7353432189,31551.6168496534,4.8043683943215,0.00333897049142195
"578",3.99468106320773,"+",0.061029148849332,NA,NA,NA,"+",0.0764391819301042,0.0325611225224832,NA,NA,0.0575135817988616,0.0220228181732615,NA,NA,NA,NA,NA,31551.499616332,31636.9231047963,0.00896300030244957,0.776961535190275,"Gamma(log)",14,-15761.749808166,31551.6274702132,4.81498895411278,0.00332128661826299
"1844",3.99377395106514,"+",0.063525277348031,NA,NA,NA,NA,0.0801608575020073,0.0324392706516275,NA,NA,0.0523915833445158,NA,NA,NA,NA,NA,NA,31551.5664714664,31612.583248941,0.00827657191012373,0.777588374243944,"Gamma(log)",10,-15765.7832357332,31551.6333610985,4.8208798394262,0.00331151835197865
"607",3.99451619120453,"+",0.0609607586424559,NA,NA,NA,"+",0.0764165184407187,0.0325872606211972,NA,NA,0.0578397785190319,NA,NA,NA,NA,NA,0.021731413185158,31551.5294347274,31636.9529231917,0.00895051785762261,0.777030908207327,"Gamma(log)",14,-15761.7647173637,31551.6572886087,4.8448073495274,0.00327213620647522
"212",3.98362388766008,"+",0.0463069206874417,NA,"+",NA,"+",0.0776089109404206,0.0315595662372138,0.0280608871442437,NA,0.059451745443093,NA,NA,NA,NA,NA,NA,31551.5041717669,31649.1310157262,0.00958962621454769,0.777435185614563,"Gamma(log)",16,-15759.7520858835,31551.6698738687,4.85739260953414,0.00325161051203751
