"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(CorridorIndegreeBR)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(InflowLR)","cond(SelfR)","cond(IndegreeNeiBR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowNeiBR)","cond(InflowMPABR)","cond(IndegreeMPABR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"2167",3.99765757161821,"+",0.0607731177708416,NA,NA,0.0287274440736371,NA,0.0768869604027535,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0267384076933099,31561.2007015435,31622.217479018,0.00745794447395326,0.776661392079571,"Gamma(log)",10,-15770.6003507717,31561.2675911756,14.4551099164455,2.67904918082751e-05
"575",3.99429987377949,"+",0.0615170766917498,NA,NA,0.0327846073490712,"+",0.0769006823991503,0.0318821201499831,NA,NA,NA,0.0262087202874082,NA,NA,NA,NA,NA,31561.1588824805,31646.5823709449,0.00815642378288801,0.777331218534818,"Gamma(log)",14,-15766.5794412403,31561.2867363618,14.4742551026684,2.65352608907946e-05
"1388",3.9692687403175,"+",NA,NA,"+",NA,NA,0.0861990105653497,0.0302692488835632,NA,NA,0.0583347146079225,NA,NA,NA,0.00393246258054836,NA,NA,31561.2182988531,31634.4384318226,0.00806982322986981,0.775509146131755,"Gamma(log)",12,-15768.6091494266,31561.3132182325,14.5007369733685,2.61862250965036e-05
"593",3.9941564133124,"+",0.0614303885007399,NA,NA,0.033361153391981,"+",0.0768607030601485,0.0319097582744776,NA,NA,NA,NA,NA,NA,NA,NA,0.0256770986555858,31561.2304728846,31646.653961349,0.00814481709429385,0.777405608037239,"Gamma(log)",14,-15766.6152364423,31561.3583267659,14.5458455067783,2.5602224599464e-05
"1124",3.9824558835163,"+",0.0540364037229741,NA,"+",NA,NA,0.0813751841103141,0.0311669933954966,NA,NA,NA,0.038447988478549,NA,NA,NA,NA,NA,31561.2675013767,31634.4876343462,0.00786751699267676,0.778624146204678,"Gamma(log)",12,-15768.6337506884,31561.3624207561,14.5499394969993,2.55498705733897e-05
"1777",3.96526757304874,"+",NA,NA,"+",NA,"+",0.0863827530836445,NA,NA,0.00207414959520604,NA,NA,NA,0.0721085069928629,NA,NA,NA,31561.2371206495,31646.6606091138,0.0086840133735474,0.775084393796053,"Gamma(log)",14,-15766.6185603247,31561.3649745307,14.552493271618,2.55172670878171e-05
"711",3.97073906759705,"+",NA,0.0163586312950273,"+",NA,NA,0.0852128909583443,0.0303806968128341,NA,NA,0.0577934597908261,NA,NA,NA,0.00441234915184639,NA,NA,31561.2818844116,31640.6036951285,0.0082072089551005,0.775673199429317,"Gamma(log)",13,-15767.6409422058,31561.3926573878,14.5801761287112,2.51665047844491e-05
"387",3.96937535967846,"+",NA,0.0179784955059758,"+",NA,"+",0.083569262787421,NA,NA,0.00312330800455565,NA,NA,0.0187634375860672,0.0638012021445639,NA,NA,NA,31561.2439018562,31658.8707458155,0.00910061641130886,0.77459571287958,"Gamma(log)",16,-15764.6219509281,31561.409603958,14.5971226988549,2.49541627030926e-05
"385",3.97345305920178,"+",NA,0.0170491063924129,"+",NA,"+",0.0805758682012018,NA,0.030886168299977,0.000124899351088843,0.0622751661168837,NA,NA,NA,NA,NA,NA,31561.3541417315,31658.9809856908,0.00924185557379147,0.775228163942157,"Gamma(log)",16,-15764.6770708658,31561.5198438333,14.7073625741432,2.36159117714055e-05
"792",3.9922566382823,"+",0.052733936480792,0.0177911170604007,"+",0.0245597590867584,NA,0.0766030506798142,NA,0.0355850147489168,NA,NA,NA,NA,NA,NA,NA,NA,31561.4287902077,31640.7506009246,0.00795154756169393,0.777418215012018,"Gamma(log)",13,-15767.7143951038,31561.5395631839,14.7270819248115,2.33842106744454e-05
"1001",3.97206172026022,"+",NA,NA,"+",NA,"+",0.0818415080008434,NA,0.0300899407314783,-0.000149401303430711,0.0630414493497213,NA,NA,NA,NA,NA,NA,31561.4447389202,31652.9699051321,0.00907482774437697,0.775013244612717,"Gamma(log)",15,-15765.7223694601,31561.5909021358,14.7784208767043,2.27915889264657e-05
"2057",3.99403124770922,"+",0.0618373885086972,0.0209130363339498,NA,NA,NA,0.0790152533899518,NA,NA,NA,NA,0.0383240913418437,NA,NA,NA,NA,NA,31561.5382524917,31622.5550299663,0.0073356364833745,0.777864272595072,"Gamma(log)",10,-15770.7691262459,31561.6051421238,14.7926608647176,2.26298892832565e-05
"1162",3.98205029720664,"+",0.0538685289826071,NA,"+",NA,NA,0.081470150446861,0.0312154076610641,NA,NA,NA,NA,NA,NA,NA,NA,0.0376582989081805,31561.5609591323,31634.7810921017,0.00783817004936338,0.778793986785644,"Gamma(log)",12,-15768.7804795661,31561.6558785116,14.8433972525054,2.20630303573155e-05
"99",3.98975512370607,"+",0.0635482320308295,0.0208970177370464,NA,NA,"+",0.0779613826864867,0.0318493879006337,0.0468835948326329,-0.00730811284518689,NA,NA,NA,NA,NA,NA,NA,31561.546190034,31653.0713562459,0.00818967536644379,0.779432828514466,"Gamma(log)",15,-15765.773095017,31561.6923532496,14.8798719905026,2.16643056277858e-05
"1003",3.96794545212516,"+",NA,NA,"+",NA,"+",0.0848456032668648,NA,NA,0.0026070937963645,NA,NA,0.0192660117441314,0.0632957983781094,NA,NA,NA,31561.5686858141,31653.093852026,0.00892197605255084,0.774384080469997,"Gamma(log)",15,-15765.7843429071,31561.7148490297,14.90236777061,2.14219932064065e-05
"348",3.98949568359175,"+",0.0500657110253964,0.0176456797345437,"+",NA,NA,0.0807949836841667,NA,NA,0.00762335820989384,0.0550772200213196,NA,NA,NA,-0.00129040510307424,NA,NA,31561.6246842833,31647.0481727477,0.00823519757548207,0.776964947864552,"Gamma(log)",14,-15766.8123421417,31561.7525381646,14.9400569054887,2.10220848947905e-05
"1527",3.99072983933116,"+",0.0515763928540296,NA,"+",0.027010549236383,NA,0.0777188729474556,NA,0.0341987280173457,NA,NA,NA,NA,NA,NA,NA,NA,31561.6788111581,31634.8989441276,0.00784423840849295,0.777117032826908,"Gamma(log)",12,-15768.8394055791,31561.7737305375,14.9612492783781,2.0800506977463e-05
"2096",3.9932803285001,"+",0.0629856425837974,NA,NA,NA,NA,0.0797019622800087,NA,0.0454239701173409,-0.0080547986448846,NA,NA,NA,NA,NA,NA,NA,31561.7267561821,31622.7435336566,0.00739553250890942,0.778194116322594,"Gamma(log)",10,-15770.863378091,31561.7936458142,14.9811645550653,2.05944108698141e-05
"1140",3.99010157968789,"+",0.0575333584843392,NA,"+",0.0411873580508916,NA,0.0817103531705065,0.0311864544607887,NA,NA,NA,NA,NA,NA,NA,NA,NA,31561.7078761139,31634.9280090834,0.00788489101637324,0.777184443352275,"Gamma(log)",12,-15768.853938057,31561.8027954933,14.9903142341936,2.05004099277275e-05
"458",3.98670713471046,"+",0.0548155528064807,0.0183963424670044,"+",NA,NA,0.0831448119231941,0.031198117545182,NA,NA,NA,NA,0.0376582636758435,NA,NA,NA,NA,31561.7080753083,31641.0298860252,0.00787424984337773,0.77736216812583,"Gamma(log)",13,-15767.8540376541,31561.8188482845,15.0063670253912,2.03365241137323e-05
"2076",3.99379698708706,"+",0.0617802100192401,0.0209238001222905,NA,NA,NA,0.0791337654198254,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0375220307460024,31561.8338218701,31622.8505993447,0.00730753388558164,0.77801296877637,"Gamma(log)",10,-15770.9169109351,31561.9007115022,15.0882302430982,1.95209232589165e-05
"18",3.98895131494184,"+",0.0541591600739995,0.0177674740499701,"+",0.028784432659136,"+",0.0762428992710033,0.031347519128292,0.0349863211204406,NA,NA,NA,NA,NA,NA,NA,NA,31561.7469586185,31665.4754803253,0.00856762609516034,0.778165825029762,"Gamma(log)",17,-15763.8734793093,31561.9334302822,15.1209490230358,1.92041708650697e-05
"318",3.96745127905034,"+",NA,NA,"+",NA,"+",0.085446279084533,0.0305493157678186,NA,0.0104237495911638,0.0752371961019325,NA,NA,NA,-0.00177323854191671,NA,NA,31561.7920637901,31659.4189077494,0.00887177733878548,0.775692492704511,"Gamma(log)",16,-15764.896031895,31561.9577658918,15.1452846327011,1.89719141547381e-05
"91",3.98771772093589,"+",0.0474926976001239,0.0172136847359438,"+",NA,"+",0.0815478942420858,NA,NA,0.00771011610970946,0.0704949096482126,NA,NA,NA,-0.00441369849468779,NA,NA,31561.7847226961,31665.5132444028,0.00893433166811594,0.776528646941761,"Gamma(log)",17,-15763.8923613481,31561.9711943597,15.1587131006163,1.88449589648409e-05
"921",3.9875717517054,"+",0.0489532223480102,NA,"+",NA,NA,0.0820047615626658,NA,NA,0.00724629378488031,0.0557128173466033,NA,NA,NA,-0.00164726519741011,NA,NA,31561.8677134077,31641.1895241246,0.00810715933445217,0.77676522079605,"Gamma(log)",13,-15767.9338567039,31561.978486384,15.1660051248582,1.87763751207757e-05
"466",3.99152518197803,"+",0.0587124571997369,0.0159164602550303,"+",0.0395205338833781,NA,0.0809130071841961,0.0313236792573537,NA,NA,NA,NA,NA,NA,NA,NA,NA,31561.8912299674,31641.2130406843,0.00796248898060427,0.777424114173371,"Gamma(log)",13,-15767.9456149837,31562.0020029436,15.1895216845114,1.85568901595467e-05
"81",3.96877097244503,"+",NA,0.0162490403392613,"+",NA,"+",0.0843808136827575,0.0306689621015312,NA,0.010865172863698,0.0746188188141798,NA,NA,NA,-0.00132109099735102,NA,NA,31561.8903726748,31665.6188943816,0.0090101522277078,0.775885763406437,"Gamma(log)",17,-15763.9451863374,31562.0768443384,15.2643630793173,1.78753105142746e-05
"381",3.98595181427546,"+",0.046406408866203,NA,"+",NA,"+",0.0827604329027966,NA,NA,0.00729883294957757,0.0712470071578551,NA,NA,NA,-0.00482716350213839,NA,NA,31561.9113620878,31659.5382060471,0.00880580406943726,0.776315592594295,"Gamma(log)",16,-15764.9556810439,31562.0770641896,15.2645829304529,1.78733456686119e-05
"211",3.9876179120064,"+",0.0529879714786744,NA,"+",0.0314534564703196,"+",0.0774370984943654,0.0311914073834722,0.0334177167863775,NA,NA,NA,NA,NA,NA,NA,NA,31561.9854100144,31659.6122539736,0.00846631963277323,0.777848502235508,"Gamma(log)",16,-15764.9927050072,31562.1511121161,15.3386308569898,1.72237039384993e-05
"112",3.98554645103797,"+",0.0558443670484356,0.0204251038216186,"+",NA,NA,0.0797717217661621,0.0312503185970624,NA,-0.00595071762525371,NA,0.0415335779225373,NA,NA,NA,NA,NA,31562.0655132221,31647.4890016865,0.00803905061859987,0.778496968103669,"Gamma(log)",14,-15767.0327566111,31562.1933671034,15.3808858442717,1.68636273943901e-05
"144",3.98554607524419,"+",0.0558433648169964,0.0204245037844642,"+",NA,NA,0.079772448564366,0.0312507397112176,NA,-0.00944716589887622,NA,NA,NA,NA,NA,NA,0.0427972023398131,31562.0655135611,31647.4890020254,0.00803912453196118,0.778496635957804,"Gamma(log)",14,-15767.0327567805,31562.1933674423,15.3808861832222,1.6863624536423e-05
"1415",3.98730299903028,"+",0.053575814202405,0.0200061442216822,"+",NA,NA,0.0795395001878051,NA,0.0441922863986446,NA,NA,NA,NA,NA,NA,NA,NA,31562.0993874971,31635.3195204665,0.00764352148257914,0.778685210429278,"Gamma(log)",12,-15769.0496937485,31562.1943068765,15.3818256173399,1.68557052643579e-05
"1132",3.9846706992508,"+",0.0535341585288754,NA,"+",NA,NA,0.0844142686929388,0.0310365026548305,NA,NA,NA,NA,0.0380355048381803,NA,NA,NA,NA,31562.1338050255,31635.353937995,0.00776433435181069,0.777166226606625,"Gamma(log)",12,-15769.0669025128,31562.2287244049,15.4162431457735,1.65681209888541e-05
"390",3.96498771897719,"+",NA,0.0183129985572502,"+",NA,"+",0.0849378350726164,NA,NA,0.00208490218469714,NA,NA,NA,0.0772700291674012,NA,-0.0121906664679444,NA,31562.0799161673,31659.7067601265,0.00887256658790229,0.775520280695184,"Gamma(log)",16,-15765.0399580836,31562.245618269,15.4331370098735,1.64287606091145e-05
"123",3.99381250396963,"+",0.0624418295998144,0.0167627258861891,NA,0.0374869975211389,NA,0.0789199333922438,0.0320637332734221,NA,0.00772394642149599,NA,NA,NA,NA,0.00200874514747024,NA,NA,31562.1390818872,31641.4608926041,0.00785412079553372,0.778119315203351,"Gamma(log)",13,-15768.0695409436,31562.2498548635,15.4373736043781,1.63939964440744e-05
"537",3.99346039320868,"+",0.0626971187258852,NA,NA,0.0395480813133395,NA,0.0795955455355494,0.0319653093111727,NA,0.00737953800630732,NA,NA,NA,NA,0.00110609829506137,NA,NA,31562.1602157007,31635.3803486702,0.00776912019898966,0.777820382787536,"Gamma(log)",12,-15769.0801078504,31562.2551350801,15.4426538209809,1.63507716022079e-05
"979",3.97528730288251,"+",NA,0.0174347284539053,"+",NA,NA,0.0801806880547957,NA,NA,-0.00169594301711043,0.0494790718455384,NA,NA,NA,NA,NA,0.0300159067576591,31562.2768250597,31641.5986357766,0.00834714738849281,0.774906559125993,"Gamma(log)",13,-15768.1384125299,31562.387598036,15.5751167768685,1.53029192535144e-05
"956",3.97528965218975,"+",NA,0.0174346784959422,"+",NA,NA,0.0801804855260905,NA,NA,0.000756057207833,0.0494791048503501,0.0291298522307862,NA,NA,NA,NA,NA,31562.2768268808,31641.5986375977,0.00834710120962249,0.774907815781604,"Gamma(log)",13,-15768.1384134404,31562.387599857,15.5751185979097,1.53029053198973e-05
"392",3.96568801360079,"+",NA,0.0182187460633027,"+",NA,"+",0.0846395877166645,NA,NA,0.00381771047798463,NA,NA,NA,0.0769547795840961,-0.0100643387114531,NA,NA,31562.2870798178,31659.9139237771,0.00890024330258398,0.775380581384707,"Gamma(log)",16,-15765.1435399089,31562.4527819196,15.6403006604414,1.48122074619344e-05
"1751",3.97370936111869,"+",NA,NA,"+",NA,NA,0.0814537024080946,NA,NA,0.000578141992009199,0.050180100584869,0.0282173768768704,NA,NA,NA,NA,NA,31562.4687245879,31635.6888575573,0.00818055569128678,0.774721224340038,"Gamma(log)",12,-15769.2343622939,31562.5636439672,15.7511627081112,1.40134929197569e-05
"1774",3.97370383294929,"+",NA,NA,"+",NA,NA,0.0814530846409263,NA,NA,-0.00179844417039019,0.0501790164583657,NA,NA,NA,NA,NA,0.0290768982926592,31562.4687256292,31635.6888585987,0.00818042538102606,0.774722550886971,"Gamma(log)",12,-15769.2343628146,31562.5636450086,15.7511637494572,1.40134856233116e-05
"757",3.96857164954164,"+",NA,NA,"+",NA,NA,0.0849069496723137,0.0304640430992038,NA,0.0105223461556595,0.0596185985103524,NA,NA,NA,0.00158781911605082,NA,NA,31562.4655322099,31641.7873429268,0.00809718900069536,0.776056795086645,"Gamma(log)",13,-15768.232766105,31562.5763051862,15.7638239270746,1.39250591836754e-05
"2424",3.97210774275779,"+",NA,NA,"+",NA,"+",0.0875047622653382,NA,NA,NA,0.0743233542287205,NA,NA,NA,NA,NA,NA,31562.4679529959,31641.7897637128,0.00862127018729314,0.774313587057838,"Gamma(log)",13,-15768.2339764979,31562.5787259721,15.7662447130097,1.39082145863144e-05
"285",3.96997822189867,"+",NA,0.0166125513163687,"+",NA,NA,0.083808526673174,0.0305806050960185,NA,0.0108649046257559,0.058422730419396,NA,NA,NA,0.00215144108260558,NA,NA,31562.471386507,31647.8948749713,0.00818107015084429,0.776248750348742,"Gamma(log)",14,-15767.2356932535,31562.5992403883,15.786759129136,1.37662842842101e-05
"451",3.98951773521204,"+",0.0627923584272101,0.0211994017519865,NA,NA,"+",0.0788859187867329,0.0318662105880352,NA,NA,NA,0.0389917408358956,NA,NA,NA,NA,NA,31562.4793489886,31647.902837453,0.00798281314445042,0.778802215344878,"Gamma(log)",14,-15767.2396744943,31562.6072028699,15.7947216107714,1.37115863463897e-05
"1006",3.96345337676409,"+",NA,NA,"+",NA,"+",0.08628870498918,NA,NA,0.0015454685682256,NA,NA,NA,0.0770010035634319,NA,-0.0122213944845291,NA,31562.4860855182,31654.01125173,0.00868811788565131,0.775328875214204,"Gamma(log)",15,-15766.2430427591,31562.6322487338,15.8197674746771,1.35409477613135e-05
"2551",3.99301006418047,"+",0.0622169843031536,NA,NA,NA,NA,0.0806433815553062,NA,NA,NA,NA,0.0373046920055721,NA,NA,NA,NA,NA,31562.6612623968,31617.5763621239,0.00718792432042814,0.777622166701547,"Gamma(log)",9,-15772.3306311984,31562.715973643,15.9034923839063,1.29857916215157e-05
"511",3.98896763588826,"+",0.0639146955769766,NA,NA,NA,"+",0.0796182170165884,0.0317151936718265,0.0461150720744946,-0.00773914078178945,NA,NA,NA,NA,NA,NA,NA,31562.6667707248,31648.0902591892,0.00804813199823685,0.779148061404207,"Gamma(log)",14,-15767.3333853624,31562.7946246061,15.9821433469697,1.24850299927415e-05
"1730",3.97342577546493,"+",NA,0.0157632323816557,"+",NA,"+",0.0865302646195995,NA,NA,NA,0.0739025079284565,NA,NA,NA,NA,NA,NA,31562.6779875458,31648.1014760102,0.00876627294465241,0.774479657330571,"Gamma(log)",14,-15767.3389937729,31562.8058414271,15.9933601679732,1.24152048065943e-05
"1008",3.9641418568769,"+",NA,NA,"+",NA,"+",0.0859746108700667,NA,NA,0.00331289467122192,NA,NA,NA,0.0767893838033785,-0.0103147982955665,NA,NA,31562.6690662773,31654.1942324891,0.00871627946841056,0.775191457941464,"Gamma(log)",15,-15766.3345331387,31562.8152294929,16.0027482337973,1.23570639908291e-05
"489",3.98913761413713,"+",0.0627326535149679,0.021212753061489,NA,NA,"+",0.0789880422062088,0.031902843032299,NA,NA,NA,NA,NA,NA,NA,NA,0.0382223034735698,31562.7660970828,31648.1895855471,0.00795712392851501,0.778949550348923,"Gamma(log)",14,-15767.3830485414,31562.8939509641,16.0814697049318,1.18801286981077e-05
"1141",3.99456184424503,"+",0.062823149901402,NA,NA,0.0443724849260322,"+",0.0809817361918343,0.0318596647627801,NA,NA,NA,NA,NA,NA,NA,NA,NA,31562.8021926244,31642.1240033413,0.00792446761130849,0.777355446646248,"Gamma(log)",13,-15768.4010963122,31562.9129656007,16.1004843415758,1.17677157524383e-05
"459",3.9921796005119,"+",0.0613035409453669,0.0189039026385157,NA,NA,"+",0.082631564472809,0.0318001028337967,NA,NA,NA,NA,0.0405103212153201,NA,NA,NA,NA,31562.7936144757,31648.2171029401,0.00791477414338157,0.777341776909066,"Gamma(log)",14,-15767.3968072379,31562.921468357,16.1089870978976,1.17177929382585e-05
"386",3.97381086749975,"+",NA,0.0171146190924987,"+",NA,"+",0.081221641750064,NA,NA,0.00161228435863281,0.0643993216372114,0.0255932191423017,NA,NA,NA,NA,NA,31562.7722457379,31660.3990896972,0.00911229577577734,0.77462508304494,"Gamma(log)",16,-15765.386122869,31562.9379478397,16.12546658055,1.16216380452786e-05
"393",3.9738084927566,"+",NA,0.0171143850440747,"+",NA,"+",0.0812214496873034,NA,NA,-0.000542457703844881,0.0643988227220774,NA,NA,NA,NA,NA,0.0263719042663644,31562.7722464775,31660.3990904368,0.00911224161673871,0.774624539081827,"Gamma(log)",16,-15765.3861232388,31562.9379485793,16.1254673201365,1.16216337476759e-05
"1902",4.0002537366554,"+",NA,0.0206407886644828,NA,NA,NA,0.0842868447656363,0.0307401869232825,NA,NA,NA,NA,NA,0.0602025867206215,NA,NA,NA,31562.9185390149,31623.9353164894,0.00698042744212945,0.771756894616223,"Gamma(log)",10,-15771.4592695074,31562.985428647,16.1729473878622,1.1348984920204e-05
"2570",3.9927650795403,"+",0.0621633300909369,NA,NA,NA,NA,0.0807684837411356,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03648814980884,31562.9588653562,31617.8739650832,0.00716190875087514,0.7777725233273,"Gamma(log)",9,-15772.4794326781,31563.0135766024,16.2010953432327,1.11903782907848e-05
"1002",3.97238036834147,"+",NA,NA,"+",NA,"+",0.0825256342995844,NA,NA,0.0014141611041641,0.0652403833690209,0.0245720035332911,NA,NA,NA,NA,NA,31562.875540577,31654.4007067888,0.00894400380234046,0.774433316336047,"Gamma(log)",15,-15766.4377702885,31563.0217037925,16.2092225334236,1.11449973916929e-05
"1009",3.97238156854474,"+",NA,NA,"+",NA,"+",0.0825256444643672,NA,NA,-0.000654755948947206,0.065239765283776,NA,NA,NA,NA,NA,0.0253198095420481,31562.8755408911,31654.4007071029,0.00894398822664457,0.77443272576399,"Gamma(log)",15,-15766.4377704456,31563.0217041067,16.2092228475994,1.11449956409486e-05
"2104",3.98499535281729,"+",0.0523421004908888,NA,"+",NA,NA,0.0811840138843755,NA,0.0435854583114141,NA,NA,NA,NA,NA,NA,NA,NA,31562.9474045087,31630.0658597307,0.00750049998267539,0.778494322565826,"Gamma(log)",11,-15770.4737022543,31563.0276964795,16.2152152203453,1.11116531320118e-05
"1250",4.00339047042582,"+",NA,0.0189354120849313,NA,0.0207250046873016,NA,0.081031893410993,0.0307858603863512,NA,NA,NA,NA,NA,0.0529729323837836,NA,NA,NA,31562.9717354433,31630.0901906653,0.00726316154978071,0.771140138861763,"Gamma(log)",11,-15770.4858677217,31563.0520274141,16.2395461549822,1.09772936092525e-05
"467",3.9948165509515,"+",0.0627318316822736,0.0160348610335296,NA,0.0426482443192302,"+",0.0802958828840866,0.0319458497836933,NA,NA,NA,NA,NA,NA,NA,NA,NA,31562.9514917045,31648.3749801688,0.00800581802454327,0.777649128632998,"Gamma(log)",14,-15767.4757458522,31563.0793455858,16.2668643266334,1.08283731874633e-05
"2062",3.99499794685185,"+",0.0609064774288557,0.0188519547815678,NA,NA,NA,0.0823871764347755,NA,NA,NA,NA,NA,0.0363529170006399,NA,NA,NA,NA,31563.0485286529,31624.0653061274,0.0071962081947093,0.776627402822588,"Gamma(log)",10,-15771.5242643264,31563.115418285,16.302937025881,1.06348196098419e-05
"526",3.98321477002226,"+",0.054651192948725,NA,"+",NA,NA,0.0815017481365698,0.0310694389116427,NA,-0.00618267012324438,NA,0.0407861193236116,NA,NA,NA,NA,NA,31563.0326368654,31642.3544475823,0.0079028027313006,0.778305027195261,"Gamma(log)",13,-15768.5163184327,31563.1434098417,16.3309285825635,1.04870137734435e-05
"558",3.98322431966434,"+",0.0546509835505181,NA,"+",NA,NA,0.0815018415482515,0.0310693734086266,NA,-0.00961649386999514,NA,NA,NA,NA,NA,NA,0.0420270206374237,31563.0326371779,31642.3544478948,0.00790284536038503,0.778304495864322,"Gamma(log)",13,-15768.516318589,31563.1434101542,16.3309288950586,1.04870121348734e-05
"2560",3.99682392968142,"+",0.0623128495601871,NA,NA,0.0397134130217169,NA,0.0809999923145564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31563.1762509795,31618.0913507066,0.00720267724001832,0.776633630912387,"Gamma(log)",9,-15772.5881254898,31563.2309622257,16.4184809665785,1.00378356290334e-05
"2730",3.97224581222388,"+",NA,NA,"+",NA,NA,0.0868503497673473,NA,NA,NA,0.0593353730992859,NA,NA,NA,NA,NA,NA,31563.1877616694,31624.2045391439,0.00773790114396901,0.774675172064301,"Gamma(log)",10,-15771.5938808347,31563.2546513015,16.4421700423882,9.91964345209479e-06
"2066",3.99715750217983,"+",0.0622033650063316,0.0162914207634648,NA,0.0380572032763858,NA,0.0803401390071009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31563.2636165383,31624.2803940129,0.00729394899231925,0.776918125837433,"Gamma(log)",10,-15771.6318082692,31563.3305061704,16.5180249113037,9.55046212967695e-06
"108",3.98300026035022,"+",0.0552893167230474,0.0204068956043801,"+",NA,"+",0.0791053106323373,0.0313766084250625,0.0450910466282946,NA,NA,NA,NA,NA,NA,NA,NA,31563.1734254801,31660.8002694393,0.00823215276556677,0.779667319088843,"Gamma(log)",16,-15765.58671274,31563.3391275818,16.5266463226799,9.50938150510541e-06
"1439",3.99438081558265,"+",0.0620944397466788,0.0208287868247433,NA,NA,NA,0.0791184893688377,NA,NA,-0.00960892858508608,NA,NA,NA,NA,NA,NA,0.0419199691651485,31563.3006060401,31630.4190612621,0.00736790515054299,0.77759829160384,"Gamma(log)",11,-15770.6503030201,31563.3808980109,16.568416751823,9.31283562760383e-06
"1422",3.9943748895164,"+",0.0620943881812526,0.0208288175490392,NA,NA,NA,0.0791183677093667,NA,NA,-0.0061838126933097,NA,0.0406820980805981,NA,NA,NA,NA,NA,31563.3006068311,31630.4190620531,0.00736789584120584,0.777598239032889,"Gamma(log)",11,-15770.6503034156,31563.3808988019,16.5684175428105,9.31283194443608e-06
"2297",3.97366839543287,"+",NA,0.0160735222301417,"+",NA,NA,0.0858785010035142,NA,NA,NA,0.0589656520234645,NA,NA,NA,NA,NA,NA,31563.3200124404,31630.4384676624,0.00787928199140234,0.774835798919674,"Gamma(log)",11,-15770.6600062202,31563.4003044112,16.587823152051,9.22290831679575e-06
"321",3.99267376361172,"+",0.0533249379303071,0.0178001631977432,"+",0.0236702869363139,NA,0.0768342646241759,NA,0.0377873062346076,-0.00507958073481705,NA,NA,NA,NA,NA,NA,NA,31563.2730130945,31648.6965015589,0.00798685135956012,0.777244108348143,"Gamma(log)",14,-15767.6365065472,31563.4008669758,16.5883857166446,9.22031444078419e-06
"1243",4.00182663375144,"+",NA,0.0203384163165918,NA,NA,NA,0.0824807784614836,0.0307174858835615,NA,NA,NA,NA,0.0181622992680872,0.0522577941549201,NA,NA,NA,31563.3279875356,31630.4464427576,0.00715108806422927,0.77111840747705,"Gamma(log)",11,-15770.6639937678,31563.4082795064,16.5957982472974,9.18620475788666e-06
"539",3.98929574007969,"+",0.0563150989265559,NA,"+",0.0411832509683684,NA,0.0808716898684866,0.0313055327186285,NA,0.0074057557943459,NA,NA,NA,NA,NA,NA,NA,31563.3230691207,31642.6448798376,0.0078818025702929,0.777524859596521,"Gamma(log)",13,-15768.6615345603,31563.4338420969,16.6213608378239,9.06954031209382e-06
"118",3.98589960601613,"+",0.053605045314881,0.0185808058277776,"+",NA,NA,0.0822964741624699,0.0313205613367177,NA,0.00751333837673333,NA,NA,0.0375623332652574,NA,NA,NA,NA,31563.3118661735,31648.7353546379,0.00786895339910487,0.777710995633023,"Gamma(log)",14,-15767.6559330868,31563.4397200548,16.6272387956851,9.04292425537939e-06
"1235",4.00109206599209,"+",NA,0.0212867744068512,NA,NA,NA,0.0814727863278156,0.0307078902719586,NA,NA,NA,0.0176072930675214,NA,0.0515595156243384,NA,NA,NA,31563.3846042591,31630.5030594811,0.00712764252233423,0.771736742515863,"Gamma(log)",11,-15770.6923021295,31563.4648962299,16.6524149707584,8.92980460702378e-06
"1133",3.9915127621982,"+",0.0615422802946067,NA,NA,NA,"+",0.0838223919978064,0.0316869653851693,NA,NA,NA,NA,0.0407559872942358,NA,NA,NA,NA,31563.3628903533,31642.6847010702,0.00780143198784246,0.777085949961711,"Gamma(log)",13,-15768.6814451766,31563.4736633296,16.6611820704311,8.89074603364569e-06
"1271",4.00099560807524,"+",NA,0.0212927305996623,NA,NA,NA,0.0814930787028284,0.0307275814711992,NA,NA,NA,NA,NA,0.0517817901013465,NA,NA,0.0172238973440422,31563.4281073729,31630.5465625949,0.00711513136430762,0.77180401568638,"Gamma(log)",11,-15770.7140536865,31563.5083993437,16.6959180845843,8.73766470048894e-06
"793",3.99725738473618,"+",0.0605455823888445,0.0183291902410777,NA,0.0274350317293373,"+",0.0754519221900326,NA,0.034368768981881,NA,NA,NA,NA,NA,NA,NA,NA,31563.3867897832,31648.8102782476,0.00785825697517321,0.777486097431545,"Gamma(log)",14,-15767.6933948916,31563.5146436645,16.7021624053959,8.7104268523131e-06
"1303",3.97063084504664,"+",NA,NA,"+",0.0279030064621699,NA,0.0811945906697197,0.0298178777531005,0.0374826758587284,NA,NA,NA,NA,NA,NA,NA,NA,31563.4250223142,31636.6451552836,0.00766769742264733,0.77625920052891,"Gamma(log)",12,-15769.7125111571,31563.5199416936,16.7074604344416,8.68738333985607e-06
