"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(SelfR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","cond(InflowLR)","cond(IndegreeNeiBR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"1630",5.8064487837861,"+",NA,0.0103739837126648,"+","+",-0.0946023597530049,NA,NA,NA,NA,NA,NA,NA,NA,0.0148132021135899,NA,NA,-0.130692216486833,45879.3497412469,45970.8749074587,0.0470633595425604,0.433471477742626,"Gamma(log)",15,-22924.6748706234,45879.4959044624,44.246339104604,1.11317662148182e-11
"2679",5.80647920024835,"+",NA,NA,"+",NA,-0.0990769400019161,NA,NA,0.0266186483758937,NA,-0.0397141563551529,NA,NA,NA,NA,NA,-0.101133047339891,NA,45879.409758779,45952.6298917484,0.0462527176904383,0.432410842594056,"Gamma(log)",12,-22927.7048793895,45879.5046781583,44.2551128004998,1.10830398048606e-11
"2665",5.8030966325104,"+",NA,NA,"+","+",-0.0937363833629656,NA,NA,NA,NA,-0.00347514624473653,NA,NA,-0.120234120749653,NA,NA,NA,NA,45879.3906682909,45964.8141567552,0.0462676334294922,0.429162807147821,"Gamma(log)",14,-22925.6953341454,45879.5185221721,44.2689568142887,1.10065878327199e-11
"2188",5.81441250615741,"+",NA,NA,"+","+",NA,-0.0653097054024114,NA,0.0432632809868543,NA,NA,NA,NA,NA,NA,NA,NA,-0.168532594092862,45879.3996228467,45964.8231113111,0.0474724557852486,0.415002039729463,"Gamma(log)",14,-22925.6998114234,45879.527476728,44.2779113701472,1.0957418434608e-11
"1560",5.80194794689725,"+",NA,0.0109725748656586,"+","+",-0.0934960166499124,NA,NA,NA,NA,-2.08904606883459e-05,NA,NA,NA,NA,-0.127626646909695,NA,NA,45879.3863174052,45970.911483617,0.0467912270577554,0.433293067929286,"Gamma(log)",15,-22924.6931587026,45879.5324806208,44.2829152629274,1.09300378277987e-11
"1598",5.80194804762104,"+",NA,0.0109725714015706,"+","+",-0.0934952069395541,NA,NA,NA,NA,0.0107241592251455,NA,NA,NA,NA,NA,NA,-0.131510644753646,45879.3863182585,45970.9114844703,0.0467912659556237,0.433292225117666,"Gamma(log)",15,-22924.6931591293,45879.5324814741,44.2829161162517,1.09300331643663e-11
"6",5.79773642911584,"+",0.0374883109445479,0.0112458337836835,"+","+",-0.0975240652613035,-0.0644083760776755,NA,NA,NA,-0.00221125160062552,NA,NA,NA,0.0115863943847046,-0.133466445235906,NA,NA,45879.3549871621,45989.1851866163,0.0500349381925401,0.426904215101422,"Gamma(log)",18,-22921.677493581,45879.5634601886,44.3138948307605,1.07620384001056e-11
"21",5.7977355547531,"+",0.0374909508727887,0.0112459714692599,"+","+",-0.0975248115760464,-0.0644098636208625,NA,NA,NA,0.00902397343075599,NA,NA,NA,0.0115861791482378,NA,NA,-0.137527141082962,45879.3549873491,45989.1851868033,0.0500347095869412,0.42690504972282,"Gamma(log)",18,-22921.6774936745,45879.5634603756,44.3138950177454,1.07620373939367e-11
"45",5.799942575262,"+",0.0323438905286629,0.0121438696790995,"+","+",-0.0991336466315807,-0.0645866345813934,NA,NA,NA,NA,NA,NA,-0.126377330328422,0.00979695972208996,NA,NA,NA,45879.3940388215,45983.1225605282,0.0492640579334575,0.422670837825704,"Gamma(log)",17,-22922.6970194107,45879.5805104851,44.3309451272653,1.06706804008012e-11
"3345",5.79895104907702,"+",NA,0.0177272966600019,"+",NA,-0.10254937839046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0889528616559851,NA,45879.5059517268,45946.6244069488,0.0455449189909639,0.43258213181523,"Gamma(log)",11,-22928.7529758634,45879.5862436976,44.3366783397651,1.06401355626025e-11
"41",5.79841043030576,"+",0.0355749720558715,0.0123917006894408,"+","+",-0.0985813549104891,-0.0646993689804162,NA,NA,NA,-0.00677059481986051,NA,NA,-0.120926296175468,NA,NA,NA,NA,45879.4099753045,45983.1384970113,0.0491087314776109,0.422808400751057,"Gamma(log)",17,-22922.7049876523,45879.5964469682,44.3468816103195,1.0585991700213e-11
"3524",5.80125813007258,"+",NA,NA,"+",NA,-0.101265930990801,NA,NA,0.0192710433636855,NA,NA,NA,NA,NA,NA,NA,-0.0979584648782336,NA,45879.5775690081,45946.6960242301,0.0461028054486411,0.43174952795306,"Gamma(log)",11,-22928.7887845041,45879.6578609789,44.4082956210914,1.02658677735105e-11
"311",5.79724514465245,"+",0.0313015589567061,0.018847196337245,"+",NA,-0.107019544033345,-0.0644709494358236,NA,0.0154394910342516,NA,NA,NA,NA,NA,NA,NA,-0.0993790564822876,NA,45879.5425435344,45964.9660319987,0.0487352155275991,0.425934963623948,"Gamma(log)",14,-22925.7712717672,45879.6703974156,44.4208320577964,1.02017203278587e-11
"128",5.80043684644948,"+",0.0328657116705527,NA,"+","+",-0.0973417776333623,-0.0646734472689111,NA,NA,NA,-0.00579283206695946,NA,NA,-0.124682339982956,0.00934314709916973,NA,NA,NA,45879.5464756572,45983.274997364,0.0493175901545733,0.42221880113913,"Gamma(log)",17,-22922.7732378286,45879.7329473209,44.4833819630076,9.88759966614057e-12
"2528",5.80266458411988,"+",NA,0.0167428637511283,"+",NA,-0.0999940866265975,NA,NA,NA,NA,-0.0361879276382448,NA,NA,NA,NA,NA,-0.0886058122274643,NA,45879.6670262374,45952.8871592069,0.0455187242783245,0.43315064037834,"Gamma(log)",12,-22927.8335131187,45879.7619456168,44.5123802589587,9.74527220233122e-12
"738",5.8096674687584,"+",0.0053261829745598,0.00120988927172653,"+",NA,NA,-0.0647292922884371,NA,0.0447191170531756,NA,NA,NA,NA,-0.164170986006491,NA,NA,NA,NA,45879.6526585498,45958.9744692667,0.0469439046640032,0.410041329027103,"Gamma(log)",13,-22926.8263292749,45879.763431526,44.5138661681922,9.73803459629657e-12
"2138",5.80634212603251,"+",NA,NA,"+","+",-0.10215350359879,-0.0660375281469692,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0959121413357974,NA,45879.6430560044,45965.0665444688,0.0476226711181077,0.423784475056816,"Gamma(log)",14,-22925.8215280022,45879.7709098857,44.5213445278714,9.70169032488563e-12
"1219",5.81234063852053,"+",NA,NA,"+","+",-0.099424026001833,-0.066725343213784,NA,NA,NA,-0.036993403714788,NA,NA,NA,NA,NA,-0.0953775316888361,NA,45879.73151745,45971.2566836618,0.0475952503712162,0.424231586827332,"Gamma(log)",15,-22924.865758725,45879.8776806655,44.6281153076998,9.19734394471358e-12
"3191",5.78475814313849,"+",0.0277106816185544,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00503415312922387,-0.148850753449705,NA,NA,45879.9304929677,45947.0489481897,0.045379654047248,0.425401196712166,"Gamma(log)",11,-22928.9652464839,45880.0107849385,44.7612195806942,8.60516499858793e-12
"153",5.81377055316602,"+",NA,0.0113502811887127,"+","+",-0.0963502713907907,-0.065997058500691,NA,NA,NA,-0.00289591077447706,NA,NA,-0.123972984875189,0.0127908449676132,NA,NA,NA,45879.8282645046,45983.5567862114,0.0484413866245933,0.420961666482176,"Gamma(log)",17,-22922.9141322523,45880.0147361683,44.7651708104095,8.58818128892274e-12
"3179",5.78359727828702,"+",0.0291786857350895,NA,"+",NA,NA,NA,NA,NA,NA,0.00973440498820336,NA,NA,NA,NA,NA,NA,-0.150728305902547,45879.9451757144,45947.0636309364,0.0453101239647415,0.42543237121675,"Gamma(log)",11,-22928.9725878572,45880.0254676852,44.7759023273102,8.54222259449278e-12
"3145",5.78359693318062,"+",0.0291786817502338,NA,"+",NA,NA,NA,NA,NA,NA,-0.0025807074054,NA,NA,NA,NA,-0.146277549470123,NA,NA,45879.945175785,45947.063631007,0.0453101183995646,0.425432829567434,"Gamma(log)",11,-22928.9725878925,45880.0254677558,44.7759023979452,8.54222229280286e-12
"3079",5.78345717548899,"+",0.028707372175406,0.00137346038776212,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.147185101847705,NA,NA,45879.9508937228,45947.0693489448,0.0452972226834443,0.425435362133439,"Gamma(log)",11,-22928.9754468614,45880.0311856936,44.7816203358016,8.51783522223955e-12
"3252",5.78509765740472,"+",0.0303574150682623,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00252612069557321,NA,NA,-0.147076133006287,45880.0509838265,45947.1694390485,0.0453102906064966,0.425482762245654,"Gamma(log)",11,-22929.0254919133,45880.1312757973,44.8817104394693,8.10205047598838e-12
"3116",5.78444784609363,"+",0.0308663602189167,0.0012655434296699,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14626689132519,45880.0546497485,45947.1731049705,0.0452633589442088,0.425520133204846,"Gamma(log)",11,-22929.0273248742,45880.1349417193,44.885376361417,8.08721333576137e-12
"2263",5.79533020391554,"+",0.0190859323472568,0.000501194247800073,"+",NA,NA,NA,NA,0.0466437480068345,NA,NA,NA,NA,NA,NA,-0.172703585047194,NA,NA,45880.1845995805,45953.40473255,0.0464120081550243,0.424765386964377,"Gamma(log)",12,-22928.0922997903,45880.2795189599,45.0299536020684,7.52323019941278e-12
"3336",5.79634869152586,"+",NA,0.000859990173007418,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00745493154304709,-0.146767670719492,NA,NA,45880.2555872145,45947.3740424365,0.0445622315854148,0.424007948636167,"Gamma(log)",11,-22929.1277936073,45880.3358791853,45.0863138274799,7.31418403055545e-12
"3443",5.79629462993731,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,0.000266791758293698,NA,NA,NA,0.00753897054047512,-0.146919734779827,NA,NA,45880.256503241,45947.374958463,0.0445749148619438,0.423985608436571,"Gamma(log)",11,-22929.1282516205,45880.3367952118,45.0872298539762,7.31083480442367e-12
"3501",5.79629742492635,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,0.0126367283229022,NA,NA,NA,0.00753947209480769,NA,NA,-0.151390642545544,45880.2565060494,45947.3749612714,0.0445750011830826,0.423984902687372,"Gamma(log)",11,-22929.1282530247,45880.3367980202,45.0872326623939,7.31082453849167e-12
"3698",5.78667251951688,"+",0.0224835634191896,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.139359811625575,NA,NA,NA,NA,45880.3189399185,45941.335717393,0.044426407375585,0.420641865472523,"Gamma(log)",10,-22930.1594699592,45880.3858295506,45.1362641927335,7.1337732227156e-12
"3323",5.79503419937522,"+",NA,0.0011024435234023,"+",NA,NA,NA,NA,NA,NA,0.0115427263311859,NA,NA,NA,NA,NA,NA,-0.148344563280666,45880.3063196924,45947.4247749144,0.0443994722950902,0.423923169370402,"Gamma(log)",11,-22929.1531598462,45880.3866116632,45.1370463053536,7.13098406107766e-12
"3287",5.79503589407469,"+",NA,0.00110231166801395,"+",NA,NA,NA,NA,NA,NA,-0.000578201967302444,NA,NA,NA,NA,-0.143962977569824,NA,NA,45880.3063215934,45947.4247768154,0.0443991661269701,0.42392546517061,"Gamma(log)",11,-22929.1531607967,45880.3866135642,45.1370482063357,7.13097728314411e-12
"649",5.78649278489799,"+",0.0441247183462202,0.0113898757361573,"+","+",-0.0981728283941146,NA,NA,NA,NA,NA,NA,NA,NA,0.0126311849730383,-0.135075040120692,NA,NA,45880.3265720646,45977.9534160239,0.0484518945441896,0.43586608300296,"Gamma(log)",16,-22924.1632860323,45880.4922741664,45.2427088085096,6.76402407494388e-12
"2647",5.80385951628611,"+",NA,-0.00112710088820026,"+","+",NA,NA,0.0897389632187782,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.194464470297761,45880.3705684195,45965.7940568839,0.0465224341279142,0.426328065128782,"Gamma(log)",14,-22926.1852842098,45880.4984223008,45.2488569429479,6.74326293718139e-12
"3402",5.79779832078402,"+",NA,0.000817248004282874,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00512207174391956,NA,NA,-0.144557738494524,45880.4407050478,45947.5591602698,0.044410715790406,0.423945880189242,"Gamma(log)",11,-22929.2203525239,45880.5209970186,45.2714316607162,6.66757725762913e-12
"2326",5.79592921737183,"+",0.0220253207559901,0.00042744059423084,"+",NA,NA,NA,NA,0.0442732317388102,NA,NA,NA,NA,NA,NA,NA,NA,-0.170030607313077,45880.445860992,45953.6659939614,0.0463129668502353,0.42489122478909,"Gamma(log)",12,-22928.222930496,45880.5407803713,45.2912150135016,6.60194886360915e-12
"3840",5.79664377453144,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.139108364135306,0.00527158576282697,NA,NA,NA,45880.5132376763,45941.5300151508,0.0438387887189387,0.419525002501042,"Gamma(log)",10,-22930.2566188381,45880.5801273084,45.3305619505481,6.4733349198946e-12
"3831",5.79624234192464,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,-0.00400374421716748,NA,NA,-0.135734114952576,NA,NA,NA,NA,45880.5183909463,45941.5351684209,0.0437168008012375,0.419573465126686,"Gamma(log)",10,-22930.2591954732,45880.5852805785,45.3357152206081,6.45667696832605e-12
"1469",5.78722954108469,"+",0.0473384359348521,NA,"+",NA,-0.103083897629762,NA,NA,0.0224749927261639,NA,-0.0432036852681026,NA,NA,NA,NA,NA,-0.103328196925531,NA,45880.4805685216,45959.8023792385,0.0476703024309184,0.435187398930795,"Gamma(log)",13,-22927.2402842608,45880.5913414978,45.3417761399833,6.43713988717809e-12
"666",5.78730005892641,"+",0.0464806691204019,0.011381038175222,"+","+",-0.0981645311045499,NA,NA,NA,NA,NA,NA,NA,NA,0.0100371601352775,NA,NA,-0.133269783069036,45880.4296465815,45978.0564905408,0.0483812638762419,0.435892204879941,"Gamma(log)",16,-22924.2148232908,45880.5953486833,45.3457833254288,6.42425539249493e-12
"3765",5.79572720605508,"+",NA,0.00181867690256632,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.137218521519017,NA,NA,NA,NA,45880.5342019082,45941.5509793827,0.0437166280751692,0.419558192369888,"Gamma(log)",10,-22930.2671009541,45880.6010915403,45.3515261824432,6.4058350614117e-12
"634",5.78392843992845,"+",0.0470656017578214,0.0118121564877803,"+","+",-0.0974962503128262,NA,NA,NA,NA,0.00786060162193974,NA,NA,NA,NA,NA,NA,-0.134163427954789,45880.4354460065,45978.0622899657,0.048250445039551,0.43585794838089,"Gamma(log)",16,-22924.2177230032,45880.6011481082,45.3515827503579,6.40565388160821e-12
"595",5.78393035000996,"+",0.0470642993537575,0.0118112136074682,"+","+",-0.0974947662254381,NA,NA,NA,NA,-0.00310031933764408,NA,NA,NA,NA,-0.13020356809944,NA,NA,45880.4354473867,45978.062291346,0.0482503198393558,0.435859322919284,"Gamma(log)",16,-22924.2177236934,45880.6011494885,45.3515841306216,6.40564946086393e-12
"1323",5.78202740342655,"+",0.0526618153106303,0.0180087441384799,"+",NA,-0.104873203359421,NA,NA,NA,NA,-0.0405778493009157,NA,NA,NA,NA,NA,-0.0933030258063947,NA,45880.4988108396,45959.8206215565,0.0472109403098283,0.436271514598757,"Gamma(log)",13,-22927.2494054198,45880.6095838159,45.36001845805,6.37869266894505e-12
"1308",5.78641442137754,"+",0.0415178517027812,0.0126506560643693,"+","+",-0.099213394537683,NA,NA,NA,NA,NA,NA,NA,-0.123831285792947,NA,NA,NA,NA,45880.4709538813,45971.9961200931,0.0475072311939654,0.431838019996305,"Gamma(log)",15,-22925.2354769406,45880.6171170969,45.367551739022,6.35471161923961e-12
"1804",5.79847295238407,"+",0.0219252230445992,NA,"+","+",NA,-0.064646229058308,NA,NA,NA,NA,NA,NA,NA,NA,-0.149285260240333,NA,NA,45880.5021179194,45965.9256063838,0.0468292182444879,0.416330884696457,"Gamma(log)",14,-22926.2510589597,45880.6299718007,45.3804064428259,6.31399862993923e-12
"675",5.78669336901307,"+",0.0437288370723132,NA,"+","+",-0.0965464191714279,NA,NA,NA,NA,-0.00162277509529835,NA,NA,NA,0.0129997381285376,-0.135182474160734,NA,NA,45880.4927366225,45978.1195805818,0.0485126776528032,0.435407711190729,"Gamma(log)",16,-22924.2463683113,45880.6584387242,45.408873366403,6.22476512901015e-12
"690",5.78669207493289,"+",0.0437290983702553,NA,"+","+",-0.0965462136210519,NA,NA,NA,NA,0.00975850037536147,NA,NA,NA,0.0129994623747944,NA,NA,-0.139296083668899,45880.4927386587,45978.119582618,0.048512643965125,0.435407005333188,"Gamma(log)",16,-22924.2463693294,45880.6584407605,45.4088754026379,6.22475879147124e-12
"1872",5.80004143405176,"+",0.0241785701169806,NA,"+","+",NA,-0.064786062601451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.148506530826893,45880.5740409461,45965.9975294105,0.0468059462521425,0.416396775372124,"Gamma(log)",14,-22926.2870204731,45880.7018948274,45.4523294695755,6.09097190787864e-12
"1459",5.78895441311784,"+",0.0386489071242599,NA,"+","+",-0.098040301983837,NA,NA,NA,NA,NA,NA,NA,-0.127755296771012,0.0110961490803695,NA,NA,NA,45880.5871902606,45972.1123564725,0.0477265887172379,0.431240715834673,"Gamma(log)",15,-22925.2935951303,45880.7333534762,45.4837881183848,5.995914588357e-12
"1455",5.78706368087249,"+",0.0420467915512444,NA,"+","+",-0.0973655155810282,NA,NA,NA,NA,-0.00643067738734654,NA,NA,-0.122056840287152,NA,NA,NA,NA,45880.6291814629,45972.1543476747,0.0475757250436867,0.431416270127199,"Gamma(log)",15,-22925.3145907315,45880.7753446785,45.5257793206765,5.87133910196548e-12
"3136",5.79825904559606,"+",0.012721081250522,NA,"+",NA,NA,NA,NA,0.0449995969318767,NA,NA,NA,NA,-0.164726163510255,NA,NA,NA,NA,45880.7178707223,45947.8363259443,0.0453928777511401,0.419307488586568,"Gamma(log)",11,-22929.3589353612,45880.7981626931,45.5485973352916,5.80473362490953e-12
"2131",5.80822063070003,"+",NA,NA,"+","+",NA,-0.0655173872766572,NA,NA,NA,NA,NA,NA,NA,0.00621432439418285,-0.149054469910121,NA,NA,45880.6784907609,45966.1019792252,0.0463534654413566,0.415237026209767,"Gamma(log)",14,-22926.3392453804,45880.8063446421,45.5567792842849,5.78103511574015e-12
"2057",5.80767429008175,"+",NA,NA,"+","+",NA,-0.0656370541705931,NA,NA,NA,-0.00218250536605803,NA,NA,NA,NA,-0.14612531449634,NA,NA,45880.7023502094,45966.1258386737,0.0462003935471897,0.415142447956675,"Gamma(log)",14,-22926.3511751047,45880.8302040906,45.5806387327902,5.71247870352847e-12
"2119",5.80767175832767,"+",NA,NA,"+","+",NA,-0.0656356973223783,NA,NA,NA,0.0101183663631878,NA,NA,NA,NA,NA,NA,-0.150569752507627,45880.7023507918,45966.1258392561,0.0462001660318855,0.415144972576821,"Gamma(log)",14,-22926.3511753959,45880.830204673,45.5806393151943,5.71247704004341e-12
"1952",5.80725869986912,"+",NA,0.000694633421167769,"+","+",NA,-0.0655935365612124,NA,NA,NA,NA,NA,NA,NA,NA,-0.14693469867266,NA,NA,45880.7077031494,45966.1311916138,0.046205176865556,0.415159956353186,"Gamma(log)",14,-22926.3538515747,45880.8355570307,45.5859916728368,5.69720986792504e-12
"2270",5.78229696080577,"+",0.0419043056023694,0.018855054383772,"+",NA,-0.106805801861131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0926905416304147,NA,45880.7522170232,45953.9723499927,0.0468940729767297,0.435072161553653,"Gamma(log)",12,-22928.3761085116,45880.8471364026,45.5975710447383,5.66432011453916e-12
"3279",5.80360726848089,"+",NA,0.00115975543040161,"+",NA,NA,NA,NA,0.0464583207865622,NA,NA,NA,NA,-0.164371095703661,NA,NA,NA,NA,45880.7845459557,45947.9030011777,0.0450468461468326,0.418675683029202,"Gamma(log)",11,-22929.3922729778,45880.8648379265,45.6152725686115,5.61440777262779e-12
"2187",5.81029106612985,"+",NA,NA,"+","+",NA,-0.0657798830739219,NA,NA,NA,NA,NA,NA,NA,0.0036384015048308,NA,NA,-0.146965532091536,45880.8139072491,45966.2373957135,0.0462069037709052,0.415141898947309,"Gamma(log)",14,-22926.4069536246,45880.9417611304,45.6921957725353,5.40256860621256e-12
"2022",5.80971080205839,"+",NA,0.000554026115456159,"+","+",NA,-0.0658233308853794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.145770198725431,45880.8238457,45966.2473341644,0.046119938765575,0.415101970248254,"Gamma(log)",14,-22926.41192285,45880.9516995813,45.7021342234584,5.37578861774409e-12
"2946",5.82522516935062,"+",NA,NA,"+",NA,-0.114214962721054,-0.0665921360133533,NA,NA,NA,-0.0381268200211479,NA,NA,NA,NA,NA,NA,NA,45880.8927236381,45948.0111788601,0.0476945451749688,0.419682203471445,"Gamma(log)",11,-22929.446361819,45880.9730156089,45.7234502510255,5.31879763338878e-12
"392",5.79430688680979,"+",0.0462842957565625,NA,"+","+",-0.103591608238005,-0.0648120801139845,NA,NA,NA,-0.0408778966116095,NA,NA,NA,NA,NA,-0.0997585177222684,NA,45880.8354721298,45978.4623160891,0.048975423597479,0.427059016625886,"Gamma(log)",16,-22924.4177360649,45881.0011742316,45.7516088737102,5.24443732485671e-12
"288",5.79613394716026,"+",0.0210700918508663,0.00110672388939836,"+",NA,NA,-0.0646749280320713,NA,NA,NA,0.00972411994497333,NA,NA,NA,0.00410575420413581,NA,NA,-0.151575087004644,45880.8779415126,45966.301429977,0.0468275863412839,0.416224699747667,"Gamma(log)",14,-22926.4389707563,45881.0057953939,45.7562300360732,5.23233361535287e-12
"234",5.79613531533943,"+",0.0210702157396866,0.00110666960383823,"+",NA,NA,-0.0646751988811314,NA,NA,NA,-0.00266015328765877,NA,NA,NA,0.00410587856759602,-0.147099029760426,NA,NA,45880.8779416046,45966.301430069,0.0468275627296476,0.416225345762077,"Gamma(log)",14,-22926.4389708023,45881.0057954859,45.7562301280195,5.23233337480608e-12
"3654",5.82127359624207,"+",NA,NA,"+",NA,-0.117007953252613,-0.0658860584225286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45880.9394459668,45941.9562234414,0.0476457019226906,0.419065429583593,"Gamma(log)",10,-22930.4697229834,45881.006335599,45.7567702411106,5.23092053971093e-12
"2923",5.80802339721739,"+",NA,NA,"+","+",NA,-0.0655418487425223,NA,NA,NA,NA,NA,NA,-0.140471640478057,NA,NA,NA,NA,45880.8993151478,45960.2211258647,0.0455299763147166,0.410550990887176,"Gamma(log)",13,-22927.4496575739,45881.0100881241,45.7605227662352,5.22111516094504e-12
"2440",5.78587356907075,"+",0.0372117498329527,NA,"+",NA,-0.104684413913873,NA,NA,0.0155566080690521,NA,NA,NA,NA,NA,NA,NA,-0.0994560789540629,NA,45880.995129654,45954.2152626235,0.0472154082294501,0.433949538661335,"Gamma(log)",12,-22928.497564827,45881.0900490334,45.8404836755581,5.01649035527837e-12
"1563",5.80709958198141,"+",NA,0.0170523113835788,"+",NA,-0.101391360008912,NA,NA,0.0269037398142469,NA,-0.0393440517001465,NA,NA,NA,NA,NA,-0.101589468288832,NA,45881.0355903335,45960.3574010504,0.0461934641644807,0.433178978805323,"Gamma(log)",13,-22927.5177951667,45881.1463633097,45.8967979518857,4.87721040753723e-12
