"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(Richness)","cond(SelfR)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(InflowBR)","cond(IndegreeBR)","cond(CorridorIndegreeBR)","cond(InflowMPABR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"581",5.95609178911393,"+",0.010967040411718,-0.00745500108017281,"+","+",NA,NA,NA,-0.0413144813770164,-0.284914918267001,0.512434501508963,-0.0417055588569226,NA,NA,NA,NA,NA,NA,NA,45670.3480400256,45774.0765617323,0.0935881870482217,0.426759627331862,"Gamma(log)",17,-22818.1740200128,45670.5345116892,46.1692270947678,8.60134357711855e-12
"2746",5.88753466725476,"+",0.0563716102700765,NA,"+",NA,NA,NA,NA,NA,NA,0.512258955719836,-0.0144377820463002,NA,-0.0904044210071051,NA,NA,-0.208234208130718,NA,NA,45670.5453431757,45749.8671538926,0.0910099017342687,0.436171646283196,"Gamma(log)",13,-22822.2726715879,45670.656116152,46.2908315575478,8.09394450052832e-12
"269",5.97213723272203,"+",-0.0113140047369711,-0.00838511364200647,"+",NA,NA,-0.0651438502201767,NA,NA,-0.272466788317892,0.504966313757341,-0.048461634724935,NA,NA,NA,NA,NA,0.0126563270233205,NA,45670.5642163194,45762.0893825312,0.10007117278742,0.418614937858677,"Gamma(log)",15,-22820.2821081597,45670.710379535,46.3450949405669,7.87729442675936e-12
"2624",5.88820312105269,"+",0.0526417535136475,-0.0115909516638863,"+",NA,NA,NA,NA,NA,NA,0.514362924097191,NA,NA,-0.0976998133338395,NA,NA,-0.20348611515627,NA,NA,45670.6313747383,45749.9531854552,0.0911040547744399,0.435123667529769,"Gamma(log)",13,-22822.3156873691,45670.7421477145,46.3768631201092,7.75315927187822e-12
"2704",5.88660865043893,"+",0.056897541596193,-0.0118769299982813,"+",NA,NA,NA,NA,NA,NA,0.512333517387464,NA,NA,NA,NA,NA,-0.203735649983097,NA,-0.0975305367171942,45670.6442158546,45749.9660265715,0.0909436586383495,0.437347520471683,"Gamma(log)",13,-22822.3221079273,45670.7549888308,46.3897042363897,7.7035391269751e-12
"2242",5.90308594269971,"+",0.04418749127308,NA,"+",NA,NA,-0.0682420966063091,NA,NA,NA,0.507690898544951,-0.0382170053943906,NA,NA,NA,NA,-0.246144692991717,NA,NA,45670.6826999808,45750.0045106977,0.0950781172966851,0.427518937756992,"Gamma(log)",13,-22822.3413499904,45670.7934729571,46.4281883626463,7.5567241819132e-12
"4096",5.90401790319757,"+",0.0337529013314865,NA,"+",NA,NA,-0.0679151162289055,NA,NA,NA,0.508948509658955,NA,NA,NA,NA,NA,-0.245546545778427,NA,NA,45670.7396544816,45743.959787451,0.094563037346536,0.425382545073612,"Gamma(log)",12,-22823.3698272408,45670.8345738609,46.4692892665189,7.40301489202201e-12
"554",5.89192435716121,"+",0.0396602454807433,0.00134125987705453,"+","+",NA,NA,NA,NA,NA,0.514632721222615,-0.0582765839520322,NA,NA,NA,NA,-0.313749871430809,0.125406506635385,NA,45670.649775866,45774.3782975727,0.0977414852026361,0.440391457669853,"Gamma(log)",17,-22818.324887933,45670.8362475296,46.4709629351491,7.39682238653692e-12
"1460",5.95319407908165,"+",0.0016772082041984,-0.00712026279831023,"+","+",NA,NA,NA,-0.0463906048398967,-0.28163085977357,0.514255605672119,NA,NA,NA,NA,NA,NA,NA,NA,45670.7469768976,45768.3738208568,0.0928420644470099,0.424571729822565,"Gamma(log)",16,-22819.3734884488,45670.9126789993,46.547394404879,7.1194805471309e-12
"2822",5.94655506951579,"+",0.0111693271731144,NA,"+",NA,NA,NA,NA,-0.0384059587148033,-0.269555937949434,0.509111341563056,-0.0429487945806789,NA,NA,NA,NA,NA,NA,NA,45670.8075769053,45750.1293876222,0.0940043132240577,0.428099517996474,"Gamma(log)",13,-22822.4037884526,45670.9183498815,46.5530652870948,7.09932227162783e-12
"420",5.92290276124236,"+",NA,-0.0114362212035322,"+","+",NA,-0.0703440539025187,NA,NA,NA,0.515621674263808,-0.0116921847295656,NA,-0.0882916652719347,NA,NA,-0.213912002153254,NA,NA,45670.7408273738,45774.4693490806,0.0954644986837965,0.42596257874207,"Gamma(log)",17,-22818.3704136869,45670.9272990375,46.5620144430213,7.06762676552719e-12
"2676",5.8866774956722,"+",0.0551471893960285,-0.0119644455982225,"+",NA,NA,NA,NA,NA,NA,0.51267888180355,NA,NA,NA,-0.0974854637349614,NA,-0.202313042264511,NA,NA,45670.8412812167,45750.1630919336,0.0908318178484624,0.436981984004176,"Gamma(log)",13,-22822.4206406084,45670.952054193,46.586769598558,6.98068583464103e-12
"2744",5.96365912167643,"+",-0.0145080988271825,-0.00597168096771331,"+","+",NA,NA,NA,NA,-0.29241518362097,0.507919436589137,NA,NA,NA,NA,NA,NA,NA,NA,45670.8209301936,45762.3460964054,0.094450564028018,0.423169945186694,"Gamma(log)",15,-22820.4104650968,45670.9670934092,46.6018088147757,6.92839067878927e-12
"2880",5.96384040029471,"+",-0.0150321712370387,NA,"+","+",NA,NA,NA,NA,-0.293522593335529,0.507249859385904,NA,NA,NA,NA,NA,NA,0.00287145694167783,NA,45670.860898719,45762.3860649308,0.0944454766232473,0.42332921447671,"Gamma(log)",15,-22820.4304493595,45671.0070619346,46.6417773401918,6.79130622742817e-12
"162",5.95714453113953,"+",0.00848516811262465,-0.00710817775758409,"+","+",NA,NA,NA,-0.0649381393366502,-0.287177998117481,0.516002763279509,-0.0478887938376115,NA,NA,NA,NA,NA,0.0488750763396227,NA,45670.8020694282,45780.6322688823,0.0951166788493421,0.428019687629569,"Gamma(log)",18,-22817.4010347141,45671.0105424547,46.6452578602548,6.77949786642831e-12
"3024",5.95808807074901,"+",NA,-0.00579300301874795,"+","+",NA,NA,NA,NA,-0.292183439020319,0.507875512721929,NA,NA,NA,NA,NA,NA,0.000839829981033746,NA,45670.9183204339,45762.4434866457,0.0944947464269138,0.423405877311597,"Gamma(log)",15,-22820.459160217,45671.0644836495,46.6991990550669,6.59909448782155e-12
"2851",5.89018499564989,"+",0.0274797601739823,NA,"+","+",NA,NA,NA,NA,NA,0.515743900734758,NA,NA,NA,NA,NA,-0.305438400767829,0.106730181023345,NA,45671.009647503,45762.5348137148,0.0958380363420327,0.43657368799987,"Gamma(log)",15,-22820.5048237515,45671.1558107186,46.7905261241758,6.30453304902726e-12
"6030",5.95938383607267,"+",-0.0133360806388278,NA,"+",NA,NA,NA,NA,NA,-0.268144962901209,0.504176655902611,NA,NA,NA,NA,NA,NA,NA,NA,45671.114167193,45738.232622415,0.0942717496146065,0.423920222782459,"Gamma(log)",11,-22824.5570835965,45671.1944591638,46.829174569335,6.18387244014847e-12
"333",5.95639201948367,"+",-0.00821004652174369,-0.00819391141382621,"+",NA,NA,-0.0649700184326446,NA,-0.0603510636121342,-0.263933238695841,0.515323561524368,NA,NA,NA,NA,NA,NA,0.0327239058097709,NA,45671.1349478426,45762.6601140544,0.0984566055595228,0.418126978359762,"Gamma(log)",15,-22820.5674739213,45671.2811110581,46.9158264637153,5.92167137839492e-12
"4159",5.91779731544202,"+",NA,-0.00677568245486473,"+",NA,NA,-0.0694235061187283,NA,NA,NA,0.509283078945459,NA,NA,NA,NA,NA,-0.242008609920906,NA,NA,45671.1949316039,45744.4150645734,0.0948422986008175,0.424239128486001,"Gamma(log)",12,-22823.597465802,45671.2898509833,46.9245663888796,5.89585035559047e-12
"4450",5.9473687099099,"+",-0.00060142143186904,NA,"+",NA,NA,NA,NA,NA,-0.253161044039306,0.507075860893838,NA,NA,NA,NA,-0.0462574900437493,NA,NA,NA,45671.2361003644,45744.4562333339,0.0932264301134604,0.426158354056924,"Gamma(log)",12,-22823.6180501822,45671.3310197438,46.9657351493443,5.77572848861043e-12
"4272",5.91726301755463,"+",NA,NA,"+",NA,NA,-0.0694792178838091,NA,-0.00353829818336301,NA,0.50887504177022,NA,NA,NA,NA,NA,-0.24133914823529,NA,NA,45671.2420095795,45744.4621425489,0.0945621932896042,0.42444698842548,"Gamma(log)",12,-22823.6210047897,45671.3369289588,46.9716443644065,5.7586886631146e-12
"4646",5.91134096598179,"+",NA,NA,"+","+",NA,NA,NA,NA,NA,0.513879380749579,NA,NA,-0.0916005526007471,NA,NA,-0.213881870547332,NA,NA,45671.3314597335,45756.7549481979,0.0906185145214538,0.434080939985747,"Gamma(log)",14,-22821.6657298668,45671.4593136148,47.094029020358,5.41686620978841e-12
"2992",5.90094030343931,"+",NA,0.000789437877886351,"+","+",NA,NA,NA,NA,NA,0.515401485408601,NA,NA,NA,NA,NA,-0.304396225204244,0.109489597781505,NA,45671.3482840886,45762.8734503004,0.0959440577604438,0.435856895567818,"Gamma(log)",15,-22820.6741420443,45671.4944473042,47.1291627097744,5.32253989582957e-12
"2700",5.89240936042559,"+",0.0260851014917503,-0.00102130699940078,"+",NA,NA,NA,NA,NA,NA,0.513269688305273,NA,NA,NA,NA,NA,-0.287071012777339,0.0985000152058359,NA,45671.3921939471,45750.714004664,0.0954750345242224,0.43598846736138,"Gamma(log)",13,-22822.6960969735,45671.5029669234,47.137682328932,5.29991511224509e-12
"1515",5.94513843542332,"+",0.0091583454504844,NA,"+",NA,NA,NA,NA,-0.0625070591992114,-0.275206556335901,0.513242709328133,-0.0495232703585407,NA,NA,NA,NA,NA,0.0474637641051441,NA,45671.3942282187,45756.8177166831,0.0957521443406478,0.429762446248902,"Gamma(log)",14,-22821.6971141094,45671.5220821,47.1567975055586,5.24950200313657e-12
"2370",5.92086590701812,"+",NA,-0.00734265458908564,"+",NA,NA,-0.070121276130731,NA,NA,NA,0.508116043357109,-0.0344618262013264,NA,NA,NA,NA,-0.241698816158637,NA,NA,45671.4767090104,45750.7985197273,0.0953452602211823,0.425935144112305,"Gamma(log)",13,-22822.7383545052,45671.5874819866,47.2221973921914,5.08061985192647e-12
"2515",5.92095951640997,"+",NA,NA,"+",NA,NA,-0.0700634139284689,NA,0.00263808597301328,NA,0.507015140494775,-0.0346828973975753,NA,NA,NA,NA,-0.243563134918841,NA,NA,45671.5399403205,45750.8617510375,0.0952616978533118,0.426143853830196,"Gamma(log)",13,-22822.7699701603,45671.6507132968,47.2854287023802,4.92250534395283e-12
"4739",5.91159478880077,"+",NA,NA,"+","+",NA,NA,NA,NA,NA,0.511816706711075,NA,NA,NA,NA,NA,-0.214792965422891,NA,-0.0889311535027878,45671.6618849403,45757.0853734047,0.0904402722192286,0.436008243051376,"Gamma(log)",14,-22821.8309424702,45671.7897388216,47.4244542271481,4.59195038713807e-12
"940",5.97120022113794,"+",-0.0209902166190112,-0.00847137827703241,"+",NA,NA,-0.064953253635534,NA,NA,-0.264750914681933,0.505806498740122,NA,NA,NA,NA,NA,NA,7.85872563792809e-05,NA,45671.6703673932,45757.0938558576,0.0986616539600547,0.415667974900784,"Gamma(log)",14,-22821.8351836966,45671.7982212745,47.4329366800594,4.5725161273535e-12
"28",5.90310529258485,"+",0.0502794555841463,-0.0105876831713275,"+","+",NA,-0.0682446638249802,NA,NA,NA,0.51602194173593,-0.0157298327161086,NA,-0.0897058700636057,NA,NA,-0.217720085980705,NA,NA,45671.6257219645,45781.4559214187,0.0953405006759198,0.42755173302489,"Gamma(log)",18,-22817.8128609823,45671.834194991,47.4689103966084,4.491006179299e-12
"2884",5.91026648664955,"+",NA,-0.012317513707582,"+",NA,NA,NA,NA,NA,NA,0.513134274603514,-0.00982021740528963,NA,-0.0899882229136092,NA,NA,-0.202381925399454,NA,NA,45671.7594884852,45751.0812992021,0.0911611918461207,0.434094237686527,"Gamma(log)",13,-22822.8797442426,45671.8702614614,47.5049768669996,4.41074467098983e-12
"4716",5.91063900739914,"+",NA,NA,"+","+",NA,NA,NA,NA,NA,0.512145229366515,NA,NA,NA,-0.0892277909787184,NA,-0.213463563148579,NA,NA,45671.7938425159,45757.2173309803,0.0903448051062006,0.435714574074015,"Gamma(log)",14,-22821.896921258,45671.9216963972,47.5564118027687,4.2987576697918e-12
"579",5.9674147183954,"+",-0.00555760936583799,-0.00619796023367078,"+","+",NA,NA,NA,NA,-0.296920955697533,0.506744548850379,-0.0477136418258899,NA,NA,NA,NA,NA,0.0146418876984844,NA,45671.7841599265,45775.5126816332,0.0957346690471366,0.425906620562917,"Gamma(log)",17,-22818.8920799633,45671.9706315901,47.6053469956969,4.19485372529418e-12
"602",5.95368602010027,"+",-0.0010435074675252,-0.00680881726714558,"+","+",NA,NA,NA,-0.0648674333967008,-0.283009942929498,0.517161927427441,NA,NA,NA,NA,NA,NA,0.0368154013531208,NA,45671.8304179897,45775.5589396964,0.0938617981891619,0.425285635694544,"Gamma(log)",17,-22818.9152089948,45672.0168896533,47.6516050588398,4.09894424330618e-12
"2758",5.88928890256734,"+",0.0549868165878411,NA,"+","+",NA,NA,NA,NA,NA,0.514699952845876,NA,NA,-0.0951609726916557,NA,NA,-0.217055468756245,NA,NA,45671.9650938496,45763.4902600614,0.0907129032908586,0.435637362055802,"Gamma(log)",15,-22820.9825469248,45672.1112570651,47.7459724707151,3.91003268376196e-12
"4276",5.9171945247907,"+",NA,NA,"+","+",NA,-0.0694129529876118,NA,NA,NA,0.510413218271457,NA,NA,NA,NA,NA,-0.255174928501189,NA,NA,45672.0175869008,45757.4410753652,0.0945252387545176,0.424588314081677,"Gamma(log)",14,-22822.0087934504,45672.1454407821,47.7801561876549,3.84377084063112e-12
"2853",5.88800133810156,"+",0.0589527360718187,NA,"+","+",NA,NA,NA,NA,NA,0.512654774913092,NA,NA,NA,NA,NA,-0.217543053039247,NA,-0.0941143556083044,45672.1015642651,45763.6267304769,0.090554723539068,0.437776124290666,"Gamma(log)",15,-22821.0507821326,45672.2477274807,47.8824428862936,3.65212987640875e-12
"1354",5.94667347289234,"+",0.0113982614758953,-0.00821467723320939,"+",NA,NA,NA,NA,NA,-0.256808973199009,0.50702419268046,-0.0462539684865133,NA,NA,NA,-0.0465047391053839,NA,NA,NA,45672.2011020202,45757.6245904846,0.0941552063057963,0.428719253225973,"Gamma(log)",14,-22822.1005510101,45672.3289559015,47.9636713070722,3.50677325749019e-12
"2831",5.88769461237835,"+",0.0572259365480825,NA,"+","+",NA,NA,NA,NA,NA,0.512964776753829,NA,NA,NA,-0.0937906153556145,NA,-0.216290446520377,NA,NA,45672.3205707582,45763.84573697,0.090444184851404,0.437416121651332,"Gamma(log)",15,-22821.1602853791,45672.4667339738,48.1014493793264,3.27332824322809e-12
"1318",5.88803981475439,"+",0.0558105492792847,-0.011387263718489,"+",NA,NA,NA,NA,NA,NA,0.5135935024531,-0.0142610098205552,NA,-0.0915345985483435,NA,NA,-0.206454732183967,NA,NA,45672.3764163973,45757.7999048617,0.0912788056612946,0.435867020180181,"Gamma(log)",14,-22822.1882081987,45672.5042702786,48.1389856841924,3.21246683438773e-12
"2517",5.92218225619025,"+",NA,NA,"+","+",NA,-0.070100142416515,NA,NA,NA,0.509194921975188,-0.033940483800407,NA,NA,NA,NA,-0.254780147842304,NA,NA,45672.3641376305,45763.8893038423,0.095005720388813,0.426268467923763,"Gamma(log)",15,-22821.1820688153,45672.5103008461,48.1450162516776,3.20279492447285e-12
"849",5.90340942265822,"+",0.0438258363626821,-0.00651787388371418,"+",NA,NA,-0.0682707175093239,NA,NA,NA,0.508419161388082,-0.0382788348727089,NA,NA,NA,NA,-0.245391729594815,NA,NA,45672.6276676631,45758.0511561274,0.095236313275739,0.427333035462466,"Gamma(log)",14,-22822.3138338315,45672.7555215443,48.3902369499119,2.83321892154683e-12
"2294",5.90240825635917,"+",0.0357801732969005,NA,"+",NA,NA,-0.0679739618360805,NA,-0.00776454223225594,NA,0.509757089044936,NA,NA,NA,NA,NA,-0.242603369120035,NA,NA,45672.6811275297,45752.0029382466,0.0943015146535219,0.425469644488946,"Gamma(log)",13,-22823.3405637649,45672.791900506,48.4266159115432,2.78215000688409e-12
"2188",5.90431610066294,"+",0.0333955939320168,-0.00609654305297492,"+",NA,NA,-0.0679410475665567,NA,NA,NA,0.509633100104342,NA,NA,NA,NA,NA,-0.244840655842701,NA,NA,45672.6915123169,45752.0133230338,0.0947111287137367,0.425206662078024,"Gamma(log)",13,-22823.3457561584,45672.8022852931,48.4370006987083,2.76774142891894e-12
"995",5.9026561671783,"+",0.0446762001311125,NA,"+",NA,NA,-0.0682566559811169,NA,-0.00209685133865056,NA,0.507915235225314,-0.0380014891983482,NA,NA,NA,NA,-0.245347953439598,NA,NA,45672.6785111817,45758.1019996461,0.0950051124047768,0.427529672986635,"Gamma(log)",14,-22822.3392555909,45672.806365063,48.4410804685685,2.76210130944074e-12
"1458",5.96399050436665,"+",-0.0151727939841639,-0.00591509382811809,"+","+",NA,NA,NA,NA,-0.292814881574265,0.507939321926819,NA,NA,NA,NA,NA,NA,0.00269342917464159,NA,45672.8142926004,45770.4411365596,0.0945667636877757,0.423178105473073,"Gamma(log)",16,-22820.4071463002,45672.9799947021,48.6147101076713,2.53242391816196e-12
"1428",5.89009908437059,"+",0.0275399577785767,0.00125428742061661,"+","+",NA,NA,NA,NA,NA,0.51561047929366,NA,NA,NA,NA,NA,-0.305647260402456,0.106850849326396,NA,45673.0076342448,45770.6344782041,0.0958146386756442,0.436610904526888,"Gamma(log)",16,-22820.5038171224,45673.1733363465,48.8080517520866,2.29907321630134e-12
"2423",5.9174040660115,"+",NA,-0.00693065712416418,"+",NA,NA,-0.0694973179806343,NA,-0.00389778736058565,NA,0.509693264471021,NA,NA,NA,NA,NA,-0.240428994235807,NA,NA,45673.179761195,45752.5015719119,0.0947162641018921,0.424251609897648,"Gamma(log)",13,-22823.5898805975,45673.2905341712,48.9252495767942,2.16822135621635e-12
"2897",5.91184529376601,"+",NA,-0.0113991034472892,"+","+",NA,NA,NA,NA,NA,0.515212346790144,NA,NA,-0.0928067994349894,NA,NA,-0.212025711859905,NA,NA,45673.1612728163,45764.6864390281,0.0908884649416307,0.433792717466021,"Gamma(log)",15,-22821.5806364081,45673.3074360319,48.9421514374335,2.14997507623067e-12
"3031",5.91272462877633,"+",NA,NA,"+","+",NA,NA,NA,NA,NA,0.513294150867661,-0.0107350753395016,NA,-0.0868230471536774,NA,NA,-0.215985107048768,NA,NA,45673.1844144277,45764.7095806395,0.0907451935504937,0.434585770860204,"Gamma(log)",15,-22821.5922072138,45673.3305776433,48.9652930488519,2.12524150198596e-12
"7127",5.90819205541344,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,0.507520064861722,NA,NA,NA,NA,NA,-0.242850310850774,NA,NA,45673.3767498936,45734.3935273681,0.0903419238330852,0.432659836195529,"Gamma(log)",10,-22826.6883749468,45673.4436395257,49.0783549312691,2.00843237069867e-12
"2298",5.90269051429876,"+",0.0360325004669696,NA,"+","+",NA,-0.0678156671067657,NA,NA,NA,0.510883098795564,NA,NA,NA,NA,NA,-0.258290676690296,NA,NA,45673.4309867076,45764.9561529194,0.0944139368545437,0.425631822365342,"Gamma(log)",15,-22821.7154933538,45673.5771499232,49.2118653287253,1.87873617600282e-12
"997",5.90398213329005,"+",0.0463976570284301,NA,"+","+",NA,-0.068144315660775,NA,NA,NA,0.509625699588306,-0.0380204225917103,NA,NA,NA,NA,-0.258757911580623,NA,NA,45673.4119645243,45771.0388084835,0.0949264197815565,0.427754802003412,"Gamma(log)",16,-22820.7059822621,45673.577666626,49.2123820315755,1.87825086452743e-12
"1139",5.92111733040342,"+",NA,-0.007257309821992,"+",NA,NA,-0.0700839655391912,NA,0.00227338004828044,NA,0.507867150894768,-0.0347411880211133,NA,NA,NA,NA,-0.24261583730717,NA,NA,45673.4716701861,45758.8951586505,0.0954225993589687,0.425941438478013,"Gamma(log)",14,-22822.7358350931,45673.5995240674,49.234239472964,1.85783574420222e-12
"2994",5.91211959072666,"+",NA,-0.0115853854678193,"+","+",NA,NA,NA,NA,NA,0.513147044307863,NA,NA,NA,NA,NA,-0.212874229162369,NA,-0.0902131433482437,45673.4862633103,45765.0114295222,0.0907080808867673,0.435737032525322,"Gamma(log)",15,-22821.7431316552,45673.6324265259,49.2671419315011,1.82752209450974e-12
"2971",5.91115013329203,"+",NA,-0.0116546128643157,"+","+",NA,NA,NA,NA,NA,0.513489885886622,NA,NA,NA,-0.0905591214794968,NA,-0.211497451894483,NA,NA,45673.6161310177,45765.1412972296,0.0906119187623794,0.435444738288753,"Gamma(log)",15,-22821.8080655089,45673.7622942333,49.3970096389094,1.7126247734068e-12
"1464",5.88985112211421,"+",0.0584189168507825,NA,"+","+",NA,NA,NA,NA,NA,0.513905695740868,-0.0154164740759053,NA,-0.0885531476826471,NA,NA,-0.220266385583129,NA,NA,45673.6683150067,45771.2951589659,0.0909062925270425,0.436436806999429,"Gamma(log)",16,-22820.8341575033,45673.8340171084,49.4687325139821,1.65229579436058e-12
"6122",5.91104503997642,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,0.506330796584424,-0.0332631988217212,NA,NA,NA,NA,-0.242609836321919,NA,NA,45673.7791577299,45740.8976129519,0.0907621472496464,0.434383302784869,"Gamma(log)",11,-22825.889578865,45673.8594497007,49.4941651063127,1.63141773879409e-12
"1331",5.88996339759948,"+",0.0544907247923771,-0.0105212261269297,"+","+",NA,NA,NA,NA,NA,0.515924263261742,NA,NA,-0.0962447719303735,NA,NA,-0.215305581918651,NA,NA,45673.8204776811,45771.4473216404,0.0909646728956395,0.435368375779154,"Gamma(log)",16,-22820.9102388405,45673.9861797828,49.6208951884037,1.53124996757661e-12
"1393",5.96053327752604,"+",-0.0042317935635025,-0.00800694273248522,"+",NA,NA,NA,NA,NA,-0.274547227849108,0.504234334835029,-0.0483177702660812,NA,NA,NA,NA,NA,0.0133641721432823,NA,45673.9489430194,45759.3724314837,0.0958471279086787,0.42668078534801,"Gamma(log)",14,-22822.9744715097,45674.0767969006,49.7115123062031,1.46341949227969e-12
"1430",5.88866669494486,"+",0.0585109029558577,-0.0107611069621902,"+","+",NA,NA,NA,NA,NA,0.513885592988038,NA,NA,NA,NA,NA,-0.215731600389353,NA,-0.0952694883744926,45673.9503546328,45771.5771985921,0.0908053621990673,0.437525853940119,"Gamma(log)",16,-22820.9751773164,45674.1160567346,49.7507721401489,1.43497280564763e-12
"2580",5.91711829316428,"+",NA,NA,"+","+",NA,-0.069537271235216,NA,-0.0066266285491101,NA,0.511087492850558,NA,NA,NA,NA,NA,-0.252558129046854,NA,NA,45673.9782298912,45765.503396103,0.0943042644354208,0.424618421670308,"Gamma(log)",15,-22821.9891149456,45674.1243931068,49.7591085123786,1.42900402007024e-12
"2427",5.91742292590919,"+",NA,-0.00539795717303396,"+","+",NA,-0.0694217123792516,NA,NA,NA,0.511020729562814,NA,NA,NA,NA,NA,-0.254542054653798,NA,NA,45673.9796035532,45765.504769765,0.0946549051147426,0.424436712757437,"Gamma(log)",15,-22821.9898017766,45674.1257667688,49.7604821743662,1.42802287279874e-12
"1407",5.88835664951678,"+",0.0567645422316481,-0.0108235630508741,"+","+",NA,NA,NA,NA,NA,0.514208127670808,NA,NA,NA,-0.094995507907562,NA,-0.214430694673105,NA,NA,45674.1676174412,45771.7944614005,0.0906957950255559,0.437157940996701,"Gamma(log)",16,-22821.0838087206,45674.333319543,49.9680349485425,1.28725815362555e-12
"1141",5.92245884662059,"+",NA,-0.00605490668510763,"+","+",NA,-0.070112496675393,NA,NA,NA,0.509873074330083,-0.0340429670163419,NA,NA,NA,NA,-0.254070475584842,NA,NA,45674.3163237523,45771.9431677116,0.0951522341809052,0.426097862552824,"Gamma(log)",16,-22821.1581618761,45674.482025854,50.1167412596042,1.19501810815469e-12
"1266",5.92215523360567,"+",NA,NA,"+","+",NA,-0.0701180895201686,NA,-0.00107950445525606,NA,0.509308044115785,-0.0338288910435872,NA,NA,NA,NA,-0.254355075744273,NA,NA,45674.3631152247,45771.989959184,0.0949674653979734,0.426269738818421,"Gamma(log)",16,-22821.1815576124,45674.5288173265,50.1635327320546,1.16738429685186e-12
"1455",5.94485686554196,"+",-0.00109561520159946,-0.00782150280082341,"+",NA,NA,NA,NA,-0.0604505670413063,-0.26598895095854,0.514579114388349,NA,NA,NA,NA,NA,NA,0.0334871073546305,NA,45674.4907069137,45759.9141953781,0.0943232598456749,0.426270597649403,"Gamma(log)",14,-22823.2453534569,45674.618560795,50.2532762005503,1.1161596039918e-12
"6004",5.89148598591383,"+",0.0416544255670228,NA,"+",NA,NA,NA,NA,NA,NA,0.508076466668731,NA,NA,NA,NA,NA,-0.246294178034078,NA,NA,45674.5877032711,45741.7061584931,0.0904096636668424,0.433854382819391,"Gamma(log)",11,-22826.2938516355,45674.6679952419,50.3027106474474,1.08890939969183e-12
"4406",5.89049622007055,"+",0.0518751992773243,NA,"+",NA,NA,NA,NA,NA,NA,0.506828238608067,-0.0377921178280142,NA,NA,NA,NA,-0.246878169642286,NA,NA,45674.5808408936,45747.8009738631,0.090908035679373,0.436042574030494,"Gamma(log)",12,-22825.2904204468,45674.675760273,50.310475678576,1.08468988845878e-12
"907",5.90266115934238,"+",0.0354847683214143,-0.00637699392761709,"+",NA,NA,-0.0680034052658293,NA,-0.00806199882886936,NA,0.510503969941497,NA,NA,NA,NA,NA,-0.241752804089133,NA,NA,45674.6285280461,45760.0520165104,0.0944467820953486,0.425286633969708,"Gamma(log)",14,-22823.314264023,45674.7563819273,50.3910973328966,1.04183470872963e-12
"239",5.90292123735394,"+",0.044381399022769,-0.00659907825292612,"+",NA,NA,-0.0682871716655084,NA,-0.00239997646238701,NA,0.508685382581246,-0.0380328533040599,NA,NA,NA,NA,-0.244470030331072,NA,NA,45674.6221893213,45766.1473555331,0.0951545410011907,0.427343332732692,"Gamma(log)",15,-22822.3110946606,45674.7683525369,50.4030679424395,1.03561763457816e-12
"4250",5.96442755463856,"+",NA,NA,"+",NA,-0.148633164140326,-0.0723617723483147,NA,NA,NA,0.513183546048726,NA,NA,NA,-0.154798157457796,NA,NA,NA,NA,45674.8038385519,45748.0239715213,0.104183104874414,0.446232565073932,"Gamma(log)",12,-22825.4019192759,45674.8987579313,50.5334733368218,9.70246903607799e-13
"4197",5.96573705128219,"+",NA,NA,"+",NA,-0.149591787532418,-0.072404713366194,NA,NA,NA,0.515921685855297,NA,NA,-0.154520040660776,NA,NA,NA,NA,NA,45674.9327558545,45748.1528888239,0.104747825496256,0.443314691701868,"Gamma(log)",12,-22825.4663779272,45675.0276752338,50.6623906394016,9.09679125164039e-13
"1541",5.91321106325934,"+",NA,-0.0112942073982362,"+","+",NA,NA,NA,NA,NA,0.514621304701164,-0.0106130320253297,NA,-0.0880724919072148,NA,NA,-0.214122673961561,NA,NA,45675.0174966755,45772.6443406348,0.0910108683498617,0.434292652173415,"Gamma(log)",16,-22821.5087483378,45675.1831987773,50.8179141828296,8.41621304466562e-13
"6065",5.90837823324808,"+",NA,-0.0066728816638681,"+",NA,NA,NA,NA,NA,NA,0.508273545532595,NA,NA,NA,NA,NA,-0.242112850027476,NA,NA,45675.3190016193,45742.4374568413,0.090495825871036,0.432483442425284,"Gamma(log)",11,-22826.6595008096,45675.3992935901,51.0340089956517,7.55426695715629e-13
"6178",5.90798003241544,"+",NA,NA,"+",NA,NA,NA,NA,-0.00208166097384252,NA,0.507729422666952,NA,NA,NA,NA,NA,-0.242016351488599,NA,NA,45675.3724237267,45742.4908789487,0.0902717986860048,0.432675755374742,"Gamma(log)",11,-22826.6862118633,45675.4527156975,51.0874311030639,7.35515560216501e-13
