"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(Richness)","cond(SelfR)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(InflowBR)","cond(IndegreeBR)","cond(CorridorIndegreeBR)","cond(InflowMPABR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"1249",5.96338093778679,"+",NA,NA,"+",NA,-0.134875947174316,-0.0664053722962245,NA,NA,-0.249744441725447,0.541624382690499,-0.00259159159332415,NA,NA,-0.13273457032986,NA,NA,NA,NA,45628.0887248444,45713.5122133088,0.105996694559658,0.442012336304111,"Gamma(log)",14,-22800.0443624222,45628.2165787257,3.85129413125105,0.0132980720459144
"1111",5.9642518628589,"+",NA,0.00191277330518651,"+",NA,-0.136107970894549,-0.0663667901607815,NA,NA,-0.251074789896086,0.544195075334721,NA,NA,-0.134177903383387,NA,NA,NA,NA,NA,45628.124169852,45713.5476583164,0.106684027462439,0.43992020627765,"Gamma(log)",14,-22800.062084926,45628.2520237333,3.88673913883395,0.0130644730077539
"128",5.9706361333681,"+",NA,0.00174635960825967,"+","+",-0.134917214209302,-0.0661159781483174,NA,NA,-0.260118450309418,0.542542212738706,-0.00116061518811888,NA,NA,-0.12985823019158,NA,NA,NA,NA,45628.1939450957,45738.0241445499,0.104924867780208,0.440067887599541,"Gamma(log)",18,-22796.0969725478,45628.4024181222,4.03713352775958,0.0121180898794093
"140",5.97063730976155,"+",NA,0.00174658027673314,"+","+",-0.134917598202472,-0.0661157914950637,NA,NA,-0.260117441511418,0.542542581465514,0.00977288270503725,NA,NA,NA,NA,NA,NA,-0.133810137595725,45628.1939452977,45738.0241447519,0.104924989904255,0.440067421694789,"Gamma(log)",18,-22796.0969726489,45628.4024183242,4.03713372981292,0.0121180886551591
"126",5.97213249556922,"+",NA,0.00222830891574066,"+","+",-0.135614301526333,-0.0661568470599696,NA,NA,-0.260397818093912,0.544732466107898,-0.00215467845269122,NA,-0.129748792386005,NA,NA,NA,NA,NA,45628.2193903937,45738.0495898479,0.105542730256285,0.437870030666715,"Gamma(log)",18,-22796.1096951968,45628.4278634202,4.06257882576756,0.0119648922813577
"1523",5.9432675206474,"+",0.0469823496560607,NA,"+","+",-0.138472476128331,NA,NA,NA,-0.259749934145028,0.542569640479147,NA,NA,NA,-0.133928837914313,NA,NA,NA,NA,45628.7186512022,45726.3454951615,0.100570276198507,0.44858254861741,"Gamma(log)",16,-22798.3593256011,45628.884353304,4.51906870952371,0.00952320809332811
"1538",5.94448380810296,"+",0.0485989429947218,NA,"+","+",-0.138409486078022,NA,NA,NA,-0.261025494219047,0.541923244388274,NA,NA,NA,NA,NA,NA,NA,-0.133014819804532,45628.7828857789,45726.4097297382,0.100735835489891,0.448874045476713,"Gamma(log)",16,-22798.3914428894,45628.9485878806,4.58330328619195,0.00922220800004954
"1473",5.94617361599517,"+",0.0431987298521856,NA,"+","+",-0.138973163459978,NA,NA,NA,-0.260072850365527,0.544849911632328,NA,NA,-0.133407911330621,NA,NA,NA,NA,NA,45628.9108152139,45726.5376591732,0.101141882324053,0.446284117611465,"Gamma(log)",16,-22798.455407607,45629.0765173157,4.7112327212526,0.00865078242634297
"386",5.94718671704421,"+",0.0419621087380985,NA,"+",NA,-0.138364409626516,-0.064718662087773,NA,NA,-0.248508320916571,0.542082880443048,0.00625470259323105,NA,NA,NA,NA,NA,NA,-0.139249776602133,45629.2870993527,45720.8122655645,0.105987229701971,0.442958860138273,"Gamma(log)",15,-22799.6435496763,45629.4332625683,5.06797797384206,0.00723750942013143
"18",5.95505100571088,"+",0.0407589935823525,0.00240038830864402,"+","+",-0.138375212615047,-0.0644664947174765,NA,NA,-0.258796522984557,0.542911287794174,0.00756492395655676,NA,NA,NA,NA,NA,NA,-0.136146083972624,45629.4377013132,45745.3695785148,0.104898120188926,0.441019680032752,"Gamma(log)",19,-22795.7188506566,45629.6694086303,5.30412403583614,0.00643147633815086
"5",5.95505749470746,"+",0.0407591225715998,0.00239826181306368,"+","+",-0.138374646322296,-0.0644663637334074,NA,NA,-0.258795710541473,0.542910388396399,-0.00355858852514519,NA,NA,-0.132125822044707,NA,NA,NA,NA,45629.4377022088,45745.3695794104,0.104897998842799,0.441020031471996,"Gamma(log)",19,-22795.7188511044,45629.6694095259,5.30412493144831,0.00643147345809725
"4649",5.95537889622424,"+",NA,NA,"+",NA,-0.135631963294106,NA,NA,NA,-0.253099476448336,0.543517363558498,NA,NA,-0.134054782650278,NA,NA,NA,NA,NA,45629.7106666442,45702.9307996137,0.102175416176952,0.447508972175067,"Gamma(log)",12,-22802.8553333221,45629.8055860236,5.44030142913834,0.00600814120384333
"3",5.95799223731983,"+",0.0371912876615745,0.00286476604348294,"+","+",-0.138881208384432,-0.0646468646100686,NA,NA,-0.25925541117818,0.545065301259377,-0.00450197008953376,NA,-0.131348868844884,NA,NA,NA,NA,NA,45629.5876358616,45745.5195130632,0.105517797556965,0.438719875063477,"Gamma(log)",19,-22795.7938179308,45629.8193431786,5.45405858421145,0.00596695555046808
"4760",5.95562731880983,"+",NA,NA,"+",NA,-0.134638615151957,NA,NA,NA,-0.253447484314006,0.540303043514476,NA,NA,NA,NA,NA,NA,NA,-0.132332439428931,45629.7759557438,45702.9960887132,0.101646848120256,0.449854701922304,"Gamma(log)",12,-22802.8879778719,45629.8708751231,5.50559052870085,0.00581517492405769
"1600",5.96159995498888,"+",NA,0.00202908131846083,"+","+",-0.134719802428217,NA,NA,NA,-0.261986628626239,0.541681100329658,NA,NA,NA,-0.130018373947885,NA,NA,NA,NA,45629.7337403365,45727.3605842957,0.100395222962783,0.44764095523917,"Gamma(log)",16,-22798.8668701682,45629.8994424382,5.53415784375829,0.0057327033569521
"1635",5.96164953445376,"+",NA,NA,"+","+",-0.134463093616277,NA,NA,NA,-0.261777449994472,0.541869906322507,0.0106084530537791,NA,NA,NA,NA,NA,NA,-0.134005188114264,45629.7388540768,45727.365698036,0.100428977424115,0.447569882944813,"Gamma(log)",16,-22798.8694270384,45629.9045561785,5.53927158407896,0.00571806430185758
"1623",5.96165964751864,"+",NA,NA,"+","+",-0.134462584420489,NA,NA,NA,-0.261777640490144,0.541870153850116,-0.000342265161826573,NA,NA,-0.130047125925025,NA,NA,NA,NA,45629.7388554266,45727.3656993859,0.100429322971097,0.447570063948355,"Gamma(log)",16,-22798.8694277133,45629.9045575284,5.53927293392917,0.00571806044259374
"1551",5.96294217745284,"+",NA,0.00252164728874309,"+","+",-0.135455814931847,NA,NA,NA,-0.262163104879561,0.543931865840154,NA,NA,-0.130258183329672,NA,NA,NA,NA,NA,45629.7695639989,45727.3964079582,0.100965796911443,0.445493183082596,"Gamma(log)",16,-22798.8847819995,45629.9352661007,5.5699815062253,0.00563093429791319
"1621",5.96316065128022,"+",NA,NA,"+","+",-0.135106134684053,NA,NA,NA,-0.262011016067838,0.5441066995747,-0.00135283431300662,NA,-0.129932287375509,NA,NA,NA,NA,NA,45629.7753488292,45727.4021927885,0.101021657138698,0.445435173184194,"Gamma(log)",16,-22798.8876744146,45629.941050931,5.57576633652207,0.00561467082993937
"1616",5.96344466013805,"+",NA,0.00207025245306911,"+","+",-0.134607751813079,NA,NA,NA,-0.263336093405839,0.541015410276648,NA,NA,NA,NA,NA,NA,NA,-0.128716552004594,45629.8682481094,45727.4950920686,0.100552306738976,0.447904717203886,"Gamma(log)",16,-22798.9341240547,45630.0339502111,5.66866561667848,0.00535983570763668
"423",5.96464559410135,"+",NA,0.00191692969962146,"+",NA,-0.135997102016574,-0.0664123837976914,NA,NA,-0.251615385185602,0.54398494079421,-0.00364545337597258,NA,-0.132793428131029,NA,NA,NA,NA,NA,45630.1073129365,45721.6324791483,0.106749675881646,0.440045337642637,"Gamma(log)",15,-22800.0536564683,45630.2534761521,5.88819155766396,0.00480266202419201
"607",5.94359518436981,"+",0.0474768440878988,NA,"+","+",-0.138409675425984,NA,NA,NA,-0.260089236659801,0.542397541685542,-0.00313688950293913,NA,NA,-0.132750811184804,NA,NA,NA,NA,45630.7062998831,45734.4348215898,0.100618155822186,0.448669772505607,"Gamma(log)",17,-22798.3531499415,45630.8927715467,6.52748695226182,0.00348867725820163
"620",5.9435951337026,"+",0.0474799654585316,NA,"+","+",-0.138409496616255,NA,NA,NA,-0.260089167265556,0.542396841250661,0.00803906024680052,NA,NA,NA,NA,NA,NA,-0.13678990371425,45630.7063025392,45734.4348242459,0.100618462181189,0.448667483651165,"Gamma(log)",17,-22798.3531512696,45630.8927742028,6.52748960835015,0.00348867262508724
"585",5.94323772626824,"+",0.0471003790672344,0.00279030814093648,"+","+",-0.138822554582329,NA,NA,NA,-0.260084778955058,0.542286108602922,NA,NA,NA,-0.13371275958873,NA,NA,NA,NA,45630.7087125587,45734.4372342654,0.10053016930315,0.448692003426759,"Gamma(log)",17,-22798.3543562793,45630.8951842223,6.52989962788706,0.003484471272339
"2761",5.93804880698746,"+",0.044201061376669,NA,"+",NA,-0.139528800534215,NA,NA,NA,-0.251388815189774,0.544215615998489,NA,NA,-0.137125107635761,NA,NA,NA,NA,NA,45630.8031482975,45710.1249590144,0.102313544484375,0.448428673946981,"Gamma(log)",13,-22802.4015741488,45630.9139212738,6.54863667934114,0.00345197935192413
"600",5.9444358048912,"+",0.0487160383065043,0.00283294969800687,"+","+",-0.138763773368068,NA,NA,NA,-0.261365402432508,0.541635365332844,NA,NA,NA,NA,NA,NA,NA,-0.132797817139508,45630.7726450411,45734.5011667478,0.100694994548517,0.448982567185439,"Gamma(log)",17,-22798.3863225205,45630.9591167047,6.59383211028762,0.00337484729119692
"605",5.94655317350627,"+",0.0439060668507158,NA,"+","+",-0.138883119333093,NA,NA,NA,-0.260514320293447,0.544598601787747,-0.00412445433275634,NA,-0.131885514073628,NA,NA,NA,NA,NA,45630.8893879027,45734.6179096094,0.101198333262451,0.446431472462422,"Gamma(log)",17,-22798.4446939514,45631.0758595663,6.71057497189031,0.00318349180240816
"537",5.94610987758359,"+",0.0433561893245925,0.00327681980060889,"+","+",-0.1393801250243,NA,NA,NA,-0.260466632714561,0.544509892673351,NA,NA,-0.133167599872566,NA,NA,NA,NA,NA,45630.8971072138,45734.6256289205,0.10109136110635,0.446415111605067,"Gamma(log)",17,-22798.4485536069,45631.0835788774,6.71829428296769,0.00317122830230772
"71",5.94724323732007,"+",0.0420512321896301,0.00190730825343279,"+",NA,-0.138606097843552,-0.0647030510373853,NA,NA,-0.248825554753266,0.541934781856851,0.00622208198114907,NA,NA,NA,NA,NA,NA,-0.139096948948358,45631.2825345526,45728.9093785119,0.105967798156588,0.443058483264066,"Gamma(log)",16,-22799.6412672763,45631.4482366544,7.08295205992908,0.00264267087661704
"31",5.94990666463024,"+",0.0384578877176513,0.00257511208559483,"+",NA,-0.139391511570596,-0.0648535857190881,NA,NA,-0.250657507513842,0.54435579499319,-0.00612438174371536,NA,-0.134474536015723,NA,NA,NA,NA,NA,45631.4321179163,45729.0589618755,0.106730362354636,0.440939536837192,"Gamma(log)",16,-22799.7160589581,45631.597820018,7.23253542357998,0.00245223148347246
"3075",5.95444436710631,"+",NA,NA,"+",NA,-0.134658424411284,NA,NA,NA,-0.251962132273562,0.5408185213305,0.009376500523827,NA,NA,NA,NA,NA,NA,-0.136841786941679,45631.6717463463,45710.9935570632,0.101482723534323,0.449583880916245,"Gamma(log)",13,-22802.8358731731,45631.7825193225,7.41723472809826,0.00223591103591338
"3034",5.9556927961674,"+",NA,NA,"+",NA,-0.135556550027552,NA,NA,NA,-0.253521511666033,0.543358881708328,-0.00287386292366488,NA,-0.132963112143565,NA,NA,NA,NA,NA,45631.700241038,45711.0220517549,0.102223729057392,0.447623205832984,"Gamma(log)",13,-22802.850120519,45631.8110140142,7.44572941978549,0.00220428109450306
"2900",5.95538831439412,"+",NA,0.00223716133607539,"+",NA,-0.135911215521689,NA,NA,NA,-0.253446794015186,0.543307062894282,NA,NA,-0.133909225033745,NA,NA,NA,NA,NA,45631.7043353827,45711.0261460996,0.102152284547548,0.447614332720525,"Gamma(log)",13,-22802.8521676914,45631.815108359,7.44982376453845,0.00219977316696312
"3014",5.95563685759656,"+",NA,0.00157212116634647,"+",NA,-0.13482759001008,NA,NA,NA,-0.253696941299601,0.540165340021353,NA,NA,NA,NA,NA,NA,NA,-0.13221841495536,45631.7727464487,45711.0945571656,0.101636488884355,0.449907160960274,"Gamma(log)",13,-22802.8863732244,45631.883519425,7.51823483055341,0.00212580109265683
"628",5.96165595151669,"+",NA,0.00202808313642047,"+","+",-0.134709629739097,NA,NA,NA,-0.26202525550155,0.541661682509904,-0.000336243742775261,NA,NA,-0.129887615262198,NA,NA,NA,NA,45631.7335958761,45735.4621175828,0.100400231988045,0.447649573684122,"Gamma(log)",17,-22798.866797938,45631.9200675397,7.55478294527711,0.00208730687554326
"640",5.96165711925147,"+",NA,0.00202765927883102,"+","+",-0.134709585035703,NA,NA,NA,-0.262025536933129,0.541661683513912,0.0105989039891141,NA,NA,NA,NA,NA,NA,-0.133839909563066,45631.7335981885,45735.4621198952,0.100400102725946,0.447650284676038,"Gamma(log)",17,-22798.8667990942,45631.9200698521,7.55478525768558,0.0020873044621916
"626",5.96315601276847,"+",NA,0.00251495416554283,"+","+",-0.135408740154818,NA,NA,NA,-0.262315443637799,0.543848933796228,-0.00134105262092573,NA,-0.129746941387875,NA,NA,NA,NA,NA,45631.7672622198,45735.4957839265,0.10098377802194,0.445539290990575,"Gamma(log)",17,-22798.8836311099,45631.9537338834,7.58844928895996,0.00205246495297388
"525",5.98432608154255,"+",NA,NA,"+","+",-0.152123566292931,-0.0649256825123967,0.117451624297116,-0.0754468664446548,-0.300082245486911,0.550551371681448,NA,NA,NA,NA,NA,NA,NA,NA,45632.3901129014,45736.1186346082,0.111278610598611,0.441593467281411,"Gamma(log)",17,-22799.1950564507,45632.5765845651,8.21129997062963,0.00150323002966612
"1476",5.93568240909112,"+",0.0488232798901047,NA,"+",NA,-0.138731425527169,NA,NA,NA,-0.250460303847673,0.541387555743699,-0.00475208719623977,NA,NA,-0.135604709740017,NA,NA,NA,NA,45632.5812265195,45718.0047149838,0.10168473808954,0.450704128031891,"Gamma(log)",14,-22802.2906132597,45632.7090804007,8.34379580631503,0.00140687119518977
"1467",5.93840593426043,"+",0.0452033794460781,NA,"+",NA,-0.139444600924007,NA,NA,NA,-0.252192431559438,0.543895987392321,-0.00577887443034333,NA,-0.135004823797367,NA,NA,NA,NA,NA,45632.7615809695,45718.1850694338,0.102413356453921,0.44864582184062,"Gamma(log)",14,-22802.3807904847,45632.8894348507,8.5241502563149,0.00128555560616151
"149",5.94355972217494,"+",0.0476009877787282,0.00278711909121312,"+","+",-0.138758779094319,NA,NA,NA,-0.260424325032039,0.542113068503172,-0.00313493708215073,NA,NA,-0.132538273032078,NA,NA,NA,NA,45632.6963820259,45742.5265814801,0.100577810420373,0.448779231319428,"Gamma(log)",18,-22798.3481910129,45632.9048550524,8.5395704579787,0.00127568195514753
"160",5.94354913099427,"+",0.0475922300114771,0.00279102877108859,"+","+",-0.138759745938638,NA,NA,NA,-0.26042585563716,0.542109119166633,0.00802015375246923,NA,NA,NA,NA,NA,NA,-0.136566732260717,45632.6963830927,45742.5265825469,0.100576752673339,0.44877855430284,"Gamma(log)",18,-22798.3481915464,45632.9048561192,8.53957152480871,0.00127568127467981
"1334",5.93811327925587,"+",0.0443492702112021,0.00301116394011816,"+",NA,-0.139913448280654,NA,NA,NA,-0.251861814896361,0.543921949850678,NA,NA,-0.136939846638179,NA,NA,NA,NA,NA,45632.7916511839,45718.2151396483,0.102279170097115,0.448563273292704,"Gamma(log)",14,-22802.395825592,45632.9195050652,8.55422047078901,0.00126637171706087
"147",5.94648635008629,"+",0.0440569770726614,0.0032667800987866,"+","+",-0.139289528476151,NA,NA,NA,-0.260905986186485,0.544262999268746,-0.00411751252460157,NA,-0.1316481565158,NA,NA,NA,NA,NA,45632.8757624578,45742.705961912,0.101148316409362,0.446563926590945,"Gamma(log)",18,-22798.4378812289,45633.0842354843,8.71895088988822,0.00116624674997872
"145",5.98900671312465,"+",NA,NA,"+","+",-0.150030186530215,-0.0653381636836967,0.115297585348037,-0.0696993490650874,-0.302664259038872,0.54858305513451,-0.0318205290496984,NA,NA,NA,NA,NA,NA,NA,45632.9687991715,45742.7989986257,0.11182867184035,0.442667282328677,"Gamma(log)",18,-22798.4843995857,45633.177272198,8.81198760357802,0.0011132373806961
"1585",5.95446911220719,"+",NA,0.00153027301852873,"+",NA,-0.134849173060391,NA,NA,NA,-0.252210667852271,0.540674448974271,0.00936649174735228,NA,NA,NA,NA,NA,NA,-0.136729726155346,45633.66877068,45719.0922591443,0.101467138980441,0.449655562483469,"Gamma(log)",14,-22802.83438534,45633.7966245612,9.4313399668099,0.000816765009134374
"1544",5.95570808259801,"+",NA,0.00222812348659009,"+",NA,-0.135834364776145,NA,NA,NA,-0.253872999434116,0.543145152300726,-0.00286772010748465,NA,-0.132816642236686,NA,NA,NA,NA,NA,45633.6939511077,45719.1174395721,0.102198386459048,0.447730206365273,"Gamma(log)",14,-22802.8469755538,45633.821804989,9.45652039454581,0.000806546226304379
"143",5.98434204764666,"+",NA,0.0109279100392201,"+","+",-0.153428686513405,-0.0648733130749066,0.117749797625993,-0.0749668440175688,-0.301564161757535,0.549483141199367,NA,NA,NA,NA,NA,NA,NA,NA,45634.238943782,45744.0691432362,0.11115170215617,0.442088282786373,"Gamma(log)",18,-22799.119471891,45634.4474168085,10.0821322140691,0.000589901340449227
"123",5.97994821102467,"+",0.010888959272456,NA,"+","+",-0.153237854325921,-0.0645191465589203,0.116579514432604,-0.0767586125894622,-0.299061275998587,0.550816712223318,NA,NA,NA,NA,NA,NA,NA,NA,45634.3378484112,45744.1680478654,0.111136856426565,0.441758601087597,"Gamma(log)",18,-22799.1689242056,45634.5463214378,10.1810368433362,0.000561438920279493
"570",5.93563874368219,"+",0.048913444392151,0.00232409135396454,"+",NA,-0.139022840107219,NA,NA,NA,-0.25081651677681,0.541163988737115,0.00666201418905772,NA,NA,NA,NA,NA,NA,-0.139561857701732,45634.5743750195,45726.0995412313,0.101654775351195,0.450824538463581,"Gamma(log)",15,-22802.2871875098,45634.7205382351,10.355253640686,0.000514602413574018
"514",5.97724368359614,"+",NA,NA,"+",NA,-0.15154569508903,-0.0655489648474912,0.118944200904948,-0.0742864990236311,-0.298231134266826,0.548927656216783,-0.0345841925866396,NA,NA,NA,NA,NA,NA,NA,45634.7104936199,45726.2356598317,0.11340429419842,0.445608993284894,"Gamma(log)",15,-22802.35524681,45634.8566568355,10.4913722410929,0.000480744185536337
"530",5.93839516940678,"+",0.0453378022307473,0.00301026074215175,"+",NA,-0.139825536813413,NA,NA,NA,-0.252656541921283,0.543611272034008,-0.00577751945759873,NA,-0.134823474101355,NA,NA,NA,NA,NA,45634.7500866743,45726.2752528861,0.102373061107822,0.448810326806445,"Gamma(log)",15,-22802.3750433372,45634.8962498899,10.5309652954747,0.000471320704054329
