"","X","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR"
"130",130,"V5064","sw_pacific","central_gbr","central_gbr_13",25.54306077,117.945,19.4375289,15,"Restricted",452.9310057,194,"pare",34335.1478741212,5742,174,5742,0,"passive","pare",0,0,0,0,0,0,0,0
"131",131,"V5074","sw_pacific","central_gbr","central_gbr_1",26.46935317,119.393,12.60558979,15,"Restricted",158.5178339,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0
"132",132,"V5088","sw_pacific","southern_coral_sea","southern_coral_sea_6",25.68883292,143.739,0.294881999,7,"Closed",239.8638264,28,"pare",3395.23764073706,758,22,758,0,"passive","pare",0,0,0,0,0,0,0,0
"133",133,"V5092","central_iwp","north_west_shelf","north_west_shelf_14",27.04413685,56.786,0.232631494,0,"Fished",756.0893979,43,"pare",28386.4013231369,1212,14,1238,26,"passive","pare",0,0,0,0,0,0,0,0
"134",134,"V5093","central_iwp","north_west_shelf","north_west_shelf_15",26.81515549,35.951,2.403824183,0,"Fished",151.6270856,33,"pare",4190.6312315104,852,26,878,26,"passive","pare",0,0,0,0,0,0,0,0
"135",135,"V5094","central_iwp","north_west_shelf","north_west_shelf_29",26.03515002,92.467,0.46444822,8,"Restricted",1026.654349,31,"pare",12136.1296928201,808,15,834,26,"passive","pare",0,0,0,0,0,0,0,0
"136",136,"V5096","central_iwp","north_west_shelf","north_west_shelf_3",28.60022115,164.549,3.418996678,0,"Fished",279.2302203,36,"pare",51744.4687136785,1034,18,1062,28,"passive","pare",0,0,0,0,0,0,0,0
"137",137,"V5113","central_iwp","north_west_shelf","north_west_shelf_4",28.61884383,159.142,2.633623586,15,"Closed",244.1789467,46,"pare",255662.34678331,1486,9,1522,36,"passive","pare",0,0,0,0,0,0,0,0
"138",138,"V5125","central_iwp","north_west_shelf","north_west_shelf_7",28.66387943,179.999,0.083356792,0,"Fished",1120.488696,36,"pare",160968.595558584,970,10,970,0,"passive","pare",0,0,0,0,0,0,0,0
"139",139,"V5133","central_iwp","north_west_shelf","north_west_shelf_6",28.67226663,172.856,0.085699037,0,"Fished",883.4687268,31,"pare",22310.5107975035,832,13,832,0,"passive","pare",0,0,0,0,0,0,0,0
"140",140,"V5170","central_iwp","north_west_shelf","north_west_shelf_12",27.86935863,141,0.033512591,8,"Closed",1135.330832,0,"pare",0,0,3,0,0,"passive","pare",0,0,0,0,0,0,0,0
"141",141,"V5172","central_iwp","north_west_shelf","north_west_shelf_13",27.86935863,150.091,0.03318512,8,"Closed",718.5532704,2,"pare",0,54,0,54,0,"passive","pare",0,0,0,0,0,0,0,0
"142",142,"V5176","central_iwp","north_west_shelf","north_west_shelf_9",27.75676007,68.667,0.033225845,8,"Closed",657.5056165,0,"pare",0,0,1,0,0,"passive","pare",0,0,0,0,0,0,0,0
"143",143,"V5177","central_iwp","north_west_shelf","north_west_shelf_8",27.73864672,149.26,0.034434825,8,"Closed",681.0409077,2,"pare",0,54,0,54,0,"passive","pare",0,0,0,0,0,0,0,0
"144",144,"V5178","central_iwp","north_west_shelf","north_west_shelf_11",27.9587699,155.303,0.028153337,7,"Restricted",825.9482923,1,"pare",0,30,0,30,0,"passive","pare",0,0,0,0,0,0,0,0
"145",145,"V5179","central_iwp","north_west_shelf","north_west_shelf_10",27.94065655,134.518,0.029268342,7,"Restricted",416.0426107,0,"pare",0,0,6,0,0,"passive","pare",0,0,0,0,0,0,0,0
"146",146,"V5181","central_iwp","north_west_shelf","north_west_shelf_25",26.28122888,132.545,0.168201547,8,"Closed",539.5973887,0,"pare",0,0,3,0,0,"passive","pare",0,0,0,0,0,0,0,0
"147",147,"V5192","central_iwp","north_west_shelf","north_west_shelf_27",26.17470096,106.343,0.287284105,8,"Restricted",710.9825378,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0
"148",148,"V5195","central_iwp","north_west_shelf","north_west_shelf_31",25.94902735,60.063,0.239803797,0,"Fished",660.8353122,2,"pare",0,52,0,52,0,"passive","pare",0,0,0,0,0,0,0,0
"149",149,"V5197","central_iwp","ningaloo_marine_park","ningaloo_marine_park_6",25.70620149,95.167,0.425913702,14,"Closed",1013.202175,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0
"150",150,"V5208","central_iwp","ningaloo_marine_park","ningaloo_marine_park_1",25.59902188,98.467,1.401245511,14,"Closed",220.3541817,13,"pare",233.739281083212,340,58,368,28,"passive","pare",0,0,0,0,0,0,0,0
"151",151,"V5210","central_iwp","ningaloo_marine_park","ningaloo_marine_park_3",24.79102354,124.052,0.435877297,14,"Closed",376.3201712,13,"pare",3585.59006087501,372,67,402,30,"passive","pare",0,0,0,0,0,0,0,0
"152",152,"V5211","central_iwp","ningaloo_marine_park","ningaloo_marine_park_8",24.98163144,109.148,0.460141554,14,"Closed",356.3856899,12,"pare",309845.001061363,324,33,350,26,"passive","pare",0,0,0,0,0,0,0,0
"153",153,"V5217","central_iwp","ningaloo_marine_park","ningaloo_marine_park_4",24.7006621,125.881,0.350636172,14,"Closed",356.9137785,10,"pare",15197.4166666667,310,13,348,38,"passive","pare",0,0,0,0,0,0,0,0
"154",154,"V5409","nw_indian","red_sea","red_sea_2",26.98606731,71.8,20.54806121,24,"Restricted",637.5681168,73,"pare",9560.60660125286,2034,64,2034,0,"passive","pare",0,0,0,0,0,0,0,0
"155",155,"V5692","central_iwp","northern_territory_(other)","northern_territory_(other)_8",28.23648623,34.667,0.260945837,7,"Restricted",335.962163,18,"pare",18449.0341103488,550,10,550,0,"passive","pare",0,0,0,0,0,0,0,0
"156",156,"V5694","central_iwp","mornington_island","mornington_island_4",27.60939698,55.5,0.070860711,7,"Fished",820.1030754,6,"pare",11210.5432737184,142,10,176,34,"passive","pare",0,0,0,0,0,0,0,0
"157",157,"V5695","central_iwp","mornington_island","mornington_island_5",27.72035261,72.333,0.065993185,7,"Fished",1046.718623,11,"pare",83172.9813672746,312,6,344,32,"passive","pare",0,0,0,0,0,0,0,0
"158",158,"V5696","central_iwp","northern_territory_(other)","northern_territory_(other)_3",28.27031699,89.286,0.206297319,7,"Restricted",399.3058778,9,"pare",182705.150266695,314,8,344,30,"passive","pare",0,0,0,0,0,0,0,0
"159",159,"V5697","central_iwp","northern_territory_(other)","northern_territory_(other)_6",28.21870967,48.833,0.217901404,7,"Restricted",964.6663913,4,"pare",390.661408148493,132,7,132,0,"passive","pare",0,0,0,0,0,0,0,0
"160",160,"V5698","central_iwp","northern_territory_(other)","northern_territory_(other)_11",27.98714067,53.339,0.079158209,7,"Restricted",1022.950661,2,"pare",0,64,8,118,54,"passive","pare",0,0,0,0,0,0,0,0
"161",161,"V5699","sw_pacific","queensland_(other)","queensland_(other)_7",27.95772663,55,0.036680504,7,"Restricted",1942.652461,9,"pare",28128.3733453359,306,11,306,0,"passive","pare",0,0,0,0,0,0,0,0
"162",162,"V5714","central_iwp","northern_territory_(other)","northern_territory_(other)_2",27.98816476,61.267,0.054567666,0,"Fished",184.1976305,113,"pare",772.647521774811,3314,44,3314,0,"passive","pare",0,0,0,0,0,0,0,0
"163",163,"V5746","central_iwp","offshore_shoals","offshore_shoals_3",28.65667515,81,0.585523105,7,"Restricted",2056.704848,15,"pare",4129.53851589918,424,11,424,0,"passive","pare",0,0,0,0,0,0,0,0
"164",164,"V5747","central_iwp","offshore_shoals","offshore_shoals_4",28.61584548,33.167,0.565093024,7,"Restricted",90.8275952,13,"pare",180286.285604789,360,18,360,0,"passive","pare",0,0,0,0,0,0,0,0
"165",165,"V5748","central_iwp","offshore_shoals","offshore_shoals_5",28.55396979,98,1.725607131,0,"Fished",363.3207902,13,"pare",2098.21457524819,368,17,368,0,"passive","pare",0,0,0,0,0,0,0,0
"166",166,"V5853","sw_pacific","northern_coral_sea","northern_coral_sea_5",27.23107827,198.33,1.320566488,7,"Restricted",672.1719977,63,"pare",5526.26964755911,1704,65,1704,0,"passive","pare",0,0,0,0,0,0,0,0
"167",167,"V5853","sw_pacific","northern_coral_sea","northern_coral_sea_9",27.24699283,207.223,1.40162691,7,"Restricted",1432.005407,63,"pare",5526.26964755911,1704,65,1704,0,"passive","pare",0,0,0,0,0,0,0,0
"168",168,"V6483","central_iwp","okinawa","okinawa_2",25.09366317,160,1854.451392,0,"Fished",154.6092662,30,"pare",3540.61717903391,802,33,834,32,"passive","pare",0,0,0,0,0,0,0,0
"169",169,"V6583","polynesian","french_polynesia","french_polynesia_6",27.51141777,63.71,3.470567723,0,"Fished",43.04500342,11,"pare",129.661881338746,296,13,296,0,"passive","pare",0,0,0,0,0,0,0,0
"170",170,"V6588","polynesian","french_polynesia","french_polynesia_4",27.742357,69.454,0.263461038,0,"Fished",85.79922232,4,"pare",3136.55465706889,106,9,106,0,"passive","pare",0,0,0,0,0,0,0,0
"171",171,"V6589","polynesian","french_polynesia","french_polynesia_20",27.73077706,155,0.508200566,0,"Fished",1372.443745,9,"pare",1093.33941832524,246,5,246,0,"passive","pare",0,0,0,0,0,0,0,0
"172",172,"V6589","polynesian","society_islands","society_islands_2",27.73034715,146.454,0.678771699,0,"Fished",434.6057356,9,"pare",1093.33941832524,246,5,246,0,"passive","pare",0,0,0,0,0,0,0,0
"173",173,"V6641","polynesian","french_polynesia","french_polynesia_19",27.64300048,138,0.225795399,0,"Fished",1133.882809,15,"pare",15031.5629826605,398,42,398,0,"passive","pare",0,0,0,0,0,0,0,0
"174",174,"V6763","polynesian","french_polynesia","french_polynesia_21",27.77064014,122,0.522462543,0,"Fished",1013.362056,28,"pare",69.3927846897349,808,1,808,0,"passive","pare",0,0,0,0,0,0,0,0
"175",175,"V6763","polynesian","society_islands","society_islands_1",27.77064014,136.109,0.748946292,0,"Fished",574.6965118,28,"pare",69.3927846897349,808,1,808,0,"passive","pare",0,0,0,0,0,0,0,0
"176",176,"V6853","polynesian","french_polynesia","french_polynesia_2",27.35614122,44.401,0.37221638,0,"Fished",93.220904,8,"pare",528.19193684068,240,21,240,0,"passive","pare",0,0,0,0,0,0,0,0
"177",177,"V6860","polynesian","french_polynesia","french_polynesia_5",27.21405742,63.834,2.482728866,0,"Fished",81.50211739,9,"pare",1843.6130346408,240,24,240,0,"passive","pare",0,0,0,0,0,0,0,0
"178",178,"V6870","polynesian","french_polynesia","french_polynesia_8",27.39614944,41.453,0.109777044,0,"Fished",29.37979827,9,"pare",18982.9594391799,246,44,246,0,"passive","pare",0,0,0,0,0,0,0,0
"179",179,"V6877","polynesian","french_polynesia","french_polynesia_15",27.62852076,141,0.435574981,0,"Fished",847.0103063,17,"pare",10662.198486236,466,15,466,0,"passive","pare",0,0,0,0,0,0,0,0
"180",180,"V6909","polynesian","french_polynesia","french_polynesia_14",27.57633015,91,6.006074206,0,"Fished",871.809567,66,"pare",131.792857142857,1886,5,1924,38,"passive","pare",0,0,0,0,0,0,0,0
"181",181,"V6929","polynesian","french_polynesia","french_polynesia_1",27.40684221,63.71,0.166375248,0,"Fished",94.59353939,0,"pare",0,0,24,0,0,"passive","pare",0,0,0,0,0,0,0,0
"182",182,"V6932","polynesian","french_polynesia","french_polynesia_7",27.76048952,13.143,0.043211967,0,"Fished",61.49251332,7,"pare",75.6583333333333,194,16,194,0,"passive","pare",0,0,0,0,0,0,0,0
"183",183,"V6941","polynesian","french_polynesia","french_polynesia_12",25.34938059,54.5,5.432876153,0,"Fished",741.8444765,15,"pare",21014.5416666667,414,4,444,30,"passive","pare",0,0,0,0,0,0,0,0
"184",184,"V6945","polynesian","french_polynesia","french_polynesia_11",25.35386033,115.6,0.701231716,0,"Fished",498.9137263,7,"pare",82.9916666666667,164,14,192,28,"passive","pare",0,0,0,0,0,0,0,0
"185",185,"V6991","polynesian","pitcairn","pitcairn_4",25.02584555,66.463,0.00037993,3,"Restricted",127.596246,51,"pare",21272.6270625592,1422,11,1422,0,"passive","pare",0,0,0,0,0,0,0,0
"186",186,"V6994","polynesian","pitcairn","pitcairn_2",24.64347699,55.173,0,0,"Fished",78.26097399,76,"pare",765.782382201682,2316,28,2316,0,"passive","pare",0,0,0,0,0,0,0,0
"187",187,"V6995","polynesian","pitcairn","pitcairn_3",24.86387949,61.315,7.04e-05,31,"Closed",102.3020572,46,"pare",299.351238519585,1228,15,1256,28,"passive","pare",0,0,0,0,0,0,0,0
"188",188,"V7013","polynesian","society_islands","society_islands_6",27.68722283,98,5.642162935,0,"Fished",339.3628568,33,"pare",20100.1548018504,846,14,872,26,"passive","pare",0,0,0,0,0,0,0,0
"189",189,"V7029","polynesian","society_islands","society_islands_4",27.61781428,122.304,472.559687,0,"Fished",365.619897,98,"pare",32702.6325232495,2896,19,2896,0,"passive","pare",0,0,0,0,0,0,0,0
"190",190,"V7077","polynesian","austral_islands","austral_islands_1",25.48674916,67.891,0.005855667,0,"Fished",34.471528,2,"pare",20196.5,54,6,54,0,"passive","pare",0,0,0,0,0,0,0,0
"191",191,"V7090","polynesian","cook_islands","cook_islands_3",27.12169711,85.343,0.000854855,2,"Restricted",511.7065534,5,"pare",10202.3333333333,148,6,148,0,"passive","pare",0,0,0,0,0,0,0,0
"192",192,"V7096","polynesian","cook_islands","cook_islands_2",25.76334826,73.704,889.7110954,2,"Restricted",176.3104123,17,"pare",184.790314961417,464,6,464,0,"passive","pare",0,0,0,0,0,0,0,0
"193",193,"V7101","polynesian","cook_islands","cook_islands_1",26.85307714,107,617.3800144,2,"Restricted",594.7565472,6,"pare",40.4899433899434,156,1,156,0,"passive","pare",0,0,0,0,0,0,0,0
"194",194,"V7478","continental_tep","nicaragua_tep","nicaragua_tep_4",27.39084822,46.632,311.4635742,0,"Fished",118.328091,4,"pare",6,158,4,224,66,"passive","pare",0,0,0,0,0,0,0,0
"195",195,"V7479","continental_tep","nicaragua_tep","nicaragua_tep_5",27.39649446,33.879,563.3702232,28,"Restricted",60.73783931,4,"pare",24,122,3,150,28,"passive","pare",0,0,0,0,0,0,0,0
"196",196,"V7481","offshore_tep","clipperton","clipperton_1",27.87131376,24.953,0,3,"Closed",285.4827992,2,"pare",4,154,3,154,0,"passive","pare",0,0,0,0,0,0,0,0
"197",197,"V7483","offshore_tep","cocos","cocos_1",27.63421351,47.67,3.38e-05,37,"Closed",683.1800463,5,"pare",10,950,3,1460,510,"passive","pare",0,0,0,0,0,0,0,0
"198",198,"V7484","continental_tep","machalilla","machalilla_2",24.70434773,40.679,134.0911271,25,"Restricted",136.19115,3,"pare",9,162,3,162,0,"passive","pare",0,0,0,0,0,0,0,0
"199",199,"V7485","continental_tep","machalilla","machalilla_4",24.57171905,33.6,260.6405492,25,"Restricted",88.83655541,17,"pare",59.3333333333333,464,7,496,32,"passive","pare",0,0,0,0,0,0,0,0
"200",200,"V7489","continental_tep","costa_rica","costa_rica_6",28.39161494,43.365,263.1759317,0,"Fished",47.32052887,9,"pare",90.3333333333333,250,8,250,0,"passive","pare",0,0,0,0,0,0,0,0
"201",201,"V7490","continental_tep","coiba","coiba_2",28.3764616,48.329,44.39592055,14,"Restricted",463.0738335,11,"pare",6.66666666666667,568,3,568,0,"passive","pare",0,0,0,0,0,0,0,0
"202",202,"V7491","continental_tep","coiba","coiba_3",28.30562371,45.333,31.97957784,14,"Restricted",294.6761583,13,"pare",77.7,828,15,1240,412,"passive","pare",0,0,0,0,0,0,0,0
"203",203,"V7492","continental_tep","coiba","coiba_13",28.35676826,29.8,20.71879792,14,"Restricted",55.27128578,16,"pare",13.5,554,8,604,50,"passive","pare",0,0,0,0,0,0,0,0
"204",204,"V7493","continental_tep","coiba","coiba_14",28.28362753,31.667,23.24708309,14,"Restricted",32.89618335,4,"pare",15,116,8,116,0,"passive","pare",0,0,0,0,0,0,0,0
"205",205,"V7493","continental_tep","coiba","coiba_8",28.31004866,51.9,26.37138404,14,"Restricted",326.7690637,4,"pare",15,116,8,116,0,"passive","pare",0,0,0,0,0,0,0,0
"206",206,"V7494","continental_tep","costa_rica","costa_rica_4",28.3803745,39.294,256.2000447,0,"Fished",36.23562013,16,"pare",60.1666666666667,880,14,954,74,"passive","pare",0,0,0,0,0,0,0,0
"207",207,"V7502","continental_tep","coiba","coiba_6",28.47620145,43.429,72.80714911,0,"Fished",66.66640071,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0
"208",208,"V7509","continental_tep","coiba","coiba_5",28.46847693,44.5,37.61185284,0,"Fished",106.4122476,3,"pare",4.2,80,8,80,0,"passive","pare",0,0,0,0,0,0,0,0
"209",209,"V7517","offshore_tep","malpelo","malpelo_1",26.68360291,39.303,1.466270214,13,"Restricted",1469.477995,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0
"210",210,"V7519","continental_tep","panama_pacific","panama_pacific_1",27.4225213,44.05,345.2090455,0,"Fished",298.0582981,54,"pare",35528.8638359097,1470,109,1470,0,"passive","pare",0,0,0,0,0,0,0,0
"211",211,"V7523","continental_tep","las_perlas","las_perlas_3",27.39980773,59.6,80.64003922,12,"Restricted",349.1803303,44,"pare",585.968580895598,1220,64,1220,0,"passive","pare",0,0,0,0,0,0,0,0
"212",212,"V7526","continental_tep","las_perlas","las_perlas_1",27.4607606,57.15,58.48961726,12,"Restricted",2160.611023,16,"pare",305.768270017664,428,53,454,26,"passive","pare",0,0,0,0,0,0,0,0
"213",213,"V7530","offshore_tep","revillagigedo","revillagigedo_2",25.55646986,27.48,0.082400503,2,"Restricted",76.02174675,15,"pare",1763.72790985273,372,35,400,28,"passive","pare",0,0,0,0,0,0,0,0
"214",214,"V7531","offshore_tep","revillagigedo","revillagigedo_3",25.35435868,28.867,0.00298335,2,"Restricted",170.4505946,9,"pare",546.54378488596,244,42,244,0,"passive","pare",0,0,0,0,0,0,0,0
"215",215,"V8009","caribbean","florida_keys","florida_keys_4",26.34265548,52.5,30.33921774,29,"Closed",684.6758914,8,"pare",1043.46723148514,226,43,226,0,"passive","pare",0,0,0,0,0,0,0,0
"216",216,"V8012","caribbean","florida_keys","florida_keys_1",26.72525131,67.321,112.4084654,29,"Closed",1107.517461,24,"pare",2300.23668946063,630,35,656,26,"passive","pare",0,0,0,0,0,0,0,0
"217",217,"V8015","caribbean","florida_keys","florida_keys_3",26.75360838,56.5,90.59050737,29,"Closed",690.6206456,33,"pare",413.938342889465,878,38,904,26,"passive","pare",0,0,0,0,0,0,0,0
"218",218,"V8030","caribbean","florida_keys","florida_keys_2",26.66645888,55.564,152.4117696,29,"Closed",711.8605473,81,"pare",9.5,2264,1,2264,0,"passive","pare",0,0,0,0,0,0,0,0
"219",219,"V8057","caribbean","curacao","curacao_3",27.37822228,42.127,107.5464134,0,"Fished",179.4782453,0,"pare",0,0,13,0,0,"passive","pare",0,0,0,0,0,0,0,0
"220",220,"V8057","caribbean","curacao","curacao_1",27.36272391,38.885,2086.800403,0,"Fished",134.7818248,0,"pare",0,0,13,0,0,"passive","pare",0,0,0,0,0,0,0,0
"221",221,"V8093","caribbean","bonaire","bonaire_2",27.42594135,42.667,53.52726759,27,"Restricted",289.7148989,8,"pare",17.8,226,5,226,0,"passive","pare",0,0,0,0,0,0,0,0
"222",222,"V8093","caribbean","bonaire","bonaire_3",27.44957222,65.65,159.6667909,27,"Restricted",274.9593321,8,"pare",17.8,226,5,226,0,"passive","pare",0,0,0,0,0,0,0,0
"223",223,"V8094","caribbean","curacao","curacao_4",27.4762042,41.388,117.5835715,0,"Fished",225.6181667,22,"pare",21.591059098947,1064,6,1100,36,"passive","pare",0,0,0,0,0,0,0,0
"224",224,"V8096","caribbean","curacao","curacao_2",27.40738713,40.956,116.4168043,0,"Fished",166.5572277,7,"pare",65.3330040270195,156,12,182,26,"passive","pare",0,0,0,0,0,0,0,0
"225",225,"V8175","caribbean","san_blas","san_blas_1",27.9221571,62.469,83.39860752,0,"Fished",235.2121237,22,"pare",4913.74212007884,1460,17,1592,132,"passive","pare",0,0,0,0,0,0,0,0
"226",226,"V8181","caribbean","bocas_del_toro","bocas_del_toro_1",28.00115765,29.875,64.90122141,0,"Fished",33.07927582,21,"pare",5638.75544496897,820,21,858,38,"passive","pare",0,0,0,0,0,0,0,0
"227",227,"V8219","caribbean","southwestern_caribbean","southwestern_caribbean_2",27.79259522,45,0.472886429,14,"Restricted",454.7860281,9,"pare",304.951439496354,250,31,250,0,"passive","pare",0,0,0,0,0,0,0,0
"228",228,"V8226","caribbean","southwestern_caribbean","southwestern_caribbean_3",27.79669981,69,0.478113344,14,"Restricted",380.1907767,9,"pare",1050.6389549745,238,22,238,0,"passive","pare",0,0,0,0,0,0,0,0
"229",229,"V8237","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_1",27.80955032,66.606,7.147167721,14,"Closed",258.3627293,9,"pare",25920.8491917731,242,53,242,0,"passive","pare",0,0,0,0,0,0,0,0
"230",230,"V8259","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_3",27.80576062,63.24,12719.2482,14,"Closed",371.6934358,4,"pare",415.431632511421,110,58,110,0,"passive","pare",0,0,0,0,0,0,0,0
"231",231,"V8406","caribbean","belize","belize_3",28.00453661,50.167,100.5459794,23,"Restricted",141.208764,60,"pare",11904.8785714286,1846,4,1846,0,"passive","pare",0,0,0,0,0,0,0,0
"232",232,"V8474","caribbean","mexico_caribbean","mexico_caribbean_13",27.79332632,64.82,261.775681,3,"Restricted",1620.039372,21,"pare",2,618,4,618,0,"passive","pare",0,0,0,0,0,0,0,0
"233",233,"V8490","caribbean","mexico_caribbean","mexico_caribbean_12",28.01284986,32.298,10.28978407,0,"Fished",168.266968,14,"pare",1.83333333333333,382,3,382,0,"passive","pare",0,0,0,0,0,0,0,0
"234",234,"V8691","caribbean","grand_cayman","grand_cayman_1",28.03176552,54,3981.11194,33,"Restricted",353.036567,56,"pare",134.166024495212,1754,11,1796,42,"passive","pare",0,0,0,0,0,0,0,0
"235",235,"V8803","caribbean","cuba","cuba_1",28.01797581,45.164,29.65107863,9,"Restricted",99.63773697,53,"pare",3999.32832832198,1502,63,1534,32,"passive","pare",0,0,0,0,0,0,0,0
"236",236,"V9294","central_iwp","palau","palau_1",29.23588654,148.3,0.356749738,15,"Closed",453.1977904,25,"pare",28074.1688406676,740,19,740,0,"passive","pare",0,0,0,0,0,0,0,0
"237",237,"V9387","sw_atlantic","abrolhos","abrolhos_1",25.9122393,26.64,24.5418829,36,"Restricted",129.2454912,1,"pare",16,26,1,26,0,"passive","pare",0,0,0,0,0,0,0,0
