"","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR","LonId","LatID","Lon","Lat"
"2975","V8094","caribbean","curacao","curacao_4",27.4762042,41.388,117.5835715,0,"Fished",225.6181667,14,"transi15",0.5,1989,3,2706,717,"active","transi",2706,14,0,531,6,1014,6.142857143,270,-69.16,12.3,-69.16,12.38
"2976","V8096","caribbean","curacao","curacao_2",27.40738713,40.956,116.4168043,0,"Fished",166.5572277,2,"transi15",1821.85516,9,9,9,0,"active","transi",9,2,0,299,0,0,18.5,654,-69.16,12.22,-69.095,12.23
"2977","V8175","caribbean","san_blas","san_blas_1",27.9221571,62.469,83.39860752,0,"Fished",235.2121237,15,"transi15",1435.497232,978,9,1140,162,"active","transi",1140,15,0,2068,0,0,13.06666667,475.6,-78.84,9.58,-78.915,9.5717
"2978","V8181","caribbean","bocas_del_toro","bocas_del_toro_1",28.00115765,29.875,64.90122141,0,"Fished",33.07927582,17,"transi15",5576.703148,891,5,1023,132,"active","transi",1023,17,0,2028,1,132,11.88235294,459.1764706,-82.04,9.26,-82.1108,9.2597
"2979","V8219","caribbean","southwestern_caribbean","southwestern_caribbean_2",27.79259522,45,0.472886429,14,"Restricted",454.7860281,0,"transi15",0,0,7,0,0,"active","transi",0,0,0,0,0,0,0,0,-80.2,14.38,-80.2402,14.3594
"2980","V8226","caribbean","southwestern_caribbean","southwestern_caribbean_3",27.79669981,69,0.478113344,14,"Restricted",380.1907767,6,"transi15",204.8955187,24,15,24,0,"active","transi",24,6,0,127,2,9,5.333333333,146.5,-80.28,14.46,-80.2298,14.4444
"2981","V8237","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_1",27.80955032,66.606,7.147167721,14,"Closed",258.3627293,12,"transi15",1299.735192,60,50,60,0,"active","transi",60,12,0,823,3,12,8.583333333,146.5,-81.32,13.42,-81.367,13.4083
"2982","V8259","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_3",27.80576062,63.24,12719.2482,14,"Closed",371.6934358,21,"transi15",274.5125298,255,19,255,0,"active","transi",255,21,0,1486,4,18,10.9047619,90.57142857,-81.72,12.62,-81.7014,12.5719
"2983","V8406","caribbean","belize","belize_3",28.00453661,50.167,100.5459794,23,"Restricted",141.208764,39,"transi15",226.7024901,1170,4,1170,0,"active","transi",1170,39,2,2503,22,519,39.05128205,482.5384615,-88.04,16.94,-88.0662,16.8683
"2984","V8474","caribbean","mexico_caribbean","mexico_caribbean_13",27.79332632,64.82,261.775681,3,"Restricted",1620.039372,19,"transi15",4659.093658,258,8,267,9,"active","transi",267,19,4,3004,4,45,13.47368421,238.1052632,-87,20.62,-87.0712,20.6048
"2985","V8490","caribbean","mexico_caribbean","mexico_caribbean_12",28.01284986,32.298,10.28978407,0,"Fished",168.266968,15,"transi15",330.1347379,627,9,672,45,"active","transi",672,15,1,2291,3,132,22.13333333,500.2,-84.28,20.62,-84.3079,20.6403
"2986","V8691","caribbean","grand_cayman","grand_cayman_1",28.03176552,54,3981.11194,33,"Restricted",353.036567,36,"transi15",3022.938318,1857,15,1920,63,"active","transi",1920,36,2,1769,4,375,32.11111111,819.25,-81.4,19.26,-81.387,19.3066
"2987","V8803","caribbean","cuba","cuba_1",28.01797581,45.164,29.65107863,9,"Restricted",99.63773697,49,"transi15",2134.392736,735,42,747,12,"active","transi",747,49,5,3909,3,27,38.65306122,921.4897959,-78.84,20.7,-78.8615,20.7621
"2988","V9294","central_iwp","palau","palau_1",29.23588654,148.3,0.356749738,15,"Closed",453.1977904,19,"transi15",3422.989931,111,31,111,0,"active","transi",111,19,9,390,2,18,42.10526316,1000.105263,131.88,2.86,131.86,2.89
"2989","V9387","sw_atlantic","abrolhos","abrolhos_1",25.9122393,26.64,24.5418829,36,"Restricted",129.2454912,2,"transi15",0,33,0,33,0,"active","transi",33,2,0,67,0,0,2,208.5,-38.68,-18.02,-38.6928,-17.9649
"2990","V9387","sw_atlantic","neb","neb_1",25.91847149,31.182,23.12337527,36,"Restricted",430.2367896,2,"transi15",0,33,0,33,0,"active","transi",33,2,0,67,0,0,2,208.5,-38.68,-18.02,-38.6798,-17.9716
"2991","V9388","sw_atlantic","neb","neb_3",25.97525955,21,58.58279555,36,"Restricted",198.9719174,3,"transi15",0,1344,4,1479,135,"active","transi",1479,3,0,151,0,0,1.666666667,486,-39.08,-17.46,-39.0281,-17.4784
"2992","V9391","sw_atlantic","neb","neb_2",25.95102624,29.067,46.43862614,26,"Restricted",229.5946345,3,"transi15",0,30,0,30,0,"active","transi",30,3,0,119,0,0,2,177,-39,-17.62,-38.9794,-17.677
"2993","V9399","offshore_sw_atlantic","noronha","noronha_1",27.33692162,24.048,853.0534328,30,"Restricted",220.2895794,2,"transi15",13,207,11,207,0,"active","transi",207,2,0,718,0,0,0.5,10.5,-32.36,-3.86,-32.4135,-3.8385
"2994","V9427","offshore_sw_atlantic","stpauls_rocks","stpauls_rocks_1",27.33693531,12.041,0,1,"Closed",533.6256031,0,"transi15",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0,-29.32,0.94,-29.3446,0.9181
"2995","V9428","offshore_sw_atlantic","trindade","trindade_2",25.20253776,20.334,0,1,"Closed",1330.12691,0,"transi15",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0,-28.92,-20.5,-28.8568,-20.4741
"2996","V9429","sw_pacific","southern_coral_sea","southern_coral_sea_7",25.35074696,114.233,9.3e-05,7,"Closed",111.7900726,0,"transi15",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0,155.72,-21.22,155.763,-21.2321
"2997","V9446","sw_pacific","central_coral_sea","central_coral_sea_19",26.81819764,142.14,0.181255823,7,"Closed",283.8299502,0,"transi15",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0,150.36,-16.58,150.3072,-16.5689
"2998","V9463","sw_pacific","central_coral_sea","central_coral_sea_21",26.76329348,127.081,0.599937535,7,"Closed",474.8821846,10,"transi15",792457.8402,42,74,45,3,"active","transi",45,10,9,2,10,45,24,319.2,147.8,-16.5,147.8493,-16.4949
"2999","V9482","sw_pacific","central_coral_sea","central_coral_sea_4",26.71731865,170.757,0.326855143,7,"Closed",241.726872,31,"transi15",25424.00489,324,75,324,0,"active","transi",324,31,26,3,30,321,20.77419355,253.1612903,149.24,-16.9,149.195,-16.9329
"3000","V9485","sw_pacific","central_coral_sea","central_coral_sea_5",26.6901062,153.321,0.228821343,7,"Closed",262.9439183,46,"transi15",1903.447849,1164,97,1164,0,"active","transi",1164,46,26,2,44,1158,16.08695652,189.4565217,150.04,-16.9,149.9993,-16.9304
"3001","V9496","sw_pacific","central_coral_sea","central_coral_sea_17",26.51416426,138.286,0.730447591,7,"Closed",392.3837395,26,"transi15",45555.27585,441,59,444,3,"active","transi",444,26,21,7,26,444,22.53846154,281.5384615,148.44,-17.86,148.4922,-17.8513
"3002","V9499","sw_pacific","central_coral_sea","central_coral_sea_18",26.52524038,119.77,0.703473762,7,"Closed",308.597585,28,"transi15",25355.72813,324,114,324,0,"active","transi",324,28,20,6,25,270,26.17857143,396.9642857,148.52,-17.7,148.4486,-17.7109
"3003","V9523","sw_pacific","central_coral_sea","central_coral_sea_8",26.67324968,147.79,0.000344196,7,"Closed",386.8520941,25,"transi15",14388.46268,210,102,210,0,"active","transi",210,25,16,0,23,201,14.8,160.32,152.12,-17.14,152.0767,-17.1215
"3004","V9539","sw_pacific","central_coral_sea","central_coral_sea_10",26.64634114,127.066,0.005860597,7,"Closed",484.892859,45,"transi15",52870.07964,555,47,555,0,"active","transi",510,34,27,6,33,492,22.61764706,264.1764706,151.8,-17.14,151.8413,-17.1141
"3005","V9547","sw_pacific","central_coral_sea","central_coral_sea_13",26.53115768,98,0.14848753,7,"Closed",462.6031983,8,"transi15",3929.966635,75,58,75,0,"active","transi",75,8,7,2,7,72,24.125,284.25,151,-17.46,150.952,-17.4516
"3006","V9565","sw_pacific","central_coral_sea","central_coral_sea_12",26.5582935,124.357,0.13898351,7,"Closed",323.2553283,9,"transi15",5831.825723,102,85,135,33,"active","transi",135,9,5,0,8,132,14.88888889,148,151.08,-17.38,151.0713,-17.4272
"3007","V9571","sw_pacific","central_coral_sea","central_coral_sea_15",26.46397257,145.121,0.247770716,7,"Closed",221.0375059,35,"transi15",6783.497907,504,58,507,3,"active","transi",507,35,18,2,34,477,14.08571429,148.8857143,150.68,-17.78,150.6335,-17.7737
"3008","V9578","sw_pacific","central_coral_sea","central_coral_sea_23",26.1798981,58.5,0.081743892,7,"Closed",161.4558966,45,"transi15",351132.1858,315,62,321,6,"active","transi",321,45,34,1,41,276,23.08888889,210.6,152.28,-18.98,152.3431,-18.9861
"3009","V9590","sw_pacific","central_coral_sea","central_coral_sea_14",26.48135211,115.448,0.21864636,7,"Closed",245.0714168,41,"transi15",47428.73643,279,62,303,24,"active","transi",303,41,26,6,35,261,22.24390244,217.5365854,150.84,-17.7,150.789,-17.6788
"3010","V9598","sw_pacific","central_coral_sea","central_coral_sea_2",26.11044847,169.134,0.095627052,7,"Closed",227.4405194,2,"transi15",1431.232599,12,78,12,0,"active","transi",3,1,1,0,1,3,24,591,152.36,-19.3,152.3429,-19.2461
"3011","V9601","sw_pacific","southern_coral_sea","southern_coral_sea_8",25.61579077,146.464,0.087271449,7,"Closed",183.0578774,12,"transi15",12298.71329,66,79,66,0,"active","transi",36,11,10,3,11,36,19.36363636,248.1818182,154.36,-21.06,154.3797,-20.9915
"3012","V9605","sw_pacific","central_coral_sea","central_coral_sea_3",26.14337838,127.943,0.083861723,7,"Closed",352.6465003,36,"transi15",9170.547957,615,69,615,0,"active","transi",600,35,24,6,35,600,17.31428571,217.2857143,152.36,-19.06,152.3876,-19.1104
"3013","V9609","sw_pacific","central_coral_sea","central_coral_sea_1",26.11375899,144.966,0.105308823,7,"Closed",242.0754041,21,"transi15",45399.97654,174,70,174,0,"active","transi",165,18,12,2,18,165,16.88888889,169.8333333,152.28,-19.3,152.2226,-19.2887
"3014","V9614","sw_pacific","southern_coral_sea","southern_coral_sea_5",25.22691894,97.286,0.141334445,7,"Closed",30.33354761,26,"transi15",95378.2961,390,104,390,0,"active","transi",3,1,1,0,1,3,22,570,155.24,-22.18,155.1722,-22.1816
"3015","V9615","sw_pacific","southern_coral_sea","southern_coral_sea_3",25.16804436,134.665,0.120199672,7,"Closed",158.8652081,23,"transi15",1376318.473,429,107,429,0,"active","transi",3,1,1,0,1,3,22,570,155.4,-22.18,155.4647,-22.1699
"3016","V9615","sw_pacific","southern_coral_sea","southern_coral_sea_4",25.18280339,133.16,0.132255008,7,"Closed",411.8099375,23,"transi15",1376318.473,429,107,429,0,"active","transi",3,1,1,0,1,3,22,570,155.4,-22.18,155.339,-22.1904
"3017","V9616","sw_pacific","northern_coral_sea","northern_coral_sea_1",27.05983237,187.17,0.210041059,7,"Closed",439.5361666,77,"transi15",137306.5183,2211,117,2211,0,"active","transi",0,0,0,0,0,0,0,0,146.52,-13.86,146.5762,-13.8679
"3018","V9634","sw_pacific","northern_coral_sea","northern_coral_sea_2",27.05366863,163.715,0.209354671,7,"Closed",531.4516314,9,"transi15",11752.44188,63,82,66,3,"active","transi",66,9,7,1,9,66,13,168,146.68,-14.02,146.6811,-13.9776
"3019","V9644","sw_pacific","central_coral_sea","central_coral_sea_22",26.95444082,176.684,0.558261139,7,"Closed",938.5630612,75,"transi15",292638.9263,657,6,657,0,"active","transi",657,75,34,44,68,567,48.70666667,597.52,147.08,-15.54,147.0995,-15.4857
"3020","V9646","sw_pacific","central_coral_sea","central_coral_sea_20",26.9018395,116.464,0.184343605,7,"Closed",189.8539924,67,"transi15",6317.88236,333,6,333,0,"active","transi",324,65,25,56,59,300,51.4,597.0923077,149.96,-16.34,149.9609,-16.2939
"3021","V9660","sw_pacific","central_coral_sea","central_coral_sea_7",26.73878637,124.457,0,7,"Closed",386.382277,52,"transi15",610.1890697,1017,43,1032,15,"active","transi",1032,52,11,57,9,234,46.30769231,630.1730769,155.8,-17.38,155.8579,-17.4032
"3022","V9663","sw_pacific","southern_coral_sea","southern_coral_sea_2",24.72486253,130.759,0.32951139,7,"Closed",206.94561,38,"transi15",1369.876475,621,29,621,0,"active","transi",621,38,6,24,4,57,40.52631579,564.3947368,155.48,-23.22,155.5534,-23.2465
"3023","V9673","central_pacific","minerva_reefs","minerva_reefs_1",24.51091948,130.755,3.06e-05,0,"Fished",307.0266041,65,"transi15",918.9476817,768,22,768,0,"active","transi",768,65,4,246,5,24,40.36923077,654.4615385,-178.92,-23.62,-178.9265,-23.6318
"3024","V9713","central_pacific","fiji","fiji_3",26.96022119,119.722,0.001065712,0,"Fished",61.96094022,42,"transi15",17516.29286,438,17,441,3,"active","transi",441,42,5,472,2,9,37.33333333,461.5714286,-178.76,-18.18,-178.8101,-18.18
"3025","V9779","central_pacific","fiji","fiji_1",27.00615768,137.006,0.254019425,15,"Restricted",44.79233009,2,"transi15",730.7540844,9,38,9,0,"active","transi",9,2,1,1,1,3,56.5,901.5,178.68,-17.94,178.6834,-18.0048
"3026","V10025","sw_pacific","new_caledonia","new_caledonia_7",25.92239262,111.352,2.801571902,0,"Fished",48.58066279,0,"transi35",0,0,18,0,0,"active","transi",0,0,0,0,0,0,0,0,165.96,-21.06,165.9494,-21.0572
"3027","V10026","sw_pacific","new_caledonia","new_caledonia_9",25.66932856,129.559,3.647123986,0,"Fished",64.00851649,0,"transi35",0,0,26,0,0,"active","transi",0,0,0,0,0,0,0,0,166.68,-21.62,166.6661,-21.6264
"3028","V10094","sw_pacific","new_caledonia","new_caledonia_12",25.01223383,91.282,12.56664162,0,"Fished",107.1845271,50,"transi35",8752.375006,552,21,552,0,"active","transi",552,50,11,218,24,248,12.6,263.36,165.88,-22.02,165.8847,-21.9672
"3029","V10463","sw_pacific","new_caledonia","new_caledonia_5",25.92937784,106.391,2.780672141,11,"Restricted",38.41327332,38,"transi35",2162.59138,1896,10,1920,24,"active","transi",1920,38,11,133,14,600,17.42105263,915.5789474,163.96,-19.94,164,-20
"3030","V10478","sw_pacific","new_caledonia","new_caledonia_2",26.18471463,142.026,0.629343304,5,"Restricted",311.634362,20,"transi35",16767.32579,296,33,296,0,"active","transi",296,20,9,165,5,104,14.1,250.4,165.8,-19.94,165.8284,-19.8943
"3031","V10513","sw_pacific","new_caledonia","new_caledonia_1",26.05786634,156.323,1.020673114,11,"Restricted",307.5213714,54,"transi35",481.2299654,3904,15,3992,88,"active","transi",3992,54,21,223,26,2008,24.51851852,883.7037037,166.12,-20.42,166.1606,-20.3981
"3032","V10543","sw_pacific","new_caledonia","new_caledonia_6",25.86883296,96.901,5.978511005,0,"Fished",31.1682725,8,"transi35",5341.775622,88,32,88,0,"active","transi",88,8,0,20,0,0,11.875,176,167.08,-20.82,167.1718,-20.8296
"3033","V10549","central_pacific","niue","niue_1",26.64775405,95.536,35.29592494,0,"Fished",404.6782482,5,"transi35",1196.166928,96,25,96,0,"active","transi",96,5,1,3,0,0,11.2,204.8,-169.88,-19.14,-169.9222,-19.0935
"3034","V10587","central_pacific","tonga","tonga_2",25.97714345,87.83,0.723435024,0,"Fished",215.0916064,11,"transi35",3067.933092,112,25,112,0,"active","transi",112,11,0,33,0,0,10.90909091,251.6363636,-174.68,-19.94,-174.7209,-19.9368
"3035","V10598","central_pacific","tonga","tonga_7",25.92717357,147.542,7.603968166,0,"Fished",205.3941372,39,"transi35",4927.400733,832,12,832,0,"active","transi",832,39,4,154,1,16,9.58974359,165.1282051,-174.44,-19.94,-174.4924,-19.9616
"3036","V10609","central_pacific","tonga","tonga_8",25.70779242,83.3,43.37380658,0,"Fished",226.4487803,8,"transi35",3014.813833,80,23,80,0,"active","transi",80,8,1,35,0,0,15.75,235,-174.68,-20.5,-174.7436,-20.5031
"3037","V10619","central_pacific","tonga","tonga_3",25.91113305,140.111,0.912890815,0,"Fished",430.1842233,12,"transi35",6223.344581,120,22,120,0,"active","transi",120,12,1,12,0,0,11,141.3333333,-174.76,-20.1,-174.704,-20.0798
"3038","V10642","central_pacific","tonga","tonga_4",26.55343314,169.5,9.637179249,0,"Fished",325.8606815,14,"transi35",1041.150965,144,15,144,0,"active","transi",144,14,1,22,0,0,17.92857143,366.8571429,-174.12,-18.66,-174.115,-18.7054
"3039","V10644","central_pacific","tonga","tonga_11",26.55757882,151.723,13.96639455,0,"Fished",50.39981213,18,"transi35",1772.413005,240,12,240,0,"active","transi",240,18,1,44,0,0,18.83333333,328.8888889,-173.88,-18.74,-173.94,-18.7197
"3040","V10842","sw_atlantic","santa_catarina","santa_catarina_1",22.26363588,34.835,269.533681,19,"Restricted",88.83822906,17,"transi35",9346.874854,416,17,440,24,"active","transi",40,3,0,0,1,8,14.33333333,328,-48.36,-27.3,-48.3575,-27.281
"3041","V10843","sw_atlantic","santa_catarina","santa_catarina_3",22.30991188,27.791,326.1445974,19,"Restricted",107.4861895,9,"transi35",1310.544635,216,18,240,24,"active","transi",24,1,0,0,0,0,9,216,-48.36,-27.14,-48.3991,-27.1746
"3042","V10844","sw_atlantic","santa_catarina","santa_catarina_4",21.95692995,26.716,253.218654,19,"Restricted",31.69254448,10,"transi35",444.232068,128,10,128,0,"active","transi",24,1,0,0,0,0,9,216,-48.44,-27.86,-48.432,-27.8455
"3043","V10845","eastern_atlantic","cverde","cverde_1",24.13931764,28.606,10.60280489,0,"Fished",275.8589295,1,"transi35",0,0,13,240,240,"active","transi",240,1,0,0,0,0,1,0,-24.76,16.78,-24.7669,16.7764
"3044","V1130","polynesian","cook_islands_sp","cook_islands_sp_1",28.39715436,84.018,0.000161209,2,"Restricted",358.8420184,0,"transi35",0,0,3,0,0,"active","transi",0,0,0,0,0,0,0,0,-163.16,-13.22,-163.1124,-13.249
"3045","V11490","central_iwp","pulau_naira","pulau_naira_1",28.55016913,183.038,132.9532289,0,"Fished",519.5839125,26,"transi35",914.2921948,680,10,688,8,"active","transi",688,26,9,1139,3,48,31.46153846,2213.538462,129.88,-4.58,129.8903,-4.5154
"3046","V1170","central_pacific","samoa","samoa_4",28.26729949,69.896,4.900748768,0,"Fished",54.29437089,2,"transi35",712.6759776,16,7,16,0,"active","transi",16,2,1,0,0,0,1.5,8,-169.56,-14.26,-169.4833,-14.2167
"3047","V1173","central_pacific","rose_atoll","rose_atoll_1",28.17118226,106.679,0.240674063,10,"Restricted",271.1308743,4,"transi35",56365.1115,72,11,72,0,"active","transi",72,4,4,50,0,0,3.75,76,-168.2,-14.5,-168.1586,-14.5399
"3048","V1174","central_pacific","samoa","samoa_2",28.26368228,59.1,9.619699536,0,"Fished",52.92180559,5,"transi35",15592.16831,216,9,216,0,"active","transi",216,5,2,68,1,16,2.6,54.4,-170.6,-14.34,-170.5517,-14.2836
"3049","V1175","central_pacific","samoa","samoa_8",28.25949554,54.5,1211.681489,0,"Fished",75.44278217,6,"transi35",19663.38424,168,10,168,0,"active","transi",168,6,3,7,1,48,1.833333333,36,-170.68,-14.34,-170.67,-14.2836
"3050","V1176","central_pacific","samoa","samoa_3",28.28596323,118.779,1.221461016,0,"Fished",225.0891548,5,"transi35",10.61666667,128,3,128,0,"active","transi",128,5,4,7,0,0,2.4,36.8,-169.72,-14.18,-169.6752,-14.1675
"3051","V1177","central_pacific","samoa","samoa_1",28.26298679,99.824,10.47139258,0,"Fished",42.78363041,3,"transi35",1247.754279,48,14,48,0,"active","transi",48,3,1,38,1,16,3,58.66666667,-170.84,-14.34,-170.8014,-14.2853
"3052","V1182","central_pacific","samoa","samoa_7",28.40360835,100.877,980.1064202,0,"Fished",75.35971589,18,"transi35",17336.80423,288,16,288,0,"active","transi",288,18,7,242,1,8,5.222222222,140.4444444,-171.72,-13.78,-171.7858,-13.8093
"3053","V12232","central_iwp","flores","flores_1",28.88005412,208.533,35.68614418,0,"Fished",172.8366949,42,"transi35",37546.27506,552,53,552,0,"active","transi",552,42,21,2403,6,56,17.73809524,292.7619048,122.28,-8.34,122.3333,-8.3333
"3054","V1271","easter","salaz_y_gomez","salaz_y_gomez_1",22.36693817,23.212,0.002425095,9,"Closed",189.613369,60,"transi35",10010.65772,704,17,704,0,"active","transi",8,1,0,1,0,0,0,0,-105.4,-26.5,-105.362,-26.4706
"3055","V1272","easter","rapa_nui","rapa_nui_4",22.63233521,17.655,53.25406974,1,"Restricted",24.00467111,76,"transi35",12452.26595,1168,18,1168,0,"active","transi",8,1,0,1,0,0,0,0,-109.4,-27.14,-109.3511,-27.1608
"3056","V1272","easter","rapa_nui","rapa_nui_1",22.66947101,22.769,102.6973812,1,"Restricted",61.09723571,76,"transi35",12452.26595,1168,18,1168,0,"active","transi",8,1,0,1,0,0,0,0,-109.4,-27.14,-109.4173,-27.1
"3057","V1273","easter","rapa_nui","rapa_nui_2",22.65680124,21.543,7.845622948,1,"Restricted",62.23944474,59,"transi35",38135.83883,680,30,680,0,"active","transi",24,2,0,9,0,0,0,0,-109.32,-27.06,-109.2828,-27.0754
"3058","V1274","easter","rapa_nui","rapa_nui_3",22.64377003,23.106,2484.81206,1,"Restricted",56.36786252,59,"transi35",29193.36867,672,25,672,0,"active","transi",8,1,0,2,0,0,0,0,-109.48,-27.14,-109.4407,-27.1587
"3059","V13472","central_iwp","raja_ampat","raja_ampat_9",28.85529236,94.032,3.609582136,10,"Restricted",180.3951412,38,"transi35",99779.5567,416,74,416,0,"active","transi",368,34,31,6247,4,40,64.32352941,1400.941176,130.84,-2.02,130.7869,-2.0056
"3060","V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,22,"transi35",64893.28871,200,72,200,0,"active","transi",200,22,14,6113,5,56,61.90909091,1190.909091,130.6,-1.94,130.5943,-1.9995
"3061","V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,22,"transi35",64893.28871,200,72,200,0,"active","transi",200,22,14,6113,5,56,61.90909091,1190.909091,130.6,-1.94,130.5943,-1.9995
"3062","V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,22,"transi35",64893.28871,200,72,200,0,"active","transi",200,22,14,6113,5,56,61.90909091,1190.909091,130.6,-1.94,130.5943,-1.9995
"3063","V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,22,"transi35",64893.28871,200,72,200,0,"active","transi",200,22,14,6113,5,56,61.90909091,1190.909091,130.6,-1.94,130.5943,-1.9995
"3064","V13492","central_iwp","raja_ampat","raja_ampat_8",28.84075238,102.865,6.321245119,6,"Closed",115.099702,41,"transi35",20814.42941,912,98,912,0,"active","transi",912,41,25,7099,6,136,21.65853659,337.5609756,130.92,-2.1,130.9127,-2.1554
"3065","V13496","central_iwp","raja_ampat","raja_ampat_6",28.76996377,138.501,3.97345994,6,"Closed",124.9156004,17,"transi35",20725.75547,152,62,152,0,"active","transi",152,17,13,625,2,16,96.29411765,2084.235294,130.6,-2.18,130.5616,-2.222
"3066","V13529","central_iwp","raja_ampat","raja_ampat_13",29.09358643,247.488,5.034816616,10,"Restricted",588.3195333,96,"transi35",4685.665934,1976,69,1976,0,"active","transi",1976,96,48,767,13,248,28.8125,443.8333333,130.52,-0.58,130.5671,-0.5844
"3067","V13531","central_iwp","raja_ampat","raja_ampat_16",29.13433666,148.5,5.211632757,10,"Restricted",952.2913082,48,"transi35",1312333.399,592,36,592,0,"active","transi",592,48,29,5061,7,88,22.25,641.3333333,130.68,-0.66,130.7139,-0.6996
"3068","V13536","central_iwp","raja_ampat","raja_ampat_14",29.00041557,187.262,3.346761432,10,"Restricted",588.0802831,50,"transi35",178550.135,616,11,616,0,"active","transi",616,50,35,2364,13,200,32.2,494.24,130.28,-0.66,130.2878,-0.5751
"3069","V14065","western_indian","mozambique","mozambique_1",25.97892329,111.199,95.9123637,0,"Fished",238.6262525,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0,35.56,-23.94,35.5716,-23.929
"3070","V14066","western_indian","mozambique","mozambique_4",25.58197641,53,71.41592245,0,"Fished",736.84401,5,"transi35",51.5,152,3,184,32,"active","transi",184,5,0,0,0,0,1.4,32,35.32,-24.5,35.2891,-24.4679
"3071","V14070","western_indian","Bazaruto","Santa Carolina",26.29,98,28,19,"Closed",55.0636799,10,"transi35",84.44047619,152,8,160,8,"active","transi",152,9,0,766,4,72,8,183.1111111,35.32,-21.54,35.3362,-21.6275
"3072","V14076","western_indian","Bazaruto","Baluba",26.29,64,36,19,"Closed",120.4016967,0,"transi35",0,0,1,0,0,"active","transi",0,0,0,0,0,0,0,0,35.56,-22.02,35.5268,-22.0433
"3073","V14110","western_indian","seychelles","seychelles_5",26.70022396,100.754,1.394087107,1,"Closed",346.0214262,3,"transi35",0,24,0,24,0,"active","transi",24,3,0,0,0,0,4.666666667,82.66666667,47.72,-10.1,47.7694,-10.0797
"3074","V14115","western_indian","seychelles","seychelles_3",26.84248024,99.292,1.330337611,1,"Closed",247.2018351,4,"transi35",0,48,0,48,0,"active","transi",48,4,1,4,0,0,5,96,46.52,-9.78,46.5329,-9.7336
"3075","V14159","western_indian","seychelles","seychelles_2",27.87567296,131,193.9620366,0,"Fished",356.4425464,0,"transi35",0,0,7,0,0,"active","transi",0,0,0,0,0,0,0,0,55.32,-4.66,55.3775,-4.6528
"3076","V14354","western_indian","tanzania","tanzania_1",27.53677102,153.786,323.1467077,0,"Fished",82.05010158,18,"transi35",2864.540071,208,47,216,8,"active","transi",216,18,0,5508,1,24,35.61111111,938.6666667,40.2,-10.18,40.1703,-10.2357
"3077","V1623","central_iwp","solomon","solomon_15",29.30765815,74.8,1.002338702,21,"Closed",223.0013971,3,"transi35",956.34371,40,68,40,0,"active","transi",16,1,1,9,0,0,2,32,157.4,-7.46,157.4174,-7.4144
"3078","V1651","central_iwp","solomon","solomon_6",29.35546484,56,5.888259532,0,"Fished",39.40542105,23,"transi35",6784.86521,264,51,264,0,"active","transi",264,23,11,93,2,16,14.7826087,498.7826087,159.24,-8.26,159.2306,-8.2051
"3079","V1653","central_iwp","solomon","solomon_5",29.34720635,64.9,2.497625831,0,"Fished",274.5734278,15,"transi35",46302.50964,192,44,200,8,"active","transi",200,15,7,110,0,0,16.2,418.1333333,159.48,-8.42,159.441,-8.3517
"3080","V1663","central_iwp","solomon","solomon_1",29.28295663,114.533,5.436542038,0,"Fished",90.60664678,0,"transi35",0,0,31,0,0,"active","transi",0,0,0,0,0,0,0,0,160.12,-9.14,160.1488,-9.0667
"3081","V1670","central_iwp","solomon","solomon_37",29.21634929,121.4,5.760687038,0,"Fished",99.99455815,5,"transi35",615.2784475,48,79,48,0,"active","transi",48,5,1,42,0,0,4.2,201.6,161.16,-9.38,161.2209,-9.4466
"3082","V1675","central_iwp","solomon","solomon_30",29.16495829,111.778,10.4780996,0,"Fished",193.4754165,4,"transi35",139601.343,40,63,40,0,"active","transi",40,4,4,58,0,0,9,130,160.92,-9.78,160.8836,-9.8262
"3083","V1729","central_iwp","solomon","solomon_42",29.25464887,59.4,14.62806253,0,"Fished",49.06125629,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0,160.28,-9.3,160.3372,-9.2885
"3084","V1735","central_iwp","solomon","solomon_41",29.30085093,109.163,12.24440375,0,"Fished",47.10497694,16,"transi35",13666.23801,296,22,296,0,"active","transi",296,16,10,398,0,0,8.4375,100.5,160.6,-8.82,160.636,-8.8271
