"","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR","LonId","LatID","Lon","Lat"
"1","V10025","sw_pacific","new_caledonia","new_caledonia_7",25.92239262,111.352,2.801571902,0,"Fished",48.58066279,6,"pare",122.8954621,156,54,156,0,"passive","pare",156,6,1,12,3,78,31.16666667,918.3333333,165.96,-21.06,165.9494,-21.0572
"2","V10026","sw_pacific","new_caledonia","new_caledonia_9",25.66932856,129.559,3.647123986,0,"Fished",64.00851649,6,"pare",765.9300143,160,71,160,0,"passive","pare",160,6,0,15,5,132,59.66666667,2352,166.68,-21.62,166.6661,-21.6264
"3","V10094","sw_pacific","new_caledonia","new_caledonia_12",25.01223383,91.282,12.56664162,0,"Fished",107.1845271,59,"pare",1732.414148,1544,60,1570,26,"passive","pare",1570,59,8,360,26,700,42.11864407,1149.084746,165.88,-22.02,165.8847,-21.9672
"4","V10463","sw_pacific","new_caledonia","new_caledonia_5",25.92937784,106.391,2.780672141,11,"Restricted",38.41327332,138,"pare",21112.10106,6042,62,6096,54,"passive","pare",6096,138,43,490,58,2424,56.05072464,1780.811594,163.96,-19.94,164,-20
"5","V10478","sw_pacific","new_caledonia","new_caledonia_2",26.18471463,142.026,0.629343304,5,"Restricted",311.634362,76,"pare",39358.54148,2094,87,2094,0,"passive","pare",2094,76,27,315,29,806,46.71052632,1405.552632,165.8,-19.94,165.8284,-19.8943
"6","V10513","sw_pacific","new_caledonia","new_caledonia_1",26.05786634,156.323,1.020673114,11,"Restricted",307.5213714,118,"pare",36741.53316,4848,69,4944,96,"passive","pare",4944,118,30,568,42,1694,54.21186441,1734.576271,166.12,-20.42,166.1606,-20.3981
"7","V10543","sw_pacific","new_caledonia","new_caledonia_6",25.86883296,96.901,5.978511005,0,"Fished",31.1682725,9,"pare",5367.845403,246,43,246,0,"passive","pare",246,9,3,87,0,0,15.22222222,409.3333333,167.08,-20.82,167.1718,-20.8296
"8","V10549","central_pacific","niue","niue_1",26.64775405,95.536,35.29592494,0,"Fished",404.6782482,8,"pare",324.1035994,212,43,212,0,"passive","pare",212,8,1,174,0,0,17.75,489.75,-169.88,-19.14,-169.9222,-19.0935
"9","V10587","central_pacific","tonga","tonga_2",25.97714345,87.83,0.723435024,0,"Fished",215.0916064,10,"pare",737.9746123,278,22,278,0,"passive","pare",278,10,4,16,1,26,23.9,659.6,-174.68,-19.94,-174.7209,-19.9368
"10","V10598","central_pacific","tonga","tonga_7",25.92717357,147.542,7.603968166,0,"Fished",205.3941372,26,"pare",58.41408899,684,10,684,0,"passive","pare",684,26,7,264,3,78,26.73076923,728.8461538,-174.44,-19.94,-174.4924,-19.9616
"11","V10609","central_pacific","tonga","tonga_8",25.70779242,83.3,43.37380658,0,"Fished",226.4487803,12,"pare",280.044442,334,38,334,0,"passive","pare",334,12,0,9,0,0,19.08333333,513,-174.68,-20.5,-174.7436,-20.5031
"12","V10619","central_pacific","tonga","tonga_3",25.91113305,140.111,0.912890815,0,"Fished",430.1842233,23,"pare",5601.367028,632,17,632,0,"passive","pare",632,23,4,43,1,26,21.73913043,596.6086957,-174.76,-20.1,-174.704,-20.0798
"13","V10642","central_pacific","tonga","tonga_4",26.55343314,169.5,9.637179249,0,"Fished",325.8606815,29,"pare",26959.28627,788,12,788,0,"passive","pare",788,29,8,74,2,52,25.44827586,695.6551724,-174.12,-18.66,-174.115,-18.7054
"14","V10644","central_pacific","tonga","tonga_11",26.55757882,151.723,13.96639455,0,"Fished",50.39981213,31,"pare",277.4365094,842,17,842,0,"passive","pare",842,31,5,35,3,82,18.58064516,504.3225806,-173.88,-18.74,-173.94,-18.7197
"15","V10842","sw_atlantic","santa_catarina","santa_catarina_1",22.26363588,34.835,269.533681,19,"Restricted",88.83822906,29,"pare",202868.985,886,19,914,28,"passive","pare",124,4,2,0,1,34,28,813.5,-48.36,-27.3,-48.3575,-27.281
"16","V10843","sw_atlantic","santa_catarina","santa_catarina_3",22.30991188,27.791,326.1445974,19,"Restricted",107.4861895,27,"pare",10510.07831,800,19,826,26,"passive","pare",26,1,0,0,0,0,27,800,-48.36,-27.14,-48.3991,-27.1746
"17","V10844","sw_atlantic","santa_catarina","santa_catarina_4",21.95692995,26.716,253.218654,19,"Restricted",31.69254448,28,"pare",104.1566558,780,13,780,0,"passive","pare",28,1,0,0,0,0,27,800,-48.44,-27.86,-48.432,-27.8455
"18","V10845","eastern_atlantic","cverde","cverde_1",24.13931764,28.606,10.60280489,0,"Fished",275.8589295,44,"pare",439.5988285,1666,6,1734,68,"passive","pare",68,1,0,0,0,0,44,1666,-24.76,16.78,-24.7669,16.7764
"19","V1130","polynesian","cook_islands_sp","cook_islands_sp_1",28.39715436,84.018,0.000161209,2,"Restricted",358.8420184,0,"pare",0,0,6,0,0,"passive","pare",0,0,0,0,0,0,0,0,-163.16,-13.22,-163.1124,-13.249
"20","V11490","central_iwp","pulau_naira","pulau_naira_1",28.55016913,183.038,132.9532289,0,"Fished",519.5839125,20,"pare",44.33127102,576,17,576,0,"passive","pare",576,20,10,856,0,0,120.8,5037.6,129.88,-4.58,129.8903,-4.5154
"21","V1170","central_pacific","samoa","samoa_4",28.26729949,69.896,4.900748768,0,"Fished",54.29437089,6,"pare",11247.34593,166,17,166,0,"passive","pare",166,6,1,5,3,84,2.833333333,76,-169.56,-14.26,-169.4833,-14.2167
"22","V1173","central_pacific","rose_atoll","rose_atoll_1",28.17118226,106.679,0.240674063,10,"Restricted",271.1308743,5,"pare",922.3906302,130,15,130,0,"passive","pare",130,5,2,24,0,0,5.2,142.8,-168.2,-14.5,-168.1586,-14.5399
"23","V1174","central_pacific","samoa","samoa_2",28.26368228,59.1,9.619699536,0,"Fished",52.92180559,7,"pare",650.8350767,196,15,196,0,"passive","pare",196,7,2,101,1,26,7.857142857,209.4285714,-170.6,-14.34,-170.5517,-14.2836
"24","V1175","central_pacific","samoa","samoa_8",28.25949554,54.5,1211.681489,0,"Fished",75.44278217,13,"pare",15787.05938,376,17,376,0,"passive","pare",376,13,2,53,1,26,4.076923077,111.8461538,-170.68,-14.34,-170.67,-14.2836
"25","V1176","central_pacific","samoa","samoa_3",28.28596323,118.779,1.221461016,0,"Fished",225.0891548,7,"pare",55221.60983,170,24,220,50,"passive","pare",220,7,2,56,0,0,5.857142857,159.7142857,-169.72,-14.18,-169.6752,-14.1675
"26","V1177","central_pacific","samoa","samoa_1",28.26298679,99.824,10.47139258,0,"Fished",42.78363041,11,"pare",68151.75734,304,22,304,0,"passive","pare",304,11,1,101,0,0,5,137.4545455,-170.84,-14.34,-170.8014,-14.2853
"27","V1182","central_pacific","samoa","samoa_7",28.40360835,100.877,980.1064202,0,"Fished",75.35971589,25,"pare",1367.160491,716,30,716,0,"passive","pare",716,25,5,269,2,72,7.56,210,-171.72,-13.78,-171.7858,-13.8093
"28","V12232","central_iwp","flores","flores_1",28.88005412,208.533,35.68614418,0,"Fished",172.8366949,52,"pare",17477.88118,1372,87,1398,26,"passive","pare",1398,52,31,2602,9,256,71.96153846,1968.5,122.28,-8.34,122.3333,-8.3333
"29","V1271","easter","salaz_y_gomez","salaz_y_gomez_1",22.36693817,23.212,0.002425095,9,"Closed",189.613369,59,"pare",16243.14558,1572,74,1572,0,"passive","pare",30,1,0,3,0,0,1,28,-105.4,-26.5,-105.362,-26.4706
"30","V1272","easter","rapa_nui","rapa_nui_4",22.63233521,17.655,53.25406974,1,"Restricted",24.00467111,92,"pare",988913.8311,2484,66,2484,0,"passive","pare",0,0,0,0,0,0,0,0,-109.4,-27.14,-109.3511,-27.1608
"31","V1272","easter","rapa_nui","rapa_nui_1",22.66947101,22.769,102.6973812,1,"Restricted",61.09723571,92,"pare",988913.8311,2484,66,2484,0,"passive","pare",0,0,0,0,0,0,0,0,-109.4,-27.14,-109.4173,-27.1
"32","V1273","easter","rapa_nui","rapa_nui_2",22.65680124,21.543,7.845622948,1,"Restricted",62.23944474,51,"pare",42080.89895,1376,58,1376,0,"passive","pare",30,1,0,3,0,0,1,28,-109.32,-27.06,-109.2828,-27.0754
"33","V1274","easter","rapa_nui","rapa_nui_3",22.64377003,23.106,2484.81206,1,"Restricted",56.36786252,51,"pare",4409.239161,1414,66,1414,0,"passive","pare",0,0,0,0,0,0,0,0,-109.48,-27.14,-109.4407,-27.1587
"34","V13472","central_iwp","raja_ampat","raja_ampat_9",28.85529236,94.032,3.609582136,10,"Restricted",180.3951412,47,"pare",547911.6167,1248,127,1248,0,"passive","pare",1218,46,29,632,6,158,104.673913,3213.869565,130.84,-2.02,130.7869,-2.0056
"35","V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,164,"pare",21650.32979,5030,111,5060,30,"passive","pare",5034,163,97,8563,30,880,78.72392638,2315.717791,130.6,-1.94,130.5943,-1.9995
"36","V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,164,"pare",21650.32979,5030,111,5060,30,"passive","pare",5034,163,97,8563,30,880,78.72392638,2315.717791,130.6,-1.94,130.5943,-1.9995
"37","V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,164,"pare",21650.32979,5030,111,5060,30,"passive","pare",5034,163,97,8563,30,880,78.72392638,2315.717791,130.6,-1.94,130.5943,-1.9995
"38","V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,164,"pare",21650.32979,5030,111,5060,30,"passive","pare",5034,163,97,8563,30,880,78.72392638,2315.717791,130.6,-1.94,130.5943,-1.9995
"39","V13492","central_iwp","raja_ampat","raja_ampat_8",28.84075238,102.865,6.321245119,6,"Closed",115.099702,69,"pare",35026.01723,1872,164,1898,26,"passive","pare",1898,69,40,482,10,270,86.05797101,2561.565217,130.92,-2.1,130.9127,-2.1554
"40","V13496","central_iwp","raja_ampat","raja_ampat_6",28.76996377,138.501,3.97345994,6,"Closed",124.9156004,77,"pare",26772.83071,2108,109,2108,0,"passive","pare",2082,76,45,413,14,410,78.43421053,2226.263158,130.6,-2.18,130.5616,-2.222
"41","V13529","central_iwp","raja_ampat","raja_ampat_13",29.09358643,247.488,5.034816616,10,"Restricted",588.3195333,85,"pare",136137.0602,2296,89,2324,28,"passive","pare",2324,85,50,1056,16,434,91.21176471,2688.376471,130.52,-0.58,130.5671,-0.5844
"42","V13531","central_iwp","raja_ampat","raja_ampat_16",29.13433666,148.5,5.211632757,10,"Restricted",952.2913082,38,"pare",628050.8907,1044,98,1044,0,"passive","pare",1044,38,26,2526,9,262,41.02631579,1164.315789,130.68,-0.66,130.7139,-0.6996
"43","V13536","central_iwp","raja_ampat","raja_ampat_14",29.00041557,187.262,3.346761432,10,"Restricted",588.0802831,38,"pare",17003.92328,984,40,1012,28,"passive","pare",1012,38,16,2958,0,0,55.60526316,1527,130.28,-0.66,130.2878,-0.5751
"44","V14065","western_indian","mozambique","mozambique_1",25.97892329,111.199,95.9123637,0,"Fished",238.6262525,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0,35.56,-23.94,35.5716,-23.929
"45","V14066","western_indian","mozambique","mozambique_4",25.58197641,53,71.41592245,0,"Fished",736.84401,2,"pare",775.5140524,52,2,52,0,"passive","pare",52,2,0,1,0,0,0,0,35.32,-24.5,35.2891,-24.4679
"46","V14070","western_indian","Bazaruto","Santa Carolina",26.29,98,28,19,"Closed",55.0636799,7,"pare",336.569281,186,8,186,0,"passive","pare",160,6,0,341,2,54,6.333333333,177.3333333,35.32,-21.54,35.3362,-21.6275
"47","V14076","western_indian","Bazaruto","Baluba",26.29,64,36,19,"Closed",120.4016967,4,"pare",11.58853181,106,7,106,0,"passive","pare",106,4,0,433,1,26,9.75,279,35.56,-22.02,35.5268,-22.0433
"48","V14110","western_indian","seychelles","seychelles_5",26.70022396,100.754,1.394087107,1,"Closed",346.0214262,2,"pare",365.9904762,52,6,52,0,"passive","pare",52,2,0,184,0,0,6,156,47.72,-10.1,47.7694,-10.0797
"49","V14115","western_indian","seychelles","seychelles_3",26.84248024,99.292,1.330337611,1,"Closed",247.2018351,5,"pare",10887.21706,130,5,130,0,"passive","pare",130,5,1,525,0,0,9,237.6,46.52,-9.78,46.5329,-9.7336
"50","V14159","western_indian","seychelles","seychelles_2",27.87567296,131,193.9620366,0,"Fished",356.4425464,0,"pare",0,0,46,0,0,"passive","pare",0,0,0,0,0,0,0,0,55.32,-4.66,55.3775,-4.6528
"51","V14354","western_indian","tanzania","tanzania_1",27.53677102,153.786,323.1467077,0,"Fished",82.05010158,9,"pare",24.32340841,208,56,234,26,"passive","pare",234,9,0,6824,0,0,65.11111111,2286.888889,40.2,-10.18,40.1703,-10.2357
"52","V1623","central_iwp","solomon","solomon_15",29.30765815,74.8,1.002338702,21,"Closed",223.0013971,43,"pare",47692.87935,1154,70,1154,0,"passive","pare",1074,40,17,166,0,0,65.7,2103.6,157.4,-7.46,157.4174,-7.4144
"53","V1651","central_iwp","solomon","solomon_6",29.35546484,56,5.888259532,0,"Fished",39.40542105,62,"pare",22965.04655,1656,114,1656,0,"passive","pare",1526,57,31,403,0,0,66.07017544,1864.350877,159.24,-8.26,159.2306,-8.2051
"54","V1653","central_iwp","solomon","solomon_5",29.34720635,64.9,2.497625831,0,"Fished",274.5734278,88,"pare",93922.33951,2408,106,2442,34,"passive","pare",2442,88,43,330,2,54,71.60227273,2106.204545,159.48,-8.42,159.441,-8.3517
"55","V1663","central_iwp","solomon","solomon_1",29.28295663,114.533,5.436542038,0,"Fished",90.60664678,46,"pare",2249.949985,1486,63,1552,66,"passive","pare",1552,46,22,217,0,0,61.13043478,1764.26087,160.12,-9.14,160.1488,-9.0667
"56","V1670","central_iwp","solomon","solomon_37",29.21634929,121.4,5.760687038,0,"Fished",99.99455815,11,"pare",33979.29008,292,121,292,0,"passive","pare",292,11,5,19,1,26,77.90909091,2229.272727,161.16,-9.38,161.2209,-9.4466
"57","V1675","central_iwp","solomon","solomon_30",29.16495829,111.778,10.4780996,0,"Fished",193.4754165,14,"pare",7331.748192,390,73,390,0,"passive","pare",390,14,5,109,0,0,39.5,1074.571429,160.92,-9.78,160.8836,-9.8262
"58","V1729","central_iwp","solomon","solomon_42",29.25464887,59.4,14.62806253,0,"Fished",49.06125629,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0,160.28,-9.3,160.3372,-9.2885
"59","V1735","central_iwp","solomon","solomon_41",29.30085093,109.163,12.24440375,0,"Fished",47.10497694,26,"pare",18953.8816,684,47,684,0,"passive","pare",684,26,13,489,0,0,85.34615385,2465.153846,160.6,-8.82,160.636,-8.8271
"60","V1747","central_iwp","solomon","solomon_17",29.35013076,124.581,20.50000068,0,"Fished",214.771615,43,"pare",55390.41432,1122,106,1150,28,"passive","pare",1120,42,34,216,0,0,73.73809524,2061.952381,156.36,-6.74,156.3959,-6.6937
"61","V1782","central_iwp","solomon","solomon_31",29.09292379,80.3,8.85182226,0,"Fished",146.1456516,14,"pare",143190.478,366,57,366,0,"passive","pare",132,5,5,9,0,0,79,2185.6,161.4,-10.42,161.3583,-10.3518
"62","V1822","central_iwp","solomon","solomon_18",29.38797852,126.156,3.813107818,0,"Fished",100.681213,101,"pare",27124.79203,2776,98,2776,0,"passive","pare",2776,101,40,771,1,26,72.12871287,2166.29703,156.6,-6.58,156.5717,-6.6269
"63","V1823","central_iwp","solomon","solomon_7",29.36747743,75.9,19.26737234,0,"Fished",261.5467082,108,"pare",17288.03878,2952,91,2952,0,"passive","pare",2952,108,49,638,1,26,72.64814815,2153.277778,158.84,-8.02,158.9126,-8.0062
"64","V1864","central_iwp","solomon","solomon_11",29.30259518,120.352,1.39290354,0,"Fished",344.8031119,15,"pare",15551.02686,392,87,392,0,"passive","pare",366,14,10,118,0,0,99.35714286,3230.142857,158.12,-7.3,158.0932,-7.3743
"65","V1875","central_iwp","solomon","solomon_12",29.2849747,132.91,12.81812821,24,"Closed",334.787737,76,"pare",16533.99573,2148,86,2148,0,"passive","pare",2122,75,30,394,0,0,83.32,2558.506667,157.96,-7.46,158.0456,-7.4678
"66","V1880","central_iwp","solomon","solomon_10",29.31478029,133.432,4.580460162,12,"Fished",50.45989006,71,"pare",421199.9172,1890,92,1918,28,"passive","pare",1840,68,36,263,1,26,88.26470588,2766.147059,158.28,-7.38,158.226,-7.4068
"67","V190","central_iwp","aceh","aceh_2",28.93665872,155.157,450.3657373,0,"Fished",86.56011682,65,"pare",3071.847606,5470,52,5728,258,"passive","pare",5728,65,49,29887,0,0,38.75384615,1582.553846,95.16,5.58,95.1565,5.6286
"68","V1901","central_iwp","solomon","solomon_8",29.36426549,88.884,1.644818785,0,"Fished",64.80812435,64,"pare",146588.5633,1762,118,1806,44,"passive","pare",1806,64,35,477,1,28,83.15625,2685.8125,158.68,-7.86,158.722,-7.8465
"69","V1917","central_iwp","solomon","solomon_21",29.36725016,171.429,4.114091201,21,"Closed",529.2527502,170,"pare",5435.837991,7496,71,7582,86,"passive","pare",7414,164,64,1093,3,132,52.09146341,1608.146341,156.76,-8.1,156.7709,-8.0173
"70","V1919","central_iwp","solomon","solomon_3",29.32487338,80.888,3.753540451,0,"Fished",59.0050427,161,"pare",4106.473832,6056,79,6100,44,"passive","pare",6100,161,72,832,2,112,61.80124224,1881.850932,159.64,-8.1,159.6348,-8.1455
"71","V1929","central_iwp","solomon","solomon_25",29.34697635,71.6,35.56657712,0,"Fished",145.7012041,72,"pare",3332.816714,2166,54,2198,32,"passive","pare",2012,66,25,324,0,0,65.10606061,2002.484848,158.04,-8.42,157.9521,-8.426
"72","V193","central_iwp","aceh","aceh_5",28.9640574,106.6,379.9162581,0,"Fished",126.9153394,25,"pare",209649.8648,676,76,706,30,"passive","pare",706,25,17,1690,1,30,29.48,1341.84,95.32,5.74,95.3417,5.7889
"73","V1938","central_iwp","solomon","solomon_39",29.24609738,110.508,72.61468967,0,"Fished",116.2858683,65,"pare",18012.90864,2034,41,2100,66,"passive","pare",1914,59,22,369,2,88,61.72881356,1907.118644,161.08,-8.74,161.0117,-8.7613
"74","V194","central_iwp","aceh","aceh_1",28.91175731,138.258,131.2382199,36,"Closed",453.732283,27,"pare",494395.3928,750,81,784,34,"passive","pare",784,27,17,2823,0,0,36.96296296,1709.333333,95.24,5.82,95.26,5.8791
"75","V2718","offshore_tep","galapagos","galapagos_6",24.29601533,35.495,0.268098073,21,"Restricted",183.7046932,0,"pare",0,0,1,0,0,"passive","pare",0,0,0,0,0,0,0,0,-90.52,-0.26,-90.5679,-0.2603
"76","V2720","offshore_tep","galapagos","galapagos_7",23.75558272,49.897,0.251718396,21,"Restricted",552.266912,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0,-90.36,-1.22,-90.4003,-1.2359
"77","V2725","offshore_tep","galapagos","galapagos_8",23.73613035,36.55,0.196488391,21,"Restricted",203.1917289,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0,-90.52,-1.3,-90.4803,-1.25
"78","V2729","offshore_tep","galapagos","galapagos_9",23.90043212,47.673,0.548783763,21,"Restricted",303.9409176,3,"pare",50.17063492,78,15,78,0,"passive","pare",0,0,0,0,0,0,0,0,-89.64,-1.3,-89.645,-1.3541
"79","V2732","offshore_tep","galapagos","galapagos_10",25.48904106,34.561,0.014319231,21,"Restricted",258.5368862,6,"pare",23.45245033,158,7,158,0,"passive","pare",0,0,0,0,0,0,0,0,-91.8,1.42,-91.8156,1.3832
"80","V2733","offshore_tep","galapagos","galapagos_11",25.83872891,43.089,0.011239473,21,"Restricted",381.9061842,16,"pare",138.5768522,414,10,440,26,"passive","pare",52,2,0,0,0,0,11,286,-92.04,1.66,-91.998,1.6773
"81","V2734","offshore_tep","galapagos","galapagos_5",23.77992005,31.315,0.040760519,21,"Restricted",159.5632964,9,"pare",24.5,242,1,242,0,"passive","pare",26,1,0,0,0,0,16,414,-91.56,-0.02,-91.5431,-0.0473
"82","V2735","eastern_atlantic","stome","stome_3",27.20654923,31.763,50.98759892,0,"Fished",55.67507126,10,"pare",55.31073094,264,10,264,0,"passive","pare",0,0,0,0,0,0,0,0,6.52,-0.02,6.5247,7e-04
"83","V2738","hawaiian","hawaii","hawaii_6",25.02577162,60.884,18.57116427,0,"Fished",68.25257835,18,"pare",487.6109862,454,3,480,26,"passive","pare",396,15,0,383,13,344,15.86666667,426.6666667,-156.92,20.7,-156.9341,20.7346
"84","V2877","hawaiian","hawaii","hawaii_12",24.9570668,67,8140.402653,0,"Fished",84.16284667,2,"pare",12.75326797,54,22,54,0,"passive","pare",54,2,0,1161,0,0,1,0,-157.8,21.26,-157.8484,21.2775
"85","V2887","hawaiian","hawaii","hawaii_7",24.69258706,72.195,1355.044583,0,"Fished",68.83592228,0,"pare",0,0,11,0,0,"passive","pare",0,0,0,0,0,0,0,0,-156.76,21.02,-156.6668,20.9998
"86","V2895","hawaiian","hawaii","hawaii_11",24.7334496,65.655,557.5603609,36,"Restricted",88.68727268,6,"pare",0,158,0,158,0,"passive","pare",0,0,0,0,0,0,0,0,-158.12,21.66,-158.0658,21.648
"87","V2909","central_iwp","christmas_island","christmas_island_2",27.73467077,165.661,10.22965783,39,"Restricted",298.9445391,22,"pare",11570.32777,598,23,598,0,"passive","pare",598,22,13,7883,3,86,69.72727273,2306.727273,105.56,-10.42,105.5969,-10.4617
"88","V2985","sw_pacific","lord_howe_island","lord_howe_island_2",21.30228868,65.364,0.010341511,20,"Closed",493.6841296,4,"pare",48.33890949,104,3,104,0,"passive","pare",104,4,0,7,4,104,122,3388,159.24,-31.78,159.2528,-31.7634
"89","V2986","sw_pacific","norfolk_island","norfolk_island_2",21.39241737,24.727,2.400597482,7,"Restricted",64.85770094,7,"pare",253.6449488,184,3,184,0,"passive","pare",158,6,1,9,4,106,92.16666667,2580.333333,167.96,-28.98,167.9238,-29.0018
"90","V2987","sw_pacific","elizabeth_and_middleton_reefs","elizabeth_and_middleton_reefs_1",22.09420541,118.391,0.000199943,7,"Closed",324.4118249,6,"pare",10.24210162,156,2,156,0,"passive","pare",130,5,1,14,2,52,155.2,4343.2,159.16,-29.46,159.0867,-29.444
"91","V2988","sw_pacific","elizabeth_and_middleton_reefs","elizabeth_and_middleton_reefs_2",22.00430401,124.246,0.000333726,7,"Closed",334.29606,0,"pare",0,0,16,0,0,"passive","pare",0,0,0,0,0,0,0,0,159,-29.94,159.0675,-29.9327
"92","V2989","sw_pacific","lord_howe_island","lord_howe_island_1",21.3805198,99.387,0.087158128,20,"Closed",191.0996738,1,"pare",20.64835165,26,4,26,0,"passive","pare",26,1,1,0,0,0,6,158,159,-31.54,159.06,-31.5321
"93","V2995","polynesian","marquesas_islands","marquesas_islands_2",27.78124254,51.667,0.356121627,0,"Fished",641.3419127,2,"pare",571.5637706,54,4,54,0,"passive","pare",54,2,1,4,0,0,8,219,-140.12,-9.38,-140.1293,-9.4013
"94","V3226","central_pacific","ailuk_atoll","ailuk_atoll_3",27.9030443,154.713,0.916308183,9,"Closed",451.9924885,0,"pare",0,0,0,0,0,"passive","pare",0,0,0,0,0,0,0,0,169.88,10.46,169.9125,10.387
"95","V3392","sw_pacific","queensland_(other)","queensland_(other)_9",27.74529785,38.5,0.651674955,7,"Closed",562.2602086,222,"pare",5193.435333,6786,51,6786,0,"passive","pare",5480,174,55,191,127,4008,69.75287356,1955.287356,141.24,-10.5,141.228,-10.5005
"96","V3439","sw_pacific","queensland_(other)","queensland_(other)_15",27.35516915,76.333,1.284305843,0,"Fished",643.8923576,312,"pare",6867.141792,8934,164,8934,0,"passive","pare",8934,312,51,564,299,8568,165.9134615,4759.262821,143.56,-9.86,143.5945,-9.8557
"97","V3448","sw_pacific","central_gbr","central_gbr_26",26.51169711,151.963,13.60789281,15,"Closed",434.2453149,61,"pare",922.6708279,1690,62,1690,0,"passive","pare",1300,47,22,53,45,1248,54.34042553,1506.680851,145.64,-16.42,145.5731,-16.3883
"98","V3648","sw_pacific","northern_gbr","northern_gbr_8",26.87207771,122.004,0.168680305,15,"Closed",660.6724257,38,"pare",9307.729385,1002,94,1002,0,"passive","pare",872,33,16,29,26,688,106.6363636,3272.545455,143.4,-12.34,143.4054,-12.2842
"99","V3681","sw_pacific","northern_gbr","northern_gbr_13",26.83581813,160.333,0.280553342,15,"Restricted",659.6762411,40,"pare",11980.05223,1092,81,1092,0,"passive","pare",498,18,13,0,16,444,62.66666667,2377.444444,143.8,-12.34,143.7636,-12.3831
"100","V3707","sw_pacific","northern_gbr","northern_gbr_12",26.81103994,80.5,0.202880157,15,"Restricted",262.7460206,79,"pare",22702.41675,2170,89,2170,0,"passive","pare",1172,42,31,4,40,1118,40.4047619,1386.714286,143.56,-12.58,143.5831,-12.6264
"101","V3771","sw_pacific","northern_gbr","northern_gbr_2",26.94042107,88.219,0.553697966,15,"Restricted",407.6343242,136,"pare",34465.79176,3788,94,3788,0,"passive","pare",3212,115,56,82,108,3004,87.92173913,2523.86087,143.8,-14.02,143.8372,-13.9599
"102","V3773","sw_pacific","northern_gbr","northern_gbr_6",26.711259,186.31,0.511824979,15,"Restricted",783.3204859,383,"pare",262525.5058,10782,85,10782,0,"passive","pare",10782,383,102,715,373,10492,201.1775457,5861.227154,144.44,-13.94,144.5006,-13.9771
"103","V3773","sw_pacific","northern_gbr","northern_gbr_7",26.74504322,184,0.521713361,15,"Restricted",462.3644274,383,"pare",262525.5058,10782,85,10782,0,"passive","pare",10782,383,102,715,373,10492,201.1775457,5861.227154,144.44,-13.94,144.3818,-13.9587
"104","V3831","sw_pacific","northern_gbr","northern_gbr_1",26.66396436,185.384,0.66171948,19,"Restricted",384.2680544,48,"pare",13397.78245,1340,126,1340,0,"passive","pare",1182,42,31,1,40,1130,47.23809524,1846.619048,145.48,-14.74,145.4528,-14.6691
"105","V3922","sw_pacific","central_gbr","central_gbr_27",26.54714343,122,4.321748627,15,"Restricted",213.4556524,212,"pare",17685.65698,5972,50,5972,0,"passive","pare",4670,164,49,189,75,2096,79.92682927,2246.158537,145.8,-16.26,145.785,-16.2122
"106","V3928","sw_pacific","central_gbr","central_gbr_7",26.61292931,138.982,2.628967975,15,"Closed",146.3016712,174,"pare",281095.7925,4880,44,4880,0,"passive","pare",3068,109,44,83,64,1716,108.3486239,3100.110092,145.8,-16.02,145.8175,-15.9682
"107","V3971","sw_pacific","queensland_(other)","queensland_(other)_19",27.31858919,132.667,0.847466041,0,"Fished",815.8474078,16,"pare",275.8273188,420,52,420,0,"passive","pare",104,4,1,10,1,26,122.5,3534,143.08,-10.58,143.0928,-10.5209
"108","V3976","sw_pacific","northern_coral_sea","northern_coral_sea_4",27.15282523,167.119,0.994734012,7,"Restricted",811.7306375,17,"pare",3939.995973,446,72,446,0,"passive","pare",156,6,2,8,6,156,84.83333333,2385,144.52,-10.42,144.5305,-10.3577
"109","V3979","sw_pacific","northern_coral_sea","northern_coral_sea_10",27.14684497,186.911,1.037367592,7,"Restricted",946.8460724,71,"pare",16864.63083,1900,95,1900,0,"passive","pare",1250,47,10,54,21,554,96.14893617,2719.531915,144.44,-10.18,144.4123,-10.2241
"110","V3979","sw_pacific","northern_coral_sea","northern_coral_sea_7",27.17619328,156.267,1.163168594,7,"Restricted",624.3607264,71,"pare",16864.63083,1900,95,1900,0,"passive","pare",1250,47,10,54,21,554,96.14893617,2719.531915,144.44,-10.18,144.4492,-10.1294
