"","From","To","Prob"
"921691","V3843","V3773",106
"921692","V3844","V3773",76
"921695","V3847","V3773",34
"921696","V3848","V3773",50
"921697","V3849","V3773",10
"921698","V3850","V3773",4
"921715","V3867","V3773",36
"921722","V3874","V3773",12
"921723","V3875","V3773",98
"921724","V3876","V3773",6
"936362","V3710","V3831",6
"936367","V3715","V3831",8
"936383","V3731","V3831",4
"936413","V3761","V3831",12
"936415","V3763","V3831",4
"936416","V3764","V3831",16
"936419","V3767","V3831",10
"936421","V3769","V3831",16
"936422","V3770","V3831",6
"936423","V3771","V3831",4
"936431","V3779","V3831",4
"936437","V3785","V3831",14
"936441","V3789","V3831",2
"936445","V3793","V3831",52
"936446","V3794","V3831",28
"936447","V3795","V3831",2
"936452","V3800","V3831",24
"936458","V3806","V3831",2
"936459","V3807","V3831",48
"936463","V3811","V3831",18
"936470","V3818","V3831",10
"936471","V3819","V3831",4
"936472","V3820","V3831",2
"936473","V3821","V3831",2
"936492","V3840","V3831",12
"936494","V3842","V3831",4
"942103","V9451","V3831",4
"942120","V9468","V3831",2
"942144","V9492","V3831",2
"942150","V9498","V3831",6
"942253","V9601","V3831",2
"942255","V9603","V3831",8
"942256","V9604","V3831",16
"942257","V9605","V3831",10
"942258","V9606","V3831",10
"942260","V9608","V3831",6
"942262","V9610","V3831",14
"942263","V9611","V3831",10
"942264","V9612","V3831",20
"942265","V9613","V3831",58
"942268","V9616","V3831",12
"942271","V9619","V3831",2
"942272","V9620","V3831",42
"942273","V9621","V3831",72
"942280","V9628","V3831",4
"942281","V9629","V3831",8
"942282","V9630","V3831",2
"942283","V9631","V3831",6
"942285","V9633","V3831",6
"942286","V9634","V3831",2
"950832","V3376","V3922",140
"950833","V3377","V3922",28
"950848","V3392","V3922",46
"950849","V3393","V3922",178
"950850","V3394","V3922",266
"950875","V3419","V3922",6
"950908","V3452","V3922",2
"950911","V3455","V3922",26
"950912","V3456","V3922",42
"950915","V3459","V3922",6
"950917","V3461","V3922",46
"950918","V3462","V3922",88
"950925","V3469","V3922",148
"950926","V3470","V3922",2
"950928","V3472","V3922",4
"950945","V3489","V3922",120
"950947","V3491","V3922",146
"950949","V3493","V3922",6
"950984","V3528","V3922",108
"951013","V3557","V3922",42
"951015","V3559","V3922",92
"951017","V3561","V3922",68
"951021","V3565","V3922",30
"951022","V3566","V3922",100
"951024","V3568","V3922",96
"951025","V3569","V3922",4
"951059","V3603","V3922",20
"951371","V3915","V3922",276
"951372","V3916","V3922",176
"951373","V3917","V3922",188
"951374","V3918","V3922",234
"951375","V3919","V3922",40
"951376","V3920","V3922",38
"951377","V3921","V3922",122
"951378","V3922","V3922",8
"951380","V3924","V3922",102
"951382","V3926","V3922",10
"951384","V3928","V3922",138
"951385","V3929","V3922",4
"951386","V3930","V3922",12
"951388","V3932","V3922",90
"951389","V3933","V3922",138
"951390","V3934","V3922",8
"951391","V3935","V3922",6
"951394","V3938","V3922",74
"951395","V3939","V3922",2
"951396","V3940","V3922",32
"951397","V3941","V3922",250
"951399","V3943","V3922",2
"951400","V3944","V3922",96
"951401","V3945","V3922",18
"951406","V3950","V3922",10
"951413","V3957","V3922",2
"951437","V3981","V3922",102
"951448","V3992","V3922",144
"951449","V3993","V3922",138
"951450","V3994","V3922",12
"951451","V3995","V3922",8
"951452","V3996","V3922",56
"951453","V3997","V3922",160
"951457","V4001","V3922",32
"951459","V4003","V3922",38
"951460","V4004","V3922",4
"951462","V4006","V3922",8
"951463","V4007","V3922",10
"951464","V4008","V3922",6
"951465","V4009","V3922",124
"951466","V4010","V3922",64
"951467","V4011","V3922",14
"951468","V4012","V3922",8
"951470","V4014","V3922",4
"951474","V4018","V3922",12
"951475","V4019","V3922",2
"951478","V4022","V3922",2
"951481","V4025","V3922",8
"951482","V4026","V3922",30
"951483","V4027","V3922",2
"951484","V4028","V3922",98
"951486","V4030","V3922",60
"951488","V4032","V3922",2
"951495","V4039","V3922",2
"951516","V4060","V3922",2
"951517","V4061","V3922",18
"951519","V4063","V3922",4
"951522","V4066","V3922",2
"953291","V5835","V3922",74
"953292","V5836","V3922",38
"953293","V5837","V3922",18
"964861","V2601","V3928",4
"964874","V2614","V3928",2
"964881","V2621","V3928",2
"964882","V2622","V3928",2
"964887","V2627","V3928",2
"964889","V2629","V3928",2
"964893","V2633","V3928",4
"964894","V2634","V3928",8
"964895","V2635","V3928",8
"964897","V2637","V3928",4
"964900","V2640","V3928",8
"964902","V2642","V3928",4
"964903","V2643","V3928",14
"964915","V2655","V3928",4
"964925","V2665","V3928",4
"964932","V2672","V3928",2
"964940","V2680","V3928",2
"964949","V2689","V3928",2
"964958","V2698","V3928",6
"964961","V2701","V3928",2
"964962","V2702","V3928",2
"965636","V3376","V3928",62
"965637","V3377","V3928",2
"965651","V3391","V3928",8
"965653","V3393","V3928",36
"965654","V3394","V3928",8
"965661","V3401","V3928",44
"965662","V3402","V3928",10
"965672","V3412","V3928",4
"965673","V3413","V3928",6
"965674","V3414","V3928",8
"965675","V3415","V3928",20
"965677","V3417","V3928",4
"965678","V3418","V3928",6
"965709","V3449","V3928",2
"965712","V3452","V3928",2
"965715","V3455","V3928",6
"965719","V3459","V3928",8
"965721","V3461","V3928",2
"965729","V3469","V3928",10
"965736","V3476","V3928",12
"965748","V3488","V3928",4
"965749","V3489","V3928",2
"965752","V3492","V3928",2
"965755","V3495","V3928",2
"965756","V3496","V3928",2
"965758","V3498","V3928",14
"965788","V3528","V3928",6
"965790","V3530","V3928",14
"965792","V3532","V3928",20
"965796","V3536","V3928",48
"965797","V3537","V3928",4
"965807","V3547","V3928",12
"965808","V3548","V3928",24
"965809","V3549","V3928",8
"965810","V3550","V3928",10
"965817","V3557","V3928",4
"965819","V3559","V3928",4
"965820","V3560","V3928",12
"965821","V3561","V3928",32
"965822","V3562","V3928",4
"965823","V3563","V3928",18
"965824","V3564","V3928",10
"965825","V3565","V3928",92
"965826","V3566","V3928",34
"965827","V3567","V3928",4
"965828","V3568","V3928",76
"965829","V3569","V3928",16
"965835","V3575","V3928",16
"965858","V3598","V3928",2
"965862","V3602","V3928",74
"965863","V3603","V3928",50
"965864","V3604","V3928",62
"966175","V3915","V3928",40
"966176","V3916","V3928",4
"966177","V3917","V3928",4
"966178","V3918","V3928",70
"966180","V3920","V3928",16
"966182","V3922","V3928",10
"966184","V3924","V3928",12
"966188","V3928","V3928",154
"966189","V3929","V3928",8
"966190","V3930","V3928",4
"966193","V3933","V3928",52
"966198","V3938","V3928",16
"966202","V3942","V3928",18
"966203","V3943","V3928",34
"966206","V3946","V3928",2
"966211","V3951","V3928",10
"966228","V3968","V3928",2
"966230","V3970","V3928",6
"966231","V3971","V3928",10
"966232","V3972","V3928",2
"966240","V3980","V3928",44
"966241","V3981","V3928",8
"966244","V3984","V3928",16
"966248","V3988","V3928",2
"966249","V3989","V3928",8
"966250","V3990","V3928",8
"966251","V3991","V3928",8
"966253","V3993","V3928",2
"966255","V3995","V3928",4
"966256","V3996","V3928",40
"966261","V4001","V3928",2
"966262","V4002","V3928",8
"966263","V4003","V3928",76
"966265","V4005","V3928",36
"966266","V4006","V3928",50
"966267","V4007","V3928",88
"966268","V4008","V3928",64
"966269","V4009","V3928",38
"966270","V4010","V3928",4
"966271","V4011","V3928",2
"966272","V4012","V3928",42
"966274","V4014","V3928",56
"966276","V4016","V3928",10
"966277","V4017","V3928",4
"966278","V4018","V3928",6
"966281","V4021","V3928",2
"966282","V4022","V3928",4
"966284","V4024","V3928",66
"966285","V4025","V3928",12
"966286","V4026","V3928",54
"966287","V4027","V3928",18
"966289","V4029","V3928",2
"966290","V4030","V3928",92
"966295","V4035","V3928",40
"966296","V4036","V3928",2
"966297","V4037","V3928",6
"966300","V4040","V3928",4
"966301","V4041","V3928",18
"966302","V4042","V3928",26
"966303","V4043","V3928",30
"966314","V4054","V3928",4
"966315","V4055","V3928",16
"966318","V4058","V3928",4
"966319","V4059","V3928",42
"968097","V5837","V3928",56
"968098","V5838","V3928",2
"980984","V3920","V3971",2
"980985","V3921","V3971",2
"981010","V3946","V3971",50
"981027","V3963","V3971",84
"981030","V3966","V3971",44
"981032","V3968","V3971",6
"981033","V3969","V3971",22
"981037","V3973","V3971",66
"981039","V3975","V3971",2
"981040","V3976","V3971",18
"981041","V3977","V3971",6
"981042","V3978","V3971",2
"981043","V3979","V3971",26
"981045","V3981","V3971",50
"981051","V3987","V3971",8
"981053","V3989","V3971",44
"981086","V4022","V3971",4
"981095","V4031","V3971",114
"981113","V4049","V3971",16
"981116","V4052","V3971",10
"981132","V4068","V3971",10
"981133","V4069","V3971",2
"981134","V4070","V3971",64
"982883","V5819","V3971",42
"982886","V5822","V3971",12
"982891","V5827","V3971",2
"982892","V5828","V3971",26
"982907","V5843","V3971",2
"982912","V5848","V3971",2
"994481","V2613","V3976",2
"994533","V2665","V3976",2
"994562","V2694","V3976",4
"995249","V3381","V3976",24
"995786","V3918","V3976",2
"995788","V3920","V3976",10
"995814","V3946","V3976",16
"995832","V3964","V3976",12
"995833","V3965","V3976",8
"995835","V3967","V3976",8
"995838","V3970","V3976",48
"995841","V3973","V3976",24
"995842","V3974","V3976",2
"995843","V3975","V3976",2
"995844","V3976","V3976",8
"995845","V3977","V3976",176
"995847","V3979","V3976",24
"995849","V3981","V3976",14
"995852","V3984","V3976",54
"995854","V3986","V3976",82
"995855","V3987","V3976",24
"995856","V3988","V3976",32
"995863","V3995","V3976",2
"995886","V4018","V3976",2
"995918","V4050","V3976",76
"995922","V4054","V3976",12
"995923","V4055","V3976",8
"995936","V4068","V3976",106
"995937","V4069","V3976",18
"995938","V4070","V3976",2
"997685","V5817","V3976",2
"997686","V5818","V3976",166
"997689","V5821","V3976",2
"997691","V5823","V3976",4
"997692","V5824","V3976",28
"997694","V5826","V3976",128
"997695","V5827","V3976",96
"997697","V5829","V3976",52
"997703","V5835","V3976",18
"997704","V5836","V3976",12
"997712","V5844","V3976",6
"997715","V5847","V3976",10
"997716","V5848","V3976",2
"997721","V5853","V3976",142
"997722","V5854","V3976",36
"997723","V5855","V3976",38
"997725","V5857","V3976",46
"1009285","V2613","V3979",2
"1009299","V2627","V3979",2
"1009338","V2666","V3979",10
"1009339","V2667","V3979",34
"1009341","V2669","V3979",8
"1009346","V2674","V3979",18
"1009348","V2676","V3979",2
"1009366","V2694","V3979",12
"1010053","V3381","V3979",2
"1010057","V3385","V3979",8
"1010058","V3386","V3979",62
"1010587","V3915","V3979",2
"1010589","V3917","V3979",2
"1010590","V3918","V3979",2
"1010594","V3922","V3979",4
"1010636","V3964","V3979",6
"1010642","V3970","V3979",4
"1010645","V3973","V3979",8
"1010646","V3974","V3979",26
"1010647","V3975","V3979",2
"1010648","V3976","V3979",4
"1010649","V3977","V3979",6
"1010650","V3978","V3979",8
"1010651","V3979","V3979",30
"1010654","V3982","V3979",16
"1010656","V3984","V3979",114
"1010658","V3986","V3979",86
"1010659","V3987","V3979",16
"1010660","V3988","V3979",166
"1010661","V3989","V3979",12
"1010667","V3995","V3979",2
"1010669","V3997","V3979",2
"1010678","V4006","V3979",26
"1010680","V4008","V3979",2
"1010681","V4009","V3979",8
"1010688","V4016","V3979",4
"1010689","V4017","V3979",34
"1010692","V4020","V3979",2
"1010695","V4023","V3979",16
"1010697","V4025","V3979",14
"1010699","V4027","V3979",6
"1010704","V4032","V3979",6
"1010710","V4038","V3979",6
"1010711","V4039","V3979",56
"1010719","V4047","V3979",4
"1010722","V4050","V3979",6
"1010727","V4055","V3979",14
"1010740","V4068","V3979",18
"1010741","V4069","V3979",48
"1010742","V4070","V3979",110
"1012490","V5818","V3979",40
"1012495","V5823","V3979",14
"1012498","V5826","V3979",76
"1012502","V5830","V3979",14
"1012507","V5835","V3979",78
"1012511","V5839","V3979",16
"1012512","V5840","V3979",2
"1012513","V5841","V3979",86
"1012515","V5843","V3979",154
"1012516","V5844","V3979",28
"1012519","V5847","V3979",46
"1012520","V5848","V3979",6
"1012524","V5852","V3979",4
"1012525","V5853","V3979",112
"1012526","V5854","V3979",26
"1012528","V5856","V3979",66
"1012529","V5857","V3979",4
"1012531","V5859","V3979",4
"1012532","V5860","V3979",2
"1024852","V3376","V3980",12
"1024859","V3383","V3980",20
"1024862","V3386","V3980",58
"1024863","V3387","V3980",80
"1024865","V3389","V3980",74
"1024868","V3392","V3980",74
"1024870","V3394","V3980",28
"1024872","V3396","V3980",58
"1024873","V3397","V3980",84
"1024874","V3398","V3980",128
"1024876","V3400","V3980",96
"1024924","V3448","V3980",2
"1024970","V3494","V3980",4
"1025391","V3915","V3980",58
"1025392","V3916","V3980",102
"1025393","V3917","V3980",78
"1025394","V3918","V3980",16
"1025395","V3919","V3980",118
"1025398","V3922","V3980",4
"1025403","V3927","V3980",38
"1025409","V3933","V3980",100
"1025410","V3934","V3980",120
"1025413","V3937","V3980",148
"1025414","V3938","V3980",36
"1025418","V3942","V3980",14
"1025419","V3943","V3980",32
"1025420","V3944","V3980",2
"1025429","V3953","V3980",52
"1025430","V3954","V3980",8
"1025431","V3955","V3980",48
"1025434","V3958","V3980",44
"1025435","V3959","V3980",2
"1025443","V3967","V3980",2
"1025451","V3975","V3980",50
"1025456","V3980","V3980",2
"1025458","V3982","V3980",170
"1025461","V3985","V3980",36
"1025462","V3986","V3980",180
"1025468","V3992","V3980",32
"1025469","V3993","V3980",14
"1025470","V3994","V3980",110
"1025474","V3998","V3980",4
"1025478","V4002","V3980",64
"1025480","V4004","V3980",132
"1025487","V4011","V3980",82
"1025490","V4014","V3980",4
"1025491","V4015","V3980",146
"1025494","V4018","V3980",2
"1025497","V4021","V3980",24
"1025502","V4026","V3980",14
"1025523","V4047","V3980",2
"1025524","V4048","V3980",50
"1025529","V4053","V3980",42
"1025532","V4056","V3980",4
"1025533","V4057","V3980",4
"1025536","V4060","V3980",4
"1025537","V4061","V3980",30
"1025539","V4063","V3980",6
"1025540","V4064","V3980",50
"1025541","V4065","V3980",34
"1025542","V4066","V3980",28
"1027191","V5715","V3980",2
"1027319","V5843","V3980",6
"1038902","V2622","V3981",4
"1038909","V2629","V3981",2
"1038914","V2634","V3981",4
"1038915","V2635","V3981",2
"1038923","V2643","V3981",4
"1038953","V2673","V3981",2
"1039656","V3376","V3981",48
"1039671","V3391","V3981",8
"1039672","V3392","V3981",4
"1039673","V3393","V3981",28
"1039674","V3394","V3981",10
"1039681","V3401","V3981",16
"1039739","V3459","V3981",2
"1039750","V3470","V3981",98
"1039752","V3472","V3981",32
"1039846","V3566","V3981",4
"1040195","V3915","V3981",42
"1040197","V3917","V3981",104
"1040198","V3918","V3981",2
"1040200","V3920","V3981",26
"1040201","V3921","V3981",2
"1040202","V3922","V3981",238
"1040206","V3926","V3981",130
"1040208","V3928","V3981",2
"1040210","V3930","V3981",2
"1040211","V3931","V3981",2
"1040212","V3932","V3981",94
"1040215","V3935","V3981",54
"1040216","V3936","V3981",128
"1040219","V3939","V3981",124
"1040226","V3946","V3981",6
"1040227","V3947","V3981",108
"1040230","V3950","V3981",138
"1040260","V3980","V3981",108
"1040261","V3981","V3981",6
"1040264","V3984","V3981",56
"1040269","V3989","V3981",70
"1040270","V3990","V3981",38
"1040271","V3991","V3981",26
"1040272","V3992","V3981",8
"1040273","V3993","V3981",166
"1040275","V3995","V3981",88
"1040276","V3996","V3981",98
"1040277","V3997","V3981",12
"1040280","V4000","V3981",2
"1040281","V4001","V3981",18
"1040282","V4002","V3981",12
"1040283","V4003","V3981",22
"1040284","V4004","V3981",18
"1040285","V4005","V3981",60
"1040286","V4006","V3981",78
"1040287","V4007","V3981",2
"1040288","V4008","V3981",20
"1040289","V4009","V3981",18
"1040290","V4010","V3981",58
"1040291","V4011","V3981",2
"1040292","V4012","V3981",138
"1040294","V4014","V3981",84
"1040295","V4015","V3981",42
"1040297","V4017","V3981",8
"1040298","V4018","V3981",86
"1040299","V4019","V3981",12
"1040300","V4020","V3981",92
"1040301","V4021","V3981",86
"1040302","V4022","V3981",4
"1040304","V4024","V3981",38
"1040305","V4025","V3981",136
"1040306","V4026","V3981",148
"1040307","V4027","V3981",38
"1040309","V4029","V3981",122
"1040310","V4030","V3981",32
"1040312","V4032","V3981",16
"1040314","V4034","V3981",10
"1040315","V4035","V3981",184
"1040316","V4036","V3981",16
"1040317","V4037","V3981",36
"1040319","V4039","V3981",6
"1040320","V4040","V3981",62
"1040322","V4042","V3981",2
"1040323","V4043","V3981",18
"1040325","V4045","V3981",4
"1040326","V4046","V3981",84
"1040330","V4050","V3981",4
"1040338","V4058","V3981",38
"1040339","V4059","V3981",14
"1040341","V4061","V3981",6
"1040342","V4062","V3981",8
"1040343","V4063","V3981",6
"1040346","V4066","V3981",14
"1054452","V3368","V4043",6
"1054460","V3376","V4043",128
"1054461","V3377","V4043",142
"1054466","V3382","V4043",98
"1054469","V3385","V4043",2
"1054470","V3386","V4043",22
"1054471","V3387","V4043",12
"1054472","V3388","V4043",86
"1054473","V3389","V4043",66
"1054476","V3392","V4043",22
"1054477","V3393","V4043",398
"1054478","V3394","V4043",408
"1054480","V3396","V4043",58
"1054481","V3397","V4043",32
"1054482","V3398","V4043",264
"1054483","V3399","V4043",130
"1054999","V3915","V4043",4
"1055000","V3916","V4043",10
"1055001","V3917","V4043",56
"1055002","V3918","V4043",74
"1055003","V3919","V4043",6
"1055006","V3922","V4043",20
"1055011","V3927","V4043",18
"1055017","V3933","V4043",10
"1055018","V3934","V4043",6
"1055026","V3942","V4043",2
"1055027","V3943","V4043",46
"1055028","V3944","V4043",4
"1055051","V3967","V4043",94
"1055059","V3975","V4043",50
"1055064","V3980","V4043",206
"1055069","V3985","V4043",54
"1055076","V3992","V4043",192
"1055077","V3993","V4043",90
"1055078","V3994","V4043",18
"1055079","V3995","V4043",66
"1055081","V3997","V4043",146
"1055085","V4001","V4043",228
"1055086","V4002","V4043",102
"1055088","V4004","V4043",122
"1055089","V4005","V4043",358
"1055092","V4008","V4043",40
"1055094","V4010","V4043",470
"1055095","V4011","V4043",216
"1055096","V4012","V4043",442
"1055097","V4013","V4043",328
"1055098","V4014","V4043",290
"1055099","V4015","V4043",76
"1055105","V4021","V4043",28
"1055118","V4034","V4043",12
"1055121","V4037","V4043",22
"1055126","V4042","V4043",4
"1055131","V4047","V4043",4
"1055132","V4048","V4043",292
"1055137","V4053","V4043",238
"1055140","V4056","V4043",150
"1055141","V4057","V4043",100
"1055142","V4058","V4043",16
"1055144","V4060","V4043",168
"1055145","V4061","V4043",16
"1055146","V4062","V4043",8
"1055147","V4063","V4043",16
"1055148","V4064","V4043",100
"1055149","V4065","V4043",98
"1055150","V4066","V4043",58
"1069272","V3384","V4044",4
"1069273","V3385","V4044",42
"1069276","V3388","V4044",2
"1069278","V3390","V4044",2
"1069279","V3391","V4044",46
"1069282","V3394","V4044",2
"1069287","V3399","V4044",4
"1069289","V3401","V4044",56
"1069290","V3402","V4044",86
"1069318","V3430","V4044",14
"1069855","V3967","V4044",96
"1069856","V3968","V4044",2
"1069863","V3975","V4044",34
"1069868","V3980","V4044",46
"1069870","V3982","V4044",56
"1069871","V3983","V4044",126
"1069873","V3985","V4044",180
"1069878","V3990","V4044",86
"1069890","V4002","V4044",6
"1069891","V4003","V4044",34
"1069892","V4004","V4044",10
"1069893","V4005","V4044",2
"1069903","V4015","V4044",2
"1069916","V4028","V4044",18
"1069917","V4029","V4044",56
"1069919","V4031","V4044",114
"1069921","V4033","V4044",206
"1069923","V4035","V4044",36
"1069924","V4036","V4044",4
"1069931","V4043","V4044",4
"1069933","V4045","V4044",2
"1069935","V4047","V4044",34
"1069937","V4049","V4044",8
"1069946","V4058","V4044",332
"1069947","V4059","V4044",6
"1069948","V4060","V4044",18
"1069949","V4061","V4044",26
"1069950","V4062","V4044",154
"1069951","V4063","V4044",130
"1069954","V4066","V4044",2
"1069956","V4068","V4044",32
"1069958","V4070","V4044",24
"1071707","V5819","V4044",2
"1071708","V5820","V4044",54
"1071709","V5821","V4044",12
"1071710","V5822","V4044",2
"1071716","V5828","V4044",4
"1084073","V3381","V4049",118
"1084076","V3384","V4049",28
"1084082","V3390","V4049",70
"1084083","V3391","V4049",22
"1084091","V3399","V4049",26
"1084093","V3401","V4049",6
"1084094","V3402","V4049",30
"1084645","V3953","V4049",2
"1084655","V3963","V4049",20
"1084658","V3966","V4049",4
"1084659","V3967","V4049",60
"1084660","V3968","V4049",44
"1084666","V3974","V4049",20
"1084669","V3977","V4049",4
"1084675","V3983","V4049",28
"1084678","V3986","V4049",58
"1084682","V3990","V4049",12
"1084683","V3991","V4049",18
"1084688","V3996","V4049",2
"1084711","V4019","V4049",2
"1084712","V4020","V4049",58
"1084713","V4021","V4049",10
"1084716","V4024","V4049",68
"1084719","V4027","V4049",12
"1084720","V4028","V4049",4
"1084721","V4029","V4049",12
"1084722","V4030","V4049",46
"1084727","V4035","V4049",2
"1084732","V4040","V4049",20
"1084738","V4046","V4049",34
"1084741","V4049","V4049",20
"1084742","V4050","V4049",96
"1084746","V4054","V4049",4
"1084750","V4058","V4049",2
"1084751","V4059","V4049",84
"1084754","V4062","V4049",40
"1084759","V4067","V4049",36
"1084762","V4070","V4049",10
"1086507","V5815","V4049",84
"1086508","V5816","V4049",2
"1086511","V5819","V4049",54
"1086512","V5820","V4049",48
"1086513","V5821","V4049",10
"1086514","V5822","V4049",24
"1086517","V5825","V4049",20
"1086520","V5828","V4049",58
"1086547","V5855","V4049",26
"1099570","V4074","V4181",50
"1099655","V4159","V4181",46
"1099656","V4160","V4181",4
"1099662","V4166","V4181",2
"1099663","V4167","V4181",8
"1099665","V4169","V4181",54
"1099666","V4170","V4181",38
"1099668","V4172","V4181",12
"1099673","V4177","V4181",6
"1099674","V4178","V4181",2
"1099675","V4179","V4181",8
"1099676","V4180","V4181",28
"1099680","V4184","V4181",16
"1099682","V4186","V4181",110
"1099684","V4188","V4181",2
"1099685","V4189","V4181",2
"1099686","V4190","V4181",16
"1099692","V4196","V4181",36
"1099693","V4197","V4181",60
"1099703","V4207","V4181",36
"1099704","V4208","V4181",10
"1099706","V4210","V4181",6
"1099709","V4213","V4181",16
"1099710","V4214","V4181",16
"1099712","V4216","V4181",14
"1099713","V4217","V4181",84
"1099714","V4218","V4181",52
"1099715","V4219","V4181",32
"1099716","V4220","V4181",18
"1099720","V4224","V4181",4
"1099724","V4228","V4181",2
"1099734","V4238","V4181",12
"1099735","V4239","V4181",4
"1099748","V4252","V4181",14
"1099749","V4253","V4181",4
"1099750","V4254","V4181",54
"1099753","V4257","V4181",10
"1099755","V4259","V4181",36
"1099757","V4261","V4181",30
"1099758","V4262","V4181",12
"1099768","V4272","V4181",6
"1099770","V4274","V4181",2
"1099771","V4275","V4181",20
"1099777","V4281","V4181",2
"1099779","V4283","V4181",88
"1099785","V4289","V4181",24
"1099787","V4291","V4181",6
"1099819","V4323","V4181",14
"1099820","V4324","V4181",6
"1099831","V4335","V4181",2
"1099844","V4348","V4181",2
"1099856","V4360","V4181",16
"1099857","V4361","V4181",10
"1100224","V4728","V4181",2
"1100377","V4881","V4181",2
"1100380","V4884","V4181",2
"1100381","V4885","V4181",14
"1100382","V4886","V4181",22
"1100385","V4889","V4181",4
"1100408","V4912","V4181",4
"1100411","V4915","V4181",10
"1100412","V4916","V4181",2
"1100416","V4920","V4181",20
"1100422","V4926","V4181",8
"1100423","V4927","V4181",48
"1100424","V4928","V4181",22
"1100430","V4934","V4181",4
"1100432","V4936","V4181",10
"1100449","V4953","V4181",16
"1100450","V4954","V4181",2
"1100451","V4955","V4181",4
"1100452","V4956","V4181",72
"1100453","V4957","V4181",4
"1100455","V4959","V4181",2
"1100466","V4970","V4181",42
"1100467","V4971","V4181",24
"1100468","V4972","V4181",6
"1100469","V4973","V4181",12
"1100470","V4974","V4181",2
"1100471","V4975","V4181",6
"1100474","V4978","V4181",2
"1100476","V4980","V4181",12
"1100478","V4982","V4181",10
"1100483","V4987","V4181",2
"1100484","V4988","V4181",26
"1100488","V4992","V4181",42
"1100490","V4994","V4181",54
"1100491","V4995","V4181",60
"1100492","V4996","V4181",2
"1100500","V5004","V4181",38
"1100503","V5007","V4181",2
"1100504","V5008","V4181",4
"1100507","V5011","V4181",48
"1100508","V5012","V4181",2
"1100511","V5015","V4181",80
"1100513","V5017","V4181",30
"1100515","V5019","V4181",4
"1100516","V5020","V4181",64
"1100520","V5024","V4181",22
"1100528","V5032","V4181",4
"1100529","V5033","V4181",6
"1100530","V5034","V4181",48
"1100531","V5035","V4181",24
"1100533","V5037","V4181",2
"1100538","V5042","V4181",2
"1100545","V5049","V4181",2
"1113739","V3439","V4342",4
"1113742","V3442","V4342",4
"1113743","V3443","V4342",14
"1113746","V3446","V4342",6
"1114053","V3753","V4342",4
"1114054","V3754","V4342",26
"1114062","V3762","V4342",4
"1114069","V3769","V4342",2
"1114070","V3770","V4342",20
"1114075","V3775","V4342",2
"1114077","V3777","V4342",4
"1114079","V3779","V4342",6
"1114082","V3782","V4342",4
"1114083","V3783","V4342",2
"1114086","V3786","V4342",12
"1114089","V3789","V4342",2
"1114096","V3796","V4342",2
"1114097","V3797","V4342",2
"1114100","V3800","V4342",8
"1114102","V3802","V4342",2
"1114105","V3805","V4342",2
"1114109","V3809","V4342",10
"1114110","V3810","V4342",12
"1114111","V3811","V4342",12
"1114113","V3813","V4342",4
"1114114","V3814","V4342",2
"1114115","V3815","V4342",8
"1114120","V3820","V4342",2
"1114121","V3821","V4342",20
"1114123","V3823","V4342",2
"1114124","V3824","V4342",2
"1114129","V3829","V4342",2
"1114130","V3830","V4342",2
"1114132","V3832","V4342",4
"1114133","V3833","V4342",2
"1114139","V3839","V4342",4
"1114159","V3859","V4342",2
"1114163","V3863","V4342",4
"1114166","V3866","V4342",4
"1114169","V3869","V4342",2
"1114183","V3883","V4342",2
"1114192","V3892","V4342",4
"1114193","V3893","V4342",2
"1114194","V3894","V4342",4
"1114195","V3895","V4342",2
"1114199","V3899","V4342",26
"1114203","V3903","V4342",2
"1114205","V3905","V4342",24
"1114206","V3906","V4342",30
"1114212","V3912","V4342",6
"1114248","V3948","V4342",2
"1114249","V3949","V4342",2
"1114385","V4085","V4342",16
"1114390","V4090","V4342",16
"1114391","V4091","V4342",22
"1114395","V4095","V4342",2
"1114397","V4097","V4342",2
"1114452","V4152","V4342",56
"1114595","V4295","V4342",4
"1114621","V4321","V4342",2
"1114639","V4339","V4342",2
"1114640","V4340","V4342",2
"1114642","V4342","V4342",74
"1114643","V4343","V4342",2
"1114646","V4346","V4342",44
"1114651","V4351","V4342",44
"1114654","V4354","V4342",2
"1114655","V4355","V4342",20
"1114656","V4356","V4342",40
"1114657","V4357","V4342",26
"1114658","V4358","V4342",12
"1114659","V4359","V4342",2
"1114668","V4368","V4342",18
"1115181","V4881","V4342",2
"1115185","V4885","V4342",2
"1115186","V4886","V4342",10
"1115187","V4887","V4342",12
"1115188","V4888","V4342",2
"1115189","V4889","V4342",16
"1115199","V4899","V4342",2
"1115215","V4915","V4342",2
"1115216","V4916","V4342",8
"1115218","V4918","V4342",2
"1115220","V4920","V4342",6
"1115222","V4922","V4342",2
"1115223","V4923","V4342",2
"1115226","V4926","V4342",4
"1115227","V4927","V4342",4
"1115230","V4930","V4342",2
"1115299","V4999","V4342",14
"1115309","V5009","V4342",16
"1115316","V5016","V4342",22
"1115317","V5017","V4342",2
"1115318","V5018","V4342",2
"1115319","V5019","V4342",6
"1115320","V5020","V4342",26
"1115321","V5021","V4342",60
"1115322","V5022","V4342",26
"1115323","V5023","V4342",4
"1115324","V5024","V4342",40
"1115325","V5025","V4342",32
"1115330","V5030","V4342",12
"1115335","V5035","V4342",2
"1115336","V5036","V4342",6
"1115339","V5039","V4342",22
"1115340","V5040","V4342",40
"1115341","V5041","V4342",12
