"","From","To","Prob"
"119669","V1237","V1176",3
"119670","V1238","V1176",15
"119671","V1239","V1176",3
"119674","V1242","V1176",6
"134405","V1169","V1177",3
"134407","V1171","V1177",21
"134408","V1172","V1177",6
"134409","V1173","V1177",6
"134411","V1175","V1177",30
"134412","V1176","V1177",3
"134413","V1177","V1177",6
"134414","V1178","V1177",15
"134438","V1202","V1177",12
"134440","V1204","V1177",3
"134441","V1205","V1177",3
"134454","V1218","V1177",3
"134469","V1233","V1177",6
"134471","V1235","V1177",27
"134472","V1236","V1177",18
"134473","V1237","V1177",30
"134474","V1238","V1177",6
"134475","V1239","V1177",9
"149215","V1175","V1182",3
"149216","V1176","V1182",6
"149223","V1183","V1182",3
"149224","V1184","V1182",9
"149248","V1208","V1182",48
"149253","V1213","V1182",3
"149255","V1215","V1182",15
"149258","V1218","V1182",15
"149259","V1219","V1182",30
"149260","V1220","V1182",39
"149261","V1221","V1182",27
"149262","V1222","V1182",51
"149265","V1225","V1182",33
"149266","V1226","V1182",18
"149267","V1227","V1182",30
"149281","V1241","V1182",6
"149282","V1242","V1182",3
"149283","V1243","V1182",30
"149284","V1244","V1182",33
"149286","V1246","V1182",42
"164158","V1314","V1271",9
"164161","V1317","V1271",3
"164163","V1319","V1271",3
"164167","V1323","V1271",6
"164174","V1330","V1271",3
"164213","V1369","V1271",12
"164215","V1371","V1271",12
"164221","V1377","V1271",3
"164227","V1383","V1271",3
"164242","V1398","V1271",3
"164249","V1405","V1271",3
"164260","V1416","V1271",3
"164277","V1433","V1271",6
"164279","V1435","V1271",3
"164289","V1445","V1271",9
"164295","V1451","V1271",3
"164304","V1460","V1271",9
"164307","V1463","V1271",3
"164310","V1466","V1271",3
"164311","V1467","V1271",3
"164315","V1471","V1271",3
"164320","V1476","V1271",3
"164401","V1557","V1271",9
"164404","V1560","V1271",3
"164813","V1969","V1271",3
"172168","V9324","V1271",3
"174922","V12078","V1271",3
"176045","V13201","V1271",3
"176087","V13243","V1271",3
"176098","V13254","V1271",3
"176101","V13257","V1271",3
"176123","V13279","V1271",3
"176129","V13285","V1271",3
"176133","V13289","V1271",6
"176140","V13296","V1271",6
"176141","V13297","V1271",6
"176143","V13299","V1271",6
"176144","V13300","V1271",6
"176149","V13305","V1271",6
"176150","V13306","V1271",3
"176151","V13307","V1271",6
"176152","V13308","V1271",6
"176248","V13404","V1271",3
"178940","V1292","V1272",3
"178957","V1309","V1272",9
"178958","V1310","V1272",9
"178959","V1311","V1272",6
"178965","V1317","V1272",3
"178967","V1319","V1272",24
"178971","V1323","V1272",39
"179017","V1369","V1272",27
"179049","V1401","V1272",12
"179055","V1407","V1272",3
"179059","V1411","V1272",6
"179063","V1415","V1272",3
"179073","V1425","V1272",3
"179078","V1430","V1272",3
"179087","V1439","V1272",3
"179103","V1455","V1272",3
"179115","V1467","V1272",6
"179119","V1471","V1272",3
"179618","V1970","V1272",3
"186972","V9324","V1272",3
"189722","V12074","V1272",6
"189732","V12084","V1272",3
"190857","V13209","V1272",3
"190902","V13254","V1272",3
"190914","V13266","V1272",3
"190915","V13267","V1272",6
"190921","V13273","V1272",3
"190937","V13289","V1272",3
"190940","V13292","V1272",3
"190941","V13293","V1272",3
"190942","V13294","V1272",3
"190945","V13297","V1272",3
"190948","V13300","V1272",3
"190953","V13305","V1272",3
"190954","V13306","V1272",12
"190955","V13307","V1272",3
"190957","V13309","V1272",3
"191052","V13404","V1272",6
"193774","V1322","V1273",3
"193776","V1324","V1273",15
"193821","V1369","V1273",6
"193833","V1381","V1273",3
"193835","V1383","V1273",3
"193841","V1389","V1273",3
"193843","V1391","V1273",3
"193857","V1405","V1273",6
"193868","V1416","V1273",9
"193887","V1435","V1273",3
"193900","V1448","V1273",3
"193919","V1467","V1273",12
"193923","V1471","V1273",3
"194427","V1975","V1273",6
"204537","V12085","V1273",3
"205857","V13405","V1273",6
"208548","V1292","V1274",12
"208570","V1314","V1274",18
"208573","V1317","V1274",6
"208575","V1319","V1274",3
"208578","V1322","V1274",3
"208580","V1324","V1274",21
"208639","V1383","V1274",6
"208640","V1384","V1274",3
"208654","V1398","V1274",3
"208655","V1399","V1274",3
"208666","V1410","V1274",3
"208667","V1411","V1274",3
"208669","V1413","V1274",3
"208670","V1414","V1274",3
"208675","V1419","V1274",3
"208679","V1423","V1274",3
"208691","V1435","V1274",3
"208696","V1440","V1274",3
"208698","V1442","V1274",3
"208701","V1445","V1274",3
"208711","V1455","V1274",3
"208722","V1466","V1274",3
"208723","V1467","V1274",3
"208726","V1470","V1274",6
"208727","V1471","V1274",3
"208823","V1567","V1274",3
"208946","V1690","V1274",3
"219331","V12075","V1274",3
"219333","V12077","V1274",6
"219340","V12084","V1274",3
"219341","V12085","V1274",3
"220562","V13306","V1274",3
"220563","V13307","V1274",3
"223666","V1606","V1623",6
"223671","V1611","V1623",33
"223672","V1612","V1623",30
"223673","V1613","V1623",3
"223677","V1617","V1623",27
"223678","V1618","V1623",30
"223679","V1619","V1623",18
"223680","V1620","V1623",21
"223681","V1621","V1623",18
"223682","V1622","V1623",3
"223683","V1623","V1623",3
"223684","V1624","V1623",15
"223686","V1626","V1623",3
"223687","V1627","V1623",3
"223688","V1628","V1623",3
"223689","V1629","V1623",9
"223693","V1633","V1623",21
"223694","V1634","V1623",18
"223695","V1635","V1623",3
"223696","V1636","V1623",15
"223697","V1637","V1623",6
"223702","V1642","V1623",3
"223704","V1644","V1623",3
"223711","V1651","V1623",9
"223712","V1652","V1623",3
"223713","V1653","V1623",6
"223714","V1654","V1623",15
"223715","V1655","V1623",6
"223716","V1656","V1623",3
"223720","V1660","V1623",3
"223722","V1662","V1623",6
"223723","V1663","V1623",9
"223724","V1664","V1623",6
"223725","V1665","V1623",3
"223728","V1668","V1623",15
"223730","V1670","V1623",9
"223731","V1671","V1623",3
"223732","V1672","V1623",3
"223735","V1675","V1623",6
"223756","V1696","V1623",3
"223758","V1698","V1623",21
"223763","V1703","V1623",6
"223766","V1706","V1623",3
"223767","V1707","V1623",9
"223771","V1711","V1623",3
"223772","V1712","V1623",3
"223777","V1717","V1623",6
"223778","V1718","V1623",3
"223779","V1719","V1623",27
"223780","V1720","V1623",6
"223781","V1721","V1623",3
"223782","V1722","V1623",21
"223793","V1733","V1623",48
"223801","V1741","V1623",3
"223805","V1745","V1623",9
"223812","V1752","V1623",3
"223813","V1753","V1623",9
"223815","V1755","V1623",3
"223816","V1756","V1623",12
"223876","V1816","V1623",12
"223877","V1817","V1623",6
"223881","V1821","V1623",27
"223887","V1827","V1623",6
"223897","V1837","V1623",3
"223899","V1839","V1623",9
"223909","V1849","V1623",3
"223910","V1850","V1623",3
"223912","V1852","V1623",3
"223913","V1853","V1623",3
"223914","V1854","V1623",9
"223915","V1855","V1623",6
"223916","V1856","V1623",3
"223917","V1857","V1623",3
"223922","V1862","V1623",3
"223923","V1863","V1623",6
"223927","V1867","V1623",24
"223929","V1869","V1623",9
"223934","V1874","V1623",3
"223936","V1876","V1623",6
"223939","V1879","V1623",3
"223940","V1880","V1623",3
"223941","V1881","V1623",6
"223942","V1882","V1623",3
"223946","V1886","V1623",3
"223949","V1889","V1623",3
"223956","V1896","V1623",3
"223957","V1897","V1623",3
"223960","V1900","V1623",3
"223963","V1903","V1623",9
"223966","V1906","V1623",3
"223969","V1909","V1623",3
"223970","V1910","V1623",12
"223972","V1912","V1623",9
"223974","V1914","V1623",3
"223975","V1915","V1623",15
"223978","V1918","V1623",9
"223979","V1919","V1623",3
"223980","V1920","V1623",6
"223984","V1924","V1623",12
"223988","V1928","V1623",12
"223992","V1932","V1623",18
"223995","V1935","V1623",27
"223996","V1936","V1623",18
"223997","V1937","V1623",9
"223999","V1939","V1623",12
"224001","V1941","V1623",9
"224003","V1943","V1623",3
"224054","V1994","V1623",18
"224055","V1995","V1623",30
"224058","V1998","V1623",3
"224059","V1999","V1623",3
"224060","V2000","V1623",9
"224061","V2001","V1623",27
"224062","V2002","V1623",6
"224064","V2004","V1623",9
"224065","V2005","V1623",3
"224066","V2006","V1623",3
"238477","V1613","V1651",6
"238478","V1614","V1651",3
"238481","V1617","V1651",3
"238482","V1618","V1651",3
"238485","V1621","V1651",6
"238491","V1627","V1651",3
"238492","V1628","V1651",9
"238493","V1629","V1651",6
"238494","V1630","V1651",3
"238495","V1631","V1651",12
"238497","V1633","V1651",3
"238498","V1634","V1651",6
"238506","V1642","V1651",45
"238507","V1643","V1651",6
"238509","V1645","V1651",18
"238510","V1646","V1651",3
"238511","V1647","V1651",3
"238512","V1648","V1651",3
"238515","V1651","V1651",3
"238516","V1652","V1651",18
"238517","V1653","V1651",12
"238518","V1654","V1651",9
"238519","V1655","V1651",30
"238520","V1656","V1651",24
"238522","V1658","V1651",3
"238524","V1660","V1651",6
"238527","V1663","V1651",6
"238530","V1666","V1651",3
"238531","V1667","V1651",3
"238533","V1669","V1651",3
"238534","V1670","V1651",18
"238536","V1672","V1651",9
"238558","V1694","V1651",9
"238567","V1703","V1651",3
"238570","V1706","V1651",24
"238572","V1708","V1651",3
"238575","V1711","V1651",3
"238576","V1712","V1651",3
"238580","V1716","V1651",3
"238581","V1717","V1651",12
"238582","V1718","V1651",3
"238583","V1719","V1651",3
"238584","V1720","V1651",9
"238585","V1721","V1651",6
"238586","V1722","V1651",51
"238597","V1733","V1651",24
"238624","V1760","V1651",3
"238680","V1816","V1651",3
"238685","V1821","V1651",18
"238704","V1840","V1651",12
"238705","V1841","V1651",12
"238712","V1848","V1651",12
"238713","V1849","V1651",3
"238715","V1851","V1651",9
"238716","V1852","V1651",3
"238718","V1854","V1651",6
"238720","V1856","V1651",9
"238721","V1857","V1651",6
"238723","V1859","V1651",9
"238725","V1861","V1651",9
"238727","V1863","V1651",3
"238731","V1867","V1651",3
"238733","V1869","V1651",6
"238734","V1870","V1651",9
"238737","V1873","V1651",9
"238738","V1874","V1651",21
"238739","V1875","V1651",12
"238740","V1876","V1651",15
"238744","V1880","V1651",3
"238745","V1881","V1651",9
"238752","V1888","V1651",3
"238753","V1889","V1651",15
"238759","V1895","V1651",9
"238760","V1896","V1651",9
"238765","V1901","V1651",3
"238767","V1903","V1651",6
"238769","V1905","V1651",3
"238770","V1906","V1651",12
"238775","V1911","V1651",3
"238781","V1917","V1651",3
"238782","V1918","V1651",6
"238784","V1920","V1651",3
"238789","V1925","V1651",3
"238792","V1928","V1651",15
"238795","V1931","V1651",27
"238796","V1932","V1651",42
"238799","V1935","V1651",12
"238800","V1936","V1651",6
"238801","V1937","V1651",3
"238803","V1939","V1651",12
"238805","V1941","V1651",3
"238807","V1943","V1651",3
"238816","V1952","V1651",3
"238861","V1997","V1651",3
"238864","V2000","V1651",3
"238866","V2002","V1651",12
"238867","V2003","V1651",6
"238868","V2004","V1651",12
"238870","V2006","V1651",6
"253282","V1614","V1653",3
"253287","V1619","V1653",6
"253289","V1621","V1653",6
"253295","V1627","V1653",3
"253296","V1628","V1653",12
"253297","V1629","V1653",9
"253298","V1630","V1653",3
"253310","V1642","V1653",21
"253312","V1644","V1653",12
"253313","V1645","V1653",9
"253314","V1646","V1653",3
"253319","V1651","V1653",9
"253320","V1652","V1653",30
"253321","V1653","V1653",6
"253322","V1654","V1653",12
"253323","V1655","V1653",3
"253324","V1656","V1653",27
"253326","V1658","V1653",15
"253328","V1660","V1653",15
"253329","V1661","V1653",3
"253332","V1664","V1653",9
"253333","V1665","V1653",3
"253334","V1666","V1653",15
"253335","V1667","V1653",18
"253337","V1669","V1653",9
"253362","V1694","V1653",6
"253366","V1698","V1653",6
"253371","V1703","V1653",3
"253372","V1704","V1653",30
"253374","V1706","V1653",12
"253382","V1714","V1653",3
"253383","V1715","V1653",9
"253384","V1716","V1653",3
"253387","V1719","V1653",42
"253388","V1720","V1653",54
"253389","V1721","V1653",9
"253390","V1722","V1653",30
"253401","V1733","V1653",9
"253409","V1741","V1653",3
"253413","V1745","V1653",6
"253418","V1750","V1653",3
"253426","V1758","V1653",9
"253441","V1773","V1653",18
"253484","V1816","V1653",9
"253488","V1820","V1653",3
"253489","V1821","V1653",24
"253490","V1822","V1653",3
"253491","V1823","V1653",3
"253508","V1840","V1653",6
"253509","V1841","V1653",6
"253514","V1846","V1653",3
"253516","V1848","V1653",12
"253521","V1853","V1653",3
"253522","V1854","V1653",3
"253524","V1856","V1653",9
"253525","V1857","V1653",6
"253527","V1859","V1653",6
"253529","V1861","V1653",9
"253531","V1863","V1653",15
"253532","V1864","V1653",9
"253534","V1866","V1653",6
"253535","V1867","V1653",3
"253537","V1869","V1653",12
"253538","V1870","V1653",21
"253540","V1872","V1653",18
"253541","V1873","V1653",12
"253542","V1874","V1653",27
"253543","V1875","V1653",6
"253544","V1876","V1653",9
"253548","V1880","V1653",12
"253549","V1881","V1653",9
"253552","V1884","V1653",21
"253556","V1888","V1653",21
"253557","V1889","V1653",3
"253574","V1906","V1653",18
"253578","V1910","V1653",3
"253586","V1918","V1653",18
"253588","V1920","V1653",3
"253594","V1926","V1653",30
"253596","V1928","V1653",9
"253597","V1929","V1653",3
"253599","V1931","V1653",12
"253600","V1932","V1653",15
"253601","V1933","V1653",3
"253603","V1935","V1653",6
"253604","V1936","V1653",9
"253605","V1937","V1653",21
"253607","V1939","V1653",27
"253609","V1941","V1653",21
"253611","V1943","V1653",24
"253619","V1951","V1653",21
"253621","V1953","V1653",15
"268087","V1615","V1663",15
"268099","V1627","V1663",6
"268107","V1635","V1663",3
"268112","V1640","V1663",6
"268131","V1659","V1663",3
"268132","V1660","V1663",51
"268133","V1661","V1663",15
"268134","V1662","V1663",48
"268135","V1663","V1663",12
"268136","V1664","V1663",18
"268178","V1706","V1663",3
"268192","V1720","V1663",3
"268193","V1721","V1663",3
"268194","V1722","V1663",6
"268205","V1733","V1663",6
"268227","V1755","V1663",9
"268230","V1758","V1663",6
"268245","V1773","V1663",9
"268313","V1841","V1663",3
"268328","V1856","V1663",9
"268329","V1857","V1663",12
"268333","V1861","V1663",15
"268336","V1864","V1663",12
"268341","V1869","V1663",3
"268344","V1872","V1663",3
"268364","V1892","V1663",3
"268368","V1896","V1663",3
"268376","V1904","V1663",9
"268392","V1920","V1663",15
"268400","V1928","V1663",3
"268403","V1931","V1663",9
"268413","V1941","V1663",3
"282926","V1650","V1670",6
"282927","V1651","V1670",9
"282932","V1656","V1670",21
"282937","V1661","V1670",6
"282941","V1665","V1670",144
"282946","V1670","V1670",120
"282947","V1671","V1670",3
"282948","V1672","V1670",3
"282952","V1676","V1670",3
"282970","V1694","V1670",30
"282973","V1697","V1670",33
"282974","V1698","V1670",33
"282977","V1701","V1670",3
"282979","V1703","V1670",24
"282992","V1716","V1670",3
"282993","V1717","V1670",12
"282996","V1720","V1670",6
"282998","V1722","V1670",15
"283026","V1750","V1670",3
"283036","V1760","V1670",3
"283039","V1763","V1670",6
"283041","V1765","V1670",3
"283109","V1833","V1670",15
"283129","V1853","V1670",3
"283146","V1870","V1670",3
"283150","V1874","V1670",3
"283152","V1876","V1670",6
"283203","V1927","V1670",3
"283212","V1936","V1670",6
"283217","V1941","V1670",3
"283330","V2054","V1670",6
"283342","V2066","V1670",6
"283345","V2069","V1670",3
"283377","V2101","V1670",3
"283397","V2121","V1670",6
"283660","V2384","V1670",24
"283662","V2386","V1670",6
"283678","V2402","V1670",6
"297573","V1493","V1675",3
"297687","V1607","V1675",6
"297688","V1608","V1675",18
"297689","V1609","V1675",3
"297690","V1610","V1675",3
"297691","V1611","V1675",48
"297692","V1612","V1675",18
"297703","V1623","V1675",6
"297720","V1640","V1675",3
"297754","V1674","V1675",3
"297757","V1677","V1675",3
"297758","V1678","V1675",3
"297759","V1679","V1675",18
"297760","V1680","V1675",3
"297762","V1682","V1675",6
"297764","V1684","V1675",3
"297765","V1685","V1675",3
"297766","V1686","V1675",21
"297769","V1689","V1675",3
"297771","V1691","V1675",12
"297772","V1692","V1675",3
"297830","V1750","V1675",3
"297891","V1811","V1675",6
"297937","V1857","V1675",6
"297944","V1864","V1675",24
"298004","V1924","V1675",6
"298025","V1945","V1675",3
"298026","V1946","V1675",15
"298047","V1967","V1675",21
"298050","V1970","V1675",3
"298051","V1971","V1675",6
"298054","V1974","V1675",6
"298055","V1975","V1675",9
"298057","V1977","V1675",9
"298058","V1978","V1675",6
"298063","V1983","V1675",6
"298074","V1994","V1675",18
"298075","V1995","V1675",12
"298076","V1996","V1675",15
"298077","V1997","V1675",21
"298079","V1999","V1675",27
"298081","V2001","V1675",33
"298086","V2006","V1675",3
"327067","V1379","V1735",6
"327080","V1392","V1735",3
"327086","V1398","V1735",6
"327092","V1404","V1735",6
"327123","V1435","V1735",9
"327129","V1441","V1735",3
"327177","V1489","V1735",3
"327178","V1490","V1735",6
"327179","V1491","V1735",3
"327181","V1493","V1735",3
"327183","V1495","V1735",6
"327184","V1496","V1735",3
"327185","V1497","V1735",3
"327296","V1608","V1735",3
"327364","V1676","V1735",3
"327366","V1678","V1735",15
"327367","V1679","V1735",18
"327368","V1680","V1735",9
"327369","V1681","V1735",9
"327371","V1683","V1735",24
"327372","V1684","V1735",18
"327373","V1685","V1735",15
"327374","V1686","V1735",36
"327375","V1687","V1735",3
"327376","V1688","V1735",15
"327377","V1689","V1735",9
"327378","V1690","V1735",6
"327379","V1691","V1735",18
"327380","V1692","V1735",9
"327381","V1693","V1735",9
"327423","V1735","V1735",6
"327426","V1738","V1735",33
"327427","V1739","V1735",18
"327432","V1744","V1735",3
"327445","V1757","V1735",6
"327499","V1811","V1735",9
"327642","V1954","V1735",3
"327643","V1955","V1735",18
"327669","V1981","V1735",3
"327670","V1982","V1735",36
"327676","V1988","V1735",3
"327749","V2061","V1735",3
"327756","V2068","V1735",6
"327759","V2071","V1735",3
"327762","V2074","V1735",3
"327763","V2075","V1735",3
"327765","V2077","V1735",3
"327771","V2083","V1735",6
"327775","V2087","V1735",15
"327776","V2088","V1735",6
"327782","V2094","V1735",9
"327784","V2096","V1735",6
"327790","V2102","V1735",3
"327798","V2110","V1735",6
"327801","V2113","V1735",3
"327807","V2119","V1735",3
"327816","V2128","V1735",3
"327880","V2192","V1735",3
"327881","V2193","V1735",3
"327940","V2252","V1735",6
"327973","V2285","V1735",3
"327983","V2295","V1735",9
"328028","V2340","V1735",3
"328687","V2999","V1735",27
"328824","V3136","V1735",6
"328825","V3137","V1735",6
"328826","V3138","V1735",3
"342098","V1606","V1747",6
"342100","V1608","V1747",9
"342101","V1609","V1747",18
"342102","V1610","V1747",24
"342165","V1673","V1747",6
"342167","V1675","V1747",6
"342232","V1740","V1747",15
"342233","V1741","V1747",3
"342234","V1742","V1747",6
"342235","V1743","V1747",9
"342236","V1744","V1747",9
"342237","V1745","V1747",9
"342238","V1746","V1747",3
"342239","V1747","V1747",3
"342240","V1748","V1747",3
"342241","V1749","V1747",6
"342242","V1750","V1747",6
"342243","V1751","V1747",6
"342248","V1756","V1747",3
"342249","V1757","V1747",24
"342320","V1828","V1747",6
"342324","V1832","V1747",12
"342326","V1834","V1747",12
"342327","V1835","V1747",12
"342328","V1836","V1747",3
"342329","V1837","V1747",6
"342331","V1839","V1747",6
"342332","V1840","V1747",9
"342334","V1842","V1747",12
"342336","V1844","V1747",3
"342337","V1845","V1747",12
"342338","V1846","V1747",6
"342352","V1860","V1747",3
"342353","V1861","V1747",3
"342355","V1863","V1747",3
"342357","V1865","V1747",3
"342369","V1877","V1747",3
"342377","V1885","V1747",3
"342382","V1890","V1747",21
"342405","V1913","V1747",6
"342457","V1965","V1747",24
"342458","V1966","V1747",6
"342478","V1986","V1747",3
"342794","V2302","V1747",3
"356954","V1658","V1782",3
"356956","V1660","V1782",12
"356957","V1661","V1782",3
"356960","V1664","V1782",3
"356995","V1699","V1782",15
"357059","V1763","V1782",3
"357064","V1768","V1782",3
"357068","V1772","V1782",3
"357070","V1774","V1782",3
"357090","V1794","V1782",3
"357111","V1815","V1782",6
"357121","V1825","V1782",3
"357129","V1833","V1782",6
"371716","V1616","V1822",6
"371725","V1625","V1822",3
"371726","V1626","V1822",21
"371728","V1628","V1822",3
"371743","V1643","V1822",3
"371744","V1644","V1822",3
"371745","V1645","V1822",12
"371746","V1646","V1822",15
"371747","V1647","V1822",123
"371748","V1648","V1822",27
"371749","V1649","V1822",6
"371796","V1696","V1822",6
"371809","V1709","V1822",48
"371810","V1710","V1822",21
"371811","V1711","V1822",3
"371812","V1712","V1822",9
"371813","V1713","V1822",9
"371814","V1714","V1822",18
"371815","V1715","V1822",45
"371816","V1716","V1822",15
"371818","V1718","V1822",12
"371821","V1721","V1822",9
"371843","V1743","V1822",3
"371848","V1748","V1822",3
"371851","V1751","V1822",6
"371852","V1752","V1822",69
"371857","V1757","V1822",3
"371914","V1814","V1822",3
"371922","V1822","V1822",39
"371923","V1823","V1822",96
"371935","V1835","V1822",6
"371937","V1837","V1822",3
"371949","V1849","V1822",3
"371951","V1851","V1822",3
"371955","V1855","V1822",6
"371958","V1858","V1822",3
"371970","V1870","V1822",3
"371976","V1876","V1822",3
"371985","V1885","V1822",3
"371986","V1886","V1822",3
"371989","V1889","V1822",3
"371991","V1891","V1822",3
"371992","V1892","V1822",3
"371994","V1894","V1822",39
"372001","V1901","V1822",6
"372007","V1907","V1822",33
"372008","V1908","V1822",3
"372011","V1911","V1822",6
"372013","V1913","V1822",9
"372016","V1916","V1822",12
"372020","V1920","V1822",3
"372021","V1921","V1822",21
"372025","V1925","V1822",15
"372030","V1930","V1822",21
"372032","V1932","V1822",3
"372115","V2015","V1822",3
"372116","V2016","V1822",15
"372117","V2017","V1822",21
"372118","V2018","V1822",6
"372119","V2019","V1822",9
"372120","V2020","V1822",9
"372121","V2021","V1822",30
"372122","V2022","V1822",12
"372127","V2027","V1822",9
"372131","V2031","V1822",3
"372137","V2037","V1822",9
"372138","V2038","V1822",6
"372139","V2039","V1822",6
"372140","V2040","V1822",9
"372142","V2042","V1822",21
"372151","V2051","V1822",6
"372152","V2052","V1822",3
"372153","V2053","V1822",6
"372159","V2059","V1822",3
"372163","V2063","V1822",27
"372164","V2064","V1822",27
"372258","V2158","V1822",33
"372259","V2159","V1822",24
"372262","V2162","V1822",27
"372264","V2164","V1822",12
"372267","V2167","V1822",9
"372268","V2168","V1822",12
"372269","V2169","V1822",3
"372271","V2171","V1822",3
"372272","V2172","V1822",30
"372274","V2174","V1822",9
"372275","V2175","V1822",3
"372280","V2180","V1822",3
"372281","V2181","V1822",6
"372282","V2182","V1822",3
"372286","V2186","V1822",6
"372290","V2190","V1822",18
"372293","V2193","V1822",6
"372297","V2197","V1822",3
"372300","V2200","V1822",18
"372302","V2202","V1822",21
"372303","V2203","V1822",18
"372304","V2204","V1822",30
"372306","V2206","V1822",12
"372308","V2208","V1822",3
"372311","V2211","V1822",9
"372312","V2212","V1822",24
"372313","V2213","V1822",3
"372314","V2214","V1822",12
"372322","V2222","V1822",9
"372328","V2228","V1822",21
"372332","V2232","V1822",3
"372335","V2235","V1822",9
"372342","V2242","V1822",12
"372343","V2243","V1822",6
"372346","V2246","V1822",3
"372347","V2247","V1822",6
"372349","V2249","V1822",15
"372350","V2250","V1822",3
"372356","V2256","V1822",18
"372358","V2258","V1822",6
"372359","V2259","V1822",24
"372362","V2262","V1822",3
"372364","V2264","V1822",3
"372368","V2268","V1822",3
"372377","V2277","V1822",3
"372386","V2286","V1822",3
"372393","V2293","V1822",12
"372399","V2299","V1822",12
"372407","V2307","V1822",6
"372411","V2311","V1822",9
"372414","V2314","V1822",6
"372417","V2317","V1822",3
"372418","V2318","V1822",24
"372421","V2321","V1822",3
"372426","V2326","V1822",6
"372436","V2336","V1822",6
"372471","V2371","V1822",15
"372477","V2377","V1822",9
"372487","V2387","V1822",3
"372488","V2388","V1822",3
"372489","V2389","V1822",6
"372490","V2390","V1822",6
"372510","V2410","V1822",3
"372511","V2411","V1822",9
"372512","V2412","V1822",3
"372526","V2426","V1822",3
"372536","V2436","V1822",9
"372537","V2437","V1822",3
"372538","V2438","V1822",3
