"","From","To","Prob"
"268132","V1660","V1663",51
"282941","V1665","V1670",38
"282947","V1671","V1670",32
"282970","V1694","V1670",57
"283397","V2121","V1670",23
"297687","V1607","V1675",37
"297690","V1610","V1675",76
"297753","V1673","V1675",82
"297754","V1674","V1675",43
"297758","V1678","V1675",33
"297769","V1689","V1675",45
"327092","V1404","V1735",39
"327223","V1535","V1735",25
"327368","V1680","V1735",50
"327374","V1686","V1735",43
"327379","V1691","V1735",42
"327423","V1735","V1735",26
"327425","V1737","V1735",32
"327624","V1936","V1735",30
"327627","V1939","V1735",25
"327963","V2275","V1735",23
"328240","V2552","V1735",21
"342104","V1612","V1747",49
"342235","V1743","V1747",54
"342236","V1744","V1747",32
"342324","V1832","V1747",34
"342355","V1863","V1747",54
"342357","V1865","V1747",28
"342458","V1966","V1747",48
"342479","V1987","V1747",52
"356995","V1699","V1782",34
"357072","V1776","V1782",55
"366014","V10718","V1782",25
"366026","V10730","V1782",34
"371716","V1616","V1822",38
"371743","V1643","V1822",50
"371745","V1645","V1822",130
"371747","V1647","V1822",38
"371748","V1648","V1822",66
"371750","V1650","V1822",30
"371765","V1665","V1822",53
"371770","V1670","V1822",35
"371797","V1697","V1822",47
"371814","V1714","V1822",30
"371818","V1718","V1822",30
"371843","V1743","V1822",32
"371852","V1752","V1822",29
"371853","V1753","V1822",25
"371923","V1823","V1822",44
"371932","V1832","V1822",31
"371948","V1848","V1822",49
"371955","V1855","V1822",20
"371974","V1874","V1822",44
"371979","V1879","V1822",38
"371986","V1886","V1822",27
"371989","V1889","V1822",48
"371999","V1899","V1822",26
"372007","V1907","V1822",30
"372012","V1912","V1822",23
"372021","V1921","V1822",35
"372164","V2064","V1822",33
"372169","V2069","V1822",19
"372262","V2162","V1822",34
"372268","V2168","V1822",42
"372282","V2182","V1822",34
"372290","V2190","V1822",42
"372296","V2196","V1822",31
"372302","V2202","V1822",31
"372312","V2212","V1822",42
"372446","V2346","V1822",27
"372526","V2426","V1822",42
"372536","V2436","V1822",40
"372616","V2516","V1822",36
"386529","V1625","V1823",49
"386549","V1645","V1823",48
"386550","V1646","V1823",38
"386577","V1673","V1823",19
"386610","V1706","V1823",53
"386725","V1821","V1823",38
"386727","V1823","V1823",25
"386755","V1851","V1823",54
"386758","V1854","V1823",49
"386774","V1870","V1823",50
"386775","V1871","V1823",39
"386798","V1894","V1823",35
"386805","V1901","V1823",47
"386810","V1906","V1823",32
"386820","V1916","V1823",36
"386825","V1921","V1823",58
"386946","V2042","V1823",38
"386963","V2059","V1823",51
"387082","V2178","V1823",40
"387104","V2200","V1823",39
"387132","V2228","V1823",32
"387160","V2256","V1823",35
"387222","V2318","V1823",46
"387403","V2499","V1823",28
"387421","V2517","V1823",37
"387450","V2546","V1823",40
"387451","V2547","V1823",27
"387514","V2610","V1823",36
"387516","V2612","V1823",34
"387547","V2643","V1823",37
"401326","V1618","V1864",56
"401383","V1675","V1864",30
"401415","V1707","V1864",45
"401441","V1733","V1864",16
"401444","V1736","V1864",21
"401445","V1737","V1864",28
"401451","V1743","V1864",49
"401524","V1816","V1864",30
"401525","V1817","V1864",56
"401547","V1839","V1864",32
"401558","V1850","V1864",49
"401559","V1851","V1864",40
"401565","V1857","V1864",21
"401579","V1871","V1864",49
"401592","V1884","V1864",43
"410499","V10791","V1864",24
"416130","V1618","V1875",35
"416218","V1706","V1875",45
"416219","V1707","V1875",53
"416339","V1827","V1875",42
"416346","V1834","V1875",49
"416351","V1839","V1875",45
"416370","V1858","V1875",39
"416373","V1861","V1875",49
"416378","V1866","V1875",39
"416385","V1873","V1875",31
"416387","V1875","V1875",38
"416391","V1879","V1875",38
"416394","V1882","V1875",35
"416396","V1884","V1875",40
"416404","V1892","V1875",39
"416413","V1901","V1875",49
"416515","V2003","V1875",49
"430935","V1619","V1880",41
"430937","V1621","V1880",35
"430945","V1629","V1880",31
"430957","V1641","V1880",51
"430971","V1655","V1880",55
"430987","V1671","V1880",47
"430988","V1672","V1880",44
"431012","V1696","V1880",47
"431074","V1758","V1880",45
"431165","V1849","V1880",45
"431174","V1858","V1880",44
"431182","V1866","V1880",52
"431188","V1872","V1880",44
"431196","V1880","V1880",55
"431205","V1889","V1880",48
"431208","V1892","V1880",48
"431215","V1899","V1880",47
"431217","V1901","V1880",54
"431243","V1927","V1880",16
"445736","V1616","V1901",103
"445748","V1628","V1901",49
"445761","V1641","V1901",54
"445826","V1706","V1901",92
"445841","V1721","V1901",46
"445863","V1743","V1901",45
"445864","V1744","V1901",52
"445872","V1752","V1901",36
"445955","V1835","V1901",48
"445988","V1868","V1901",44
"445995","V1875","V1901",50
"446012","V1892","V1901",54
"446014","V1894","V1901",44
"446017","V1897","V1901",48
"446027","V1907","V1901",18
"460535","V1611","V1917",49
"460537","V1613","V1917",43
"460540","V1616","V1917",25
"460541","V1617","V1917",67
"460542","V1618","V1917",136
"460544","V1620","V1917",122
"460545","V1621","V1917",106
"460546","V1622","V1917",45
"460548","V1624","V1917",158
"460549","V1625","V1917",22
"460553","V1629","V1917",52
"460554","V1630","V1917",207
"460555","V1631","V1917",90
"460556","V1632","V1917",47
"460557","V1633","V1917",96
"460558","V1634","V1917",193
"460559","V1635","V1917",169
"460560","V1636","V1917",374
"460561","V1637","V1917",347
"460575","V1651","V1917",31
"460577","V1653","V1917",35
"460645","V1721","V1917",39
"460657","V1733","V1917",55
"460679","V1755","V1917",152
"460740","V1816","V1917",167
"460741","V1817","V1917",167
"460753","V1829","V1917",24
"460765","V1841","V1917",38
"460769","V1845","V1917",20
"460774","V1850","V1917",43
"460778","V1854","V1917",20
"460779","V1855","V1917",56
"460781","V1857","V1917",85
"460788","V1864","V1917",88
"460791","V1867","V1917",78
"460792","V1868","V1917",180
"460795","V1871","V1917",67
"460806","V1882","V1917",120
"460810","V1886","V1917",35
"460819","V1895","V1917",260
"460820","V1896","V1917",308
"460822","V1898","V1917",273
"460824","V1900","V1917",54
"460827","V1903","V1917",200
"460829","V1905","V1917",274
"460830","V1906","V1917",163
"460833","V1909","V1917",221
"460834","V1910","V1917",342
"460835","V1911","V1917",243
"460836","V1912","V1917",308
"460841","V1917","V1917",208
"460842","V1918","V1917",105
"460848","V1924","V1917",42
"460850","V1926","V1917",54
"460855","V1931","V1917",50
"460920","V1996","V1917",44
"460921","V1997","V1917",49
"460922","V1998","V1917",54
"460924","V2000","V1917",37
"460925","V2001","V1917",89
"460926","V2002","V1917",39
"475342","V1614","V1919",34
"475353","V1625","V1919",68
"475354","V1626","V1919",31
"475355","V1627","V1919",95
"475365","V1637","V1919",28
"475371","V1643","V1919",46
"475436","V1708","V1919",47
"475437","V1709","V1919",45
"475438","V1710","V1919",59
"475442","V1714","V1919",47
"475481","V1753","V1919",50
"475486","V1758","V1919",24
"475564","V1836","V1919",42
"475580","V1852","V1919",40
"475581","V1853","V1919",37
"475582","V1854","V1919",45
"475583","V1855","V1919",41
"475587","V1859","V1919",85
"475591","V1863","V1919",34
"475594","V1866","V1919",39
"475600","V1872","V1919",45
"475603","V1875","V1919",133
"475605","V1877","V1919",52
"475607","V1879","V1919",45
"475612","V1884","V1919",76
"475617","V1889","V1919",75
"475620","V1892","V1919",48
"475627","V1899","V1919",96
"475632","V1904","V1919",200
"475634","V1906","V1919",67
"475647","V1919","V1919",89
"475648","V1920","V1919",190
"475651","V1923","V1919",137
"475658","V1930","V1919",52
"475669","V1941","V1919",38
"475729","V2001","V1919",38
"475732","V2004","V1919",32
"490155","V1623","V1929",51
"490164","V1632","V1929",21
"490167","V1635","V1929",26
"490171","V1639","V1929",54
"490183","V1651","V1929",46
"490200","V1668","V1929",46
"490303","V1771","V1929",39
"490348","V1816","V1929",49
"490352","V1820","V1929",90
"490432","V1900","V1929",20
"490450","V1918","V1929",49
"490458","V1926","V1929",70
"490461","V1929","V1929",89
"490465","V1933","V1929",100
"490466","V1934","V1929",131
"490470","V1938","V1929",91
"490472","V1940","V1929",143
"490483","V1951","V1929",94
"504954","V1618","V1938",45
"504975","V1639","V1938",62
"504976","V1640","V1938",50
"505156","V1820","V1938",86
"505167","V1831","V1938",54
"505169","V1833","V1938",48
"505250","V1914","V1938",55
"505262","V1926","V1938",53
"505265","V1929","V1938",170
"505269","V1933","V1938",198
"505270","V1934","V1938",192
"505274","V1938","V1938",139
"505276","V1940","V1938",98
"505278","V1942","V1938",60
"514124","V10788","V1938",19
"514128","V10792","V1938",14
"565418","V2866","V2729",39
"565427","V2875","V2729",51
"565428","V2876","V2729",115
"580093","V2737","V2732",43
"580103","V2747","V2732",51
"580104","V2748","V2732",24
"580115","V2759","V2732",15
"580121","V2765","V2732",27
"580136","V2780","V2732",32
"580157","V2801","V2732",53
"580158","V2802","V2732",19
"580160","V2804","V2732",25
"594894","V2734","V2733",29
"594895","V2735","V2733",30
"594899","V2739","V2733",38
"594907","V2747","V2733",28
"594928","V2768","V2733",37
"594935","V2775","V2733",31
"609700","V2736","V2734",41
"609720","V2756","V2734",34
"609723","V2759","V2734",25
"609732","V2768","V2734",26
"609768","V2804","V2734",22
"609844","V2880","V2734",51
"624518","V2750","V2735",26
"624519","V2751","V2735",30
"639304","V2732","V2738",26
"639305","V2733","V2738",23
"639312","V2740","V2738",38
"639313","V2741","V2738",22
"639315","V2743","V2738",35
"639318","V2746","V2738",24
"639319","V2747","V2738",27
"669061","V2881","V2887",46
"696242","V454","V2909",18
"698697","V2909","V2909",53
"698698","V2910","V2909",55
"698720","V2932","V2909",26
"698731","V2943","V2909",22
"698732","V2944","V2909",44
"698735","V2947","V2909",53
"698743","V2955","V2909",60
"698748","V2960","V2909",37
"698754","V2966","V2909",49
"698759","V2971","V2909",17
"713576","V2984","V2985",44
"713577","V2985","V2985",22
"743176","V2976","V2987",26
"772946","V3138","V2989",91
"787609","V2997","V2995",48
"787760","V3148","V2995",45
"816919","V2699","V3392",46
"817636","V3416","V3392",49
"817672","V3452","V3392",41
"817679","V3459","V3392",42
"817687","V3467","V3392",45
"817689","V3469","V3392",48
"817692","V3472","V3392",46
"817699","V3479","V3392",47
"817749","V3529","V3392",48
"817753","V3533","V3392",42
"817771","V3551","V3392",46
"817772","V3552","V3392",39
"817780","V3560","V3392",51
"817812","V3592","V3392",51
"817821","V3601","V3392",44
"817822","V3602","V3392",54
"817824","V3604","V3392",45
"818178","V3958","V3392",49
"820062","V5842","V3392",51
"820068","V5848","V3392",47
"833182","V4158","V3439",52
"833194","V4170","V3439",93
"833196","V4172","V3439",43
"833201","V4177","V3439",43
"833202","V4178","V3439",49
"833203","V4179","V3439",55
"833204","V4180","V3439",35
"833211","V4187","V3439",48
"833227","V4203","V3439",43
"833229","V4205","V3439",47
"833230","V4206","V3439",43
"833235","V4211","V3439",46
"833236","V4212","V3439",44
"833252","V4228","V3439",48
"833257","V4233","V3439",51
"833282","V4258","V3439",45
"833300","V4276","V3439",53
"833302","V4278","V3439",54
"833303","V4279","V3439",60
"833336","V4312","V3439",46
"833359","V4335","V3439",48
"833908","V4884","V3439",56
"833969","V4945","V3439",44
"833978","V4954","V3439",50
"833999","V4975","V3439",50
"834018","V4994","V3439",56
"834023","V4999","V3439",46
"834027","V5003","V3439",52
"834033","V5009","V3439",40
"834036","V5012","V3439",50
"834041","V5017","V3439",51
"834043","V5019","V3439",56
"834044","V5020","V3439",49
"834045","V5021","V3439",46
"834047","V5023","V3439",49
"834048","V5024","V3439",47
"834051","V5027","V3439",34
"834059","V5035","V3439",46
"838649","V9625","V3439",51
"846515","V2687","V3448",57
"847208","V3380","V3448",43
"847279","V3451","V3448",51
"847309","V3481","V3448",42
"847326","V3498","V3448",50
"847750","V3922","V3448",44
"847753","V3925","V3448",57
"847754","V3926","V3448",50
"847760","V3932","V3448",57
"847778","V3950","V3448",51
"847821","V3993","V3448",55
"862135","V3503","V3648",55
"862152","V3520","V3648",51
"876034","V2598","V3681",40
"877078","V3642","V3681",46
"877165","V3729","V3681",47
"877463","V4027","V3681",19
"890909","V2669","V3707",32
"890912","V2672","V3707",23
"890919","V2679","V3707",32
"891841","V3601","V3707",49
"891956","V3716","V3707",53
"897703","V9463","V3707",22
"897779","V9539","V3707",25
"897839","V9599","V3707",35
"897840","V9600","V3707",66
"897841","V9601","V3707",33
"897844","V9604","V3707",27
"897861","V9621","V3707",51
"897877","V9637","V3707",28
"897879","V9639","V3707",34
"905115","V2071","V3771",15
"905187","V2143","V3771",29
"905197","V2153","V3771",17
"905718","V2674","V3771",35
"906875","V3831","V3771",49
"906919","V3875","V3771",46
"912500","V9456","V3771",41
"912511","V9467","V3771",47
"912646","V9602","V3771",37
"912658","V9614","V3771",53
"921600","V3752","V3773",45
"921644","V3796","V3773",47
"921653","V3805","V3773",49
"921666","V3818","V3773",52
"921676","V3828","V3773",49
"921682","V3834","V3773",49
"921688","V3840","V3773",47
"921690","V3842","V3773",37
"921700","V3852","V3773",46
"921720","V3872","V3773",55
"921724","V3876","V3773",51
"921743","V3895","V3773",46
"921753","V3905","V3773",46
"921754","V3906","V3773",53
"921759","V3911","V3773",59
"922010","V4162","V3773",47
"922018","V4170","V3773",55
"922021","V4173","V3773",48
"922036","V4188","V3773",47
"922727","V4879","V3773",53
"922729","V4881","V3773",45
"922742","V4894","V3773",52
"922762","V4914","V3773",44
"922771","V4923","V3773",46
"922824","V4976","V3773",51
"922911","V5063","V3773",56
"936391","V3739","V3831",45
"936440","V3788","V3831",50
"936815","V4163","V3831",32
"936820","V4168","V3831",31
"936821","V4169","V3831",31
"937625","V4973","V3831",32
"937627","V4975","V3831",28
"937628","V4976","V3831",28
"937631","V4979","V3831",25
"942101","V9449","V3831",33
"942102","V9450","V3831",31
"942111","V9459","V3831",35
"942113","V9461","V3831",40
"942123","V9471","V3831",43
"942125","V9473","V3831",51
"942127","V9475","V3831",58
"942129","V9477","V3831",21
"942130","V9478","V3831",85
"942131","V9479","V3831",80
"942135","V9483","V3831",28
"942145","V9493","V3831",38
"942146","V9494","V3831",38
"942149","V9497","V3831",18
"942150","V9498","V3831",32
"942167","V9515","V3831",24
"942205","V9553","V3831",30
"942208","V9556","V3831",34
"942217","V9565","V3831",22
"942250","V9598","V3831",44
"942251","V9599","V3831",72
"942252","V9600","V3831",32
"942256","V9604","V3831",43
"942258","V9606","V3831",73
"942259","V9607","V3831",47
"942260","V9608","V3831",36
"942262","V9610","V3831",50
"942263","V9611","V3831",34
"942281","V9629","V3831",17
"942283","V9631","V3831",44
"942286","V9634","V3831",43
"942292","V9640","V3831",43
"950158","V2702","V3922",47
"950834","V3378","V3922",54
"950861","V3405","V3922",49
"950920","V3464","V3922",45
"950939","V3483","V3922",40
"950941","V3485","V3922",55
"950953","V3497","V3922",45
"951008","V3552","V3922",49
"951525","V4069","V3922",39
"953303","V5847","V3922",40
"964268","V2008","V3928",24
"964280","V2020","V3928",23
"964292","V2032","V3928",35
"964296","V2036","V3928",31
"964297","V2037","V3928",22
"964327","V2067","V3928",29
"964335","V2075","V3928",17
"964341","V2081","V3928",20
"964362","V2102","V3928",21
"964374","V2114","V3928",17
"964640","V2380","V3928",37
"964859","V2599","V3928",41
"964865","V2605","V3928",19
"964869","V2609","V3928",22
"964870","V2610","V3928",17
"964875","V2615","V3928",32
"964880","V2620","V3928",25
"964882","V2622","V3928",35
"964884","V2624","V3928",74
"964889","V2629","V3928",34
"964890","V2630","V3928",83
"964892","V2632","V3928",44
"964893","V2633","V3928",37
"964894","V2634","V3928",33
"964897","V2637","V3928",33
"964898","V2638","V3928",36
"964902","V2642","V3928",56
"964905","V2645","V3928",40
"964910","V2650","V3928",44
"964916","V2656","V3928",38
"964924","V2664","V3928",13
"964927","V2667","V3928",46
"964963","V2703","V3928",37
"965774","V3514","V3928",40
"965861","V3601","V3928",21
"966181","V3921","V3928",54
"966188","V3928","V3928",47
"966189","V3929","V3928",30
"966206","V3946","V3928",52
"966207","V3947","V3928",51
"966219","V3959","V3928",28
"966287","V4027","V3928",31
"966305","V4045","V3928",51
"966329","V4069","V3928",55
"967930","V5670","V3928",53
"979730","V2666","V3971",47
"979758","V2694","V3971",46
"980455","V3391","V3971",102
"994540","V2672","V3976",49
"995834","V3966","V3976",57
"995836","V3968","V3976",48
"1008690","V2018","V3979",21
"1009339","V2667","V3979",40
"1010056","V3384","V3979",48
"1010248","V3576","V3979",43
"1010608","V3936","V3979",44
"1010729","V4057","V3979",53
"1012513","V5841","V3979",46
"1024166","V2690","V3980",55
"1024874","V3398","V3980",54
"1024875","V3399","V3980",46
"1024876","V3400","V3980",45
"1024890","V3414","V3980",52
"1024895","V3419","V3980",48
"1024924","V3448","V3980",40
"1024965","V3489","V3980",46
"1025004","V3528","V3980",56
"1025037","V3561","V3980",60
"1025042","V3566","V3980",43
"1025044","V3568","V3980",49
"1025045","V3569","V3980",50
"1025078","V3602","V3980",43
"1025079","V3603","V3980",54
"1025080","V3604","V3980",55
"1025395","V3919","V3980",51
"1025404","V3928","V3980",48
"1025410","V3934","V3980",42
"1025418","V3942","V3980",85
"1025419","V3943","V3980",40
"1025440","V3964","V3980",50
"1025441","V3965","V3980",53
"1025463","V3987","V3980",55
"1025479","V4003","V3980",50
"1025482","V4006","V3980",50
"1025484","V4008","V3980",91
"1025492","V4016","V3980",52
"1025499","V4023","V3980",46
"1025500","V4024","V3980",54
"1025501","V4025","V3980",45
"1025502","V4026","V3980",49
"1025503","V4027","V3980",97
"1025508","V4032","V3980",51
"1025510","V4034","V3980",50
"1025511","V4035","V3980",47
"1025514","V4038","V3980",49
"1025515","V4039","V3980",55
"1025528","V4052","V3980",46
"1027144","V5668","V3980",56
"1027329","V5853","V3980",55
"1031092","V9616","V3980",55
"1038923","V2643","V3981",41
"1038950","V2670","V3981",39
"1038965","V2685","V3981",28
"1039651","V3371","V3981",44
"1039664","V3384","V3981",51
"1039746","V3466","V3981",57
"1039772","V3492","V3981",48
"1039796","V3516","V3981",46
"1039900","V3620","V3981",52
"1040211","V3931","V3981",38
"1040215","V3935","V3981",47
"1040288","V4008","V3981",40
"1040296","V4016","V3981",41
"1040297","V4017","V3981",44
"1040301","V4021","V3981",52
"1040302","V4022","V3981",46
"1040307","V4027","V3981",53
"1040321","V4041","V3981",48
"1040326","V4046","V3981",52
"1054453","V3369","V4043",45
"1054460","V3376","V4043",36
"1054461","V3377","V4043",34
"1054470","V3386","V4043",42
"1054475","V3391","V4043",39
"1054478","V3394","V4043",36
"1054482","V3398","V4043",53
"1054483","V3399","V4043",90
"1055008","V3924","V4043",53
"1055017","V3933","V4043",28
"1055022","V3938","V4043",26
"1055047","V3963","V4043",31
"1055070","V3986","V4043",35
"1055074","V3990","V4043",43
"1055097","V4013","V4043",40
"1055100","V4016","V4043",38
"1055115","V4031","V4043",58
"1055116","V4032","V4043",41
"1055131","V4047","V4043",55
"1055132","V4048","V4043",52
"1055142","V4058","V4043",29
"1055143","V4059","V4043",41
"1055144","V4060","V4043",37
"1055147","V4063","V4043",32
"1055148","V4064","V4043",27
"1055150","V4066","V4043",42
"1055152","V4068","V4043",50
"1056750","V5666","V4043",49
"1056751","V5667","V4043",52
"1068508","V2620","V4044",48
"1068514","V2626","V4044",50
"1069878","V3990","V4044",54
"1071710","V5822","V4044",56
"1071716","V5828","V4044",52
"1071733","V5845","V4044",53
"1084081","V3389","V4049",58
"1084740","V4048","V4049",57
"1099373","V3877","V4181",51
"1099583","V4087","V4181",54
"1099603","V4107","V4181",40
"1099618","V4122","V4181",47
"1099645","V4149","V4181",48
"1099647","V4151","V4181",45
"1099651","V4155","V4181",36
"1099657","V4161","V4181",54
"1099670","V4174","V4181",43
"1099673","V4177","V4181",43
"1099677","V4181","V4181",87
"1099694","V4198","V4181",42
"1099702","V4206","V4181",45
"1099712","V4216","V4181",53
"1099725","V4229","V4181",47
"1099742","V4246","V4181",44
"1099751","V4255","V4181",49
"1099826","V4330","V4181",28
"1099835","V4339","V4181",50
"1099836","V4340","V4181",56
"1099839","V4343","V4181",48
"1099840","V4344","V4181",41
"1099842","V4346","V4181",45
"1099854","V4358","V4181",45
"1099859","V4363","V4181",52
"1099862","V4366","V4181",46
"1099863","V4367","V4181",42
"1099866","V4370","V4181",53
"1100130","V4634","V4181",46
"1100198","V4702","V4181",54
"1100374","V4878","V4181",39
"1100409","V4913","V4181",51
"1100499","V5003","V4181",54
"1100513","V5017","V4181",49
"1100515","V5019","V4181",108
"1100520","V5024","V4181",46
"1100522","V5026","V4181",48
"1113740","V3440","V4342",45
"1114054","V3754","V4342",53
"1114159","V3859","V4342",41
"1114199","V3899","V4342",49
"1114205","V3905","V4342",50
"1114206","V3906","V4342",41
"1114207","V3907","V4342",53
"1114592","V4292","V4342",42
"1114634","V4334","V4342",47
"1114659","V4359","V4342",44
"1115185","V4885","V4342",23
"1115314","V5014","V4342",45
"1115317","V5017","V4342",68
"1115319","V5019","V4342",55
"1115335","V5035","V4342",50
"1115339","V5039","V4342",49
"1115341","V5041","V4342",55
"1115352","V5052","V4342",43
"1119788","V9488","V4342",31
"1119791","V9491","V4342",36
"1119800","V9500","V4342",33
"1119824","V9524","V4342",43
"1119848","V9548","V4342",47
"1119857","V9557","V4342",35
"1119863","V9563","V4342",25
"1119900","V9600","V4342",37
"1119901","V9601","V4342",32
"1119913","V9613","V4342",12
"1119936","V9636","V4342",74
"1119937","V9637","V4342",40
"1119939","V9639","V4342",31
"1130025","V4921","V4343",54
"1130070","V4966","V4343",47
"1134627","V9523","V4343",36
"1144322","V4414","V4488",50
"1144325","V4417","V4488",45
"1144346","V4438","V4488",41
"1144722","V4814","V4488",51
"1158853","V4141","V4552",28
"1159091","V4379","V4552",47
"1159141","V4429","V4552",28
"1159144","V4432","V4552",45
"1159149","V4437","V4552",40
"1159150","V4438","V4552",36
"1159151","V4439","V4552",35
"1159152","V4440","V4552",86
"1159170","V4458","V4552",39
"1159173","V4461","V4552",37
"1159200","V4488","V4552",47
"1159213","V4501","V4552",42
"1159215","V4503","V4552",28
"1159218","V4506","V4552",47
"1159221","V4509","V4552",57
"1159233","V4521","V4552",32
"1159236","V4524","V4552",35
"1159244","V4532","V4552",44
"1159247","V4535","V4552",69
"1159248","V4536","V4552",40
"1159250","V4538","V4552",44
"1159251","V4539","V4552",49
"1159252","V4540","V4552",43
"1159255","V4543","V4552",53
"1159258","V4546","V4552",50
"1159263","V4551","V4552",48
"1159374","V4662","V4552",39
"1159376","V4664","V4552",51
