locality,sites,region,area,biomassarea1,biomassarea2,biomassarea,lon,lat,grav_total,Age_of_protection,Class,richness,temp
marquesas_islands,marquesas_islands_2,polynesian,1500,641.3419127,653.9444148,1191.637933,-140.1293,-9.4013,0.356121627,0,Fished,71,27.78124254
mexico_caribbean,mexico_caribbean_12,caribbean,520,168.266968,168.266968,183.9976883,-84.3079,20.6403,10.28978407,0,Fished,41,28.01284986
mexico_caribbean,mexico_caribbean_13,caribbean,720,1620.039372,1620.039372,1774.87194,-87.0712,20.6048,261.775681,3,Restricted,93,27.79332632
minerva_reefs,minerva_reefs_1,central_pacific,5500,307.0266041,307.0266041,370.7778572,-178.9265,-23.6318,3.06E-05,0,Fished,146,24.51091948
minerva_reefs,minerva_reefs_2,central_pacific,3000,172.9486884,172.9486884,178.8014707,-179.1259,-23.9397,8.40E-06,0,Fished,99,24.34963801
mornington_island,mornington_island_3,central_iwp,4000,340.1787425,340.1787425,452.7500778,139.6151,-16.3913,0.070040714,7,Fished,43,27.56791286
mornington_island,mornington_island_4,central_iwp,2000,820.1030754,820.1030754,1010.774246,139.4244,-16.2872,0.070860711,7,Fished,63,27.60939698
mornington_island,mornington_island_5,central_iwp,2000,1046.718623,1114.878345,1332.193775,139.2515,-16.2337,0.065993185,7,Fished,76,27.72035261
mozambique,mozambique_1,western_indian,400,238.6262525,238.6262525,247.9443998,35.5716,-23.929,95.9123637,0,Fished,89,25.97892329
mozambique,mozambique_11,western_indian,500,428.9794918,428.9794918,540.8685141,35.552,-22.2756,22.10031399,0,Fished,111,26.30488167
mozambique,mozambique_13,western_indian,400,81.47345748,81.47345748,85.075676,35.5036,-21.7671,28.65966776,48,Restricted,61,26.2945394
mozambique,mozambique_14,western_indian,400,159.6101824,159.6101824,214.7195526,35.5004,-21.62,24.13281896,48,Restricted,82,26.29790743
mozambique,mozambique_2,western_indian,500,398.7179228,398.7179228,427.7795921,35.5594,-23.7438,102.0594052,0,Fished,83,26.01841673
mozambique,mozambique_4,western_indian,300,736.84401,736.84401,770.286083,35.2891,-24.4679,71.41592245,0,Fished,50,25.58197641
mozambique,mozambique_9,western_indian,500,353.9999938,353.9999938,367.783731,35.5887,-22.7866,40.92307267,0,Fished,89,26.230443
neb,neb_1,sw_atlantic,6000,430.2367896,430.2367896,451.2548357,-38.6798,-17.9716,23.12337527,36,Restricted,45,25.91847149
neb,neb_2,sw_atlantic,3000,229.5946345,229.5946345,231.4949371,-38.9794,-17.677,46.43862614,26,Restricted,33,25.95102624
neb,neb_3,sw_atlantic,2000,198.9719174,198.9719174,199.5990041,-39.0281,-17.4784,58.58279555,36,Restricted,27,25.97525955
new_caledonia,new_caledonia_1,sw_pacific,2000,307.5213714,307.5213714,341.7255425,166.1606,-20.3981,1.020673114,11,Restricted,186,26.05786634
new_caledonia,new_caledonia_10,sw_pacific,1920,25.02594248,25.02594248,25.08680457,166.8508,-22.3178,5.973891369,0,Fished,104,24.6059989
new_caledonia,new_caledonia_12,sw_pacific,2200,107.1845271,107.1845271,130.1032208,165.8847,-21.9672,12.56664162,0,Fished,137,25.01223383
new_caledonia,new_caledonia_2,sw_pacific,3600,311.634362,311.634362,376.7199286,165.8284,-19.8943,0.629343304,5,Restricted,217,26.18471463
new_caledonia,new_caledonia_4,sw_pacific,1040,63.90210078,63.90210078,74.22196097,166.2517,-22.1689,129.4310751,0,Fished,131,24.84478312
new_caledonia,new_caledonia_5,sw_pacific,5280,38.41327332,38.41327332,44.03433603,164,-20,2.780672141,11,Restricted,202,25.92937784
new_caledonia,new_caledonia_6,sw_pacific,1760,31.1682725,31.1682725,33.58945648,167.1718,-20.8296,5.978511005,0,Fished,114,25.86883296
new_caledonia,new_caledonia_7,sw_pacific,3440,48.58066279,48.58066279,87.31950327,165.9494,-21.0572,2.801571902,0,Fished,182,25.92239262
new_caledonia,new_caledonia_8,sw_pacific,3840,130.8583649,130.8583649,181.4016102,166.0997,-21.5269,36.17983409,0,Fished,233,25.80776228
new_caledonia,new_caledonia_9,sw_pacific,3840,64.00851649,64.00851649,96.65362346,166.6661,-21.6264,3.647123986,0,Fished,218,25.66932856
nicaragua_tep,nicaragua_tep_1,continental_tep,7000,78.46843774,78.46843774,86.3271579,-85.7927,11.1204,319.1334041,0,Fished,47,27.53080442
nicaragua_tep,nicaragua_tep_2,continental_tep,7500,67.45805908,67.45805908,83.23395611,-85.8462,11.203,374.0720368,0,Fished,57,27.40889314
nicaragua_tep,nicaragua_tep_3,continental_tep,4000,38.45849185,38.45849185,58.71767968,-85.9059,11.2774,431.0256505,0,Fished,44,27.39084822
nicaragua_tep,nicaragua_tep_4,continental_tep,9000,118.328091,128.2111704,137.4726155,-86.0139,11.3644,311.4635742,0,Fished,58,27.39084822
nicaragua_tep,nicaragua_tep_5,continental_tep,1500,60.73783931,60.73783931,62.62613142,-86.1883,11.5144,563.3702232,28,Restricted,24,27.39649446
ningaloo_marine_park,ningaloo_marine_park_1,central_iwp,2000,220.3541817,283.5940086,284.3157945,113.9391,-21.933,1.401245511,14,Closed,84,25.59902188
ningaloo_marine_park,ningaloo_marine_park_2,central_iwp,19500,316.5136316,327.9808856,371.4427848,114.1697,-21.8496,14.91311241,14,Closed,187,25.63017466
ningaloo_marine_park,ningaloo_marine_park_3,central_iwp,33000,376.3201712,393.096918,415.6775372,113.7572,-23.1219,0.435877297,14,Closed,236,24.79102354
ningaloo_marine_park,ningaloo_marine_park_4,central_iwp,42500,356.9137785,366.3476286,431.7023888,113.7602,-23.1875,0.350636172,14,Closed,248,24.7006621
ningaloo_marine_park,ningaloo_marine_park_5,central_iwp,8500,200.4048582,200.4048582,264.2340376,113.7807,-23.3245,0.425720277,14,Closed,143,24.7006621
ningaloo_marine_park,ningaloo_marine_park_6,central_iwp,2000,1013.202175,1013.202175,1311.533728,114.3452,-21.6542,0.425913702,14,Closed,117,25.70620149
ningaloo_marine_park,ningaloo_marine_park_7,central_iwp,6500,387.3852562,387.3852562,399.2389455,113.8186,-23.0464,0.507816767,14,Closed,164,24.88656297
ningaloo_marine_park,ningaloo_marine_park_8,central_iwp,11000,356.3856899,373.7294084,399.8134586,113.7719,-22.8989,0.460141554,14,Closed,170,24.98163144
niue,niue_1,central_pacific,4000,404.6782482,404.6782482,406.7498465,-169.9222,-19.0935,35.29592494,0,Fished,110,26.64775405
norfolk_island,norfolk_island_1,sw_pacific,13500,97.60576351,145.1214585,423.2106215,167.9567,-29.0742,20.95588485,7,Restricted,57,21.33907127
norfolk_island,norfolk_island_2,sw_pacific,6000,64.85770094,64.85770094,137.6921843,167.9238,-29.0018,2.400597482,7,Restricted,34,21.39241737
noronha,noronha_1,offshore_sw_atlantic,3560,220.2895794,220.2895794,250.6303193,-32.4135,-3.8385,853.0534328,30,Restricted,48,27.33692162
north_west_shelf,north_west_shelf_1,central_iwp,1500,503.8284761,2129.629247,2215.480918,124.2757,-12.8034,1.220104324,7,Restricted,69,28.67556618
north_west_shelf,north_west_shelf_10,central_iwp,4000,416.0426107,416.0426107,509.6405955,119.6319,-17.1415,0.029268342,7,Restricted,148,27.94065655
north_west_shelf,north_west_shelf_11,central_iwp,14500,825.9482923,888.0273337,985.0307788,119.6395,-17.0688,0.028153337,7,Restricted,222,27.9587699
north_west_shelf,north_west_shelf_12,central_iwp,3000,1135.330832,1255.958742,1449.465548,119.3529,-17.2478,0.033512591,8,Closed,151,27.86935863
north_west_shelf,north_west_shelf_13,central_iwp,15000,718.5532704,718.5532704,745.6782958,119.369,-17.3025,0.03318512,8,Closed,216,27.86935863
north_west_shelf,north_west_shelf_14,central_iwp,4500,756.0893979,811.4158054,836.7968793,119.1098,-19.5835,0.232631494,0,Fished,69,27.04413685
north_west_shelf,north_west_shelf_15,central_iwp,2000,151.6270856,151.6270856,238.9128228,118.5037,-20.2514,2.403824183,0,Fished,23,26.81515549
north_west_shelf,north_west_shelf_18,central_iwp,2000,458.6260736,458.6260736,532.9095579,117.8948,-20.2527,0.539410349,0,Fished,50,26.71095504
north_west_shelf,north_west_shelf_19,central_iwp,3000,361.2891973,361.2891973,470.5323249,117.0883,-20.4335,0.896256975,0,Fished,72,26.54587016
north_west_shelf,north_west_shelf_20,central_iwp,2000,892.2558452,892.2558452,930.3334465,116.9246,-20.4027,0.900206465,0,Fished,82,26.53459417
north_west_shelf,north_west_shelf_22,central_iwp,5000,553.9471475,553.9471475,610.2948685,116.5541,-20.494,1.419255987,0,Fished,95,26.46482964
north_west_shelf,north_west_shelf_24,central_iwp,5000,657.6865879,687.824738,755.569294,115.5621,-20.4784,0.205925125,8,Closed,132,26.23643427
north_west_shelf,north_west_shelf_25,central_iwp,7000,539.5973887,560.843341,693.9723971,115.537,-20.3852,0.168201547,8,Closed,162,26.28122888
north_west_shelf,north_west_shelf_26,central_iwp,2000,642.8615666,642.8615666,725.2326036,115.4779,-20.4812,0.210243779,8,Closed,105,26.21080993
north_west_shelf,north_west_shelf_27,central_iwp,4000,710.9825378,710.9825378,851.4529731,115.5766,-20.5791,0.287284105,8,Restricted,117,26.17470096
north_west_shelf,north_west_shelf_28,central_iwp,5000,1281.269501,1281.269501,1842.472018,115.5197,-20.7719,1.099387123,0,Fished,133,26.10703666
north_west_shelf,north_west_shelf_29,central_iwp,3000,1026.654349,1026.654349,1225.79162,115.4645,-20.9485,0.46444822,8,Restricted,93,26.03515002
north_west_shelf,north_west_shelf_3,central_iwp,11000,279.2302203,291.083762,508.0055613,123.355,-11.9749,3.418996678,0,Fished,216,28.60022115
north_west_shelf,north_west_shelf_31,central_iwp,1500,660.8353122,660.8353122,740.0527824,115.1727,-21.321,0.239803797,0,Fished,46,25.94902735
north_west_shelf,north_west_shelf_32,central_iwp,9000,476.7149219,476.7149219,539.5231701,114.3734,-21.6526,0.402500089,11,Closed,186,25.74228857
north_west_shelf,north_west_shelf_33,central_iwp,3000,44.78847308,44.78847308,112.9792011,114.1377,-21.9941,9.031855563,0,Fished,39,25.5278554
north_west_shelf,north_west_shelf_4,central_iwp,9000,244.1789467,272.1475219,358.4254893,122.9918,-12.2368,2.633623586,15,Closed,212,28.61884383
north_west_shelf,north_west_shelf_6,central_iwp,7000,883.4687268,905.621734,1155.659419,121.956,-14.1017,0.085699037,0,Fished,209,28.67226663
north_west_shelf,north_west_shelf_7,central_iwp,6500,1120.488696,2381.405902,2584.122501,121.7593,-14.0764,0.083356792,0,Fished,208,28.66387943
north_west_shelf,north_west_shelf_8,central_iwp,12000,681.0409077,710.8852986,775.717854,118.9652,-17.5755,0.034434825,8,Closed,208,27.73864672
north_west_shelf,north_west_shelf_9,central_iwp,1500,657.5056165,657.5056165,718.5141115,118.9646,-17.5047,0.033225845,8,Closed,106,27.75676007
northern_coral_sea,northern_coral_sea_1,sw_pacific,18500,439.5361666,449.877418,877.5948676,146.5762,-13.8679,0.210041059,7,Closed,287,27.05983237
northern_coral_sea,northern_coral_sea_10,sw_pacific,4000,946.8460724,1511.511439,2287.821939,144.4123,-10.2241,1.037367592,7,Restricted,199,27.14684497
northern_coral_sea,northern_coral_sea_2,sw_pacific,10000,531.4516314,547.1560797,973.2752715,146.6811,-13.9776,0.209354671,7,Closed,219,27.05366863
northern_coral_sea,northern_coral_sea_3,sw_pacific,10000,600.6081732,959.564147,1093.677136,144.4436,-10.4418,0.930257788,7,Restricted,246,27.14855087
northern_coral_sea,northern_coral_sea_4,sw_pacific,5000,811.7306375,964.4712278,1128.91385,144.5305,-10.3577,0.994734012,7,Restricted,197,27.15282523
northern_coral_sea,northern_coral_sea_5,sw_pacific,6000,672.1719977,798.3023521,2020.586292,144.6897,-10.0684,1.320566488,7,Restricted,226,27.23107827
northern_coral_sea,northern_coral_sea_6,sw_pacific,13000,939.4397659,1311.323451,1816.999773,144.5828,-10.185,1.159310673,7,Restricted,287,27.1883592
northern_coral_sea,northern_coral_sea_7,sw_pacific,3000,624.3607264,624.3607264,1002.1677,144.4492,-10.1294,1.163168594,7,Restricted,168,27.17619328
northern_coral_sea,northern_coral_sea_8,sw_pacific,2000,619.3896611,681.1888959,804.5850296,144.4978,-10.0708,1.249734609,7,Restricted,145,27.19515001
northern_coral_sea,northern_coral_sea_9,sw_pacific,7000,1432.005407,1662.3292,2401.648598,144.6895,-9.978,1.40162691,7,Restricted,247,27.24699283
northern_gbr,northern_gbr_1,sw_pacific,20000,384.2680544,384.2680544,549.6290997,145.4528,-14.6691,0.66171948,19,Restricted,284,26.66396436
northern_gbr,northern_gbr_12,sw_pacific,2000,262.7460206,262.7460206,336.0051977,143.5831,-12.6264,0.202880157,15,Restricted,100,26.81103994
northern_gbr,northern_gbr_13,sw_pacific,3000,659.6762411,659.6762411,731.199697,143.7636,-12.3831,0.280553342,15,Restricted,172,26.83581813
northern_gbr,northern_gbr_2,sw_pacific,2000,407.6343242,407.6343242,459.1180133,143.8372,-13.9599,0.553697966,15,Restricted,72,26.94042107
northern_gbr,northern_gbr_4,sw_pacific,4000,280.2132118,280.2132118,344.8429952,143.2551,-12.0898,0.173894388,15,Restricted,127,26.98205306
northern_gbr,northern_gbr_6,sw_pacific,4500,783.3204859,783.3204859,962.9780544,144.5006,-13.9771,0.511824979,15,Restricted,227,26.711259
northern_gbr,northern_gbr_7,sw_pacific,2000,462.3644274,462.3644274,498.9447672,144.3818,-13.9587,0.521713361,15,Restricted,171,26.74504322
northern_gbr,northern_gbr_8,sw_pacific,5000,660.6724257,725.505664,785.9994513,143.4054,-12.2842,0.168680305,15,Closed,142,26.87207771
northern_territory_(other),northern_territory_(other)_1,central_iwp,4500,405.9802393,405.9802393,414.3207926,136.8212,-11.6704,0.082516096,3,Restricted,80,27.98953936
northern_territory_(other),northern_territory_(other)_11,central_iwp,4000,1022.950661,1022.950661,1158.935071,136.9002,-11.6269,0.079158209,7,Restricted,61,27.98714067
northern_territory_(other),northern_territory_(other)_12,central_iwp,5500,300.2128778,300.2128778,307.9472775,136.8476,-12.0882,1.333174463,0,Fished,82,27.98778689
northern_territory_(other),northern_territory_(other)_13,central_iwp,2000,1200.921431,1200.921431,1451.216659,136.6123,-12.0612,0.596344479,0,Fished,67,28.00129182
northern_territory_(other),northern_territory_(other)_14,central_iwp,3000,1090.621451,1090.621451,1115.848956,136.7229,-12.8838,0.164721189,0,Fished,64,28.03933124
northern_territory_(other),northern_territory_(other)_16,central_iwp,4000,871.601036,871.601036,889.0497799,136.9161,-14.3299,0.077897626,0,Fished,85,27.88605359
northern_territory_(other),northern_territory_(other)_2,central_iwp,3000,184.1976305,184.1976305,205.4709603,136.6854,-11.2275,0.054567666,0,Fished,65,27.98816476
northern_territory_(other),northern_territory_(other)_3,central_iwp,3500,399.3058778,399.3058778,420.1175615,132.7083,-10.3252,0.206297319,7,Restricted,97,28.27031699
northern_territory_(other),northern_territory_(other)_5,central_iwp,4500,778.1250855,778.1250855,808.4865169,133.028,-10.9083,0.24096034,0,Fished,127,28.19094133
northern_territory_(other),northern_territory_(other)_6,central_iwp,2000,964.6663913,964.6663913,1014.62908,133.7982,-11.2953,0.217901404,7,Restricted,50,28.21870967
northern_territory_(other),northern_territory_(other)_8,central_iwp,2000,335.962163,335.962163,364.9166797,134.1355,-11.4338,0.260945837,7,Restricted,38,28.23648623
offshore_shoals,offshore_shoals_3,central_iwp,2000,2056.704848,2056.704848,2303.429595,129.9128,-11.1349,0.585523105,7,Restricted,70,28.65667515
offshore_shoals,offshore_shoals_4,central_iwp,2000,90.8275952,90.8275952,101.6663714,130.0991,-10.9008,0.565093024,7,Restricted,37,28.61584548
offshore_shoals,offshore_shoals_5,central_iwp,1500,363.3207902,363.3207902,443.2071236,129.1722,-9.5276,1.725607131,0,Fished,93,28.55396979
okinawa,okinawa_2,central_iwp,4000,154.6092662,154.6092662,158.6607374,127.8655,26.6371,1854.451392,0,Fished,155,25.09366317
palau,palau_1,central_iwp,25000,453.1977904,499.100874,582.9888029,131.86,2.89,0.356749738,15,Closed,225,29.23588654
panama_pacific,panama_pacific_1,continental_tep,3000,298.0582981,298.0582981,373.2701236,-79.5391,8.7717,345.2090455,0,Fished,46,27.4225213
papua_new_guinea,papua_new_guinea_2,central_iwp,3000,782.7587417,782.7587417,948.1984953,150.1298,-5.2662,15.42310965,0,Fished,160,29.73478849
pitcairn,pitcairn_1,polynesian,6300,102.0902432,102.0902432,111.6804537,-130.114,-25.059,2.95103622,3,Closed,91,24.54936418
pitcairn,pitcairn_2,polynesian,7700,78.26097399,78.26097399,141.8461047,-124.7917,-24.6743,0,0,Fished,96,24.64347699
pitcairn,pitcairn_3,polynesian,9700,102.3020572,102.3020572,819.6681651,-128.3376,-24.344,7.04E-05,31,Closed,128,24.86387949
pitcairn,pitcairn_4,polynesian,6900,127.596246,127.596246,175.0487401,-130.727,-23.943,0.00037993,3,Restricted,120,25.02584555
pualu_kaimeer,pualu_kaimeer_1,central_iwp,2000,272.452682,272.452682,279.1661002,132.011,-5.1553,2.374607647,0,Fished,136,28.30812917
pulau_jamdena,pulau_jamdena_2,central_iwp,2000,491.6539882,491.6539882,531.3364955,131.3674,-7.2351,3.147920307,0,Fished,163,28.3583455
pulau_jamdena,pulau_jamdena_7,central_iwp,2000,428.5899465,1195.191509,1456.541861,130.7614,-8.3144,3.402195807,0,Fished,174,28.40586466
pulau_naira,pulau_naira_1,central_iwp,6000,519.5839125,519.5839125,571.1377174,129.8903,-4.5154,132.9532289,0,Fished,183,28.55016913
queensland_(other),queensland_(other)_1,sw_pacific,2000,225.7904506,330.1771285,380.6582295,152.54,-22.3794,0.762055417,15,Restricted,104,25.04411775
queensland_(other),queensland_(other)_11,sw_pacific,2000,315.7307049,315.7307049,335.2809387,142.4741,-10.2469,1.272180709,0,Fished,61,27.46837014
queensland_(other),queensland_(other)_15,sw_pacific,2000,643.8923576,643.8923576,660.6005283,143.5945,-9.8557,1.284305843,0,Fished,90,27.35516915
queensland_(other),queensland_(other)_16,sw_pacific,5000,1003.516175,1036.22683,1539.778863,144.1534,-9.9628,1.247758104,0,Fished,204,27.18128636
queensland_(other),queensland_(other)_17,sw_pacific,3000,560.0045611,560.0045611,908.0844418,144.0261,-9.9467,1.226788768,0,Fished,197,27.1767765
queensland_(other),queensland_(other)_18,sw_pacific,9000,613.000814,613.000814,896.6307084,143.8639,-10.063,1.04806209,0,Fished,237,27.18604539
queensland_(other),queensland_(other)_19,sw_pacific,3000,815.8474078,815.8474078,899.420226,143.0928,-10.5209,0.847466041,0,Fished,121,27.31858919
queensland_(other),queensland_(other)_3,sw_pacific,3500,50.92327612,50.92327612,58.47013088,141.9102,-10.6047,1.093172132,5,Restricted,37,27.58502951
queensland_(other),queensland_(other)_7,sw_pacific,2000,1942.652461,2551.167732,4155.653564,140.1492,-15.4886,0.036680504,7,Restricted,54,27.95772663
queensland_(other),queensland_(other)_9,sw_pacific,2000,562.2602086,562.2602086,846.4936434,141.228,-10.5005,0.651674955,7,Closed,42,27.74529785
raja_ampat,raja_ampat_1,central_iwp,4000,150.4829334,150.4829334,169.6078915,130.4086,-2.0447,4.924106594,6,Closed,71,28.79430935
raja_ampat,raja_ampat_10,central_iwp,10000,164.6951876,164.6951876,193.1752774,130.6819,-2.0293,3.680789837,6,Closed,109,28.85529236
raja_ampat,raja_ampat_11,central_iwp,13000,1161.214206,1360.718239,1687.115529,130.6736,-0.5579,3.985934653,10,Restricted,364,29.21169156
raja_ampat,raja_ampat_12,central_iwp,9500,1763.697039,1787.590162,2856.420289,130.6958,-0.4906,6.724699201,10,Restricted,346,29.2952458
raja_ampat,raja_ampat_13,central_iwp,4500,588.3195333,646.5345555,751.6754087,130.5671,-0.5844,5.034816616,10,Restricted,256,29.09358643
raja_ampat,raja_ampat_14,central_iwp,4500,588.0802831,588.0802831,691.8643105,130.2878,-0.5751,3.346761432,10,Restricted,218,29.00041557
raja_ampat,raja_ampat_16,central_iwp,2000,952.2913082,952.2913082,1609.082934,130.7139,-0.6996,5.211632757,10,Restricted,178,29.13433666
raja_ampat,raja_ampat_2,central_iwp,45000,125.8723629,125.8723629,133.3289234,130.4565,-2.1812,4.364569244,6,Restricted,201,28.76996377
raja_ampat,raja_ampat_3,central_iwp,9000,81.94873486,81.94873486,85.45405025,130.5943,-1.9995,4.84776921,10,Restricted,109,28.83803334
raja_ampat,raja_ampat_3,central_iwp,9000,81.94873486,81.94873486,85.45405025,130.5943,-1.9995,4.84776921,10,Restricted,109,28.83803334
raja_ampat,raja_ampat_4,central_iwp,12000,66.28371548,66.28371548,72.17075895,130.4616,-1.9653,4.730776271,10,Restricted,83,28.80457771
raja_ampat,raja_ampat_5,central_iwp,10000,69.74667793,69.74667793,74.87398644,130.3213,-2.1198,4.150658546,10,Restricted,99,28.77474198
raja_ampat,raja_ampat_6,central_iwp,30000,124.9156004,124.9156004,141.1980362,130.5616,-2.222,3.97345994,6,Closed,190,28.76996377
raja_ampat,raja_ampat_7,central_iwp,24000,139.704416,139.704416,159.753572,130.225,-2.173,4.74093413,10,Restricted,166,28.77993912
raja_ampat,raja_ampat_8,central_iwp,20000,115.099702,115.099702,117.1199578,130.9127,-2.1554,6.321245119,6,Closed,148,28.84075238
raja_ampat,raja_ampat_9,central_iwp,10000,180.3951412,180.3951412,198.4503695,130.7869,-2.0056,3.609582136,10,Restricted,108,28.85529236
rapa_nui,rapa_nui_1,easter,3500,61.09723571,61.09723571,65.65899244,-109.4173,-27.1,102.6973812,1,Restricted,34,22.66947101
rapa_nui,rapa_nui_2,easter,700,62.23944474,62.23944474,62.55013264,-109.2828,-27.0754,7.845622948,1,Restricted,28,22.65680124
rapa_nui,rapa_nui_3,easter,7800,56.36786252,56.36786252,63.38777848,-109.4407,-27.1587,2484.81206,1,Restricted,37,22.64377003
rapa_nui,rapa_nui_4,easter,900,24.00467111,24.00467111,25.74939811,-109.3511,-27.1608,53.25406974,1,Restricted,21,22.63233521
red_sea,red_sea_2,nw_indian,2500,637.5681168,637.5681168,675.9582661,35.8861,23.4073,20.54806121,24,Restricted,88,26.98606731
revillagigedo,revillagigedo_1,offshore_tep,6000,163.9254078,163.9254078,198.3021824,-110.9158,18.7996,0.098506011,2,Restricted,51,25.81018562
revillagigedo,revillagigedo_2,offshore_tep,5400,76.02174675,76.02174675,122.7184268,-110.8029,19.3336,0.082400503,2,Restricted,46,25.55646986
revillagigedo,revillagigedo_3,offshore_tep,600,170.4505946,170.4505946,538.0926626,-112.0843,18.9927,0.00298335,2,Restricted,26,25.35435868
rio_de_janeiro,rio_de_janeiro_1,sw_atlantic,440,32.46499911,32.46499911,48.59294711,-43.2061,-23.0319,4257.436837,0,Fished,28,23.58691077
rocas,rocas_1,offshore_sw_atlantic,6240,315.4125713,315.4125713,406.8819799,-33.8153,-3.8609,8.759246726,40,Closed,41,27.40041012
rongalap_atoll,rongalap_atoll_1,central_pacific,3000,510.4482079,510.4482079,700.6021198,166.8767,11.162,0.076828935,17,Closed,152,27.9048625
rongalap_atoll,rongalap_atoll_2,central_pacific,1500,475.6429523,475.6429523,1291.508211,166.7657,11.1683,0.047221911,17,Closed,95,27.90646707
rose_atoll,rose_atoll_1,central_pacific,8000,271.1308743,271.1308743,278.9518412,-168.1586,-14.5399,0.240674063,10,Restricted,137,28.17118226
salaz_y_gomez,salaz_y_gomez_1,easter,11800,189.613369,189.613369,291.1882405,-105.362,-26.4706,0.002425095,9,Closed,36,22.36693817
salvador_bts,salvador_bts_1,sw_atlantic,4480,55.44866121,55.44866121,58.36939018,-38.5286,-12.8698,2835.524685,0,Fished,62,26.97624257
salvador_bts,salvador_bts_2,sw_atlantic,2440,40.04179022,40.04179022,43.95635616,-38.6264,-12.8092,913.8113451,0,Fished,35,26.96903557
samoa,samoa_1,central_pacific,19500,42.78363041,42.78363041,46.53816183,-170.8014,-14.2853,10.47139258,0,Fished,191,28.26298679
samoa,samoa_2,central_pacific,750,52.92180559,52.92180559,67.93082241,-170.5517,-14.2836,9.619699536,0,Fished,69,28.26368228
samoa,samoa_3,central_pacific,16700,225.0891548,225.0891548,239.7472953,-169.6752,-14.1675,1.221461016,0,Fished,212,28.28596323
samoa,samoa_4,central_pacific,3750,54.29437089,54.29437089,59.17000672,-169.4833,-14.2167,4.900748768,0,Fished,112,28.26729949
samoa,samoa_6,central_pacific,1500,48.45417465,48.45417465,75.94781474,-171.0856,-11.0514,0.185993304,0,Fished,63,28.81452838
samoa,samoa_7,central_pacific,8250,75.35971589,75.35971589,89.0388161,-171.7858,-13.8093,980.1064202,0,Fished,165,28.40360835
samoa,samoa_8,central_pacific,2000,75.44278217,75.44278217,75.44798207,-170.67,-14.2836,1211.681489,0,Fished,70,28.25949554
san_blas,san_blas_1,caribbean,6500,235.2121237,235.2121237,256.3275794,-78.915,9.5717,83.39860752,0,Fished,75,27.9221571
santa_catarina,santa_catarina_1,sw_atlantic,12560,88.83822906,88.83822906,124.2741355,-48.3575,-27.281,269.533681,19,Restricted,77,22.26363588
santa_catarina,santa_catarina_2,sw_atlantic,2840,16.94893846,16.94893846,72.90027292,-48.4679,-27.6942,1134.770139,0,Fished,41,22.0268341
santa_catarina,santa_catarina_3,sw_atlantic,2560,107.4861895,107.4861895,119.9051968,-48.3991,-27.1746,326.1445974,19,Restricted,43,22.30991188
santa_catarina,santa_catarina_4,sw_atlantic,1600,31.69254448,31.69254448,46.89495772,-48.432,-27.8455,253.218654,19,Restricted,37,21.95692995
santa_catarina,santa_catarina_5,sw_atlantic,1840,57.23408112,57.23408112,108.8228396,-48.5196,-27.1194,315.0316408,0,Fished,33,22.37192722
seaflower_marine_reserve,seaflower_marine_reserve_1,caribbean,10500,258.3627293,258.3627293,281.6971043,-81.367,13.4083,7.147167721,14,Closed,102,27.80955032
seaflower_marine_reserve,seaflower_marine_reserve_2,caribbean,4500,586.981502,586.981502,786.1347139,-81.4109,13.3608,11.26624407,14,Closed,86,27.80981318
seaflower_marine_reserve,seaflower_marine_reserve_3,caribbean,8500,371.6934358,371.6934358,398.6168849,-81.7014,12.5719,12719.2482,14,Closed,88,27.80576062
seychelles,seychelles_1,western_indian,4500,183.9367668,183.9367668,207.4743002,55.4187,-4.5985,792.0813674,0,Fished,138,27.88668613
seychelles,seychelles_2,western_indian,2000,356.4425464,356.4425464,615.6778131,55.3775,-4.6528,193.9620366,0,Fished,117,27.87567296
seychelles,seychelles_3,western_indian,2400,247.2018351,247.2018351,349.8225218,46.5329,-9.7336,1.330337611,1,Closed,150,26.84248024
seychelles,seychelles_4,western_indian,4800,317.2741326,317.2741326,578.3615206,47.5678,-9.6589,0.654644762,1,Closed,178,26.75051146
seychelles,seychelles_5,western_indian,2800,346.0214262,346.0214262,450.2021229,47.7694,-10.0797,1.394087107,1,Closed,155,26.70022396
seychelles,seychelles_6,western_indian,5200,451.5391289,451.5391289,559.5752014,46.2062,-9.4347,0.779554667,1,Closed,212,26.90400269
society_islands,society_islands_1,polynesian,1500,574.6965118,574.6965118,2401.965271,-145.8957,-15.9377,0.748946292,0,Fished,103,27.77064014
society_islands,society_islands_2,polynesian,1500,434.6057356,434.6057356,589.9347656,-145.6981,-16.0754,0.678771699,0,Fished,106,27.73034715
society_islands,society_islands_4,polynesian,4000,365.619897,365.619897,1195.753033,-149.8628,-17.4845,472.559687,0,Fished,129,27.61781428
society_islands,society_islands_6,polynesian,1500,339.3628568,339.3628568,389.9612496,-151.0184,-16.7152,5.642162935,0,Fished,89,27.68722283
society_islands,society_islands_7,polynesian,2000,514.2469356,514.2469356,632.8089121,-151.4233,-16.744,133.8347209,0,Fished,93,27.70673267
solomon,solomon_1,central_iwp,2500,90.60664678,90.60664678,145.7937671,160.1488,-9.0667,5.436542038,0,Fished,127,29.28295663
solomon,solomon_10,central_iwp,2500,50.45989006,50.45989006,55.06765897,158.226,-7.4068,4.580460162,12,Fished,107,29.31478029
