locality,sites,region,area,biomassarea1,biomassarea2,biomassarea,lon,lat,grav_total,Age_of_protection,Class,richness,temp
solomon,solomon_11,central_iwp,2500,344.8031119,344.8031119,350.8337732,158.0932,-7.3743,1.39290354,0,Fished,137,29.30259518
solomon,solomon_12,central_iwp,2500,334.787737,334.787737,365.6127501,158.0456,-7.4678,12.81812821,24,Closed,150,29.2849747
solomon,solomon_13,central_iwp,1250,110.8596011,110.8596011,119.4542844,157.7898,-7.5405,1.919596686,0,Fished,101,29.27611106
solomon,solomon_14,central_iwp,1250,80.6093443,80.6093443,87.67635663,157.5383,-7.4258,5.969233289,0,Fished,83,29.29571675
solomon,solomon_15,central_iwp,1250,223.0013971,223.0013971,236.9317274,157.4174,-7.4144,1.002338702,21,Closed,87,29.30765815
solomon,solomon_16,central_iwp,1250,341.816406,341.816406,347.2407768,157.2786,-7.3565,9.851328313,0,Fished,97,29.3339506
solomon,solomon_17,central_iwp,2500,214.771615,214.771615,231.9524245,156.3959,-6.6937,20.50000068,0,Fished,144,29.35013076
solomon,solomon_18,central_iwp,2500,100.681213,100.681213,102.5609808,156.5717,-6.6269,3.813107818,0,Fished,130,29.38797852
solomon,solomon_19,central_iwp,2500,494.9980931,964.6176518,988.8017848,156.0865,-6.9653,7.66419107,21,Restricted,89,29.32699277
solomon,solomon_2,central_iwp,1250,105.0653271,105.0653271,107.5225076,160.0338,-8.843,10.51234142,0,Fished,88,29.31675728
solomon,solomon_20,central_iwp,1250,74.65259988,74.65259988,106.8600337,156.5142,-7.7385,2.43652786,0,Fished,78,29.37778136
solomon,solomon_21,central_iwp,2250,529.2527502,529.2527502,630.9444787,156.7709,-8.0173,4.114091201,21,Closed,173,29.36725016
solomon,solomon_22,central_iwp,1250,225.7388587,225.7388587,242.5423196,157.2228,-8.3149,22.06048862,8,Restricted,75,29.3496954
solomon,solomon_23,central_iwp,1250,102.4815072,102.4815072,103.9856201,157.3325,-8.395,20.28991569,0,Fished,95,29.33214886
solomon,solomon_24,central_iwp,1250,223.6484724,223.6484724,239.8547111,157.8035,-8.6452,3.240127096,0,Fished,82,29.29267185
solomon,solomon_25,central_iwp,1250,145.7012041,145.7012041,250.054646,157.9521,-8.426,35.56657712,0,Fished,80,29.34697635
solomon,solomon_26,central_iwp,1250,168.2313499,168.2313499,415.8594178,158.025,-8.5375,6.589688265,0,Fished,101,29.34213242
solomon,solomon_27,central_iwp,2500,354.2605642,354.2605642,379.902019,158.2092,-8.683,22.61747543,0,Fished,126,29.31359738
solomon,solomon_28,central_iwp,2500,200.8788982,200.8788982,212.9077538,159.1105,-8.982,5.327368378,0,Fished,144,29.35122607
solomon,solomon_29,central_iwp,2500,80.57066808,80.57066808,84.75233303,159.1466,-9.1271,19.45801129,0,Fished,139,29.33257326
solomon,solomon_3,central_iwp,1250,59.0050427,59.0050427,59.12498344,159.6348,-8.1455,3.753540451,0,Fished,74,29.32487338
solomon,solomon_30,central_iwp,2500,193.4754165,370.4037903,374.2386671,160.8836,-9.8262,10.4780996,0,Fished,114,29.16495829
solomon,solomon_31,central_iwp,1250,146.1456516,146.1456516,150.3946071,161.3583,-10.3518,8.85182226,0,Fished,95,29.09292379
solomon,solomon_32,central_iwp,1250,34.81626032,34.81626032,216.8796706,161.5101,-10.475,2.718010705,0,Fished,73,29.05920801
solomon,solomon_33,central_iwp,2500,66.90818672,66.90818672,83.40326572,162.2745,-10.799,62.38257918,0,Fished,134,28.91664229
solomon,solomon_34,central_iwp,2500,126.9459376,126.9459376,157.6923417,161.9626,-10.2595,4.13937991,0,Fished,141,29.04349608
solomon,solomon_35,central_iwp,1250,63.36049814,63.36049814,63.98715373,161.6769,-10.1866,7.290543359,0,Fished,65,29.09295936
solomon,solomon_36,central_iwp,1250,79.12439095,79.12439095,79.12439095,161.7196,-10.2898,6.705296479,0,Fished,89,29.07200646
solomon,solomon_37,central_iwp,2500,99.99455815,99.99455815,103.4506157,161.2209,-9.4466,5.760687038,0,Fished,128,29.21634929
solomon,solomon_38,central_iwp,1250,79.03589607,79.03589607,82.12711224,161.575,-9.6205,3.076457417,0,Fished,80,29.17887669
solomon,solomon_39,central_iwp,2500,116.2858683,116.2858683,125.117861,161.0117,-8.7613,72.61468967,0,Fished,122,29.24609738
solomon,solomon_4,central_iwp,1250,171.5364924,171.5364924,174.8516008,159.7833,-8.4167,10.82241635,0,Fished,49,29.33406288
solomon,solomon_40,central_iwp,2500,57.19735382,57.19735382,59.51950147,160.6612,-8.3477,26.5030484,0,Fished,114,29.28958039
solomon,solomon_41,central_iwp,2000,47.10497694,47.10497694,49.97462807,160.636,-8.8271,12.24440375,0,Fished,90,29.30085093
solomon,solomon_42,central_iwp,1250,49.06125629,49.06125629,54.55509338,160.3372,-9.2885,14.62806253,0,Fished,58,29.25464887
solomon,solomon_43,central_iwp,1250,59.71500927,59.71500927,59.71500927,159.7854,-9.1179,68.68405511,0,Fished,85,29.29915049
solomon,solomon_44,central_iwp,1250,16.50627747,16.50627747,123.5454574,159.6766,-9.2515,95.68030603,0,Fished,46,29.28357821
solomon,solomon_45,central_iwp,1250,5.971831982,5.971831982,12.10102801,155.8961,-7.0712,2.378194655,0,Fished,16,29.33983231
solomon,solomon_46,central_iwp,2500,237.0683204,347.7240909,380.9397528,155.5456,-7.4096,1.079581739,0,Fished,27,29.35852615
solomon,solomon_47,central_iwp,1500,1049.905953,1049.905953,1132.658465,156.9153,-8.1159,5.298710999,21,Closed,160,29.35811545
solomon,solomon_5,central_iwp,1250,274.5734278,274.5734278,286.405309,159.441,-8.3517,2.497625831,0,Fished,81,29.34720635
solomon,solomon_6,central_iwp,1250,39.40542105,39.40542105,39.88586408,159.2306,-8.2051,5.888259532,0,Fished,69,29.35546484
solomon,solomon_7,central_iwp,1250,261.5467082,261.5467082,272.9295613,158.9126,-8.0062,19.26737234,0,Fished,89,29.36747743
solomon,solomon_8,central_iwp,1250,64.80812435,64.80812435,64.82671902,158.722,-7.8465,1.644818785,0,Fished,69,29.36426549
solomon,solomon_9,central_iwp,3750,251.4568974,251.4568974,256.8176098,158.3797,-7.5394,6.736022384,12,Restricted,131,29.33068388
southern_coral_sea,southern_coral_sea_2,sw_pacific,9000,206.94561,206.94561,212.2252174,155.5534,-23.2465,0.32951139,7,Closed,172,24.72486253
southern_coral_sea,southern_coral_sea_3,sw_pacific,6500,158.8652081,158.8652081,197.7869023,155.4647,-22.1699,0.120199672,7,Closed,150,25.16804436
southern_coral_sea,southern_coral_sea_4,sw_pacific,6000,411.8099375,411.8099375,808.9246598,155.339,-22.1904,0.132255008,7,Closed,158,25.18280339
southern_coral_sea,southern_coral_sea_5,sw_pacific,4000,30.33354761,30.33354761,50.42824075,155.1722,-22.1816,0.141334445,7,Closed,98,25.22691894
southern_coral_sea,southern_coral_sea_6,sw_pacific,6000,239.8638264,385.2850764,423.9418597,153.5603,-21.8959,0.294881999,7,Closed,164,25.68883292
southern_coral_sea,southern_coral_sea_7,sw_pacific,10000,111.7900726,111.7900726,126.6724849,155.763,-21.2321,9.30E-05,7,Closed,155,25.35074696
southern_coral_sea,southern_coral_sea_8,sw_pacific,13000,183.0578774,183.0578774,223.643918,154.3797,-20.9915,0.087271449,7,Closed,209,25.61579077
southwestern_caribbean,southwestern_caribbean_2,caribbean,1500,454.7860281,539.0705298,569.381773,-80.2402,14.3594,0.472886429,14,Restricted,61,27.79259522
southwestern_caribbean,southwestern_caribbean_3,caribbean,1500,380.1907767,380.1907767,441.9500646,-80.2298,14.4444,0.478113344,14,Restricted,62,27.79669981
stome,stome_1,eastern_atlantic,800,117.6348373,117.6348373,289.0243826,6.7155,0.4075,280.901741,0,Fished,35,27.38571132
stome,stome_2,eastern_atlantic,1440,68.1635964,68.1635964,103.1458005,6.4983,0.3171,312.6254476,0,Fished,35,27.32262809
stome,stome_3,eastern_atlantic,840,55.67507126,55.67507126,71.70147738,6.5247,7.00E-04,50.98759892,0,Fished,36,27.20654923
stome,stome_4,eastern_atlantic,760,140.6341148,140.6341148,204.2045082,6.7426,0.2542,3685.539462,0,Fished,30,27.31334825
stome,stome_5,eastern_atlantic,960,168.4518404,168.4518404,271.956714,6.6333,0.0333,53.99114968,0,Fished,29,27.19895887
stpauls_rocks,stpauls_rocks_1,offshore_sw_atlantic,5000,533.6256031,533.6256031,566.0491056,-29.3446,0.9181,0,1,Closed,21,27.33693531
tanzania,tanzania_1,western_indian,4000,82.05010158,82.05010158,109.3998002,40.1703,-10.2357,323.1467077,0,Fished,164,27.53677102
tonga,tonga_1,central_pacific,5160,88.79978859,88.79978859,90.28915235,-174.3952,-19.8283,8.871400927,0,Fished,233,26.00985156
tonga,tonga_10,central_pacific,9520,57.48737303,57.48737303,71.63706779,-175.0036,-21.1126,0.031036787,0,Fished,272,25.57140415
tonga,tonga_11,central_pacific,4160,50.39981213,50.39981213,53.58457127,-173.94,-18.7197,13.96639455,0,Fished,230,26.55757882
tonga,tonga_2,central_pacific,1500,215.0916064,215.0916064,218.5295082,-174.7209,-19.9368,0.723435024,0,Fished,74,25.97714345
tonga,tonga_3,central_pacific,1500,430.1842233,430.1842233,494.4993921,-174.704,-20.0798,0.912890815,0,Fished,117,25.91113305
tonga,tonga_4,central_pacific,4000,325.8606815,325.8606815,346.0138509,-174.115,-18.7054,9.637179249,0,Fished,182,26.55343314
tonga,tonga_5,central_pacific,4500,271.296276,271.296276,275.7442515,-173.772,-15.9306,1.989224663,0,Fished,127,27.83014452
tonga,tonga_7,central_pacific,2500,205.3941372,205.3941372,239.529753,-174.4924,-19.9616,7.603968166,0,Fished,128,25.92717357
tonga,tonga_8,central_pacific,2500,226.4487803,226.4487803,296.8368272,-174.7436,-20.5031,43.37380658,0,Fished,101,25.70779242
trindade,trindade_1,offshore_sw_atlantic,11440,648.9272908,648.9272908,716.7614916,-29.3227,-20.5076,0,1,Closed,59,25.25249121
trindade,trindade_2,offshore_sw_atlantic,680,1330.12691,1475.593258,1503.478157,-28.8568,-20.4741,0,1,Closed,28,25.20253776
turks_and_caicos_islands,turks_and_caicos_islands_1,caribbean,2000,63.90100339,63.90100339,67.74241661,-72.1848,21.8158,80.25553865,0,Fished,38,27.15214343
whitsundays,whitsundays_2,sw_pacific,4000,423.0430407,423.0430407,562.500567,149.1345,-19.8131,2.346484256,15,Closed,117,25.67532799
