ID,ID2,Lon,Lat,TERRITORY1,sItes
V2387,2395,151.32,-10.66,Papua New Guinea,
V2388,2396,151.24,-10.66,Papua New Guinea,
V2389,2397,152.52,-10.58,Papua New Guinea,
V2390,2398,151.56,-10.66,Papua New Guinea,
V2391,2399,151.4,-10.66,Papua New Guinea,
V2392,2400,152.52,-10.66,Papua New Guinea,
V2393,2401,155.88,-10.74,Papua New Guinea,
V2394,2402,151.24,-10.74,Papua New Guinea,
V2395,2403,155.8,-10.74,Papua New Guinea,
V2396,2404,151.48,-10.66,Papua New Guinea,
V2397,2405,151.48,-10.74,Papua New Guinea,
V2398,2406,151.56,-10.74,Papua New Guinea,
V2399,2407,151.64,-10.74,Papua New Guinea,
V2400,2408,151.4,-10.74,Papua New Guinea,
V2401,2409,152.36,-10.82,Papua New Guinea,
V2402,2410,152.2,-10.82,Papua New Guinea,
V2403,2411,152.44,-10.82,Papua New Guinea,
V2404,2412,155.72,-10.82,Papua New Guinea,
V2405,2413,151.72,-10.82,Papua New Guinea,
V2406,2414,152.52,-10.9,Papua New Guinea,
V2407,2415,151.16,-10.82,Papua New Guinea,
V2408,2416,155.64,-10.82,Papua New Guinea,
V2409,2417,152.92,-10.82,Papua New Guinea,
V2410,2418,151.8,-10.82,Papua New Guinea,
V2411,2419,155.8,-10.82,Papua New Guinea,
V2412,2420,152.68,-8.98,Papua New Guinea,
V2413,2421,150.92,-10.1,Papua New Guinea,
V2414,2422,150.04,-9.78,Papua New Guinea,
V2415,2423,149.88,-9.78,Papua New Guinea,
V2416,2424,154.04,-11.46,Papua New Guinea,
V2417,2425,152.76,-10.74,Papua New Guinea,
V2418,2426,152.68,-10.74,Papua New Guinea,
V2419,2427,152.92,-9.06,Papua New Guinea,
V2420,2428,152.84,-8.98,Papua New Guinea,
V2421,2429,152.76,-8.98,Papua New Guinea,
V2422,2430,150.12,-9.46,Papua New Guinea,
V2423,2431,150.52,-8.34,Papua New Guinea,
V2424,2432,150.36,-8.34,Papua New Guinea,
V2425,2433,150.04,-8.34,Papua New Guinea,
V2426,2434,150.44,-8.34,Papua New Guinea,
V2427,2435,150.76,-8.34,Papua New Guinea,
V2428,2436,150.68,-8.34,Papua New Guinea,
V2429,2437,149.4,-8.34,Papua New Guinea,
V2430,2438,150.6,-8.34,Papua New Guinea,
V2431,2439,149.88,-8.34,Papua New Guinea,
V2432,2440,149.8,-8.34,Papua New Guinea,
V2433,2441,149.64,-8.34,Papua New Guinea,
V2434,2442,149.08,-8.34,Papua New Guinea,
V2435,2443,149.72,-8.34,Papua New Guinea,
V2436,2444,149.24,-8.34,Papua New Guinea,
V2437,2445,149.48,-8.34,Papua New Guinea,
V2438,2446,150.2,-8.34,Papua New Guinea,
V2439,2447,149.16,-8.26,Papua New Guinea,
V2440,2448,149.16,-8.34,Papua New Guinea,
V2441,2449,149.32,-8.34,Papua New Guinea,
V2442,2450,150.84,-8.34,Papua New Guinea,
V2443,2451,149.24,-8.26,Papua New Guinea,
V2444,2452,150.12,-8.34,Papua New Guinea,
V2445,2453,149.32,-8.26,Papua New Guinea,
V2446,2454,151,-8.42,Papua New Guinea,
V2447,2455,151.16,-8.42,Papua New Guinea,
V2448,2456,149.48,-8.42,Papua New Guinea,
V2449,2457,149.64,-8.42,Papua New Guinea,
V2450,2458,150.28,-8.42,Papua New Guinea,
V2451,2459,150.12,-8.42,Papua New Guinea,
V2452,2460,150.44,-8.42,,
V2453,2461,149.8,-8.5,Papua New Guinea,
V2454,2462,150.12,-8.5,Papua New Guinea,
V2455,2463,149.96,-8.5,Papua New Guinea,
V2456,2464,150.2,-8.5,Papua New Guinea,
V2457,2465,150.92,-8.5,Papua New Guinea,
V2458,2466,149.4,-8.42,Papua New Guinea,
V2459,2467,150.04,-8.5,Papua New Guinea,
V2460,2468,149.16,-8.42,Papua New Guinea,
V2461,2469,149.8,-8.42,Papua New Guinea,
V2462,2470,149.72,-8.42,Papua New Guinea,
V2463,2471,150.04,-8.42,Papua New Guinea,
V2464,2472,150.36,-8.42,Papua New Guinea,
V2465,2473,149.96,-8.42,Papua New Guinea,
V2466,2474,150.6,-8.42,Papua New Guinea,
V2467,2475,149.32,-8.42,Papua New Guinea,
V2468,2476,149.24,-8.42,Papua New Guinea,
V2469,2477,150.84,-8.42,Papua New Guinea,
V2470,2478,149.56,-8.42,Papua New Guinea,
V2471,2479,149.08,-8.42,Papua New Guinea,
V2472,2480,149.8,-8.58,Papua New Guinea,
V2473,2481,149.64,-8.58,Papua New Guinea,
V2474,2482,149.56,-8.58,Papua New Guinea,
V2475,2483,150.04,-8.58,Papua New Guinea,
V2476,2484,150.2,-8.58,Papua New Guinea,
V2477,2485,149.96,-8.58,Papua New Guinea,
V2478,2486,150.12,-8.58,Papua New Guinea,
V2479,2487,150.44,-8.58,Papua New Guinea,
V2480,2488,149.24,-8.58,Papua New Guinea,
V2481,2489,149.88,-8.58,Papua New Guinea,
V2482,2490,150.52,-8.58,Papua New Guinea,
V2483,2491,149.72,-8.58,Papua New Guinea,
V2484,2492,150.92,-8.58,Papua New Guinea,
V2485,2493,149.88,-8.5,Papua New Guinea,
V2486,2494,149.64,-8.5,Papua New Guinea,
V2487,2495,149.24,-8.5,Papua New Guinea,
V2488,2496,150.84,-8.5,Papua New Guinea,
V2489,2497,149.56,-8.5,Papua New Guinea,
V2490,2498,150.44,-8.5,Papua New Guinea,
V2491,2499,150.52,-8.5,Papua New Guinea,
V2492,2500,149.08,-8.5,Papua New Guinea,
V2493,2501,149.32,-8.5,Papua New Guinea,
V2494,2502,149.72,-8.5,Papua New Guinea,
V2495,2503,149.48,-8.5,Papua New Guinea,
V2496,2504,149.4,-8.5,Papua New Guinea,
V2497,2505,151.4,-8.66,Papua New Guinea,
V2498,2506,150.28,-8.66,Papua New Guinea,
V2499,2507,149.8,-8.66,Papua New Guinea,
V2500,2508,151.4,-8.58,Papua New Guinea,
V2501,2509,150.6,-8.66,Papua New Guinea,
V2502,2510,149.16,-8.66,Papua New Guinea,
V2503,2511,149.32,-8.66,Papua New Guinea,
V2504,2512,150.68,-8.66,Papua New Guinea,
V2505,2513,151.72,-8.66,Papua New Guinea,
V2506,2514,149.64,-8.66,Papua New Guinea,
V2507,2515,151.08,-8.66,Papua New Guinea,
V2508,2516,150.84,-8.66,Papua New Guinea,
V2509,2517,149.4,-8.66,Papua New Guinea,
V2510,2518,149.88,-8.66,Papua New Guinea,
V2511,2519,151.64,-8.66,Papua New Guinea,
V2512,2520,150.76,-8.66,Papua New Guinea,
V2513,2521,149.16,-8.58,Papua New Guinea,
V2514,2522,150.36,-8.66,Papua New Guinea,
V2515,2523,151.32,-8.66,Papua New Guinea,
V2516,2524,149.32,-8.58,Papua New Guinea,
V2517,2525,149.4,-8.58,Papua New Guinea,
V2518,2526,149.08,-8.58,Papua New Guinea,
V2519,2527,151.32,-8.58,Papua New Guinea,
V2520,2528,149.24,-8.66,Papua New Guinea,
V2521,2529,149.56,-8.66,Papua New Guinea,
V2522,2530,149.48,-8.66,Papua New Guinea,
V2523,2531,150.04,-8.66,Papua New Guinea,
V2524,2532,149.96,-8.66,Papua New Guinea,
V2525,2533,150.44,-8.66,Papua New Guinea,
V2526,2534,150.2,-8.66,Papua New Guinea,
V2527,2535,150.36,-8.74,Papua New Guinea,
V2528,2536,149.96,-8.74,Papua New Guinea,
V2529,2537,150.84,-8.82,Papua New Guinea,
V2530,2538,150.76,-8.74,Papua New Guinea,
V2531,2539,149.24,-8.74,Papua New Guinea,
V2532,2540,150.84,-8.74,Papua New Guinea,
V2533,2541,150.2,-8.74,Papua New Guinea,
V2534,2542,150.12,-8.74,Papua New Guinea,
V2535,2543,150.76,-8.82,Papua New Guinea,
V2536,2544,150.36,-8.82,Papua New Guinea,
V2537,2545,150.12,-8.82,Papua New Guinea,
V2538,2546,149.08,-8.74,Papua New Guinea,
V2539,2547,151.16,-8.74,Papua New Guinea,
V2540,2548,151.16,-8.82,Papua New Guinea,
V2541,2549,150.92,-8.82,Papua New Guinea,
V2542,2550,150.68,-8.82,Papua New Guinea,
V2543,2551,151.08,-8.74,,
V2544,2552,150.28,-8.74,Papua New Guinea,
V2545,2553,150.52,-8.74,Papua New Guinea,
V2546,2554,151,-8.66,Papua New Guinea,
V2547,2555,150.52,-8.66,Papua New Guinea,
V2548,2556,150.6,-8.74,Papua New Guinea,
V2549,2557,151.64,-8.74,Papua New Guinea,
V2550,2558,149.48,-8.74,Papua New Guinea,
V2551,2559,149.4,-8.74,Papua New Guinea,
V2552,2560,149.32,-8.74,Papua New Guinea,
V2553,2561,150.04,-8.74,Papua New Guinea,
V2554,2562,150.92,-8.74,Papua New Guinea,
V2555,2563,150.44,-8.74,Papua New Guinea,
V2556,2564,149.88,-8.74,Papua New Guinea,
V2557,2565,150.68,-8.74,Papua New Guinea,
V2558,2566,152.28,-4.98,Papua New Guinea,
V2559,2567,152.84,-4.82,Papua New Guinea,
V2560,2568,149.56,-6.26,Papua New Guinea,
V2561,2569,149.16,-6.18,Papua New Guinea,
V2562,2570,149.48,-6.18,Papua New Guinea,
V2563,2571,148.44,-8.34,Papua New Guinea,
V2564,2572,148.68,-8.26,Papua New Guinea,
V2565,2573,148.76,-8.34,Papua New Guinea,
V2566,2574,148.68,-8.34,Papua New Guinea,
V2567,2575,148.52,-8.26,Papua New Guinea,
V2568,2576,148.44,-8.26,Papua New Guinea,
V2569,2577,148.76,-8.26,Papua New Guinea,
V2570,2578,148.6,-8.26,Papua New Guinea,
V2571,2579,149,-8.34,Papua New Guinea,
V2572,2580,148.92,-8.34,Papua New Guinea,
V2573,2581,148.92,-8.42,Papua New Guinea,
V2574,2582,148.52,-8.42,Papua New Guinea,
V2575,2583,148.36,-8.34,Papua New Guinea,
V2576,2584,148.52,-8.34,Papua New Guinea,
V2577,2585,148.84,-8.34,Papua New Guinea,
V2578,2586,148.6,-8.34,Papua New Guinea,
V2579,2587,148.12,-8.02,Papua New Guinea,
V2580,2588,148.44,-8.02,Papua New Guinea,
V2581,2589,148.04,-8.02,Papua New Guinea,
V2582,2590,149.64,-6.34,Papua New Guinea,
V2583,2591,148.36,-8.02,Papua New Guinea,
V2584,2592,148.52,-8.18,Papua New Guinea,
V2585,2593,148.44,-8.18,Papua New Guinea,
V2586,2594,148.28,-8.26,Papua New Guinea,
V2587,2595,148.44,-8.1,Papua New Guinea,
V2588,2596,148.52,-8.1,Papua New Guinea,
V2589,2597,148.92,-8.74,Papua New Guinea,
V2590,2598,148.44,-8.58,Papua New Guinea,
V2591,2599,148.92,-8.5,Papua New Guinea,
V2592,2600,148.76,-8.42,Papua New Guinea,
V2593,2601,148.52,-8.5,Papua New Guinea,
V2594,2602,148.84,-8.5,Papua New Guinea,
V2595,2603,148.84,-8.42,Papua New Guinea,
V2596,2604,149,-8.42,Papua New Guinea,
V2597,2605,148.44,-8.42,Papua New Guinea,
V2598,2606,148.68,-8.42,Papua New Guinea,
V2599,2607,149,-8.58,Papua New Guinea,
V2600,2608,148.68,-8.58,Papua New Guinea,
V2601,2609,148.84,-8.58,Papua New Guinea,
V2602,2610,148.68,-8.5,Papua New Guinea,
V2603,2611,149,-8.5,Papua New Guinea,
V2604,2612,148.44,-8.5,Papua New Guinea,
V2605,2613,148.76,-8.5,Papua New Guinea,
V2606,2614,147.88,-6.66,Papua New Guinea,
V2607,2615,149.16,-10.34,Papua New Guinea,
V2608,2616,149.24,-10.34,Papua New Guinea,
V2609,2617,149.32,-10.34,Papua New Guinea,
V2610,2618,149.08,-10.34,Papua New Guinea,
V2611,2619,149.56,-10.42,Papua New Guinea,
V2612,2620,149.48,-10.42,Papua New Guinea,
V2613,2621,149.4,-10.42,Papua New Guinea,
V2614,2622,149.72,-10.42,Papua New Guinea,
V2615,2623,149.72,-10.5,Papua New Guinea,
V2616,2624,149.8,-10.5,Papua New Guinea,
V2617,2625,149.88,-10.58,Papua New Guinea,
V2618,2626,150.28,-10.74,Papua New Guinea,
V2619,2627,150.44,-10.9,Papua New Guinea,
V2620,2628,150.52,-10.82,Papua New Guinea,
V2621,2629,150.52,-10.9,Papua New Guinea,
V2622,2630,149.24,-10.42,Papua New Guinea,
V2623,2631,149.32,-10.42,Papua New Guinea,
V2624,2632,149.72,-10.58,Papua New Guinea,
V2625,2633,149.64,-10.58,Papua New Guinea,
V2626,2634,148.84,-10.34,Papua New Guinea,
V2627,2635,148.92,-10.34,Papua New Guinea,
V2628,2636,148.76,-10.34,Papua New Guinea,
V2629,2637,148.68,-10.34,Papua New Guinea,
V2630,2638,149,-10.34,Papua New Guinea,
V2631,2639,149.48,-10.5,Papua New Guinea,
V2632,2640,149.32,-10.5,Papua New Guinea,
V2633,2641,149.56,-10.5,Papua New Guinea,
V2634,2642,149.16,-10.42,Papua New Guinea,
V2635,2643,148.6,-10.34,Papua New Guinea,
V2636,2644,149.4,-10.5,Papua New Guinea,
V2637,2645,150.04,-10.66,Papua New Guinea,
V2638,2646,149.8,-10.66,Papua New Guinea,
V2639,2647,149.8,-10.58,Papua New Guinea,
V2640,2648,149.72,-10.66,Papua New Guinea,
V2641,2649,149.64,-10.5,Papua New Guinea,
V2642,2650,149.56,-10.58,Papua New Guinea,
V2643,2651,150.04,-10.74,Papua New Guinea,
V2644,2652,149.96,-10.74,Papua New Guinea,
V2645,2653,150.2,-10.74,Papua New Guinea,
V2646,2654,149.88,-10.66,Papua New Guinea,
V2647,2655,149.96,-10.66,Papua New Guinea,
V2648,2656,150.28,-10.82,Papua New Guinea,
V2649,2657,150.2,-10.82,Papua New Guinea,
V2650,2658,150.36,-10.82,Papua New Guinea,
V2651,2659,150.12,-10.74,Papua New Guinea,
V2652,2660,150.12,-10.82,Papua New Guinea,
V2653,2661,150.44,-10.82,Papua New Guinea,
V2654,2662,147.8,-10.18,Papua New Guinea,
V2655,2663,148.52,-10.34,Papua New Guinea,
V2656,2664,148.44,-10.34,Papua New Guinea,
V2657,2665,148.76,-10.26,Papua New Guinea,
V2658,2666,148.84,-10.26,Papua New Guinea,
V2659,2667,148.68,-10.26,Papua New Guinea,
V2660,2668,148.92,-10.26,Papua New Guinea,
V2661,2669,148.6,-10.26,Papua New Guinea,
V2662,2670,145.56,-10.18,Papua New Guinea,
V2663,2671,145.64,-10.18,Papua New Guinea,
V2664,2672,145.56,-10.1,Papua New Guinea,
V2665,2673,147.32,-9.7,Papua New Guinea,
V2666,2674,147.4,-9.7,Papua New Guinea,
V2667,2675,147.32,-9.62,Papua New Guinea,
V2668,2676,147.32,-9.54,Papua New Guinea,
V2669,2677,148.2,-10.18,Papua New Guinea,
V2670,2678,147.88,-10.18,Papua New Guinea,
V2671,2679,148.28,-10.18,Papua New Guinea,
V2672,2680,148.04,-10.18,Papua New Guinea,
V2673,2681,147.96,-10.18,Papua New Guinea,
V2674,2682,147.48,-9.94,Papua New Guinea,
V2675,2683,147.56,-9.94,Papua New Guinea,
V2676,2684,147.64,-10.02,Papua New Guinea,
V2677,2685,147.4,-9.78,Papua New Guinea,
V2678,2686,147.48,-9.86,Papua New Guinea,
V2679,2687,147.56,-10.1,Papua New Guinea,
V2680,2688,147.72,-10.1,Papua New Guinea,
V2681,2689,147.8,-10.1,Papua New Guinea,
V2682,2690,147.88,-10.1,,
V2683,2691,147.56,-10.02,Papua New Guinea,
V2684,2692,147.48,-10.02,Papua New Guinea,
V2685,2693,147.64,-10.1,Papua New Guinea,
V2686,2694,148.52,-10.26,Papua New Guinea,
V2687,2695,148.44,-10.26,Papua New Guinea,
V2688,2696,148.28,-10.26,Papua New Guinea,
V2689,2697,148.12,-10.26,Papua New Guinea,
V2690,2698,148.36,-10.26,Papua New Guinea,
V2691,2699,148.2,-10.26,Papua New Guinea,
V2692,2700,146.52,-8.9,Papua New Guinea,
V2693,2701,146.84,-9.22,Papua New Guinea,
V2694,2702,146.6,-9.06,Papua New Guinea,
V2695,2703,146.52,-8.98,Papua New Guinea,
V2696,2704,145.64,-10.02,Papua New Guinea,
V2697,2705,147.24,-9.62,Papua New Guinea,
V2698,2706,145.8,-10.02,Papua New Guinea,
V2699,2707,145.72,-10.02,Papua New Guinea,
V2700,2708,147,-9.54,Papua New Guinea,
V2701,2709,147.24,-9.54,Papua New Guinea,
V2702,2710,147.08,-9.54,Papua New Guinea,
V2703,2711,145.64,-10.26,Papua New Guinea,
V2704,2712,145.56,-10.02,Papua New Guinea,
V2705,2713,145.8,-10.1,Papua New Guinea,
V2706,2714,145.72,-10.1,Papua New Guinea,
V2707,2715,145.64,-10.1,Papua New Guinea,
V2708,2716,145.72,-10.18,Papua New Guinea,
V2709,2717,146.84,-9.38,Papua New Guinea,
V2710,2718,146.92,-9.3,Papua New Guinea,
V2711,2719,146.76,-9.3,Papua New Guinea,
V2712,2720,146.76,-9.38,Papua New Guinea,
V2713,2721,146.84,-9.46,Papua New Guinea,
V2714,2722,147.16,-9.54,Papua New Guinea,
V2715,2723,147,-9.46,Papua New Guinea,
V2716,2724,146.92,-9.46,Papua New Guinea,
V2717,2726,-90.52,-0.5,Galapagos,
V2718,2727,-90.52,-0.26,Galapagos,
V2719,2728,-89.24,-0.66,Galapagos,
V2720,2729,-90.36,-1.22,Galapagos,
V2721,2730,-90.12,-0.82,Galapagos,
V2722,2730,-90.12,-0.82,Galapagos,
V2723,2731,-89.4,-0.66,Galapagos,
V2724,2732,-91.08,-1.06,Galapagos,
V2725,2733,-90.52,-1.3,Galapagos,
V2726,2734,-89.64,-0.98,Galapagos,
V2727,2735,-89.56,-0.98,Galapagos,
V2728,2736,-89.64,-0.9,Galapagos,
V2729,2737,-89.64,-1.3,Galapagos,
V2730,2738,-89.72,-1.3,Galapagos,
V2731,2739,-89.72,-1.38,,
V2732,2740,-91.8,1.42,Galapagos,
V2733,2741,-92.04,1.66,Galapagos,
V2734,2742,-91.56,-0.02,,
V2735,2743,6.52,-0.02,Sao Tome and Principe,
V2736,2744,-169.56,16.7,Johnston Atoll,
V2737,2745,-169.56,16.78,Johnston Atoll,
V2738,2747,-156.92,20.7,Hawaii,
V2739,2750,-175.88,27.74,Hawaii,
V2740,2751,-175.72,27.98,Hawaii,
V2741,2752,-176.04,27.74,Hawaii,
V2742,2753,-175.96,27.74,Hawaii,
V2743,2754,-175.72,27.82,Hawaii,
V2744,2755,-175.8,27.98,Hawaii,
V2745,2756,-175.88,27.98,Hawaii,
V2746,2757,-178.36,28.38,Hawaii,
V2747,2758,-177.32,28.3,Hawaii,
V2748,2759,-178.36,28.46,Hawaii,
V2749,2760,-178.28,28.38,Hawaii,
V2750,2761,-177.4,28.22,Hawaii,
V2751,2762,-175.8,27.74,Hawaii,
V2752,2763,-177.4,28.3,Hawaii,
V2753,2764,-175.88,27.82,Hawaii,
V2754,2765,-175.8,27.82,Hawaii,
V2755,2766,-176.04,27.82,Hawaii,
V2756,2767,-175.96,27.82,Hawaii,
V2757,2768,-175.8,27.9,Hawaii,
V2758,2769,-175.96,27.9,Hawaii,
V2759,2770,-175.88,27.9,Hawaii,
V2760,2771,-174.04,25.98,Hawaii,
V2761,2772,-173.88,26.06,Hawaii,
V2762,2773,-173.88,25.98,Hawaii,
V2763,2774,-173.96,25.98,Hawaii,
V2764,2775,-171.96,25.42,Hawaii,
V2765,2776,-172.04,25.42,Hawaii,
V2766,2777,-174.04,26.06,Hawaii,
V2767,2778,-173.56,25.98,Hawaii,
V2768,2779,-173.32,25.9,Hawaii,
V2769,2780,-173.4,25.98,Hawaii,
V2770,2781,-173.48,25.98,Hawaii,
V2771,2782,-173.88,25.9,Hawaii,
V2772,2783,-173.96,25.9,Hawaii,
V2773,2784,-173.4,25.9,Hawaii,
V2774,2785,-173.48,25.9,Hawaii,
V2775,2786,-172.44,25.5,Hawaii,
V2776,2787,-172.36,25.42,Hawaii,
V2777,2788,-172.52,25.58,Hawaii,
V2778,2789,-172.36,25.5,Hawaii,
V2779,2790,-171.72,25.82,Hawaii,
V2780,2791,-178.28,28.46,Hawaii,
V2781,2792,-172.44,25.42,Hawaii,
V2782,2793,-171.72,25.74,Hawaii,
V2783,2794,-172.04,25.34,Hawaii,
V2784,2795,-172.12,25.34,Hawaii,
V2785,2796,-172.12,25.42,Hawaii,
V2786,2797,-171.96,25.34,Hawaii,
V2787,2798,-172.36,25.58,Hawaii,
V2788,2799,-172.44,25.58,Hawaii,
V2789,2800,-172.04,25.26,Hawaii,
V2790,2801,-172.52,25.66,Hawaii,
V2791,2802,-169.48,25.5,Hawaii,
V2792,2803,-169.56,25.5,Hawaii,
V2793,2804,-169.56,25.58,Hawaii,
V2794,2805,-169.4,25.5,Hawaii,
V2795,2806,-169.56,25.42,Hawaii,
V2796,2807,-169.64,25.42,Hawaii,
V2797,2808,-169.64,25.5,Hawaii,
V2798,2809,-169.48,25.42,Hawaii,
V2799,2810,-170.52,25.26,Hawaii,
V2800,2811,-170.52,25.5,Hawaii,
V2801,2812,-170.44,25.5,Hawaii,
V2802,2813,-170.44,25.26,Hawaii,
V2803,2814,-169.4,25.58,Hawaii,
V2804,2815,-169.48,25.58,Hawaii,
V2805,2816,-169.4,25.66,Hawaii,
V2806,2817,-169.48,25.66,Hawaii,
V2807,2818,-170.68,25.42,Hawaii,
V2808,2819,-173.32,26.06,Hawaii,
V2809,2820,-170.52,25.42,Hawaii,
V2810,2821,-170.6,25.42,Hawaii,
V2811,2822,-173.56,26.06,Hawaii,
V2812,2823,-173.32,25.98,Hawaii,
V2813,2824,-173.4,26.06,Hawaii,
V2814,2825,-173.48,26.06,Hawaii,
V2815,2826,-170.6,25.34,Hawaii,
V2816,2827,-170.44,25.34,Hawaii,
V2817,2828,-169.56,25.34,Hawaii,
V2818,2829,-169.64,25.34,Hawaii,
V2819,2830,-170.6,25.5,Hawaii,
V2820,2831,-170.68,25.5,Hawaii,
V2821,2832,-170.52,25.34,Hawaii,
V2822,2833,-170.44,25.42,Hawaii,
V2823,2834,-167.24,24.3,Hawaii,
V2824,2835,-167.08,24.22,Hawaii,
V2825,2836,-167.08,24.3,Hawaii,
V2826,2837,-167.16,24.3,Hawaii,
V2827,2838,-167.32,24.62,Hawaii,
V2828,2839,-167.24,24.54,Hawaii,
V2829,2840,-167.16,24.22,Hawaii,
V2830,2841,-167.24,24.62,Hawaii,
V2831,2842,-166.92,24.14,Hawaii,
V2832,2843,-167,24.14,Hawaii,
V2833,2844,-166.92,24.22,Hawaii,
V2834,2845,-167,24.22,Hawaii,
V2835,2846,-167.08,24.38,Hawaii,
V2836,2847,-167.16,24.38,Hawaii,
V2837,2848,-167.08,24.46,Hawaii,
V2838,2849,-167.16,24.46,Hawaii,
V2839,2850,-166.36,23.82,Hawaii,
V2840,2851,-166.04,23.82,Hawaii,
V2841,2852,-166.12,23.82,Hawaii,
V2842,2853,-166.2,23.9,Hawaii,
V2843,2854,-166.2,23.66,Hawaii,
V2844,2855,-167.32,24.54,Hawaii,
V2845,2856,-166.04,23.66,Hawaii,
V2846,2857,-166.12,23.74,Hawaii,
V2847,2858,-166.28,23.74,Hawaii,
V2848,2859,-166.04,23.74,Hawaii,
V2849,2860,-161,22.62,Hawaii,
V2850,2861,-161.08,22.62,Hawaii,
V2851,2862,-161,22.7,Hawaii,
V2852,2863,-161.08,22.7,Hawaii,
V2853,2864,-162.28,23.02,Hawaii,
V2854,2865,-162.36,23.02,Hawaii,
V2855,2866,-162.12,23.02,Hawaii,
V2856,2867,-162.2,23.02,Hawaii,
V2857,2868,-157.96,21.74,Hawaii,
V2858,2869,-161,22.78,Hawaii,
V2859,2870,-161.08,22.78,Hawaii,
V2860,2871,-159.32,22.22,Hawaii,
V2861,2872,-166.76,24.14,Hawaii,
V2862,2873,-166.84,24.14,Hawaii,
V2863,2874,-166.68,23.98,Hawaii,
V2864,2875,-166.76,23.98,Hawaii,
V2865,2876,-166.92,24.3,Hawaii,
V2866,2877,-167,24.3,Hawaii,
V2867,2878,-166.76,24.06,Hawaii,
V2868,2879,-166.84,24.06,Hawaii,
V2869,2880,-162.28,22.94,Hawaii,
V2870,2881,-162.36,22.94,Hawaii,
V2871,2882,-162.12,22.94,Hawaii,
V2872,2883,-162.2,22.94,Hawaii,
V2873,2884,-161.96,23.02,Hawaii,
V2874,2885,-161.88,23.1,Hawaii,
V2875,2886,-161.96,23.1,Hawaii,
V2876,2887,-158.04,21.26,Hawaii,
V2877,2888,-157.8,21.26,,
V2878,2889,-157.96,21.26,Hawaii,
V2879,2890,-156.92,21.02,Hawaii,
V2880,2891,-157.8,21.58,Hawaii,
V2881,2892,-158.04,21.74,Hawaii,
V2882,2893,-158.12,21.34,,
V2883,2894,-157.72,21.5,Hawaii,
V2884,2895,-155.56,18.94,Hawaii,
V2885,2896,-156.52,20.62,Hawaii,
V2886,2897,-156.6,20.78,Hawaii,
V2887,2898,-156.76,21.02,Hawaii,
V2888,2899,-156.84,21.02,Hawaii,
V2889,2900,-157,21.02,Hawaii,
V2890,2901,-177.4,28.14,Hawaii,
V2891,2902,-156.52,21.02,Hawaii,
V2892,2903,-155,19.74,Hawaii,
V2893,2904,-155.96,19.9,Hawaii,
V2894,2905,-158.28,21.58,Hawaii,
V2895,2906,-158.12,21.66,Hawaii,
V2896,2907,-157.88,21.66,Hawaii,
V2897,2908,-158.2,21.42,Hawaii,
V2898,2909,-157.32,21.1,Hawaii,
V2899,2910,-158.12,21.26,Hawaii,
V2900,2911,-169.4,16.7,Johnston Atoll,
V2901,2912,-169.4,16.78,Johnston Atoll,
V2902,2913,-169.48,16.78,Johnston Atoll,
V2903,2915,96.84,-12.02,Cocos Islands,
V2904,2916,96.84,-11.78,Cocos Islands,
V2905,2917,96.76,-11.86,Cocos Islands,
V2906,2918,96.84,-11.86,Cocos Islands,
V2907,2919,96.84,-12.18,Cocos Islands,
V2908,2920,105.64,-10.58,Christmas Island,
V2909,2921,105.56,-10.42,Christmas Island,
V2910,2922,107.8,-7.78,Indonesia,
V2911,2923,106.92,-5.3,Indonesia,
V2912,2924,106.76,-5.22,Indonesia,
V2913,2925,106.68,-5.94,Indonesia,
V2914,2926,106.44,-5.46,Indonesia,
V2915,2927,105.72,-6.98,Indonesia,
V2916,2928,105.48,-6.98,Indonesia,
V2917,2929,103.4,-4.9,Indonesia,
V2918,2930,102.12,-5.46,Indonesia,
V2919,2931,102.04,-5.38,Indonesia,
V2920,2932,103.24,-4.74,Indonesia,
V2921,2933,103.32,-4.82,Indonesia,
V2922,2934,102.2,-5.54,Indonesia,
V2923,2935,106.36,-5.46,Indonesia,
V2924,2936,106.44,-5.22,Indonesia,
V2925,2937,105.48,-5.94,,
V2926,2938,105.24,-6.5,Indonesia,
V2927,2939,105.4,-6.18,Indonesia,
V2928,2940,105.48,-6.1,Indonesia,
V2929,2941,106.28,-5.86,Indonesia,
V2930,2942,106.28,-5.78,Indonesia,
V2931,2943,105.56,-6.98,Indonesia,
V2932,2944,105.08,-6.58,Indonesia,
V2933,2945,105.08,-6.66,Indonesia,
V2934,2946,105.4,-6.66,Indonesia,
V2935,2947,105.16,-6.5,Indonesia,
V2936,2948,105.24,-6.82,,
V2937,2949,105.24,-6.74,Indonesia,
V2938,2950,105.32,-6.66,Indonesia,
V2939,2951,105.48,-6.66,Indonesia,
V2940,2952,104.04,-5.38,Indonesia,
V2941,2953,104.12,-5.46,Indonesia,
V2942,2954,103.88,-5.22,Indonesia,
V2943,2955,103.8,-5.14,Indonesia,
V2944,2956,103.96,-5.3,Indonesia,
V2945,2957,104.28,-5.7,Indonesia,
V2946,2958,104.28,-5.62,Indonesia,
V2947,2959,104.2,-5.54,Indonesia,
V2948,2960,103.72,-5.06,Indonesia,
V2949,2961,103.64,-4.98,Indonesia,
V2950,2962,104.84,-5.78,Indonesia,
V2951,2963,104.36,-5.7,Indonesia,
V2952,2964,104.36,-5.78,Indonesia,
