ID,ID2,Lon,Lat,TERRITORY1,sItes
V7095,7176,-159.8,-21.3,Cook Islands,
V7096,7177,-159.72,-21.22,Cook Islands,
V7097,7178,-158.28,-19.78,Cook Islands,
V7098,7179,-158.28,-19.86,Cook Islands,
V7099,7180,-158.12,-19.94,Cook Islands,
V7100,7181,-159.72,-18.98,Cook Islands,
V7101,7182,-159.8,-18.82,Cook Islands,
V7102,7183,-158.04,-20.02,Cook Islands,
V7103,7184,-158.12,-20.02,,
V7104,7185,-157.96,-21.94,,
V7105,7186,-157.72,-19.94,Cook Islands,
V7106,7187,-157.88,-21.86,Cook Islands,
V7107,7188,-157.96,-21.86,Cook Islands,
V7108,7189,-163.96,-21.14,Cook Islands,
V7109,7190,-164.04,-21.14,Cook Islands,
V7110,7191,-164.04,-21.06,Cook Islands,
V7111,7192,-163.88,-21.14,Cook Islands,
V7112,7193,-161,-20.66,Cook Islands,
V7113,7194,-161.08,-20.66,Cook Islands,
V7114,7195,-161,-20.58,Cook Islands,
V7115,7196,-161.08,-20.58,Cook Islands,
V7116,7197,-163.88,-21.06,Cook Islands,
V7117,7198,-163.96,-21.06,Cook Islands,
V7118,7199,-163.88,-20.98,Cook Islands,
V7119,7200,-163.96,-20.98,Cook Islands,
V7120,7201,115.48,-32.02,Australia,
V7121,7202,115.4,-32.02,Australia,
V7122,7203,103.4,10.62,Cambodia,
V7123,7204,103.08,10.3,Cambodia,
V7124,7205,103.16,10.22,Cambodia,
V7125,7206,102.92,10.38,Cambodia,
V7126,7207,103,10.38,Cambodia,
V7127,7208,102.6,11.9,Thailand,
V7128,7209,103.08,10.86,Cambodia,
V7129,7210,102.76,11.1,Cambodia,
V7130,7211,103.08,9.9,Cambodia,
V7131,7212,103.48,9.34,Vietnam,
V7132,7213,102.92,9.9,Cambodia,
V7133,7214,103.16,9.98,Cambodia,
V7134,7215,102.84,9.9,Cambodia,
V7135,7216,102.92,9.98,Cambodia,
V7136,7217,103.48,9.26,Vietnam,
V7137,7218,100.92,12.54,Thailand,
V7138,7219,100.68,12.86,Thailand,
V7139,7220,100.84,12.62,Thailand,
V7140,7221,100.68,12.78,Thailand,
V7141,7222,102.04,12.38,Thailand,
V7142,7223,102.2,12.06,Thailand,
V7143,7224,100.76,12.7,Thailand,
V7144,7225,99.24,9.74,Thailand,
V7145,7226,100.04,9.82,Thailand,
V7146,7227,100.12,9.58,Thailand,
V7147,7228,99.88,9.58,Thailand,
V7148,7229,102.28,11.9,Thailand,
V7149,7230,102.36,11.74,Thailand,
V7150,7231,102.36,11.82,Thailand,
V7151,7232,99.96,9.82,Thailand,
V7152,7233,99.24,9.82,Thailand,
V7153,7234,99.8,10.14,Thailand,
V7154,7235,99.8,10.06,Thailand,
V7155,7236,99.88,10.14,Thailand,
V7156,7237,104.36,9.74,Vietnam,
V7157,7238,103.96,9.9,Vietnam,
V7158,7239,100.12,9.74,Thailand,
V7159,7240,102.52,11.58,Thailand,
V7160,7241,103.8,1.18,Singapore,
V7161,7242,103.72,1.1,Indonesia,
V7162,7243,103.64,1.1,Indonesia,
V7163,7244,104.6,1.26,Indonesia,
V7164,7245,103.4,1.18,Indonesia,
V7165,7246,103.64,1.18,Indonesia,
V7166,7247,103.72,1.18,Singapore,
V7167,7248,104.2,0.54,Indonesia,
V7168,7249,104.84,0.94,Indonesia,
V7169,7250,104.84,1.02,Indonesia,
V7170,7251,104.76,0.7,Indonesia,
V7171,7252,104.76,1.02,Indonesia,
V7172,7253,104.68,0.7,Indonesia,
V7173,7254,104.6,0.7,Indonesia,
V7174,7255,104.76,0.78,Indonesia,
V7175,7256,104.36,0.62,Indonesia,
V7176,7257,104.04,0.62,Indonesia,
V7177,7258,104.28,0.62,,
V7178,7259,104.76,0.86,Indonesia,
V7179,7260,100.04,6.06,Malaysia,
V7180,7261,100.28,5.74,Malaysia,
V7181,7262,99.72,3.34,Indonesia,
V7182,7263,104.92,0.86,Indonesia,
V7183,7264,104.12,0.54,Indonesia,
V7184,7265,99.72,3.42,Indonesia,
V7185,7266,106.68,8.62,Vietnam,
V7186,7267,106.6,8.62,Vietnam,
V7187,7268,106.52,8.62,Vietnam,
V7188,7269,106.52,8.7,Vietnam,
V7189,7270,108.84,10.62,Vietnam,
V7190,7271,108.92,10.62,Vietnam,
V7191,7272,109.48,12.7,Vietnam,
V7192,7273,109.24,11.66,Vietnam,
V7193,7274,109.32,12.14,Vietnam,
V7194,7275,109,10.62,Vietnam,
V7195,7276,108.92,10.54,Vietnam,
V7196,7277,109,10.54,Vietnam,
V7197,7278,103.96,2.78,Malaysia,
V7198,7279,103.72,4.78,Malaysia,
V7199,7280,103.64,4.78,Malaysia,
V7200,7281,104.28,2.62,Malaysia,
V7201,7282,103.88,2.7,Malaysia,
V7202,7283,104.36,2.62,Malaysia,
V7203,7284,102.84,5.74,Malaysia,
V7204,7285,102.68,5.9,Malaysia,
V7205,7286,102.68,5.98,Malaysia,
V7206,7287,103,5.82,Malaysia,
V7207,7288,103.16,5.58,Malaysia,
V7208,7289,103.64,4.86,Malaysia,
V7209,7290,103.08,5.58,Malaysia,
V7210,7291,103.16,5.66,Malaysia,
V7211,7292,104.12,2.14,Malaysia,
V7212,7293,104.28,2.54,Malaysia,
V7213,7294,102.76,5.98,Malaysia,
V7214,7295,103.08,5.82,Malaysia,
V7215,7296,104.28,0.46,Indonesia,
V7216,7297,104.44,0.54,Indonesia,
V7217,7298,104.52,0.46,Indonesia,
V7218,7299,104.12,2.06,Malaysia,
V7219,7300,104.28,0.38,Indonesia,
V7220,7301,104.84,-0.34,Indonesia,
V7221,7302,104.2,0.22,Indonesia,
V7222,7303,104.6,0.22,Indonesia,
V7223,7304,104.2,0.14,Indonesia,
V7224,7305,105,-0.26,Indonesia,
V7225,7306,104.6,0.3,Indonesia,
V7226,7307,104.6,0.38,Indonesia,
V7227,7308,104.36,0.06,Indonesia,
V7228,7309,104.76,0.14,Indonesia,
V7229,7310,104.92,-0.1,Indonesia,
V7230,7311,105,-0.1,Indonesia,
V7231,7312,104.84,-0.02,Indonesia,
V7232,7313,114.36,-5.62,Indonesia,
V7233,7314,114.36,-5.46,Indonesia,
V7234,7315,114.52,-5.54,Indonesia,
V7235,7316,114.68,-5.06,Indonesia,
V7236,7317,112.76,-5.7,Indonesia,
V7237,7318,112.76,-5.94,Indonesia,
V7238,7319,112.68,-5.94,Indonesia,
V7239,7320,112.84,-5.7,Indonesia,
V7240,7321,112.52,-5.94,Indonesia,
V7241,7322,112.6,-5.94,Indonesia,
V7242,7323,109.24,-1.7,Indonesia,
V7243,7324,109.16,-1.54,Indonesia,
V7244,7325,109.24,-1.78,Indonesia,
V7245,7326,109,-1.46,Indonesia,
V7246,7327,109.08,-1.3,Indonesia,
V7247,7328,108.6,-3.38,Indonesia,
V7248,7329,108.68,-3.38,Indonesia,
V7249,7330,108.36,-5.94,Indonesia,
V7250,7331,108.76,-3.7,Indonesia,
V7251,7332,113,-7.46,Indonesia,
V7252,7333,113.24,-7.3,Indonesia,
V7253,7334,110.36,-5.7,Indonesia,
V7254,7335,110.44,-5.7,Indonesia,
V7255,7336,107.72,-3.54,Indonesia,
V7256,7337,107.16,-3.3,Indonesia,
V7257,7338,108.52,-3.06,Indonesia,
V7258,7339,107.88,-6.02,Indonesia,
V7259,7340,109.72,7.34,Vietnam,
V7260,7341,109.8,7.26,Vietnam,
V7261,7342,108.84,3.1,Indonesia,
V7262,7343,108.76,0.7,Indonesia,
V7263,7344,108.84,-1.38,Indonesia,
V7264,7345,108.68,2.86,Indonesia,
V7265,7346,108.92,3.1,Indonesia,
V7266,7347,108.68,2.78,Indonesia,
V7267,7348,108.68,2.94,Indonesia,
V7268,7349,107.08,-2.18,Indonesia,
V7269,7350,106.52,-2.34,Indonesia,
V7270,7351,107.24,1.18,Indonesia,
V7271,7352,107.08,1.34,Indonesia,
V7272,7353,106.76,0.94,Indonesia,
V7273,7354,107.4,1.18,Indonesia,
V7274,7355,104.92,-0.74,Indonesia,
V7275,7356,105.8,-0.9,Indonesia,
V7276,7357,105.72,-0.9,Indonesia,
V7277,7358,104.12,-0.26,Indonesia,
V7278,7359,107.72,4.54,Indonesia,
V7279,7360,108.04,4.62,Indonesia,
V7280,7361,107.96,4.62,Indonesia,
V7281,7362,107.96,4.7,,
V7282,7363,107.88,4.7,Indonesia,
V7283,7364,108.36,3.66,Indonesia,
V7284,7365,107.8,3.18,Indonesia,
V7285,7366,107.72,3.18,Indonesia,
V7286,7367,107.72,3.02,Indonesia,
V7287,7368,108.04,4.22,Indonesia,
V7288,7369,107.56,3.34,Indonesia,
V7289,7370,107.8,3.1,Indonesia,
V7290,7371,107.72,3.1,Indonesia,
V7291,7372,107.8,3.42,Indonesia,
V7292,7373,107.96,4.54,Indonesia,
V7293,7374,107.88,3.02,Indonesia,
V7294,7375,107.88,2.94,Indonesia,
V7295,7376,107.88,3.34,Indonesia,
V7296,7377,107.8,3.34,Indonesia,
V7297,7378,108.04,3.58,,
V7298,7379,107.56,3.26,Indonesia,
V7299,7380,107.48,3.26,Indonesia,
V7300,7381,107.88,3.9,Indonesia,
V7301,7382,108.44,4.06,Indonesia,
V7302,7383,107.96,3.82,Indonesia,
V7303,7384,108.04,4.3,Indonesia,
V7304,7385,107.96,4.22,Indonesia,
V7305,7386,107.96,4.38,Indonesia,
V7306,7387,108.04,4.54,Indonesia,
V7307,7388,107.8,4.14,Indonesia,
V7308,7389,107.96,4.3,Indonesia,
V7309,7390,106.04,3.34,Indonesia,
V7310,7391,106.36,3.42,Indonesia,
V7311,7392,113.08,3.34,Malaysia,
V7312,7393,113.16,3.42,Malaysia,
V7313,7394,113.24,3.58,Malaysia,
V7314,7395,113.32,3.66,Malaysia,
V7315,7396,105.64,2.94,Indonesia,
V7316,7397,106.2,2.86,Indonesia,
V7317,7398,106.12,3.02,Indonesia,
V7318,7399,106.28,2.62,,
V7319,7400,109.08,2.06,Indonesia,
V7320,7401,105.72,2.86,,
V7321,7402,106.2,2.78,Indonesia,
V7322,7403,106.12,3.18,Indonesia,
V7323,7404,105.96,3.02,Indonesia,
V7324,7405,105.56,3.1,Indonesia,
V7325,7406,107.64,0.86,Indonesia,
V7326,7407,107.48,0.86,Indonesia,
V7327,7408,107.64,1.02,Indonesia,
V7328,7409,107.4,0.94,Indonesia,
V7329,7410,107.24,0.06,Indonesia,
V7330,7411,107.56,1.1,Indonesia,
V7331,7412,107.56,1.18,Indonesia,
V7332,7413,107,-2.26,Indonesia,
V7333,7414,106.76,-2.18,Indonesia,
V7334,7415,106.28,-2.1,Indonesia,
V7335,7416,106.44,-2.1,Indonesia,
V7336,7417,107,-2.18,Indonesia,
V7337,7418,106.36,-2.1,Indonesia,
V7338,7419,106.52,-2.26,Indonesia,
V7339,7420,106.44,-2.34,Indonesia,
V7340,7421,106.44,-2.26,Indonesia,
V7341,7422,106.36,-2.18,Indonesia,
V7342,7423,106.36,-2.26,Indonesia,
V7343,7424,106.04,-1.54,Indonesia,
V7344,7425,106.12,-1.7,Indonesia,
V7345,7426,106.28,-2.02,Indonesia,
V7346,7427,106.36,-2.02,Indonesia,
V7347,7428,106.52,-2.02,Indonesia,
V7348,7429,106.36,-1.94,Indonesia,
V7349,7430,106.2,-3.22,Indonesia,
V7350,7431,106.92,-2.34,Indonesia,
V7351,7432,106.92,-2.9,Indonesia,
V7352,7433,106.84,-2.82,Indonesia,
V7353,7434,105.24,-1.22,Indonesia,
V7354,7435,105.32,-1.3,Indonesia,
V7355,7436,105.24,-1.3,Indonesia,
V7356,7437,105.32,-1.14,Indonesia,
V7357,7438,105.32,-1.62,Indonesia,
V7358,7439,105.08,-2.02,Indonesia,
V7359,7440,105.32,-2.18,Indonesia,
V7360,7441,105.08,-2.1,Indonesia,
V7361,7442,104.36,0.54,Indonesia,
V7362,7443,104.12,-0.34,Indonesia,
V7363,7444,104.44,-0.74,Indonesia,
V7364,7445,104.2,-0.66,Indonesia,
V7365,7446,114.44,-6.98,Indonesia,
V7366,7447,114.2,-6.98,Indonesia,
V7367,7448,114.44,-6.9,Indonesia,
V7368,7449,114.52,-6.98,Indonesia,
V7369,7450,114.6,-5.06,,
V7370,7451,114.36,-5.54,Indonesia,
V7371,7452,114.44,-5.54,Indonesia,
V7372,7453,114.6,-5.14,Indonesia,
V7373,7454,114.44,-5.38,Indonesia,
V7374,7455,114.36,-5.38,Indonesia,
V7375,7456,114.28,-7.14,Indonesia,
V7376,7457,113.96,-7.62,Indonesia,
V7377,7458,114.36,-7.22,Indonesia,
V7378,7459,114.44,-7.06,Indonesia,
V7379,7460,114.36,-7.06,Indonesia,
V7380,7461,114.28,-7.06,Indonesia,
V7381,7462,114.6,-7.06,Indonesia,
V7382,7463,114.68,-7.06,Indonesia,
V7383,7464,114.44,-7.78,Indonesia,
V7384,7465,114.44,-7.7,Indonesia,
V7385,7466,114.04,-7.62,,
V7386,7467,112.6,-5.7,Indonesia,
V7387,7468,113.24,-7.7,Indonesia,
V7388,7469,113.16,-7.46,Indonesia,
V7389,7470,113.16,-7.38,Indonesia,
V7390,7471,113.08,-7.46,Indonesia,
V7391,7472,113.08,-7.38,Indonesia,
V7392,7473,112.52,-5.86,Indonesia,
V7393,7474,112.84,-5.86,Indonesia,
V7394,7475,112.52,-5.78,Indonesia,
V7395,7476,112.6,-5.86,Indonesia,
V7396,7477,112.84,-5.78,Indonesia,
V7397,7478,112.92,-5.86,Indonesia,
V7398,7479,110.36,-5.86,Indonesia,
V7399,7480,110.12,-5.86,Indonesia,
V7400,7481,110.6,-5.78,Indonesia,
V7401,7482,110.44,-5.94,Indonesia,
V7402,7483,110.2,-5.94,Indonesia,
V7403,7484,110.28,-5.7,Indonesia,
V7404,7485,109,-1.7,Indonesia,
V7405,7486,108.92,-1.7,Indonesia,
V7406,7487,108.84,-1.7,Indonesia,
V7407,7488,110.04,-2.42,Indonesia,
V7408,7489,109.96,-2.26,Indonesia,
V7409,7490,109.96,-2.34,Indonesia,
V7410,7491,109.08,-1.38,Indonesia,
V7411,7492,108.84,-1.3,Indonesia,
V7412,7493,109.08,-1.54,Indonesia,
V7413,7494,109.24,-1.22,,
V7414,7495,109.08,-1.62,Indonesia,
V7415,7496,109.32,-1.62,Indonesia,
V7416,7497,109,-1.54,Indonesia,
V7417,7498,108.44,-5.86,Indonesia,
V7418,7499,109.64,7.9,Vietnam,
V7419,7500,109.56,7.9,Vietnam,
V7420,7501,110.04,-2.66,Indonesia,
V7421,7502,108.76,-3.62,Indonesia,
V7422,7503,108.84,-3.62,Indonesia,
V7423,7504,108.36,-5.86,Indonesia,
V7424,7505,108.44,-5.78,Indonesia,
V7425,7506,108.6,-3.3,Indonesia,
V7426,7507,108.76,2.7,Indonesia,
V7427,7508,108.68,0.78,Indonesia,
V7428,7509,108.76,0.62,Indonesia,
V7429,7510,109,2.3,Indonesia,
V7430,7511,109.64,7.5,Vietnam,
V7431,7512,109.72,7.26,Vietnam,
V7432,7513,109,2.78,Indonesia,
V7433,7514,109,2.94,Indonesia,
V7434,7515,109,2.86,Indonesia,
V7435,7516,108.28,-2.58,Indonesia,
V7436,7517,108.36,-2.58,Indonesia,
V7437,7518,108.2,-2.58,Indonesia,
V7438,7519,108.28,-2.66,Indonesia,
V7439,7520,107.56,-2.58,Indonesia,
V7440,7521,108.68,-1.7,Indonesia,
V7441,7522,107.96,-2.5,Indonesia,
V7442,7523,108.84,0.46,Indonesia,
V7443,7524,108.76,-1.54,Indonesia,
V7444,7525,107.64,-2.5,Indonesia,
V7445,7526,108.52,-2.5,Indonesia,
V7446,7527,107,-2.9,Indonesia,
V7447,7528,108.36,-2.9,Indonesia,
V7448,7529,107.32,-2.82,Indonesia,
V7449,7530,107.08,-2.98,Indonesia,
V7450,7531,108.36,-2.98,Indonesia,
V7451,7532,108.36,-2.82,Indonesia,
V7452,7533,107,-2.82,Indonesia,
V7453,7534,107.08,-2.82,Indonesia,
V7454,7535,107.88,-3.22,Indonesia,
V7455,7536,108.36,-3.14,Indonesia,
V7456,7537,107.96,-3.22,Indonesia,
V7457,7538,107.48,-3.22,Indonesia,
V7458,7539,107.16,-3.06,Indonesia,
V7459,7540,107.32,-3.06,Indonesia,
V7460,7541,107.08,-3.14,Indonesia,
V7461,7542,107.4,-3.14,Indonesia,
V7462,7543,107.08,-3.06,Indonesia,
V7463,7544,108.12,-3.78,Indonesia,
V7464,7545,108.12,-3.7,Indonesia,
V7465,7546,107.88,-3.3,Indonesia,
V7466,7547,108.36,-3.3,Indonesia,
V7467,7548,107.96,-3.3,Indonesia,
V7468,7549,108.04,-3.3,Indonesia,
V7469,7550,108.44,-3.22,Indonesia,
V7470,7551,107.72,-3.38,Indonesia,
V7471,7552,108.44,-3.38,Indonesia,
V7472,7553,107.16,-3.46,Indonesia,
V7473,7554,107.64,-3.38,Indonesia,
V7474,7555,107.24,-3.3,Indonesia,
V7475,7556,108.36,-3.38,Indonesia,
V7476,7557,107.72,-3.3,Indonesia,
V7477,7558,107.56,-6.1,Indonesia,
V7478,7559,-86.04,11.34,Nicaragua,
V7479,7560,-86.2,11.5,Nicaragua,
V7480,7561,-85.96,10.86,Costa Rica,
V7481,7563,-109.16,10.3,Clipperton Island,
V7482,7565,-87,5.58,Costa Rica,
V7483,7566,-87.08,5.58,Costa Rica,
V7484,7567,-81.08,-1.3,Ecuador,
V7485,7568,-80.84,-1.46,Ecuador,
V7486,7569,-105.08,19.34,Mexico,
V7487,7570,-103.56,18.38,Mexico,
V7488,7571,-102.76,18.06,Mexico,
V7489,7572,-85.32,9.74,Costa Rica,
V7490,7574,-81.8,7.9,Panama,
V7491,7575,-81.64,7.66,Panama,
V7492,7576,-82.28,7.5,Panama,
V7493,7577,-81.88,7.5,,
V7494,7578,-85.56,9.82,Costa Rica,
V7495,7579,-83.8,9.1,Costa Rica,
V7496,7580,-83.72,9.1,Costa Rica,
V7497,7581,-83.88,9.18,Costa Rica,
V7498,7582,-84.2,9.34,Costa Rica,
V7499,7583,-83.8,9.18,Costa Rica,
V7500,7584,-85.88,10.38,Costa Rica,
V7501,7585,-82.2,8.06,Panama,
V7502,7586,-82.28,8.06,Panama,
V7503,7587,-82.12,8.14,Panama,
V7504,7588,-82.36,8.14,Panama,
V7505,7589,-82.36,8.06,Panama,
V7506,7590,-82.92,8.06,Costa Rica,
V7507,7591,-83.64,8.54,,
V7508,7592,-82.04,8.06,Panama,
V7509,7593,-82.44,7.82,Panama,
V7510,7594,-83.16,8.3,Costa Rica,
V7511,7595,-83.08,8.3,Costa Rica,
V7512,7596,-83.64,8.46,Costa Rica,
V7513,7597,-83.56,8.46,,
V7514,7598,-82.84,7.98,Panama,
V7515,7599,-83,8.22,Costa Rica,
V7516,7600,-82.92,7.98,Panama,
V7517,7601,-81.64,3.98,Colombia,
V7518,7603,-78.44,8.38,Panama,
V7519,7604,-79.48,8.78,Panama,
V7520,7605,-79.16,8.22,Panama,
V7521,7606,-79.56,8.54,Panama,
V7522,7607,-79,8.3,Panama,
V7523,7608,-79.16,8.38,Panama,
V7524,7609,-78.92,8.22,Panama,
V7525,7610,-79.16,8.46,Panama,
V7526,7611,-79.08,8.7,Panama,
V7527,7612,-77.48,6.62,Colombia,
V7528,7613,-78.2,3.02,Colombia,
V7529,7614,-78.2,2.94,,
V7530,7615,-110.84,19.34,Mexico,
V7531,7616,-112.12,19.02,Mexico,
V7532,7618,-75.72,21.82,Bahamas,
V7533,7619,-75.24,21.98,Bahamas,
V7534,7620,-75.64,21.98,Bahamas,
V7535,7621,-75.56,21.98,Bahamas,
V7536,7622,-72.04,21.34,Turks and Caicos Islands,
V7537,7623,-74.36,22.54,Bahamas,
V7538,7624,-71.88,21.1,Turks and Caicos Islands,
V7539,7625,-71.08,21.58,Turks and Caicos Islands,
V7540,7626,-72.36,21.58,Turks and Caicos Islands,
V7541,7627,-71.72,21.5,Turks and Caicos Islands,
V7542,7628,-72.2,21.5,Turks and Caicos Islands,
V7543,7629,-72.44,21.74,Turks and Caicos Islands,
V7544,7630,-71.08,21.34,Turks and Caicos Islands,
V7545,7631,-72.12,21.42,Turks and Caicos Islands,
V7546,7632,-71.72,21.42,Turks and Caicos Islands,
V7547,7633,-72.04,21.42,Turks and Caicos Islands,
V7548,7634,-76.92,26.54,Bahamas,
V7549,7635,-77,26.62,Bahamas,
V7550,7636,-79,26.62,Bahamas,
V7551,7637,-76.92,25.5,Bahamas,
V7552,7638,-77.56,26.06,Bahamas,
V7553,7639,-77.56,26.14,Bahamas,
V7554,7640,-77.24,25.82,Bahamas,
V7555,7641,-76.12,25.18,Bahamas,
V7556,7642,-77.96,25.18,Bahamas,
V7557,7643,-76.52,25.42,Bahamas,
V7558,7644,-77.08,26.22,Bahamas,
V7559,7645,-78.76,26.46,Bahamas,
V7560,7646,-78.68,26.46,Bahamas,
V7561,7647,-75.48,24.46,Bahamas,
V7562,7648,-76.12,24.7,Bahamas,
V7563,7649,-78.68,27.34,Bahamas,
V7564,7650,-78.6,27.34,Bahamas,
V7565,7651,-75.4,24.38,Bahamas,
V7566,7652,-75.32,24.3,Bahamas,
V7567,7653,-75.32,24.14,Bahamas,
V7568,7654,-77.88,24.94,Bahamas,
V7569,7655,-76.2,25.26,Bahamas,
V7570,7656,-77.56,25.02,Bahamas,
V7571,7657,-75.8,24.7,Bahamas,
V7572,7658,-75.64,24.7,Bahamas,
V7573,7659,-76.12,24.78,Bahamas,
V7574,7660,-75.72,24.7,Bahamas,
V7575,7661,-77.72,27.1,Bahamas,
V7576,7662,-78.84,27.02,Bahamas,
V7577,7663,-78.76,26.86,Bahamas,
V7578,7664,-78.92,26.94,Bahamas,
V7579,7665,-77.4,26.94,Bahamas,
V7580,7666,-78.76,26.94,Bahamas,
V7581,7667,-78.84,26.94,Bahamas,
V7582,7668,-78.44,27.34,Bahamas,
V7583,7669,-78.28,27.26,Bahamas,
V7584,7670,-78.84,27.26,Bahamas,
V7585,7671,-78.6,27.26,Bahamas,
V7586,7672,-78.52,27.34,Bahamas,
V7587,7673,-78.44,27.26,Bahamas,
V7588,7674,-78.52,27.26,Bahamas,
V7589,7675,-78.92,27.18,Bahamas,
V7590,7676,-79,27.18,Bahamas,
V7591,7677,-76.6,23.9,Bahamas,
V7592,7678,-74.44,23.9,Bahamas,
V7593,7679,-74.6,23.9,Bahamas,
V7594,7680,-74.52,23.9,Bahamas,
V7595,7681,-79.8,23.82,Bahamas,
V7596,7682,-76.76,23.98,Bahamas,
V7597,7683,-80.52,23.9,Bahamas,
V7598,7684,-74.6,23.98,Bahamas,
V7599,7685,-79.96,23.9,Bahamas,
V7600,7686,-79.72,23.74,Bahamas,
V7601,7687,-76.12,23.82,Bahamas,
V7602,7688,-77.4,23.82,Bahamas,
V7603,7689,-76.2,23.9,Bahamas,
V7604,7690,-75.16,23.9,Bahamas,
V7605,7691,-75.16,23.82,Bahamas,
V7606,7692,-75.08,23.9,Bahamas,
V7607,7693,-79.56,23.66,Bahamas,
V7608,7694,-79.56,23.58,Bahamas,
V7609,7695,-79.72,23.9,Bahamas,
V7610,7696,-79.64,23.74,Bahamas,
V7611,7697,-79.64,23.58,Bahamas,
V7612,7698,-75.4,23.66,Bahamas,
V7613,7699,-77.32,23.66,Bahamas,
V7614,7700,-75.32,23.74,Bahamas,
V7615,7701,-75.4,23.74,Bahamas,
V7616,7702,-79.96,24.14,Bahamas,
V7617,7703,-79.8,24.14,Bahamas,
V7618,7704,-79.48,23.5,Bahamas,
V7619,7705,-75.96,23.74,Bahamas,
V7620,7706,-75.88,23.66,Bahamas,
V7621,7707,-78.44,23.34,Bahamas,
V7622,7708,-78.52,23.34,Bahamas,
V7623,7709,-78.84,23.34,Bahamas,
V7624,7710,-78.12,23.34,Bahamas,
V7625,7711,-78.28,23.26,Bahamas,
V7626,7712,-78.2,23.34,Bahamas,
V7627,7713,-78.36,23.34,Bahamas,
V7628,7714,-78.04,23.18,Bahamas,
V7629,7715,-78.44,23.18,Bahamas,
V7630,7716,-77.96,23.26,Bahamas,
V7631,7717,-78.04,23.26,Bahamas,
V7632,7718,-77.88,23.26,Bahamas,
V7633,7719,-77.96,23.18,Bahamas,
V7634,7720,-76.52,23.18,Bahamas,
V7635,7721,-78.12,23.18,Bahamas,
V7636,7722,-78.52,23.26,Bahamas,
V7637,7723,-78.2,23.26,Bahamas,
V7638,7724,-75.32,23.1,Bahamas,
V7639,7725,-77.32,23.1,Bahamas,
V7640,7726,-77.88,23.1,Bahamas,
V7641,7727,-76.52,23.1,Bahamas,
V7642,7728,-77.16,23.1,Bahamas,
V7643,7729,-77.24,23.1,Bahamas,
V7644,7730,-75.24,23.1,Bahamas,
V7645,7731,-76.44,23.18,Bahamas,
V7646,7732,-77.24,23.18,Bahamas,
V7647,7733,-77.4,23.18,Bahamas,
V7648,7734,-78.44,23.1,Bahamas,
V7649,7735,-77.32,23.18,Bahamas,
V7650,7736,-76.28,23.02,Bahamas,
V7651,7737,-77.08,23.02,Bahamas,
V7652,7738,-73.72,23.02,Bahamas,
V7653,7739,-76.36,23.02,Bahamas,
V7654,7740,-76.76,23.1,Bahamas,
V7655,7741,-76.92,23.1,Bahamas,
V7656,7742,-75.08,23.02,Bahamas,
V7657,7743,-73.8,23.02,Bahamas,
V7658,7744,-76.36,23.1,Bahamas,
V7659,7745,-74.92,23.1,Bahamas,
V7660,7746,-76.68,23.1,Bahamas,
V7661,7747,-76.6,23.1,Bahamas,
V7662,7748,-77.64,23.1,Bahamas,
V7663,7749,-75.16,23.1,Bahamas,
V7664,7750,-78.12,23.02,Bahamas,
V7665,7751,-78.12,23.1,Bahamas,
V7666,7752,-73.8,23.1,Bahamas,
V7667,7753,-78.04,23.1,Bahamas,
V7668,7754,-73.88,23.1,Bahamas,
V7669,7755,-74.04,22.78,Bahamas,
V7670,7756,-76.2,22.86,Bahamas,
V7671,7757,-72.68,22.3,Bahamas,
V7672,7758,-74.04,22.3,Bahamas,
V7673,7759,-73.16,22.38,,
V7674,7760,-77.56,23.02,Bahamas,
V7675,7761,-76.36,22.94,Bahamas,
V7676,7762,-77.56,22.94,Bahamas,
V7677,7763,-75,23.02,Bahamas,
V7678,7764,-75.64,23.02,Bahamas,
V7679,7765,-76.84,23.02,Bahamas,
V7680,7766,-76.28,22.86,Bahamas,
V7681,7767,-76.2,22.94,Bahamas,
V7682,7768,-76.28,22.94,Bahamas,
V7683,7769,-74.36,22.78,Bahamas,
V7684,7770,-74.36,22.86,Bahamas,
V7685,7771,-74.76,23.74,Bahamas,
V7686,7772,-74.92,23.74,Bahamas,
V7687,7773,-74.92,23.66,,
V7688,7774,-73,22.3,Bahamas,
V7689,7775,-73.08,22.3,Bahamas,
V7690,7776,-73.8,22.54,Bahamas,
V7691,7777,-74.44,24.22,Bahamas,
V7692,7778,-75.16,23.58,Bahamas,
V7693,7779,-75.16,23.5,Bahamas,
V7694,7780,-77.8,24.86,Bahamas,
V7695,7781,-73.08,21.02,Bahamas,
V7696,7782,-73.72,20.94,Bahamas,
V7697,7783,-73,21.1,Bahamas,
V7698,7784,-72.84,22.3,Bahamas,
V7699,7785,-74.12,22.22,Bahamas,
V7700,7786,-73.16,21.26,Bahamas,
V7701,7787,-77.48,22.3,Bahamas,
V7702,7788,-77.48,22.38,Bahamas,
V7703,7789,-77.32,22.22,Bahamas,
V7704,7790,-73.64,22.62,Bahamas,
V7705,7791,-73.48,22.62,Bahamas,
V7706,7792,-74.36,22.62,Bahamas,
V7707,7793,-73.4,22.62,Bahamas,
V7708,7794,-76.84,22.38,Bahamas,
V7709,7795,-76.92,22.38,Bahamas,
V7710,7796,-77.4,22.46,Bahamas,
V7711,7797,-71.08,21.5,Turks and Caicos Islands,
V7712,7798,-71.56,21.42,Turks and Caicos Islands,
