ID,Id2,Lon,Lat,SOVEREIGN1,DESIG_ENG,IUCN_CAT,NO_TAKE,Class,General
V11311,11484,121.24,-6.66,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11312,11485,121.24,-6.74,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11313,11486,121.16,-6.74,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11314,11487,121.32,-6.42,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11315,11488,121.24,-6.42,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11316,11489,121.08,-6.42,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11317,11490,121.32,-6.5,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11318,11491,121.24,-6.5,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11319,11492,121,-6.5,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11320,11493,121.32,-6.58,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11321,11494,121.16,-6.42,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11322,11495,120.44,-6.98,Indonesia,,,,Fished,Fished
V11323,11496,121,-6.9,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11324,11497,120.76,-6.98,Indonesia,,,,Fished,Fished
V11325,11498,120.68,-6.98,Indonesia,,,,Fished,Fished
V11326,11499,120.76,-7.06,Indonesia,,,,Fished,Fished
V11327,11500,121.08,-7.06,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11328,11501,120.92,-6.74,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11329,11502,120.92,-6.82,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11330,11503,121.16,-6.82,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11331,11504,121.08,-6.82,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11332,11505,120.76,-6.74,Indonesia,,,,Fished,Fished
V11333,11506,121.32,-6.9,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11334,11507,121.08,-6.9,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11335,11508,121.32,-6.82,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11336,11509,121.16,-6.9,Indonesia,Marine National Park,II,Part,Restricted,MPA
V11337,11510,121.24,-7.46,Indonesia,,,,Fished,Fished
V11338,11511,120.6,-7.22,Indonesia,,,,Fished,Fished
V11339,11512,120.44,-7.06,Indonesia,,,,Fished,Fished
V11340,11513,121.4,-7.14,Indonesia,,,,Fished,Fished
V11341,11514,121.48,-7.22,Indonesia,,,,Fished,Fished
V11342,11515,120.76,-7.3,Indonesia,,,,Fished,Fished
V11343,11516,128.12,-8.1,Indonesia,,,,Fished,Fished
V11344,11517,128.2,-8.18,Indonesia,,,,Fished,Fished
V11345,11518,128.04,-8.1,Indonesia,,,,Fished,Fished
V11346,11519,129.64,-4.58,Indonesia,,,,Fished,Fished
V11347,11520,131.72,-4.74,Indonesia,,,,Fished,Fished
V11348,11521,131.8,-4.5,Indonesia,,,,Fished,Fished
V11349,11522,131.88,-4.74,Indonesia,,,,Fished,Fished
V11350,11523,131.64,-4.58,Indonesia,,,,Fished,Fished
V11351,11524,132.04,-5.3,Indonesia,,,,Fished,Fished
V11352,11525,131.96,-5.3,Indonesia,,,,Fished,Fished
V11353,11526,131.88,-4.82,Indonesia,,,,Fished,Fished
V11354,11527,131.72,-4.82,Indonesia,,,,Fished,Fished
V11355,11528,132.04,-4.98,Indonesia,,,,Fished,Fished
V11356,11529,131.56,-4.42,Indonesia,,,,Fished,Fished
V11357,11530,131.56,-4.34,Indonesia,,,,Fished,Fished
V11358,11531,132.44,-5.54,Indonesia,,,,Fished,Fished
V11359,11532,132.84,-5.54,Indonesia,,,,Fished,Fished
V11360,11533,132.28,-5.7,Indonesia,,,,Fished,Fished
V11361,11534,132.04,-5.54,Indonesia,,,,Fished,Fished
V11362,11535,132.68,-5.38,Indonesia,,,,Fished,Fished
V11363,11536,132.36,-5.46,Indonesia,,,,Fished,Fished
V11364,11537,132.76,-5.38,Indonesia,,,,Fished,Fished
V11365,11538,132.68,-5.3,Indonesia,,,,Fished,Fished
V11366,11539,131.96,-5.38,Indonesia,,,,Fished,Fished
V11367,11540,132.52,-5.54,Indonesia,,,,Fished,Fished
V11368,11541,132.2,-5.46,Indonesia,,,,Fished,Fished
V11369,11542,131.64,-6.66,Indonesia,,,,Fished,Fished
V11370,11543,132.44,-6.1,Indonesia,District Marine Protected Areas,Not Reported,Not Reported,Fished,Fished
V11371,11544,132.44,-6.18,Indonesia,,,,Fished,Fished
V11372,11545,131.56,-6.66,Indonesia,,,,Fished,Fished
V11373,11546,132.6,-6.18,Indonesia,,,,Fished,Fished
V11374,11547,132.04,-6.98,Indonesia,,,,Fished,Fished
V11375,11548,131.48,-6.9,,,,,Fished,Fished
V11376,11549,131.64,-6.98,Indonesia,,,,Fished,Fished
V11377,11550,131.56,-6.98,Indonesia,,,,Fished,Fished
V11378,11551,132.68,-5.94,Indonesia,Small Island Park,VI,Not Reported,Restricted,MPA
V11379,11552,132.52,-6.1,Indonesia,Small Island Park,VI,Not Reported,Restricted,MPA
V11380,11553,132.44,-6.02,,Small Island Park,VI,Not Reported,Restricted,MPA
V11381,11554,132.44,-5.86,Indonesia,Small Island Park,VI,Not Reported,Restricted,MPA
V11382,11555,131.88,-7.3,Indonesia,,,,Fished,Fished
V11383,11556,131.96,-7.3,Indonesia,,,,Fished,Fished
V11384,11557,131.24,-7.3,Indonesia,,,,Fished,Fished
V11385,11558,131.8,-7.3,Indonesia,,,,Fished,Fished
V11386,11559,131.4,-7.06,Indonesia,,,,Fished,Fished
V11387,11560,131.8,-7.54,Indonesia,,,,Fished,Fished
V11388,11561,131.8,-7.46,Indonesia,,,,Fished,Fished
V11389,11562,130.84,-7.54,Indonesia,,,,Fished,Fished
V11390,11563,131.72,-7.62,Indonesia,,,,Fished,Fished
V11391,11564,131.72,-7.54,Indonesia,,,,Fished,Fished
V11392,11565,130.92,-7.62,Indonesia,,,,Fished,Fished
V11393,11566,130.84,-7.62,Indonesia,,,,Fished,Fished
V11394,11567,130.84,-7.46,Indonesia,,,,Fished,Fished
V11395,11568,131,-7.38,Indonesia,,,,Fished,Fished
V11396,11569,130.76,-7.78,Indonesia,,,,Fished,Fished
V11397,11570,130.92,-8.1,Indonesia,,,,Fished,Fished
V11398,11571,131.64,-7.7,Indonesia,,,,Fished,Fished
V11399,11572,130.92,-7.7,Indonesia,,,,Fished,Fished
V11400,11573,130.84,-7.86,Indonesia,,,,Fished,Fished
V11401,11574,130.76,-7.86,Indonesia,,,,Fished,Fished
V11402,11575,130.84,-7.78,Indonesia,,,,Fished,Fished
V11403,11576,130.92,-7.78,Indonesia,,,,Fished,Fished
V11404,11577,130.68,-8.26,Indonesia,,,,Fished,Fished
V11405,11578,130.84,-8.18,Indonesia,,,,Fished,Fished
V11406,11579,128.04,-2.9,Indonesia,,,,Fished,Fished
V11407,11580,127.96,-2.9,Indonesia,,,,Fished,Fished
V11408,11581,127.88,-2.9,Indonesia,,,,Fished,Fished
V11409,11582,127.56,-3.22,Indonesia,,,,Fished,Fished
V11410,11583,127.48,-3.22,Indonesia,,,,Fished,Fished
V11411,11584,127.64,-3.22,Indonesia,,,,Fished,Fished
V11412,11585,127.48,-3.3,Indonesia,,,,Fished,Fished
V11413,11586,127.72,-3.3,Indonesia,,,,Fished,Fished
V11414,11587,127.8,-3.06,Indonesia,,,,Fished,Fished
V11415,11588,127.8,-2.98,Indonesia,,,,Fished,Fished
V11416,11589,127.88,-3.54,Indonesia,,,,Fished,Fished
V11417,11590,127.24,-3.7,Indonesia,,,,Fished,Fished
V11418,11591,127.16,-3.7,Indonesia,,,,Fished,Fished
V11419,11592,127.88,-3.62,Indonesia,,,,Fished,Fished
V11420,11593,127.56,-3.38,Indonesia,,,,Fished,Fished
V11421,11594,127.64,-3.3,Indonesia,,,,Fished,Fished
V11422,11595,127.8,-5.46,Indonesia,,,,Fished,Fished
V11423,11596,127.72,-5.38,Indonesia,,,,Fished,Fished
V11424,11597,127.56,-5.46,Indonesia,,,,Fished,Fished
V11425,11598,127.48,-5.46,Indonesia,,,,Fished,Fished
V11426,11599,128.28,-3.78,Indonesia,,,,Fished,Fished
V11427,11600,127,-3.78,Indonesia,,,,Fished,Fished
V11428,11601,127.24,-3.94,Indonesia,,,,Fished,Fished
V11429,11602,126.04,-1.94,Indonesia,,,,Fished,Fished
V11430,11603,126.44,-1.78,Indonesia,,,,Fished,Fished
V11431,11604,126.52,-1.86,Indonesia,,,,Fished,Fished
V11432,11605,126.6,-3.86,Indonesia,,,,Fished,Fished
V11433,11606,126.12,-3.54,Indonesia,,,,Fished,Fished
V11434,11607,126.44,-3.78,Indonesia,,,,Fished,Fished
V11435,11608,126.92,-3.86,Indonesia,,,,Fished,Fished
V11436,11609,126.84,-3.86,Indonesia,,,,Fished,Fished
V11437,11610,126.68,-3.86,Indonesia,,,,Fished,Fished
V11438,11611,126.92,-3.06,Indonesia,,,,Fished,Fished
V11439,11612,126.04,-3.46,Indonesia,,,,Fished,Fished
V11440,11613,125.96,-3.38,Indonesia,,,,Fished,Fished
V11441,11614,125.96,-3.3,Indonesia,,,,Fished,Fished
V11442,11615,125.96,-3.22,Indonesia,,,,Fished,Fished
V11443,11616,130.84,-3.38,Indonesia,,,,Fished,Fished
V11444,11617,130.44,-2.9,Indonesia,,,,Fished,Fished
V11445,11618,130.76,-3.3,Indonesia,,,,Fished,Fished
V11446,11619,130.84,-3.94,Indonesia,,,,Fished,Fished
V11447,11620,130.92,-3.94,Indonesia,,,,Fished,Fished
V11448,11621,131.08,-3.86,Indonesia,,,,Fished,Fished
V11449,11622,131,-3.94,Indonesia,,,,Fished,Fished
V11450,11623,131.24,-4.1,Indonesia,,,,Fished,Fished
V11451,11624,131.4,-3.94,Indonesia,,,,Fished,Fished
V11452,11625,130.12,-3.54,Indonesia,,,,Fished,Fished
V11453,11626,131.08,-3.62,Indonesia,,,,Fished,Fished
V11454,11627,130.68,-3.86,Indonesia,,,,Fished,Fished
V11455,11628,130.44,-3.7,Indonesia,,,,Fished,Fished
V11456,11629,130.6,-3.78,Indonesia,,,,Fished,Fished
V11457,11630,129.88,-7.86,Indonesia,,,,Fished,Fished
V11458,11631,129.48,-7.94,Indonesia,,,,Fished,Fished
V11459,11632,129.8,-7.78,Indonesia,,,,Fished,Fished
V11460,11633,129.88,-8.1,Indonesia,,,,Fished,Fished
V11461,11634,129.64,-8.02,Indonesia,,,,Fished,Fished
V11462,11635,129.8,-6.58,Indonesia,,,,Fished,Fished
V11463,11636,129.48,-6.66,Indonesia,,,,Fished,Fished
V11464,11637,129.4,-6.66,Indonesia,,,,Fished,Fished
V11465,11638,131.32,-4.18,Indonesia,,,,Fished,Fished
V11466,11639,130.04,-4.66,Indonesia,,,,Fished,Fished
V11467,11640,129.72,-7.54,Indonesia,,,,Fished,Fished
V11468,11641,129.64,-7.78,Indonesia,,,,Fished,Fished
V11469,11642,129.56,-6.66,Indonesia,,,,Fished,Fished
V11470,11643,129.64,-7.54,Indonesia,,,,Fished,Fished
V11471,11644,129.48,-6.74,Indonesia,,,,Fished,Fished
V11472,11645,129.8,-8.26,Indonesia,,,,Fished,Fished
V11473,11646,129.8,-8.18,Indonesia,,,,Fished,Fished
V11474,11647,129.32,-3.46,Indonesia,,,,Fished,Fished
V11475,11648,129.88,-3.38,Indonesia,,,,Fished,Fished
V11476,11649,129.4,-3.46,Indonesia,,,,Fished,Fished
V11477,11650,129.48,-3.46,Indonesia,,,,Fished,Fished
V11478,11651,129.08,-2.74,Indonesia,,,,Fished,Fished
V11479,11652,129,-2.74,Indonesia,,,,Fished,Fished
V11480,11653,127.96,-8.1,Indonesia,,,,Fished,Fished
V11481,11654,128.36,-7.22,Indonesia,,,,Fished,Fished
V11482,11655,128.6,-7.3,Indonesia,,,,Fished,Fished
V11483,11656,128.44,-7.22,Indonesia,,,,Fished,Fished
V11484,11657,128.84,-8.18,Indonesia,,,,Fished,Fished
V11485,11658,129,-8.18,Indonesia,,,,Fished,Fished
V11486,11659,128.76,-8.18,Indonesia,,,,Fished,Fished
V11487,11660,128.68,-8.18,Indonesia,,,,Fished,Fished
V11488,11661,128.76,-3.7,Indonesia,,,,Fished,Fished
V11489,11662,128.84,-3.62,Indonesia,,,,Fished,Fished
V11490,11663,129.88,-4.58,Indonesia,,,,Fished,Fished
V11491,11664,128.52,-7.06,Indonesia,,,,Fished,Fished
V11492,11665,128.52,-7.14,Indonesia,,,,Fished,Fished
V11493,11666,128.6,-7.22,Indonesia,,,,Fished,Fished
V11494,11667,128.68,-7.06,Indonesia,,,,Fished,Fished
V11495,11668,128.84,-8.26,Indonesia,,,,Fished,Fished
V11496,11669,128.52,-8.18,Indonesia,,,,Fished,Fished
V11497,11670,128.36,-8.18,Indonesia,,,,Fished,Fished
V11498,11671,128.44,-8.18,Indonesia,,,,Fished,Fished
V11499,11672,128.44,-8.34,Indonesia,,,,Fished,Fished
V11500,11673,128.52,-8.26,Indonesia,,,,Fished,Fished
V11501,11674,120.44,-3.94,Indonesia,,,,Fished,Fished
V11502,11675,120.44,-3.86,Indonesia,,,,Fished,Fished
V11503,11676,120.44,-4.02,Indonesia,,,,Fished,Fished
V11504,11677,120.68,-2.9,Indonesia,,,,Fished,Fished
V11505,11678,120.6,-2.74,Indonesia,,,,Fished,Fished
V11506,11679,120.6,-2.98,Indonesia,,,,Fished,Fished
V11507,11680,120.6,-2.9,Indonesia,,,,Fished,Fished
V11508,11681,120.68,-3.14,Indonesia,,,,Fished,Fished
V11509,11682,120.6,-3.14,Indonesia,,,,Fished,Fished
V11510,11683,120.76,-3.14,Indonesia,,,,Fished,Fished
V11511,11684,120.44,-4.34,Indonesia,,,,Fished,Fished
V11512,11685,120.44,-4.42,Indonesia,,,,Fished,Fished
V11513,11686,120.44,-4.1,Indonesia,,,,Fished,Fished
V11514,11687,120.44,-4.26,Indonesia,,,,Fished,Fished
V11515,11688,120.44,-4.18,Indonesia,,,,Fished,Fished
V11516,11689,120.6,-4.58,Indonesia,,,,Fished,Fished
V11517,11690,120.52,-4.5,Indonesia,,,,Fished,Fished
V11518,11691,120.52,-4.58,Indonesia,,,,Fished,Fished
V11519,11692,120.36,-4.98,Indonesia,,,,Fished,Fished
V11520,11693,120.36,-5.06,Indonesia,,,,Fished,Fished
V11521,11694,120.36,-5.14,Indonesia,,,,Fished,Fished
V11522,11695,120.44,-5.22,Indonesia,,,,Fished,Fished
V11523,11696,120.52,-5.14,Indonesia,,,,Fished,Fished
V11524,11697,120.44,-4.74,Indonesia,,,,Fished,Fished
V11525,11698,120.44,-4.82,Indonesia,,,,Fished,Fished
V11526,11699,120.36,-5.22,Indonesia,,,,Fished,Fished
V11527,11700,120.36,-5.62,Indonesia,,,,Fished,Fished
V11528,11701,120.28,-5.7,Indonesia,,,,Fished,Fished
V11529,11702,122.12,18.62,Philippines,,,,Fished,Fished
V11530,11703,122.28,18.54,Philippines,,,,Fished,Fished
V11531,11704,125.64,10.78,Philippines,,,,Fished,Fished
V11532,11705,125.96,10.78,Philippines,,,,Fished,Fished
V11533,11706,122.6,7.34,Philippines,,,,Fished,Fished
V11534,11707,122.6,7.26,Philippines,,,,Fished,Fished
V11535,11708,122.52,7.18,Philippines,,,,Fished,Fished
V11536,11709,122.84,9.26,Philippines,,,,Fished,Fished
V11537,11710,123.48,9.1,Philippines,,,,Fished,Fished
V11538,11711,122.44,7.1,Philippines,,,,Fished,Fished
V11539,11712,122.52,16.94,Philippines,,,,Fished,Fished
V11540,11713,121.88,12.3,Philippines,,,,Fished,Fished
V11541,11714,122.04,13.18,Philippines,,,,Fished,Fished
V11542,11715,121.48,13.26,Philippines,,,,Fished,Fished
V11543,11716,122.2,12.7,Philippines,,,,Fished,Fished
V11544,11717,122.04,12.7,Philippines,,,,Fished,Fished
V11545,11718,121.88,14.62,Philippines,,,,Fished,Fished
V11546,11719,121.8,14.78,Philippines,,,,Fished,Fished
V11547,11720,122.2,14.62,Philippines,,,,Fished,Fished
V11548,11721,122.44,16.7,Philippines,,,,Fished,Fished
V11549,11722,122.36,14.86,Philippines,,,,Fished,Fished
V11550,11723,121.8,15.1,Philippines,,,,Fished,Fished
V11551,11724,122.76,13.66,Philippines,,,,Fished,Fished
V11552,11725,122.36,18.22,Philippines,,,,Fished,Fished
V11553,11726,120.68,13.1,Philippines,,,,Fished,Fished
V11554,11727,119.96,15.18,Philippines,,,,Fished,Fished
V11555,11728,119.72,15.9,Philippines,,,,Fished,Fished
V11556,11729,119.96,15.02,Philippines,,,,Fished,Fished
V11557,11730,126.52,7.98,Philippines,,,,Fished,Fished
V11558,11731,126.52,8.06,Philippines,,,,Fished,Fished
V11559,11732,126.6,7.18,Philippines,,,,Fished,Fished
V11560,11733,125.56,10.46,Philippines,,,,Fished,Fished
V11561,11734,125.88,10.22,Philippines,,,,Fished,Fished
V11562,11735,125.24,9.9,Philippines,,,,Fished,Fished
V11563,11736,126.44,8.54,Philippines,,,,Fished,Fished
V11564,11737,125.96,6.86,Philippines,,,,Fished,Fished
V11565,11738,124.6,12.7,Philippines,,,,Fished,Fished
V11566,11739,123.8,9.98,Philippines,,,,Fished,Fished
V11567,11740,124.12,10.94,Philippines,,,,Fished,Fished
V11568,11741,124.04,7.5,Philippines,,,,Fished,Fished
V11569,11742,124.28,12.06,Philippines,,,,Fished,Fished
V11570,11743,124.28,11.82,Philippines,,,,Fished,Fished
V11571,11744,124.44,12.14,Philippines,,,,Fished,Fished
V11572,11745,124.28,12.3,Philippines,,,,Fished,Fished
V11573,11746,124.28,11.26,Philippines,,,,Fished,Fished
V11574,11747,124.12,11.26,Philippines,,,,Fished,Fished
V11575,11748,124.04,11.58,Philippines,,,,Fished,Fished
V11576,11749,124.36,11.82,Philippines,,,,Fished,Fished
V11577,11750,124.04,11.34,Philippines,,,,Fished,Fished
V11578,11751,125.64,11.42,Philippines,,,,Fished,Fished
V11579,11752,123.08,14.62,Philippines,,,,Fished,Fished
V11580,11753,123.08,14.54,Philippines,,,,Fished,Fished
V11581,11754,124.04,12.06,Philippines,,,,Fished,Fished
V11582,11755,123.08,12.06,Philippines,,,,Fished,Fished
V11583,11756,123.24,11.9,Philippines,,,,Fished,Fished
V11584,11757,123.08,11.98,Philippines,,,,Fished,Fished
V11585,11758,123,12.22,Philippines,,,,Fished,Fished
V11586,11759,122.6,12.3,Philippines,,,,Fished,Fished
V11587,11760,123.08,12.14,Philippines,,,,Fished,Fished
V11588,11761,123.16,12.14,Philippines,,,,Fished,Fished
V11589,11762,123.8,11.74,Philippines,,,,Fished,Fished
V11590,11763,123.88,11.74,Philippines,,,,Fished,Fished
V11591,11764,123.24,11.74,Philippines,,,,Fished,Fished
V11592,11765,123.16,11.74,Philippines,,,,Fished,Fished
V11593,11766,124.12,11.9,Philippines,,,,Fished,Fished
V11594,11767,122.92,11.9,Philippines,,,,Fished,Fished
V11595,11768,122.92,11.82,Philippines,,,,Fished,Fished
V11596,11769,123.72,13.5,Philippines,,,,Fished,Fished
V11597,11770,123.48,14.06,Philippines,,,,Fished,Fished
V11598,11771,123.24,12.62,Philippines,,,,Fished,Fished
V11599,11772,123,12.3,Philippines,,,,Fished,Fished
V11600,11773,123.8,12.54,Philippines,,,,Fished,Fished
V11601,11774,122.76,13.18,Philippines,,,,Fished,Fished
V11602,11775,123.24,13.02,Philippines,,,,Fished,Fished
V11603,11776,123.32,11.1,Philippines,,,,Fished,Fished
V11604,11777,123.56,11.58,Philippines,,,,Fished,Fished
V11605,11778,123.48,11.5,Philippines,,,,Fished,Fished
V11606,11779,123.72,11.58,Philippines,,,,Fished,Fished
V11607,11780,123.56,11.74,Philippines,,,,Fished,Fished
V11608,11781,123.16,11.66,Philippines,,,,Fished,Fished
V11609,11782,123.64,11.74,Philippines,,,,Fished,Fished
V11610,11783,123.56,11.34,Philippines,,,,Fished,Fished
V11611,11784,123.4,11.26,Philippines,,,,Fished,Fished
V11612,11785,123.4,11.42,Philippines,,,,Fished,Fished
V11613,11786,123.4,11.5,Philippines,,,,Fished,Fished
V11614,11787,123.4,11.34,Philippines,,,,Fished,Fished
V11615,11788,123.32,11.34,Philippines,,,,Fished,Fished
V11616,11789,125.48,6.86,Philippines,,,,Fished,Fished
V11617,11790,125.8,6.86,Philippines,,,,Fished,Fished
V11618,11791,125.72,6.86,Philippines,,,,Fished,Fished
V11619,11792,125.64,6.94,Philippines,,,,Fished,Fished
V11620,11793,125.96,6.94,Philippines,,,,Fished,Fished
V11621,11794,126.6,5.5,Indonesia,,,,Fished,Fished
V11622,11795,126.2,6.22,Philippines,,,,Fished,Fished
V11623,11796,125.72,10.7,Philippines,,,,Fished,Fished
V11624,11797,125.64,10.46,,,,,Fished,Fished
V11625,11798,125.8,10.78,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11626,11799,125.72,10.86,Philippines,,,,Fished,Fished
V11627,11800,125.64,10.7,Philippines,,,,Fished,Fished
V11628,11801,125.48,10.3,Philippines,,,,Fished,Fished
V11629,11802,125.48,10.46,Philippines,,,,Fished,Fished
V11630,11803,125.72,10.38,Philippines,,,,Fished,Fished
V11631,11804,125.72,11.18,Philippines,,,,Fished,Fished
V11632,11805,125.64,10.94,Philippines,,,,Fished,Fished
V11633,11806,125.8,11.1,Philippines,,,,Fished,Fished
V11634,11807,125.8,10.94,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11635,11808,125.72,10.94,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11636,11809,125.64,11.02,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11637,11810,125.56,11.02,Philippines,,,,Fished,Fished
V11638,11811,125.96,9.98,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11639,11812,125.8,9.98,Philippines,,,,Fished,Fished
V11640,11813,125.32,9.98,Philippines,,,,Fished,Fished
V11641,11814,125.88,9.98,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11642,11815,126.12,10.06,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11643,11816,125.8,10.22,Philippines,,,,Fished,Fished
V11644,11817,126.04,10.06,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11645,11818,125.8,10.06,Philippines,,,,Fished,Fished
V11646,11819,125.96,10.06,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11647,11820,126.04,10.14,Philippines,,,,Fished,Fished
V11648,11821,125.88,10.06,Philippines,,,,Fished,Fished
V11649,11822,125.72,10.14,Philippines,,,,Fished,Fished
V11650,11823,125.4,9.9,Philippines,,,,Fished,Fished
V11651,11824,125.88,9.9,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11652,11825,126.2,9.82,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11653,11826,125.4,9.82,Philippines,,,,Fished,Fished
V11654,11827,126.2,9.34,Philippines,,,,Fished,Fished
V11655,11828,126.04,9.58,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11656,11829,125.8,9.58,Philippines,,,,Fished,Fished
V11657,11830,126.12,9.58,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11658,11831,126.12,9.42,Philippines,,,,Fished,Fished
V11659,11832,126.04,9.42,Philippines,,,,Fished,Fished
V11660,11833,126.04,9.5,Philippines,,,,Fished,Fished
V11661,11834,126.44,8.46,Philippines,,,,Fished,Fished
V11662,11835,126.36,8.94,Philippines,,,,Fished,Fished
V11663,11836,126.36,8.78,Philippines,,,,Fished,Fished
V11664,11837,124.28,12.78,Philippines,,,,Fished,Fished
V11665,11838,124.52,12.7,Philippines,,,,Fished,Fished
V11666,11839,125.48,12.3,Philippines,,,,Fished,Fished
V11667,11840,124.6,12.62,Philippines,,,,Fished,Fished
V11668,11841,124.68,12.7,Philippines,,,,Fished,Fished
V11669,11842,124.68,12.62,Philippines,,,,Fished,Fished
V11670,11843,124.52,12.62,Philippines,,,,Fished,Fished
V11671,11844,124.28,11.74,Philippines,,,,Fished,Fished
V11672,11845,124.28,11.9,Philippines,,,,Fished,Fished
V11673,11846,124.12,12.06,Philippines,,,,Fished,Fished
V11674,11847,125.56,12.22,Philippines,,,,Fished,Fished
V11675,11848,125.56,12.14,Philippines,,,,Fished,Fished
V11676,11849,124.28,11.98,Philippines,,,,Fished,Fished
V11677,11850,124.2,11.34,Philippines,,,,Fished,Fished
V11678,11851,124.2,11.26,Philippines,,,,Fished,Fished
V11679,11852,124.04,11.26,,,,,Fished,Fished
V11680,11853,124.28,11.58,Philippines,,,,Fished,Fished
V11681,11854,124.28,11.42,Philippines,,,,Fished,Fished
V11682,11855,125.56,11.5,Philippines,,,,Fished,Fished
V11683,11856,125.24,11.02,Philippines,,,,Fished,Fished
V11684,11857,124.2,11.02,Philippines,,,,Fished,Fished
V11685,11858,125.16,11.02,Philippines,,,,Fished,Fished
V11686,11859,124.12,11.02,Philippines,,,,Fished,Fished
V11687,11860,125.16,10.94,Philippines,,,,Fished,Fished
V11688,11861,124.36,10.94,Philippines,,,,Fished,Fished
V11689,11862,124.2,11.1,Philippines,,,,Fished,Fished
V11690,11863,124.28,10.62,Philippines,,,,Fished,Fished
V11691,11864,124.6,10.54,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V11692,11865,124.44,10.86,Philippines,,,,Fished,Fished
V11693,11866,124.52,10.7,Philippines,,,,Fished,Fished
V11694,11867,124.28,10.7,Philippines,,,,Fished,Fished
V11695,11868,124.52,10.78,,,,,Fished,Fished
V11696,11869,123.8,10.78,Philippines,Protected Seascape,V,Not Reported,Fished,Fished
V11697,11870,124.68,10.22,Philippines,,,,Fished,Fished
V11698,11871,124.6,10.22,Philippines,,,,Fished,Fished
V11699,11872,124.36,10.3,Philippines,,,,Fished,Fished
V11700,11873,124.36,10.38,Philippines,,,,Fished,Fished
V11701,11874,125.24,10.46,Philippines,,,,Fished,Fished
V11702,11875,124.6,10.3,Philippines,,,,Fished,Fished
V11703,11876,124.28,10.3,Philippines,,,,Fished,Fished
V11704,11877,124.68,10.3,Philippines,,,,Fished,Fished
V11705,11878,124.44,10.38,Philippines,,,,Fished,Fished
V11706,11879,124.2,10.3,Philippines,,,,Fished,Fished
V11707,11880,124.92,10.06,Philippines,,,,Fished,Fished
V11708,11881,123.88,10.06,Philippines,,,,Fished,Fished
V11709,11882,124.76,10.14,Philippines,,,,Fished,Fished
V11710,11883,123.88,9.5,Philippines,,,,Fished,Fished
V11711,11884,123.96,9.5,Philippines,,,,Fished,Fished
V11712,11885,123.72,9.9,Philippines,,,,Fished,Fished
V11713,11886,123.56,9.1,Philippines,,,,Fished,Fished
V11714,11887,124.76,9.02,Philippines,,,,Fished,Fished
V11715,11888,124.84,9.1,Philippines,,,,Fished,Fished
V11716,11889,123.64,9.1,Philippines,,,,Fished,Fished
V11717,11890,123.72,9.1,Philippines,,,,Fished,Fished
V11718,11891,124.68,8.7,Philippines,,,,Fished,Fished
V11719,11892,123.72,9.26,Philippines,,,,Fished,Fished
V11720,11893,124.76,9.26,Philippines,,,,Fished,Fished
V11721,11894,123.64,9.34,Philippines,,,,Fished,Fished
V11722,11895,123.56,9.34,Philippines,,,,Fished,Fished
V11723,11896,124.84,9.18,Philippines,,,,Fished,Fished
V11724,11897,124.68,9.1,Philippines,,,,Fished,Fished
V11725,11898,124.76,9.1,,,,,Fished,Fished
V11726,11899,123.48,9.26,Philippines,,,,Fished,Fished
V11727,11900,123.48,9.18,,,,,Fished,Fished
V11728,11901,124.6,9.18,Philippines,,,,Fished,Fished
V11729,11902,123.88,8.46,Philippines,,,,Fished,Fished
