ID,Id2,Lon,Lat,SOVEREIGN1,DESIG_ENG,IUCN_CAT,NO_TAKE,Class,General
V3119,3132,176.04,-5.7,Tuvalu,,,,Fished,Fished
V3120,3133,179.8,-9.46,Tuvalu,,,,Fished,Fished
V3121,3134,179.88,-9.38,Tuvalu,,,,Fished,Fished
V3122,3135,179.48,-10.58,Tuvalu,,,,Fished,Fished
V3123,3136,179.88,-9.46,Tuvalu,,,,Fished,Fished
V3124,3137,179.08,-8.66,Tuvalu,,,,Fished,Fished
V3125,3138,179.64,-10.42,Tuvalu,,,,Fished,Fished
V3126,3139,179.56,-10.42,Tuvalu,,,,Fished,Fished
V3127,3140,179.56,-10.5,Tuvalu,,,,Fished,Fished
V3128,3141,179.48,-10.5,Tuvalu,,,,Fished,Fished
V3129,3142,179.48,-10.42,Tuvalu,,,,Fished,Fished
V3130,3143,179.64,-10.5,Tuvalu,,,,Fished,Fished
V3131,3144,166.92,-0.58,Nauru,,,,Fished,Fished
V3132,3145,177.16,-12.5,Fiji,,,,Fished,Fished
V3133,3146,176.92,-12.5,Fiji,,,,Fished,Fished
V3134,3147,176.44,-1.3,Kiribati,,,,Fished,Fished
V3135,3148,175.96,-1.3,Kiribati,,,,Fished,Fished
V3136,3149,175.96,-1.38,Kiribati,,,,Fished,Fished
V3137,3150,176.76,-2.66,Kiribati,,,,Fished,Fished
V3138,3151,176.84,-2.58,Kiribati,,,,Fished,Fished
V3139,3152,176.76,-2.58,Kiribati,,,,Fished,Fished
V3140,3153,174.36,-0.74,Kiribati,,,,Fished,Fished
V3141,3154,174.28,-0.74,Kiribati,,,,Fished,Fished
V3142,3155,174.44,-0.74,Kiribati,,,,Fished,Fished
V3143,3156,174.28,-0.66,Kiribati,,,,Fished,Fished
V3144,3157,174.2,-0.66,Kiribati,,,,Fished,Fished
V3145,3158,174.36,-0.66,Kiribati,,,,Fished,Fished
V3146,3159,174.28,-0.82,Kiribati,,,,Fished,Fished
V3147,3159,174.28,-0.82,Kiribati,,,,Fished,Fished
V3148,3160,174.12,-0.66,Kiribati,,,,Fished,Fished
V3149,3161,174.52,-0.82,Kiribati,,,,Fished,Fished
V3150,3161,174.52,-0.82,Kiribati,,,,Fished,Fished
V3151,3162,174.44,-0.82,Kiribati,,,,Fished,Fished
V3152,3162,174.44,-0.82,Kiribati,,,,Fished,Fished
V3153,3163,174.36,-0.82,Kiribati,,,,Fished,Fished
V3154,3163,174.36,-0.82,Kiribati,,,,Fished,Fished
V3155,3164,174.2,-0.5,Kiribati,,,,Fished,Fished
V3156,3165,174.44,-0.58,Kiribati,,,,Fished,Fished
V3157,3166,175.48,-1.86,Kiribati,,,,Fished,Fished
V3158,3167,176.36,-1.3,Kiribati,,,,Fished,Fished
V3159,3168,175.64,-1.86,Kiribati,,,,Fished,Fished
V3160,3169,176.04,-1.3,Kiribati,,,,Fished,Fished
V3161,3170,176.44,-1.38,Kiribati,,,,Fished,Fished
V3162,3171,176.52,-1.46,Kiribati,,,,Fished,Fished
V3163,3172,175.96,-2.5,Kiribati,,,,Fished,Fished
V3164,3173,174.2,-0.58,Kiribati,,,,Fished,Fished
V3165,3174,175.56,-1.94,Kiribati,,,,Fished,Fished
V3166,3175,175.48,-1.78,Kiribati,,,,Fished,Fished
V3167,3176,175.56,-1.78,Kiribati,,,,Fished,Fished
V3168,3177,174.6,-1.06,Kiribati,,,,Fished,Fished
V3169,3178,174.6,-1.14,Kiribati,,,,Fished,Fished
V3170,3179,174.68,-1.06,Kiribati,,,,Fished,Fished
V3171,3180,174.68,-1.3,Kiribati,,,,Fished,Fished
V3172,3181,174.76,-1.14,Kiribati,,,,Fished,Fished
V3173,3182,174.84,-1.38,Kiribati,,,,Fished,Fished
V3174,3183,174.76,-1.3,Kiribati,,,,Fished,Fished
V3175,3184,174.76,-1.38,Kiribati,,,,Fished,Fished
V3176,3185,174.68,-1.22,Kiribati,,,,Fished,Fished
V3177,3186,174.12,-0.58,Kiribati,,,,Fished,Fished
V3178,3187,175,-1.54,Kiribati,,,,Fished,Fished
V3179,3188,174.92,-1.54,Kiribati,,,,Fished,Fished
V3180,3189,174.84,-1.54,Kiribati,,,,Fished,Fished
V3181,3190,174.84,-1.46,Kiribati,,,,Fished,Fished
V3182,3191,174.92,-1.46,Kiribati,,,,Fished,Fished
V3183,3192,168.92,14.7,,,,,Fished,Fished
V3184,3193,168.92,14.62,Marshall Islands,,,,Fished,Fished
V3185,3194,169,14.7,Marshall Islands,,,,Fished,Fished
V3186,3195,168.92,14.54,Marshall Islands,,,,Fished,Fished
V3187,3196,169.72,11.26,Marshall Islands,,,,Fished,Fished
V3188,3197,169.56,11.18,Marshall Islands,,,,Fished,Fished
V3189,3198,169.64,11.18,Marshall Islands,,,,Fished,Fished
V3190,3199,169.56,11.1,Marshall Islands,,,,Fished,Fished
V3191,3200,169.64,11.1,Marshall Islands,,,,Fished,Fished
V3192,3201,167.08,11.5,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3193,3202,166.76,11.26,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3194,3203,166.68,11.5,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3195,3204,166.52,11.18,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3196,3205,166.76,11.34,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3197,3206,166.84,11.34,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3198,3207,166.68,11.34,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3199,3208,166.6,11.34,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3200,3209,166.68,11.42,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3201,3210,166.6,11.42,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3202,3211,166.84,11.5,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3203,3212,166.92,11.5,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3204,3213,165.4,11.66,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3205,3214,165.32,11.74,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3206,3215,165.4,11.58,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3207,3216,165.56,11.66,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3208,3217,165.24,11.66,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3209,3218,165.24,11.74,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3210,3219,165.16,11.66,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3211,3220,166.28,11.1,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3212,3221,166.28,11.18,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3213,3222,165.4,11.74,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3214,3223,165.24,11.58,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3215,3224,165.24,11.5,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3216,3225,165.16,11.58,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3217,3226,165.48,11.5,Marshall Islands,Conservation Area,Ib,All,Closed,MPA
V3218,3227,167.48,11.42,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3219,3228,167.32,11.34,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3220,3229,167.4,11.42,,Conservation Area,VI,All,Closed,MPA
V3221,3230,167.4,11.26,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3222,3231,167.48,11.26,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3223,3232,167.32,11.42,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3224,3233,167.56,11.42,Marshall Islands,Conservation Area,VI,All,Closed,MPA
V3225,3237,169.96,10.46,,,,,Fished,Fished
V3226,3238,169.88,10.46,Marshall Islands,,,,Fished,Fished
V3227,3239,170.84,10.3,Marshall Islands,,,,Fished,Fished
V3228,3240,169.08,10.06,Marshall Islands,,,,Fished,Fished
V3229,3241,169,10.06,Marshall Islands,,,,Fished,Fished
V3230,3242,169.32,9.9,Marshall Islands,,,,Fished,Fished
V3231,3243,170.92,10.3,Marshall Islands,,,,Fished,Fished
V3232,3244,170.12,12.22,,,,,Fished,Fished
V3233,3245,170.12,12.3,Marshall Islands,,,,Fished,Fished
V3234,3246,170.04,12.22,Marshall Islands,,,,Fished,Fished
V3235,3247,170.04,12.3,Marshall Islands,,,,Fished,Fished
V3236,3248,169.72,11.34,Marshall Islands,,,,Fished,Fished
V3237,3249,169.8,11.34,Marshall Islands,,,,Fished,Fished
V3238,3250,169.88,11.26,Marshall Islands,,,,Fished,Fished
V3239,3251,170.12,12.14,Marshall Islands,,,,Fished,Fished
V3240,3252,162.12,11.58,Marshall Islands,,,,Fished,Fished
V3241,3253,162.2,11.58,Marshall Islands,,,,Fished,Fished
V3242,3254,162.44,11.5,Marshall Islands,,,,Fished,Fished
V3243,3255,162.04,11.42,Marshall Islands,,,,Fished,Fished
V3244,3256,162.12,11.34,Marshall Islands,,,,Fished,Fished
V3245,3257,160.76,9.9,Marshall Islands,,,,Fished,Fished
V3246,3258,160.92,9.74,Marshall Islands,,,,Fished,Fished
V3247,3259,161,9.82,Marshall Islands,,,,Fished,Fished
V3248,3260,160.76,9.82,Marshall Islands,,,,Fished,Fished
V3249,3261,162.2,11.5,Marshall Islands,,,,Fished,Fished
V3250,3262,162.2,11.42,Marshall Islands,,,,Fished,Fished
V3251,3263,162.28,11.5,Marshall Islands,,,,Fished,Fished
V3252,3264,162.28,11.58,Marshall Islands,,,,Fished,Fished
V3253,3265,162.36,11.5,Marshall Islands,,,,Fished,Fished
V3254,3266,162.12,11.5,Marshall Islands,,,,Fished,Fished
V3255,3267,162.12,11.66,Marshall Islands,,,,Fished,Fished
V3256,3268,162.2,11.34,Marshall Islands,,,,Fished,Fished
V3257,3269,162.36,11.66,Marshall Islands,,,,Fished,Fished
V3258,3270,162.04,11.5,Marshall Islands,,,,Fished,Fished
V3259,3271,162.04,11.58,Marshall Islands,,,,Fished,Fished
V3260,3272,166.2,8.94,Marshall Islands,,,,Fished,Fished
V3261,3273,165.72,9.02,Marshall Islands,,,,Fished,Fished
V3262,3274,165.72,8.94,Marshall Islands,,,,Fished,Fished
V3263,3275,165.56,9.02,Marshall Islands,,,,Fished,Fished
V3264,3276,165.96,10.06,Marshall Islands,,,,Fished,Fished
V3265,3277,166.04,10.06,Marshall Islands,,,,Fished,Fished
V3266,3278,166.04,10.22,Marshall Islands,,,,Fished,Fished
V3267,3279,165.88,10.14,Marshall Islands,,,,Fished,Fished
V3268,3280,165.88,10.22,Marshall Islands,,,,Fished,Fished
V3269,3281,172.12,6.22,Marshall Islands,,,,Fished,Fished
V3270,3282,171.72,6.06,Marshall Islands,,,,Fished,Fished
V3271,3283,172.04,5.98,Marshall Islands,,,,Fished,Fished
V3272,3284,170.28,9.5,Marshall Islands,,,,Fished,Fished
V3273,3285,170.2,9.58,Marshall Islands,,,,Fished,Fished
V3274,3286,170.12,9.58,Marshall Islands,,,,Fished,Fished
V3275,3287,170.04,9.34,Marshall Islands,,,,Fished,Fished
V3276,3288,169.88,9.34,Marshall Islands,,,,Fished,Fished
V3277,3289,169.88,9.26,Marshall Islands,,,,Fished,Fished
V3278,3290,169.96,9.1,Marshall Islands,,,,Fished,Fished
V3279,3291,169.88,9.18,Marshall Islands,,,,Fished,Fished
V3280,3292,169.96,9.5,Marshall Islands,,,,Fished,Fished
V3281,3293,169.8,9.5,Marshall Islands,,,,Fished,Fished
V3282,3294,172.12,5.9,Marshall Islands,,,,Fished,Fished
V3283,3295,169.8,9.42,Marshall Islands,,,,Fished,Fished
V3284,3296,170.04,9.42,Marshall Islands,,,,Fished,Fished
V3285,3297,169.88,9.42,Marshall Islands,,,,Fished,Fished
V3286,3298,169.96,9.42,Marshall Islands,,,,Fished,Fished
V3287,3299,171.16,8.46,Marshall Islands,,,,Fished,Fished
V3288,3300,171.08,8.54,Marshall Islands,,,,Fished,Fished
V3289,3301,171,8.3,Marshall Islands,,,,Fished,Fished
V3290,3302,171,8.22,Marshall Islands,,,,Fished,Fished
V3291,3303,170.84,8.94,Marshall Islands,,,,Fished,Fished
V3292,3304,171.08,8.3,Marshall Islands,,,,Fished,Fished
V3293,3305,171.08,8.86,Marshall Islands,,,,Fished,Fished
V3294,3306,170.04,9.02,,,,,Fished,Fished
V3295,3307,171,8.62,Marshall Islands,,,,Fished,Fished
V3296,3308,170.84,8.78,Marshall Islands,,,,Fished,Fished
V3297,3309,170.92,8.7,Marshall Islands,,,,Fished,Fished
V3298,3310,171.08,8.78,Marshall Islands,,,,Fished,Fished
V3299,3311,169.48,5.9,Marshall Islands,,,,Fished,Fished
V3300,3312,169.4,5.98,Marshall Islands,,,,Fished,Fished
V3301,3313,169.56,5.82,,,,,Fished,Fished
V3302,3314,169.4,5.9,Marshall Islands,,,,Fished,Fished
V3303,3315,169.4,6.3,Marshall Islands,,,,Fished,Fished
V3304,3316,171.08,8.14,Marshall Islands,,,,Fished,Fished
V3305,3317,171.16,8.22,Marshall Islands,,,,Fished,Fished
V3306,3318,171,8.38,Marshall Islands,,,,Fished,Fished
V3307,3319,171.16,8.14,Marshall Islands,,,,Fished,Fished
V3308,3320,169.4,6.22,Marshall Islands,,,,Fished,Fished
V3309,3321,169.08,5.66,Marshall Islands,,,,Fished,Fished
V3310,3322,166.6,19.26,United States,Marine National Monument,V,Part,Restricted,MPA
V3311,3323,166.6,19.34,United States,Marine National Monument,V,Part,Restricted,MPA
V3312,3324,166.68,19.34,United States,Marine National Monument,V,Part,Restricted,MPA
V3313,3325,168.12,5.66,Marshall Islands,,,,Fished,Fished
V3314,3326,168.68,4.7,Marshall Islands,,,,Fished,Fished
V3315,3327,168.76,4.54,Marshall Islands,,,,Fished,Fished
V3316,3328,168.76,4.7,Marshall Islands,,,,Fished,Fished
V3317,3329,168.68,4.54,Marshall Islands,,,,Fished,Fished
V3318,3330,168.68,4.62,,,,,Fished,Fished
V3319,3331,167.32,9.34,Marshall Islands,,,,Fished,Fished
V3320,3332,167.24,9.34,Marshall Islands,,,,Fished,Fished
V3321,3333,166.84,9.34,Marshall Islands,,,,Fished,Fished
V3322,3334,166.84,9.26,Marshall Islands,,,,Fished,Fished
V3323,3335,167.48,9.42,Marshall Islands,,,,Fished,Fished
V3324,3336,167.72,9.02,Marshall Islands,,,,Fished,Fished
V3325,3337,167.48,9.02,Marshall Islands,,,,Fished,Fished
V3326,3338,167.32,9.1,Marshall Islands,,,,Fished,Fished
V3327,3339,167.72,9.18,Marshall Islands,,,,Fished,Fished
V3328,3340,167.64,9.1,Marshall Islands,,,,Fished,Fished
V3329,3341,167.16,9.18,Marshall Islands,,,,Fished,Fished
V3330,3342,167.56,9.18,Marshall Islands,,,,Fished,Fished
V3331,3343,167.08,9.18,Marshall Islands,,,,Fished,Fished
V3332,3344,167.64,9.18,,,,,Fished,Fished
V3333,3345,167.16,9.1,Marshall Islands,,,,Fished,Fished
V3334,3346,167,9.18,Marshall Islands,,,,Fished,Fished
V3335,3347,167.56,9.34,Marshall Islands,,,,Fished,Fished
V3336,3348,167.4,9.1,Marshall Islands,,,,Fished,Fished
V3337,3349,167.24,9.1,Marshall Islands,,,,Fished,Fished
V3338,3350,168.04,8.14,Marshall Islands,,,,Fished,Fished
V3339,3351,167.64,8.78,Marshall Islands,,,,Fished,Fished
V3340,3352,167.4,8.3,Marshall Islands,,,,Fished,Fished
V3341,3353,167.72,8.7,Marshall Islands,,,,Fished,Fished
V3342,3354,168.28,7.98,Marshall Islands,,,,Fished,Fished
V3343,3355,168.2,7.74,Marshall Islands,,,,Fished,Fished
V3344,3356,168.12,7.98,Marshall Islands,,,,Fished,Fished
V3345,3357,167.8,8.94,Marshall Islands,,,,Fished,Fished
V3346,3358,167.56,8.78,Marshall Islands,,,,Fished,Fished
V3347,3359,167.56,8.86,Marshall Islands,,,,Fished,Fished
V3348,3360,168.6,7.34,Marshall Islands,,,,Fished,Fished
V3349,3361,168.84,7.34,Marshall Islands,,,,Fished,Fished
V3350,3362,168.84,7.42,Marshall Islands,,,,Fished,Fished
V3351,3363,168.52,7.42,Marshall Islands,,,,Fished,Fished
V3352,3364,168.52,7.34,Marshall Islands,,,,Fished,Fished
V3353,3365,168.52,7.5,Marshall Islands,,,,Fished,Fished
V3354,3366,168.92,7.34,Marshall Islands,,,,Fished,Fished
V3355,3367,168.68,7.26,Marshall Islands,,,,Fished,Fished
V3356,3368,168.76,7.26,Marshall Islands,,,,Fished,Fished
V3357,3369,167.96,8.22,Marshall Islands,,,,Fished,Fished
V3358,3370,168.04,8.06,Marshall Islands,,,,Fished,Fished
V3359,3371,167.96,8.14,Marshall Islands,,,,Fished,Fished
V3360,3372,168.84,7.58,Marshall Islands,,,,Fished,Fished
V3361,3373,171.24,7.02,Marshall Islands,,,,Fished,Fished
V3362,3374,171.56,7.02,Marshall Islands,,,,Fished,Fished
V3363,3375,171,7.1,Marshall Islands,,,,Fished,Fished
V3364,3376,171.8,6.94,Marshall Islands,,,,Fished,Fished
V3365,3377,171.16,7.02,Marshall Islands,,,,Fished,Fished
V3366,3378,171.72,6.94,Marshall Islands,,,,Fished,Fished
V3367,3379,171.56,7.18,Marshall Islands,,,,Fished,Fished
V3368,3380,171.64,7.34,Marshall Islands,,,,Fished,Fished
V3369,3381,171,7.18,Marshall Islands,,,,Fished,Fished
V3370,3382,171.08,7.1,Marshall Islands,,,,Fished,Fished
V3371,3383,165.64,8.94,Marshall Islands,,,,Fished,Fished
V3372,3384,165.48,9.26,Marshall Islands,,,,Fished,Fished
V3373,3385,168.04,5.66,Marshall Islands,,,,Fished,Fished
V3374,3386,165.48,9.18,Marshall Islands,,,,Fished,Fished
V3375,3387,-44.2,-0.9,Brazil,Park,II,Not Reported,Restricted,MPA
V3376,3388,-44.84,-0.34,Brazil,,,,Fished,Fished
V3377,3389,-44.36,-0.82,Brazil,,,,Fished,Fished
V3378,3389,-44.36,-0.82,Brazil,,,,Fished,Fished
V3379,3390,-44.2,-0.82,Brazil,Park,II,Not Reported,Restricted,MPA
V3380,3390,-44.2,-0.82,Brazil,Park,II,Not Reported,Restricted,MPA
V3381,3391,-44.84,-0.26,Brazil,,,,Fished,Fished
V3382,3392,-44.28,-0.82,Brazil,Park,II,Not Reported,Restricted,MPA
V3383,3392,-44.28,-0.82,Brazil,Park,II,Not Reported,Restricted,MPA
V3384,3393,-44.28,-0.9,Brazil,Park,II,Not Reported,Restricted,MPA
V3385,3394,-44.76,-0.98,Brazil,,,,Fished,Fished
V3386,3395,142.52,-9.38,Papua New Guinea,,,,Fished,Fished
V3387,3396,142.28,-9.54,Papua New Guinea,,,,Fished,Fished
V3388,3397,142.04,-10.34,Australia,,,,Fished,Fished
V3389,3398,142.36,-10.34,Australia,,,,Fished,Fished
V3390,3399,142.2,-10.34,Australia,,,,Fished,Fished
V3391,3400,142.28,-10.26,,,,,Fished,Fished
V3392,3402,141.24,-10.5,Australia,Commonwealth Marine Reserve,II,All,Closed,MPA
V3393,3403,142.12,-10.42,Australia,,,,Fished,Fished
V3394,3404,143.24,-10.42,Australia,,,,Fished,Fished
V3395,3405,143.32,-10.42,Australia,,,,Fished,Fished
V3396,3406,142.68,-10.58,Australia,,,,Fished,Fished
V3397,3407,142.84,-10.58,Australia,,,,Fished,Fished
V3398,3408,142.44,-10.42,Australia,,,,Fished,Fished
V3399,3409,143.16,-9.62,Australia,,,,Fished,Fished
V3400,3410,142.6,-9.54,Papua New Guinea,,,,Fished,Fished
V3401,3411,142.2,-9.54,Papua New Guinea,,,,Fished,Fished
V3402,3412,143.08,-9.62,Australia,,,,Fished,Fished
V3403,3413,143.56,-9.46,Australia,,,,Fished,Fished
V3404,3414,143.48,-9.46,Australia,,,,Fished,Fished
V3405,3415,142.44,-9.78,Australia,,,,Fished,Fished
V3406,3416,142.36,-9.78,Australia,,,,Fished,Fished
V3407,3417,142.52,-9.86,Australia,,,,Fished,Fished
V3408,3418,142.84,-9.7,Australia,,,,Fished,Fished
V3409,3419,142.92,-9.7,Australia,,,,Fished,Fished
V3410,3420,143.08,-10.34,Australia,,,,Fished,Fished
V3411,3421,143.32,-10.34,Australia,,,,Fished,Fished
V3412,3422,143.24,-10.34,Australia,,,,Fished,Fished
V3413,3423,141.56,-10.34,Australia,,,,Fished,Fished
V3414,3424,142.28,-9.86,Australia,,,,Fished,Fished
V3415,3425,142.36,-9.86,Australia,,,,Fished,Fished
V3416,3426,142.6,-9.78,Australia,,,,Fished,Fished
V3417,3427,142.68,-9.7,Australia,,,,Fished,Fished
V3418,3428,142.36,-9.7,Papua New Guinea,,,,Fished,Fished
V3419,3429,142.04,-9.94,Australia,,,,Fished,Fished
V3420,3430,143,-9.7,Australia,,,,Fished,Fished
V3421,3431,143.08,-9.7,Australia,,,,Fished,Fished
V3422,3432,142.6,-10.58,Australia,,,,Fished,Fished
V3423,3433,142.6,-10.5,Australia,,,,Fished,Fished
V3424,3434,143.16,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3425,3435,143.32,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3426,3436,143.24,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3427,3437,143.08,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3428,3438,142.92,-10.66,Australia,,,,Fished,Fished
V3429,3439,143,-10.66,Australia,,,,Fished,Fished
V3430,3440,143.08,-10.66,Australia,,,,Fished,Fished
V3431,3441,143.88,-11.22,Australia,Marine Park,VI,None,Restricted,MPA
V3432,3442,143.88,-11.3,Australia,Marine Park,II,All,Closed,MPA
V3433,3443,143.96,-11.3,Australia,Marine Park,II,All,Closed,MPA
V3434,3444,143.8,-11.3,Australia,Marine Park,II,All,Closed,MPA
V3435,3445,143.72,-11.3,Australia,Marine Park,II,All,Closed,MPA
V3436,3446,143.8,-11.38,Australia,Marine Park,II,All,Closed,MPA
V3437,3447,143.8,-11.22,Australia,Marine Park,VI,None,Restricted,MPA
V3438,3448,143.96,-11.22,Australia,Marine Park,VI,None,Restricted,MPA
V3439,3459,143.56,-9.86,Australia,,,,Fished,Fished
V3440,3466,145.72,-16.5,Australia,Marine Park,VI,None,Restricted,MPA
V3441,3467,145.72,-16.26,Australia,Marine Park,VI,None,Restricted,MPA
V3442,3468,145.88,-16.5,Australia,Marine Park,VI,None,Restricted,MPA
V3443,3469,145.8,-16.5,Australia,Marine Park,VI,None,Restricted,MPA
V3444,3470,145.8,-16.42,Australia,Marine Park,VI,None,Restricted,MPA
V3445,3471,145.88,-16.42,Australia,Marine Park,VI,None,Restricted,MPA
V3446,3472,145.88,-16.66,Australia,Marine Park,VI,None,Restricted,MPA
V3447,3473,145.72,-16.42,Australia,Marine Park,VI,None,Restricted,MPA
V3448,3474,145.64,-16.42,Australia,Marine Park,II,All,Closed,MPA
V3449,3475,145.88,-16.58,Australia,Marine Park,VI,None,Restricted,MPA
V3450,3476,143.4,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3451,3477,143.24,-10.66,Australia,,,,Fished,Fished
V3452,3478,143.4,-10.66,Australia,,,,Fished,Fished
V3453,3479,143.48,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3454,3480,142.76,-10.9,Australia,Marine Park,VI,None,Restricted,MPA
V3455,3481,143.32,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3456,3482,143.4,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3457,3483,143.48,-10.9,Australia,Marine Park,II,All,Closed,MPA
V3458,3484,143.48,-10.98,Australia,Marine Park,VI,None,Restricted,MPA
V3459,3485,143.48,-10.66,Australia,,,,Fished,Fished
V3460,3486,143.08,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3461,3487,142.92,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3462,3488,142.76,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3463,3489,142.76,-10.66,Australia,,,,Fished,Fished
V3464,3490,143.72,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3465,3491,143.72,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3466,3492,143.96,-10.82,Australia,Marine Park,II,All,Closed,MPA
V3467,3493,143.88,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3468,3494,144.04,-10.74,Australia,Marine Park,II,All,Closed,MPA
V3469,3495,143.56,-10.66,Australia,,,,Fished,Fished
V3470,3496,143.64,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3471,3497,143.64,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3472,3498,143.72,-10.9,Australia,Marine Park,VI,None,Restricted,MPA
V3473,3499,143.64,-10.9,Australia,Marine Park,II,All,Closed,MPA
V3474,3500,143.48,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3475,3501,143.8,-10.9,Australia,Marine Park,VI,None,Restricted,MPA
V3476,3502,143.8,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3477,3503,144.04,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3478,3504,143.96,-10.9,Australia,Marine Park,VI,None,Restricted,MPA
V3479,3505,144.04,-10.9,Australia,Marine Park,VI,None,Restricted,MPA
V3480,3506,143.24,-10.98,Australia,Marine Park,VI,None,Restricted,MPA
V3481,3507,143.4,-10.9,Australia,Marine Park,II,All,Closed,MPA
V3482,3508,143.32,-10.98,Australia,Marine Park,VI,None,Restricted,MPA
V3483,3509,143.16,-10.98,Australia,Marine Park,VI,None,Restricted,MPA
V3484,3510,143.24,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
V3485,3511,143.24,-10.9,Australia,Marine Park,VI,None,Restricted,MPA
V3486,3512,143.32,-10.9,Australia,Marine Park,VI,None,Restricted,MPA
V3487,3513,143.16,-10.9,Australia,Marine Park,VI,None,Restricted,MPA
V3488,3514,143.8,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3489,3515,143.96,-10.66,Australia,,,,Fished,Fished
V3490,3516,143.56,-10.74,Australia,Marine Park,VI,None,Restricted,MPA
V3491,3517,143.8,-10.66,Australia,,,,Fished,Fished
V3492,3518,143.08,-10.98,Australia,Marine Park,VI,None,Restricted,MPA
V3493,3519,143.4,-10.98,Australia,Marine Park,VI,None,Restricted,MPA
V3494,3520,143.96,-10.74,Australia,Marine Park,II,All,Closed,MPA
V3495,3521,143.56,-10.9,Australia,Marine Park,II,All,Closed,MPA
V3496,3522,143,-11.38,Australia,Marine Park,II,All,Closed,MPA
V3497,3523,143.24,-11.06,Australia,Marine Park,VI,None,Restricted,MPA
V3498,3524,142.92,-11.22,Australia,Marine Park,VI,None,Restricted,MPA
V3499,3525,143,-11.14,Australia,Marine Park,II,All,Closed,MPA
V3500,3526,143.08,-11.06,Australia,Marine Park,VI,None,Restricted,MPA
V3501,3527,143.56,-11.14,Australia,Marine Park,VI,None,Restricted,MPA
V3502,3528,143.48,-11.14,Australia,Marine Park,VI,None,Restricted,MPA
V3503,3529,143.4,-11.06,Australia,Marine Park,VI,None,Restricted,MPA
V3504,3530,143.32,-11.06,Australia,Marine Park,VI,None,Restricted,MPA
V3505,3531,143.56,-11.06,Australia,Marine Park,VI,None,Restricted,MPA
V3506,3532,143.48,-11.06,Australia,Marine Park,VI,None,Restricted,MPA
V3507,3533,143.56,-10.98,Australia,Marine Park,VI,None,Restricted,MPA
V3508,3534,143.96,-11.06,Australia,Marine Park,VI,None,Restricted,MPA
V3509,3535,143.64,-10.98,Australia,Marine Park,VI,None,Restricted,MPA
V3510,3536,143.96,-10.98,Australia,Marine Park,VI,None,Restricted,MPA
V3511,3537,143.56,-10.82,Australia,Marine Park,VI,None,Restricted,MPA
