ID,ID2,Lon,Lat,TERRITORY1,Grav_tot,ECOREGION,PROVINCE 
V1043,1037,72.92,11.98,India,0,Maldives,Central Indian Ocean Islands
V1044,1038,71.88,12.38,India,29,Maldives,Central Indian Ocean Islands
V1045,1039,73,8.3,India,54,Maldives,Central Indian Ocean Islands
V1046,1040,71.96,12.3,India,28,Maldives,Central Indian Ocean Islands
V1047,1041,71.88,12.3,India,28,Maldives,Central Indian Ocean Islands
V1048,1042,72.28,10.14,India,26,Maldives,Central Indian Ocean Islands
V1049,1043,72.36,10.14,India,28,Maldives,Central Indian Ocean Islands
V1050,1044,72.2,9.98,India,0,Maldives,Central Indian Ocean Islands
V1051,1045,72.28,10.06,India,270,Maldives,Central Indian Ocean Islands
V1052,1046,72.6,10.54,India,39,Maldives,Central Indian Ocean Islands
V1053,1047,72.2,10.94,India,33,Maldives,Central Indian Ocean Islands
V1054,1048,72.28,10.86,India,34,Maldives,Central Indian Ocean Islands
V1055,1049,72.52,10.78,India,0,Maldives,Central Indian Ocean Islands
V1056,1050,72.28,10.94,India,343,Maldives,Central Indian Ocean Islands
V1057,1051,72.76,11.18,India,60,Maldives,Central Indian Ocean Islands
V1058,1052,73,6.94,Maldives,41,Maldives,Central Indian Ocean Islands
V1059,1053,72.92,6.94,Maldives,75,Maldives,Central Indian Ocean Islands
V1060,1054,72.84,7.02,Maldives,44,Maldives,Central Indian Ocean Islands
V1061,1055,72.68,11.66,India,59,Maldives,Central Indian Ocean Islands
V1062,1056,72.68,11.74,India,61,Maldives,Central Indian Ocean Islands
V1063,1057,72.12,11.5,India,30,Maldives,Central Indian Ocean Islands
V1064,1058,71.72,11.9,India,21,Maldives,Central Indian Ocean Islands
V1065,1059,71.8,11.98,India,0,Maldives,Central Indian Ocean Islands
V1066,1060,71.88,11.82,India,0,Maldives,Central Indian Ocean Islands
V1067,1061,71.8,11.82,India,24,Maldives,Central Indian Ocean Islands
V1068,1062,72.04,11.1,India,26,Maldives,Central Indian Ocean Islands
V1069,1063,72.04,11.18,India,26,Maldives,Central Indian Ocean Islands
V1070,1064,72.68,11.1,India,1859,Maldives,Central Indian Ocean Islands
V1071,1065,72.12,11.58,India,30,Maldives,Central Indian Ocean Islands
V1072,1066,72.2,11.5,India,32,Maldives,Central Indian Ocean Islands
V1073,1067,73,11.5,India,155,Maldives,Central Indian Ocean Islands
V1074,1068,72.84,6.62,Maldives,0,Maldives,Central Indian Ocean Islands
V1075,1069,72.84,6.46,Maldives,7,Maldives,Central Indian Ocean Islands
V1076,1070,72.6,6.3,Maldives,2,Maldives,Central Indian Ocean Islands
V1077,1071,73.24,6.38,Maldives,10,Maldives,Central Indian Ocean Islands
V1078,1072,72.92,6.78,Maldives,15,Maldives,Central Indian Ocean Islands
V1079,1073,73.24,6.78,Maldives,0,Maldives,Central Indian Ocean Islands
V1080,1074,72.92,6.86,Maldives,18,Maldives,Central Indian Ocean Islands
V1081,1075,73,6.06,Maldives,6,Maldives,Central Indian Ocean Islands
V1082,1076,72.92,6.3,Maldives,0,Maldives,Central Indian Ocean Islands
V1083,1077,72.6,6.22,Maldives,2,Maldives,Central Indian Ocean Islands
V1084,1078,73.24,5.66,Maldives,1781,Maldives,Central Indian Ocean Islands
V1085,1079,73,5.9,Maldives,6,Maldives,Central Indian Ocean Islands
V1086,1080,72.92,5.9,Maldives,4,Maldives,Central Indian Ocean Islands
V1087,1081,72.84,5.82,Maldives,0,Maldives,Central Indian Ocean Islands
V1088,1082,-160.04,-0.34,Jarvis Island,0,Line Islands,Central Polynesia
V1089,1083,-160.04,-0.42,Jarvis Island,0,Line Islands,Central Polynesia
V1090,1084,-159.96,-0.34,Jarvis Island,0,Line Islands,Central Polynesia
V1091,1085,-160.44,4.7,Line Group,11,Line Islands,Central Polynesia
V1092,1086,-161.96,5.9,Palmyra Atoll,0,Line Islands,Central Polynesia
V1093,1087,-162.2,5.9,Palmyra Atoll,0,Line Islands,Central Polynesia
V1094,1088,-159.4,3.98,Line Group,1,Line Islands,Central Polynesia
V1095,1089,-159.32,3.98,Line Group,1,Line Islands,Central Polynesia
V1096,1090,-157.16,1.66,Line Group,1,Line Islands,Central Polynesia
V1097,1091,-157.24,1.66,Line Group,0,Line Islands,Central Polynesia
V1098,1092,-157.56,1.82,Line Group,1,Line Islands,Central Polynesia
V1099,1093,-157.48,2.06,Line Group,0,Line Islands,Central Polynesia
V1100,1094,-159.4,3.82,Line Group,0,Line Islands,Central Polynesia
V1101,1095,-162.36,6.46,Palmyra Atoll,0,Line Islands,Central Polynesia
V1102,1096,-159.24,3.9,Line Group,3,Line Islands,Central Polynesia
V1103,1097,-162.04,5.9,Palmyra Atoll,0,Line Islands,Central Polynesia
V1104,1098,-162.12,5.9,Palmyra Atoll,0,Line Islands,Central Polynesia
V1105,1099,-162.12,5.82,Palmyra Atoll,0,Line Islands,Central Polynesia
V1106,1100,-162.52,6.38,Palmyra Atoll,0,Line Islands,Central Polynesia
V1107,1101,-157.32,1.74,Line Group,0,Line Islands,Central Polynesia
V1108,1102,-157.4,1.74,Line Group,0,Line Islands,Central Polynesia
V1109,1103,-155.88,-5.7,Line Group,0,Line Islands,Central Polynesia
V1110,1104,-155.96,-5.62,Line Group,0,Line Islands,Central Polynesia
V1111,1105,-155.8,-5.62,Line Group,0,Line Islands,Central Polynesia
V1112,1106,-155,-4.02,Line Group,0,Line Islands,Central Polynesia
V1113,1107,-157.48,1.82,Line Group,0,Line Islands,Central Polynesia
V1114,1108,-157.56,1.9,Line Group,2,Line Islands,Central Polynesia
V1115,1109,-157.4,2.06,Line Group,0,Line Islands,Central Polynesia
V1116,1110,-157.32,1.98,,0,Line Islands,Central Polynesia
V1117,1111,-174.52,-4.74,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1118,1112,-174.52,-4.66,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1119,1113,-172.52,-8.5,Tokelau,5,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1120,1114,-172.52,-8.58,Tokelau,1,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1121,1115,-172.2,-4.58,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1122,1118,-176.6,0.86,Howland and Baker islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1123,1119,-165.88,-10.82,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1124,1120,-163.08,-13.38,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1125,1121,-165.96,-10.9,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1126,1122,-165.88,-10.9,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1127,1123,-163,-13.3,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1128,1124,-163.16,-13.38,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1129,1125,-163.24,-13.3,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1130,1126,-163.16,-13.22,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1131,1127,-163.16,-13.3,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1132,1128,-161,-10.34,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1133,1129,-161,-10.5,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1134,1130,-160.92,-10.42,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1135,1131,-161.08,-10.42,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1136,1132,-158.04,-8.98,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1137,1133,-157.96,-8.9,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1138,1134,-157.88,-8.98,Cook Islands,1,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1139,1135,-158.04,-8.9,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1140,1136,-171.56,-3.62,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1141,1137,-172.2,-4.5,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1142,1138,-171.48,-3.54,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1143,1139,-171.64,-2.9,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1144,1140,-171.72,-2.82,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1145,1141,-171.08,-3.06,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1146,1142,-175,-1.62,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1147,1143,-174.68,-1.78,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1148,1144,-174.92,-1.62,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1149,1145,-174.12,-3.62,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1150,1146,-171.72,-2.74,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1151,1147,-171.64,-2.74,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1152,1148,-171.24,-4.42,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1153,1149,-170.76,-3.7,Phoenix Group,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1154,1150,-176.52,0.22,Howland and Baker islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1155,1151,-171.88,-9.14,Tokelau,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1156,1152,-171.88,-9.22,Tokelau,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1157,1153,-171.8,-9.14,,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1158,1154,-171.24,-9.46,Tokelau,1,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1159,1155,-171.16,-9.46,Tokelau,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1160,1156,-171.24,-9.38,,1,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1161,1157,-165.8,-10.82,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1162,1158,-157.88,-8.9,Cook Islands,0,Phoenix/Tokelau/Northern Cook Islands,Central Polynesia
V1163,1164,-178.04,-11.86,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1164,1165,-177.8,-11.7,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1165,1166,-178.2,-11.94,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1166,1167,-178.12,-11.86,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1167,1168,-177.8,-11.78,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1168,1169,-177.88,-11.7,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1169,1170,-169.4,-14.26,American Samoa,2,Samoa Islands,Central Polynesia
V1170,1171,-169.56,-14.26,American Samoa,0,Samoa Islands,Central Polynesia
V1171,1172,-168.2,-14.58,American Samoa,0,Samoa Islands,Central Polynesia
V1172,1173,-169.4,-14.18,American Samoa,0,Samoa Islands,Central Polynesia
V1173,1174,-168.2,-14.5,American Samoa,0,Samoa Islands,Central Polynesia
V1174,1175,-170.6,-14.34,American Samoa,22,Samoa Islands,Central Polynesia
V1175,1176,-170.68,-14.34,American Samoa,50,Samoa Islands,Central Polynesia
V1176,1177,-169.72,-14.18,American Samoa,2,Samoa Islands,Central Polynesia
V1177,1178,-170.84,-14.34,American Samoa,21,Samoa Islands,Central Polynesia
V1178,1179,-172.84,-13.54,Samoa,38,Samoa Islands,Central Polynesia
V1179,1180,-172.12,-13.7,Samoa,0,Samoa Islands,Central Polynesia
V1180,1181,-171.4,-14.1,Samoa,29,Samoa Islands,Central Polynesia
V1181,1182,-172.12,-13.86,Samoa,46,Samoa Islands,Central Polynesia
V1182,1183,-171.72,-13.78,Samoa,157,Samoa Islands,Central Polynesia
V1183,1184,-171.4,-13.94,Samoa,33,Samoa Islands,Central Polynesia
V1184,1185,-172.12,-13.78,Samoa,42,Samoa Islands,Central Polynesia
V1185,1186,-171.56,-13.86,Samoa,139,Samoa Islands,Central Polynesia
V1186,1187,-176.68,-15.86,Tonga,0,Samoa Islands,Central Polynesia
V1187,1188,-176.76,-15.86,Tonga,0,Samoa Islands,Central Polynesia
V1188,1189,-176.68,-15.78,Tonga,0,Samoa Islands,Central Polynesia
V1189,1190,-176.6,-15.86,Tonga,0,Samoa Islands,Central Polynesia
V1190,1191,-173.64,-15.62,Tonga,0,Samoa Islands,Central Polynesia
V1191,1192,-173.72,-15.78,Tonga,0,Samoa Islands,Central Polynesia
V1192,1193,-173.64,-15.46,Tonga,0,Samoa Islands,Central Polynesia
V1193,1194,-173.64,-15.54,Tonga,0,Samoa Islands,Central Polynesia
V1194,1195,-173.88,-16.1,Tonga,1,Samoa Islands,Central Polynesia
V1195,1196,-173.8,-16.02,Tonga,3,Samoa Islands,Central Polynesia
V1196,1197,-173.8,-16.1,Tonga,1,Samoa Islands,Central Polynesia
V1197,1198,-173.88,-15.94,Tonga,1,Samoa Islands,Central Polynesia
V1198,1199,-177.48,-12.58,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1199,1200,-177.56,-12.58,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1200,1201,-177.48,-12.5,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1201,1202,-177.56,-12.5,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1202,1203,-177.32,-12.5,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1203,1204,-177.4,-12.5,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1204,1205,-177.64,-12.5,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1205,1206,-177.72,-12.5,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1206,1207,-176.76,-12.5,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1207,1208,-176.84,-12.5,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1208,1209,-176.68,-12.5,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1209,1210,-176.84,-12.58,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1210,1211,-177.56,-12.42,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1211,1212,-176.68,-12.58,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1212,1213,-176.76,-12.58,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1213,1214,-177.64,-12.26,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1214,1215,-177.48,-12.26,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1215,1216,-175.88,-12.26,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1216,1217,-177.56,-12.26,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1217,1218,-177.48,-12.18,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1218,1219,-178.2,-11.86,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1219,1220,-177.4,-12.26,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1220,1221,-177.4,-12.18,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1221,1222,-177.32,-12.26,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1222,1223,-175.72,-12.18,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1223,1224,-177.4,-12.42,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1224,1225,-177.48,-12.42,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1225,1226,-175.72,-12.26,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1226,1227,-175.8,-12.26,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1227,1228,-175.8,-12.18,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1228,1229,-175.88,-12.18,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1229,1230,-175.72,-12.9,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1230,1231,-176.2,-13.14,Wallis and Futuna,7,Samoa Islands,Central Polynesia
V1231,1232,-176.28,-13.22,Wallis and Futuna,4,Samoa Islands,Central Polynesia
V1232,1233,-175.64,-12.9,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1233,1234,-175.64,-12.98,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1234,1235,-175.72,-12.98,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1235,1236,-176.12,-13.38,Wallis and Futuna,14,Samoa Islands,Central Polynesia
V1236,1237,-176.2,-13.38,Wallis and Futuna,7,Samoa Islands,Central Polynesia
V1237,1238,-176.28,-13.3,Wallis and Futuna,4,Samoa Islands,Central Polynesia
V1238,1239,-176.28,-13.38,Wallis and Futuna,5,Samoa Islands,Central Polynesia
V1239,1240,-178.36,-11.7,Tuvalu,0,Samoa Islands,Central Polynesia
V1240,1241,-172.2,-13.54,Samoa,25,Samoa Islands,Central Polynesia
V1241,1242,-172.68,-13.62,,0,Samoa Islands,Central Polynesia
V1242,1243,-172.76,-13.62,Samoa,43,Samoa Islands,Central Polynesia
V1243,1244,-172.04,-13.94,Samoa,67,Samoa Islands,Central Polynesia
V1244,1245,-172.12,-13.94,Samoa,0,Samoa Islands,Central Polynesia
V1245,1246,-172.68,-13.7,Samoa,0,Samoa Islands,Central Polynesia
V1246,1247,-172.6,-13.78,Samoa,0,Samoa Islands,Central Polynesia
V1247,1248,-171.88,-14.02,Samoa,26,Samoa Islands,Central Polynesia
V1248,1249,-171.96,-14.02,Samoa,26,Samoa Islands,Central Polynesia
V1249,1250,-171.8,-14.02,Samoa,36,Samoa Islands,Central Polynesia
V1250,1251,-178.12,-14.34,Wallis and Futuna,5,Samoa Islands,Central Polynesia
V1251,1252,-178.2,-14.34,Wallis and Futuna,4,Samoa Islands,Central Polynesia
V1252,1253,-176.12,-13.22,Wallis and Futuna,51,Samoa Islands,Central Polynesia
V1253,1254,-178.2,-14.26,Wallis and Futuna,4,Samoa Islands,Central Polynesia
V1254,1255,-178.28,-11.78,Tuvalu,0,Samoa Islands,Central Polynesia
V1255,1256,-178.28,-11.86,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1256,1257,-178.12,-11.78,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1257,1258,-178.2,-11.78,Wallis and Futuna,0,Samoa Islands,Central Polynesia
V1258,1259,151.16,-34.18,Australia,650,Manning-Hawkesbury,East Central Australian Shelf
V1259,1260,152.76,-24.26,Australia,9,Tweed-Moreton,East Central Australian Shelf
V1260,1261,153.16,-24.66,Australia,11,Tweed-Moreton,East Central Australian Shelf
V1261,1262,153.16,-24.34,Australia,7,Tweed-Moreton,East Central Australian Shelf
V1262,1263,153.08,-24.58,Australia,10,Tweed-Moreton,East Central Australian Shelf
V1263,1264,153.16,-24.58,Australia,10,Tweed-Moreton,East Central Australian Shelf
V1264,1265,153.08,-24.42,Australia,8,Tweed-Moreton,East Central Australian Shelf
V1265,1266,153.08,-24.34,Australia,8,Tweed-Moreton,East Central Australian Shelf
V1266,1267,153.16,-24.42,Australia,8,Tweed-Moreton,East Central Australian Shelf
V1267,1268,153.16,-24.5,Australia,9,Tweed-Moreton,East Central Australian Shelf
V1268,1269,153.08,-24.5,Australia,9,Tweed-Moreton,East Central Australian Shelf
V1269,1270,152.52,-24.82,Australia,0,Tweed-Moreton,East Central Australian Shelf
V1270,1271,153.4,-24.98,Australia,0,Tweed-Moreton,East Central Australian Shelf
V1271,1272,-105.4,-26.5,Easter Island,0,Easter Island,Easter Island
V1272,1273,-109.4,-27.14,,0,Easter Island,Easter Island
V1273,1274,-109.32,-27.06,Easter Island,0,Easter Island,Easter Island
V1274,1275,-109.48,-27.14,Easter Island,0,Easter Island,Easter Island
V1275,1276,143.56,-1.3,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1276,1277,144.12,-1.3,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1277,1278,144.04,-1.38,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1278,1279,144.12,-1.38,Papua New Guinea,5,Bismarck Sea,Eastern Coral Triangle
V1279,1280,144.04,-1.46,,0,Bismarck Sea,Eastern Coral Triangle
V1280,1281,144.28,-1.38,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1281,1282,144.2,-1.38,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1282,1283,144.36,-1.38,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1283,1284,142.84,-1.7,Papua New Guinea,2,Bismarck Sea,Eastern Coral Triangle
V1284,1285,142.92,-1.78,Papua New Guinea,3,Bismarck Sea,Eastern Coral Triangle
V1285,1286,142.92,-1.7,Papua New Guinea,3,Bismarck Sea,Eastern Coral Triangle
V1286,1287,144.04,-1.7,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1287,1288,144.04,-1.62,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1288,1289,142.84,-1.78,Papua New Guinea,2,Bismarck Sea,Eastern Coral Triangle
V1289,1290,143.96,-1.62,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1290,1291,147,-5.22,Papua New Guinea,7,Bismarck Sea,Eastern Coral Triangle
V1291,1292,147,-5.06,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1292,1293,146.92,-5.06,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1293,1294,147,-5.14,Papua New Guinea,7,Bismarck Sea,Eastern Coral Triangle
V1294,1295,146.92,-5.14,Papua New Guinea,7,Bismarck Sea,Eastern Coral Triangle
V1295,1296,146.28,-4.82,Papua New Guinea,18,Bismarck Sea,Eastern Coral Triangle
V1296,1297,146.68,-4.9,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1297,1298,146.76,-4.9,Papua New Guinea,7,Bismarck Sea,Eastern Coral Triangle
V1298,1299,146.2,-4.82,Papua New Guinea,15,Bismarck Sea,Eastern Coral Triangle
V1299,1300,147.96,-3.94,Papua New Guinea,2,Bismarck Sea,Eastern Coral Triangle
V1300,1301,147.8,-3.38,Papua New Guinea,2,Bismarck Sea,Eastern Coral Triangle
V1301,1302,147.72,-3.38,Papua New Guinea,2,Bismarck Sea,Eastern Coral Triangle
V1302,1303,147.8,-3.46,Papua New Guinea,2,Bismarck Sea,Eastern Coral Triangle
V1303,1304,148.04,-3.38,Papua New Guinea,2,Bismarck Sea,Eastern Coral Triangle
V1304,1305,148.04,-3.3,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1305,1306,149.64,-5.38,Papua New Guinea,3,Bismarck Sea,Eastern Coral Triangle
V1306,1307,149.56,-5.38,Papua New Guinea,3,Bismarck Sea,Eastern Coral Triangle
V1307,1308,148.44,-5.38,Papua New Guinea,7,Bismarck Sea,Eastern Coral Triangle
V1308,1309,148.36,-5.38,Papua New Guinea,6,Bismarck Sea,Eastern Coral Triangle
V1309,1310,149.48,-5.38,Papua New Guinea,3,Bismarck Sea,Eastern Coral Triangle
V1310,1311,144.2,-1.3,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1311,1312,144.28,-1.22,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1312,1313,144.36,-1.22,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1313,1314,144.28,-1.3,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1314,1315,144.2,-1.22,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1315,1316,143.08,-1.46,Papua New Guinea,6,Bismarck Sea,Eastern Coral Triangle
V1316,1317,144.28,-1.14,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1317,1318,144.36,-1.06,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1318,1319,144.36,-1.14,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1319,1320,147.48,-2.02,Papua New Guinea,8,Bismarck Sea,Eastern Coral Triangle
V1320,1321,149.8,-1.54,Papua New Guinea,2,Bismarck Sea,Eastern Coral Triangle
V1321,1322,149.48,-1.46,Papua New Guinea,3,Bismarck Sea,Eastern Coral Triangle
V1322,1323,150.92,-2.58,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1323,1324,151.8,-3.38,Papua New Guinea,2,Bismarck Sea,Eastern Coral Triangle
V1324,1325,150.04,-2.58,Papua New Guinea,3,Bismarck Sea,Eastern Coral Triangle
V1325,1326,144.52,-1.38,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1326,1327,145.56,-0.82,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1327,1327,145.56,-0.82,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1328,1328,145.16,-1.46,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1329,1329,145.08,-1.46,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1330,1330,145.48,-0.9,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1331,1331,145.48,-0.82,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1332,1331,145.48,-0.82,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1333,1332,145.56,-0.9,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1334,1333,145.08,-1.62,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1335,1334,145,-1.62,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1336,1335,144.52,-3.54,Papua New Guinea,7,Bismarck Sea,Eastern Coral Triangle
V1337,1336,145.16,-1.62,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1338,1337,145.16,-1.54,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1339,1338,145,-1.46,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1340,1339,145,-1.54,Papua New Guinea,4,Bismarck Sea,Eastern Coral Triangle
V1341,1340,145.24,-0.74,Papua New Guinea,1,Bismarck Sea,Eastern Coral Triangle
V1342,1341,144.52,-3.46,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1343,1342,144.6,-3.54,Papua New Guinea,24,Bismarck Sea,Eastern Coral Triangle
V1344,1343,144.6,-3.62,Papua New Guinea,7,Bismarck Sea,Eastern Coral Triangle
V1345,1344,144.6,-3.46,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1346,1345,151,-4.82,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1347,1346,151.32,-4.82,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1348,1347,151,-4.9,Papua New Guinea,3,Bismarck Sea,Eastern Coral Triangle
V1349,1348,151.08,-4.82,Papua New Guinea,0,Bismarck Sea,Eastern Coral Triangle
V1350,1349,151.4,-4.74,Papua New Guinea,4,Bismarck Sea,Eastern Coral Triangle
V1351,1350,151.08,-5.06,Papua New Guinea,8,Bismarck Sea,Eastern Coral Triangle
V1352,1351,150.92,-5.06,Papua New Guinea,4,Bismarck Sea,Eastern Coral Triangle
V1353,1352,150.04,-4.98,Papua New Guinea,3,Bismarck Sea,Eastern Coral Triangle
