ID,ID2,Lon,Lat,TERRITORY1,Grav_tot,ECOREGION,PROVINCE 
V13995,14161,118.28,-6.74,Indonesia,27,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V13996,14162,118.52,-6.66,Indonesia,28,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V13997,14163,118.36,-6.74,Indonesia,27,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V13998,14164,118.28,-6.66,Indonesia,28,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V13999,14165,118.36,-5.62,Indonesia,42,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14000,14166,118.44,-6.66,Indonesia,28,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14001,14167,118.28,-7.06,Indonesia,27,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14002,14168,118.12,-7.14,Indonesia,28,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14003,14169,118.52,-6.74,Indonesia,27,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14004,14170,118.44,-6.74,Indonesia,27,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14005,14171,118.12,-7.06,Indonesia,28,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14006,14172,117.8,-5.38,Indonesia,30,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14007,14173,117.72,-5.3,Indonesia,29,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14008,14174,117.8,-5.46,Indonesia,0,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14009,14175,117.88,-5.38,Indonesia,32,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14010,14176,117.8,-5.3,Indonesia,30,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14011,14177,117.64,-5.3,Indonesia,27,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14012,14178,117.96,-5.3,Indonesia,0,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14013,14179,118.6,-5.46,Indonesia,61,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14014,14180,118.6,-5.54,Indonesia,0,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14015,14181,118.36,-5.54,Indonesia,42,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14016,14182,118.44,-5.54,Indonesia,46,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14017,14183,118.44,-5.38,Indonesia,50,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14018,14184,118.52,-5.46,Indonesia,53,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14019,14185,117.96,-5.46,Indonesia,33,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14020,14186,117.96,-7.46,Indonesia,32,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14021,14187,117.96,-7.54,Indonesia,33,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14022,14188,117.16,-7.46,Indonesia,53,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14023,14189,117.56,-7.46,Indonesia,43,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14024,14190,117.48,-7.46,Indonesia,45,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14025,14191,117.8,-7.54,Indonesia,38,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14026,14192,117.56,-7.54,Indonesia,44,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14027,14193,117.72,-7.46,Indonesia,38,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14028,14194,117.88,-7.54,Indonesia,35,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14029,14195,118.2,-7.3,Indonesia,28,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14030,14196,118.12,-7.3,Indonesia,29,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14031,14197,118.12,-7.22,Indonesia,28,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14032,14198,118.36,-7.22,Indonesia,27,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14033,14199,118.2,-7.22,Indonesia,28,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14034,14200,117.56,-7.3,Indonesia,0,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14035,14201,117.64,-7.38,Indonesia,39,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14036,14202,118.04,-7.3,Indonesia,29,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14037,14203,117.72,-7.38,Indonesia,38,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14038,14204,117.16,-7.78,Indonesia,68,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14039,14205,117.4,-7.62,Indonesia,53,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14040,14206,117.32,-7.62,Indonesia,56,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14041,14207,119,1.58,Indonesia,8,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14042,14208,118.92,1.9,Indonesia,7,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14043,14209,119,1.82,Indonesia,7,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14044,14210,119.8,0.54,Indonesia,26,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14045,14211,119.88,0.54,Indonesia,0,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14046,14212,119.64,0.06,Indonesia,26,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14047,14213,120.04,0.78,Indonesia,51,Sulawesi Sea/Makassar Strait,Western Coral Triangle
V14048,14214,54.52,-15.86,Ile Tromelin,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14049,14215,54.52,-15.94,Ile Tromelin,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14050,14216,59.56,-16.26,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14051,14217,59.48,-16.58,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14052,14218,56.68,-10.5,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14053,14219,56.6,-10.42,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14054,14220,59.64,-16.18,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14055,14221,59.64,-16.66,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14056,14222,59.64,-16.74,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14057,14223,59.72,-16.66,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14058,14224,59.64,-16.42,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14059,14225,59.64,-16.34,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14060,14226,59.72,-16.5,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14061,14228,59.56,-16.74,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14062,14230,59.48,-16.82,,1,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14063,14232,59.56,-16.5,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14064,14233,59.56,-16.58,Republic of Mauritius,0,Cargados Carajos/Tromelin Island,Western Indian Ocean
V14065,14235,35.56,-23.94,Mozambique,0,Delagoa,Western Indian Ocean
V14066,14237,35.32,-24.5,Mozambique,0,Delagoa,Western Indian Ocean
V14067,14240,35.32,-21.46,Mozambique,36,Delagoa,Western Indian Ocean
V14068,14243,35.64,-22.9,Mozambique,0,Delagoa,Western Indian Ocean
V14069,14244,32.92,-26.9,South Africa,217,Delagoa,Western Indian Ocean
V14070,14245,35.32,-21.54,Mozambique,39,Delagoa,Western Indian Ocean
V14071,14246,35.24,-21.46,Mozambique,43,Delagoa,Western Indian Ocean
V14072,14247,32.92,-26.82,Mozambique,273,Delagoa,Western Indian Ocean
V14073,14248,35.48,-23.46,Mozambique,35,Delagoa,Western Indian Ocean
V14074,14249,35.56,-22.1,Mozambique,0,Delagoa,Western Indian Ocean
V14075,14250,35.48,-21.86,Mozambique,32,Delagoa,Western Indian Ocean
V14076,14251,35.56,-22.02,Mozambique,0,Delagoa,Western Indian Ocean
V14077,14252,32.92,-25.94,Mozambique,354,Delagoa,Western Indian Ocean
V14078,14253,55.32,-21.3,R??union,88,Mascarene Islands,Western Indian Ocean
V14079,14254,55.24,-21.22,R??union,0,Mascarene Islands,Western Indian Ocean
V14080,14255,57.72,-19.86,Republic of Mauritius,111,Mascarene Islands,Western Indian Ocean
V14081,14257,57.48,-20.02,Republic of Mauritius,0,Mascarene Islands,Western Indian Ocean
V14082,14258,57.56,-19.94,Republic of Mauritius,383,Mascarene Islands,Western Indian Ocean
V14083,14259,57.8,-19.78,Republic of Mauritius,52,Mascarene Islands,Western Indian Ocean
V14084,14260,63.4,-19.86,Republic of Mauritius,4,Mascarene Islands,Western Indian Ocean
V14085,14261,63.32,-19.86,Republic of Mauritius,5,Mascarene Islands,Western Indian Ocean
V14086,14262,63.48,-19.62,Republic of Mauritius,0,Mascarene Islands,Western Indian Ocean
V14087,14263,63.32,-19.78,,18,Mascarene Islands,Western Indian Ocean
V14088,14264,63.32,-19.7,Republic of Mauritius,41,Mascarene Islands,Western Indian Ocean
V14089,14266,63.4,-19.62,Republic of Mauritius,0,Mascarene Islands,Western Indian Ocean
V14090,14267,57.64,-19.86,Republic of Mauritius,147,Mascarene Islands,Western Indian Ocean
V14091,14269,57.8,-19.86,Republic of Mauritius,82,Mascarene Islands,Western Indian Ocean
V14092,14270,57.8,-20.1,Republic of Mauritius,340,Mascarene Islands,Western Indian Ocean
V14093,14271,57.8,-20.18,Republic of Mauritius,903,Mascarene Islands,Western Indian Ocean
V14094,14272,57.4,-20.18,Republic of Mauritius,530,Mascarene Islands,Western Indian Ocean
V14095,14274,57.32,-20.26,Republic of Mauritius,0,Mascarene Islands,Western Indian Ocean
V14096,14275,57.8,-20.42,Republic of Mauritius,203,Mascarene Islands,Western Indian Ocean
V14097,14276,57.32,-20.42,,189,Mascarene Islands,Western Indian Ocean
V14098,14277,57.64,-20.5,Republic of Mauritius,226,Mascarene Islands,Western Indian Ocean
V14099,14278,57.72,-20.5,Republic of Mauritius,341,Mascarene Islands,Western Indian Ocean
V14100,14279,57.4,-20.5,,0,Mascarene Islands,Western Indian Ocean
V14101,14280,57.32,-20.5,Republic of Mauritius,184,Mascarene Islands,Western Indian Ocean
V14102,14281,55.64,-4.34,Seychelles,53,Seychelles,Western Indian Ocean
V14103,14282,55.8,-4.42,Seychelles,0,Seychelles,Western Indian Ocean
V14104,14283,55.88,-4.42,Seychelles,10,Seychelles,Western Indian Ocean
V14105,14284,55.64,-4.18,Seychelles,0,Seychelles,Western Indian Ocean
V14106,14285,55.72,-3.78,Seychelles,0,Seychelles,Western Indian Ocean
V14107,14286,55.64,-3.78,Seychelles,1,Seychelles,Western Indian Ocean
V14108,14287,55.64,-3.86,Seychelles,0,Seychelles,Western Indian Ocean
V14109,14289,47.56,-9.78,Seychelles,1,Seychelles,Western Indian Ocean
V14110,14290,47.72,-10.1,Seychelles,1,Seychelles,Western Indian Ocean
V14111,14291,47.72,-10.02,Seychelles,2,Seychelles,Western Indian Ocean
V14112,14292,47.48,-9.78,Seychelles,0,Seychelles,Western Indian Ocean
V14113,14293,47.64,-9.78,Seychelles,1,Seychelles,Western Indian Ocean
V14114,14294,47.48,-9.7,Seychelles,0,Seychelles,Western Indian Ocean
V14115,14295,46.52,-9.78,Seychelles,1,Seychelles,Western Indian Ocean
V14116,14296,46.44,-9.46,Seychelles,1,Seychelles,Western Indian Ocean
V14117,14297,46.52,-9.46,Seychelles,1,Seychelles,Western Indian Ocean
V14118,14298,56.44,-4.82,Seychelles,1,Seychelles,Western Indian Ocean
V14119,14299,53.4,-5.06,Seychelles,0,Seychelles,Western Indian Ocean
V14120,14300,53.56,-5.62,Seychelles,0,Seychelles,Western Indian Ocean
V14121,14301,53.32,-5.54,Seychelles,0,Seychelles,Western Indian Ocean
V14122,14302,56.12,-7.22,Seychelles,0,Seychelles,Western Indian Ocean
V14123,14303,56.28,-7.06,Seychelles,1,Seychelles,Western Indian Ocean
V14124,14304,56.12,-7.06,Seychelles,0,Seychelles,Western Indian Ocean
V14125,14305,56.12,-7.14,Seychelles,0,Seychelles,Western Indian Ocean
V14126,14306,56.36,-4.9,Seychelles,1,Seychelles,Western Indian Ocean
V14127,14307,56.36,-4.82,Seychelles,1,Seychelles,Western Indian Ocean
V14128,14308,56.52,-4.9,Seychelles,0,Seychelles,Western Indian Ocean
V14129,14309,56.44,-4.9,Seychelles,1,Seychelles,Western Indian Ocean
V14130,14310,55.32,-5.94,Seychelles,0,Seychelles,Western Indian Ocean
V14131,14311,55.24,-5.94,Seychelles,0,Seychelles,Western Indian Ocean
V14132,14312,55.24,-5.86,Seychelles,0,Seychelles,Western Indian Ocean
V14133,14313,56.2,-7.06,Seychelles,0,Seychelles,Western Indian Ocean
V14134,14314,55.32,-6.02,Seychelles,0,Seychelles,Western Indian Ocean
V14135,14315,55.24,-6.02,Seychelles,0,Seychelles,Western Indian Ocean
V14136,14316,51,-10.1,Seychelles,1,Seychelles,Western Indian Ocean
V14137,14317,53.16,-5.78,Seychelles,0,Seychelles,Western Indian Ocean
V14138,14318,53.08,-5.78,Seychelles,0,Seychelles,Western Indian Ocean
V14139,14319,53.08,-6.02,Seychelles,0,Seychelles,Western Indian Ocean
V14140,14320,53,-6.02,Seychelles,0,Seychelles,Western Indian Ocean
V14141,14321,53.56,-5.7,Seychelles,0,Seychelles,Western Indian Ocean
V14142,14322,53.64,-5.62,Seychelles,0,Seychelles,Western Indian Ocean
V14143,14323,53.72,-5.62,Seychelles,0,Seychelles,Western Indian Ocean
V14144,14324,50.84,-10.1,Seychelles,0,Seychelles,Western Indian Ocean
V14145,14325,50.76,-10.1,Seychelles,0,Seychelles,Western Indian Ocean
V14146,14326,50.84,-10.02,Seychelles,0,Seychelles,Western Indian Ocean
V14147,14327,50.76,-10.02,Seychelles,0,Seychelles,Western Indian Ocean
V14148,14328,52.84,-6.1,Seychelles,0,Seychelles,Western Indian Ocean
V14149,14329,50.68,-9.38,Seychelles,0,Seychelles,Western Indian Ocean
V14150,14330,55.96,-4.58,Seychelles,4,Seychelles,Western Indian Ocean
V14151,14331,55.72,-4.58,Seychelles,8,Seychelles,Western Indian Ocean
V14152,14332,56.2,-7.14,Seychelles,0,Seychelles,Western Indian Ocean
V14153,14333,56.2,-7.22,Seychelles,0,Seychelles,Western Indian Ocean
V14154,14334,55.4,-5.86,Seychelles,0,Seychelles,Western Indian Ocean
V14155,14335,55.32,-5.86,Seychelles,0,Seychelles,Western Indian Ocean
V14156,14336,55.4,-5.78,Seychelles,0,Seychelles,Western Indian Ocean
V14157,14337,55.32,-5.78,Seychelles,0,Seychelles,Western Indian Ocean
V14158,14338,55.48,-4.82,Seychelles,682,Seychelles,Western Indian Ocean
V14159,14339,55.32,-4.66,Seychelles,0,Seychelles,Western Indian Ocean
V14160,14340,53,-5.94,Seychelles,0,Seychelles,Western Indian Ocean
V14161,14341,53,-6.1,Seychelles,0,Seychelles,Western Indian Ocean
V14162,14342,53.32,-5.46,Seychelles,0,Seychelles,Western Indian Ocean
V14163,14343,53.32,-5.38,Seychelles,0,Seychelles,Western Indian Ocean
V14164,14344,53.64,-5.7,Seychelles,0,Seychelles,Western Indian Ocean
V14165,14345,52.76,-6.98,Seychelles,0,Seychelles,Western Indian Ocean
V14166,14346,52.68,-6.98,Seychelles,0,Seychelles,Western Indian Ocean
V14167,14347,53.16,-6.26,Seychelles,0,Seychelles,Western Indian Ocean
V14168,14348,53,-6.26,Seychelles,0,Seychelles,Western Indian Ocean
V14169,14349,53.32,-4.82,Seychelles,0,Seychelles,Western Indian Ocean
V14170,14350,53.32,-5.06,Seychelles,0,Seychelles,Western Indian Ocean
V14171,14351,51.08,-9.22,Seychelles,0,Seychelles,Western Indian Ocean
V14172,14352,51,-9.22,Seychelles,0,Seychelles,Western Indian Ocean
V14173,14353,50.68,-9.3,Seychelles,0,Seychelles,Western Indian Ocean
V14174,14354,51.16,-9.3,Seychelles,0,Seychelles,Western Indian Ocean
V14175,14355,51.08,-8.82,Seychelles,0,Seychelles,Western Indian Ocean
V14176,14356,51,-8.82,Seychelles,0,Seychelles,Western Indian Ocean
V14177,14357,51.08,-9.3,Seychelles,0,Seychelles,Western Indian Ocean
V14178,14358,51,-9.3,Seychelles,0,Seychelles,Western Indian Ocean
V14179,14359,51.08,-9.46,Seychelles,0,Seychelles,Western Indian Ocean
V14180,14360,51.16,-9.46,Seychelles,0,Seychelles,Western Indian Ocean
V14181,14361,51,-9.46,Seychelles,0,Seychelles,Western Indian Ocean
V14182,14362,50.76,-9.38,Seychelles,0,Seychelles,Western Indian Ocean
V14183,14363,51.08,-9.38,Seychelles,0,Seychelles,Western Indian Ocean
V14184,14364,51.16,-9.38,Seychelles,0,Seychelles,Western Indian Ocean
V14185,14365,51,-10.26,Seychelles,1,Seychelles,Western Indian Ocean
V14186,14366,51.16,-10.26,Seychelles,1,Seychelles,Western Indian Ocean
V14187,14367,51.08,-10.1,Seychelles,1,Seychelles,Western Indian Ocean
V14188,14368,51.16,-9.78,Seychelles,0,Seychelles,Western Indian Ocean
V14189,14369,51.4,-9.7,Seychelles,0,Seychelles,Western Indian Ocean
V14190,14370,50.36,-10.02,Seychelles,1,Seychelles,Western Indian Ocean
V14191,14371,51.24,-9.78,Seychelles,0,Seychelles,Western Indian Ocean
V14192,14372,51,-9.62,Seychelles,0,Seychelles,Western Indian Ocean
V14193,14373,51,-9.54,Seychelles,0,Seychelles,Western Indian Ocean
V14194,14374,51.32,-9.7,Seychelles,0,Seychelles,Western Indian Ocean
V14195,14375,51,-9.38,Seychelles,0,Seychelles,Western Indian Ocean
V14196,14376,51,-10.18,Seychelles,1,Seychelles,Western Indian Ocean
V14197,14377,51.08,-10.26,Seychelles,1,Seychelles,Western Indian Ocean
V14198,14378,51.08,-10.18,Seychelles,1,Seychelles,Western Indian Ocean
V14199,14379,50.36,-9.94,Seychelles,1,Seychelles,Western Indian Ocean
V14200,14380,50.44,-10.02,Seychelles,1,Seychelles,Western Indian Ocean
V14201,14381,50.44,-9.94,Seychelles,1,Seychelles,Western Indian Ocean
V14202,14382,49.48,-18.26,Madagascar,94,Southeast Madagascar,Western Indian Ocean
V14203,14383,49.4,-18.34,Madagascar,77,Southeast Madagascar,Western Indian Ocean
V14204,14384,49.4,-18.42,Madagascar,0,Southeast Madagascar,Western Indian Ocean
V14205,14385,46.68,-25.22,Madagascar,0,Southeast Madagascar,Western Indian Ocean
V14206,14386,48.52,-21.06,Madagascar,0,Southeast Madagascar,Western Indian Ocean
V14207,14387,49.32,-18.74,Madagascar,103,Southeast Madagascar,Western Indian Ocean
V14208,14388,46.6,-25.22,Madagascar,48,Southeast Madagascar,Western Indian Ocean
V14209,14389,47.24,-24.74,Madagascar,0,Southeast Madagascar,Western Indian Ocean
V14210,14390,47.24,-24.82,Madagascar,0,Southeast Madagascar,Western Indian Ocean
V14211,14391,48.2,-21.86,Madagascar,132,Southeast Madagascar,Western Indian Ocean
V14212,14392,48.52,-21.14,Madagascar,96,Southeast Madagascar,Western Indian Ocean
V14213,14393,39.56,-6.98,Tanzania,0,East African Coral Coast,Western Indian Ocean
V14214,14394,39.48,-7.22,Tanzania,331,East African Coral Coast,Western Indian Ocean
V14215,14395,39.48,-6.9,,0,East African Coral Coast,Western Indian Ocean
V14216,14396,38.84,-6.1,Tanzania,204,East African Coral Coast,Western Indian Ocean
V14217,14397,40.84,-14.98,Mozambique,96,East African Coral Coast,Western Indian Ocean
V14218,14398,40.52,-15.7,Mozambique,41,East African Coral Coast,Western Indian Ocean
V14219,14399,41.4,-12.26,Mozambique,13,East African Coral Coast,Western Indian Ocean
V14220,14400,40.52,-11.78,Mozambique,25,East African Coral Coast,Western Indian Ocean
V14221,14401,41.32,-12.18,Mozambique,0,East African Coral Coast,Western Indian Ocean
V14222,14402,41.48,-12.26,Mozambique,12,East African Coral Coast,Western Indian Ocean
V14223,14403,40.68,-11.86,Mozambique,24,East African Coral Coast,Western Indian Ocean
V14224,14404,40.68,-11.78,Mozambique,21,East African Coral Coast,Western Indian Ocean
V14225,14405,40.84,-15.06,Mozambique,108,East African Coral Coast,Western Indian Ocean
V14226,14406,41.48,-12.18,Mozambique,12,East African Coral Coast,Western Indian Ocean
V14227,14407,41.4,-12.18,Mozambique,12,East African Coral Coast,Western Indian Ocean
V14228,14408,41.4,-12.1,Mozambique,12,East African Coral Coast,Western Indian Ocean
V14229,14409,41.32,-12.1,Mozambique,0,East African Coral Coast,Western Indian Ocean
V14230,14410,40.12,-3.38,Kenya,309,East African Coral Coast,Western Indian Ocean
V14231,14411,40.28,-2.98,Kenya,0,East African Coral Coast,Western Indian Ocean
V14232,14412,39.8,-4.02,Kenya,1335,East African Coral Coast,Western Indian Ocean
V14233,14413,39.8,-7.7,Tanzania,72,East African Coral Coast,Western Indian Ocean
V14234,14414,39.72,-7.54,Tanzania,86,East African Coral Coast,Western Indian Ocean
V14235,14415,39.48,-6.18,Tanzania,106,East African Coral Coast,Western Indian Ocean
V14236,14416,39.48,-6.02,Tanzania,0,East African Coral Coast,Western Indian Ocean
V14237,14417,39.56,-6.1,Tanzania,0,East African Coral Coast,Western Indian Ocean
V14238,14418,39.56,-6.18,Tanzania,0,East African Coral Coast,Western Indian Ocean
V14239,14419,39,-5.78,Tanzania,177,East African Coral Coast,Western Indian Ocean
V14240,14420,40.6,-10.5,Mozambique,38,East African Coral Coast,Western Indian Ocean
V14241,14421,40.52,-10.42,Mozambique,54,East African Coral Coast,Western Indian Ocean
V14242,14422,40.6,-10.58,Mozambique,36,East African Coral Coast,Western Indian Ocean
V14243,14423,40.6,-10.82,Mozambique,24,East African Coral Coast,Western Indian Ocean
V14244,14424,40.68,-10.82,Mozambique,21,East African Coral Coast,Western Indian Ocean
V14245,14425,40.68,-10.66,Mozambique,34,East African Coral Coast,Western Indian Ocean
V14246,14426,40.68,-10.74,Mozambique,27,East African Coral Coast,Western Indian Ocean
V14247,14427,40.68,-11.54,Mozambique,20,East African Coral Coast,Western Indian Ocean
V14248,14428,40.52,-11.46,Mozambique,26,East African Coral Coast,Western Indian Ocean
V14249,14429,40.6,-11.3,Mozambique,26,East African Coral Coast,Western Indian Ocean
V14250,14430,40.52,-11.3,Mozambique,34,East African Coral Coast,Western Indian Ocean
V14251,14431,40.68,-11.38,Mozambique,21,East African Coral Coast,Western Indian Ocean
V14252,14432,40.6,-11.38,Mozambique,26,East African Coral Coast,Western Indian Ocean
V14253,14433,40.68,-11.62,Mozambique,20,East African Coral Coast,Western Indian Ocean
V14254,14434,40.6,-11.62,Mozambique,21,East African Coral Coast,Western Indian Ocean
V14255,14435,40.6,-11.54,Mozambique,21,East African Coral Coast,Western Indian Ocean
V14256,14436,40.68,-11.46,Mozambique,20,East African Coral Coast,Western Indian Ocean
V14257,14437,40.52,-11.54,Mozambique,22,East African Coral Coast,Western Indian Ocean
V14258,14438,40.6,-11.46,Mozambique,23,East African Coral Coast,Western Indian Ocean
V14259,14439,40.68,-11.06,Mozambique,17,East African Coral Coast,Western Indian Ocean
V14260,14440,40.76,-10.98,Mozambique,0,East African Coral Coast,Western Indian Ocean
V14261,14441,40.76,-11.06,Mozambique,18,East African Coral Coast,Western Indian Ocean
V14262,14442,40.6,-11.06,Mozambique,21,East African Coral Coast,Western Indian Ocean
V14263,14443,40.6,-10.9,Mozambique,22,East African Coral Coast,Western Indian Ocean
V14264,14444,40.68,-10.9,Mozambique,20,East African Coral Coast,Western Indian Ocean
V14265,14445,40.68,-10.98,Mozambique,20,East African Coral Coast,Western Indian Ocean
V14266,14446,40.6,-10.98,Mozambique,22,East African Coral Coast,Western Indian Ocean
V14267,14447,40.68,-11.22,Mozambique,20,East African Coral Coast,Western Indian Ocean
V14268,14448,40.68,-11.3,Mozambique,21,East African Coral Coast,Western Indian Ocean
V14269,14449,40.68,-11.14,Mozambique,20,East African Coral Coast,Western Indian Ocean
V14270,14450,40.6,-11.14,Mozambique,21,East African Coral Coast,Western Indian Ocean
V14271,14451,40.6,-11.22,Mozambique,23,East African Coral Coast,Western Indian Ocean
V14272,14452,40.76,-11.14,Mozambique,18,East African Coral Coast,Western Indian Ocean
V14273,14453,40.68,-12.5,Mozambique,27,East African Coral Coast,Western Indian Ocean
V14274,14454,40.6,-12.98,Mozambique,2497,East African Coral Coast,Western Indian Ocean
V14275,14455,40.6,-11.94,Mozambique,36,East African Coral Coast,Western Indian Ocean
V14276,14456,40.6,-12.02,Mozambique,32,East African Coral Coast,Western Indian Ocean
V14277,14457,40.6,-11.86,Mozambique,29,East African Coral Coast,Western Indian Ocean
V14278,14458,40.6,-11.7,Mozambique,23,East African Coral Coast,Western Indian Ocean
V14279,14459,40.6,-11.78,Mozambique,23,East African Coral Coast,Western Indian Ocean
V14280,14460,40.6,-12.34,,0,East African Coral Coast,Western Indian Ocean
V14281,14461,40.6,-12.18,Mozambique,39,East African Coral Coast,Western Indian Ocean
V14282,14462,40.6,-12.26,Mozambique,34,East African Coral Coast,Western Indian Ocean
V14283,14463,40.76,-14.18,Mozambique,66,East African Coral Coast,Western Indian Ocean
V14284,14464,40.68,-14.18,Mozambique,78,East African Coral Coast,Western Indian Ocean
V14285,14465,40.84,-14.42,Mozambique,123,East African Coral Coast,Western Indian Ocean
V14286,14466,40.6,-13.54,Mozambique,53,East African Coral Coast,Western Indian Ocean
V14287,14467,40.6,-13.62,Mozambique,75,East African Coral Coast,Western Indian Ocean
V14288,14468,40.28,-15.86,Mozambique,51,East African Coral Coast,Western Indian Ocean
V14289,14469,40.36,-15.78,Mozambique,45,East African Coral Coast,Western Indian Ocean
V14290,14470,40.44,-15.86,Mozambique,44,East African Coral Coast,Western Indian Ocean
V14291,14471,40.36,-15.86,Mozambique,44,East African Coral Coast,Western Indian Ocean
V14292,14472,40.52,-15.62,Mozambique,41,East African Coral Coast,Western Indian Ocean
V14293,14473,40.6,-15.54,Mozambique,36,East African Coral Coast,Western Indian Ocean
V14294,14474,40.44,-15.7,Mozambique,47,East African Coral Coast,Western Indian Ocean
V14295,14475,40.44,-15.78,Mozambique,45,East African Coral Coast,Western Indian Ocean
V14296,14476,40.36,-15.94,Mozambique,40,East African Coral Coast,Western Indian Ocean
V14297,14477,40.84,-14.9,Mozambique,95,East African Coral Coast,Western Indian Ocean
V14298,14478,40.76,-15.06,Mozambique,427,East African Coral Coast,Western Indian Ocean
V14299,14479,40.68,-15.38,Mozambique,40,East African Coral Coast,Western Indian Ocean
V14300,14480,40.76,-15.14,Mozambique,102,East African Coral Coast,Western Indian Ocean
V14301,14481,40.6,-2.58,Kenya,82,East African Coral Coast,Western Indian Ocean
V14302,14482,40.68,-2.58,Kenya,99,East African Coral Coast,Western Indian Ocean
V14303,14483,39.88,-6.9,Tanzania,0,East African Coral Coast,Western Indian Ocean
V14304,14484,39.96,-6.98,Tanzania,0,East African Coral Coast,Western Indian Ocean
V14305,14485,39.64,-7.62,Tanzania,91,East African Coral Coast,Western Indian Ocean
V14306,14486,39.56,-7.54,Tanzania,102,East African Coral Coast,Western Indian Ocean
V14307,14487,39.64,-7.7,Tanzania,79,East African Coral Coast,Western Indian Ocean
V14308,14488,39.72,-7.62,Tanzania,80,East African Coral Coast,Western Indian Ocean
V14309,14489,39.96,-6.82,Tanzania,111,East African Coral Coast,Western Indian Ocean
V14310,14490,39.96,-6.9,Tanzania,114,East African Coral Coast,Western Indian Ocean
