"","ID","Lon","Lat","General","PROVINCE","Kulbicki","crypto5BROF","crypto5BRIF","pare5BRin","pare5BRout"
"13865","V13865",115.32,-6.74,"Fished","Western Coral Triangle","Central Indo_Pacific",1988,1146,64,37
"13866","V13866",115.4,-6.74,"Fished","Western Coral Triangle","Central Indo_Pacific",2019,3049,70,51
"13867","V13867",115.64,-4.9,"Fished","Western Coral Triangle","Central Indo_Pacific",2002,4775,159,66
"13868","V13868",115.8,-4.82,"Fished","Western Coral Triangle","Central Indo_Pacific",2017,3222,145,59
"13869","V13869",115.64,-4.98,"Fished","Western Coral Triangle","Central Indo_Pacific",1963,1249,83,55
"13870","V13870",115.88,-4.74,"Fished","Western Coral Triangle","Central Indo_Pacific",1836,2021,112,59
"13871","V13871",115.8,-4.74,"Fished","Western Coral Triangle","Central Indo_Pacific",1816,9748,131,54
"13872","V13872",115.24,-6.42,"Fished","Western Coral Triangle","Central Indo_Pacific",1971,2130,70,39
"13873","V13873",114.76,-7.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2017,2213,117,74
"13874","V13874",115.08,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",1934,2609,130,36
"13875","V13875",114.76,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",1982,2306,129,64
"13876","V13876",115,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",1844,6430,171,67
"13877","V13877",114.92,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",1999,2606,134,46
"13878","V13878",115.24,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",1967,4629,151,64
"13879","V13879",115.16,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2016,3610,165,59
"13880","V13880",115.16,-7.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2054,5346,162,72
"13881","V13881",120.6,1.02,"Fished","Western Coral Triangle","Central Indo_Pacific",2011,7516,180,51
"13882","V13882",120.68,1.02,"Fished","Western Coral Triangle","Central Indo_Pacific",1949,3150,149,69
"13883","V13883",120.36,1.1,"Fished","Western Coral Triangle","Central Indo_Pacific",2580,2926,117,64
"13884","V13884",120.6,1.1,"Fished","Western Coral Triangle","Central Indo_Pacific",2898,3229,146,64
"13885","V13885",120.2,1.02,"Fished","Western Coral Triangle","Central Indo_Pacific",3198,1403,49,63
"13886","V13886",121.4,1.34,"Fished","Western Coral Triangle","Central Indo_Pacific",3001,1638,141,71
"13887","V13887",120.76,1.26,"Fished","Western Coral Triangle","Central Indo_Pacific",2673,2349,96,58
"13888","V13888",121.48,1.34,"Fished","Western Coral Triangle","Central Indo_Pacific",2392,1854,143,75
"13889","V13889",120.76,1.18,"Fished","Western Coral Triangle","Central Indo_Pacific",2497,2150,119,76
"13890","V13890",120.68,1.18,"Fished","Western Coral Triangle","Central Indo_Pacific",2780,4118,221,93
"13891","V13891",120.68,1.1,"Fished","Western Coral Triangle","Central Indo_Pacific",2867,3440,210,80
"13892","V13892",120.6,0.94,"Fished","Western Coral Triangle","Central Indo_Pacific",2763,3510,182,111
"13893","V13893",119.4,-3.54,"Fished","Western Coral Triangle","Central Indo_Pacific",3139,4799,83,57
"13894","V13894",119.32,-3.54,"Fished","Western Coral Triangle","Central Indo_Pacific",2629,3239,183,75
"13895","V13895",119.16,-4.34,"Fished","Western Coral Triangle","Central Indo_Pacific",3304,1883,42,52
"13896","V13896",119.48,-4.34,"Fished","Western Coral Triangle","Central Indo_Pacific",3080,1230,58,60
"13897","V13897",119.48,-4.42,"Fished","Western Coral Triangle","Central Indo_Pacific",3014,3170,58,57
"13898","V13898",119.24,-4.34,"Fished","Western Coral Triangle","Central Indo_Pacific",2692,3018,145,68
"13899","V13899",119.4,-4.34,"Fished","Western Coral Triangle","Central Indo_Pacific",2898,2880,159,82
"13900","V13900",119.32,-4.42,"Fished","Western Coral Triangle","Central Indo_Pacific",3110,2472,113,61
"13901","V13901",119.32,-4.5,"Fished","Western Coral Triangle","Central Indo_Pacific",2897,2756,163,74
"13902","V13902",119.4,-4.5,"Fished","Western Coral Triangle","Central Indo_Pacific",2898,1426,144,71
"13903","V13903",119.4,-4.42,"Fished","Western Coral Triangle","Central Indo_Pacific",2791,3072,169,88
"13904","V13904",119.56,-4.1,"Fished","Western Coral Triangle","Central Indo_Pacific",2789,4965,146,115
"13905","V13905",119.56,-4.02,"Fished","Western Coral Triangle","Central Indo_Pacific",2740,2770,148,148
"13906","V13906",119.32,-4.34,"Fished","Western Coral Triangle","Central Indo_Pacific",2716,3357,148,132
"13907","V13907",119.32,-4.26,"Fished","Western Coral Triangle","Central Indo_Pacific",2639,2339,129,129
"13908","V13908",119.56,-4.18,"Fished","Western Coral Triangle","Central Indo_Pacific",2727,3305,145,115
"13909","V13909",119.24,-4.42,"Fished","Western Coral Triangle","Central Indo_Pacific",2643,4957,174,116
"13910","V13910",119.32,-4.58,"Fished","Western Coral Triangle","Central Indo_Pacific",2434,3000,135,128
"13911","V13911",119.48,-4.5,"Fished","Western Coral Triangle","Central Indo_Pacific",2431,2491,131,115
"13912","V13912",119.24,-4.5,"Fished","Western Coral Triangle","Central Indo_Pacific",2719,5631,192,78
"13913","V13913",119.4,-4.58,"Fished","Western Coral Triangle","Central Indo_Pacific",2603,2709,157,126
"13914","V13914",119.16,-4.5,"Fished","Western Coral Triangle","Central Indo_Pacific",2664,2129,140,122
"13915","V13915",119.16,-4.58,"Fished","Western Coral Triangle","Central Indo_Pacific",2690,2581,142,145
"13916","V13916",119.16,-4.42,"Fished","Western Coral Triangle","Central Indo_Pacific",2698,7595,211,61
"13917","V13917",119.16,-4.9,"Fished","Western Coral Triangle","Central Indo_Pacific",2553,2543,153,96
"13918","V13918",119.16,-4.98,"Fished","Western Coral Triangle","Central Indo_Pacific",2513,2561,164,110
"13919","V13919",119.4,-4.98,"Fished","Western Coral Triangle","Central Indo_Pacific",2355,1340,15,104
"13920","V13920",119.16,-5.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2414,697,17,107
"13921","V13921",119.16,-4.82,"Fished","Western Coral Triangle","Central Indo_Pacific",2324,664,17,116
"13922","V13922",119.08,-4.9,"Fished","Western Coral Triangle","Central Indo_Pacific",2421,1324,32,71
"13923","V13923",119.08,-4.82,"MPA","Western Coral Triangle","Central Indo_Pacific",2546,190,8,123
"13924","V13924",119.16,-5.46,"Fished","Western Coral Triangle","Central Indo_Pacific",2113,2028,39,36
"13925","V13925",119.16,-5.38,"Fished","Western Coral Triangle","Central Indo_Pacific",2495,1829,28,118
"13926","V13926",119,-5.38,"Fished","Western Coral Triangle","Central Indo_Pacific",2549,2562,143,126
"13927","V13927",119.32,-5.3,"Fished","Western Coral Triangle","Central Indo_Pacific",2639,1111,96,124
"13928","V13928",119.24,-5.54,"Fished","Western Coral Triangle","Central Indo_Pacific",2127,235,20,122
"13929","V13929",119.4,-5.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2027,298,16,84
"13930","V13930",119.24,-5.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2532,1017,97,93
"13931","V13931",119.24,-5.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2562,731,20,132
"13932","V13932",119.08,-4.98,"Fished","Western Coral Triangle","Central Indo_Pacific",2673,1815,135,100
"13933","V13933",119.08,-5.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2435,1318,94,139
"13934","V13934",119.24,-5.22,"Fished","Western Coral Triangle","Central Indo_Pacific",2609,1239,70,120
"13935","V13935",119.16,-5.22,"Fished","Western Coral Triangle","Central Indo_Pacific",2619,2386,136,106
"13936","V13936",119.16,-5.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2563,1470,19,129
"13937","V13937",119.08,-5.22,"Fished","Western Coral Triangle","Central Indo_Pacific",2494,1741,14,82
"13938","V13938",119.08,-6.82,"Fished","Western Coral Triangle","Central Indo_Pacific",2388,510,16,147
"13939","V13939",118.76,-6.82,"Fished","Western Coral Triangle","Central Indo_Pacific",2512,652,18,129
"13940","V13940",119.08,-6.9,"Fished","Western Coral Triangle","Central Indo_Pacific",2633,951,87,120
"13941","V13941",118.92,-6.82,"Fished","Western Coral Triangle","Central Indo_Pacific",2125,2415,129,120
"13942","V13942",119,-6.82,"Fished","Western Coral Triangle","Central Indo_Pacific",2315,1762,102,130
"13943","V13943",118.68,-6.98,"Fished","Western Coral Triangle","Central Indo_Pacific",2332,3154,146,120
"13944","V13944",118.6,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2374,2217,138,129
"13945","V13945",118.52,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2267,3428,144,88
"13946","V13946",119.4,-5.62,"Fished","Western Coral Triangle","Central Indo_Pacific",2274,3391,153,147
"13947","V13947",118.92,-6.58,"Fished","Western Coral Triangle","Central Indo_Pacific",2315,3053,138,123
"13948","V13948",118.76,-6.58,"Fished","Western Coral Triangle","Central Indo_Pacific",2207,1195,98,123
"13949","V13949",118.84,-6.66,"Fished","Western Coral Triangle","Central Indo_Pacific",2229,1603,120,130
"13950","V13950",119.64,-5.7,"Fished","Western Coral Triangle","Central Indo_Pacific",2104,3018,182,134
"13951","V13951",118.92,-6.1,"Fished","Western Coral Triangle","Central Indo_Pacific",2174,3114,172,108
"13952","V13952",118.92,-6.02,"Fished","Western Coral Triangle","Central Indo_Pacific",2245,1341,99,136
"13953","V13953",119.24,-1.46,"Fished","Western Coral Triangle","Central Indo_Pacific",2384,2768,146,143
"13954","V13954",119.24,-1.7,"Fished","Western Coral Triangle","Central Indo_Pacific",2455,2347,117,139
"13955","V13955",119.24,-1.62,"Fished","Western Coral Triangle","Central Indo_Pacific",2367,978,61,115
"13956","V13956",119.32,-1.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2498,1630,57,106
"13957","V13957",119.24,-1.94,"Fished","Western Coral Triangle","Central Indo_Pacific",2224,1307,144,69
"13958","V13958",119.64,-0.66,"Fished","Western Coral Triangle","Central Indo_Pacific",2210,1856,141,62
"13959","V13959",119.64,-0.1,"Fished","Western Coral Triangle","Central Indo_Pacific",2575,737,20,110
"13960","V13960",118.2,-2.98,"Fished","Western Coral Triangle","Central Indo_Pacific",2535,1743,35,121
"13961","V13961",117.88,-2.82,"Fished","Western Coral Triangle","Central Indo_Pacific",2443,2654,175,133
"13962","V13962",118.76,-2.82,"Fished","Western Coral Triangle","Central Indo_Pacific",2444,2095,157,135
"13963","V13963",118.76,-2.9,"Fished","Western Coral Triangle","Central Indo_Pacific",2375,2368,169,123
"13964","V13964",118.04,-3.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2324,3585,186,124
"13965","V13965",118.76,-3.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2147,3114,203,129
"13966","V13966",118.12,-3.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2434,2128,167,131
"13967","V13967",118.36,-3.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2297,1651,129,110
"13968","V13968",118.36,-2.98,"Fished","Western Coral Triangle","Central Indo_Pacific",2379,1714,130,117
"13969","V13969",118.12,-3.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2472,1729,160,122
"13970","V13970",118.76,-3.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2473,1836,144,126
"13971","V13971",119.08,-2.42,"Fished","Western Coral Triangle","Central Indo_Pacific",2374,2165,139,122
"13972","V13972",118.76,-2.66,"Fished","Western Coral Triangle","Central Indo_Pacific",1915,2065,106,135
"13973","V13973",118.84,-2.58,"Fished","Western Coral Triangle","Central Indo_Pacific",2210,1294,81,126
"13974","V13974",118.2,-2.74,"Fished","Western Coral Triangle","Central Indo_Pacific",2025,2637,128,130
"13975","V13975",117.88,-5.14,"Fished","Western Coral Triangle","Central Indo_Pacific",1963,763,58,113
"13976","V13976",117.8,-5.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2109,1281,63,156
"13977","V13977",117.88,-5.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2347,1942,97,130
"13978","V13978",117.8,-5.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2076,2591,125,115
"13979","V13979",118.52,-4.98,"Fished","Western Coral Triangle","Central Indo_Pacific",2390,2891,173,128
"13980","V13980",117.88,-4.98,"Fished","Western Coral Triangle","Central Indo_Pacific",2194,3139,171,92
"13981","V13981",117.8,-4.98,"Fished","Western Coral Triangle","Central Indo_Pacific",2238,3615,202,125
"13982","V13982",117.64,-5.22,"Fished","Western Coral Triangle","Central Indo_Pacific",2304,3234,187,116
"13983","V13983",117.64,-5.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2170,3690,183,100
"13984","V13984",118.12,-5.22,"Fished","Western Coral Triangle","Central Indo_Pacific",2193,3161,191,96
"13985","V13985",118.12,-5.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2163,1925,99,121
"13986","V13986",117.72,-5.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2306,2198,75,108
"13987","V13987",118.36,-3.3,"Fished","Western Coral Triangle","Central Indo_Pacific",2080,1650,73,104
"13988","V13988",118.36,-3.22,"Fished","Western Coral Triangle","Central Indo_Pacific",2213,3662,177,117
"13989","V13989",118.44,-3.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2337,2438,163,125
"13990","V13990",117.96,-3.22,"Fished","Western Coral Triangle","Central Indo_Pacific",2094,2335,170,107
"13991","V13991",118.92,-4.74,"MPA","Western Coral Triangle","Central Indo_Pacific",2232,1815,82,108
"13992","V13992",118.92,-4.66,"Fished","Western Coral Triangle","Central Indo_Pacific",2221,2444,123,119
"13993","V13993",118.84,-3.46,"Fished","Western Coral Triangle","Central Indo_Pacific",2253,1690,139,120
"13994","V13994",118.92,-3.54,"Fished","Western Coral Triangle","Central Indo_Pacific",2218,1661,74,134
"13995","V13995",118.28,-6.74,"Fished","Western Coral Triangle","Central Indo_Pacific",2421,2447,94,111
"13996","V13996",118.52,-6.66,"Fished","Western Coral Triangle","Central Indo_Pacific",2224,1794,100,106
"13997","V13997",118.36,-6.74,"Fished","Western Coral Triangle","Central Indo_Pacific",2500,1982,134,126
"13998","V13998",118.28,-6.66,"Fished","Western Coral Triangle","Central Indo_Pacific",2287,2612,116,114
"13999","V13999",118.36,-5.62,"Fished","Western Coral Triangle","Central Indo_Pacific",2495,1962,119,112
"14000","V14000",118.44,-6.66,"Fished","Western Coral Triangle","Central Indo_Pacific",2331,3701,181,130
"14001","V14001",118.28,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2362,2090,163,139
"14002","V14002",118.12,-7.14,"Fished","Western Coral Triangle","Central Indo_Pacific",2286,2208,139,103
"14003","V14003",118.52,-6.74,"Fished","Western Coral Triangle","Central Indo_Pacific",2304,2172,152,132
"14004","V14004",118.44,-6.74,"Fished","Western Coral Triangle","Central Indo_Pacific",2019,2197,107,151
"14005","V14005",118.12,-7.06,"Fished","Western Coral Triangle","Central Indo_Pacific",2040,2899,128,134
"14006","V14006",117.8,-5.38,"Fished","Western Coral Triangle","Central Indo_Pacific",1954,2396,155,118
"14007","V14007",117.72,-5.3,"Fished","Western Coral Triangle","Central Indo_Pacific",2364,434,63,132
"14008","V14008",117.8,-5.46,"Fished","Western Coral Triangle","Central Indo_Pacific",2329,1480,142,129
"14009","V14009",117.88,-5.38,"Fished","Western Coral Triangle","Central Indo_Pacific",2255,1209,147,140
"14010","V14010",117.8,-5.3,"Fished","Western Coral Triangle","Central Indo_Pacific",2537,668,94,142
"14011","V14011",117.64,-5.3,"Fished","Western Coral Triangle","Central Indo_Pacific",2677,2002,76,101
"14012","V14012",117.96,-5.3,"Fished","Western Coral Triangle","Central Indo_Pacific",2332,1699,73,114
"14013","V14013",118.6,-5.46,"Fished","Western Coral Triangle","Central Indo_Pacific",2528,1719,78,112
"14014","V14014",118.6,-5.54,"Fished","Western Coral Triangle","Central Indo_Pacific",0,64,1,0
"14015","V14015",118.36,-5.54,"Fished","Western Coral Triangle","Central Indo_Pacific",37,88,2,2
"14016","V14016",118.44,-5.54,"Fished","Western Coral Triangle","Central Indo_Pacific",85,125,7,1
"14017","V14017",118.44,-5.38,"Fished","Western Coral Triangle","Central Indo_Pacific",24,234,11,4
"14018","V14018",118.52,-5.46,"Fished","Western Coral Triangle","Central Indo_Pacific",122,123,2,2
"14019","V14019",117.96,-5.46,"Fished","Western Coral Triangle","Central Indo_Pacific",17,16,1,1
"14020","V14020",117.96,-7.46,"Fished","Western Coral Triangle","Central Indo_Pacific",87,75,0,4
"14021","V14021",117.96,-7.54,"Fished","Western Coral Triangle","Central Indo_Pacific",256,23,0,6
"14022","V14022",117.16,-7.46,"Fished","Western Coral Triangle","Central Indo_Pacific",56,152,4,4
"14023","V14023",117.56,-7.46,"Fished","Western Coral Triangle","Central Indo_Pacific",221,5,0,7
"14024","V14024",117.48,-7.46,"Fished","Western Coral Triangle","Central Indo_Pacific",139,54,6,3
"14025","V14025",117.8,-7.54,"Fished","Western Coral Triangle","Central Indo_Pacific",61,116,3,4
"14026","V14026",117.56,-7.54,"Fished","Western Coral Triangle","Central Indo_Pacific",333,3,0,6
"14027","V14027",117.72,-7.46,"Fished","Western Coral Triangle","Central Indo_Pacific",0,0,0,0
"14028","V14028",117.88,-7.54,"Fished","Western Coral Triangle","Central Indo_Pacific",136,215,5,4
"14029","V14029",118.2,-7.3,"Fished","Western Coral Triangle","Central Indo_Pacific",0,0,0,0
"14030","V14030",118.12,-7.3,"Fished","Western Coral Triangle","Central Indo_Pacific",61,461,7,1
"14031","V14031",118.12,-7.22,"Fished","Western Coral Triangle","Central Indo_Pacific",0,0,0,0
"14032","V14032",118.36,-7.22,"Fished","Western Coral Triangle","Central Indo_Pacific",107,63,9,5
"14033","V14033",118.2,-7.22,"Fished","Western Coral Triangle","Central Indo_Pacific",124,49,3,7
"14034","V14034",117.56,-7.3,"Fished","Western Coral Triangle","Central Indo_Pacific",0,0,0,0
"14035","V14035",117.64,-7.38,"Fished","Western Coral Triangle","Central Indo_Pacific",1050,1180,5,5
"14036","V14036",118.04,-7.3,"Fished","Western Coral Triangle","Central Indo_Pacific",0,0,0,0
"14037","V14037",117.72,-7.38,"Fished","Western Coral Triangle","Central Indo_Pacific",671,727,5,4
"14038","V14038",117.16,-7.78,"Fished","Western Coral Triangle","Central Indo_Pacific",0,0,0,0
"14039","V14039",117.4,-7.62,"Fished","Western Coral Triangle","Central Indo_Pacific",0,0,0,0
"14040","V14040",117.32,-7.62,"Fished","Western Coral Triangle","Central Indo_Pacific",1003,386,3,6
"14041","V14041",119,1.58,"Fished","Western Coral Triangle","Central Indo_Pacific",0,0,0,0
"14042","V14042",118.92,1.9,"MPA","Western Coral Triangle","Central Indo_Pacific",0,0,0,0
"14043","V14043",119,1.82,"Fished","Western Coral Triangle","Central Indo_Pacific",1055,822,5,6
"14044","V14044",119.8,0.54,"Fished","Western Coral Triangle","Central Indo_Pacific",614,836,5,2
"14045","V14045",119.88,0.54,"Fished","Western Coral Triangle","Central Indo_Pacific",1065,956,4,6
"14046","V14046",119.64,0.06,"Fished","Western Coral Triangle","Central Indo_Pacific",1444,2105,3,4
"14047","V14047",120.04,0.78,"Fished","Western Coral Triangle","Central Indo_Pacific",585,475,5,2
"14048","V14048",54.52,-15.86,"Fished","Western Indian Ocean","Western Indian",1002,1164,9,2
"14049","V14049",54.52,-15.94,"Fished","Western Indian Ocean","Western Indian",756,1309,24,6
"14050","V14050",59.56,-16.26,"Fished","Western Indian Ocean","Western Indian",1424,1203,17,6
"14051","V14051",59.48,-16.58,"Fished","Western Indian Ocean","Western Indian",1040,1101,31,6
"14052","V14052",56.68,-10.5,"Fished","Western Indian Ocean","Western Indian",645,678,5,1
"14053","V14053",56.6,-10.42,"Fished","Western Indian Ocean","Western Indian",267,391,1,1
"14054","V14054",59.64,-16.18,"Fished","Western Indian Ocean","Western Indian",449,329,8,2
"14055","V14055",59.64,-16.66,"Fished","Western Indian Ocean","Western Indian",935,905,10,11
"14056","V14056",59.64,-16.74,"Fished","Western Indian Ocean","Western Indian",0,0,0,0
"14057","V14057",59.72,-16.66,"Fished","Western Indian Ocean","Western Indian",586,2785,12,13
"14058","V14058",59.64,-16.42,"Fished","Western Indian Ocean","Western Indian",600,988,14,15
"14059","V14059",59.64,-16.34,"Fished","Western Indian Ocean","Western Indian",864,438,6,10
"14060","V14060",59.72,-16.5,"Fished","Western Indian Ocean","Western Indian",325,283,5,5
"14061","V14061",59.56,-16.74,"Fished","Western Indian Ocean","Western Indian",309,261,6,5
"14062","V14062",59.48,-16.82,"Fished","Western Indian Ocean","Western Indian",381,581,6,4
"14063","V14063",59.56,-16.5,"Fished","Western Indian Ocean","Western Indian",301,220,6,5
"14064","V14064",59.56,-16.58,"Fished","Western Indian Ocean","Western Indian",278,100,4,5
"14065","V14065",35.56,-23.94,"Fished","Western Indian Ocean","Western Indian",0,0,0,0
"14066","V14066",35.32,-24.5,"Fished","Western Indian Ocean","Western Indian",262,138,3,6
"14067","V14067",35.32,-21.46,"MPA","Western Indian Ocean","Western Indian",673,571,14,10
"14068","V14068",35.64,-22.9,"Fished","Western Indian Ocean","Western Indian",0,0,0,0
"14069","V14069",32.92,-26.9,"MPA","Western Indian Ocean","Western Indian",1101,780,9,13
"14070","V14070",35.32,-21.54,"MPA","Western Indian Ocean","Western Indian",2026,1014,15,15
"14071","V14071",35.24,-21.46,"Fished","Western Indian Ocean","Western Indian",2728,2612,16,13
"14072","V14072",32.92,-26.82,"Fished","Western Indian Ocean","Western Indian",707,405,9,8
"14073","V14073",35.48,-23.46,"Fished","Western Indian Ocean","Western Indian",0,0,0,0
"14074","V14074",35.56,-22.1,"Fished","Western Indian Ocean","Western Indian",508,567,10,12
"14075","V14075",35.48,-21.86,"MPA","Western Indian Ocean","Western Indian",2014,1307,14,14
"14076","V14076",35.56,-22.02,"Fished","Western Indian Ocean","Western Indian",362,292,7,12
"14077","V14077",32.92,-25.94,"Fished","Western Indian Ocean","Western Indian",1976,2105,9,11
"14078","V14078",55.32,-21.3,"Fished","Western Indian Ocean","Western Indian",1680,1365,14,11
"14079","V14079",55.24,-21.22,"Fished","Western Indian Ocean","Western Indian",429,858,11,10
"14080","V14080",57.72,-19.86,"Fished","Western Indian Ocean","Western Indian",296,722,14,12
"14081","V14081",57.48,-20.02,"Fished","Western Indian Ocean","Western Indian",587,570,16,20
"14082","V14082",57.56,-19.94,"Fished","Western Indian Ocean","Western Indian",790,925,15,15
"14083","V14083",57.8,-19.78,"Fished","Western Indian Ocean","Western Indian",730,1566,21,14
"14084","V14084",63.4,-19.86,"Fished","Western Indian Ocean","Western Indian",578,760,12,18
"14085","V14085",63.32,-19.86,"Fished","Western Indian Ocean","Western Indian",472,470,23,18
"14086","V14086",63.48,-19.62,"Fished","Western Indian Ocean","Western Indian",351,741,23,18
"14087","V14087",63.32,-19.78,"Fished","Western Indian Ocean","Western Indian",254,783,25,16
"14088","V14088",63.32,-19.7,"Fished","Western Indian Ocean","Western Indian",0,0,0,0
"14089","V14089",63.4,-19.62,"Fished","Western Indian Ocean","Western Indian",630,666,34,32
"14090","V14090",57.64,-19.86,"Fished","Western Indian Ocean","Western Indian",797,692,50,54
"14091","V14091",57.8,-19.86,"Fished","Western Indian Ocean","Western Indian",682,687,50,52
"14092","V14092",57.8,-20.1,"Fished","Western Indian Ocean","Western Indian",720,371,30,39
"14093","V14093",57.8,-20.18,"Fished","Western Indian Ocean","Western Indian",624,905,42,36
"14094","V14094",57.4,-20.18,"Fished","Western Indian Ocean","Western Indian",636,604,29,28
"14095","V14095",57.32,-20.26,"Fished","Western Indian Ocean","Western Indian",825,640,55,64
"14096","V14096",57.8,-20.42,"Fished","Western Indian Ocean","Western Indian",480,630,42,42
"14097","V14097",57.32,-20.42,"Fished","Western Indian Ocean","Western Indian",441,892,46,38
"14098","V14098",57.64,-20.5,"Fished","Western Indian Ocean","Western Indian",691,619,27,16
"14099","V14099",57.72,-20.5,"Fished","Western Indian Ocean","Western Indian",406,544,23,24
"14100","V14100",57.4,-20.5,"Fished","Western Indian Ocean","Western Indian",576,1036,28,27
"14101","V14101",57.32,-20.5,"Fished","Western Indian Ocean","Western Indian",981,1235,25,28
"14102","V14102",55.64,-4.34,"Fished","Western Indian Ocean","Western Indian",405,257,12,15
"14103","V14103",55.8,-4.42,"Fished","Western Indian Ocean","Western Indian",337,258,9,20
"14104","V14104",55.88,-4.42,"Fished","Western Indian Ocean","Western Indian",212,304,8,17
"14105","V14105",55.64,-4.18,"Fished","Western Indian Ocean","Western Indian",306,111,12,19
"14106","V14106",55.72,-3.78,"Fished","Western Indian Ocean","Western Indian",584,637,31,18
"14107","V14107",55.64,-3.78,"Fished","Western Indian Ocean","Western Indian",840,669,21,17
"14108","V14108",55.64,-3.86,"Fished","Western Indian Ocean","Western Indian",781,525,35,14
"14109","V14109",47.56,-9.78,"Fished","Western Indian Ocean","Western Indian",664,454,31,21
"14110","V14110",47.72,-10.1,"Fished","Western Indian Ocean","Western Indian",839,509,30,22
"14111","V14111",47.72,-10.02,"Fished","Western Indian Ocean","Western Indian",864,522,18,22
"14112","V14112",47.48,-9.78,"Fished","Western Indian Ocean","Western Indian",858,709,20,25
"14113","V14113",47.64,-9.78,"Fished","Western Indian Ocean","Western Indian",175,313,14,15
"14114","V14114",47.48,-9.7,"Fished","Western Indian Ocean","Western Indian",766,497,21,21
"14115","V14115",46.52,-9.78,"MPA","Western Indian Ocean","Western Indian",895,385,14,24
"14116","V14116",46.44,-9.46,"MPA","Western Indian Ocean","Western Indian",747,360,20,60
"14117","V14117",46.52,-9.46,"MPA","Western Indian Ocean","Western Indian",787,995,27,35
"14118","V14118",56.44,-4.82,"Fished","Western Indian Ocean","Western Indian",867,560,27,30
"14119","V14119",53.4,-5.06,"Fished","Western Indian Ocean","Western Indian",713,989,28,30
"14120","V14120",53.56,-5.62,"Fished","Western Indian Ocean","Western Indian",662,802,27,34
"14121","V14121",53.32,-5.54,"Fished","Western Indian Ocean","Western Indian",575,616,28,27
"14122","V14122",56.12,-7.22,"Fished","Western Indian Ocean","Western Indian",668,680,30,23
"14123","V14123",56.28,-7.06,"Fished","Western Indian Ocean","Western Indian",845,1012,29,27
"14124","V14124",56.12,-7.06,"Fished","Western Indian Ocean","Western Indian",504,221,24,48
"14125","V14125",56.12,-7.14,"Fished","Western Indian Ocean","Western Indian",375,116,12,47
"14126","V14126",56.36,-4.9,"Fished","Western Indian Ocean","Western Indian",574,420,28,51
"14127","V14127",56.36,-4.82,"Fished","Western Indian Ocean","Western Indian",510,394,16,51
"14128","V14128",56.52,-4.9,"Fished","Western Indian Ocean","Western Indian",416,676,26,26
"14129","V14129",56.44,-4.9,"Fished","Western Indian Ocean","Western Indian",461,819,29,24
"14130","V14130",55.32,-5.94,"Fished","Western Indian Ocean","Western Indian",725,980,23,13
"14131","V14131",55.24,-5.94,"Fished","Western Indian Ocean","Western Indian",848,816,20,16
"14132","V14132",55.24,-5.86,"Fished","Western Indian Ocean","Western Indian",234,91,12,16
"14133","V14133",56.2,-7.06,"Fished","Western Indian Ocean","Western Indian",389,250,11,14
"14134","V14134",55.32,-6.02,"Fished","Western Indian Ocean","Western Indian",882,731,29,21
"14135","V14135",55.24,-6.02,"Fished","Western Indian Ocean","Western Indian",980,467,22,23
"14136","V14136",51,-10.1,"Fished","Western Indian Ocean","Western Indian",869,816,33,20
"14137","V14137",53.16,-5.78,"Fished","Western Indian Ocean","Western Indian",912,858,31,19
"14138","V14138",53.08,-5.78,"Fished","Western Indian Ocean","Western Indian",822,605,27,22
"14139","V14139",53.08,-6.02,"Fished","Western Indian Ocean","Western Indian",990,704,26,20
"14140","V14140",53,-6.02,"Fished","Western Indian Ocean","Western Indian",673,670,28,31
"14141","V14141",53.56,-5.7,"Fished","Western Indian Ocean","Western Indian",599,620,25,32
