"","ID","Lon","Lat","General","PROVINCE","Kulbicki","crypto5BROF","crypto5BRIF","pare5BRin","pare5BRout"
"1659","V1659",157.96,-8.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2128,1259,22,60
"1660","V1660",159.96,-8.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2016,1135,38,63
"1661","V1661",159,-8.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1542,1292,64,69
"1662","V1662",160.04,-9.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2197,1410,22,51
"1663","V1663",160.12,-9.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2508,746,22,47
"1664","V1664",159.08,-9.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2220,1127,37,60
"1665","V1665",160.2,-9.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1809,780,54,63
"1666","V1666",161.32,-9.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1512,1902,76,60
"1667","V1667",161.32,-9.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1836,4628,79,66
"1668","V1668",161.24,-9.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2226,3795,97,58
"1669","V1669",161.4,-9.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1974,1909,90,86
"1670","V1670",161.16,-9.38,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1759,500,28,68
"1671","V1671",161.08,-9.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1715,733,17,58
"1672","V1672",161.08,-9.38,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1336,2960,25,70
"1673","V1673",161,-9.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1135,477,29,78
"1674","V1674",159.56,-9.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1149,393,29,70
"1675","V1675",160.92,-9.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1477,647,41,79
"1676","V1676",160.84,-9.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1133,369,24,79
"1677","V1677",160.6,-9.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",827,228,33,51
"1678","V1678",160.76,-9.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",765,403,40,50
"1679","V1679",159.64,-9.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",853,370,37,47
"1680","V1680",159.72,-9.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",757,261,45,55
"1681","V1681",159.8,-9.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",799,338,46,53
"1682","V1682",157,-4.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",716,205,34,47
"1683","V1683",156.92,-4.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",841,773,29,47
"1684","V1684",159.32,-4.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",821,382,38,65
"1685","V1685",159.32,-4.42,"Fished","Eastern Coral Triangle","Central Indo_Pacific",734,701,50,51
"1686","V1686",153.56,-1.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",770,451,38,45
"1687","V1687",153.48,-1.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",844,229,22,39
"1688","V1688",153.32,-1.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",731,139,40,49
"1689","V1689",153.24,-1.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",738,292,43,47
"1690","V1690",153.16,-1.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",725,588,64,64
"1691","V1691",153.56,-1.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",726,603,64,51
"1692","V1692",153.4,-1.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",676,554,66,61
"1693","V1693",153.24,-1.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",721,661,60,43
"1694","V1694",153.48,-1.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1828,2106,68,47
"1695","V1695",153.4,-1.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",0,0,0,0
"1696","V1696",153.56,-1.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1217,1480,47,64
"1697","V1697",153.4,-1.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1485,1042,52,75
"1698","V1698",153.32,-1.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1599,699,44,71
"1699","V1699",153.08,-1.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1286,1306,63,53
"1700","V1700",153.24,-1.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1779,1947,61,56
"1701","V1701",153.16,-1.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1087,981,65,39
"1702","V1702",153.24,-1.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1211,751,57,29
"1703","V1703",160.6,-9.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1667,2662,77,63
"1704","V1704",159.72,-9.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1429,700,51,44
"1705","V1705",159.64,-9.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1194,1624,64,56
"1706","V1706",159.56,-9.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2529,2193,51,58
"1707","V1707",161.72,-10.1,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2409,1723,68,55
"1708","V1708",160.44,-9.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2489,3680,92,73
"1709","V1709",161.96,-9.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1880,3228,111,83
"1710","V1710",161.96,-10.02,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1356,1924,105,78
"1711","V1711",160.76,-9.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1484,2321,104,93
"1712","V1712",161.88,-10.1,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1387,1671,101,81
"1713","V1713",161.96,-10.1,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1364,2131,99,106
"1714","V1714",161.64,-10.1,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1495,2069,108,86
"1715","V1715",159.08,-8.18,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1520,2050,103,91
"1716","V1716",159.16,-8.26,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1438,1452,93,66
"1717","V1717",159.64,-8.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1947,2953,93,58
"1718","V1718",158.36,-8.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1482,1861,108,91
"1719","V1719",157.96,-8.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2120,2093,76,56
"1720","V1720",158.76,-8.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2149,3461,78,78
"1721","V1721",158.76,-9.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1741,4440,114,75
"1722","V1722",157.88,-8.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2160,2334,69,67
"1723","V1723",158.36,-9.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2236,2910,34,23
"1724","V1724",158.36,-9.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1850,1711,44,26
"1725","V1725",158.28,-9.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",860,1457,56,48
"1726","V1726",159.88,-9.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",0,0,0,0
"1727","V1727",158.28,-9.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",0,0,0,0
"1728","V1728",160.52,-9.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",0,0,0,0
"1729","V1729",160.28,-9.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",0,0,0,0
"1730","V1730",159.56,-9.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",0,0,0,0
"1731","V1731",160.2,-9.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",0,0,0,0
"1732","V1732",161.64,-10.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",0,0,0,0
"1733","V1733",161.72,-10.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2189,969,77,75
"1734","V1734",160.12,-12.26,"Fished","Eastern Coral Triangle","Central Indo_Pacific",861,479,54,23
"1735","V1735",160.6,-8.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",818,638,64,27
"1736","V1736",155.32,-4.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1095,767,80,49
"1737","V1737",155.32,-4.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",937,578,43,25
"1738","V1738",155.48,-4.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",911,534,73,53
"1739","V1739",154.44,-3.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",916,405,73,53
"1740","V1740",155.4,-4.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2344,1954,70,77
"1741","V1741",155.4,-4.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2969,2887,41,53
"1742","V1742",155.32,-4.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3053,2500,22,51
"1743","V1743",154.6,-3.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2086,1250,66,72
"1744","V1744",154.52,-3.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2027,1209,62,77
"1745","V1745",154.6,-3.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2518,4257,74,48
"1746","V1746",154.68,-3.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2114,1858,61,61
"1747","V1747",156.36,-6.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2524,1148,40,57
"1748","V1748",156.76,-6.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2094,1773,52,61
"1749","V1749",156.84,-6.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2034,1314,66,79
"1750","V1750",156.2,-6.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2721,2758,34,69
"1751","V1751",156.76,-6.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2057,892,53,69
"1752","V1752",156.28,-6.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2574,1596,58,41
"1753","V1753",156.28,-6.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2878,3159,67,45
"1754","V1754",156.44,-6.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1406,523,28,66
"1755","V1755",156.44,-6.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2312,7433,81,33
"1756","V1756",156.52,-6.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3015,2466,39,63
"1757","V1757",156.12,-6.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1923,2030,56,60
"1758","V1758",156.2,-6.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2659,1367,49,95
"1759","V1759",156.68,-6.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1094,1132,79,55
"1760","V1760",156.12,-6.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1008,927,84,56
"1761","V1761",156.92,-7.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1453,1291,79,46
"1762","V1762",157.56,-7.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1569,1236,68,44
"1763","V1763",156.52,-7.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1112,856,64,47
"1764","V1764",159.4,-7.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1058,1208,69,52
"1765","V1765",157,-6.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1454,610,52,36
"1766","V1766",156.2,-6.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2410,2961,26,30
"1767","V1767",157.88,-7.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2048,1435,27,33
"1768","V1768",162.04,-9.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1783,943,36,36
"1769","V1769",162.04,-9.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1021,888,64,52
"1770","V1770",161.24,-10.26,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1228,1426,54,55
"1771","V1771",161.24,-10.34,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1218,1435,59,52
"1772","V1772",162.04,-9.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1116,1041,45,47
"1773","V1773",161.96,-9.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1913,1169,37,28
"1774","V1774",161.88,-10.18,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1693,2336,56,25
"1775","V1775",162.04,-10.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",597,625,49,29
"1776","V1776",161.96,-10.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",625,1015,52,42
"1777","V1777",161.88,-10.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",619,966,34,23
"1778","V1778",159.72,-11.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1575,849,48,53
"1779","V1779",159.96,-11.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1273,814,46,48
"1780","V1780",159.88,-11.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",811,1447,56,48
"1781","V1781",162.44,-10.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",642,249,24,25
"1782","V1782",161.4,-10.42,"Fished","Eastern Coral Triangle","Central Indo_Pacific",549,329,22,21
"1783","V1783",161.48,-10.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",622,300,28,24
"1784","V1784",160.12,-12.34,"Fished","Eastern Coral Triangle","Central Indo_Pacific",623,397,34,24
"1785","V1785",160.2,-12.34,"Fished","Eastern Coral Triangle","Central Indo_Pacific",526,708,35,27
"1786","V1786",160.04,-12.34,"Fished","Eastern Coral Triangle","Central Indo_Pacific",483,674,31,18
"1787","V1787",160.6,-11.86,"MPA","Eastern Coral Triangle","Central Indo_Pacific",684,390,27,21
"1788","V1788",160.68,-11.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",486,489,19,26
"1789","V1789",160.04,-12.26,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1310,1162,36,30
"1790","V1790",160.36,-12.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1424,1538,40,47
"1791","V1791",160.28,-12.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1355,1003,42,40
"1792","V1792",160.44,-12.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1238,2389,54,32
"1793","V1793",160.44,-12.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1473,1116,59,44
"1794","V1794",160.2,-12.42,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1578,1345,45,34
"1795","V1795",160.12,-12.42,"Fished","Eastern Coral Triangle","Central Indo_Pacific",354,269,22,22
"1796","V1796",160.28,-12.5,"Fished","Eastern Coral Triangle","Central Indo_Pacific",537,314,27,24
"1797","V1797",160.2,-12.5,"Fished","Eastern Coral Triangle","Central Indo_Pacific",361,242,23,29
"1798","V1798",159.96,-11.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",276,282,15,27
"1799","V1799",160.12,-11.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",569,346,23,17
"1800","V1800",159.96,-11.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",547,199,24,19
"1801","V1801",160.12,-11.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",534,295,22,21
"1802","V1802",160.68,-11.78,"Fished","Eastern Coral Triangle","Central Indo_Pacific",625,512,33,28
"1803","V1803",160.2,-11.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",414,218,13,21
"1804","V1804",160.44,-12.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",431,454,20,25
"1805","V1805",160.44,-12.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",527,570,25,19
"1806","V1806",160.52,-12.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",423,595,16,17
"1807","V1807",160.36,-12.82,"Fished","Eastern Coral Triangle","Central Indo_Pacific",576,390,28,22
"1808","V1808",160.28,-12.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",464,365,17,25
"1809","V1809",160.36,-12.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",379,369,20,36
"1810","V1810",160.36,-12.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",305,168,15,31
"1811","V1811",160.36,-12.5,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2290,2464,51,57
"1812","V1812",160.52,-12.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2183,2036,63,59
"1813","V1813",160.6,-12.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2589,1472,38,79
"1814","V1814",160.68,-12.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2605,1493,49,62
"1815","V1815",160.6,-13.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1880,3752,49,39
"1816","V1816",160.52,-12.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2346,6671,55,67
"1817","V1817",160.28,-12.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2813,7023,49,47
"1818","V1818",160.6,-12.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1238,2138,63,68
"1819","V1819",160.52,-12.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2204,1783,71,99
"1820","V1820",151.48,-2.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2658,3312,50,37
"1821","V1821",151.08,-2.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2485,1299,85,52
"1822","V1822",156.6,-6.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1531,2868,111,59
"1823","V1823",158.84,-8.02,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1633,2255,111,73
"1824","V1824",162.28,-10.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1526,1362,51,43
"1825","V1825",159.88,-8.34,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1445,1731,59,49
"1826","V1826",159.8,-8.26,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2431,4227,52,37
"1827","V1827",155.72,-7.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3325,2760,26,55
"1828","V1828",156.52,-7.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1994,5551,75,62
"1829","V1829",161,-8.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3189,931,52,50
"1830","V1830",160.28,-8.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3276,2106,36,43
"1831","V1831",157.24,-8.66,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2556,5221,68,28
"1832","V1832",157.32,-8.74,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2067,2327,76,83
"1833","V1833",160.44,-11.86,"MPA","Eastern Coral Triangle","Central Indo_Pacific",2288,3385,72,48
"1834","V1834",160.36,-11.78,"MPA","Eastern Coral Triangle","Central Indo_Pacific",3274,1739,39,37
"1835","V1835",162.2,-10.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2857,2400,63,47
"1836","V1836",157.08,-6.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2919,2209,51,83
"1837","V1837",156.2,-6.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2907,2835,61,62
"1838","V1838",157.16,-6.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1019,619,54,45
"1839","V1839",157.16,-6.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3257,3201,45,45
"1840","V1840",161.48,-9.38,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3083,1615,49,64
"1841","V1841",156.28,-6.9,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3012,1816,47,93
"1842","V1842",161.56,-9.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3321,8378,23,53
"1843","V1843",157.24,-7.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",884,600,56,41
"1844","V1844",156.6,-7.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3060,5066,64,36
"1845","V1845",156.76,-7.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3223,2449,21,45
"1846","V1846",156.68,-7.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2659,3794,72,59
"1847","V1847",155.56,-7.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3207,1578,34,52
"1848","V1848",157.32,-7.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2633,510,41,101
"1849","V1849",157.4,-7.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2563,388,40,80
"1850","V1850",157.64,-7.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2652,824,68,82
"1851","V1851",157.24,-7.14,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2476,570,52,109
"1852","V1852",155.48,-6.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2727,1563,46,100
"1853","V1853",156.68,-6.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2450,581,47,86
"1854","V1854",157.16,-7.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2475,668,51,102
"1855","V1855",156.52,-6.98,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2509,922,74,81
"1856","V1856",156.76,-7.06,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2863,1130,42,87
"1857","V1857",157.72,-7.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2075,528,58,64
"1858","V1858",157.8,-7.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3293,5608,35,50
"1859","V1859",158.04,-7.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2754,2274,49,76
"1860","V1860",157.96,-7.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3385,4816,22,47
"1861","V1861",157,-7.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2928,1147,41,78
"1862","V1862",157.96,-7.38,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2779,1981,52,93
"1863","V1863",157.88,-7.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3134,1658,47,83
"1864","V1864",158.12,-7.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2206,948,57,66
"1865","V1865",157.64,-7.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3162,1683,45,62
"1866","V1866",158.6,-7.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2544,792,47,84
"1867","V1867",157.4,-7.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2372,992,73,55
"1868","V1868",156.84,-7.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2673,1584,71,44
"1869","V1869",157.32,-7.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2762,2366,57,105
"1870","V1870",157.64,-7.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2849,2527,67,97
"1871","V1871",156.92,-7.3,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2658,2172,73,51
"1872","V1872",157.56,-7.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2521,929,53,91
"1873","V1873",158.52,-7.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2492,1470,55,96
"1874","V1874",157.48,-7.22,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2770,2832,82,91
"1875","V1875",157.96,-7.46,"MPA","Eastern Coral Triangle","Central Indo_Pacific",2770,1818,78,94
"1876","V1876",158.6,-7.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2592,2666,79,71
"1877","V1877",158.44,-7.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2931,3664,46,47
"1878","V1878",157.08,-7.38,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2809,2888,59,51
"1879","V1879",157,-7.38,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2559,1686,88,78
"1880","V1880",158.28,-7.38,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2434,3129,97,64
"1881","V1881",157.88,-7.38,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2376,2209,94,91
"1882","V1882",157.8,-7.38,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2570,1066,64,53
"1883","V1883",157.88,-7.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2662,2511,67,67
"1884","V1884",157.96,-7.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2499,1570,74,96
"1885","V1885",158.28,-7.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2542,2026,59,73
"1886","V1886",156.68,-7.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1830,1865,72,109
"1887","V1887",156.76,-7.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3234,5909,52,41
"1888","V1888",158.04,-7.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2589,1194,75,74
"1889","V1889",158.12,-7.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2636,2665,75,70
"1890","V1890",158.2,-7.62,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2197,2392,65,52
"1891","V1891",158.52,-7.46,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1528,894,51,78
"1892","V1892",156.68,-7.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2415,1799,62,60
"1893","V1893",157.96,-7.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1668,541,39,63
"1894","V1894",156.6,-7.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2930,2629,61,60
"1895","V1895",156.44,-7.54,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2337,415,44,59
"1896","V1896",156.76,-7.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2366,1334,69,33
"1897","V1897",158.28,-7.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3001,2885,41,39
"1898","V1898",158.36,-7.7,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2176,2024,62,34
"1899","V1899",156.04,-6.58,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3077,6291,67,43
"1900","V1900",156.44,-7.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1006,738,100,31
"1901","V1901",158.68,-7.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2522,1404,61,57
"1902","V1902",156.52,-7.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2953,12154,68,38
"1903","V1903",157,-7.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2480,1102,78,43
"1904","V1904",159.64,-8.02,"Fished","Eastern Coral Triangle","Central Indo_Pacific",3082,4708,55,49
"1905","V1905",159.48,-7.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2517,697,57,49
"1906","V1906",157.32,-8.02,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2503,731,78,45
"1907","V1907",159.56,-8.02,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1930,1249,50,56
"1908","V1908",157.64,-8.02,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2335,1603,45,48
"1909","V1909",160.68,-7.86,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2738,1036,44,52
"1910","V1910",158.76,-7.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2334,8210,53,53
"1911","V1911",156.68,-7.94,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2473,762,39,52
"1912","V1912",159.8,-8.1,"Fished","Eastern Coral Triangle","Central Indo_Pacific",2470,1099,100,42
"1913","V1913",157.72,-8.18,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1254,3746,69,76
"1914","V1914",159.88,-8.18,"Fished","Eastern Coral Triangle","Central Indo_Pacific",1501,1073,85,41
