pare5in,pare5out,pare5LR,crypto5in,crypto5out,crypto5LR,transi15in,transi15out,transi15LR,resid15in,resid15out,resid15LR
15.94202899,84.05797101,0,9.022556391,90.97744361,0,3.50877193,96.49122807,0,1.041666667,98.95833333,0
3.448275862,53.44827586,43.10344828,2.824858757,49.71751412,47.45762712,0,100,0,1.136363636,98.86363636,0
43.57142857,37.14285714,19.28571429,47.39039666,39.66597077,12.94363257,71.5625,22.8125,5.625,58.79765396,38.12316716,3.079178886
40.93959732,33.55704698,25.5033557,49.54954955,44.59459459,5.855855856,76.77902622,23.22097378,0,58.66261398,40.42553191,0.911854103
26.06060606,33.93939394,40,41.57650696,31.5301391,26.89335394,70.48710602,28.65329513,0.859598854,62.96296296,35.93964335,1.09739369
35.82677165,45.27559055,18.8976378,47.93713163,38.11394892,13.94891945,61.91860465,28.48837209,9.593023256,58.35777126,39.73607038,1.906158358
45.62043796,39.05109489,15.32846715,47.49498998,38.87775551,13.62725451,70.83333333,22.43589744,6.730769231,59.19282511,39.01345291,1.793721973
45.16129032,49.19354839,5.64516129,48.13186813,43.95604396,7.912087912,68.40390879,25.73289902,5.863192182,56.95266272,40.82840237,2.218934911
42.53246753,35.38961039,22.07792208,48.28973843,38.4305835,13.27967807,66.28242075,15.56195965,18.1556196,61.24620061,35.8662614,2.887537994
43.02325581,49.2248062,7.751937984,58.72727273,39.81818182,1.454545455,73.50230415,26.49769585,0,61.19047619,38.45238095,0.357142857
68,16,16,64.94845361,34.02061856,1.030927835,100,0,0,64.42307692,32.69230769,2.884615385
43.83561644,56.16438356,0,51.99161426,44.02515723,3.983228512,66.66666667,30.08130081,3.25203252,60.05434783,38.85869565,1.086956522
43.88185654,51.05485232,5.063291139,56.06617647,42.09558824,1.838235294,69.95305164,29.342723,0.704225352,63.26781327,36.24078624,0.491400491
19.69439728,12.05432937,68.25127334,26,21.71428571,52.28571429,44.59161148,15.67328918,39.73509934,46.875,41.77631579,11.34868421
10.22727273,89.77272727,0,5.22875817,94.77124183,0,3.571428571,96.42857143,0,1.694915254,98.30508475,0
8.333333333,91.66666667,0,3.703703704,96.2962963,0,1.639344262,98.36065574,0,1.360544218,98.63945578,0
9.459459459,90.54054054,0,5.442176871,93.87755102,0.680272109,0,100,0,1.111111111,98.88888889,0
7.954545455,92.04545455,0,4.697986577,95.30201342,0,1.694915254,98.30508475,0,1.744186047,98.25581395,0
9.230769231,90.76923077,0,6.194690265,93.80530973,0,0,100,0,2.564102564,97.43589744,0
6.153846154,78.46153846,15.38461538,2.877697842,85.61151079,11.51079137,0,100,0,0,100,0
10.38961039,89.61038961,0,7.37704918,92.62295082,0,3.389830508,96.61016949,0,3.296703297,96.7032967,0
22.32142857,20.53571429,57.14285714,31.89655172,19.82758621,48.27586207,50,50,0,44.31818182,36.36363636,19.31818182
5.504587156,50.4587156,44.03669725,2.127659574,29.17933131,68.69300912,0,100,0,0.568181818,99.43181818,0
12.12121212,87.87878788,0,6.25,93.75,0,3.703703704,96.2962963,0,3.773584906,96.22641509,0
6.666666667,93.33333333,0,3.571428571,91.07142857,5.357142857,0,100,0,1.570680628,98.42931937,0
9.523809524,90.47619048,0,6.504065041,93.49593496,0,4.255319149,95.74468085,0,4.666666667,95.33333333,0
8.536585366,91.46341463,0,5.64516129,94.35483871,0,3.636363636,96.36363636,0,3.550295858,96.44970414,0
7.52688172,75.2688172,17.20430108,4.069767442,79.06976744,16.86046512,3.125,96.875,0,1.098901099,98.9010989,0
8.510638298,91.4893617,0,7.142857143,92.85714286,0,0,100,0,3.726708075,96.27329193,0
8.860759494,91.13924051,0,15.06849315,73.97260274,10.95890411,0,100,0,3.164556962,96.83544304,0
13.88888889,86.11111111,0,7.194244604,92.8057554,0,1.724137931,98.27586207,0,2.994011976,97.00598802,0
14.28571429,85.71428571,0,9.923664122,90.07633588,0,1.754385965,98.24561404,0,2.105263158,97.89473684,0
17.74193548,22.58064516,59.67741935,35.78947368,32.63157895,31.57894737,100,0,0,50.66666667,45.33333333,4
19.17808219,26.94063927,53.88127854,29.87804878,44.20731707,25.91463415,48.02259887,51.97740113,0,46.32768362,49.15254237,4.519774011
30.76923077,41.53846154,27.69230769,34.02985075,40,25.97014925,60.30927835,39.69072165,0,45.68245125,49.86072423,4.456824513
16.15384615,8.974358974,74.87179487,21.25748503,11.82634731,66.91616766,40.5027933,16.75977654,42.73743017,45.49180328,27.86885246,26.63934426
29.8245614,38.59649123,31.57894737,40.90909091,49.09090909,10,52.86624204,45.22292994,1.910828025,40.41916168,56.58682635,2.994011976
32.91139241,37.97468354,29.11392405,41.26394052,52.78810409,5.94795539,46.59685864,53.40314136,0,45.95375723,54.04624277,0
49.04458599,50.95541401,0,44.66292135,53.93258427,1.404494382,64.51612903,34.40860215,1.075268817,55.91766724,42.71012007,1.372212693
36.21621622,36.75675676,27.02702703,42.10526316,47.36842105,10.52631579,53.11004785,41.14832536,5.741626794,50.94339623,47.54716981,1.509433962
27.40740741,16.79012346,55.80246914,40.65934066,30.76923077,28.57142857,65.75757576,26.96969697,7.272727273,62.03208556,37.25490196,0.713012478
46.20689655,38.62068966,15.17241379,50.29239766,47.36842105,2.339181287,56.91489362,43.08510638,0,57.81584582,41.97002141,0.214132762
62.17948718,27.56410256,10.25641026,43.83954155,54.44126074,1.719197708,69.75308642,26.54320988,3.703703704,59.65732087,39.87538941,0.46728972
48.14814815,48.14814815,3.703703704,40.90909091,47.72727273,11.36363636,75,25,0,44.82758621,40.22988506,14.94252874
46.11111111,50.55555556,3.333333333,43.5530086,52.72206304,3.724928367,64.23690205,25.51252847,10.25056948,60.24653313,38.52080123,1.232665639
56.61764706,40.44117647,2.941176471,55.6851312,43.73177843,0.583090379,64.7260274,25,10.2739726,65.37785589,31.81019332,2.811950791
41.4893617,30.85106383,27.65957447,40.625,47.44318182,11.93181818,62.890625,33.59375,3.515625,58.93617021,40.85106383,0.212765957
33.2123412,15.24500907,51.54264973,39.63494133,18.77444589,41.59061278,57.56302521,34.87394958,7.56302521,53.27564895,25.46353523,21.26081582
28.14814815,21.48148148,50.37037037,30.09592326,16.06714628,53.83693046,64.40217391,16.84782609,18.75,58.80551302,28.33078101,12.86370597
48.92086331,51.07913669,0,53.7993921,46.2006079,0,59.81308411,40.18691589,0,54.6875,45.3125,0
43.98148148,52.31481481,3.703703704,44.54277286,51.03244838,4.424778761,60.08583691,28.32618026,11.58798283,58.34932821,40.30710173,1.343570058
40.969163,57.26872247,1.762114537,45.40540541,52.43243243,2.162162162,60.55900621,32.91925466,6.52173913,61.20300752,38.34586466,0.45112782
51.85185185,46.91358025,1.234567901,44.23076923,30.52884615,25.24038462,42.52199413,27.5659824,29.91202346,54.59558824,38.05147059,7.352941176
38.26530612,43.36734694,18.36734694,46.32352941,39.46078431,14.21568627,67.10526316,32.89473684,0,55.26315789,44.29824561,0.438596491
31.52173913,33.69565217,34.7826087,45.13888889,44.44444444,10.41666667,69.23076923,30.76923077,0,49.67320261,41.83006536,8.496732026
48.71794872,51.28205128,0,49.36708861,44.30379747,6.329113924,60,40,0,38.38383838,41.41414141,20.2020202
32.86219081,47.34982332,19.78798587,42.89340102,49.49238579,7.614213198,68.46473029,31.53526971,0,60.48689139,39.51310861,0
46.875,49.375,3.75,55.03685504,32.92383292,12.03931204,69.32773109,25.6302521,5.042016807,66.02316602,33.3976834,0.579150579
64.40677966,35.59322034,0,60,34.28571429,5.714285714,51.98019802,48.01980198,0,54.77707006,43.31210191,1.910828025
55.48589342,44.51410658,0,57.19626168,42.24299065,0.560747664,74.43365696,25.56634304,0,58.59598854,40.97421203,0.429799427
56.46687697,40.3785489,3.154574132,59.88483685,38.96353167,1.151631478,73.31189711,23.79421222,2.893890675,58.86332882,38.43031123,2.706359946
50.56179775,49.43820225,0,53.68731563,43.36283186,2.949852507,40.1734104,26.87861272,32.94797688,52.75735294,40.625,6.617647059
56.02409639,42.77108434,1.204819277,49.87714988,32.18673219,17.93611794,60.85106383,36.59574468,2.553191489,56.41025641,39.44773176,4.142011834
28.49002849,15.66951567,55.84045584,43.07359307,20.77922078,36.14718615,67.3553719,32.6446281,0,58.95372233,38.02816901,3.018108652
38.69047619,57.73809524,3.571428571,57.10144928,41.73913043,1.15942029,53.77358491,46.22641509,0,57.94223827,42.05776173,0
55.79399142,42.48927039,1.716738197,48.84792627,42.39631336,8.755760369,71.61290323,28.38709677,0,61.38461538,38.61538462,0
0.15015015,0.15015015,99.6996997,1.590909091,0.227272727,98.18181818,1.286173633,0.321543408,98.39228296,6.770833333,1.5625,91.66666667
36.75675676,42.7027027,20.54054054,50.29761905,43.45238095,6.25,54.21052632,39.47368421,6.315789474,45.83333333,53.50877193,0.657894737
41.40127389,54.77707006,3.821656051,52.80528053,46.20462046,0.99009901,67.35751295,32.64248705,0,48.33702882,51.66297118,0
46.80851064,31.91489362,21.27659574,43.3604336,37.12737127,19.51219512,62.20095694,36.36363636,1.435406699,51.4739229,48.5260771,0
39.59731544,60.40268456,0,43.86792453,38.91509434,17.21698113,61.73285199,38.26714801,0,55.91715976,43.93491124,0.147928994
25,44.67213115,30.32786885,46.66666667,38.71794872,14.61538462,40.65420561,50.93457944,8.411214953,52.80898876,45.50561798,1.685393258
24.63768116,35.74879227,39.61352657,45.11041009,39.11671924,15.77287066,24.8,70.4,4.8,52.96803653,47.03196347,0
18.09045226,39.69849246,42.21105528,36.48208469,47.88273616,15.63517915,22.90076336,72.51908397,4.580152672,37.86982249,61.7357002,0.394477318
16.51376147,41.28440367,42.20183486,37.59213759,37.59213759,24.81572482,50,38.20224719,11.79775281,49.2173913,50.08695652,0.695652174
28.84615385,37.5,33.65384615,50.65274151,38.12010444,11.22715405,42.81437126,32.93413174,24.25149701,57.32758621,39.51149425,3.16091954
42.07650273,38.25136612,19.67213115,53.86996904,37.77089783,8.359133127,60.88560886,39.11439114,0,58.81226054,41.18773946,0
72.81553398,27.18446602,0,65.24064171,29.41176471,5.347593583,95.83333333,4.166666667,0,68.83116883,26.83982684,4.329004329
58.84955752,38.49557522,2.654867257,52.65822785,36.70886076,10.63291139,69.0851735,27.12933754,3.785488959,59.65909091,38.63636364,1.704545455
51.63636364,33.09090909,15.27272727,50.23923445,33.25358852,16.50717703,67.52411576,24.75884244,7.717041801,60.88709677,36.49193548,2.620967742
52.55813953,40.93023256,6.511627907,52.08845209,30.22113022,17.69041769,62.91079812,37.08920188,0,56.55577299,40.90019569,2.544031311
56.41025641,35.8974359,7.692307692,58.92018779,34.27230047,6.807511737,76.59574468,22.34042553,1.063829787,62.04506066,36.04852686,1.906412478
50.67264574,38.56502242,10.76233184,44.23963134,34.56221198,21.19815668,72.20543807,25.0755287,2.719033233,55.43478261,38.94927536,5.615942029
55.92105263,34.21052632,9.868421053,57.70065076,35.79175705,6.507592191,61.88235294,21.17647059,16.94117647,62.03866432,31.45869947,6.502636204
59.23076923,32.30769231,8.461538462,51.25,30.75,18,70.81712062,29.18287938,0,63.05609284,35.00967118,1.934235977
34.71698113,38.11320755,27.16981132,28.54209446,27.3100616,44.14784394,64.74820144,34.17266187,1.079136691,53.52697095,43.77593361,2.697095436
41.19241192,24.66124661,34.14634146,43.07992203,28.46003899,28.46003899,65.03759398,29.32330827,5.639097744,57.17171717,41.81818182,1.01010101
18.53035144,29.71246006,51.7571885,39.49191686,32.33256351,28.17551963,38.81278539,55.70776256,5.479452055,53.55086372,39.73128599,6.717850288
31.46853147,15.38461538,53.14685315,40.07782101,13.22957198,46.692607,84.50704225,7.042253521,8.450704225,67.97752809,24.15730337,7.865168539
39.38356164,33.90410959,26.71232877,46.06741573,39.04494382,14.88764045,64.51612903,35.48387097,0,55.0209205,37.86610879,7.112970711
23.76237624,19.30693069,56.93069307,39.503386,26.63656885,33.86004515,59.45945946,40.54054054,0,58.54126679,40.49904031,0.959692898
49.18032787,39.3442623,11.47540984,53.00859599,42.40687679,4.584527221,65.90909091,31.81818182,2.272727273,51.88118812,39.6039604,8.514851485
33.6492891,49.28909953,17.06161137,43.07116105,46.06741573,10.86142322,58.87850467,21.4953271,19.62616822,47.65432099,39.50617284,12.83950617
36.01895735,52.60663507,11.37440758,42.0233463,48.24902724,9.727626459,58.62068966,29.55665025,11.8226601,52.8,42.66666667,4.533333333
10.25299601,11.45139814,78.29560586,21.80094787,17.37756714,60.82148499,62.60162602,22.76422764,14.63414634,50.20325203,31.09756098,18.69918699
31.92307692,44.23076923,23.84615385,40.28776978,47.84172662,11.8705036,50.72463768,49.27536232,0,49.3765586,50.6234414,0
43.38624339,33.33333333,23.28042328,53.04659498,34.40860215,12.54480287,61.53846154,19.39799331,19.06354515,63.78132118,25.96810934,10.25056948
9.465020576,12.89437586,77.64060357,16.03630862,17.397882,66.56580938,59.63302752,25.2293578,15.13761468,44.92440605,31.10151188,23.97408207
55.27638191,44.72361809,0,58.29694323,40.3930131,1.310043668,61.05919003,38.00623053,0.934579439,57.16535433,42.36220472,0.472440945
78.16091954,17.24137931,4.597701149,82.53424658,15.06849315,2.397260274,97.00374532,2.996254682,0,86.48648649,10.81081081,2.702702703
61.46341463,38.53658537,0,62.7753304,34.80176211,2.422907489,64.24050633,35.75949367,0,56.90440061,43.09559939,0
56.4516129,43.5483871,0,55.25606469,41.77897574,2.964959569,52.96296296,41.48148148,5.555555556,54.25330813,44.80151229,0.945179584
42.04545455,19.31818182,38.63636364,56.14973262,17.64705882,26.20320856,45.89371981,29.46859903,24.63768116,73.80136986,21.06164384,5.136986301
42.37288136,57.62711864,0,56.7867036,40.4432133,2.770083102,45.22968198,39.92932862,14.8409894,60.76458753,37.42454728,1.810865191
10.67961165,5.825242718,83.49514563,20.55555556,6.888888889,72.55555556,12.86764706,4.411764706,82.72058824,45.17985612,18.99280576,35.82733813
48.4375,22.65625,28.90625,55.55555556,30.1994302,14.24501425,44.2687747,34.38735178,21.34387352,59.72495088,34.18467583,6.090373281
41.76470588,54.70588235,3.529411765,32.44274809,57.2519084,10.30534351,28.30188679,71.69811321,0,42.81609195,53.16091954,4.022988506
63.38582677,35.03937008,1.57480315,42.67782427,25.52301255,31.79916318,38.05555556,15.27777778,46.66666667,54.45026178,34.72949389,10.82024433
37.5,60.57692308,1.923076923,48.22888283,49.86376022,1.907356948,46.36871508,53.63128492,0,52.7306968,47.2693032,0
49.6835443,33.86075949,16.4556962,54.78927203,40.61302682,4.597701149,63.30935252,36.69064748,0,52.71903323,47.28096677,0
74.32432432,25.67567568,0,61.58536585,24.3902439,14.02439024,94.54545455,5.454545455,0,62.69430052,27.97927461,9.32642487
35.73573574,35.43543544,28.82882883,48.54166667,43.95833333,7.5,53.69863014,42.19178082,4.109589041,46.03960396,53.79537954,0.165016502
15.0877193,36.49122807,48.42105263,28.0104712,53.92670157,18.06282723,50,48.81889764,1.181102362,41.03053435,58.77862595,0.190839695
44.23963134,51.15207373,4.608294931,40.64171123,58.55614973,0.802139037,41.62679426,58.37320574,0,38.78406709,61.21593291,0
20.98765432,76.54320988,2.469135802,25.606469,56.60377358,17.78975741,53.45454545,46.54545455,0,40.82397004,59.17602996,0
5.691056911,94.30894309,0,9.797297297,63.51351351,26.68918919,18.42105263,81.57894737,0,21.52588556,78.47411444,0
14.96598639,85.03401361,0,31.74061433,68.25938567,0,46.45669291,53.54330709,0,35.87174349,62.7254509,1.402805611
27,20,53,51.67464115,24.16267943,24.16267943,49.0797546,50.9202454,0,64.76190476,31.42857143,3.80952381
45.37037037,23.14814815,31.48148148,63.55421687,24.09638554,12.34939759,53.15789474,35.78947368,11.05263158,67.91208791,27.91208791,4.175824176
17.12328767,82.87671233,0,33.96825397,64.44444444,1.587301587,47.55700326,52.44299674,0,40.39855072,59.23913043,0.362318841
56.43939394,40.53030303,3.03030303,52.49537893,37.52310536,9.981515712,66.57754011,33.42245989,0,54.82866044,45.17133956,0
65.59139785,25.80645161,8.602150538,53.08056872,18.48341232,28.43601896,94.11764706,5.882352941,0,68.42105263,27.27272727,4.306220096
53.55805243,45.6928839,0.74906367,51.77570093,41.68224299,6.542056075,63.59223301,36.40776699,0,53.59877489,46.24808576,0.153139357
50.41322314,48.76033058,0.826446281,47.14912281,52.19298246,0.657894737,59.94832041,38.50129199,1.550387597,48.32,51.2,0.48
21.96969697,78.03030303,0,44.44444444,55.25525526,0.3003003,56.66666667,40.83333333,2.5,55.47445255,43.61313869,0.912408759
23.72881356,76.27118644,0,42.43421053,54.93421053,2.631578947,57.07964602,40.26548673,2.654867257,51.5037594,48.12030075,0.37593985
53.41365462,44.17670683,2.409638554,50.9009009,43.46846847,5.630630631,58.95196507,41.04803493,0,49.40778342,47.88494078,2.707275804
55.34883721,42.79069767,1.860465116,53.42789598,46.3356974,0.236406619,55.94713656,44.05286344,0,49.44852941,48.52941176,2.022058824
58.84955752,34.95575221,6.194690265,58.96805897,36.85503686,4.176904177,76.42276423,23.57723577,0,57.94066318,41.36125654,0.698080279
31.69014085,68.30985915,0,42.01388889,56.94444444,1.041666667,45.86466165,54.13533835,0,34.3902439,65.36585366,0.243902439
35.53719008,59.50413223,4.958677686,46.875,51.5625,1.5625,31.68316832,68.31683168,0,49.06832298,50.93167702,0
27.48538012,60.81871345,11.69590643,39.73063973,54.54545455,5.723905724,44.96124031,52.71317829,2.325581395,33.33333333,66.42857143,0.238095238
73.39449541,26.60550459,0,74.64114833,19.13875598,6.220095694,99.31972789,0.680272109,0,83.29238329,15.23341523,1.474201474
39.8989899,60.1010101,0,46.94960212,53.05039788,0,60.33519553,39.66480447,0,48.27586207,51.72413793,0
41.30434783,29.34782609,29.34782609,58.43828715,32.99748111,8.564231738,41.34615385,37.01923077,21.63461538,58.39285714,35,6.607142857
16.19047619,11.42857143,72.38095238,31.16036506,14.08083442,54.75880052,47.6635514,29.90654206,22.42990654,49.86263736,23.48901099,26.64835165
23.60248447,76.39751553,0,31.87919463,67.7852349,0.33557047,56.4,40,3.6,35.97560976,61.58536585,2.43902439
40.88050314,50.31446541,8.805031447,50.54644809,44.80874317,4.644808743,46.7032967,53.2967033,0,54.12262156,45.66596195,0.21141649
50,50,0,51.79856115,48.20143885,0,54.87804878,42.68292683,2.43902439,52.33160622,46.80483592,0.863557858
45.8677686,54.1322314,0,54.45736434,45.54263566,0,62.5748503,35.62874251,1.796407186,55.61877667,43.66998578,0.711237553
56.2962963,43.7037037,0,59.60502693,37.16337522,3.231597846,64.92146597,35.07853403,0,59.4629156,40.15345269,0.383631714
30.07518797,34.58646617,35.33834586,47.52252252,39.41441441,13.06306306,58.05084746,41.94915254,0,50.68728522,48.62542955,0.687285223
28,41.77777778,30.22222222,38.67403315,49.72375691,11.60220994,43.91891892,56.08108108,0,35.33487298,64.43418014,0.230946882
81.33333333,18.66666667,0,84.31372549,15.29411765,0.392156863,98.27586207,1.724137931,0,87.75510204,11.83673469,0.408163265
14.58333333,43.75,41.66666667,18.03797468,46.83544304,35.12658228,26.08695652,73.91304348,0,15.59633028,84.40366972,0
45.2173913,54.7826087,0,37.88546256,61.23348018,0.881057269,39.39393939,60.60606061,0,31.95592287,68.04407713,0
24.08376963,40.31413613,35.60209424,31.5625,47.8125,20.625,48.09160305,51.90839695,0,33.41708543,65.82914573,0.753768844
13.5483871,11.61290323,74.83870968,37.05673759,17.37588652,45.56737589,44.05286344,26.8722467,29.07488987,61.12266112,29.52182952,9.355509356
5.839416058,94.16058394,0,13.04347826,86.95652174,0,9.62962963,90.37037037,0,8.083832335,91.91616766,0
12.03007519,87.96992481,0,16.19433198,83.80566802,0,12.5,87.5,0,11.37026239,88.62973761,0
14.61187215,61.64383562,23.74429224,19.3442623,71.80327869,8.852459016,35.75418994,60.89385475,3.351955307,25.06811989,74.93188011,0
14.92537313,82.08955224,2.985074627,16.73469388,82.04081633,1.224489796,32.70676692,41.35338346,25.93984962,24.61538462,70.76923077,4.615384615
7.913669065,92.08633094,0,10.25641026,89.74358974,0,35.8974359,57.94871795,6.153846154,18.60465116,80.36175711,1.033591731
15.68627451,54.90196078,29.41176471,19.16376307,70.38327526,10.45296167,39.48497854,51.50214592,9.012875536,28.07424594,71.46171694,0.464037123
72.65625,25.78125,1.5625,78.18181818,20.45454545,1.363636364,95.80838323,4.191616766,0,80.96330275,16.05504587,2.981651376
47.4137931,50.86206897,1.724137931,31.38297872,67.55319149,1.063829787,0,100,0,25.40322581,74.59677419,0
41.54589372,57.48792271,0.966183575,46.15384615,53.84615385,0,20.89552239,79.10447761,0,35.6043956,64.3956044,0
58.49802372,41.50197628,0,56.61080074,38.91992551,4.469273743,56.4738292,42.69972452,0.826446281,57.94392523,41.52202937,0.534045394
43.26530612,56.73469388,0,59.09090909,39.51048951,1.398601399,73.54497354,25.66137566,0.793650794,56.91275168,43.08724832,0
50.24154589,49.75845411,0,47.54464286,52.00892857,0.446428571,38.49765258,54.4600939,7.042253521,37.96296296,61.48148148,0.555555556
52.32067511,47.67932489,0,51.80505415,40.61371841,7.581227437,55,45,0,54.67625899,43.45323741,1.870503597
44.44444444,54.78927203,0.766283525,53.44202899,43.84057971,2.717391304,62.22826087,29.61956522,8.152173913,55.68475452,43.28165375,1.033591731
58.02919708,41.24087591,0.729927007,58.13953488,40.80338266,1.057082452,70.52023121,28.61271676,0.867052023,62.29281768,37.43093923,0.276243094
41.51785714,58.48214286,0,52.60223048,43.30855019,4.089219331,74.41176471,25.58823529,0,56.93333333,42.66666667,0.4
34.66257669,41.41104294,23.92638037,47.67857143,41.96428571,10.35714286,59.06593407,28.57142857,12.36263736,54.46194226,42.38845144,3.149606299
16.54135338,9.77443609,73.68421053,28.36879433,32.62411348,39.0070922,47.61904762,42.85714286,9.523809524,38.7755102,60.20408163,1.020408163
67.5,32.5,0,65.29411765,25.29411765,9.411764706,93.58974359,6.41025641,0,66.66666667,25.83333333,7.5
49.46236559,36.91756272,13.62007168,49.12891986,33.27526132,17.59581882,60.0619195,39.9380805,0,56.99404762,41.81547619,1.19047619
40.60606061,59.39393939,0,42.29508197,57.70491803,0,9.523809524,90.47619048,0,26.88679245,73.11320755,0
41.15044248,58.84955752,0,37.25910064,56.74518201,5.995717345,45.27559055,53.54330709,1.181102362,40.68965517,59.31034483,0
50.4587156,47.70642202,1.834862385,52.7593819,46.799117,0.441501104,38.7434555,54.97382199,6.282722513,44.50084602,55.32994924,0.169204738
47.72727273,52.27272727,0,50.83798883,47.48603352,1.675977654,19.54887218,80.45112782,0,39.48497854,60.51502146,0
12.38095238,87.61904762,0,9.090909091,90.90909091,0,8.653846154,91.34615385,0,5.960264901,94.0397351,0
16.66666667,83.33333333,0,12.5,87.5,0,7.766990291,92.23300971,0,8.143322476,91.85667752,0
7.446808511,92.55319149,0,3.591160221,40.33149171,56.07734807,6.306306306,93.69369369,0,3.968253968,96.03174603,0
15.17857143,84.82142857,0,8.837209302,91.1627907,0,9.615384615,90.38461538,0,6.920415225,93.07958478,0
16.66666667,83.33333333,0,12.71929825,86.84210526,0.438596491,10.47619048,89.52380952,0,7.96460177,92.03539823,0
72.09302326,27.90697674,0,54.45026178,24.08376963,21.46596859,96.25,3.75,0,74.77876106,25.22123894,0
16.82242991,83.17757009,0,10.5,89.5,0,6.741573034,93.25842697,0,5.379746835,94.62025316,0
46.78362573,53.21637427,0,39.54154728,56.73352436,3.724928367,54.43548387,45.56451613,0,37.57961783,62.42038217,0
31.05590062,68.94409938,0,50.456621,44.97716895,4.566210046,62.23021583,36.69064748,1.079136691,54.1958042,44.05594406,1.748251748
35.16483516,63.73626374,1.098901099,26.20967742,73.79032258,0,9.649122807,90.35087719,0,21.42857143,78.11059908,0.460829493
22.72727273,77.27272727,0,45.70637119,51.2465374,3.047091413,48.31932773,42.85714286,8.823529412,46.21072089,51.20147874,2.58780037
47.61904762,52.38095238,0,48.0620155,50.3875969,1.550387597,65.13409962,34.86590038,0,60.44362292,38.07763401,1.478743068
41.98473282,33.58778626,24.42748092,43.57541899,33.24022346,23.18435754,72.5,27.5,0,59.67413442,36.04887984,4.276985743
30.4,22.13333333,47.46666667,41.96185286,32.15258856,25.88555858,73.86363636,26.13636364,0,58.88650964,38.32976445,2.78372591
37.37024221,28.71972318,33.9100346,44.6685879,38.90489914,16.42651297,68.5483871,31.4516129,0,57.90554415,37.57700205,4.517453799
38.92857143,32.5,28.57142857,42.3180593,33.69272237,23.98921833,69.30091185,26.13981763,4.559270517,61.3592233,36.69902913,1.941747573
4.276315789,2.302631579,93.42105263,4.791666667,7.083333333,88.125,10.92715232,0.662251656,88.41059603,16.8627451,16.8627451,66.2745098
46.20689655,53.79310345,0,47.13804714,49.15824916,3.703703704,69.06779661,30.93220339,0,59.01328273,40.98671727,0
47.76119403,52.23880597,0,52.66903915,45.19572954,2.135231317,72.08121827,27.91878173,0,59.96240602,39.84962406,0.187969925
35.48387097,50.53763441,13.97849462,31.46417445,49.84423676,18.69158879,58.37837838,41.62162162,0,46.86825054,53.13174946,0
33.58208955,66.41791045,0,40.15444015,55.5984556,4.247104247,60.98654709,39.01345291,0,56.66003976,43.14115308,0.198807157
48.62745098,34.11764706,17.25490196,54.22740525,38.7755102,6.997084548,68.04511278,27.44360902,4.511278195,55,41.95652174,3.043478261
46.05263158,53.94736842,0,52.68817204,47.31182796,0,65.4822335,34.5177665,0,55.77689243,44.22310757,0
42.19653179,52.02312139,5.780346821,44.83985765,47.33096085,7.829181495,48.75,51.25,0,46.04651163,53.95348837,0
41.35802469,58.64197531,0,55.37190083,43.5261708,1.101928375,66.88741722,28.14569536,4.966887417,58.21167883,40.87591241,0.912408759
46.62162162,46.62162162,6.756756757,51.86246418,45.55873926,2.578796562,63.78737542,34.2192691,1.993355482,58.86939571,39.96101365,1.169590643
34.45945946,65.54054054,0,34.67153285,62.04379562,3.284671533,42.33576642,57.66423358,0,29.20634921,70.79365079,0
18.50899743,5.398457584,76.09254499,34.88943489,6.142506143,58.96805897,57.45614035,1.754385965,40.78947368,69.57831325,12.34939759,18.07228916
23.00884956,76.99115044,0,12.03319502,68.04979253,19.91701245,6.741573034,93.25842697,0,5.703422053,93.91634981,0.380228137
6.493506494,83.11688312,10.38961039,5.147058824,71.32352941,23.52941176,2.884615385,97.11538462,0,1.34529148,98.65470852,0
0.860215054,9.247311828,89.89247312,0.694444444,11.94444444,87.36111111,1.176470588,98.82352941,0,1.081081081,89.72972973,9.189189189
2.325581395,20.93023256,76.74418605,1.953125,23.046875,75,1.515151515,98.48484848,0,0.729927007,99.27007299,0
10.11235955,74.15730337,15.73033708,7.142857143,87.85714286,5,3.296703297,96.7032967,0,3.111111111,96.44444444,0.444444444
50.64935065,48.05194805,1.298701299,57.35735736,39.93993994,2.702702703,62.54681648,36.32958801,1.123595506,60.20408163,38.57142857,1.224489796
23.93822394,25.86872587,50.19305019,37.56906077,34.53038674,27.90055249,56.11940299,25.07462687,18.80597015,51.84501845,35.2398524,12.91512915
50,45.83333333,4.166666667,53.59281437,38.32335329,8.083832335,64.43661972,29.22535211,6.338028169,55.27831094,34.9328215,9.788867562
19.44444444,13.38383838,67.17171717,32.77153558,26.5917603,40.63670412,57.34870317,27.95389049,14.69740634,53.81604697,37.96477495,8.219178082
43.91891892,47.97297297,8.108108108,51.04477612,36.41791045,12.53731343,69.71830986,28.16901408,2.112676056,57,40.2,2.8
4.166666667,4.166666667,91.66666667,0.67114094,0.67114094,98.65771812,3.125,3.125,93.75,2.105263158,1.052631579,96.84210526
38.63636364,61.36363636,0,32.89036545,52.82392027,14.28571429,41.60583942,58.39416058,0,26.94610778,73.05389222,0
23.85321101,76.14678899,0,15.2284264,84.7715736,0,7,93,0,5.185185185,94.81481481,0
27.85714286,72.14285714,0,22.52252252,77.47747748,0,11.95652174,88.04347826,0,10.74074074,89.25925926,0
11.50442478,88.49557522,0,8.602150538,90.86021505,0.537634409,7.142857143,92.85714286,0,3.461538462,96.53846154,0
