"","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","ModelMode","Larval_behaviour","FE","SelfR","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR","OutFlow","Outdegree","btwdegree"
"1253","V5699","sw_pacific","queensland_(other)","queensland_(other)_7",27.95772663,55,0.036680504,7,"Restricted",1942.652461,"resid","passive","resid",0,0,0,0,0,0,0,0,0,300,11,23899.9237987152
"1254","V5714","central_iwp","northern_territory_(other)","northern_territory_(other)_2",27.98816476,61.267,0.054567666,0,"Fished",184.1976305,"resid","passive","resid",0,0,0,0,0,0,0,0,0,275,11,7155.33149578159
"1255","V5746","central_iwp","offshore_shoals","offshore_shoals_3",28.65667515,81,0.585523105,7,"Restricted",2056.704848,"resid","passive","resid",0,0,0,0,0,0,0,0,0,265,10,3398.83691847308
"1256","V5747","central_iwp","offshore_shoals","offshore_shoals_4",28.61584548,33.167,0.565093024,7,"Restricted",90.8275952,"resid","passive","resid",0,0,0,0,0,0,0,0,0,375,17,100824.001681274
"1257","V5748","central_iwp","offshore_shoals","offshore_shoals_5",28.55396979,98,1.725607131,0,"Fished",363.3207902,"resid","passive","resid",0,0,0,0,0,0,0,0,0,525,17,2694.72509731931
"1258","V5853","sw_pacific","northern_coral_sea","northern_coral_sea_5",27.23107827,198.33,1.320566488,7,"Restricted",672.1719977,"resid","passive","resid",0,0,0,0,0,0,0,0,0,865,40,8593.50321852176
"1259","V5853","sw_pacific","northern_coral_sea","northern_coral_sea_9",27.24699283,207.223,1.40162691,7,"Restricted",1432.005407,"resid","passive","resid",0,0,0,0,0,0,0,0,0,865,40,8593.50321852176
"1260","V6483","central_iwp","okinawa","okinawa_2",25.09366317,160,1854.451392,0,"Fished",154.6092662,"resid","passive","resid",30,0,0,0,0,0,0,0,0,535,30,3109.60431834858
"1261","V6583","polynesian","french_polynesia","french_polynesia_6",27.51141777,63.71,3.470567723,0,"Fished",43.04500342,"resid","passive","resid",0,0,0,0,0,0,0,0,0,245,13,129.163484331054
"1262","V6588","polynesian","french_polynesia","french_polynesia_4",27.742357,69.454,0.263461038,0,"Fished",85.79922232,"resid","passive","resid",0,0,0,0,0,0,0,0,0,320,9,1060.66175019479
"1263","V6589","polynesian","french_polynesia","french_polynesia_20",27.73077706,155,0.508200566,0,"Fished",1372.443745,"resid","passive","resid",0,0,0,0,0,0,0,0,0,85,5,1728.40915803702
"1264","V6589","polynesian","society_islands","society_islands_2",27.73034715,146.454,0.678771699,0,"Fished",434.6057356,"resid","passive","resid",0,0,0,0,0,0,0,0,0,85,5,1728.40915803702
"1265","V6641","polynesian","french_polynesia","french_polynesia_19",27.64300048,138,0.225795399,0,"Fished",1133.882809,"resid","passive","resid",0,0,0,0,0,0,0,0,0,780,42,5839.30479286905
"1266","V6763","polynesian","french_polynesia","french_polynesia_21",27.77064014,122,0.522462543,0,"Fished",1013.362056,"resid","passive","resid",0,0,0,0,0,0,0,0,0,15,1,88.3443369365077
"1267","V6763","polynesian","society_islands","society_islands_1",27.77064014,136.109,0.748946292,0,"Fished",574.6965118,"resid","passive","resid",0,0,0,0,0,0,0,0,0,15,1,88.3443369365077
"1268","V6853","polynesian","french_polynesia","french_polynesia_2",27.35614122,44.401,0.37221638,0,"Fished",93.220904,"resid","passive","resid",0,0,0,0,0,0,0,0,0,360,21,447.927512767826
"1269","V6860","polynesian","french_polynesia","french_polynesia_5",27.21405742,63.834,2.482728866,0,"Fished",81.50211739,"resid","passive","resid",0,0,0,0,0,0,0,0,0,410,24,1763.0850739302
"1270","V6870","polynesian","french_polynesia","french_polynesia_8",27.39614944,41.453,0.109777044,0,"Fished",29.37979827,"resid","passive","resid",0,0,0,0,0,0,0,0,0,825,44,6256.83550653615
"1271","V6877","polynesian","french_polynesia","french_polynesia_15",27.62852076,141,0.435574981,0,"Fished",847.0103063,"resid","passive","resid",0,0,0,0,0,0,0,0,0,385,15,1955.46558417073
"1272","V6909","polynesian","french_polynesia","french_polynesia_14",27.57633015,91,6.006074206,0,"Fished",871.809567,"resid","passive","resid",45,0,0,0,0,0,0,0,0,135,5,196.487515262515
"1273","V6929","polynesian","french_polynesia","french_polynesia_1",27.40684221,63.71,0.166375248,0,"Fished",94.59353939,"resid","passive","resid",0,0,0,0,0,0,0,0,0,620,24,0
"1274","V6932","polynesian","french_polynesia","french_polynesia_7",27.76048952,13.143,0.043211967,0,"Fished",61.49251332,"resid","passive","resid",0,0,0,0,0,0,0,0,0,425,16,70.2869047619048
"1275","V6941","polynesian","french_polynesia","french_polynesia_12",25.34938059,54.5,5.432876153,0,"Fished",741.8444765,"resid","passive","resid",25,0,0,0,0,0,0,0,0,75,4,27780.3456349206
"1276","V6945","polynesian","french_polynesia","french_polynesia_11",25.35386033,115.6,0.701231716,0,"Fished",498.9137263,"resid","passive","resid",20,0,0,0,0,0,0,0,0,280,14,75.4461251167133
"1277","V6991","polynesian","pitcairn","pitcairn_4",25.02584555,66.463,0.00037993,3,"Restricted",127.596246,"resid","passive","resid",0,0,0,0,0,0,0,0,0,220,11,7334.11299785349
"1278","V6994","polynesian","pitcairn","pitcairn_2",24.64347699,55.173,0,0,"Fished",78.26097399,"resid","passive","resid",0,0,0,0,0,0,0,0,0,695,28,1662.42953303394
"1279","V6995","polynesian","pitcairn","pitcairn_3",24.86387949,61.315,7.04e-05,31,"Closed",102.3020572,"resid","passive","resid",20,0,0,0,0,0,0,0,0,440,15,318.405903933005
"1280","V7013","polynesian","society_islands","society_islands_6",27.68722283,98,5.642162935,0,"Fished",339.3628568,"resid","passive","resid",15,0,0,0,0,0,0,0,0,240,14,10463.2605558538
"1281","V7029","polynesian","society_islands","society_islands_4",27.61781428,122.304,472.559687,0,"Fished",365.619897,"resid","passive","resid",0,0,0,0,0,0,0,0,0,430,19,10120.6602155543
"1282","V7077","polynesian","austral_islands","austral_islands_1",25.48674916,67.891,0.005855667,0,"Fished",34.471528,"resid","passive","resid",0,0,0,0,0,0,0,0,0,135,6,6296.5
"1283","V7090","polynesian","cook_islands","cook_islands_3",27.12169711,85.343,0.000854855,2,"Restricted",511.7065534,"resid","passive","resid",0,0,0,0,0,0,0,0,0,115,6,3197.33333333333
"1284","V7096","polynesian","cook_islands","cook_islands_2",25.76334826,73.704,889.7110954,2,"Restricted",176.3104123,"resid","passive","resid",0,0,0,0,0,0,0,0,0,115,6,220.857554110214
"1285","V7101","polynesian","cook_islands","cook_islands_1",26.85307714,107,617.3800144,2,"Restricted",594.7565472,"resid","passive","resid",0,0,0,0,0,0,0,0,0,15,1,42.091266823631
"1286","V7478","continental_tep","nicaragua_tep","nicaragua_tep_4",27.39084822,46.632,311.4635742,0,"Fished",118.328091,"resid","passive","resid",115,0,0,0,0,0,0,0,0,220,2,0
"1287","V7479","continental_tep","nicaragua_tep","nicaragua_tep_5",27.39649446,33.879,563.3702232,28,"Restricted",60.73783931,"resid","passive","resid",20,0,0,0,0,0,0,0,0,3875,3,2
"1288","V7481","offshore_tep","clipperton","clipperton_1",27.87131376,24.953,0,3,"Closed",285.4827992,"resid","passive","resid",0,0,0,0,0,0,0,0,0,4325,3,0
"1289","V7483","offshore_tep","cocos","cocos_1",27.63421351,47.67,3.38e-05,37,"Closed",683.1800463,"resid","passive","resid",1225,0,0,0,0,0,0,0,0,4470,3,10
"1290","V7484","continental_tep","machalilla","machalilla_2",24.70434773,40.679,134.0911271,25,"Restricted",136.19115,"resid","passive","resid",0,0,0,0,0,0,0,0,0,40,1,0
"1291","V7485","continental_tep","machalilla","machalilla_4",24.57171905,33.6,260.6405492,25,"Restricted",88.83655541,"resid","passive","resid",30,0,0,0,0,0,0,0,0,215,5,108
"1292","V7489","continental_tep","costa_rica","costa_rica_6",28.39161494,43.365,263.1759317,0,"Fished",47.32052887,"resid","passive","resid",0,0,0,0,0,0,0,0,0,210,5,6.83333333333333
"1293","V7490","continental_tep","coiba","coiba_2",28.3764616,48.329,44.39592055,14,"Restricted",463.0738335,"resid","passive","resid",0,0,0,0,0,0,0,0,0,30,2,6.66666666666667
"1294","V7491","continental_tep","coiba","coiba_3",28.30562371,45.333,31.97957784,14,"Restricted",294.6761583,"resid","passive","resid",980,0,0,0,0,0,0,0,0,2865,14,25.4166666666667
"1295","V7492","continental_tep","coiba","coiba_13",28.35676826,29.8,20.71879792,14,"Restricted",55.27128578,"resid","passive","resid",75,0,0,0,0,0,0,0,0,315,6,3.58333333333333
"1296","V7493","continental_tep","coiba","coiba_14",28.28362753,31.667,23.24708309,14,"Restricted",32.89618335,"resid","passive","resid",0,0,0,0,0,0,0,0,0,190,6,11.6666666666667
"1297","V7493","continental_tep","coiba","coiba_8",28.31004866,51.9,26.37138404,14,"Restricted",326.7690637,"resid","passive","resid",0,0,0,0,0,0,0,0,0,190,6,11.6666666666667
"1298","V7494","continental_tep","costa_rica","costa_rica_4",28.3803745,39.294,256.2000447,0,"Fished",36.23562013,"resid","passive","resid",135,0,0,0,0,0,0,0,0,980,13,50.5
"1299","V7502","continental_tep","coiba","coiba_6",28.47620145,43.429,72.80714911,0,"Fished",66.66640071,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1300","V7509","continental_tep","coiba","coiba_5",28.46847693,44.5,37.61185284,0,"Fished",106.4122476,"resid","passive","resid",0,0,0,0,0,0,0,0,0,330,7,7
"1301","V7517","offshore_tep","malpelo","malpelo_1",26.68360291,39.303,1.466270214,13,"Restricted",1469.477995,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1302","V7519","continental_tep","panama_pacific","panama_pacific_1",27.4225213,44.05,345.2090455,0,"Fished",298.0582981,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1303","V7523","continental_tep","las_perlas","las_perlas_3",27.39980773,59.6,80.64003922,12,"Restricted",349.1803303,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1304","V7526","continental_tep","las_perlas","las_perlas_1",27.4607606,57.15,58.48961726,12,"Restricted",2160.611023,"resid","passive","resid",15,0,0,0,0,0,0,0,0,65,4,13
"1305","V7530","offshore_tep","revillagigedo","revillagigedo_2",25.55646986,27.48,0.082400503,2,"Restricted",76.02174675,"resid","passive","resid",20,0,0,0,0,0,0,0,0,165,7,0
"1306","V7531","offshore_tep","revillagigedo","revillagigedo_3",25.35435868,28.867,0.00298335,2,"Restricted",170.4505946,"resid","passive","resid",0,0,0,0,0,0,0,0,0,30,2,12
"1307","V8009","caribbean","florida_keys","florida_keys_4",26.34265548,52.5,30.33921774,29,"Closed",684.6758914,"resid","passive","resid",0,0,0,0,0,0,0,0,0,1065,43,1055.92816748487
"1308","V8012","caribbean","florida_keys","florida_keys_1",26.72525131,67.321,112.4084654,29,"Closed",1107.517461,"resid","passive","resid",15,0,0,0,0,0,0,0,0,890,35,2598.54026941952
"1309","V8015","caribbean","florida_keys","florida_keys_3",26.75360838,56.5,90.59050737,29,"Closed",690.6206456,"resid","passive","resid",15,0,0,0,0,0,0,0,0,965,38,495.712802190294
"1310","V8030","caribbean","florida_keys","florida_keys_2",26.66645888,55.564,152.4117696,29,"Closed",711.8605473,"resid","passive","resid",0,0,0,0,0,0,0,0,0,40,1,0
"1311","V8057","caribbean","curacao","curacao_3",27.37822228,42.127,107.5464134,0,"Fished",179.4782453,"resid","passive","resid",0,0,0,0,0,0,0,0,0,230,13,0
"1312","V8057","caribbean","curacao","curacao_1",27.36272391,38.885,2086.800403,0,"Fished",134.7818248,"resid","passive","resid",0,0,0,0,0,0,0,0,0,230,13,0
"1313","V8093","caribbean","bonaire","bonaire_2",27.42594135,42.667,53.52726759,27,"Restricted",289.7148989,"resid","passive","resid",0,0,0,0,0,0,0,0,0,205,5,20.5728937728938
"1314","V8093","caribbean","bonaire","bonaire_3",27.44957222,65.65,159.6667909,27,"Restricted",274.9593321,"resid","passive","resid",0,0,0,0,0,0,0,0,0,205,5,20.5728937728938
"1315","V8094","caribbean","curacao","curacao_4",27.4762042,41.388,117.5835715,0,"Fished",225.6181667,"resid","passive","resid",40,0,0,0,0,0,0,0,0,180,6,14.9243924322804
"1316","V8096","caribbean","curacao","curacao_2",27.40738713,40.956,116.4168043,0,"Fished",166.5572277,"resid","passive","resid",15,0,0,0,0,0,0,0,0,295,12,74.5806400620127
"1317","V8175","caribbean","san_blas","san_blas_1",27.9221571,62.469,83.39860752,0,"Fished",235.2121237,"resid","passive","resid",280,0,0,0,0,0,0,0,0,1190,17,5010.47781959614
"1318","V8181","caribbean","bocas_del_toro","bocas_del_toro_1",28.00115765,29.875,64.90122141,0,"Fished",33.07927582,"resid","passive","resid",45,0,0,0,0,0,0,0,0,835,21,5572.17961255464
"1319","V8219","caribbean","southwestern_caribbean","southwestern_caribbean_2",27.79259522,45,0.472886429,14,"Restricted",454.7860281,"resid","passive","resid",0,0,0,0,0,0,0,0,0,540,31,315.205454714432
"1320","V8226","caribbean","southwestern_caribbean","southwestern_caribbean_3",27.79669981,69,0.478113344,14,"Restricted",380.1907767,"resid","passive","resid",0,0,0,0,0,0,0,0,0,415,22,1054.33385624388
"1321","V8237","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_1",27.80955032,66.606,7.147167721,14,"Closed",258.3627293,"resid","passive","resid",0,0,0,0,0,0,0,0,0,990,53,28393.7704782012
"1322","V8259","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_3",27.80576062,63.24,12719.2482,14,"Closed",371.6934358,"resid","passive","resid",0,0,0,0,0,0,0,0,0,1205,58,431.959436238753
"1323","V8406","caribbean","belize","belize_3",28.00453661,50.167,100.5459794,23,"Restricted",141.208764,"resid","passive","resid",0,0,0,0,0,0,0,0,0,95,4,11506.3637427701
"1324","V8474","caribbean","mexico_caribbean","mexico_caribbean_13",27.79332632,64.82,261.775681,3,"Restricted",1620.039372,"resid","passive","resid",0,0,0,0,0,0,0,0,0,1005,4,5
"1325","V8490","caribbean","mexico_caribbean","mexico_caribbean_12",28.01284986,32.298,10.28978407,0,"Fished",168.266968,"resid","passive","resid",0,0,0,0,0,0,0,0,0,1270,3,0.833333333333333
"1326","V8691","caribbean","grand_cayman","grand_cayman_1",28.03176552,54,3981.11194,33,"Restricted",353.036567,"resid","passive","resid",55,0,0,0,0,0,0,0,0,250,11,171.381464851159
"1327","V8803","caribbean","cuba","cuba_1",28.01797581,45.164,29.65107863,9,"Restricted",99.63773697,"resid","passive","resid",30,0,0,0,0,0,0,0,0,2225,63,3644.75644042778
"1328","V9294","central_iwp","palau","palau_1",29.23588654,148.3,0.356749738,15,"Closed",453.1977904,"resid","passive","resid",0,0,0,0,0,0,0,0,0,480,19,20139.4514306576
"1329","V9387","sw_atlantic","abrolhos","abrolhos_1",25.9122393,26.64,24.5418829,36,"Restricted",129.2454912,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1330","V9387","sw_atlantic","neb","neb_1",25.91847149,31.182,23.12337527,36,"Restricted",430.2367896,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1331","V9388","sw_atlantic","neb","neb_3",25.97525955,21,58.58279555,36,"Restricted",198.9719174,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1332","V9391","sw_atlantic","neb","neb_2",25.95102624,29.067,46.43862614,26,"Restricted",229.5946345,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1333","V9399","offshore_sw_atlantic","noronha","noronha_1",27.33692162,24.048,853.0534328,30,"Restricted",220.2895794,"resid","passive","resid",140,0,0,0,0,0,0,0,0,1860,15,0
"1334","V9427","offshore_sw_atlantic","stpauls_rocks","stpauls_rocks_1",27.33693531,12.041,0,1,"Closed",533.6256031,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1335","V9428","offshore_sw_atlantic","trindade","trindade_2",25.20253776,20.334,0,1,"Closed",1330.12691,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1336","V9429","sw_pacific","southern_coral_sea","southern_coral_sea_7",25.35074696,114.233,9.3e-05,7,"Closed",111.7900726,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1337","V9446","sw_pacific","central_coral_sea","central_coral_sea_19",26.81819764,142.14,0.181255823,7,"Closed",283.8299502,"resid","passive","resid",0,0,0,0,0,0,0,0,0,0,0,0
"1338","V9463","sw_pacific","central_coral_sea","central_coral_sea_21",26.76329348,127.081,0.599937535,7,"Closed",474.8821846,"resid","passive","resid",0,0,0,0,0,0,0,0,0,5795,275,9451.01928517566
"1339","V9482","sw_pacific","central_coral_sea","central_coral_sea_4",26.71731865,170.757,0.326855143,7,"Closed",241.726872,"resid","passive","resid",0,0,0,0,0,0,0,0,0,4915,232,8932.17602110406
"1340","V9485","sw_pacific","central_coral_sea","central_coral_sea_5",26.6901062,153.321,0.228821343,7,"Closed",262.9439183,"resid","passive","resid",0,0,0,0,0,0,0,0,0,7720,373,7204.04180451018
"1341","V9496","sw_pacific","central_coral_sea","central_coral_sea_17",26.51416426,138.286,0.730447591,7,"Closed",392.3837395,"resid","passive","resid",0,0,0,0,0,0,0,0,0,6510,317,13419.7824677386
"1342","V9499","sw_pacific","central_coral_sea","central_coral_sea_18",26.52524038,119.77,0.703473762,7,"Closed",308.597585,"resid","passive","resid",0,0,0,0,0,0,0,0,0,5725,281,1073.44168018637
"1343","V9523","sw_pacific","central_coral_sea","central_coral_sea_8",26.67324968,147.79,0.000344196,7,"Closed",386.8520941,"resid","passive","resid",0,0,0,0,0,0,0,0,0,7275,332,1604.11140934314
"1344","V9539","sw_pacific","central_coral_sea","central_coral_sea_10",26.64634114,127.066,0.005860597,7,"Closed",484.892859,"resid","passive","resid",0,0,0,0,0,0,0,0,0,5110,239,33477.8534820347
"1345","V9547","sw_pacific","central_coral_sea","central_coral_sea_13",26.53115768,98,0.14848753,7,"Closed",462.6031983,"resid","passive","resid",0,0,0,0,0,0,0,0,0,5025,265,1577.67917944656
"1346","V9565","sw_pacific","central_coral_sea","central_coral_sea_12",26.5582935,124.357,0.13898351,7,"Closed",323.2553283,"resid","passive","resid",0,0,0,0,0,0,0,0,0,4505,230,22426.5171119878
"1347","V9571","sw_pacific","central_coral_sea","central_coral_sea_15",26.46397257,145.121,0.247770716,7,"Closed",221.0375059,"resid","passive","resid",0,0,0,0,0,0,0,0,0,4895,247,4143.50465045904
"1348","V9578","sw_pacific","central_coral_sea","central_coral_sea_23",26.1798981,58.5,0.081743892,7,"Closed",161.4558966,"resid","passive","resid",0,0,0,0,0,0,0,0,0,4090,226,38568.2377263734
"1349","V9590","sw_pacific","central_coral_sea","central_coral_sea_14",26.48135211,115.448,0.21864636,7,"Closed",245.0714168,"resid","passive","resid",0,0,0,0,0,0,0,0,0,4030,215,43040.1372838608
"1350","V9598","sw_pacific","central_coral_sea","central_coral_sea_2",26.11044847,169.134,0.095627052,7,"Closed",227.4405194,"resid","passive","resid",0,0,0,0,0,0,0,0,0,5865,295,5023.76506375329
"1351","V9601","sw_pacific","southern_coral_sea","southern_coral_sea_8",25.61579077,146.464,0.087271449,7,"Closed",183.0578774,"resid","passive","resid",0,0,0,0,0,0,0,0,0,5950,293,6940.61195809368
"1352","V9605","sw_pacific","central_coral_sea","central_coral_sea_3",26.14337838,127.943,0.083861723,7,"Closed",352.6465003,"resid","passive","resid",15,0,0,0,0,0,0,0,0,6250,318,21816.631338005
"1353","V9609","sw_pacific","central_coral_sea","central_coral_sea_1",26.11375899,144.966,0.105308823,7,"Closed",242.0754041,"resid","passive","resid",0,0,0,0,0,0,0,0,0,5470,263,312.21542772074
"1354","V9614","sw_pacific","southern_coral_sea","southern_coral_sea_5",25.22691894,97.286,0.141334445,7,"Closed",30.33354761,"resid","passive","resid",0,0,0,0,0,0,0,0,0,2790,142,26659.161337965
"1355","V9615","sw_pacific","southern_coral_sea","southern_coral_sea_3",25.16804436,134.665,0.120199672,7,"Closed",158.8652081,"resid","passive","resid",0,0,0,0,0,0,0,0,0,2600,137,26986.6689341937
"1356","V9615","sw_pacific","southern_coral_sea","southern_coral_sea_4",25.18280339,133.16,0.132255008,7,"Closed",411.8099375,"resid","passive","resid",0,0,0,0,0,0,0,0,0,2600,137,26986.6689341937
"1357","V9616","sw_pacific","northern_coral_sea","northern_coral_sea_1",27.05983237,187.17,0.210041059,7,"Closed",439.5361666,"resid","passive","resid",0,0,0,0,0,0,0,0,0,2680,126,21497.2755825322
"1358","V9634","sw_pacific","northern_coral_sea","northern_coral_sea_2",27.05366863,163.715,0.209354671,7,"Closed",531.4516314,"resid","passive","resid",0,0,0,0,0,0,0,0,0,6050,296,310.795280479449
"1359","V9644","sw_pacific","central_coral_sea","central_coral_sea_22",26.95444082,176.684,0.558261139,7,"Closed",938.5630612,"resid","passive","resid",0,0,0,0,0,0,0,0,0,280,16,1518.17660754461
"1360","V9646","sw_pacific","central_coral_sea","central_coral_sea_20",26.9018395,116.464,0.184343605,7,"Closed",189.8539924,"resid","passive","resid",0,0,0,0,0,0,0,0,0,200,12,2273.45373411959
"1361","V9660","sw_pacific","central_coral_sea","central_coral_sea_7",26.73878637,124.457,0,7,"Closed",386.382277,"resid","passive","resid",0,0,0,0,0,0,0,0,0,395,22,1689.48935843769
"1362","V9663","sw_pacific","southern_coral_sea","southern_coral_sea_2",24.72486253,130.759,0.32951139,7,"Closed",206.94561,"resid","passive","resid",0,0,0,0,0,0,0,0,0,510,26,53311.1958828867
"1363","V9673","central_pacific","minerva_reefs","minerva_reefs_1",24.51091948,130.755,3.06e-05,0,"Fished",307.0266041,"resid","passive","resid",15,0,0,0,0,0,0,0,0,420,25,7217.67491754561
"1364","V9713","central_pacific","fiji","fiji_3",26.96022119,119.722,0.001065712,0,"Fished",61.96094022,"resid","passive","resid",0,0,0,0,0,0,0,0,0,295,16,21598.6240678365
"1365","V9779","central_pacific","fiji","fiji_1",27.00615768,137.006,0.254019425,15,"Restricted",44.79233009,"resid","passive","resid",0,0,0,0,0,0,0,0,0,635,26,16.779691666487
"1366","V10025","sw_pacific","new_caledonia","new_caledonia_7",25.92239262,111.352,2.801571902,0,"Fished",48.58066279,"resid15","active","resid",35,0,0,0,0,0,0,0,0,841,122,1699.27788318767
"1367","V10026","sw_pacific","new_caledonia","new_caledonia_9",25.66932856,129.559,3.647123986,0,"Fished",64.00851649,"resid15","active","resid",5,0,0,0,0,0,0,0,0,915,124,1320.87656255
"1368","V10094","sw_pacific","new_caledonia","new_caledonia_12",25.01223383,91.282,12.56664162,0,"Fished",107.1845271,"resid15","active","resid",21,0,0,0,0,0,0,0,0,1237,122,43600.1380193873
"1369","V10463","sw_pacific","new_caledonia","new_caledonia_5",25.92937784,106.391,2.780672141,11,"Restricted",38.41327332,"resid15","active","resid",146,0,0,0,0,0,0,0,0,1278,101,4002.50656752049
"1370","V10478","sw_pacific","new_caledonia","new_caledonia_2",26.18471463,142.026,0.629343304,5,"Restricted",311.634362,"resid15","active","resid",0,0,0,0,0,0,0,0,0,956,148,23205.5746342326
"1371","V10513","sw_pacific","new_caledonia","new_caledonia_1",26.05786634,156.323,1.020673114,11,"Restricted",307.5213714,"resid15","active","resid",140,0,0,0,0,0,0,0,0,1913,92,506.077061815127
"1372","V10543","sw_pacific","new_caledonia","new_caledonia_6",25.86883296,96.901,5.978511005,0,"Fished",31.1682725,"resid15","active","resid",0,0,0,0,0,0,0,0,0,963,118,145194.364222064
"1373","V10549","central_pacific","niue","niue_1",26.64775405,95.536,35.29592494,0,"Fished",404.6782482,"resid15","active","resid",8,0,0,0,0,0,0,0,0,975,119,1073.77299793773
"1374","V10587","central_pacific","tonga","tonga_2",25.97714345,87.83,0.723435024,0,"Fished",215.0916064,"resid15","active","resid",2,0,0,0,0,0,0,0,0,679,103,1036.42607888836
"1375","V10598","central_pacific","tonga","tonga_7",25.92717357,147.542,7.603968166,0,"Fished",205.3941372,"resid15","active","resid",27,0,0,0,0,0,0,0,0,523,60,3206.9571800965
"1376","V10609","central_pacific","tonga","tonga_8",25.70779242,83.3,43.37380658,0,"Fished",226.4487803,"resid15","active","resid",8,0,0,0,0,0,0,0,0,697,81,373.464780324606
"1377","V10619","central_pacific","tonga","tonga_3",25.91113305,140.111,0.912890815,0,"Fished",430.1842233,"resid15","active","resid",0,0,0,0,0,0,0,0,0,470,56,5227.93860508546
"1378","V10642","central_pacific","tonga","tonga_4",26.55343314,169.5,9.637179249,0,"Fished",325.8606815,"resid15","active","resid",24,0,0,0,0,0,0,0,0,402,27,1493.88599553317
"1379","V10644","central_pacific","tonga","tonga_11",26.55757882,151.723,13.96639455,0,"Fished",50.39981213,"resid15","active","resid",54,0,0,0,0,0,0,0,0,346,41,917.435418048579
"1380","V10842","sw_atlantic","santa_catarina","santa_catarina_1",22.26363588,34.835,269.533681,19,"Restricted",88.83822906,"resid15","active","resid",186,0,0,0,0,0,0,0,0,244,2,0
"1381","V10843","sw_atlantic","santa_catarina","santa_catarina_3",22.30991188,27.791,326.1445974,19,"Restricted",107.4861895,"resid15","active","resid",27,0,0,0,0,0,0,0,0,34,3,0
"1382","V10844","sw_atlantic","santa_catarina","santa_catarina_4",21.95692995,26.716,253.218654,19,"Restricted",31.69254448,"resid15","active","resid",1,0,0,0,0,0,0,0,0,12,4,1
"1383","V10845","eastern_atlantic","cverde","cverde_1",24.13931764,28.606,10.60280489,0,"Fished",275.8589295,"resid15","active","resid",81,0,0,0,0,0,0,0,0,81,1,0
"1384","V1130","polynesian","cook_islands_sp","cook_islands_sp_1",28.39715436,84.018,0.000161209,2,"Restricted",358.8420184,"resid15","active","resid",0,0,0,0,0,0,0,0,0,51,9,3725.80967374171
"1385","V11490","central_iwp","pulau_naira","pulau_naira_1",28.55016913,183.038,132.9532289,0,"Fished",519.5839125,"resid15","active","resid",12,0,0,0,0,0,0,0,0,1991,32,13033.1642006025
"1386","V1170","central_pacific","samoa","samoa_4",28.26729949,69.896,4.900748768,0,"Fished",54.29437089,"resid15","active","resid",33,0,0,0,0,0,0,0,0,249,32,14716.8567338512
"1387","V1173","central_pacific","rose_atoll","rose_atoll_1",28.17118226,106.679,0.240674063,10,"Restricted",271.1308743,"resid15","active","resid",0,0,0,0,0,0,0,0,0,297,39,18525.4118749537
"1388","V1174","central_pacific","samoa","samoa_2",28.26368228,59.1,9.619699536,0,"Fished",52.92180559,"resid15","active","resid",3,0,0,0,0,0,0,0,0,381,62,4837.93910592998
"1389","V1175","central_pacific","samoa","samoa_8",28.25949554,54.5,1211.681489,0,"Fished",75.44278217,"resid15","active","resid",59,0,0,0,0,0,0,0,0,575,45,2005.28914902282
"1390","V1176","central_pacific","samoa","samoa_3",28.28596323,118.779,1.221461016,0,"Fished",225.0891548,"resid15","active","resid",15,0,0,0,0,0,0,0,0,530,42,230.993283645625
"1391","V1177","central_pacific","samoa","samoa_1",28.26298679,99.824,10.47139258,0,"Fished",42.78363041,"resid15","active","resid",5,0,0,0,0,0,0,0,0,315,60,41591.9862165384
"1392","V1182","central_pacific","samoa","samoa_7",28.40360835,100.877,980.1064202,0,"Fished",75.35971589,"resid15","active","resid",0,0,0,0,0,0,0,0,0,406,74,15531.4943647698
"1393","V12232","central_iwp","flores","flores_1",28.88005412,208.533,35.68614418,0,"Fished",172.8366949,"resid15","active","resid",24,0,0,0,0,0,0,0,0,1127,189,3782.76566399466
"1394","V1271","easter","salaz_y_gomez","salaz_y_gomez_1",22.36693817,23.212,0.002425095,9,"Closed",189.613369,"resid15","active","resid",1,0,0,0,0,0,0,0,0,9,4,8.39674161820388
"1395","V1272","easter","rapa_nui","rapa_nui_4",22.63233521,17.655,53.25406974,1,"Restricted",24.00467111,"resid15","active","resid",1,0,0,0,0,0,0,0,0,4,3,100.972888553667
