"","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","ModelMode","Larval_behaviour","FE","SelfR","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR","OutFlow","Outdegree","btwdegree"
"647","V3773","sw_pacific","northern_gbr","northern_gbr_7",26.74504322,184,0.521713361,15,"Restricted",462.3644274,"crypto","passive","crypto",0,2490,231,65,494,228,2450,223.047619047619,3094.1341991342,1455,86,11334.9086479633
"648","V3831","sw_pacific","northern_gbr","northern_gbr_1",26.66396436,185.384,0.66171948,19,"Restricted",384.2680544,"crypto","passive","crypto",0,1450,101,50,39,99,1410,67.1188118811881,770.148514851485,1945,123,2106.53734943933
"649","V3922","sw_pacific","central_gbr","central_gbr_27",26.54714343,122,4.321748627,15,"Restricted",213.4556524,"crypto","passive","crypto",0,750,87,22,129,37,385,76.7471264367816,876.034482758621,410,26,1149.74429396056
"650","V3928","sw_pacific","central_gbr","central_gbr_7",26.61292931,138.982,2.628967975,15,"Closed",146.3016712,"crypto","passive","crypto",5,1355,114,47,114,85,970,100.754385964912,2114.60526315789,260,20,2970.06814339735
"651","V3971","sw_pacific","queensland_(other)","queensland_(other)_19",27.31858919,132.667,0.847466041,0,"Fished",815.8474078,"crypto","passive","crypto",0,230,25,8,41,5,30,117.24,1587,310,28,264.779509563406
"652","V3976","sw_pacific","northern_coral_sea","northern_coral_sea_4",27.15282523,167.119,0.994734012,7,"Restricted",811.7306375,"crypto","passive","crypto",0,80,14,4,17,2,10,106.642857142857,1449.64285714286,410,30,387.178643189882
"653","V3979","sw_pacific","northern_coral_sea","northern_coral_sea_10",27.14684497,186.911,1.037367592,7,"Restricted",946.8460724,"crypto","passive","crypto",0,220,36,11,54,16,95,108.333333333333,1285.41666666667,395,44,5335.30424188781
"654","V3979","sw_pacific","northern_coral_sea","northern_coral_sea_7",27.17619328,156.267,1.163168594,7,"Restricted",624.3607264,"crypto","passive","crypto",0,220,36,11,54,16,95,108.333333333333,1285.41666666667,395,44,5335.30424188781
"655","V3980","sw_pacific","northern_coral_sea","northern_coral_sea_3",27.14855087,171.014,0.930257788,7,"Restricted",600.6081732,"crypto","passive","crypto",0,655,52,16,97,40,585,60.6153846153846,628.557692307692,285,23,203.392397317611
"656","V3981","sw_pacific","northern_coral_sea","northern_coral_sea_6",27.1883592,203.211,1.159310673,7,"Restricted",939.4397659,"crypto","passive","crypto",0,765,59,15,57,14,245,78.8813559322034,902.71186440678,525,45,3820.72617046576
"657","V4043","sw_pacific","queensland_(other)","queensland_(other)_17",27.1767765,206.167,1.226788768,0,"Fished",560.0045611,"crypto","passive","crypto",0,1615,83,24,150,56,1115,69.2650602409639,768.072289156627,430,30,2718.27259264396
"658","V4044","sw_pacific","queensland_(other)","queensland_(other)_18",27.18604539,183.576,1.04806209,0,"Fished",613.000814,"crypto","passive","crypto",0,695,67,21,89,40,420,93.3283582089552,1037.83582089552,445,30,523.484675351873
"659","V4049","sw_pacific","queensland_(other)","queensland_(other)_16",27.18128636,194.35,1.247758104,0,"Fished",1003.516175,"crypto","passive","crypto",0,245,29,7,34,15,110,103.172413793103,1322.93103448276,410,38,646.735314157725
"660","V4181","sw_pacific","central_gbr","central_gbr_20",26.23464071,142.048,2.843159731,15,"Restricted",153.1607444,"crypto","passive","crypto",0,6140,400,24,656,387,5985,147.695,1816.4875,2665,204,9655.59612363031
"661","V4342","sw_pacific","whitsundays","whitsundays_2",25.67532799,102.743,2.346484256,15,"Closed",423.0430407,"crypto","passive","crypto",5,3265,319,118,459,307,3130,179.329153605016,2280.23510971787,3545,269,9516.60025535574
"662","V4343","sw_pacific","central_gbr","central_gbr_21",25.6795832,152.018,2.434943659,15,"Closed",894.643504,"crypto","passive","crypto",0,255,38,13,58,37,250,176.473684210526,2583.68421052632,3250,234,596.857387234047
"663","V4488","sw_pacific","central_gbr","central_gbr_9",26.28109472,57.867,6.667953172,15,"Closed",148.176814,"crypto","passive","crypto",5,300,46,13,7,45,295,41.7173913043478,391.413043478261,2285,140,3727.27480978808
"664","V4552","sw_pacific","queensland_(other)","queensland_(other)_1",25.04411775,120.226,0.762055417,15,"Restricted",225.7904506,"crypto","passive","crypto",0,1655,188,32,108,187,1645,82.8085106382979,816.090425531915,1530,95,5552.0623765875
"665","V4579","sw_pacific","capricorn_group","capricorn_group_8",24.55463253,109.786,3.261797926,15,"Closed",540.8430757,"crypto","passive","crypto",0,1000,117,8,890,111,950,112.760683760684,1419.87179487179,1155,62,2083.11495266917
"666","V4582","sw_pacific","capricorn_group","capricorn_group_6",24.43738718,123.321,4.218634727,15,"Restricted",312.677658,"crypto","passive","crypto",15,1150,116,10,920,108,1020,131.689655172414,1532.80172413793,1405,75,975.137930927571
"667","V4594","sw_pacific","capricorn_group","capricorn_group_4",24.28291566,130.171,6.779172882,15,"Restricted",268.5863302,"crypto","passive","crypto",10,1840,184,26,282,181,1815,100.885869565217,1186.33152173913,1060,65,1396.41910872355
"668","V4620","sw_pacific","capricorn_group","capricorn_group_2",24.5154978,150.019,7.461503311,15,"Closed",241.3003285,"crypto","passive","crypto",0,2965,271,20,430,266,2925,136.645756457565,1398.24723247232,2650,146,6104.50774741201
"669","V4912","sw_pacific","central_gbr","central_gbr_2",26.5672119,146.589,7.410903311,15,"Closed",337.0801062,"crypto","passive","crypto",30,5830,459,82,829,444,5605,191.154684095861,2285.29411764706,2955,214,4598.54381502444
"670","V4918","sw_pacific","central_gbr","central_gbr_3",26.51465166,169.128,6.858620512,15,"Restricted",440.9014478,"crypto","passive","crypto",0,2375,248,33,602,237,2290,228.491935483871,3060.02016129032,2590,210,3223.61816801943
"671","V4921","sw_pacific","central_gbr","central_gbr_5",26.58228857,182.246,5.027961459,15,"Restricted",803.1217673,"crypto","passive","crypto",0,3035,273,74,414,262,2840,162.641025641026,2117.32600732601,3085,207,3545.24755580575
"672","V4922","sw_pacific","central_gbr","central_gbr_24",26.46488439,145,5.169381462,15,"Closed",1250.382857,"crypto","passive","crypto",15,5990,400,50,951,390,5910,224.24,3059.875,2145,184,2986.01696033014
"673","V4957","sw_pacific","central_gbr","central_gbr_11",26.40171901,88,5.584992654,15,"Restricted",734.7927889,"crypto","passive","crypto",10,3155,292,66,483,288,3110,188.291095890411,2403.64726027397,2530,187,3253.80111620892
"674","V4994","sw_pacific","central_gbr","central_gbr_18",26.38260346,147.565,1.947964267,15,"Closed",85.84672413,"crypto","passive","crypto",0,2080,222,53,326,217,2050,175.423423423423,2115.65315315315,3205,250,4181.88633416096
"675","V5037","sw_pacific","central_gbr","central_gbr_19",26.45829897,153.167,1.770948976,15,"Closed",91.16645409,"crypto","passive","crypto",10,21960,747,63,1289,729,21265,170.650602409639,2271.13788487282,2225,160,7375.00851260946
"676","V5064","sw_pacific","central_gbr","central_gbr_13",25.54306077,117.945,19.4375289,15,"Restricted",452.9310057,"crypto","passive","crypto",0,880,96,43,58,94,840,102.864583333333,1943.33333333333,3200,192,1951.10797629107
"677","V5074","sw_pacific","central_gbr","central_gbr_1",26.46935317,119.393,12.60558979,15,"Restricted",158.5178339,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,0,0,0
"678","V5088","sw_pacific","southern_coral_sea","southern_coral_sea_6",25.68883292,143.739,0.294881999,7,"Closed",239.8638264,"crypto","passive","crypto",0,5,1,0,0,1,5,43,390,5,1,3
"679","V5092","central_iwp","north_west_shelf","north_west_shelf_14",27.04413685,56.786,0.232631494,0,"Fished",756.0893979,"crypto","passive","crypto",0,1000,63,22,850,11,175,40.4126984126984,429.206349206349,95,15,9652.28878725646
"680","V5093","central_iwp","north_west_shelf","north_west_shelf_15",26.81515549,35.951,2.403824183,0,"Fished",151.6270856,"crypto","passive","crypto",5,460,52,31,3018,2,20,52.5192307692308,539.711538461538,270,26,98847.0892747913
"681","V5094","central_iwp","north_west_shelf","north_west_shelf_29",26.03515002,92.467,0.46444822,8,"Restricted",1026.654349,"crypto","passive","crypto",0,125,16,6,7,1,10,40.8125,486.875,155,19,2405.06228915842
"682","V5096","central_iwp","north_west_shelf","north_west_shelf_3",28.60022115,164.549,3.418996678,0,"Fished",279.2302203,"crypto","passive","crypto",0,295,33,12,537,3,20,34.0909090909091,424.848484848485,120,14,10241.1942400085
"683","V5113","central_iwp","north_west_shelf","north_west_shelf_4",28.61884383,159.142,2.633623586,15,"Closed",244.1789467,"crypto","passive","crypto",15,1150,65,16,537,8,175,29.5076923076923,394.846153846154,260,24,17687.9733396807
"684","V5125","central_iwp","north_west_shelf","north_west_shelf_7",28.66387943,179.999,0.083356792,0,"Fished",1120.488696,"crypto","passive","crypto",5,790,50,15,137,7,95,32.34,510.1,140,16,16011.2311378659
"685","V5133","central_iwp","north_west_shelf","north_west_shelf_6",28.67226663,172.856,0.085699037,0,"Fished",883.4687268,"crypto","passive","crypto",0,570,56,29,2768,5,60,65.2678571428571,694.285714285714,95,10,621.152924215539
"686","V5170","central_iwp","north_west_shelf","north_west_shelf_12",27.86935863,141,0.033512591,8,"Closed",1135.330832,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,30,3,0
"687","V5172","central_iwp","north_west_shelf","north_west_shelf_13",27.86935863,150.091,0.03318512,8,"Closed",718.5532704,"crypto","passive","crypto",0,60,5,0,1,2,30,1,8,0,0,0
"688","V5176","central_iwp","north_west_shelf","north_west_shelf_9",27.75676007,68.667,0.033225845,8,"Closed",657.5056165,"crypto","passive","crypto",0,5,1,0,0,0,0,1,0,25,3,1.5
"689","V5177","central_iwp","north_west_shelf","north_west_shelf_8",27.73864672,149.26,0.034434825,8,"Closed",681.0409077,"crypto","passive","crypto",0,55,2,0,0,1,15,0.5,0,0,0,0
"690","V5178","central_iwp","north_west_shelf","north_west_shelf_11",27.9587699,155.303,0.028153337,7,"Restricted",825.9482923,"crypto","passive","crypto",0,105,9,0,1,3,20,1,12.2222222222222,0,0,0
"691","V5179","central_iwp","north_west_shelf","north_west_shelf_10",27.94065655,134.518,0.029268342,7,"Restricted",416.0426107,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,225,14,0
"692","V5181","central_iwp","north_west_shelf","north_west_shelf_25",26.28122888,132.545,0.168201547,8,"Closed",539.5973887,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,75,6,0
"693","V5192","central_iwp","north_west_shelf","north_west_shelf_27",26.17470096,106.343,0.287284105,8,"Restricted",710.9825378,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,0,0,0
"694","V5195","central_iwp","north_west_shelf","north_west_shelf_31",25.94902735,60.063,0.239803797,0,"Fished",660.8353122,"crypto","passive","crypto",0,5,1,0,0,0,0,3,65,0,0,0
"695","V5197","central_iwp","ningaloo_marine_park","ningaloo_marine_park_6",25.70620149,95.167,0.425913702,14,"Closed",1013.202175,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,0,0,0
"696","V5208","central_iwp","ningaloo_marine_park","ningaloo_marine_park_1",25.59902188,98.467,1.401245511,14,"Closed",220.3541817,"crypto","passive","crypto",5,150,13,0,5,11,140,12.7692307692308,261.153846153846,95,6,90.8333333333333
"697","V5210","central_iwp","ningaloo_marine_park","ningaloo_marine_park_3",24.79102354,124.052,0.435877297,14,"Closed",376.3201712,"crypto","passive","crypto",15,535,15,0,7,13,505,12.3333333333333,423.666666666667,125,5,0
"698","V5211","central_iwp","ningaloo_marine_park","ningaloo_marine_park_8",24.98163144,109.148,0.460141554,14,"Closed",356.3856899,"crypto","passive","crypto",60,340,9,0,4,8,335,9,453.888888888889,255,10,108.966666666667
"699","V5217","central_iwp","ningaloo_marine_park","ningaloo_marine_park_4",24.7006621,125.881,0.350636172,14,"Closed",356.9137785,"crypto","passive","crypto",30,140,5,0,1,5,140,9.2,563,710,10,17
"700","V5409","nw_indian","red_sea","red_sea_2",26.98606731,71.8,20.54806121,24,"Restricted",637.5681168,"crypto","passive","crypto",5,2510,117,0,16091,16,515,59.6410256410256,1028.54700854701,1415,73,1953.24527491012
"701","V5692","central_iwp","northern_territory_(other)","northern_territory_(other)_8",28.23648623,34.667,0.260945837,7,"Restricted",335.962163,"crypto","passive","crypto",5,50,4,2,2,0,0,16,342.5,205,16,40917.2052895002
"702","V5694","central_iwp","mornington_island","mornington_island_4",27.60939698,55.5,0.070860711,7,"Fished",820.1030754,"crypto","passive","crypto",25,110,5,3,0,0,0,8.2,289,250,6,48051.2529150799
"703","V5695","central_iwp","mornington_island","mornington_island_5",27.72035261,72.333,0.065993185,7,"Fished",1046.718623,"crypto","passive","crypto",40,245,10,4,0,1,5,9.2,223.5,190,10,13339.5554937618
"704","V5696","central_iwp","northern_territory_(other)","northern_territory_(other)_3",28.27031699,89.286,0.206297319,7,"Restricted",399.3058778,"crypto","passive","crypto",0,30,4,3,0,0,0,5.5,101.25,180,3,0
"705","V5697","central_iwp","northern_territory_(other)","northern_territory_(other)_6",28.21870967,48.833,0.217901404,7,"Restricted",964.6663913,"crypto","passive","crypto",35,155,5,3,0,0,0,6.4,181,185,4,6637.33333333333
"706","V5698","central_iwp","northern_territory_(other)","northern_territory_(other)_11",27.98714067,53.339,0.079158209,7,"Restricted",1022.950661,"crypto","passive","crypto",65,75,3,2,0,1,5,6.33333333333333,93.3333333333333,265,8,87789.4903658838
"707","V5699","sw_pacific","queensland_(other)","queensland_(other)_7",27.95772663,55,0.036680504,7,"Restricted",1942.652461,"crypto","passive","crypto",20,220,12,4,0,0,0,9.91666666666667,338.75,260,12,78047.9460525862
"708","V5714","central_iwp","northern_territory_(other)","northern_territory_(other)_2",27.98816476,61.267,0.054567666,0,"Fished",184.1976305,"crypto","passive","crypto",0,700,55,15,723,2,40,91.7272727272727,1187.09090909091,240,16,2599.20040179191
"709","V5746","central_iwp","offshore_shoals","offshore_shoals_3",28.65667515,81,0.585523105,7,"Restricted",2056.704848,"crypto","passive","crypto",0,320,28,7,13,3,35,20.2857142857143,293.392857142857,285,16,5850.35111116809
"710","V5747","central_iwp","offshore_shoals","offshore_shoals_4",28.61584548,33.167,0.565093024,7,"Restricted",90.8275952,"crypto","passive","crypto",0,215,17,0,4,3,20,21.2941176470588,372.941176470588,295,15,522.840942207224
"711","V5748","central_iwp","offshore_shoals","offshore_shoals_5",28.55396979,98,1.725607131,0,"Fished",363.3207902,"crypto","passive","crypto",0,365,37,8,20,4,50,20.7837837837838,339.189189189189,355,21,9380.89614904482
"712","V5853","sw_pacific","northern_coral_sea","northern_coral_sea_5",27.23107827,198.33,1.320566488,7,"Restricted",672.1719977,"crypto","passive","crypto",0,365,45,10,919,0,0,88.2888888888889,1225.66666666667,745,43,9110.78269310608
"713","V5853","sw_pacific","northern_coral_sea","northern_coral_sea_9",27.24699283,207.223,1.40162691,7,"Restricted",1432.005407,"crypto","passive","crypto",0,365,45,10,919,0,0,88.2888888888889,1225.66666666667,745,43,9110.78269310608
"714","V6483","central_iwp","okinawa","okinawa_2",25.09366317,160,1854.451392,0,"Fished",154.6092662,"crypto","passive","crypto",5,180,25,8,2334,1,5,33.24,311.8,400,43,9455.38396236417
"715","V6583","polynesian","french_polynesia","french_polynesia_6",27.51141777,63.71,3.470567723,0,"Fished",43.04500342,"crypto","passive","crypto",0,200,24,0,43,0,0,13.5833333333333,142.708333333333,200,18,1513.41295684623
"716","V6588","polynesian","french_polynesia","french_polynesia_4",27.742357,69.454,0.263461038,0,"Fished",85.79922232,"crypto","passive","crypto",0,25,3,0,1,0,0,9.66666666666667,75,270,13,219.227213899505
"717","V6589","polynesian","french_polynesia","french_polynesia_20",27.73077706,155,0.508200566,0,"Fished",1372.443745,"crypto","passive","crypto",0,120,15,0,2,0,0,8.33333333333333,80.3333333333333,280,19,411.390995677241
"718","V6589","polynesian","society_islands","society_islands_2",27.73034715,146.454,0.678771699,0,"Fished",434.6057356,"crypto","passive","crypto",0,120,15,0,2,0,0,8.33333333333333,80.3333333333333,280,19,411.390995677241
"719","V6641","polynesian","french_polynesia","french_polynesia_19",27.64300048,138,0.225795399,0,"Fished",1133.882809,"crypto","passive","crypto",0,70,11,0,5,0,0,10.6363636363636,120.454545454545,400,36,754.743735311169
"720","V6763","polynesian","french_polynesia","french_polynesia_21",27.77064014,122,0.522462543,0,"Fished",1013.362056,"crypto","passive","crypto",0,555,34,0,6,0,0,12.4411764705882,159.558823529412,40,6,5334.64373502055
"721","V6763","polynesian","society_islands","society_islands_1",27.77064014,136.109,0.748946292,0,"Fished",574.6965118,"crypto","passive","crypto",0,555,34,0,6,0,0,12.4411764705882,159.558823529412,40,6,5334.64373502055
"722","V6853","polynesian","french_polynesia","french_polynesia_2",27.35614122,44.401,0.37221638,0,"Fished",93.220904,"crypto","passive","crypto",0,85,9,0,1,0,0,18,213.888888888889,250,35,4237.63361913332
"723","V6860","polynesian","french_polynesia","french_polynesia_5",27.21405742,63.834,2.482728866,0,"Fished",81.50211739,"crypto","passive","crypto",0,250,22,0,2,0,0,5.77272727272727,55.6818181818182,130,22,1949.00402098931
"724","V6870","polynesian","french_polynesia","french_polynesia_8",27.39614944,41.453,0.109777044,0,"Fished",29.37979827,"crypto","passive","crypto",0,145,8,0,1,0,0,0.875,17.5,245,31,38.8969462888146
"725","V6877","polynesian","french_polynesia","french_polynesia_15",27.62852076,141,0.435574981,0,"Fished",847.0103063,"crypto","passive","crypto",5,175,18,0,17,0,0,18.7777777777778,261.666666666667,210,15,937.069658003241
"726","V6909","polynesian","french_polynesia","french_polynesia_14",27.57633015,91,6.006074206,0,"Fished",871.809567,"crypto","passive","crypto",0,1425,86,0,45,0,0,18.5813953488372,231.627906976744,30,3,140.952943173927
"727","V6929","polynesian","french_polynesia","french_polynesia_1",27.40684221,63.71,0.166375248,0,"Fished",94.59353939,"crypto","passive","crypto",5,25,2,0,1,0,0,1.5,20,595,35,8
"728","V6932","polynesian","french_polynesia","french_polynesia_7",27.76048952,13.143,0.043211967,0,"Fished",61.49251332,"crypto","passive","crypto",0,170,9,0,1,0,0,3.77777777777778,67.2222222222222,310,22,53.0995699129025
"729","V6941","polynesian","french_polynesia","french_polynesia_12",25.34938059,54.5,5.432876153,0,"Fished",741.8444765,"crypto","passive","crypto",0,215,18,0,8,0,0,15.3333333333333,203.333333333333,55,8,713.986778858948
"730","V6945","polynesian","french_polynesia","french_polynesia_11",25.35386033,115.6,0.701231716,0,"Fished",498.9137263,"crypto","passive","crypto",15,270,16,0,15,0,0,17.5625,236.5625,345,21,225.90069616381
"731","V6991","polynesian","pitcairn","pitcairn_4",25.02584555,66.463,0.00037993,3,"Restricted",127.596246,"crypto","passive","crypto",0,445,50,0,247,1,5,33.88,425.1,140,9,786.017547349765
"732","V6994","polynesian","pitcairn","pitcairn_2",24.64347699,55.173,0,0,"Fished",78.26097399,"crypto","passive","crypto",15,850,69,0,530,1,15,27.6086956521739,370.942028985507,365,24,1055.72666036405
"733","V6995","polynesian","pitcairn","pitcairn_3",24.86387949,61.315,7.04e-05,31,"Closed",102.3020572,"crypto","passive","crypto",0,430,44,0,17,1,5,24.3409090909091,300.454545454545,255,19,1011.69444688778
"734","V7013","polynesian","society_islands","society_islands_6",27.68722283,98,5.642162935,0,"Fished",339.3628568,"crypto","passive","crypto",5,455,57,0,329,1,5,31.3859649122807,422.280701754386,50,6,322.091626446986
"735","V7029","polynesian","society_islands","society_islands_4",27.61781428,122.304,472.559687,0,"Fished",365.619897,"crypto","passive","crypto",0,1505,102,0,569,1,10,19.8921568627451,235.686274509804,410,26,691.493444675986
"736","V7077","polynesian","austral_islands","austral_islands_1",25.48674916,67.891,0.005855667,0,"Fished",34.471528,"crypto","passive","crypto",5,60,9,0,5,3,20,9.33333333333333,103.333333333333,195,13,2733.12406096858
"737","V7090","polynesian","cook_islands","cook_islands_3",27.12169711,85.343,0.000854855,2,"Restricted",511.7065534,"crypto","passive","crypto",0,165,11,0,77,3,35,11.2727272727273,120,55,6,697.284156600518
"738","V7096","polynesian","cook_islands","cook_islands_2",25.76334826,73.704,889.7110954,2,"Restricted",176.3104123,"crypto","passive","crypto",0,220,16,0,69,9,95,8.1875,93.75,15,2,25.4564987184151
"739","V7101","polynesian","cook_islands","cook_islands_1",26.85307714,107,617.3800144,2,"Restricted",594.7565472,"crypto","passive","crypto",5,105,12,0,23,8,75,9.25,94.1666666666667,45,3,0
"740","V7478","continental_tep","nicaragua_tep","nicaragua_tep_4",27.39084822,46.632,311.4635742,0,"Fished",118.328091,"crypto","passive","crypto",140,175,2,0,0,1,35,3,300,305,2,0
"741","V7479","continental_tep","nicaragua_tep","nicaragua_tep_5",27.39649446,33.879,563.3702232,28,"Restricted",60.73783931,"crypto","passive","crypto",5,455,4,0,0,4,455,3.5,698.75,3490,3,2
"742","V7481","offshore_tep","clipperton","clipperton_1",27.87131376,24.953,0,3,"Closed",285.4827992,"crypto","passive","crypto",5,255,3,0,0,3,255,3.33333333333333,781.666666666667,4200,5,59
"743","V7483","offshore_tep","cocos","cocos_1",27.63421351,47.67,3.38e-05,37,"Closed",683.1800463,"crypto","passive","crypto",1095,3190,6,0,187,5,3185,4.5,2387.5,4145,4,62
"744","V7484","continental_tep","machalilla","machalilla_2",24.70434773,40.679,134.0911271,25,"Restricted",136.19115,"crypto","passive","crypto",30,195,2,0,0,1,30,3,300,65,2,0
"745","V7485","continental_tep","machalilla","machalilla_4",24.57171905,33.6,260.6405492,25,"Restricted",88.83655541,"crypto","passive","crypto",0,250,11,0,237,0,0,11.9090909090909,868.636363636364,265,4,33.6166666666667
"746","V7489","continental_tep","costa_rica","costa_rica_6",28.39161494,43.365,263.1759317,0,"Fished",47.32052887,"crypto","passive","crypto",0,195,11,0,278,2,40,9.72727272727273,885.454545454545,140,5,18.0333333333333
"747","V7490","continental_tep","coiba","coiba_2",28.3764616,48.329,44.39592055,14,"Restricted",463.0738335,"crypto","passive","crypto",5,925,10,0,297,2,300,10.3,909.5,95,9,29.0833333333333
"748","V7491","continental_tep","coiba","coiba_3",28.30562371,45.333,31.97957784,14,"Restricted",294.6761583,"crypto","passive","crypto",1210,2670,14,0,408,5,2030,7.64285714285714,438.928571428571,3065,12,139.27619047619
"749","V7492","continental_tep","coiba","coiba_13",28.35676826,29.8,20.71879792,14,"Restricted",55.27128578,"crypto","passive","crypto",100,840,13,0,511,2,105,11.3076923076923,607.692307692308,320,5,7.92619047619048
"750","V7493","continental_tep","coiba","coiba_14",28.28362753,31.667,23.24708309,14,"Restricted",32.89618335,"crypto","passive","crypto",5,115,14,0,435,3,15,11.3571428571429,696.785714285714,145,4,44.5166666666667
"751","V7493","continental_tep","coiba","coiba_8",28.31004866,51.9,26.37138404,14,"Restricted",326.7690637,"crypto","passive","crypto",5,115,14,0,435,3,15,11.3571428571429,696.785714285714,145,4,44.5166666666667
"752","V7494","continental_tep","costa_rica","costa_rica_4",28.3803745,39.294,256.2000447,0,"Fished",36.23562013,"crypto","passive","crypto",115,1625,15,0,446,3,880,7.86666666666667,578.333333333333,1195,13,41.9
"753","V7502","continental_tep","coiba","coiba_6",28.47620145,43.429,72.80714911,0,"Fished",66.66640071,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,0,0,0
"754","V7509","continental_tep","coiba","coiba_5",28.46847693,44.5,37.61185284,0,"Fished",106.4122476,"crypto","passive","crypto",0,55,6,0,224,0,0,6,175.833333333333,230,8,21.0261904761905
"755","V7517","offshore_tep","malpelo","malpelo_1",26.68360291,39.303,1.466270214,13,"Restricted",1469.477995,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,0,0,0
"756","V7519","continental_tep","panama_pacific","panama_pacific_1",27.4225213,44.05,345.2090455,0,"Fished",298.0582981,"crypto","passive","crypto",0,35,4,0,128,2,20,17,145,0,0,0
"757","V7523","continental_tep","las_perlas","las_perlas_3",27.39980773,59.6,80.64003922,12,"Restricted",349.1803303,"crypto","passive","crypto",5,95,8,0,189,4,40,24.875,279.375,5,1,0
"758","V7526","continental_tep","las_perlas","las_perlas_1",27.4607606,57.15,58.48961726,12,"Restricted",2160.611023,"crypto","passive","crypto",25,80,6,0,256,2,30,19.6666666666667,169.166666666667,35,2,1
"759","V7530","offshore_tep","revillagigedo","revillagigedo_2",25.55646986,27.48,0.082400503,2,"Restricted",76.02174675,"crypto","passive","crypto",0,20,2,0,128,0,0,14.5,100,75,7,6.25
"760","V7531","offshore_tep","revillagigedo","revillagigedo_3",25.35435868,28.867,0.00298335,2,"Restricted",170.4505946,"crypto","passive","crypto",0,10,1,0,0,1,10,19,150,20,2,0
"761","V8009","caribbean","florida_keys","florida_keys_4",26.34265548,52.5,30.33921774,29,"Closed",684.6758914,"crypto","passive","crypto",0,165,17,0,1380,12,110,42.9411764705882,703.823529411765,840,40,86.0366133004029
"762","V8012","caribbean","florida_keys","florida_keys_1",26.72525131,67.321,112.4084654,29,"Closed",1107.517461,"crypto","passive","crypto",30,800,38,0,2352,29,670,37.5263157894737,545.526315789474,915,43,421.700605028086
"763","V8015","caribbean","florida_keys","florida_keys_3",26.75360838,56.5,90.59050737,29,"Closed",690.6206456,"crypto","passive","crypto",5,200,25,0,1584,15,125,44.16,741.8,925,42,3675.09865621974
"764","V8030","caribbean","florida_keys","florida_keys_2",26.66645888,55.564,152.4117696,29,"Closed",711.8605473,"crypto","passive","crypto",0,670,73,0,5857,33,325,54.6164383561644,1044.45205479452,185,1,0
"765","V8057","caribbean","curacao","curacao_3",27.37822228,42.127,107.5464134,0,"Fished",179.4782453,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,215,24,0
"766","V8057","caribbean","curacao","curacao_1",27.36272391,38.885,2086.800403,0,"Fished",134.7818248,"crypto","passive","crypto",0,0,0,0,0,0,0,0,0,215,24,0
"767","V8093","caribbean","bonaire","bonaire_2",27.42594135,42.667,53.52726759,27,"Restricted",289.7148989,"crypto","passive","crypto",0,30,5,0,1367,0,0,15.2,244,190,5,741.889140908885
"768","V8093","caribbean","bonaire","bonaire_3",27.44957222,65.65,159.6667909,27,"Restricted",274.9593321,"crypto","passive","crypto",0,30,5,0,1367,0,0,15.2,244,190,5,741.889140908885
"769","V8094","caribbean","curacao","curacao_4",27.4762042,41.388,117.5835715,0,"Fished",225.6181667,"crypto","passive","crypto",235,2660,17,0,765,6,1190,10.2352941176471,253.823529411765,335,4,12.3437454251876
"770","V8096","caribbean","curacao","curacao_2",27.40738713,40.956,116.4168043,0,"Fished",166.5572277,"crypto","passive","crypto",0,110,11,0,2977,3,15,14.7272727272727,236.363636363636,260,7,1535.07859040747
"771","V8175","caribbean","san_blas","san_blas_1",27.9221571,62.469,83.39860752,0,"Fished",235.2121237,"crypto","passive","crypto",360,3515,21,0,2144,2,95,19.4285714285714,891.190476190476,1475,17,226.327852240167
"772","V8181","caribbean","bocas_del_toro","bocas_del_toro_1",28.00115765,29.875,64.90122141,0,"Fished",33.07927582,"crypto","passive","crypto",80,1045,22,0,2190,1,80,19.7727272727273,916.818181818182,820,29,765.967782824329
"773","V8219","caribbean","southwestern_caribbean","southwestern_caribbean_2",27.79259522,45,0.472886429,14,"Restricted",454.7860281,"crypto","passive","crypto",0,30,6,0,706,1,5,14.6666666666667,357.5,225,23,387.167132625154
"774","V8226","caribbean","southwestern_caribbean","southwestern_caribbean_3",27.79669981,69,0.478113344,14,"Restricted",380.1907767,"crypto","passive","crypto",0,90,15,2,1296,3,25,8.66666666666667,137.333333333333,265,28,11924.2730489208
"775","V8237","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_1",27.80955032,66.606,7.147167721,14,"Closed",258.3627293,"crypto","passive","crypto",0,230,23,0,2600,5,55,10.8695652173913,189.565217391304,965,70,5133.59346582029
