"","From","To","Prob"
"104797","V1169","V1175",24
"119550","V1118","V1176",16
"119596","V1164","V1176",80
"119598","V1166","V1176",16
"119599","V1167","V1176",8
"119668","V1236","V1176",8
"134390","V1154","V1177",16
"134401","V1165","V1177",8
"134414","V1178","V1177",24
"149206","V1166","V1182",24
"149209","V1169","V1182",8
"149210","V1170","V1182",16
"149213","V1173","V1182",8
"149214","V1174","V1182",16
"149225","V1185","V1182",40
"149226","V1186","V1182",8
"149227","V1187","V1182",8
"149228","V1188","V1182",16
"149229","V1189","V1182",40
"149273","V1233","V1182",8
"149278","V1238","V1182",8
"149279","V1239","V1182",16
"149280","V1240","V1182",16
"149281","V1241","V1182",24
"149282","V1242","V1182",8
"158569","V10529","V1182",8
"158590","V10550","V1182",16
"164127","V1283","V1271",8
"164144","V1300","V1271",24
"164145","V1301","V1271",24
"164146","V1302","V1271",8
"164158","V1314","V1271",24
"164159","V1315","V1271",8
"164181","V1337","V1271",24
"164183","V1339","V1271",8
"164184","V1340","V1271",24
"164209","V1365","V1271",8
"164214","V1370","V1271",8
"164221","V1377","V1271",8
"164248","V1404","V1271",8
"164261","V1417","V1271",8
"164263","V1419","V1271",8
"164267","V1423","V1271",8
"164278","V1434","V1271",8
"164284","V1440","V1271",8
"164287","V1443","V1271",16
"164295","V1451","V1271",8
"164309","V1465","V1271",8
"164315","V1471","V1271",8
"164316","V1472","V1271",8
"164320","V1476","V1271",8
"164328","V1484","V1271",8
"164343","V1499","V1271",8
"164345","V1501","V1271",8
"164357","V1513","V1271",8
"164362","V1518","V1271",8
"164365","V1521","V1271",8
"164366","V1522","V1271",8
"164373","V1529","V1271",8
"164380","V1536","V1271",16
"164382","V1538","V1271",24
"164384","V1540","V1271",8
"164393","V1549","V1271",8
"164405","V1561","V1271",24
"164415","V1571","V1271",8
"164421","V1577","V1271",8
"164431","V1587","V1271",8
"164521","V1677","V1271",16
"164525","V1681","V1271",8
"164526","V1682","V1271",16
"164529","V1685","V1271",16
"164533","V1689","V1271",8
"164537","V1693","V1271",8
"164656","V1812","V1271",8
"164789","V1945","V1271",16
"164793","V1949","V1271",8
"164811","V1967","V1271",16
"164812","V1968","V1271",8
"164813","V1969","V1271",8
"164814","V1970","V1271",16
"164815","V1971","V1271",8
"164817","V1973","V1271",24
"164818","V1974","V1271",8
"164819","V1975","V1271",24
"164820","V1976","V1271",24
"165319","V2475","V1271",8
"165992","V3148","V1271",8
"178931","V1283","V1272",16
"178935","V1287","V1272",8
"178942","V1294","V1272",8
"178948","V1300","V1272",24
"178950","V1302","V1272",8
"178960","V1312","V1272",8
"178962","V1314","V1272",40
"178963","V1315","V1272",8
"178987","V1339","V1272",8
"179008","V1360","V1272",8
"179018","V1370","V1272",8
"179023","V1375","V1272",8
"179024","V1376","V1272",8
"179033","V1385","V1272",8
"179034","V1386","V1272",8
"179062","V1414","V1272",8
"179064","V1416","V1272",16
"179065","V1417","V1272",16
"179070","V1422","V1272",8
"179071","V1423","V1272",8
"179073","V1425","V1272",8
"179086","V1438","V1272",32
"179087","V1439","V1272",8
"179090","V1442","V1272",8
"179093","V1445","V1272",8
"179095","V1447","V1272",16
"179096","V1448","V1272",40
"179099","V1451","V1272",16
"179100","V1452","V1272",16
"179112","V1464","V1272",24
"179113","V1465","V1272",16
"179114","V1466","V1272",8
"179119","V1471","V1272",8
"179123","V1475","V1272",8
"179124","V1476","V1272",24
"179125","V1477","V1272",8
"179132","V1484","V1272",16
"179149","V1501","V1272",8
"179154","V1506","V1272",8
"179155","V1507","V1272",8
"179156","V1508","V1272",8
"179161","V1513","V1272",8
"179162","V1514","V1272",8
"179170","V1522","V1272",40
"179173","V1525","V1272",24
"179174","V1526","V1272",24
"179177","V1529","V1272",56
"179180","V1532","V1272",24
"179181","V1533","V1272",8
"179182","V1534","V1272",24
"179187","V1539","V1272",8
"179188","V1540","V1272",8
"179189","V1541","V1272",24
"179203","V1555","V1272",8
"179206","V1558","V1272",48
"179208","V1560","V1272",8
"179209","V1561","V1272",8
"179213","V1565","V1272",8
"179214","V1566","V1272",16
"179216","V1568","V1272",8
"179219","V1571","V1272",8
"179225","V1577","V1272",24
"179231","V1583","V1272",24
"179234","V1586","V1272",48
"179235","V1587","V1272",8
"179241","V1593","V1272",8
"179242","V1594","V1272",64
"179246","V1598","V1272",16
"179459","V1811","V1272",8
"179460","V1812","V1272",8
"179593","V1945","V1272",8
"179594","V1946","V1272",16
"179624","V1976","V1272",8
"180081","V2433","V1272",8
"180085","V2437","V1272",16
"180796","V3148","V1272",8
"193750","V1298","V1273",8
"193765","V1313","V1273",24
"193766","V1314","V1273",24
"193767","V1315","V1273",32
"193791","V1339","V1273",8
"193820","V1368","V1273",8
"193832","V1380","V1273",8
"193835","V1383","V1273",8
"193840","V1388","V1273",8
"193850","V1398","V1273",8
"193856","V1404","V1273",8
"193858","V1406","V1273",16
"193868","V1416","V1273",8
"193869","V1417","V1273",8
"193870","V1418","V1273",8
"193871","V1419","V1273",16
"193873","V1421","V1273",8
"193874","V1422","V1273",8
"193875","V1423","V1273",8
"193886","V1434","V1273",8
"193887","V1435","V1273",8
"193890","V1438","V1273",8
"193894","V1442","V1273",8
"193895","V1443","V1273",8
"193896","V1444","V1273",8
"193897","V1445","V1273",8
"193918","V1466","V1273",24
"193921","V1469","V1273",8
"193923","V1471","V1273",8
"193924","V1472","V1273",8
"193928","V1476","V1273",8
"193929","V1477","V1273",16
"193936","V1484","V1273",8
"193938","V1486","V1273",24
"193939","V1487","V1273",8
"193950","V1498","V1273",8
"193955","V1503","V1273",8
"193960","V1508","V1273",8
"193967","V1515","V1273",8
"193990","V1538","V1273",8
"193991","V1539","V1273",16
"193993","V1541","V1273",8
"194010","V1558","V1273",8
"194011","V1559","V1273",8
"194029","V1577","V1273",8
"194130","V1678","V1273",24
"194134","V1682","V1273",24
"194135","V1683","V1273",8
"194138","V1686","V1273",16
"194143","V1691","V1273",8
"194145","V1693","V1273",8
"194264","V1812","V1273",24
"194402","V1950","V1273",24
"194420","V1968","V1273",8
"194421","V1969","V1273",8
"194424","V1972","V1273",16
"194948","V2496","V1273",8
"195458","V3006","V1273",8
"195476","V3024","V1273",16
"208569","V1313","V1274",16
"208570","V1314","V1274",32
"208571","V1315","V1274",40
"208632","V1376","V1274",8
"208637","V1381","V1274",8
"208638","V1382","V1274",8
"208640","V1384","V1274",16
"208644","V1388","V1274",16
"208679","V1423","V1274",8
"208692","V1436","V1274",8
"208694","V1438","V1274",8
"208695","V1439","V1274",8
"208698","V1442","V1274",8
"208703","V1447","V1274",8
"208721","V1465","V1274",8
"208722","V1466","V1274",8
"208724","V1468","V1274",8
"208732","V1476","V1274",16
"208740","V1484","V1274",8
"208742","V1486","V1274",8
"208764","V1508","V1274",8
"208765","V1509","V1274",8
"208771","V1515","V1274",8
"208774","V1518","V1274",24
"208778","V1522","V1274",8
"208781","V1525","V1274",8
"208785","V1529","V1274",8
"208789","V1533","V1274",8
"208792","V1536","V1274",8
"208795","V1539","V1274",8
"208797","V1541","V1274",8
"208814","V1558","V1274",8
"208819","V1563","V1274",8
"208824","V1568","V1274",8
"208833","V1577","V1274",8
"208854","V1598","V1274",8
"208934","V1678","V1274",8
"208935","V1679","V1274",8
"208937","V1681","V1274",16
"208938","V1682","V1274",8
"208941","V1685","V1274",8
"208942","V1686","V1274",16
"208945","V1689","V1274",8
"209067","V1811","V1274",8
"209068","V1812","V1274",32
"209203","V1947","V1274",8
"209204","V1948","V1274",8
"209205","V1949","V1274",8
"209206","V1950","V1274",40
"209211","V1955","V1274",8
"209218","V1962","V1274",8
"209223","V1967","V1274",8
"209224","V1968","V1274",8
"209225","V1969","V1274",8
"209227","V1971","V1274",8
"209230","V1974","V1274",32
"209231","V1975","V1274",8
"209232","V1976","V1274",8
"210271","V3015","V1274",8
"224012","V1952","V1623",16
"232845","V10785","V1623",8
"232856","V10796","V1623",16
"238487","V1623","V1651",8
"238496","V1632","V1651",24
"238502","V1638","V1651",8
"238503","V1639","V1651",8
"238517","V1653","V1651",16
"238525","V1661","V1651",8
"238583","V1719","V1651",8
"238585","V1721","V1651",8
"238623","V1759","V1651",8
"238684","V1820","V1651",8
"238685","V1821","V1651",8
"238697","V1833","V1651",8
"238760","V1896","V1651",8
"238788","V1924","V1651",8
"238792","V1928","V1651",8
"238793","V1929","V1651",24
"238796","V1932","V1651",8
"238797","V1933","V1651",8
"238798","V1934","V1651",8
"238802","V1938","V1651",16
"238804","V1940","V1651",8
"238806","V1942","V1651",32
"238808","V1944","V1651",16
"253274","V1606","V1653",8
"253300","V1632","V1653",8
"253301","V1633","V1653",8
"253321","V1653","V1653",8
"253322","V1654","V1653",8
"253324","V1656","V1653",8
"253362","V1694","V1653",8
"253387","V1719","V1653",8
"253388","V1720","V1653",8
"253390","V1722","V1653",16
"253594","V1926","V1653",16
"253597","V1929","V1653",8
"253600","V1932","V1653",48
"253605","V1937","V1653",8
"253611","V1943","V1653",32
"282935","V1659","V1670",8
"282938","V1662","V1670",16
"283040","V1764","V1670",8
"283096","V1820","V1670",8
"283207","V1931","V1670",8
"297687","V1607","V1675",8
"297688","V1608","V1675",8
"297980","V1900","V1675",16
"298055","V1975","V1675",8
"327300","V1612","V1735",16
"327301","V1613","V1735",40
"327365","V1677","V1735",8
"327366","V1678","V1735",8
"327371","V1683","V1735",16
"327372","V1684","V1735",16
"327375","V1687","V1735",8
"327376","V1688","V1735",16
"327424","V1736","V1735",48
"327426","V1738","V1735",64
"327655","V1967","V1735",16
"327657","V1969","V1735",8
"327658","V1970","V1735",8
"327685","V1997","V1735",8
"327688","V2000","V1735",8
"327691","V2003","V1735",8
"342124","V1632","V1747",16
"342167","V1675","V1747",40
"342168","V1676","V1747",8
"342242","V1750","V1747",16
"342305","V1813","V1747",24
"342319","V1827","V1747",8
"342357","V1865","V1747",8
"356939","V1643","V1782",8
"356948","V1652","V1782",8
"356951","V1655","V1782",8
"357000","V1704","V1782",8
"357004","V1708","V1782",8
"357017","V1721","V1782",8
"357055","V1759","V1782",8
"357057","V1761","V1782",8
"357058","V1762","V1782",8
"357069","V1773","V1782",16
"357238","V1942","V1782",8
"357240","V1944","V1782",8
"357249","V1953","V1782",8
"366064","V10768","V1782",8
"366072","V10776","V1782",8
"371715","V1615","V1822",8
"371724","V1624","V1822",48
"371729","V1629","V1822",8
"371730","V1630","V1822",8
"371733","V1633","V1822",48
"371734","V1634","V1822",32
"371736","V1636","V1822",32
"371737","V1637","V1822",48
"371740","V1640","V1822",8
"371743","V1643","V1822",48
"371744","V1644","V1822",24
"371745","V1645","V1822",8
"371756","V1656","V1822",16
"371762","V1662","V1822",8
"371807","V1707","V1822",16
"371808","V1708","V1822",8
"371820","V1720","V1822",16
"371843","V1743","V1822",32
"371844","V1744","V1822",16
"371853","V1753","V1822",8
"371855","V1755","V1822",8
"371857","V1757","V1822",16
"371916","V1816","V1822",72
"371917","V1817","V1822",32
"371932","V1832","V1822",32
"371938","V1838","V1822",16
"371943","V1843","V1822",8
"371952","V1852","V1822",8
"371953","V1853","V1822",8
"371955","V1855","V1822",16
"371959","V1859","V1822",8
"371967","V1867","V1822",24
"371968","V1868","V1822",48
"371969","V1869","V1822",8
"371971","V1871","V1822",32
"371982","V1882","V1822",24
"371989","V1889","V1822",8
"371992","V1892","V1822",8
"371995","V1895","V1822",16
"371996","V1896","V1822",24
"371998","V1898","V1822",32
"371999","V1899","V1822",32
"372001","V1901","V1822",16
"372003","V1903","V1822",48
"372004","V1904","V1822",8
"372005","V1905","V1822",48
"372006","V1906","V1822",16
"372009","V1909","V1822",24
"372010","V1910","V1822",16
"372011","V1911","V1822",16
"372012","V1912","V1822",56
"372017","V1917","V1822",32
"372018","V1918","V1822",40
"372024","V1924","V1822",32
"372033","V1933","V1822",8
"372034","V1934","V1822",8
"372036","V1936","V1822",8
"386510","V1606","V1823",8
"386522","V1618","V1823",16
"386524","V1620","V1823",8
"386528","V1624","V1823",16
"386530","V1626","V1823",8
"386531","V1627","V1823",16
"386533","V1629","V1823",24
"386534","V1630","V1823",8
"386535","V1631","V1823",16
"386537","V1633","V1823",16
"386538","V1634","V1823",16
"386541","V1637","V1823",24
"386544","V1640","V1823",16
"386547","V1643","V1823",24
"386548","V1644","V1823",8
"386657","V1753","V1823",8
"386661","V1757","V1823",16
"386720","V1816","V1823",40
"386721","V1817","V1823",16
"386743","V1839","V1823",16
"386744","V1840","V1823",8
"386752","V1848","V1823",8
"386753","V1849","V1823",8
"386756","V1852","V1823",8
"386757","V1853","V1823",8
"386760","V1856","V1823",8
"386763","V1859","V1823",16
"386770","V1866","V1823",8
"386771","V1867","V1823",8
"386772","V1868","V1823",8
"386799","V1895","V1823",16
"386802","V1898","V1823",16
"386809","V1905","V1823",32
"386813","V1909","V1823",8
"386815","V1911","V1823",8
"386818","V1914","V1823",32
"386819","V1915","V1823",40
"386821","V1917","V1823",24
"386829","V1925","V1823",8
"386838","V1934","V1823",8
"386839","V1935","V1823",8
"401325","V1617","V1864",24
"401326","V1618","V1864",8
"401383","V1675","V1864",16
"401444","V1736","V1864",16
"401668","V1960","V1864",8
"402708","V3000","V1864",40
"410498","V10790","V1864",16
"410499","V10791","V1864",40
"416124","V1612","V1875",8
"416131","V1619","V1875",8
"416136","V1624","V1875",8
"416141","V1629","V1875",8
"416144","V1632","V1875",8
"416147","V1635","V1875",16
"416154","V1642","V1875",8
"416155","V1643","V1875",8
"416156","V1644","V1875",8
"416256","V1744","V1875",8
"416261","V1749","V1875",8
"416267","V1755","V1875",24
"416326","V1814","V1875",8
"416351","V1839","V1875",8
"416352","V1840","V1875",8
"416360","V1848","V1875",8
"416376","V1864","V1875",8
"416404","V1892","V1875",32
"416413","V1901","V1875",24
"416418","V1906","V1875",8
"416424","V1912","V1875",24
"425297","V10785","V1875",8
"430933","V1617","V1880",8
"430935","V1619","V1880",32
"430936","V1620","V1880",8
"430937","V1621","V1880",8
"430945","V1629","V1880",8
"430950","V1634","V1880",24
"430951","V1635","V1880",16
"430959","V1643","V1880",8
"430960","V1644","V1880",8
"431024","V1708","V1880",8
"431071","V1755","V1880",16
"431130","V1814","V1880",8
"431161","V1845","V1880",8
"431173","V1857","V1880",8
"431180","V1864","V1880",32
"431184","V1868","V1880",40
"431187","V1871","V1880",8
"431198","V1882","V1880",24
"431217","V1901","V1880",8
"431221","V1905","V1880",8
"431226","V1910","V1880",16
"431319","V2003","V1880",8
"431322","V2006","V1880",8
"440101","V10785","V1880",16
"440106","V10790","V1880",16
"445738","V1618","V1901",16
"445749","V1629","V1901",48
"445752","V1632","V1901",32
"445754","V1634","V1901",8
"445756","V1636","V1901",8
"445934","V1814","V1901",8
"445984","V1864","V1901",8
"445987","V1867","V1901",8
"446021","V1901","V1901",8
"446026","V1906","V1901",8
"460536","V1612","V1917",8
"460544","V1620","V1917",8
"460545","V1621","V1917",8
"460548","V1624","V1917",128
"460554","V1630","V1917",248
"460556","V1632","V1917",32
"460557","V1633","V1917",192
"460558","V1634","V1917",264
"460559","V1635","V1917",8
"460560","V1636","V1917",120
"460561","V1637","V1917",200
"460577","V1653","V1917",24
"460599","V1675","V1917",128
"460645","V1721","V1917",8
"460679","V1755","V1917",40
"460740","V1816","V1917",296
"460741","V1817","V1917",408
"460744","V1820","V1917",56
"460795","V1871","V1917",8
"460819","V1895","V1917",120
"460820","V1896","V1917",112
"460822","V1898","V1917",128
"460824","V1900","V1917",16
"460827","V1903","V1917",288
"460829","V1905","V1917",392
"460830","V1906","V1917",288
"460833","V1909","V1917",288
"460834","V1910","V1917",176
"460835","V1911","V1917",152
"460836","V1912","V1917",360
"460841","V1917","V1917",288
"460842","V1918","V1917",304
"460848","V1924","V1917",8
"460850","V1926","V1917",88
"460852","V1928","V1917",8
"460853","V1929","V1917",48
"460857","V1933","V1917",80
"460858","V1934","V1917",56
"460862","V1938","V1917",104
"460868","V1944","V1917",8
"460927","V2003","V1917",8
"460928","V2004","V1917",8
"460930","V2006","V1917",8
"469719","V10795","V1917",8
"469720","V10796","V1917",8
"475340","V1612","V1919",8
"475341","V1613","V1919",8
"475342","V1614","V1919",144
"475343","V1615","V1919",56
"475345","V1617","V1919",24
"475346","V1618","V1919",16
"475347","V1619","V1919",8
"475348","V1620","V1919",16
"475349","V1621","V1919",32
"475350","V1622","V1919",8
"475351","V1623","V1919",32
"475352","V1624","V1919",8
"475353","V1625","V1919",56
"475354","V1626","V1919",40
"475355","V1627","V1919",80
"475356","V1628","V1919",120
"475357","V1629","V1919",16
"475358","V1630","V1919",32
"475359","V1631","V1919",32
"475360","V1632","V1919",16
"475361","V1633","V1919",8
"475362","V1634","V1919",40
"475363","V1635","V1919",64
"475364","V1636","V1919",32
"475365","V1637","V1919",24
"475366","V1638","V1919",16
"475367","V1639","V1919",40
"475368","V1640","V1919",8
"475369","V1641","V1919",104
"475370","V1642","V1919",104
"475371","V1643","V1919",32
"475380","V1652","V1919",24
"475402","V1674","V1919",8
"475403","V1675","V1919",8
"475404","V1676","V1919",8
"475434","V1706","V1919",32
"475435","V1707","V1919",8
"475436","V1708","V1919",32
"475437","V1709","V1919",16
"475439","V1711","V1919",32
"475448","V1720","V1919",16
"475450","V1722","V1919",16
"475469","V1741","V1919",8
"475471","V1743","V1919",16
"475472","V1744","V1919",8
"475473","V1745","V1919",32
"475474","V1746","V1919",8
"475475","V1747","V1919",24
"475476","V1748","V1919",8
"475481","V1753","V1919",56
"475483","V1755","V1919",56
"475484","V1756","V1919",16
"475485","V1757","V1919",8
"475486","V1758","V1919",200
"475541","V1813","V1919",56
"475542","V1814","V1919",80
"475544","V1816","V1919",48
"475545","V1817","V1919",16
"475546","V1818","V1919",8
"475556","V1828","V1919",8
"475557","V1829","V1919",8
"475558","V1830","V1919",8
"475562","V1834","V1919",16
"475564","V1836","V1919",24
"475565","V1837","V1919",32
"475566","V1838","V1919",8
"475567","V1839","V1919",88
"475568","V1840","V1919",56
"475570","V1842","V1919",80
"475571","V1843","V1919",24
"475572","V1844","V1919",40
"475573","V1845","V1919",80
"475575","V1847","V1919",8
"475576","V1848","V1919",72
"475577","V1849","V1919",104
"475578","V1850","V1919",136
"475579","V1851","V1919",152
"475580","V1852","V1919",80
"475581","V1853","V1919",160
"475582","V1854","V1919",72
"475583","V1855","V1919",128
"475584","V1856","V1919",40
"475585","V1857","V1919",32
"475586","V1858","V1919",8
"475587","V1859","V1919",56
"475589","V1861","V1919",88
"475590","V1862","V1919",48
"475592","V1864","V1919",104
"475594","V1866","V1919",176
"475595","V1867","V1919",8
"475596","V1868","V1919",24
"475597","V1869","V1919",32
"475598","V1870","V1919",40
"475599","V1871","V1919",48
"475600","V1872","V1919",168
"475601","V1873","V1919",224
"475602","V1874","V1919",112
"475603","V1875","V1919",208
"475604","V1876","V1919",80
"475605","V1877","V1919",16
"475606","V1878","V1919",32
"475607","V1879","V1919",264
"475608","V1880","V1919",144
"475609","V1881","V1919",168
"475610","V1882","V1919",16
"475612","V1884","V1919",232
"475614","V1886","V1919",16
"475616","V1888","V1919",128
"475617","V1889","V1919",144
"475618","V1890","V1919",8
"475619","V1891","V1919",8
"475620","V1892","V1919",80
"475623","V1895","V1919",64
"475624","V1896","V1919",40
"475626","V1898","V1919",96
"475627","V1899","V1919",72
"475628","V1900","V1919",32
"475629","V1901","V1919",72
"475632","V1904","V1919",40
"475633","V1905","V1919",16
"475634","V1906","V1919",8
"475637","V1909","V1919",24
"475638","V1910","V1919",56
"475639","V1911","V1919",32
"475640","V1912","V1919",16
"475642","V1914","V1919",16
"475647","V1919","V1919",56
"475648","V1920","V1919",240
"475651","V1923","V1919",264
"475654","V1926","V1919",16
"475655","V1927","V1919",48
"475657","V1929","V1919",8
"475658","V1930","V1919",48
"475660","V1932","V1919",8
"475661","V1933","V1919",24
"475662","V1934","V1919",8
"475722","V1994","V1919",8
"475725","V1997","V1919",8
"475727","V1999","V1919",8
"475729","V2001","V1919",16
"475730","V2002","V1919",8
"475732","V2004","V1919",80
"475734","V2006","V1919",24
"490155","V1623","V1929",16
"490163","V1631","V1929",24
"490164","V1632","V1929",40
"490171","V1639","V1929",40
"490172","V1640","V1929",8
"490191","V1659","V1929",8
"490192","V1660","V1929",16
"490292","V1760","V1929",8
"490352","V1820","V1929",40
"490363","V1831","V1929",8
"490432","V1900","V1929",16
"490447","V1915","V1929",8
"490461","V1929","V1929",32
"490465","V1933","V1929",104
"490466","V1934","V1929",56
"490470","V1938","V1929",72
"490472","V1940","V1929",40
"490476","V1944","V1929",112
"499317","V10785","V1929",24
"499322","V10790","V1929",24
"499323","V10791","V1929",56
"499326","V10794","V1929",16
"504959","V1623","V1938",32
"504968","V1632","V1938",16
"504974","V1638","V1938",288
"504975","V1639","V1938",16
"504976","V1640","V1938",152
"505156","V1820","V1938",24
"505236","V1900","V1938",16
"505250","V1914","V1938",224
"505251","V1915","V1938",168
"505260","V1924","V1938",16
"505265","V1929","V1938",160
"505269","V1933","V1938",368
"505270","V1934","V1938",488
"505274","V1938","V1938",480
"505276","V1940","V1938",304
"505280","V1944","V1938",24
"514121","V10785","V1938",8
"550473","V2725","V2725",8
"565281","V2729","V2729",8
"565427","V2875","V2729",8
"580108","V2752","V2732",8
"580109","V2753","V2732",8
"580110","V2754","V2732",8
"580111","V2755","V2732",16
"580129","V2773","V2732",8
"580130","V2774","V2732",8
"580131","V2775","V2732",8
"580132","V2776","V2732",24
"594892","V2732","V2733",8
"594895","V2735","V2733",8
"594897","V2737","V2733",16
"594903","V2743","V2733",16
"594906","V2746","V2733",16
"594908","V2748","V2733",8
"594910","V2750","V2733",32
"594911","V2751","V2733",16
"594913","V2753","V2733",16
"594914","V2754","V2733",8
"594915","V2755","V2733",8
"594916","V2756","V2733",8
"594921","V2761","V2733",8
"594922","V2762","V2733",8
"594933","V2773","V2733",8
"594936","V2776","V2733",16
"594938","V2778","V2733",8
"594950","V2790","V2733",8
"594961","V2801","V2733",24
"594962","V2802","V2733",8
"594969","V2809","V2733",32
"595040","V2880","V2733",8
"609706","V2742","V2734",8
"609707","V2743","V2734",16
"624540","V2772","V2735",8
"624541","V2773","V2735",8
"624542","V2774","V2735",8
"624544","V2776","V2735",8
"639315","V2743","V2738",16
"639316","V2744","V2738",24
"639322","V2750","V2738",8
"639323","V2751","V2738",56
"639324","V2752","V2738",8
"639325","V2753","V2738",16
"639328","V2756","V2738",56
"639348","V2776","V2738",8
"698689","V2901","V2909",24
"698692","V2904","V2909",8
"698739","V2951","V2909",48
"698746","V2958","V2909",8
"698748","V2960","V2909",8
"698753","V2965","V2909",32
"698756","V2968","V2909",8
"698762","V2974","V2909",8
"703027","V7239","V2909",8
"703186","V7398","V2909",8
"703193","V7405","V2909",8
"711844","V1252","V2985",8
"715083","V4491","V2985",8
"715182","V4590","V2985",8
"728379","V2983","V2986",8
"728383","V2987","V2986",16
"743186","V2986","V2987",8
"770947","V1139","V2989",8
"816855","V2635","V3392",8
"816885","V2665","V3392",32
"816886","V2666","V3392",8
"816887","V2667","V3392",8
"816895","V2675","V3392",16
"816912","V2692","V3392",8
"816925","V2705","V3392",8
"817697","V3477","V3392",8
"817703","V3483","V3392",16
"817724","V3504","V3392",8
"817732","V3512","V3392",24
"817736","V3516","V3392",8
"817753","V3533","V3392",40
"817771","V3551","V3392",32
"817772","V3552","V3392",16
"817790","V3570","V3392",16
"817791","V3571","V3392",8
"817795","V3575","V3392",8
"817797","V3577","V3392",16
"817798","V3578","V3392",8
"817819","V3599","V3392",8
"817825","V3605","V3392",48
"817829","V3609","V3392",8
"817833","V3613","V3392",72
"817834","V3614","V3392",32
"817835","V3615","V3392",24
"817837","V3617","V3392",16
"817839","V3619","V3392",16
"817850","V3630","V3392",16
"817851","V3631","V3392",16
"817853","V3633","V3392",16
"817856","V3636","V3392",72
"817857","V3637","V3392",32
"817858","V3638","V3392",48
"817859","V3639","V3392",48
"817861","V3641","V3392",40
"817862","V3642","V3392",40
"817863","V3643","V3392",80
"817866","V3646","V3392",80
"817867","V3647","V3392",96
"817868","V3648","V3392",88
"817869","V3649","V3392",48
"817871","V3651","V3392",32
"817872","V3652","V3392",24
"817875","V3655","V3392",8
"817880","V3660","V3392",16
"817881","V3661","V3392",32
"817882","V3662","V3392",72
"817883","V3663","V3392",48
"817884","V3664","V3392",80
"817885","V3665","V3392",8
"817887","V3667","V3392",88
"817888","V3668","V3392",24
"817889","V3669","V3392",16
"817893","V3673","V3392",8
"817897","V3677","V3392",16
"817901","V3681","V3392",24
"817904","V3684","V3392",8
"817906","V3686","V3392",8
"817907","V3687","V3392",8
"817920","V3700","V3392",16
"817924","V3704","V3392",8
"817927","V3707","V3392",8
"820069","V5849","V3392",8
"832914","V3890","V3439",8
"833201","V4177","V3439",8
"833212","V4188","V3439",8
"833907","V4883","V3439",8
"833910","V4886","V3439",8
"833925","V4901","V3439",8
"833926","V4902","V3439",8
"833948","V4924","V3439",8
